Orthogroup	Homo_sapiens	Cricetulus_griseus
OG0000050	sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|P0DTU4|TRBR2_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A5B6|TVB28_HUMAN	tr|G3HUB8|G3HUB8_CRIGR
OG0000051	sp|P06733|ENOA_HUMAN	tr|G3GWV2|G3GWV2_CRIGR, tr|G3I0W0|G3I0W0_CRIGR, tr|G3H0I8|G3H0I8_CRIGR, tr|G3HI49|G3HI49_CRIGR, tr|G3I6F2|G3I6F2_CRIGR, tr|G3GTX7|G3GTX7_CRIGR
OG0000051	sp|P09104|ENOG_HUMAN	tr|G3GUQ0|G3GUQ0_CRIGR
OG0000051	sp|P13929|ENOB_HUMAN	tr|G3GWV3|G3GWV3_CRIGR, tr|G3ILE3|G3ILE3_CRIGR, tr|G3HTP6|G3HTP6_CRIGR, tr|G3I0W1|G3I0W1_CRIGR, tr|G3GYC7|G3GYC7_CRIGR
OG0000052	sp|P61568|ENK11_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, sp|P61578|REC16_HUMAN, tr|B3KNS4|B3KNS4_HUMAN	tr|G3GXW1|G3GXW1_CRIGR
OG0000052	sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN	tr|G3HX71|G3HX71_CRIGR
OG0000053	sp|O95222|OR6A2_HUMAN	tr|G3ICR0|G3ICR0_CRIGR
OG0000053	sp|Q8NGX8|OR6Y1_HUMAN	tr|G3H6M8|G3H6M8_CRIGR
OG0000053	sp|Q8NGX9|OR6P1_HUMAN	tr|G3H6M9|G3H6M9_CRIGR
OG0000053	sp|O95007|OR6B1_HUMAN	tr|G3ICT5|G3ICT5_CRIGR, tr|G3HL49|G3HL49_CRIGR
OG0000054	sp|O76001|OR2J3_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|O95371|OR2C1_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|O76000|OR2B3_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN	tr|G3ILU2|G3ILU2_CRIGR
OG0000058	sp|P61550|ENVT1_HUMAN	tr|G3I9E1|G3I9E1_CRIGR, tr|G3HDF4|G3HDF4_CRIGR, tr|G3HX13|G3HX13_CRIGR, tr|G3GYG6|G3GYG6_CRIGR, tr|G3HCD7|G3HCD7_CRIGR, tr|G3HY79|G3HY79_CRIGR, tr|G3IAZ8|G3IAZ8_CRIGR, tr|G3IDL1|G3IDL1_CRIGR, tr|G3IKZ4|G3IKZ4_CRIGR, tr|G3I3L2|G3I3L2_CRIGR, tr|G3HLH2|G3HLH2_CRIGR, tr|G3H355|G3H355_CRIGR, tr|G3HYF6|G3HYF6_CRIGR, tr|G3HDA9|G3HDA9_CRIGR, tr|G3I796|G3I796_CRIGR, tr|G3H0N3|G3H0N3_CRIGR, tr|G3HQB1|G3HQB1_CRIGR
OG0000059	sp|P62750|RL23A_HUMAN	tr|G3HP94|G3HP94_CRIGR, tr|G3HPG3|G3HPG3_CRIGR, tr|G3I8J8|G3I8J8_CRIGR, tr|G3IIA3|G3IIA3_CRIGR, tr|G3HXH7|G3HXH7_CRIGR, tr|G3GSH7|G3GSH7_CRIGR, tr|G3IDR0|G3IDR0_CRIGR, tr|G3HQI9|G3HQI9_CRIGR, tr|G3HPJ6|G3HPJ6_CRIGR, tr|G3IAX7|G3IAX7_CRIGR, tr|G3HGD7|G3HGD7_CRIGR, tr|G3I6X3|G3I6X3_CRIGR, tr|G3HWZ3|G3HWZ3_CRIGR, tr|G3GRH2|G3GRH2_CRIGR, tr|G3HPU9|G3HPU9_CRIGR, tr|G3IGI0|G3IGI0_CRIGR, tr|G3HQ39|G3HQ39_CRIGR
OG0000061	sp|Q8WZ92|OR5P2_HUMAN	tr|G3IMG6|G3IMG6_CRIGR
OG0000061	sp|Q8WZ94|OR5P3_HUMAN	tr|G3ILV3|G3ILV3_CRIGR, tr|G3IFN1|G3IFN1_CRIGR, tr|G3IH09|G3IH09_CRIGR, tr|G3IKD2|G3IKD2_CRIGR, tr|G3IM33|G3IM33_CRIGR, tr|G3IM34|G3IM34_CRIGR, tr|G3ILV4|G3ILV4_CRIGR, tr|G3H5L0|G3H5L0_CRIGR, tr|G3IFN3|G3IFN3_CRIGR, tr|G3IFN4|G3IFN4_CRIGR, tr|G3IH12|G3IH12_CRIGR, tr|G3IFN2|G3IFN2_CRIGR, tr|G3IFN0|G3IFN0_CRIGR, tr|G3IH11|G3IH11_CRIGR, tr|G3IKD1|G3IKD1_CRIGR
OG0000064	sp|Q9NUJ7|PLCX1_HUMAN	tr|G3HBH1|G3HBH1_CRIGR
OG0000064	sp|Q15973|ZN124_HUMAN	tr|G3HLA6|G3HLA6_CRIGR, tr|G3I7I6|G3I7I6_CRIGR, tr|G3HZS1|G3HZS1_CRIGR, tr|G3IK07|G3IK07_CRIGR, tr|G3IHW9|G3IHW9_CRIGR, tr|G3HSI1|G3HSI1_CRIGR, tr|G3IEH8|G3IEH8_CRIGR, tr|G3IEH6|G3IEH6_CRIGR, tr|G3INA4|G3INA4_CRIGR, tr|G3IMJ4|G3IMJ4_CRIGR, tr|G3IFK6|G3IFK6_CRIGR, tr|G3ILG9|G3ILG9_CRIGR, tr|G3H456|G3H456_CRIGR, tr|G3H458|G3H458_CRIGR
OG0000065	sp|P05787|K2C8_HUMAN	tr|G3HES2|G3HES2_CRIGR, tr|G3IH98|G3IH98_CRIGR, tr|G3IIF5|G3IIF5_CRIGR, tr|G3II08|G3II08_CRIGR, tr|G3IKD4|G3IKD4_CRIGR, tr|G3IKD3|G3IKD3_CRIGR, tr|G3IBP3|G3IBP3_CRIGR, tr|G3IKI7|G3IKI7_CRIGR, tr|G3IBN9|G3IBN9_CRIGR, tr|G3IKI6|G3IKI6_CRIGR, tr|G3IBP2|G3IBP2_CRIGR, tr|G3IBP0|G3IBP0_CRIGR, tr|G3IKD5|G3IKD5_CRIGR, tr|G3IBP1|G3IBP1_CRIGR, tr|G3IBN8|G3IBN8_CRIGR, tr|G3IBN7|G3IBN7_CRIGR
OG0000066	sp|Q9C075|K1C23_HUMAN	tr|G3IPF6|G3IPF6_CRIGR
OG0000066	sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Y9|K1C26_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Z0|K1C25_HUMAN	tr|G3IPB6|G3IPB6_CRIGR, tr|G3IPJ0|G3IPJ0_CRIGR, tr|G3IPC7|G3IPC7_CRIGR
OG0000066	sp|Q2M2I5|K1C24_HUMAN, sp|P13645|K1C10_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|Q04695|K1C17_HUMAN, sp|Q99456|K1C12_HUMAN	tr|G3IP56|G3IP56_CRIGR, tr|G3IPC9|G3IPC9_CRIGR
OG0000068	sp|Q15014|MO4L2_HUMAN	tr|G3IAL3|G3IAL3_CRIGR, tr|G3GTA6|G3GTA6_CRIGR, tr|G3I3T7|G3I3T7_CRIGR, tr|G3I523|G3I523_CRIGR, tr|G3I524|G3I524_CRIGR, tr|G3H6Q7|G3H6Q7_CRIGR, tr|G3IFA2|G3IFA2_CRIGR, tr|G3H6Q9|G3H6Q9_CRIGR, tr|G3GSI3|G3GSI3_CRIGR, tr|G3HW82|G3HW82_CRIGR, tr|G3H6Q2|G3H6Q2_CRIGR, tr|G3HW86|G3HW86_CRIGR, tr|G3I790|G3I790_CRIGR, tr|G3H6Q8|G3H6Q8_CRIGR, tr|G3I522|G3I522_CRIGR, tr|G3H3Y1|G3H3Y1_CRIGR
OG0000072	sp|Q6NT32|EST5A_HUMAN	tr|G3HII8|G3HII8_CRIGR
OG0000072	sp|O00748|EST2_HUMAN	tr|G3HZJ6|G3HZJ6_CRIGR, tr|G3I771|G3I771_CRIGR, tr|G3I765|G3I765_CRIGR, tr|G3I774|G3I774_CRIGR, tr|G3I773|G3I773_CRIGR, tr|G3I768|G3I768_CRIGR, tr|G3I770|G3I770_CRIGR, tr|G3I769|G3I769_CRIGR, tr|G3IIG0|G3IIG0_CRIGR, tr|G3I766|G3I766_CRIGR, tr|G3IIG1|G3IIG1_CRIGR, tr|G3I767|G3I767_CRIGR, tr|G3IIG3|G3IIG3_CRIGR
OG0000074	sp|P02794|FRIH_HUMAN	tr|G3H5K3|G3H5K3_CRIGR, tr|G3IEF1|G3IEF1_CRIGR
OG0000074	sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	tr|G3GSG1|G3GSG1_CRIGR, tr|G3IG55|G3IG55_CRIGR, tr|G3HY81|G3HY81_CRIGR, tr|G3IN24|G3IN24_CRIGR, tr|G3I0U0|G3I0U0_CRIGR
OG0000074	sp|Q8N4E7|FTMT_HUMAN	tr|G3HUR2|G3HUR2_CRIGR
OG0000077	sp|Q8NGR1|O13A1_HUMAN	tr|G3IE73|G3IE73_CRIGR
OG0000077	sp|Q8NGZ3|O13G1_HUMAN	tr|G3IE72|G3IE72_CRIGR, tr|G3IM02|G3IM02_CRIGR, tr|G3ICS6|G3ICS6_CRIGR, tr|G3ICS4|G3ICS4_CRIGR, tr|G3II73|G3II73_CRIGR, tr|G3ICS9|G3ICS9_CRIGR, tr|G3ICT1|G3ICT1_CRIGR, tr|G3ICT3|G3ICT3_CRIGR, tr|G3ICS5|G3ICS5_CRIGR, tr|G3ICS7|G3ICS7_CRIGR, tr|G3ICT2|G3ICT2_CRIGR, tr|G3ICT0|G3ICT0_CRIGR, tr|G3ILK2|G3ILK2_CRIGR
OG0000079	sp|P30954|O10J1_HUMAN	tr|G3H801|G3H801_CRIGR
OG0000079	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|G3H800|G3H800_CRIGR
OG0000079	sp|Q5JRS4|O10J3_HUMAN	tr|G3HM54|G3HM54_CRIGR, tr|G3HM55|G3HM55_CRIGR, tr|G3ILV2|G3ILV2_CRIGR, tr|G3IH13|G3IH13_CRIGR, tr|G3IMG7|G3IMG7_CRIGR, tr|G3H802|G3H802_CRIGR, tr|G3H803|G3H803_CRIGR, tr|G3H805|G3H805_CRIGR, tr|G3H804|G3H804_CRIGR
OG0000080	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN	tr|G3HS01|G3HS01_CRIGR
OG0000081	sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|G3I8P1|G3I8P1_CRIGR
OG0000087	sp|Q8NGI6|OR4DA_HUMAN	tr|G3I8L6|G3I8L6_CRIGR, tr|G3I8L5|G3I8L5_CRIGR
OG0000087	sp|Q8NGJ1|OR4D6_HUMAN	tr|G3I8M8|G3I8M8_CRIGR
OG0000087	sp|P58180|OR4D2_HUMAN	tr|G3HJ71|G3HJ71_CRIGR, tr|G3HJ72|G3HJ72_CRIGR
OG0000087	sp|Q15615|OR4D1_HUMAN	tr|G3HJ69|G3HJ69_CRIGR, tr|G3HJ70|G3HJ70_CRIGR
OG0000087	sp|Q8NGE8|OR4D9_HUMAN, sp|Q8NGI4|OR4DB_HUMAN	tr|G3I8L7|G3I8L7_CRIGR, tr|G3II54|G3II54_CRIGR
OG0000088	sp|Q7Z444|RASE_HUMAN	tr|G3HUU0|G3HUU0_CRIGR, tr|G3INP1|G3INP1_CRIGR, tr|G3IP24|G3IP24_CRIGR, tr|G3IND7|G3IND7_CRIGR, tr|G3I1P3|G3I1P3_CRIGR, tr|G3INP8|G3INP8_CRIGR, tr|G3IMS3|G3IMS3_CRIGR, tr|G3HND1|G3HND1_CRIGR, tr|G3IL61|G3IL61_CRIGR, tr|G3I9H4|G3I9H4_CRIGR, tr|G3GYG7|G3GYG7_CRIGR, tr|G3HF23|G3HF23_CRIGR, tr|G3GZA2|G3GZA2_CRIGR, tr|G3INI0|G3INI0_CRIGR
OG0000090	sp|Q8WTU2|SRB4D_HUMAN	tr|G3HA27|G3HA27_CRIGR
OG0000090	sp|Q4G0T1|SRCRM_HUMAN	tr|G3ICT4|G3ICT4_CRIGR
OG0000090	sp|Q9NR16|C163B_HUMAN, sp|Q86VB7|C163A_HUMAN	tr|G3GUR7|G3GUR7_CRIGR
OG0000090	sp|Q9UGM3|DMBT1_HUMAN	tr|G3H5D2|G3H5D2_CRIGR, tr|G3I5U8|G3I5U8_CRIGR, tr|G3IPJ3|G3IPJ3_CRIGR, tr|G3IBF5|G3IBF5_CRIGR
OG0000091	sp|Q6ZT77|ZN826_HUMAN	tr|G3HAG2|G3HAG2_CRIGR, tr|G3IBG7|G3IBG7_CRIGR
OG0000091	sp|Q49A33|Z876P_HUMAN	tr|G3GUH2|G3GUH2_CRIGR, tr|G3HGF7|G3HGF7_CRIGR, tr|G3IB12|G3IB12_CRIGR, tr|G3IM93|G3IM93_CRIGR, tr|G3IPB2|G3IPB2_CRIGR, tr|G3IPF9|G3IPF9_CRIGR, tr|G3IPI0|G3IPI0_CRIGR, tr|G3I287|G3I287_CRIGR, tr|G3IPN9|G3IPN9_CRIGR, tr|G3IBD1|G3IBD1_CRIGR, tr|G3HPK9|G3HPK9_CRIGR
OG0000092	sp|Q9BYZ2|LDH6B_HUMAN	tr|G3HFW4|G3HFW4_CRIGR
OG0000092	sp|P07195|LDHB_HUMAN	tr|G3HH14|G3HH14_CRIGR
OG0000092	sp|P00338|LDHA_HUMAN	tr|G3I255|G3I255_CRIGR
OG0000092	sp|P07864|LDHC_HUMAN	tr|G3HT06|G3HT06_CRIGR, tr|G3HQD4|G3HQD4_CRIGR, tr|G3HGK3|G3HGK3_CRIGR, tr|G3I256|G3I256_CRIGR, tr|G3HT05|G3HT05_CRIGR, tr|G3HPL3|G3HPL3_CRIGR, tr|G3H0C9|G3H0C9_CRIGR
OG0000093	sp|Q8N7X8|SIGL1_HUMAN, sp|Q6ZMC9|SIG15_HUMAN, sp|P20916|MAG_HUMAN, sp|Q96PQ1|SIG12_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|P20138|CD33_HUMAN, sp|O43699|SIGL6_HUMAN, sp|O15389|SIGL5_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|Q96LC7|SIG10_HUMAN, sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN	tr|G3HT80|G3HT80_CRIGR
OG0000098	sp|Q9Y5Y9|SCNAA_HUMAN	tr|G3HQV9|G3HQV9_CRIGR
OG0000098	sp|Q9UI33|SCNBA_HUMAN	tr|G3HQV8|G3HQV8_CRIGR, tr|G3HCU3|G3HCU3_CRIGR, tr|G3HBM9|G3HBM9_CRIGR, tr|G3IBZ8|G3IBZ8_CRIGR, tr|G3HQF2|G3HQF2_CRIGR, tr|G3HQF1|G3HQF1_CRIGR, tr|G3HBN0|G3HBN0_CRIGR, tr|G3INS6|G3INS6_CRIGR, tr|G3HQF0|G3HQF0_CRIGR, tr|G3HBM8|G3HBM8_CRIGR, tr|G3HQW0|G3HQW0_CRIGR
OG0000101	sp|Q8NGL1|OR5DI_HUMAN	tr|G3IG65|G3IG65_CRIGR, tr|G3IG66|G3IG66_CRIGR, tr|G3IG67|G3IG67_CRIGR
OG0000101	sp|Q8NGK9|OR5DG_HUMAN	tr|G3IG62|G3IG62_CRIGR
OG0000101	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|G3HNL5|G3HNL5_CRIGR
OG0000101	sp|Q8NGL4|OR5DD_HUMAN	tr|G3HNL7|G3HNL7_CRIGR, tr|G3HNL6|G3HNL6_CRIGR, tr|G3IG69|G3IG69_CRIGR
OG0000101	sp|Q8NGL3|OR5DE_HUMAN	tr|G3IG68|G3IG68_CRIGR
OG0000102	sp|P08727|K1C19_HUMAN	tr|G3I8F7|G3I8F7_CRIGR
OG0000102	sp|P13646|K1C13_HUMAN	tr|G3I8F5|G3I8F5_CRIGR
OG0000102	sp|P19012|K1C15_HUMAN	tr|G3I8F6|G3I8F6_CRIGR
OG0000102	sp|P35527|K1C9_HUMAN	tr|G3IPK6|G3IPK6_CRIGR, tr|G3IPP6|G3IPP6_CRIGR, tr|G3IPN2|G3IPN2_CRIGR, tr|G3I8F8|G3I8F8_CRIGR
OG0000103	sp|P00973|OAS1_HUMAN	tr|G3IPD8|G3IPD8_CRIGR, tr|G3H274|G3H274_CRIGR, tr|G3I6U7|G3I6U7_CRIGR, tr|G3IE61|G3IE61_CRIGR, tr|G3HI68|G3HI68_CRIGR, tr|G3IE59|G3IE59_CRIGR, tr|G3IE56|G3IE56_CRIGR, tr|G3IE60|G3IE60_CRIGR, tr|G3IE58|G3IE58_CRIGR, tr|G3H275|G3H275_CRIGR, tr|G3IE55|G3IE55_CRIGR, tr|G3H272|G3H272_CRIGR, tr|G3IE57|G3IE57_CRIGR
OG0000104	sp|P55289|CAD12_HUMAN	tr|G3HXH1|G3HXH1_CRIGR
OG0000104	sp|Q9ULB4|CADH9_HUMAN	tr|G3HNW2|G3HNW2_CRIGR
OG0000104	sp|P55285|CADH6_HUMAN	tr|G3HCB3|G3HCB3_CRIGR
OG0000104	sp|Q9Y6N8|CAD10_HUMAN	tr|G3H9P1|G3H9P1_CRIGR
OG0000104	sp|Q9ULB5|CADH7_HUMAN	tr|G3HFU2|G3HFU2_CRIGR
OG0000104	sp|Q9H159|CAD19_HUMAN	tr|G3HFU4|G3HFU4_CRIGR
OG0000104	sp|Q13634|CAD18_HUMAN	tr|G3HHR6|G3HHR6_CRIGR
OG0000105	sp|Q13410|BT1A1_HUMAN	tr|G3HDR9|G3HDR9_CRIGR
OG0000105	sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UXG8|BTNL9_HUMAN, sp|Q96PL5|ERMAP_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q8WVV5|BT2A2_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|A8MVZ5|BTNLA_HUMAN	tr|G3HZB9|G3HZB9_CRIGR
OG0000106	sp|P09651|ROA1_HUMAN	tr|G3IGL0|G3IGL0_CRIGR
OG0000106	sp|Q13151|ROA0_HUMAN	tr|G3IFA1|G3IFA1_CRIGR, tr|G3HPA6|G3HPA6_CRIGR, tr|G3IJ98|G3IJ98_CRIGR, tr|G3IEG9|G3IEG9_CRIGR, tr|G3GS73|G3GS73_CRIGR
OG0000106	sp|Q32P51|RA1L2_HUMAN, sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|G3GTK0|G3GTK0_CRIGR, tr|G3H1U2|G3H1U2_CRIGR, tr|G3HRU8|G3HRU8_CRIGR, tr|G3H8P4|G3H8P4_CRIGR
OG0000107	sp|P59047|NALP5_HUMAN	tr|G3IM16|G3IM16_CRIGR
OG0000107	sp|Q96P20|NLRP3_HUMAN, sp|P59046|NAL12_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q96MN2|NALP4_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q86W25|NAL13_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN	tr|G3IEQ2|G3IEQ2_CRIGR
OG0000107	sp|Q86W24|NAL14_HUMAN	tr|G3GUH0|G3GUH0_CRIGR
OG0000109	sp|Q96NG5|ZN558_HUMAN, sp|Q8N988|ZN557_HUMAN	tr|G3I7P3|G3I7P3_CRIGR
OG0000109	sp|Q96JL9|ZN333_HUMAN, sp|Q13360|ZN177_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q96PQ6|ZN317_HUMAN	tr|G3H6G6|G3H6G6_CRIGR
OG0000110	sp|Q96BY2|MOAP1_HUMAN, sp|Q8ND90|PNMA1_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q9UL41|PNMA3_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|P0CG32|ZCC18_HUMAN, sp|Q6PEW1|ZCH12_HUMAN	tr|G3HU89|G3HU89_CRIGR
OG0000112	sp|O43791|SPOP_HUMAN	tr|G3HJP9|G3HJP9_CRIGR
OG0000112	sp|Q6IQ16|SPOPL_HUMAN	tr|G3IGM0|G3IGM0_CRIGR, tr|G3IGL9|G3IGL9_CRIGR, tr|G3IHE6|G3IHE6_CRIGR, tr|G3IGL8|G3IGL8_CRIGR, tr|G3INM7|G3INM7_CRIGR, tr|G3IDQ9|G3IDQ9_CRIGR, tr|G3HDN6|G3HDN6_CRIGR, tr|G3ILA0|G3ILA0_CRIGR, tr|G3IL99|G3IL99_CRIGR, tr|G3IE83|G3IE83_CRIGR
OG0000113	sp|P0C7X2|ZN688_HUMAN, sp|A8K8V0|ZN785_HUMAN, sp|P17023|ZNF19_HUMAN, sp|Q5JNZ3|ZN311_HUMAN, sp|Q6ZSS3|ZN621_HUMAN, sp|Q6ZNG0|ZN620_HUMAN, sp|Q8N2I2|ZN619_HUMAN, sp|Q6ZS27|ZN662_HUMAN, sp|Q86XF7|ZN575_HUMAN, sp|Q5FWF6|ZN789_HUMAN, sp|Q8NCK3|ZN485_HUMAN, sp|A6NM28|ZFP92_HUMAN	tr|G3I9V0|G3I9V0_CRIGR
OG0000114	sp|Q8NH60|O52J3_HUMAN	tr|G3IA53|G3IA53_CRIGR
OG0000114	sp|Q8NGH9|O52E4_HUMAN	tr|G3IGE4|G3IGE4_CRIGR
OG0000114	sp|Q8NGJ4|O52E2_HUMAN	tr|G3IE42|G3IE42_CRIGR
OG0000114	sp|Q8NGJ3|O52E1_HUMAN	tr|G3IA52|G3IA52_CRIGR, tr|G3IE43|G3IE43_CRIGR
OG0000115	sp|P39900|MMP12_HUMAN	tr|G3GUV3|G3GUV3_CRIGR
OG0000115	sp|P45452|MMP13_HUMAN	tr|G3GUV2|G3GUV2_CRIGR
OG0000115	sp|Q9NRE1|MMP26_HUMAN, sp|P09237|MMP7_HUMAN, sp|O60882|MMP20_HUMAN	tr|G3GUV5|G3GUV5_CRIGR
OG0000116	sp|Q9UPS8|ANR26_HUMAN	tr|G3HKS5|G3HKS5_CRIGR
OG0000116	sp|Q8N2N9|AN36B_HUMAN, sp|Q5JPF3|AN36C_HUMAN, sp|A6QL64|AN36A_HUMAN, sp|A6NC57|ANR62_HUMAN, sp|Q6NUI1|C144L_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|Q3MJ40|C144B_HUMAN	tr|G3IGA3|G3IGA3_CRIGR, tr|G3HM94|G3HM94_CRIGR, tr|G3IEF6|G3IEF6_CRIGR
OG0000118	sp|P04908|H2A1B_HUMAN	tr|G3HDT6|G3HDT6_CRIGR, tr|G3HDU4|G3HDU4_CRIGR, tr|G3HPW0|G3HPW0_CRIGR, tr|G3HPV2|G3HPV2_CRIGR, tr|G3HPV6|G3HPV6_CRIGR, tr|G3INW9|G3INW9_CRIGR, tr|G3H2T7|G3H2T7_CRIGR, tr|G3HDS3|G3HDS3_CRIGR, tr|G3H4Q1|G3H4Q1_CRIGR, tr|G3HPV8|G3HPV8_CRIGR, tr|G3HDV5|G3HDV5_CRIGR, tr|G3HDS9|G3HDS9_CRIGR
OG0000119	sp|O94788|AL1A2_HUMAN	tr|G3GRL9|G3GRL9_CRIGR
OG0000119	sp|P00352|AL1A1_HUMAN	tr|G3I5L4|G3I5L4_CRIGR, tr|G3I5L5|G3I5L5_CRIGR, tr|G3IIT8|G3IIT8_CRIGR
OG0000119	sp|P47895|AL1A3_HUMAN	tr|G3H599|G3H599_CRIGR
OG0000119	sp|P05091|ALDH2_HUMAN	tr|G3H289|G3H289_CRIGR
OG0000119	sp|P30837|AL1B1_HUMAN	tr|G3H7E6|G3H7E6_CRIGR
OG0000120	sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60410|KR108_HUMAN, sp|P60370|KR105_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN	tr|G3H8W1|G3H8W1_CRIGR
