Orthogroup	Homo_sapiens	Peromyscus_maniculatus_bairdii
OG0000058	sp|O00748|EST2_HUMAN	tr|A0A6I9LYM1|A0A6I9LYM1_PERMB, tr|A0A6I9LGP3|A0A6I9LGP3_PERMB, tr|A0A6J0DD03|A0A6J0DD03_PERMB, tr|A0A6I9MA18|A0A6I9MA18_PERMB, tr|A0A6I9L8R2|A0A6I9L8R2_PERMB, tr|A0A6I9LYL3|A0A6I9LYL3_PERMB, tr|A0A6I9MPX5|A0A6I9MPX5_PERMB, tr|A0A6J0CZT3|A0A6J0CZT3_PERMB, tr|A0A6J0CXV7|A0A6J0CXV7_PERMB, tr|A0A6J0DC93|A0A6J0DC93_PERMB, tr|A0A6I9M500|A0A6I9M500_PERMB, tr|A0A6I9LQR8|A0A6I9LQR8_PERMB, tr|A0A6I9LMS2|A0A6I9LMS2_PERMB, tr|A0A6I9LY95|A0A6I9LY95_PERMB, tr|A0A6I9M386|A0A6I9M386_PERMB, tr|A0A6I9MLF7|A0A6I9MLF7_PERMB, tr|A0A6I9L7E3|A0A6I9L7E3_PERMB, tr|A0A6I9MIJ1|A0A6I9MIJ1_PERMB, tr|A0A6I9MJQ2|A0A6I9MJQ2_PERMB
OG0000059	sp|P01817|HV205_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A075B6R2|HV404_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01824|HV439_HUMAN, sp|P0DP08|HVD82_HUMAN	tr|A0A6I9MA16|A0A6I9MA16_PERMB
OG0000061	sp|Q8NGF4|O5AP2_HUMAN	tr|A0A6J0E5A0|A0A6J0E5A0_PERMB, tr|A0A6I9LXG3|A0A6I9LXG3_PERMB
OG0000061	sp|Q8NGE7|OR9K2_HUMAN	tr|A0A6J0DN70|A0A6J0DN70_PERMB, tr|A0A6I9LF63|A0A6I9LF63_PERMB, tr|A0A6I9LQE9|A0A6I9LQE9_PERMB, tr|A0A6I9MIC3|A0A6I9MIC3_PERMB, tr|A0A6I9MNF0|A0A6I9MNF0_PERMB, tr|A0A6I9MEE5|A0A6I9MEE5_PERMB, tr|A0A6I9MLX6|A0A6I9MLX6_PERMB, tr|A0A6I9MNF4|A0A6I9MNF4_PERMB, tr|A0A6I9M7Q9|A0A6I9M7Q9_PERMB, tr|A0A6I9MM67|A0A6I9MM67_PERMB, tr|A0A6I9MGZ9|A0A6I9MGZ9_PERMB, tr|A0A6I9MGV7|A0A6I9MGV7_PERMB, tr|A0A6I9M5V4|A0A6I9M5V4_PERMB, tr|A0A6I9MKB7|A0A6I9MKB7_PERMB, tr|A0A6I9MCX8|A0A6I9MCX8_PERMB, tr|A0A6I9MCW6|A0A6I9MCW6_PERMB
OG0000063	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A6J0CZR8|A0A6J0CZR8_PERMB
OG0000063	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A6J0ECI2|A0A6J0ECI2_PERMB, tr|A0A6I9M2M0|A0A6I9M2M0_PERMB, tr|A0A6I9M2K1|A0A6I9M2K1_PERMB, tr|A0A6I9LWL9|A0A6I9LWL9_PERMB, tr|A0A6I9M7P1|A0A6I9M7P1_PERMB, tr|A0A6I9MCU6|A0A6I9MCU6_PERMB, tr|A0A6I9M949|A0A6I9M949_PERMB, tr|A0A6I9LGS9|A0A6I9LGS9_PERMB, tr|A0A6I9LKL6|A0A6I9LKL6_PERMB, tr|A0A6I9M2K7|A0A6I9M2K7_PERMB, tr|A0A6J0CVD9|A0A6J0CVD9_PERMB, tr|A0A6I9MCV1|A0A6I9MCV1_PERMB, tr|A0A6I9MQN4|A0A6I9MQN4_PERMB, tr|A0A6J0EGH0|A0A6J0EGH0_PERMB, tr|A0A6I9M954|A0A6I9M954_PERMB, tr|A0A6J0EII3|A0A6J0EII3_PERMB, tr|A0A6J0CUW0|A0A6J0CUW0_PERMB
OG0000065	sp|Q8NGL1|OR5DI_HUMAN	tr|A0A6I9MES9|A0A6I9MES9_PERMB, tr|A0A6I9MMC3|A0A6I9MMC3_PERMB, tr|A0A6I9MNP6|A0A6I9MNP6_PERMB
OG0000065	sp|Q8NGK9|OR5DG_HUMAN	tr|A0A6I9LSZ1|A0A6I9LSZ1_PERMB
OG0000065	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A6I9MIP7|A0A6I9MIP7_PERMB, tr|A0A6I9MEU4|A0A6I9MEU4_PERMB, tr|A0A6I9MMD8|A0A6I9MMD8_PERMB
OG0000065	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A6I9M869|A0A6I9M869_PERMB
OG0000070	sp|Q8NGH9|O52E4_HUMAN	tr|A0A6I9M2C9|A0A6I9M2C9_PERMB
OG0000070	sp|Q8NH55|O52E5_HUMAN	tr|A0A6I9M7I2|A0A6I9M7I2_PERMB
OG0000070	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A6I9M8M1|A0A6I9M8M1_PERMB, tr|A0A6I9M8M7|A0A6I9M8M7_PERMB
OG0000070	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A6I9L7R6|A0A6I9L7R6_PERMB, tr|A0A6J0CT18|A0A6J0CT18_PERMB, tr|A0A6I9MP86|A0A6I9MP86_PERMB
OG0000074	sp|O95371|OR2C1_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN	tr|A0A6I9LIY3|A0A6I9LIY3_PERMB
OG0000075	sp|P30954|O10J1_HUMAN	tr|A0A6I9LZU8|A0A6I9LZU8_PERMB
OG0000075	sp|Q5JRS4|O10J3_HUMAN	tr|A0A6I9LUG5|A0A6I9LUG5_PERMB
OG0000075	sp|P0C629|O10J4_HUMAN	tr|A0A6I9MAS1|A0A6I9MAS1_PERMB
OG0000075	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A6I9M5B2|A0A6I9M5B2_PERMB
OG0000076	sp|O95007|OR6B1_HUMAN	tr|A0A6I9LZC3|A0A6I9LZC3_PERMB
OG0000076	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A6I9MCT2|A0A6I9MCT2_PERMB, tr|A0A6I9LWK1|A0A6I9LWK1_PERMB, tr|A0A6I9M7Q4|A0A6I9M7Q4_PERMB, tr|A0A6I9ME56|A0A6I9ME56_PERMB
OG0000076	sp|O95222|OR6A2_HUMAN	tr|A0A6I9LST1|A0A6I9LST1_PERMB, tr|A0A6I9M932|A0A6I9M932_PERMB
OG0000079	sp|Q15544|TAF11_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN	tr|A0A6I9LVY9|A0A6I9LVY9_PERMB
OG0000080	sp|O43309|ZSC12_HUMAN	tr|A0A6J0E383|A0A6J0E383_PERMB
OG0000080	sp|O60304|ZN500_HUMAN, sp|Q9GZW5|SCND2_HUMAN, sp|Q9NX65|ZSC32_HUMAN, sp|Q9UL58|ZN215_HUMAN, sp|Q8NBB4|ZSCA1_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|Q96N95|ZN396_HUMAN, sp|P17028|ZNF24_HUMAN	tr|A0A6J0DH66|A0A6J0DH66_PERMB
OG0000083	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q8NGT7|O2A12_HUMAN	tr|A0A6I9LU94|A0A6I9LU94_PERMB
OG0000084	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A6I9L960|A0A6I9L960_PERMB
OG0000084	sp|O43869|OR2T1_HUMAN	tr|A0A6I9L1C3|A0A6I9L1C3_PERMB
OG0000084	sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN	tr|A0A6I9LCU9|A0A6I9LCU9_PERMB
OG0000086	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A6I9MD72|A0A6I9MD72_PERMB, tr|A0A6J0E6P5|A0A6J0E6P5_PERMB, tr|A0A6I9LTZ8|A0A6I9LTZ8_PERMB, tr|A0A6J0E0I0|A0A6J0E0I0_PERMB, tr|A0A6I9LNB0|A0A6I9LNB0_PERMB, tr|A0A6I9LM60|A0A6I9LM60_PERMB, tr|A0A6J0DX08|A0A6J0DX08_PERMB, tr|A0A6I9LUF8|A0A6I9LUF8_PERMB, tr|A0A6I9MA56|A0A6I9MA56_PERMB, tr|A0A6J0DTA5|A0A6J0DTA5_PERMB, tr|A0A6I9MCJ8|A0A6I9MCJ8_PERMB, tr|A0A6I9MAN9|A0A6I9MAN9_PERMB, tr|A0A6I9M5J0|A0A6I9M5J0_PERMB, tr|A0A6I9LJP2|A0A6I9LJP2_PERMB, tr|A0A6J0CFG8|A0A6J0CFG8_PERMB
OG0000088	sp|P20813|CP2B6_HUMAN	tr|A0A6I9LTR2|A0A6I9LTR2_PERMB, tr|A0A6J0CNN5|A0A6J0CNN5_PERMB, tr|A0A6I9LPL4|A0A6I9LPL4_PERMB, tr|A0A6I9M0C6|A0A6I9M0C6_PERMB, tr|A0A6J0E680|A0A6J0E680_PERMB, tr|A0A6J0E8Y4|A0A6J0E8Y4_PERMB, tr|A0A6I9LQ04|A0A6I9LQ04_PERMB, tr|A0A6I9MQT8|A0A6I9MQT8_PERMB, tr|A0A6J0CGK9|A0A6J0CGK9_PERMB, tr|A0A6J0E8Y0|A0A6J0E8Y0_PERMB, tr|A0A6J0CLT2|A0A6J0CLT2_PERMB, tr|A0A6I9MKA5|A0A6I9MKA5_PERMB, tr|A0A6J0E187|A0A6J0E187_PERMB, tr|A0A6J0E2Y9|A0A6J0E2Y9_PERMB
OG0000089	sp|P31513|FMO3_HUMAN	tr|A0A6J0D324|A0A6J0D324_PERMB
OG0000089	sp|O60774|FMO6_HUMAN	tr|A0A6I9L8G7|A0A6I9L8G7_PERMB
OG0000089	sp|Q99518|FMO2_HUMAN	tr|A0A6I9L176|A0A6I9L176_PERMB
OG0000089	sp|P49326|FMO5_HUMAN	tr|A0A6I9LI53|A0A6I9LI53_PERMB, tr|A0A6I9LQJ6|A0A6I9LQJ6_PERMB, tr|A0A6I9LW63|A0A6I9LW63_PERMB, tr|A0A6I9LV19|A0A6I9LV19_PERMB
OG0000089	sp|P31512|FMO4_HUMAN	tr|A0A6J0D0S1|A0A6J0D0S1_PERMB
OG0000089	sp|Q01740|FMO1_HUMAN	tr|A0A6J0D6G8|A0A6J0D6G8_PERMB
OG0000090	sp|Q96NG5|ZN558_HUMAN	tr|A0A6J0CJ55|A0A6J0CJ55_PERMB
OG0000090	sp|Q8N988|ZN557_HUMAN, sp|Q13360|ZN177_HUMAN, sp|A8MT65|ZN891_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q9UL59|ZN214_HUMAN, sp|Q96PQ6|ZN317_HUMAN	tr|A0A6I9M3U4|A0A6I9M3U4_PERMB
OG0000091	sp|Q9UPS8|ANR26_HUMAN	tr|A0A6J0CFD6|A0A6J0CFD6_PERMB
OG0000091	sp|Q3MJ40|C144B_HUMAN, sp|A2RUR9|C144A_HUMAN, sp|Q8IYA2|C144C_HUMAN, sp|Q6NUI1|C144L_HUMAN	tr|A0A6J0CJH6|A0A6J0CJH6_PERMB, tr|A0A6J0DA33|A0A6J0DA33_PERMB, tr|A0A6J0D3V1|A0A6J0D3V1_PERMB, tr|A0A6J0CKK0|A0A6J0CKK0_PERMB
OG0000091	sp|A6QL64|AN36A_HUMAN, sp|Q5JPF3|AN36C_HUMAN, sp|Q8N2N9|AN36B_HUMAN, sp|A6NC57|ANR62_HUMAN	tr|A0A6J0DID3|A0A6J0DID3_PERMB
OG0000092	sp|Q8NGB2|OR4C5_HUMAN	tr|A0A6I9MK06|A0A6I9MK06_PERMB
OG0000092	sp|Q96R67|OR4CC_HUMAN	tr|A0A6I9MH67|A0A6I9MH67_PERMB, tr|A0A6I9MIR0|A0A6I9MIR0_PERMB, tr|A0A6I9MGU3|A0A6I9MGU3_PERMB, tr|A0A6J0CSN4|A0A6J0CSN4_PERMB, tr|A0A6I9MQ39|A0A6I9MQ39_PERMB, tr|A0A6J0CUR8|A0A6J0CUR8_PERMB, tr|A0A6I9MMU2|A0A6I9MMU2_PERMB, tr|A0A6I9M2A8|A0A6I9M2A8_PERMB, tr|A0A6I9MHJ4|A0A6I9MHJ4_PERMB, tr|A0A6J0CNN8|A0A6J0CNN8_PERMB, tr|A0A6J0CUE9|A0A6J0CUE9_PERMB, tr|A0A6I9M9M5|A0A6I9M9M5_PERMB
OG0000093	sp|A0A1W2PPF3|DUXB_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|A6NLW8|DUXA_HUMAN	tr|A0A6I9M7C1|A0A6I9M7C1_PERMB
OG0000095	sp|Q8NHA8|OR1FC_HUMAN	tr|A0A6J0EAU1|A0A6J0EAU1_PERMB
OG0000095	sp|Q8NGS3|OR1J1_HUMAN	tr|A0A6I9M6F3|A0A6I9M6F3_PERMB
OG0000095	sp|Q8NGS2|OR1J2_HUMAN, sp|Q8NGS1|OR1J4_HUMAN	tr|A0A6I9MHD0|A0A6I9MHD0_PERMB, tr|A0A6I9MMN5|A0A6I9MMN5_PERMB
OG0000095	sp|Q15619|OR1C1_HUMAN	tr|A0A6I9MFX7|A0A6I9MFX7_PERMB, tr|A0A6I9MQN9|A0A6I9MQN9_PERMB
OG0000096	sp|A6NF89|OR6C6_HUMAN	tr|A0A6J0CQP9|A0A6J0CQP9_PERMB, tr|A0A6I9MCY2|A0A6I9MCY2_PERMB, tr|A0A6I9MPR9|A0A6I9MPR9_PERMB, tr|A0A6I9MGW2|A0A6I9MGW2_PERMB, tr|A0A6I9M5W1|A0A6I9M5W1_PERMB, tr|A0A6J0CV56|A0A6J0CV56_PERMB, tr|A0A6J0CS33|A0A6J0CS33_PERMB, tr|A0A6I9MCX0|A0A6I9MCX0_PERMB, tr|A0A6J0CQV6|A0A6J0CQV6_PERMB, tr|A0A6I9MJE4|A0A6I9MJE4_PERMB, tr|A0A6J0CV50|A0A6J0CV50_PERMB, tr|A0A6J0CQV9|A0A6J0CQV9_PERMB, tr|A0A6J0CQW9|A0A6J0CQW9_PERMB, tr|A0A6I9MCX4|A0A6I9MCX4_PERMB
OG0000097	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A6I9M3K9|A0A6I9M3K9_PERMB, tr|A0A6I9M3L4|A0A6I9M3L4_PERMB, tr|A0A6I9LSV3|A0A6I9LSV3_PERMB, tr|A0A6I9M532|A0A6I9M532_PERMB, tr|A0A6I9LXQ7|A0A6I9LXQ7_PERMB, tr|A0A6I9LSW1|A0A6I9LSW1_PERMB, tr|A0A6I9M974|A0A6I9M974_PERMB, tr|A0A6I9M980|A0A6I9M980_PERMB, tr|A0A6I9LSU8|A0A6I9LSU8_PERMB, tr|A0A6I9LXM0|A0A6I9LXM0_PERMB, tr|A0A6I9M3L9|A0A6I9M3L9_PERMB, tr|A0A6I9M526|A0A6I9M526_PERMB, tr|A0A6I9LXM6|A0A6I9LXM6_PERMB, tr|A0A6I9LSV6|A0A6I9LSV6_PERMB
OG0000098	sp|Q13127|REST_HUMAN	tr|A0A6J0D5N9|A0A6J0D5N9_PERMB, tr|A0A6J0CVB4|A0A6J0CVB4_PERMB, tr|A0A6J0CSU7|A0A6J0CSU7_PERMB, tr|A0A6J0CUR4|A0A6J0CUR4_PERMB, tr|A0A6J0CSP0|A0A6J0CSP0_PERMB, tr|A0A6J0CSM7|A0A6J0CSM7_PERMB, tr|A0A6J0CGN1|A0A6J0CGN1_PERMB, tr|A0A6J0D3A0|A0A6J0D3A0_PERMB, tr|A0A6J0CZI7|A0A6J0CZI7_PERMB, tr|A0A6J0DTX2|A0A6J0DTX2_PERMB, tr|A0A6J0D297|A0A6J0D297_PERMB, tr|A0A6I9LZY2|A0A6I9LZY2_PERMB, tr|A0A6J0E979|A0A6J0E979_PERMB, tr|A0A6I9LL62|A0A6I9LL62_PERMB
OG0000104	sp|P08311|CATG_HUMAN	tr|A0A6I9M1G3|A0A6I9M1G3_PERMB, tr|A0A6I9MAZ5|A0A6I9MAZ5_PERMB, tr|A0A6I9MG27|A0A6I9MG27_PERMB, tr|A0A6I9M372|A0A6I9M372_PERMB, tr|A0A6I9MDL5|A0A6I9MDL5_PERMB, tr|A0A6I9M6X5|A0A6I9M6X5_PERMB, tr|A0A6I9M6N5|A0A6I9M6N5_PERMB, tr|A0A6I9LUY6|A0A6I9LUY6_PERMB, tr|A0A6I9LQZ0|A0A6I9LQZ0_PERMB, tr|A0A6I9LUX4|A0A6I9LUX4_PERMB, tr|A0A6I9M369|A0A6I9M369_PERMB, tr|A0A6J0E7R8|A0A6J0E7R8_PERMB, tr|A0A6J0E9Y3|A0A6J0E9Y3_PERMB
OG0000105	sp|P01011|AACT_HUMAN	tr|A0A6J0D090|A0A6J0D090_PERMB, tr|A0A6I9LV57|A0A6I9LV57_PERMB, tr|A0A6I9MBD9|A0A6I9MBD9_PERMB, tr|A0A6J0E8G3|A0A6J0E8G3_PERMB, tr|A0A6J0EFZ1|A0A6J0EFZ1_PERMB, tr|A0A6I9M0E4|A0A6I9M0E4_PERMB, tr|A0A6I9M7B3|A0A6I9M7B3_PERMB, tr|A0A6J0E8G7|A0A6J0E8G7_PERMB, tr|A0A6I9MR32|A0A6I9MR32_PERMB, tr|A0A6J0CW62|A0A6J0CW62_PERMB, tr|A0A6J0CWW4|A0A6J0CWW4_PERMB, tr|A0A6I9M609|A0A6I9M609_PERMB, tr|A0A6J0EA61|A0A6J0EA61_PERMB
OG0000106	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A6I9LI96|A0A6I9LI96_PERMB
OG0000106	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A6I9LEN0|A0A6I9LEN0_PERMB
OG0000107	sp|Q8NH69|OR5W2_HUMAN	tr|A0A6I9M9B1|A0A6I9M9B1_PERMB, tr|A0A6I9LT22|A0A6I9LT22_PERMB, tr|A0A6I9MNR2|A0A6I9MNR2_PERMB, tr|A0A6I9M3Q9|A0A6I9M3Q9_PERMB, tr|A0A6I9LSY1|A0A6I9LSY1_PERMB, tr|A0A6I9M559|A0A6I9M559_PERMB, tr|A0A6I9LXT9|A0A6I9LXT9_PERMB, tr|A0A6I9M589|A0A6I9M589_PERMB, tr|A0A6I9M3Q4|A0A6I9M3Q4_PERMB, tr|A0A6I9LSY3|A0A6I9LSY3_PERMB, tr|A0A6I9M586|A0A6I9M586_PERMB, tr|A0A6I9LXS9|A0A6I9LXS9_PERMB, tr|A0A6I9M9B6|A0A6I9M9B6_PERMB
OG0000108	sp|Q9C000|NLRP1_HUMAN, sp|Q9Y2G2|CARD8_HUMAN	tr|A0A6J0CLA4|A0A6J0CLA4_PERMB, tr|A0A6J0CR43|A0A6J0CR43_PERMB, tr|A0A6J0CY75|A0A6J0CY75_PERMB, tr|A0A6I9LXL3|A0A6I9LXL3_PERMB, tr|A0A6I9M646|A0A6I9M646_PERMB, tr|A0A6J0CV22|A0A6J0CV22_PERMB, tr|A0A6J0CWP1|A0A6J0CWP1_PERMB, tr|A0A6J0CK03|A0A6J0CK03_PERMB, tr|A0A6I9MF05|A0A6I9MF05_PERMB, tr|A0A6J0CY99|A0A6J0CY99_PERMB, tr|A0A6J0CDH1|A0A6J0CDH1_PERMB, tr|A0A6I9MH61|A0A6I9MH61_PERMB
OG0000109	sp|P51786|ZN157_HUMAN	tr|A0A6I9M6X4|A0A6I9M6X4_PERMB, tr|A0A6J0E2V8|A0A6J0E2V8_PERMB, tr|A0A6I9LEQ4|A0A6I9LEQ4_PERMB, tr|A0A6J0CSA9|A0A6J0CSA9_PERMB, tr|A0A6J0DNI5|A0A6J0DNI5_PERMB, tr|A0A6I9MCU5|A0A6I9MCU5_PERMB, tr|A0A6I9MGX2|A0A6I9MGX2_PERMB, tr|A0A6I9LPZ2|A0A6I9LPZ2_PERMB, tr|A0A6J0CPL1|A0A6J0CPL1_PERMB, tr|A0A6I9MC12|A0A6I9MC12_PERMB, tr|A0A6I9MLL1|A0A6I9MLL1_PERMB, tr|A0A6J0CPX2|A0A6J0CPX2_PERMB, tr|A0A6J0CU73|A0A6J0CU73_PERMB
OG0000116	sp|P62807|H2B1C_HUMAN	tr|A0A6I9MCZ9|A0A6I9MCZ9_PERMB
OG0000116	sp|Q6DN03|H2B2C_HUMAN, sp|Q6DRA6|H2B2D_HUMAN, sp|Q16778|H2B2E_HUMAN, sp|Q99880|H2B1L_HUMAN, sp|P0DW85|H2BN1_HUMAN, sp|P0C1H6|H2BFM_HUMAN, sp|Q99879|H2B1M_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|P58876|H2B1D_HUMAN	tr|A0A6I9M7H5|A0A6I9M7H5_PERMB
OG0000117	sp|Q96JL9|ZN333_HUMAN, sp|Q16587|ZNF74_HUMAN, sp|Q9BSG1|ZNF2_HUMAN, sp|Q5FWF6|ZN789_HUMAN	tr|A0A6I9MDV1|A0A6I9MDV1_PERMB
OG0000117	sp|Q6NX49|ZN544_HUMAN, sp|P21506|ZNF10_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|Q96K75|ZN514_HUMAN, sp|P52742|ZN135_HUMAN, sp|Q9UJL9|ZF69B_HUMAN, sp|Q49AA0|ZFP69_HUMAN	tr|A0A6I9LNI8|A0A6I9LNI8_PERMB
OG0000118	sp|Q04695|K1C17_HUMAN	tr|A0A6I9MEY0|A0A6I9MEY0_PERMB
OG0000118	sp|P08727|K1C19_HUMAN	tr|A0A6I9MEX5|A0A6I9MEX5_PERMB
OG0000118	sp|P35527|K1C9_HUMAN	tr|A0A6J0CJK3|A0A6J0CJK3_PERMB
OG0000118	sp|P13645|K1C10_HUMAN, sp|Q99456|K1C12_HUMAN	tr|A0A6J0E7C6|A0A6J0E7C6_PERMB
OG0000118	sp|P08779|K1C16_HUMAN	tr|A0A6I9M572|A0A6I9M572_PERMB
OG0000118	sp|P02533|K1C14_HUMAN	tr|A0A6I9MC77|A0A6I9MC77_PERMB
OG0000119	sp|Q8NGF9|OR4X2_HUMAN	tr|A0A6I9MG83|A0A6I9MG83_PERMB, tr|A0A6I9LSS2|A0A6I9LSS2_PERMB
OG0000119	sp|Q8NH49|OR4X1_HUMAN	tr|A0A6I9MK01|A0A6I9MK01_PERMB
OG0000119	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A6J0CSX2|A0A6J0CSX2_PERMB, tr|A0A6I9MMU6|A0A6I9MMU6_PERMB, tr|A0A6I9MEU0|A0A6I9MEU0_PERMB, tr|A0A6I9MNQ7|A0A6I9MNQ7_PERMB, tr|A0A6I9M846|A0A6I9M846_PERMB, tr|A0A6I9MMD5|A0A6I9MMD5_PERMB, tr|A0A6I9M6T1|A0A6I9M6T1_PERMB
OG0000123	sp|Q8NGN7|O10D4_HUMAN	tr|A0A6J0CHF8|A0A6J0CHF8_PERMB, tr|A0A6I9MBJ5|A0A6I9MBJ5_PERMB
OG0000123	sp|Q8NH80|O10D3_HUMAN	tr|A0A6I9MEC3|A0A6I9MEC3_PERMB, tr|A0A6I9LY58|A0A6I9LY58_PERMB, tr|A0A6I9MED0|A0A6I9MED0_PERMB, tr|A0A6I9MBK5|A0A6I9MBK5_PERMB, tr|A0A6I9M4J6|A0A6I9M4J6_PERMB, tr|A0A6I9LY52|A0A6I9LY52_PERMB, tr|A0A6I9M992|A0A6I9M992_PERMB, tr|A0A6I9M972|A0A6I9M972_PERMB, tr|A0A6I9M976|A0A6I9M976_PERMB
OG0000124	sp|Q06278|AOXA_HUMAN	tr|A0A6I9MK78|A0A6I9MK78_PERMB, tr|A0A6I9L1B2|A0A6I9L1B2_PERMB
