Orthogroup	Homo_sapiens	Pteropus_vampyrus
OG0000036	sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P0DP72|VSXL2_HUMAN	tr|A0A6P3RRY9|A0A6P3RRY9_PTEVA
OG0000037	sp|P05787|K2C8_HUMAN	tr|A0A6P3RHS5|A0A6P3RHS5_PTEVA
OG0000037	sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN, sp|O95678|K2C75_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P04264|K2C1_HUMAN, sp|P35908|K22E_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P19013|K2C4_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|P08729|K2C7_HUMAN	tr|A0A6P3RP54|A0A6P3RP54_PTEVA
OG0000038	sp|O60814|H2B1K_HUMAN	tr|A0A6P3RU91|A0A6P3RU91_PTEVA
OG0000038	sp|P62807|H2B1C_HUMAN	tr|A0A6P6CTE7|A0A6P6CTE7_PTEVA
OG0000038	sp|Q16778|H2B2E_HUMAN	tr|A0A6P6C2I8|A0A6P6C2I8_PTEVA
OG0000038	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A6P3S3C6|A0A6P3S3C6_PTEVA
OG0000038	sp|Q96A08|H2B1A_HUMAN	tr|A0A6P3S6L9|A0A6P3S6L9_PTEVA, tr|A0A6P3RLA6|A0A6P3RLA6_PTEVA, tr|A0A6P3QR43|A0A6P3QR43_PTEVA, tr|A0A6P3RPH7|A0A6P3RPH7_PTEVA, tr|A0A6P3S0L5|A0A6P3S0L5_PTEVA, tr|A0A6P3S668|A0A6P3S668_PTEVA, tr|A0A6P3RTW1|A0A6P3RTW1_PTEVA, tr|A0A6P6C6B5|A0A6P6C6B5_PTEVA, tr|A0A6P3RRD4|A0A6P3RRD4_PTEVA, tr|A0A6P3RQZ1|A0A6P3RQZ1_PTEVA, tr|A0A6P3RQA9|A0A6P3RQA9_PTEVA
OG0000042	sp|Q15375|EPHA7_HUMAN	tr|A0A6P6CT47|A0A6P6CT47_PTEVA
OG0000042	sp|Q9UF33|EPHA6_HUMAN	tr|A0A6P3PYD9|A0A6P3PYD9_PTEVA
OG0000042	sp|P29320|EPHA3_HUMAN	tr|A0A6P3Q8U0|A0A6P3Q8U0_PTEVA
OG0000042	sp|P54756|EPHA5_HUMAN	tr|A0A6P3Q476|A0A6P3Q476_PTEVA
OG0000042	sp|P29323|EPHB2_HUMAN	tr|A0A6P6CCN6|A0A6P6CCN6_PTEVA
OG0000042	sp|P54762|EPHB1_HUMAN	tr|A0A6P3QWC7|A0A6P3QWC7_PTEVA
OG0000042	sp|P54753|EPHB3_HUMAN	tr|A0A6P3RFB8|A0A6P3RFB8_PTEVA
OG0000042	sp|Q5TGI4|SAMD5_HUMAN, sp|P29322|EPHA8_HUMAN	tr|A0A6P3PYT1|A0A6P3PYT1_PTEVA
OG0000042	sp|P54764|EPHA4_HUMAN	tr|A0A6P6CDJ2|A0A6P6CDJ2_PTEVA
OG0000045	sp|Q8NG97|OR2Z1_HUMAN	tr|A0A6P3QZJ6|A0A6P3QZJ6_PTEVA, tr|A0A6P3QCK7|A0A6P3QCK7_PTEVA, tr|A0A6P3S627|A0A6P3S627_PTEVA, tr|A0A6P3RWK6|A0A6P3RWK6_PTEVA, tr|A0A6P3RWM5|A0A6P3RWM5_PTEVA, tr|A0A6P3S2P7|A0A6P3S2P7_PTEVA, tr|A0A6P3R978|A0A6P3R978_PTEVA, tr|A0A6P3R259|A0A6P3R259_PTEVA, tr|A0A6P3QTS7|A0A6P3QTS7_PTEVA, tr|A0A6P3QWE9|A0A6P3QWE9_PTEVA, tr|A0A6P3QUP3|A0A6P3QUP3_PTEVA, tr|A0A6P3R910|A0A6P3R910_PTEVA, tr|A0A6P3RIN3|A0A6P3RIN3_PTEVA, tr|A0A6P3RMH0|A0A6P3RMH0_PTEVA, tr|A0A6P3RMQ3|A0A6P3RMQ3_PTEVA, tr|A0A6P3S1T9|A0A6P3S1T9_PTEVA, tr|A0A6P3RVS0|A0A6P3RVS0_PTEVA, tr|A0A6P3QWN0|A0A6P3QWN0_PTEVA
OG0000046	sp|Q99456|K1C12_HUMAN	tr|A0A6P3RJL5|A0A6P3RJL5_PTEVA
OG0000046	sp|Q04695|K1C17_HUMAN	tr|A0A6P6BXT2|A0A6P6BXT2_PTEVA
OG0000046	sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN	tr|A0A6P3RFM8|A0A6P3RFM8_PTEVA
OG0000046	sp|P35900|K1C20_HUMAN, sp|P08727|K1C19_HUMAN	tr|A0A6P3RDI8|A0A6P3RDI8_PTEVA
OG0000046	sp|P13646|K1C13_HUMAN	tr|A0A6P3RDD1|A0A6P3RDD1_PTEVA
OG0000046	sp|P19012|K1C15_HUMAN	tr|A0A6P3RLU8|A0A6P3RLU8_PTEVA
OG0000046	sp|P35527|K1C9_HUMAN, sp|P13645|K1C10_HUMAN	tr|A0A6P3RH44|A0A6P3RH44_PTEVA
OG0000050	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN	tr|A0A6P6D3I3|A0A6P6D3I3_PTEVA
OG0000053	sp|Q8NH50|OR8K5_HUMAN	tr|A0A6P3RSS4|A0A6P3RSS4_PTEVA
OG0000053	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A6P3RZB7|A0A6P3RZB7_PTEVA
OG0000053	sp|Q8NH51|OR8K3_HUMAN	tr|A0A6P3RZC8|A0A6P3RZC8_PTEVA, tr|A0A6P3RHF9|A0A6P3RHF9_PTEVA, tr|A0A6P3RKK4|A0A6P3RKK4_PTEVA, tr|A0A6P3RRS8|A0A6P3RRS8_PTEVA, tr|A0A6P3RQ35|A0A6P3RQ35_PTEVA, tr|A0A6P3RKC0|A0A6P3RKC0_PTEVA, tr|A0A6P6C691|A0A6P6C691_PTEVA, tr|A0A6P6BZV8|A0A6P6BZV8_PTEVA, tr|A0A6P3RXU3|A0A6P3RXU3_PTEVA, tr|A0A6P3RLR6|A0A6P3RLR6_PTEVA, tr|A0A6P3RJ82|A0A6P3RJ82_PTEVA
OG0000054	sp|Q14588|ZN234_HUMAN	tr|A0A6P6CUT3|A0A6P6CUT3_PTEVA
OG0000054	sp|Q9UK13|ZN221_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|Q14590|ZN235_HUMAN, sp|A6NK53|ZN233_HUMAN	tr|A0A6P6CUN1|A0A6P6CUN1_PTEVA
OG0000059	sp|Q96QV6|H2A1A_HUMAN	tr|A0A6P3QH05|A0A6P3QH05_PTEVA
OG0000059	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A6P3R4F7|A0A6P3R4F7_PTEVA
OG0000059	sp|Q16777|H2A2C_HUMAN	tr|A0A6P6C280|A0A6P6C280_PTEVA
OG0000060	sp|Q9Y5F3|PCDB1_HUMAN	tr|A0A6P3RFK8|A0A6P3RFK8_PTEVA, tr|A0A6P6CTN3|A0A6P6CTN3_PTEVA, tr|A0A6P3QTF1|A0A6P3QTF1_PTEVA, tr|A0A6P6CTD7|A0A6P6CTD7_PTEVA, tr|A0A6P6CTC4|A0A6P6CTC4_PTEVA, tr|A0A6P3RSD6|A0A6P3RSD6_PTEVA, tr|A0A6P6CSY1|A0A6P6CSY1_PTEVA, tr|A0A6P3RS54|A0A6P3RS54_PTEVA, tr|A0A6P3QKD8|A0A6P3QKD8_PTEVA, tr|A0A6P3QMH0|A0A6P3QMH0_PTEVA, tr|A0A6P3QT86|A0A6P3QT86_PTEVA, tr|A0A6P3QZU8|A0A6P3QZU8_PTEVA, tr|A0A6P3QMH4|A0A6P3QMH4_PTEVA, tr|A0A6P3QJ09|A0A6P3QJ09_PTEVA
OG0000063	sp|P63096|GNAI1_HUMAN	tr|A0A6P3QNQ6|A0A6P3QNQ6_PTEVA
OG0000063	sp|P08754|GNAI3_HUMAN	tr|A0A6P3QJS0|A0A6P3QJS0_PTEVA
OG0000063	sp|P04899|GNAI2_HUMAN	tr|A0A6P3QTQ4|A0A6P3QTQ4_PTEVA
OG0000063	sp|P11488|GNAT1_HUMAN	tr|A0A6P3QD50|A0A6P3QD50_PTEVA
OG0000063	sp|P19087|GNAT2_HUMAN	tr|A0A6P3QN34|A0A6P3QN34_PTEVA
OG0000063	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A6P3QG61|A0A6P3QG61_PTEVA
OG0000063	sp|P09471|GNAO_HUMAN	tr|A0A6P3QIA1|A0A6P3QIA1_PTEVA
OG0000066	sp|P10632|CP2C8_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN	tr|A0A6P3R0L2|A0A6P3R0L2_PTEVA
OG0000066	sp|P05181|CP2E1_HUMAN, sp|P24903|CP2F1_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|Q16696|CP2AD_HUMAN, sp|P20813|CP2B6_HUMAN, sp|Q96SQ9|CP2S1_HUMAN	tr|A0A6P3RIC2|A0A6P3RIC2_PTEVA
OG0000067	sp|P11021|BIP_HUMAN	tr|A0A6P3QCC4|A0A6P3QCC4_PTEVA
OG0000067	sp|P11142|HSP7C_HUMAN	tr|A0A6P3RGY4|A0A6P3RGY4_PTEVA
OG0000067	sp|P54652|HSP72_HUMAN	tr|A0A6P3RK23|A0A6P3RK23_PTEVA
OG0000067	sp|P34931|HS71L_HUMAN	tr|A0A6P6BUR1|A0A6P6BUR1_PTEVA
OG0000067	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A6P3RAL4|A0A6P3RAL4_PTEVA
OG0000068	sp|Q8N118|CP4X1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q5TCH4|CP4AM_HUMAN, sp|Q02928|CP4AB_HUMAN, sp|P13584|CP4B1_HUMAN, sp|Q6NT55|CP4FN_HUMAN, sp|P98187|CP4F8_HUMAN, sp|Q9HCS2|CP4FC_HUMAN, sp|Q9HBI6|CP4FB_HUMAN, sp|Q08477|CP4F3_HUMAN, sp|P78329|CP4F2_HUMAN	tr|A0A6P6CT81|A0A6P6CT81_PTEVA
OG0000069	sp|P12018|VPREB_HUMAN, sp|A0A075B6L2|TVG11_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A075B6I7|LV548_HUMAN	tr|A0A6P3PZ93|A0A6P3PZ93_PTEVA
OG0000071	sp|P17028|ZNF24_HUMAN	tr|A0A6P6CK87|A0A6P6CK87_PTEVA
OG0000071	sp|Q9GZW5|SCND2_HUMAN, sp|P10073|ZSC22_HUMAN, sp|Q16670|ZSC26_HUMAN, sp|Q9Y5A6|ZSC21_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|Q96N95|ZN396_HUMAN	tr|A0A6P6CIX7|A0A6P6CIX7_PTEVA
OG0000072	sp|Q9UI33|SCNBA_HUMAN	tr|A0A6P3PW38|A0A6P3PW38_PTEVA
OG0000072	sp|Q01118|SCN7A_HUMAN	tr|A0A6P6C888|A0A6P6C888_PTEVA, tr|A0A6P3PTN9|A0A6P3PTN9_PTEVA, tr|A0A6P6C582|A0A6P6C582_PTEVA, tr|A0A6P3QVD5|A0A6P3QVD5_PTEVA, tr|A0A6P6CA14|A0A6P6CA14_PTEVA, tr|A0A6P6BYZ4|A0A6P6BYZ4_PTEVA, tr|A0A6P3PZF4|A0A6P3PZF4_PTEVA, tr|A0A6P3Q5N2|A0A6P3Q5N2_PTEVA, tr|A0A6P3PZD5|A0A6P3PZD5_PTEVA, tr|A0A6P3QDE0|A0A6P3QDE0_PTEVA
OG0000073	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A6P3QTV4|A0A6P3QTV4_PTEVA
OG0000073	sp|Q8N831|TSYL6_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|A0A6P3QMV7|A0A6P3QMV7_PTEVA
OG0000075	sp|Q9GZK7|O11A1_HUMAN	tr|A0A6P6CTM1|A0A6P6CTM1_PTEVA
OG0000075	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A6P3S1S6|A0A6P3S1S6_PTEVA
OG0000075	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A6P3RQ37|A0A6P3RQ37_PTEVA
OG0000075	sp|O95007|OR6B1_HUMAN	tr|A0A6P6BRW9|A0A6P6BRW9_PTEVA
OG0000075	sp|O95222|OR6A2_HUMAN	tr|A0A6P3RPS3|A0A6P3RPS3_PTEVA, tr|A0A6P3RN60|A0A6P3RN60_PTEVA
OG0000076	sp|Q6UXG8|BTNL9_HUMAN	tr|A0A6P3QWQ0|A0A6P3QWQ0_PTEVA
OG0000076	sp|P78410|BT3A2_HUMAN, sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN	tr|A0A6P3QTT3|A0A6P3QTT3_PTEVA, tr|A0A6P3R0G2|A0A6P3R0G2_PTEVA
OG0000076	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN, sp|Q13410|BT1A1_HUMAN	tr|A0A6P3QGZ5|A0A6P3QGZ5_PTEVA
OG0000077	sp|Q9ULB4|CADH9_HUMAN	tr|A0A6P3Q055|A0A6P3Q055_PTEVA
OG0000077	sp|P55285|CADH6_HUMAN	tr|A0A6P3Q8X3|A0A6P3Q8X3_PTEVA
OG0000077	sp|Q9ULB5|CADH7_HUMAN	tr|A0A6P3QWW0|A0A6P3QWW0_PTEVA
OG0000077	sp|Q9HBT6|CAD20_HUMAN	tr|A0A6P3QKB4|A0A6P3QKB4_PTEVA
OG0000077	sp|P55289|CAD12_HUMAN	tr|A0A6P3Q5Z7|A0A6P3Q5Z7_PTEVA
OG0000077	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A6P3PVT2|A0A6P3PVT2_PTEVA
OG0000079	sp|O75526|RMXL2_HUMAN	tr|A0A6P3RRP1|A0A6P3RRP1_PTEVA
OG0000079	sp|Q8N7X1|RMXL3_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A6P6BYV7|A0A6P6BYV7_PTEVA
OG0000081	sp|Q02539|H11_HUMAN, sp|P60008|HILS1_HUMAN	tr|A0A6P3QRC6|A0A6P3QRC6_PTEVA
OG0000081	sp|P22492|H1T_HUMAN	tr|A0A6P6CS04|A0A6P6CS04_PTEVA
OG0000081	sp|P16401|H15_HUMAN	tr|A0A6P3QR54|A0A6P3QR54_PTEVA
OG0000081	sp|P16402|H13_HUMAN	tr|A0A6P3QKE6|A0A6P3QKE6_PTEVA
OG0000081	sp|P10412|H14_HUMAN	tr|A0A6P3QXG0|A0A6P3QXG0_PTEVA
OG0000083	sp|P05023|AT1A1_HUMAN	tr|A0A6P6CUW5|A0A6P6CUW5_PTEVA
OG0000083	sp|P54707|AT12A_HUMAN, sp|P20648|ATP4A_HUMAN	tr|A0A6P3RMW1|A0A6P3RMW1_PTEVA
OG0000083	sp|Q13733|AT1A4_HUMAN	tr|A0A6P3RZK6|A0A6P3RZK6_PTEVA, tr|A0A6P3R4T5|A0A6P3R4T5_PTEVA
OG0000083	sp|P13637|AT1A3_HUMAN	tr|A0A6P6BZJ2|A0A6P6BZJ2_PTEVA
OG0000083	sp|P50993|AT1A2_HUMAN	tr|A0A6P3QXE1|A0A6P3QXE1_PTEVA
OG0000085	sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|O60656|UD19_HUMAN, sp|P19224|UD16_HUMAN	tr|A0A6P6C4B0|A0A6P6C4B0_PTEVA
OG0000085	sp|P22309|UD11_HUMAN	tr|A0A6P3RS70|A0A6P3RS70_PTEVA
OG0000085	sp|P22310|UD14_HUMAN, sp|P35503|UD13_HUMAN, sp|P35504|UD15_HUMAN	tr|A0A6P3RQX2|A0A6P3RQX2_PTEVA
OG0000086	sp|Q92764|KRT35_HUMAN	tr|A0A6P3RLV3|A0A6P3RLV3_PTEVA
OG0000086	sp|O76013|KRT36_HUMAN	tr|A0A6P3RJN6|A0A6P3RJN6_PTEVA, tr|A0A6P3RDJ3|A0A6P3RDJ3_PTEVA, tr|A0A6P3RDD6|A0A6P3RDD6_PTEVA, tr|A0A6P3RFN7|A0A6P3RFN7_PTEVA, tr|A0A6P3RLW0|A0A6P3RLW0_PTEVA, tr|A0A6P3RTW7|A0A6P3RTW7_PTEVA, tr|A0A6P3RYD8|A0A6P3RYD8_PTEVA, tr|A0A6P3RDJ6|A0A6P3RDJ6_PTEVA, tr|A0A6P3RFN2|A0A6P3RFN2_PTEVA
OG0000087	sp|Q8NGM9|OR8D4_HUMAN	tr|A0A6P3RQK7|A0A6P3RQK7_PTEVA
OG0000087	sp|Q96RC9|OR8B4_HUMAN	tr|A0A6P3QJU8|A0A6P3QJU8_PTEVA, tr|A0A6P3QZI4|A0A6P3QZI4_PTEVA, tr|A0A6P3QIN6|A0A6P3QIN6_PTEVA, tr|A0A6P3QM51|A0A6P3QM51_PTEVA, tr|A0A6P6C257|A0A6P6C257_PTEVA, tr|A0A6P3S0B3|A0A6P3S0B3_PTEVA, tr|A0A6P3QZB1|A0A6P3QZB1_PTEVA, tr|A0A6P3RCW5|A0A6P3RCW5_PTEVA, tr|A0A6P3QLZ2|A0A6P3QLZ2_PTEVA
OG0000092	sp|Q9Y5P0|O51B4_HUMAN	tr|A0A6P3RJS6|A0A6P3RJS6_PTEVA
OG0000092	sp|Q9H340|O51B6_HUMAN	tr|A0A6P3RXM1|A0A6P3RXM1_PTEVA
OG0000092	sp|Q9H339|O51B5_HUMAN	tr|A0A6P3RH78|A0A6P3RH78_PTEVA, tr|A0A6P3RHA9|A0A6P3RHA9_PTEVA
OG0000092	sp|Q9Y5P1|O51B2_HUMAN	tr|A0A6P3RJP8|A0A6P3RJP8_PTEVA
OG0000093	sp|Q96R09|OR5B2_HUMAN	tr|A0A6P6C4W8|A0A6P6C4W8_PTEVA
OG0000093	sp|Q8NGF7|OR5BH_HUMAN	tr|A0A6P3R945|A0A6P3R945_PTEVA
OG0000093	sp|Q8NH48|OR5B3_HUMAN	tr|A0A6P3R919|A0A6P3R919_PTEVA
OG0000093	sp|Q96R08|OR5BC_HUMAN	tr|A0A6P3RN23|A0A6P3RN23_PTEVA
OG0000093	sp|A6NL26|OR5BL_HUMAN, sp|Q8NGP9|O5AR1_HUMAN	tr|A0A6P3RH86|A0A6P3RH86_PTEVA
OG0000095	sp|P15814|IGLL1_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN	tr|A0A6P6C9K6|A0A6P6C9K6_PTEVA
OG0000096	sp|Q14568|HS902_HUMAN	tr|A0A6P6BQD3|A0A6P6BQD3_PTEVA
OG0000096	sp|P08238|HS90B_HUMAN	tr|A0A6P3Q528|A0A6P3Q528_PTEVA
OG0000096	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A6P3QSQ3|A0A6P3QSQ3_PTEVA
OG0000097	sp|Q9NXZ1|SAGE1_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU7|CT456_HUMAN	tr|A0A6P3RW70|A0A6P3RW70_PTEVA
OG0000099	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A6P3RK00|A0A6P3RK00_PTEVA
OG0000099	sp|Q8NGL3|OR5DE_HUMAN	tr|A0A6P3RMG0|A0A6P3RMG0_PTEVA, tr|A0A6P6C3Z1|A0A6P6C3Z1_PTEVA, tr|A0A6P3RJZ0|A0A6P3RJZ0_PTEVA, tr|A0A6P3RTG8|A0A6P3RTG8_PTEVA
OG0000099	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A6P3RK84|A0A6P3RK84_PTEVA, tr|A0A6P3RMH2|A0A6P3RMH2_PTEVA, tr|A0A6P6C2J6|A0A6P6C2J6_PTEVA
OG0000100	sp|P35579|MYH9_HUMAN	tr|A0A6P3RQL4|A0A6P3RQL4_PTEVA
OG0000100	sp|P35749|MYH11_HUMAN	tr|A0A6P6CEC8|A0A6P6CEC8_PTEVA
OG0000100	sp|P35580|MYH10_HUMAN	tr|A0A6P6CEJ0|A0A6P6CEJ0_PTEVA
OG0000100	sp|Q7Z406|MYH14_HUMAN	tr|A0A6P3S083|A0A6P3S083_PTEVA, tr|A0A6P3RQH2|A0A6P3RQH2_PTEVA, tr|A0A6P6CDD3|A0A6P6CDD3_PTEVA, tr|A0A6P6BLI3|A0A6P6BLI3_PTEVA
OG0000102	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN	tr|A0A6P3QJW8|A0A6P3QJW8_PTEVA
OG0000102	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN	tr|A0A6P3QEB4|A0A6P3QEB4_PTEVA
OG0000103	sp|P51690|ARSL_HUMAN	tr|A0A6P6C4V2|A0A6P6C4V2_PTEVA, tr|A0A6P6BWV0|A0A6P6BWV0_PTEVA
OG0000103	sp|P08842|STS_HUMAN	tr|A0A6P3RNM9|A0A6P3RNM9_PTEVA
OG0000103	sp|P54793|ARSF_HUMAN	tr|A0A6P6C5H7|A0A6P6C5H7_PTEVA
OG0000103	sp|Q5FYA8|ARSH_HUMAN	tr|A0A6P3REM5|A0A6P3REM5_PTEVA
OG0000103	sp|P51689|ARSD_HUMAN	tr|A0A6P6C0A7|A0A6P6C0A7_PTEVA
OG0000104	sp|P13762|DRB4_HUMAN, sp|Q30154|DRB5_HUMAN, sp|P79483|DRB3_HUMAN, sp|P01911|DRB1_HUMAN	tr|A0A6P6D3S6|A0A6P6D3S6_PTEVA, tr|A0A6P3RJ30|A0A6P3RJ30_PTEVA
OG0000104	sp|P04440|DPB1_HUMAN	tr|A0A6P6D4X4|A0A6P6D4X4_PTEVA
OG0000104	sp|P05538|DQB2_HUMAN, sp|P01920|DQB1_HUMAN	tr|A0A6P3QZF6|A0A6P3QZF6_PTEVA
OG0000105	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A6P3RNK2|A0A6P3RNK2_PTEVA
OG0000105	sp|Q9UKF5|ADA29_HUMAN	tr|A0A6P3RMD2|A0A6P3RMD2_PTEVA, tr|A0A6P3Q3M1|A0A6P3Q3M1_PTEVA, tr|A0A6P3RPZ1|A0A6P3RPZ1_PTEVA
OG0000105	sp|O43506|ADA20_HUMAN	tr|A0A6P6BL68|A0A6P6BL68_PTEVA, tr|A0A6P3PZF0|A0A6P3PZF0_PTEVA, tr|A0A6P6C9D2|A0A6P6C9D2_PTEVA, tr|A0A6P3RP43|A0A6P3RP43_PTEVA
OG0000106	sp|Q92599|SEPT8_HUMAN	tr|A0A6P6CKZ4|A0A6P6CKZ4_PTEVA
OG0000106	sp|Q14141|SEPT6_HUMAN	tr|A0A6P6BVD5|A0A6P6BVD5_PTEVA
OG0000106	sp|Q9NVA2|SEP11_HUMAN	tr|A0A6P6CI27|A0A6P6CI27_PTEVA
OG0000106	sp|Q9P0V9|SEP10_HUMAN	tr|A0A6P6BMG5|A0A6P6BMG5_PTEVA
OG0000106	sp|Q6ZU15|SEP14_HUMAN	tr|A0A6P3QLP3|A0A6P3QLP3_PTEVA
OG0000107	sp|Q9HAH1|ZN556_HUMAN	tr|A0A6P6D291|A0A6P6D291_PTEVA
OG0000107	sp|Q8NEP9|ZN555_HUMAN	tr|A0A6P6D2N7|A0A6P6D2N7_PTEVA
