Orthogroup	Homo_sapiens	Gorilla_gorilla_gorilla
OG0000049	sp|P0DOY3|IGLC3_HUMAN	tr|A0A2I2YYH6|A0A2I2YYH6_GORGO
OG0000049	sp|P0DOY2|IGLC2_HUMAN	tr|A0A2I2ZX49|A0A2I2ZX49_GORGO
OG0000050	sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN	tr|G3RWP1|G3RWP1_GORGO
OG0000051	sp|P01563|IFNA2_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN	tr|G3S1B3|G3S1B3_GORGO
OG0000052	sp|P59540|T2R46_HUMAN	sp|Q645Z7|T2R46_GORGO
OG0000052	sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN	sp|Q645Z9|T2R19_GORGO
OG0000052	sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN	sp|Q646A0|T2R20_GORGO
OG0000052	sp|P59539|T2R45_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN	sp|Q645Z6|T2R31_GORGO
OG0000053	sp|P07477|TRY1_HUMAN	tr|G3RW16|G3RW16_GORGO, tr|A0A2I2ZKU5|A0A2I2ZKU5_GORGO, tr|G3QZE0|G3QZE0_GORGO
OG0000053	sp|P35030|TRY3_HUMAN	tr|G3RBV4|G3RBV4_GORGO
OG0000053	sp|Q8NHM4|TRY6_HUMAN	tr|A0A2I2Z0Q5|A0A2I2Z0Q5_GORGO
OG0000055	sp|P27482|CALL3_HUMAN	tr|A0A2I2Z4K8|A0A2I2Z4K8_GORGO
OG0000055	sp|Q7Z572|SPT21_HUMAN, sp|Q9NZT1|CALL5_HUMAN	tr|A0A2I2YY92|A0A2I2YY92_GORGO, tr|A0A2I2Z0G5|A0A2I2Z0G5_GORGO
OG0000055	sp|P0DP23|CALM1_HUMAN, sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN	tr|A0A2I2Y8S0|A0A2I2Y8S0_GORGO, tr|G3SEV0|G3SEV0_GORGO, tr|A0A2I2ZCH3|A0A2I2ZCH3_GORGO
OG0000056	sp|Q58FF7|H90B3_HUMAN	tr|A0A2I2YMX8|A0A2I2YMX8_GORGO
OG0000056	sp|Q58FG1|HS904_HUMAN	tr|A0A2I2Y872|A0A2I2Y872_GORGO
OG0000056	sp|P07900|HS90A_HUMAN	tr|G3R0K7|G3R0K7_GORGO
OG0000056	sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN	tr|G3SEF7|G3SEF7_GORGO
OG0000057	sp|Q5VTM2|AGAP9_HUMAN	tr|G3RF54|G3RF54_GORGO
OG0000057	sp|Q96P47|AGAP3_HUMAN	tr|G3RL72|G3RL72_GORGO
OG0000057	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A2I2Y6T3|A0A2I2Y6T3_GORGO
OG0000058	sp|Q04695|K1C17_HUMAN	tr|G3RAM5|G3RAM5_GORGO
OG0000058	sp|P02533|K1C14_HUMAN	tr|G3QRG7|G3QRG7_GORGO
OG0000058	sp|P08779|K1C16_HUMAN	tr|G3RN40|G3RN40_GORGO, tr|G3RAL7|G3RAL7_GORGO
OG0000058	sp|P13645|K1C10_HUMAN, sp|P08727|K1C19_HUMAN	tr|G3RL54|G3RL54_GORGO
OG0000060	sp|Q01955|CO4A3_HUMAN	tr|G3QKV2|G3QKV2_GORGO
OG0000060	sp|P29400|CO4A5_HUMAN	tr|G3R653|G3R653_GORGO
OG0000060	sp|P02462|CO4A1_HUMAN	tr|G3RA04|G3RA04_GORGO
OG0000060	sp|Q14031|CO4A6_HUMAN	tr|G3SFQ2|G3SFQ2_GORGO
OG0000060	sp|P08572|CO4A2_HUMAN	tr|G3RA26|G3RA26_GORGO
OG0000060	sp|P53420|CO4A4_HUMAN	tr|G3QEL7|G3QEL7_GORGO
OG0000061	sp|P05023|AT1A1_HUMAN	tr|A0A2I2YS89|A0A2I2YS89_GORGO
OG0000061	sp|P13637|AT1A3_HUMAN	tr|A0A2I2ZBY8|A0A2I2ZBY8_GORGO
OG0000061	sp|P50993|AT1A2_HUMAN	tr|G3S409|G3S409_GORGO
OG0000061	sp|Q13733|AT1A4_HUMAN	tr|G3RB63|G3RB63_GORGO
OG0000061	sp|P54707|AT12A_HUMAN	tr|G3RT56|G3RT56_GORGO
OG0000061	sp|P20648|ATP4A_HUMAN	tr|A0A2I2ZNQ0|A0A2I2ZNQ0_GORGO
OG0000062	sp|A0A075B6L6|TVB73_HUMAN	tr|G3QUE3|G3QUE3_GORGO
OG0000062	sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|P04435|TVB79_HUMAN	tr|G3SCY6|G3SCY6_GORGO
OG0000064	sp|Q6PCB6|AB17C_HUMAN	tr|G3RAZ4|G3RAZ4_GORGO
OG0000064	sp|Q5VST6|AB17B_HUMAN	tr|G3R2M0|G3R2M0_GORGO
OG0000064	sp|Q96GS6|AB17A_HUMAN	tr|G3QNI7|G3QNI7_GORGO, tr|A0A2I2ZLI4|A0A2I2ZLI4_GORGO, tr|A0A2I2YGF1|A0A2I2YGF1_GORGO, tr|G3SBN5|G3SBN5_GORGO, tr|A0A2I2Z6R6|A0A2I2Z6R6_GORGO, tr|A0A2I2Z9T6|A0A2I2Z9T6_GORGO
OG0000066	sp|P11940|PABP1_HUMAN	tr|A0A2I2ZER6|A0A2I2ZER6_GORGO
OG0000066	sp|Q9H361|PABP3_HUMAN	tr|A0A2I2ZA10|A0A2I2ZA10_GORGO
OG0000066	sp|Q4VXU2|PAP1L_HUMAN	tr|G3QPK3|G3QPK3_GORGO
OG0000066	sp|Q13310|PABP4_HUMAN	tr|A0A2I2YIZ3|A0A2I2YIZ3_GORGO, tr|G3QN25|G3QN25_GORGO
OG0000067	sp|P02794|FRIH_HUMAN	tr|A0A2I2YLY5|A0A2I2YLY5_GORGO, tr|A0A2I2YU85|A0A2I2YU85_GORGO, tr|A0A2I2YZV2|A0A2I2YZV2_GORGO, tr|G3RPL8|G3RPL8_GORGO, tr|G3RMF9|G3RMF9_GORGO, tr|A0A2I2Y8Q9|A0A2I2Y8Q9_GORGO, tr|G3RT60|G3RT60_GORGO, tr|A0A2I2YC29|A0A2I2YC29_GORGO, tr|G3R6Z9|G3R6Z9_GORGO, tr|A0A2I2Y5G6|A0A2I2Y5G6_GORGO
OG0000070	sp|P07910|HNRPC_HUMAN	tr|A0A2I2ZAL3|A0A2I2ZAL3_GORGO
OG0000070	sp|O60812|HNRC1_HUMAN, tr|A0A0G2JNQ3|A0A0G2JNQ3_HUMAN, sp|B2RXH8|HNRC2_HUMAN, tr|A0A0G2JPF8|A0A0G2JPF8_HUMAN, sp|P0DMR1|HNRC4_HUMAN, sp|B7ZW38|HNRC3_HUMAN	tr|G3RZ66|G3RZ66_GORGO, tr|A0A2I2ZRS7|A0A2I2ZRS7_GORGO, tr|A0A2I2ZC69|A0A2I2ZC69_GORGO
OG0000071	sp|B2RPK0|HGB1A_HUMAN	tr|G3QXS0|G3QXS0_GORGO, sp|Q9N1Q6|SP100_GORGO
OG0000071	sp|P09429|HMGB1_HUMAN	tr|G3SGE0|G3SGE0_GORGO
OG0000071	sp|P26583|HMGB2_HUMAN	tr|G3RII6|G3RII6_GORGO
OG0000071	sp|Q8WW32|HMGB4_HUMAN	tr|A0A2I2Z0Y7|A0A2I2Z0Y7_GORGO
OG0000072	sp|P22090|RS4Y1_HUMAN	sp|Q861U8|RS4Y1_GORGO
OG0000072	sp|P62701|RS4X_HUMAN	tr|G3RUZ2|G3RUZ2_GORGO
OG0000072	sp|Q8TD47|RS4Y2_HUMAN	tr|A0A2I2Y9G9|A0A2I2Y9G9_GORGO, tr|A0A2I2ZJ38|A0A2I2ZJ38_GORGO, tr|A0A2I2ZTZ9|A0A2I2ZTZ9_GORGO, tr|A0A2I2ZEX6|A0A2I2ZEX6_GORGO, tr|A0A2I2YFC9|A0A2I2YFC9_GORGO, tr|A0A2I2YGD7|A0A2I2YGD7_GORGO
OG0000073	sp|Q15622|OR7A5_HUMAN	tr|A0A2I2ZD98|A0A2I2ZD98_GORGO
OG0000073	sp|O14581|OR7AH_HUMAN	tr|G3SKH1|G3SKH1_GORGO
OG0000073	sp|O76100|OR7AA_HUMAN	tr|G3RIG9|G3RIG9_GORGO, tr|G3RGE1|G3RGE1_GORGO
OG0000073	sp|Q6IFN5|O7E24_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q8NGA2|OR7A2_HUMAN	tr|A0A2I2YG30|A0A2I2YG30_GORGO
OG0000074	sp|P46778|RL21_HUMAN	tr|G3RVK2|G3RVK2_GORGO, tr|G3SFB0|G3SFB0_GORGO, tr|G3RX53|G3RX53_GORGO, tr|G3SFE6|G3SFE6_GORGO, tr|G3QKH6|G3QKH6_GORGO, tr|G3S2I6|G3S2I6_GORGO, tr|A0A2I2Y1N6|A0A2I2Y1N6_GORGO, tr|G3S622|G3S622_GORGO, tr|G3SAG3|G3SAG3_GORGO, tr|G3SJZ5|G3SJZ5_GORGO
OG0000075	sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN	tr|G3QK06|G3QK06_GORGO
OG0000075	sp|O95678|K2C75_HUMAN	tr|G3QK01|G3QK01_GORGO
OG0000075	sp|P13647|K2C5_HUMAN	tr|G3QKU2|G3QKU2_GORGO
OG0000076	sp|Q86Y46|K2C73_HUMAN	tr|G3QWI7|G3QWI7_GORGO
OG0000076	sp|Q3SY84|K2C71_HUMAN	tr|G3QKU5|G3QKU5_GORGO
OG0000076	sp|Q7RTS7|K2C74_HUMAN	tr|G3QKU7|G3QKU7_GORGO
OG0000076	sp|Q14CN4|K2C72_HUMAN	tr|G3QMP4|G3QMP4_GORGO, tr|G3R730|G3R730_GORGO, tr|A0A2I2YY18|A0A2I2YY18_GORGO, tr|G3S9Q8|G3S9Q8_GORGO
OG0000077	sp|O94788|AL1A2_HUMAN	tr|A0A2I2Y7N2|A0A2I2Y7N2_GORGO
OG0000077	sp|P00352|AL1A1_HUMAN	tr|G3QZR0|G3QZR0_GORGO
OG0000077	sp|P47895|AL1A3_HUMAN	tr|G3QCV7|G3QCV7_GORGO
OG0000077	sp|P05091|ALDH2_HUMAN	tr|G3QW14|G3QW14_GORGO
OG0000077	sp|P30837|AL1B1_HUMAN	tr|G3RUF8|G3RUF8_GORGO, tr|A0A2I2YTI2|A0A2I2YTI2_GORGO
OG0000078	sp|P04433|KV311_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|P01619|KV320_HUMAN	tr|G3SJW4|G3SJW4_GORGO, tr|G3S3U5|G3S3U5_GORGO
OG0000079	sp|Q9H0U9|TSYL1_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN	tr|G3RKQ2|G3RKQ2_GORGO
OG0000082	sp|P06748|NPM_HUMAN	tr|A0A2I2YQY6|A0A2I2YQY6_GORGO, tr|A0A2I2YN70|A0A2I2YN70_GORGO, tr|G3S2E7|G3S2E7_GORGO, tr|G3S9P8|G3S9P8_GORGO, tr|A0A2I2ZAB1|A0A2I2ZAB1_GORGO, tr|G3S334|G3S334_GORGO, tr|G3RV30|G3RV30_GORGO, tr|A0A2I2ZS15|A0A2I2ZS15_GORGO, tr|G3SEN9|G3SEN9_GORGO
OG0000083	sp|P23588|IF4B_HUMAN	tr|A0A2I2ZTJ1|A0A2I2ZTJ1_GORGO, tr|A0A2I2Z1Y0|A0A2I2Z1Y0_GORGO, tr|A0A2I2ZJ42|A0A2I2ZJ42_GORGO, tr|A0A2I2YUN8|A0A2I2YUN8_GORGO, tr|G3QP12|G3QP12_GORGO, tr|A0A2I2ZXU0|A0A2I2ZXU0_GORGO, tr|A0A2I2Z1C7|A0A2I2Z1C7_GORGO, tr|A0A2I2Y835|A0A2I2Y835_GORGO, tr|A0A2I2ZIK0|A0A2I2ZIK0_GORGO
OG0000084	sp|P67936|TPM4_HUMAN	tr|G3RS04|G3RS04_GORGO, tr|A0A2I2YC45|A0A2I2YC45_GORGO, tr|G3RWR8|G3RWR8_GORGO, tr|A0A2I2ZRG1|A0A2I2ZRG1_GORGO, tr|A0A2I2ZE69|A0A2I2ZE69_GORGO, tr|A0A2I2ZST4|A0A2I2ZST4_GORGO, tr|G3S9U4|G3S9U4_GORGO, tr|G3SE29|G3SE29_GORGO, tr|G3RA93|G3RA93_GORGO
OG0000085	sp|P05997|CO5A2_HUMAN	tr|G3RDT1|G3RDT1_GORGO
OG0000085	sp|P02452|CO1A1_HUMAN	tr|G3RBN8|G3RBN8_GORGO
OG0000085	sp|P08123|CO1A2_HUMAN	tr|G3QT97|G3QT97_GORGO
OG0000085	sp|P02458|CO2A1_HUMAN	tr|G3QNV9|G3QNV9_GORGO
OG0000085	sp|P02461|CO3A1_HUMAN	tr|G3RK87|G3RK87_GORGO
OG0000086	sp|P21796|VDAC1_HUMAN	tr|A0A2I2ZJC0|A0A2I2ZJC0_GORGO, tr|A0A2I2ZM60|A0A2I2ZM60_GORGO, tr|G3R5M5|G3R5M5_GORGO
OG0000086	sp|P45880|VDAC2_HUMAN	tr|A0A2I2YNM3|A0A2I2YNM3_GORGO
OG0000086	sp|Q9Y277|VDAC3_HUMAN	tr|A0A2I2ZKX3|A0A2I2ZKX3_GORGO, tr|G3QHR8|G3QHR8_GORGO
OG0000087	sp|Q8TA94|ZN563_HUMAN	tr|G3RFD0|G3RFD0_GORGO
OG0000087	sp|Q9Y2A4|ZN443_HUMAN	tr|G3QHS6|G3QHS6_GORGO
OG0000087	sp|Q96GE5|ZN799_HUMAN	tr|G3QYQ1|G3QYQ1_GORGO
OG0000087	sp|P16415|ZN823_HUMAN	tr|A0A2I2YH47|A0A2I2YH47_GORGO
OG0000087	sp|Q8N8Z8|ZN441_HUMAN	tr|A0A2I2YYC0|A0A2I2YYC0_GORGO
OG0000088	sp|P62837|UB2D2_HUMAN	tr|A0A2I2ZGC8|A0A2I2ZGC8_GORGO
OG0000088	sp|P61077|UB2D3_HUMAN	tr|G3QG99|G3QG99_GORGO
OG0000088	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2I2ZSM0|A0A2I2ZSM0_GORGO, tr|A0A2I2Z662|A0A2I2Z662_GORGO
OG0000088	sp|Q8IWF7|U2D2L_HUMAN, sp|P51668|UB2D1_HUMAN	tr|A0A2I2YMV6|A0A2I2YMV6_GORGO
OG0000089	sp|Q9Y5Y9|SCNAA_HUMAN	tr|G3QUB0|G3QUB0_GORGO, tr|A0A2I2Z637|A0A2I2Z637_GORGO, tr|G3R9Y5|G3R9Y5_GORGO, tr|A0A2I2YQR7|A0A2I2YQR7_GORGO, tr|G3SCI1|G3SCI1_GORGO, tr|A0A2I2ZSB9|A0A2I2ZSB9_GORGO, tr|A0A2I2Y832|A0A2I2Y832_GORGO, tr|A0A2I2ZMQ3|A0A2I2ZMQ3_GORGO, tr|A0A2I2ZQZ3|A0A2I2ZQZ3_GORGO
OG0000091	sp|Q9NQ39|RS10L_HUMAN	tr|A0A2I2Z642|A0A2I2Z642_GORGO
OG0000091	sp|P46783|RS10_HUMAN	tr|A0A2I2ZDJ5|A0A2I2ZDJ5_GORGO, tr|A0A2I2ZGU9|A0A2I2ZGU9_GORGO, tr|A0A2I2Y591|A0A2I2Y591_GORGO, tr|G3SAW1|G3SAW1_GORGO, tr|G3S6C8|G3S6C8_GORGO, tr|A0A2I2Z287|A0A2I2Z287_GORGO, tr|G3SGB7|G3SGB7_GORGO
OG0000092	sp|A0A286YFG1|SCGR8_HUMAN	tr|A0A2I2YRQ5|A0A2I2YRQ5_GORGO
OG0000092	sp|P0DSO2|SCGR9_HUMAN, sp|A0A286YEV6|SCGR4_HUMAN, sp|A0A286YEY9|SCGR1_HUMAN, sp|A0A286YF01|SCGR7_HUMAN, sp|A0A286YF60|SCGR3_HUMAN, sp|A0A286YFB4|SCGR2_HUMAN, sp|A0A286YF77|SCGR6_HUMAN	tr|A0A2I2ZW36|A0A2I2ZW36_GORGO
OG0000094	sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN	tr|G3RGA9|G3RGA9_GORGO
OG0000095	sp|Q9ULB4|CADH9_HUMAN	tr|G3R9J0|G3R9J0_GORGO
OG0000095	sp|Q9Y6N8|CAD10_HUMAN	tr|G3R9R6|G3R9R6_GORGO
OG0000095	sp|P55289|CAD12_HUMAN	tr|G3RKX5|G3RKX5_GORGO
OG0000095	sp|Q9ULB5|CADH7_HUMAN	tr|G3R6F1|G3R6F1_GORGO
OG0000095	sp|P55285|CADH6_HUMAN	tr|G3RLA5|G3RLA5_GORGO
OG0000096	sp|P0DMU7|CT456_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMV1|CT458_HUMAN	tr|G3QNQ6|G3QNQ6_GORGO
OG0000097	sp|P43355|MAGA1_HUMAN, sp|A6NCF6|MA13P_HUMAN, sp|P43361|MAGA8_HUMAN, sp|P43358|MAGA4_HUMAN, sp|P43359|MAGA5_HUMAN, sp|P43356|MAGA2_HUMAN, sp|P43365|MAGAC_HUMAN, sp|P43357|MAGA3_HUMAN, sp|P43360|MAGA6_HUMAN	tr|G3R5P4|G3R5P4_GORGO
OG0000098	sp|Q96NU0|CNT3B_HUMAN, sp|Q9BZ76|CNTP3_HUMAN	tr|G3QD54|G3QD54_GORGO
OG0000098	sp|Q8WYK1|CNTP5_HUMAN	tr|G3QK85|G3QK85_GORGO
OG0000098	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A2I2YT94|A0A2I2YT94_GORGO
OG0000098	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A2I2Y548|A0A2I2Y548_GORGO
OG0000099	sp|Q14588|ZN234_HUMAN	tr|A0A2I2YAP6|A0A2I2YAP6_GORGO, tr|G3QUI9|G3QUI9_GORGO, tr|G3QQC7|G3QQC7_GORGO, tr|A0A2I2Y4T4|A0A2I2Y4T4_GORGO, tr|G3QGN0|G3QGN0_GORGO, tr|A0A2I2Z296|A0A2I2Z296_GORGO, tr|A0A2I2Z0C1|A0A2I2Z0C1_GORGO, tr|G3QVF3|G3QVF3_GORGO, tr|G3QUI6|G3QUI6_GORGO
OG0000100	sp|Q8NGC1|O11G2_HUMAN	tr|G3RQ60|G3RQ60_GORGO
OG0000100	sp|Q9GZK7|O11A1_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN	tr|G3SI94|G3SI94_GORGO
OG0000101	tr|A0A140TA67|A0A140TA67_HUMAN, sp|A8MVA2|KRA96_HUMAN, sp|A8MTY7|KRA97_HUMAN	tr|G3RS93|G3RS93_GORGO
OG0000101	sp|Q9BYQ3|KRA93_HUMAN	tr|G3QZ27|G3QZ27_GORGO
OG0000101	sp|Q9BYP9|KRA99_HUMAN, sp|Q9BYQ2|KRA94_HUMAN, sp|Q9BYQ0|KRA98_HUMAN	tr|G3R079|G3R079_GORGO
OG0000102	sp|Q01628|IFM3_HUMAN	tr|G3QGC7|G3QGC7_GORGO
OG0000102	sp|C9JQL5|DSA2D_HUMAN	tr|G3S872|G3S872_GORGO
OG0000102	sp|Q01629|IFM2_HUMAN	tr|G3RRI8|G3RRI8_GORGO
OG0000103	sp|P35504|UD15_HUMAN, sp|P22310|UD14_HUMAN, sp|P35503|UD13_HUMAN, sp|O60656|UD19_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|P19224|UD16_HUMAN, sp|P22309|UD11_HUMAN	tr|G3SCI3|G3SCI3_GORGO
OG0000104	sp|Q96RD0|OR8B2_HUMAN, sp|Q8NGG8|OR8B3_HUMAN	tr|A0A2I2Z715|A0A2I2Z715_GORGO
OG0000104	sp|Q8NGG6|OR8BC_HUMAN	tr|A0A2I2Z0R3|A0A2I2Z0R3_GORGO
OG0000104	sp|Q15620|OR8B8_HUMAN	tr|G3SBR7|G3SBR7_GORGO
OG0000105	tr|A0A0G2JNH3|A0A0G2JNH3_HUMAN, sp|A0A096LPK9|ORN4C_HUMAN, sp|Q8N0Y3|OR4N4_HUMAN	tr|A0A2I2ZKC1|A0A2I2ZKC1_GORGO
OG0000105	sp|Q8NGD1|OR4N2_HUMAN	tr|G3RF92|G3RF92_GORGO
OG0000105	sp|A0A0X1KG70|ORM2B_HUMAN, sp|Q8NGB6|OR4M2_HUMAN, sp|Q8IXE1|OR4N5_HUMAN	tr|G3REL2|G3REL2_GORGO
OG0000106	sp|Q12950|FOXD4_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|Q9NU39|FX4L1_HUMAN	tr|A0A2I2YN67|A0A2I2YN67_GORGO
OG0000110	sp|P09488|GSTM1_HUMAN	tr|G3S7M4|G3S7M4_GORGO
OG0000110	sp|P28161|GSTM2_HUMAN	tr|A0A2I2YMY2|A0A2I2YMY2_GORGO
OG0000110	sp|Q03013|GSTM4_HUMAN	tr|A0A2I2ZNA1|A0A2I2ZNA1_GORGO
OG0000110	sp|P46439|GSTM5_HUMAN	tr|A0A2I2Z5K6|A0A2I2Z5K6_GORGO, tr|G3RB30|G3RB30_GORGO
OG0000111	sp|P47914|RL29_HUMAN	tr|G3RTN2|G3RTN2_GORGO, tr|A0A2I2Z9R9|A0A2I2Z9R9_GORGO, tr|A0A2I2Y961|A0A2I2Y961_GORGO, tr|G3RYG7|G3RYG7_GORGO, tr|A0A2I2ZRI9|A0A2I2ZRI9_GORGO, tr|G3RX03|G3RX03_GORGO, tr|A0A2I2ZZ02|A0A2I2ZZ02_GORGO, tr|G3SH74|G3SH74_GORGO
OG0000112	sp|P50148|GNAQ_HUMAN	tr|A0A2I2Z9A2|A0A2I2Z9A2_GORGO, tr|A0A2I2Y3D3|A0A2I2Y3D3_GORGO
OG0000112	sp|O95837|GNA14_HUMAN	tr|G3RCJ5|G3RCJ5_GORGO
OG0000112	sp|P29992|GNA11_HUMAN	tr|G3RG94|G3RG94_GORGO, tr|A0A2I2ZJY6|A0A2I2ZJY6_GORGO, tr|A0A2I2Z666|A0A2I2Z666_GORGO
OG0000113	sp|P15259|PGAM2_HUMAN	tr|G3QPE6|G3QPE6_GORGO
OG0000113	sp|Q8N0Y7|PGAM4_HUMAN	tr|A0A2I2YMQ3|A0A2I2YMQ3_GORGO, tr|A0A2I2ZJN0|A0A2I2ZJN0_GORGO, tr|G3SF60|G3SF60_GORGO, tr|A0A2I2YN55|A0A2I2YN55_GORGO
OG0000113	sp|P18669|PGAM1_HUMAN	tr|G3QKR1|G3QKR1_GORGO
OG0000114	sp|P32455|GBP1_HUMAN	tr|G3RHP6|G3RHP6_GORGO
OG0000114	sp|P32456|GBP2_HUMAN	tr|G3QH70|G3QH70_GORGO
OG0000114	sp|Q96PP8|GBP5_HUMAN	tr|G3QH22|G3QH22_GORGO
OG0000114	sp|Q9H0R5|GBP3_HUMAN	tr|G3S1W5|G3S1W5_GORGO
OG0000115	sp|O76001|OR2J3_HUMAN	tr|G3QHF1|G3QHF1_GORGO
OG0000115	sp|O76002|OR2J2_HUMAN	tr|G3RGR8|G3RGR8_GORGO
OG0000115	sp|Q9GZK6|OR2J1_HUMAN	tr|A0A2I2ZTX0|A0A2I2ZTX0_GORGO
OG0000116	sp|Q6XE24|RBMS3_HUMAN	tr|G3QWC4|G3QWC4_GORGO
OG0000116	sp|Q15434|RBMS2_HUMAN	tr|A0A2I2Z2I5|A0A2I2Z2I5_GORGO, tr|A0A2I2Z0N8|A0A2I2Z0N8_GORGO, tr|A0A2I2YI34|A0A2I2YI34_GORGO
OG0000116	sp|P29558|RBMS1_HUMAN	tr|A0A2I2ZFK6|A0A2I2ZFK6_GORGO, tr|G3QG02|G3QG02_GORGO
OG0000117	sp|P99999|CYC_HUMAN	tr|G3RLK9|G3RLK9_GORGO, sp|Q6WUX8|CYC_GORGO, tr|A0A2I2ZQH6|A0A2I2ZQH6_GORGO, tr|G3S8N2|G3S8N2_GORGO, tr|G3SAG0|G3SAG0_GORGO, tr|G3SDM2|G3SDM2_GORGO, tr|G3RQE7|G3RQE7_GORGO, tr|A0A2I2YAR7|A0A2I2YAR7_GORGO
OG0000119	sp|Q8N0W4|NLGNX_HUMAN, sp|Q8NFZ3|NLGNY_HUMAN	tr|G3SGG6|G3SGG6_GORGO
OG0000119	sp|Q9NZ94|NLGN3_HUMAN	tr|G3RBW3|G3RBW3_GORGO
OG0000119	sp|Q8N2Q7|NLGN1_HUMAN	tr|G3QNJ3|G3QNJ3_GORGO
OG0000119	sp|Q8NFZ4|NLGN2_HUMAN	tr|G3RXB5|G3RXB5_GORGO
OG0000120	sp|P12268|IMDH2_HUMAN	tr|G3RBQ8|G3RBQ8_GORGO
