Orthogroup	Homo_sapiens	Myotis_myotis
OG0000026	sp|Q9NQX6|ZN331_HUMAN	tr|A0A7J7RG56|A0A7J7RG56_MYOMY, tr|A0A7J7SE58|A0A7J7SE58_MYOMY, tr|A0A7J7SE65|A0A7J7SE65_MYOMY, tr|A0A7J7QTX6|A0A7J7QTX6_MYOMY, tr|A0A7J7W2C8|A0A7J7W2C8_MYOMY, tr|A0A7J7QTU1|A0A7J7QTU1_MYOMY, tr|A0A7J7W2B7|A0A7J7W2B7_MYOMY, tr|A0A7J7W2G2|A0A7J7W2G2_MYOMY, tr|A0A7J7W1V9|A0A7J7W1V9_MYOMY, tr|A0A7J7RFL0|A0A7J7RFL0_MYOMY, tr|A0A7J7RFW9|A0A7J7RFW9_MYOMY, tr|A0A7J7RFV0|A0A7J7RFV0_MYOMY, tr|A0A7J7RFU8|A0A7J7RFU8_MYOMY, tr|A0A7J7RG96|A0A7J7RG96_MYOMY, tr|A0A7J7RFW6|A0A7J7RFW6_MYOMY, tr|A0A7J7RFP1|A0A7J7RFP1_MYOMY, tr|A0A7J7RFL2|A0A7J7RFL2_MYOMY, tr|A0A7J7RFH8|A0A7J7RFH8_MYOMY, tr|A0A7J7RFS0|A0A7J7RFS0_MYOMY, tr|A0A7J7RG94|A0A7J7RG94_MYOMY, tr|A0A7J7RGE9|A0A7J7RGE9_MYOMY, tr|A0A7J7RFL7|A0A7J7RFL7_MYOMY, tr|A0A7J7RG48|A0A7J7RG48_MYOMY, tr|A0A7J7RG42|A0A7J7RG42_MYOMY
OG0000028	sp|A6NLX3|SPDE4_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN	tr|A0A7J7QZV6|A0A7J7QZV6_MYOMY, tr|A0A7J7XH42|A0A7J7XH42_MYOMY
OG0000030	sp|Q5JQS5|OR2BB_HUMAN	tr|A0A7J7XIV9|A0A7J7XIV9_MYOMY
OG0000030	sp|P58173|OR2B6_HUMAN, sp|Q9GZK3|OR2B2_HUMAN, sp|O76000|OR2B3_HUMAN, sp|O95371|OR2C1_HUMAN, sp|Q9GZK4|OR2H1_HUMAN, sp|O95918|OR2H2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8N628|OR2C3_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|O76001|OR2J3_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN	tr|A0A7J7XIN3|A0A7J7XIN3_MYOMY
OG0000031	sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|Q3SY77|UD3A2_HUMAN, sp|P22309|UD11_HUMAN, sp|P35503|UD13_HUMAN, sp|P35504|UD15_HUMAN, sp|P22310|UD14_HUMAN, sp|P19224|UD16_HUMAN, sp|O60656|UD19_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW7|UD17_HUMAN	tr|A0A7J8ALK3|A0A7J8ALK3_MYOMY
OG0000032	sp|Q8N8L2|ZN491_HUMAN, sp|O60384|ZN861_HUMAN, sp|Q96I27|ZN625_HUMAN, sp|Q8N7K0|ZN433_HUMAN, sp|C9JN71|ZN878_HUMAN, sp|Q8N8Z8|ZN441_HUMAN, sp|P16415|ZN823_HUMAN, sp|Q96GE5|ZN799_HUMAN, sp|Q9Y2A4|ZN443_HUMAN, sp|P15621|ZNF44_HUMAN, sp|Q8TA94|ZN563_HUMAN, sp|Q9H7R0|ZN442_HUMAN, sp|Q7L945|ZN627_HUMAN, sp|P52737|ZN136_HUMAN, sp|Q8NDP4|ZN439_HUMAN, sp|Q9UC07|ZNF69_HUMAN, sp|Q9H0M5|ZN700_HUMAN, sp|Q0D2J5|ZN763_HUMAN, sp|Q8IYI8|ZN440_HUMAN, sp|Q08AG5|ZN844_HUMAN, sp|P17024|ZNF20_HUMAN	tr|A0A7J7VYW3|A0A7J7VYW3_MYOMY
OG0000035	sp|A0A0B4J2E0|TVBL4_HUMAN, sp|P01733|TVBL3_HUMAN, sp|A0A1B0GX78|TVBL5_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A5A6|TVBK3_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX68|TVB2_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A087WV62|TVB16_HUMAN, sp|A0A0A0MS06|TVB23_HUMAN, sp|A0A087X0M5|TVB18_HUMAN	tr|A0A7J7V442|A0A7J7V442_MYOMY
OG0000039	sp|P0C7N1|OR8U8_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N5|OR8U9_HUMAN	tr|A0A7J7VJJ3|A0A7J7VJJ3_MYOMY, tr|A0A7J7VJS4|A0A7J7VJS4_MYOMY
OG0000039	sp|Q8NH85|OR5R1_HUMAN	tr|A0A7J7VJJ1|A0A7J7VJJ1_MYOMY
OG0000039	sp|Q8NGG0|OR8J3_HUMAN, sp|Q8NGP2|OR8J1_HUMAN, sp|Q8NGG1|OR8J2_HUMAN, sp|Q8NH69|OR5W2_HUMAN, sp|Q8NGQ1|OR9G4_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|Q8N0Y5|OR8I2_HUMAN, sp|Q8NGG4|OR8H1_HUMAN, sp|Q8N162|OR8H2_HUMAN, sp|Q8N146|OR8H3_HUMAN, sp|P0C617|O5AL1_HUMAN	tr|A0A7J7VJG4|A0A7J7VJG4_MYOMY
OG0000040	sp|Q9H4T2|ZSC16_HUMAN	tr|A0A7J7SUX8|A0A7J7SUX8_MYOMY
OG0000040	sp|Q86W11|ZSC30_HUMAN, sp|P49910|ZN165_HUMAN	tr|A0A7J7SUW9|A0A7J7SUW9_MYOMY
OG0000040	sp|Q9UNY5|ZN232_HUMAN, sp|Q8NF99|ZN397_HUMAN	tr|A0A7J7W2A1|A0A7J7W2A1_MYOMY
OG0000040	sp|Q9BRR0|ZKSC3_HUMAN, sp|Q969J2|ZKSC4_HUMAN, sp|Q16670|ZSC26_HUMAN, sp|Q9Y2P0|ZN835_HUMAN	tr|A0A7J7R0E2|A0A7J7R0E2_MYOMY
OG0000040	sp|P17028|ZNF24_HUMAN, sp|Q96N95|ZN396_HUMAN	tr|A0A7J7W2E2|A0A7J7W2E2_MYOMY
OG0000042	tr|B3KNS4|B3KNS4_HUMAN	tr|A0A7J7ZXB3|A0A7J7ZXB3_MYOMY
OG0000042	sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61568|ENK11_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63133|POK8_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN	tr|A0A7J7V3E5|A0A7J7V3E5_MYOMY
OG0000043	sp|Q8NGD4|OR4K1_HUMAN	tr|A0A7J8APL1|A0A7J8APL1_MYOMY
OG0000043	sp|Q8NGB9|OR4F6_HUMAN	tr|A0A7J8AP68|A0A7J8AP68_MYOMY
OG0000043	sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q8NGB8|O4F15_HUMAN	tr|A0A7J8ANJ7|A0A7J8ANJ7_MYOMY
OG0000043	sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NGD2|OR4K2_HUMAN	tr|A0A7J8AQ12|A0A7J8AQ12_MYOMY
OG0000044	sp|Q8NH73|OR4S2_HUMAN, sp|Q8NH70|O4A16_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q8NH72|OR4C6_HUMAN, sp|Q8NGB2|OR4C5_HUMAN, sp|A6NMZ5|O4C45_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q96R67|OR4CC_HUMAN, sp|Q8NH37|OR4C3_HUMAN, sp|Q8NGM1|OR4CF_HUMAN, sp|Q8NH49|OR4X1_HUMAN, sp|Q8NGF9|OR4X2_HUMAN, sp|Q8NGF8|OR4B1_HUMAN	tr|A0A7J7VJA1|A0A7J7VJA1_MYOMY
OG0000047	sp|C9JE40|PATL2_HUMAN	tr|A0A7J8ANX7|A0A7J8ANX7_MYOMY
OG0000047	sp|A6NK02|TRI75_HUMAN	tr|A0A7J7XL88|A0A7J7XL88_MYOMY, tr|A0A7J7Z9J6|A0A7J7Z9J6_MYOMY, tr|A0A7J8AN06|A0A7J8AN06_MYOMY, tr|A0A7J7XM90|A0A7J7XM90_MYOMY
OG0000047	sp|Q9HCM9|TRI39_HUMAN	tr|A0A7J7RKQ8|A0A7J7RKQ8_MYOMY
OG0000047	sp|Q5EBN2|TRI61_HUMAN	tr|A0A7J7XHJ4|A0A7J7XHJ4_MYOMY
OG0000049	sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN	tr|A0A7J7Z9J2|A0A7J7Z9J2_MYOMY
OG0000053	sp|P29322|EPHA8_HUMAN	tr|A0A7J7ZVR3|A0A7J7ZVR3_MYOMY
OG0000053	sp|Q9UF33|EPHA6_HUMAN	tr|A0A7J7ZV76|A0A7J7ZV76_MYOMY
OG0000053	sp|P29323|EPHB2_HUMAN	tr|A0A7J7ZUG6|A0A7J7ZUG6_MYOMY
OG0000053	sp|P54762|EPHB1_HUMAN	tr|A0A7J7UBY7|A0A7J7UBY7_MYOMY
OG0000053	sp|P54753|EPHB3_HUMAN	tr|A0A7J7ZUJ8|A0A7J7ZUJ8_MYOMY
OG0000053	sp|P54764|EPHA4_HUMAN	tr|A0A7J7WGI0|A0A7J7WGI0_MYOMY
OG0000053	sp|Q15375|EPHA7_HUMAN	tr|A0A7J7WV11|A0A7J7WV11_MYOMY
OG0000053	sp|P54756|EPHA5_HUMAN	tr|A0A7J8AK56|A0A7J8AK56_MYOMY
OG0000053	sp|P29320|EPHA3_HUMAN	tr|A0A7J7ZUJ0|A0A7J7ZUJ0_MYOMY
OG0000054	sp|Q92876|KLK6_HUMAN	tr|A0A7J7RFV7|A0A7J7RFV7_MYOMY
OG0000054	sp|Q9P0G3|KLK14_HUMAN	tr|A0A7J7RFX6|A0A7J7RFX6_MYOMY
OG0000054	sp|O60259|KLK8_HUMAN	tr|A0A7J7RFK5|A0A7J7RFK5_MYOMY
OG0000054	sp|Q9UBX7|KLK11_HUMAN	tr|A0A7J7RFH9|A0A7J7RFH9_MYOMY
OG0000054	sp|Q9H2R5|KLK15_HUMAN	tr|A0A7J7RG10|A0A7J7RG10_MYOMY
OG0000055	sp|Q86VP3|PACS2_HUMAN	tr|A0A7J7R1C5|A0A7J7R1C5_MYOMY
OG0000055	sp|Q6VY07|PACS1_HUMAN	tr|A0A7J7T779|A0A7J7T779_MYOMY, tr|A0A7J7T825|A0A7J7T825_MYOMY, tr|A0A7J7T788|A0A7J7T788_MYOMY, tr|A0A7J7Z7M6|A0A7J7Z7M6_MYOMY, tr|A0A7J7Z7E5|A0A7J7Z7E5_MYOMY, tr|A0A7J7T759|A0A7J7T759_MYOMY, tr|A0A7J7T656|A0A7J7T656_MYOMY, tr|A0A7J7T6Q4|A0A7J7T6Q4_MYOMY, tr|A0A7J7T6Y6|A0A7J7T6Y6_MYOMY, tr|A0A7J7QSI0|A0A7J7QSI0_MYOMY, tr|A0A7J7T708|A0A7J7T708_MYOMY, tr|A0A7J7SRJ7|A0A7J7SRJ7_MYOMY, tr|A0A7J7Z4V5|A0A7J7Z4V5_MYOMY, tr|A0A7J7Z4I8|A0A7J7Z4I8_MYOMY, tr|A0A7J7VK14|A0A7J7VK14_MYOMY
OG0000056	sp|Q969H8|MYDGF_HUMAN	tr|A0A7J7VI58|A0A7J7VI58_MYOMY, tr|A0A7J7T696|A0A7J7T696_MYOMY, tr|A0A7J7ZXP9|A0A7J7ZXP9_MYOMY, tr|A0A7J7RFL9|A0A7J7RFL9_MYOMY, tr|A0A7J7WHI6|A0A7J7WHI6_MYOMY, tr|A0A7J7QSM8|A0A7J7QSM8_MYOMY, tr|A0A7J7T6J3|A0A7J7T6J3_MYOMY, tr|A0A7J7V3W5|A0A7J7V3W5_MYOMY, tr|A0A7J7T6S3|A0A7J7T6S3_MYOMY, tr|A0A7J7RSE2|A0A7J7RSE2_MYOMY, tr|A0A7J7XHM9|A0A7J7XHM9_MYOMY, tr|A0A7J7VYI4|A0A7J7VYI4_MYOMY, tr|A0A7J7ZY92|A0A7J7ZY92_MYOMY, tr|A0A7J7Z5P9|A0A7J7Z5P9_MYOMY, tr|A0A7J7XIH3|A0A7J7XIH3_MYOMY, tr|A0A7J7ZXA2|A0A7J7ZXA2_MYOMY, tr|A0A7J7TTR0|A0A7J7TTR0_MYOMY
OG0000057	sp|Q6IFN5|O7E24_HUMAN	tr|A0A7J7XIX0|A0A7J7XIX0_MYOMY, tr|A0A7J7XIN1|A0A7J7XIN1_MYOMY, tr|A0A7J7XJW5|A0A7J7XJW5_MYOMY, tr|A0A7J7XIP3|A0A7J7XIP3_MYOMY, tr|A0A7J7XIU3|A0A7J7XIU3_MYOMY, tr|A0A7J7XIV3|A0A7J7XIV3_MYOMY, tr|A0A7J7XIS2|A0A7J7XIS2_MYOMY, tr|A0A7J7XIR6|A0A7J7XIR6_MYOMY, tr|A0A7J7XJ94|A0A7J7XJ94_MYOMY, tr|A0A7J7XJR5|A0A7J7XJR5_MYOMY, tr|A0A7J7XIM6|A0A7J7XIM6_MYOMY, tr|A0A7J7XIU4|A0A7J7XIU4_MYOMY, tr|A0A7J7R9W2|A0A7J7R9W2_MYOMY, tr|A0A7J7R9R7|A0A7J7R9R7_MYOMY, tr|A0A7J7RBP3|A0A7J7RBP3_MYOMY, tr|A0A7J7XIM4|A0A7J7XIM4_MYOMY, tr|A0A7J7RBX1|A0A7J7RBX1_MYOMY
OG0000058	sp|O94827|PKHG5_HUMAN	tr|A0A7J7YDW0|A0A7J7YDW0_MYOMY, tr|A0A7J7Z510|A0A7J7Z510_MYOMY, tr|A0A7J7ZXG5|A0A7J7ZXG5_MYOMY, tr|A0A7J7YDY5|A0A7J7YDY5_MYOMY, tr|A0A7J7YE98|A0A7J7YE98_MYOMY, tr|A0A7J8A0D3|A0A7J8A0D3_MYOMY, tr|A0A7J7ZXR6|A0A7J7ZXR6_MYOMY, tr|A0A7J7RDH3|A0A7J7RDH3_MYOMY, tr|A0A7J7ZYD2|A0A7J7ZYD2_MYOMY, tr|A0A7J7V3Z0|A0A7J7V3Z0_MYOMY, tr|A0A7J7W035|A0A7J7W035_MYOMY, tr|A0A7J7YE92|A0A7J7YE92_MYOMY, tr|A0A7J7VZC1|A0A7J7VZC1_MYOMY, tr|A0A7J7YEP9|A0A7J7YEP9_MYOMY, tr|A0A7J7YDQ9|A0A7J7YDQ9_MYOMY, tr|A0A7J7YDU6|A0A7J7YDU6_MYOMY, tr|A0A7J8A0R4|A0A7J8A0R4_MYOMY
OG0000061	sp|Q86WN2|IFNE_HUMAN	tr|A0A7J7UP35|A0A7J7UP35_MYOMY
OG0000061	sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01570|IFN14_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P01574|IFNB_HUMAN	tr|A0A7J7UP36|A0A7J7UP36_MYOMY
OG0000062	sp|Q15973|ZN124_HUMAN	tr|A0A7J7XLS0|A0A7J7XLS0_MYOMY, tr|A0A7J7XDC0|A0A7J7XDC0_MYOMY, tr|A0A7J7XN10|A0A7J7XN10_MYOMY, tr|A0A7J7XMP1|A0A7J7XMP1_MYOMY, tr|A0A7J7XLS9|A0A7J7XLS9_MYOMY, tr|A0A7J7XEE3|A0A7J7XEE3_MYOMY, tr|A0A7J7XLV4|A0A7J7XLV4_MYOMY, tr|A0A7J7XLS8|A0A7J7XLS8_MYOMY, tr|A0A7J7XLU1|A0A7J7XLU1_MYOMY, tr|A0A7J7XLX9|A0A7J7XLX9_MYOMY, tr|A0A7J7R9X6|A0A7J7R9X6_MYOMY, tr|A0A7J7XLZ7|A0A7J7XLZ7_MYOMY, tr|A0A7J7R9V1|A0A7J7R9V1_MYOMY, tr|A0A7J7RA35|A0A7J7RA35_MYOMY, tr|A0A7J7R9R6|A0A7J7R9R6_MYOMY, tr|A0A7J7R9S7|A0A7J7R9S7_MYOMY
OG0000064	sp|P0DW14|TFKLJ_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|A0A7J7WXV0|A0A7J7WXV0_MYOMY
OG0000066	sp|A6NLW8|DUXA_HUMAN	tr|A0A7J7Z2E0|A0A7J7Z2E0_MYOMY
OG0000066	sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN	tr|A0A7J7SBM4|A0A7J7SBM4_MYOMY
OG0000068	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|A0A7J7URD5|A0A7J7URD5_MYOMY
OG0000068	sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A7J7TKF5|A0A7J7TKF5_MYOMY
OG0000069	sp|Q8NGG7|OR8A1_HUMAN, sp|P0C7N8|OR9G9_HUMAN, sp|Q8NGM9|OR8D4_HUMAN, sp|Q8WZ84|OR8D1_HUMAN, sp|Q9GZM6|OR8D2_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q8NGG8|OR8B3_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q96RC9|OR8B4_HUMAN	tr|A0A7J7S2A7|A0A7J7S2A7_MYOMY
OG0000070	sp|Q8NGS7|O13C8_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|O95006|OR2F2_HUMAN, sp|Q13607|OR2F1_HUMAN	tr|A0A7J7UQD5|A0A7J7UQD5_MYOMY
OG0000075	sp|P55286|CADH8_HUMAN	tr|A0A7J7SAV8|A0A7J7SAV8_MYOMY
OG0000075	sp|P55287|CAD11_HUMAN	tr|A0A7J7SA53|A0A7J7SA53_MYOMY
OG0000075	sp|P55289|CAD12_HUMAN	tr|A0A7J7XXU7|A0A7J7XXU7_MYOMY
OG0000075	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A7J7XYS0|A0A7J7XYS0_MYOMY
OG0000075	sp|P55285|CADH6_HUMAN, sp|Q9ULB4|CADH9_HUMAN	tr|A0A7J7XY70|A0A7J7XY70_MYOMY
OG0000075	sp|Q9HBT6|CAD20_HUMAN, sp|Q9ULB5|CADH7_HUMAN	tr|A0A7J7VWU2|A0A7J7VWU2_MYOMY
OG0000076	sp|Q96NG5|ZN558_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|A8MT65|ZN891_HUMAN, sp|Q86TJ5|ZN554_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q9BR84|ZN559_HUMAN, sp|Q8N587|ZN561_HUMAN, sp|Q6V9R5|ZN562_HUMAN, sp|Q96MU6|ZN778_HUMAN, sp|Q9BUY5|ZN426_HUMAN, sp|Q96MR9|ZN560_HUMAN, sp|P58317|ZN121_HUMAN, sp|Q14584|ZN266_HUMAN	tr|A0A7J7XLP0|A0A7J7XLP0_MYOMY
OG0000077	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A7J7T5K6|A0A7J7T5K6_MYOMY
OG0000077	sp|Q2M2I5|K1C24_HUMAN	tr|A0A7J7T5W6|A0A7J7T5W6_MYOMY
OG0000077	sp|Q99456|K1C12_HUMAN	tr|A0A7J7T5F8|A0A7J7T5F8_MYOMY
OG0000077	sp|P13645|K1C10_HUMAN	tr|A0A7J7T5V5|A0A7J7T5V5_MYOMY
OG0000077	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A7J7T5Z9|A0A7J7T5Z9_MYOMY
OG0000077	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A7J7T6A1|A0A7J7T6A1_MYOMY
OG0000077	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A7J7T5L5|A0A7J7T5L5_MYOMY
OG0000078	sp|Q9NYT6|ZN226_HUMAN	tr|A0A7J7SEN2|A0A7J7SEN2_MYOMY
OG0000078	sp|Q02386|ZNF45_HUMAN	tr|A0A7J7SE40|A0A7J7SE40_MYOMY
OG0000078	sp|Q14588|ZN234_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN	tr|A0A7J7SDY9|A0A7J7SDY9_MYOMY
OG0000079	sp|A6NMS3|OR5K4_HUMAN	tr|A0A7J7ZZB0|A0A7J7ZZB0_MYOMY
OG0000079	sp|A6NET4|OR5K3_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN	tr|A0A7J8A0J8|A0A7J8A0J8_MYOMY
OG0000080	sp|Q92764|KRT35_HUMAN	tr|A0A7J7T5H6|A0A7J7T5H6_MYOMY
OG0000080	sp|Q6A162|K1C40_HUMAN	tr|A0A7J7T5H0|A0A7J7T5H0_MYOMY
OG0000080	sp|Q6A163|K1C39_HUMAN	tr|A0A7J7T608|A0A7J7T608_MYOMY
OG0000081	sp|Q01118|SCN7A_HUMAN	tr|A0A7J7WJI2|A0A7J7WJI2_MYOMY
