Orthogroup	Homo_sapiens	Diceros_bicornis_minor
OG0000011	sp|Q8NGA0|OR7G1_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q8NG95|OR7G3_HUMAN, sp|Q6IFN5|O7E24_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O76100|OR7AA_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|O14581|OR7AH_HUMAN, sp|O76099|OR7C1_HUMAN, sp|O60412|OR7C2_HUMAN, sp|Q96RA2|OR7D2_HUMAN, sp|Q8NG98|OR7D4_HUMAN, sp|P47890|OR1G1_HUMAN, sp|O60431|OR1I1_HUMAN, sp|Q8NGR9|OR1N2_HUMAN, sp|Q8NGA1|OR1M1_HUMAN, sp|Q8NGS0|OR1N1_HUMAN, sp|Q8NGQ3|OR1S2_HUMAN, sp|Q8NH92|OR1S1_HUMAN, sp|Q8NH06|OR1P1_HUMAN, sp|Q8WZA6|OR1E3_HUMAN, sp|P47887|OR1E2_HUMAN, sp|P30953|OR1E1_HUMAN, sp|Q8NGS3|OR1J1_HUMAN, sp|Q8NGS2|OR1J2_HUMAN, sp|Q8NGS1|OR1J4_HUMAN, sp|Q8NHA8|OR1FC_HUMAN, sp|O43749|OR1F1_HUMAN, sp|Q96R84|OR1F2_HUMAN, tr|A0A286YEU6|A0A286YEU6_HUMAN, sp|Q8NGR6|OR1B1_HUMAN, sp|Q8NGR3|OR1K1_HUMAN, sp|Q15619|OR1C1_HUMAN, sp|Q9Y585|OR1A2_HUMAN, sp|Q9P1Q5|OR1A1_HUMAN, sp|P47884|OR1D4_HUMAN, sp|P58170|OR1D5_HUMAN, sp|P34982|OR1D2_HUMAN, sp|Q8NGR8|OR1L8_HUMAN, sp|Q15612|OR1Q1_HUMAN, sp|Q8NGR2|OR1L6_HUMAN, sp|Q8NGR5|OR1L4_HUMAN, sp|Q8NH94|OR1L1_HUMAN, sp|Q8NH93|OR1L3_HUMAN	tr|A0A7J7E796|A0A7J7E796_DICBM
OG0000014	sp|P20813|CP2B6_HUMAN	tr|A0A7J7F8C2|A0A7J7F8C2_DICBM, tr|A0A7J7F858|A0A7J7F858_DICBM, tr|A0A7J7F7X0|A0A7J7F7X0_DICBM, tr|A0A7J7F807|A0A7J7F807_DICBM, tr|A0A7J7F8X7|A0A7J7F8X7_DICBM
OG0000014	sp|P24903|CP2F1_HUMAN	tr|A0A7J7F821|A0A7J7F821_DICBM, tr|A0A7J7F7Y9|A0A7J7F7Y9_DICBM, tr|A0A7J7F817|A0A7J7F817_DICBM, tr|A0A7J7F8Y1|A0A7J7F8Y1_DICBM, tr|A0A7J7F853|A0A7J7F853_DICBM, tr|A0A7J7F812|A0A7J7F812_DICBM, tr|A0A7J7F7Y0|A0A7J7F7Y0_DICBM, tr|A0A7J7F8X1|A0A7J7F8X1_DICBM, tr|A0A7J7F7X9|A0A7J7F7X9_DICBM, tr|A0A7J7F7T6|A0A7J7F7T6_DICBM, tr|A0A7J7F7W2|A0A7J7F7W2_DICBM, tr|A0A7J7F8V7|A0A7J7F8V7_DICBM, tr|A0A7J7F7S8|A0A7J7F7S8_DICBM, tr|A0A7J7F8B2|A0A7J7F8B2_DICBM, tr|A0A7J7F7W9|A0A7J7F7W9_DICBM, tr|A0A7J7F7Z8|A0A7J7F7Z8_DICBM, tr|A0A7J7E6B6|A0A7J7E6B6_DICBM, tr|A0A7J7E761|A0A7J7E761_DICBM, tr|A0A7J7E6A8|A0A7J7E6A8_DICBM, tr|A0A7J7E6B8|A0A7J7E6B8_DICBM, tr|A0A7J7E6E4|A0A7J7E6E4_DICBM, tr|A0A7J7E6J0|A0A7J7E6J0_DICBM, tr|A0A7J7F8W2|A0A7J7F8W2_DICBM, tr|A0A7J7E657|A0A7J7E657_DICBM, tr|A0A7J7F6B6|A0A7J7F6B6_DICBM, tr|A0A7J7FPB7|A0A7J7FPB7_DICBM, tr|A0A7J7F8D1|A0A7J7F8D1_DICBM, tr|A0A7J7F801|A0A7J7F801_DICBM, tr|A0A7J7F843|A0A7J7F843_DICBM, tr|A0A7J7F8U7|A0A7J7F8U7_DICBM
OG0000018	sp|Q8NG97|OR2Z1_HUMAN, sp|A6NM03|O2AG2_HUMAN, sp|Q9H205|O2AG1_HUMAN, sp|A3KFT3|OR2M5_HUMAN, sp|Q8NG81|OR2M7_HUMAN, sp|Q8NG83|OR2M3_HUMAN, sp|Q96R28|OR2M2_HUMAN, sp|Q96R27|OR2M4_HUMAN, sp|Q8NGZ0|O2AJ1_HUMAN, sp|Q8NHA4|O2AE1_HUMAN, sp|Q8NG77|O2T12_HUMAN, sp|Q8NG76|O2T33_HUMAN, sp|A6NH00|OR2T8_HUMAN, sp|Q8NGY9|OR2L8_HUMAN, sp|Q8NG85|OR2L3_HUMAN, sp|Q8NG80|OR2L5_HUMAN, sp|Q8NH16|OR2L2_HUMAN, sp|Q8N349|OR2LD_HUMAN, sp|Q8NG84|O2AK2_HUMAN, sp|Q8NHB1|OR2V1_HUMAN, sp|Q96R30|OR2V2_HUMAN, sp|Q8NHC8|OR2T6_HUMAN, sp|O43869|OR2T1_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q8NH01|O2T11_HUMAN	tr|A0A7J7FN60|A0A7J7FN60_DICBM
OG0000019	sp|Q9C030|TRIM6_HUMAN	tr|A0A7J7ESY9|A0A7J7ESY9_DICBM
OG0000019	sp|Q8IYM9|TRI22_HUMAN	tr|A0A7J7ESG1|A0A7J7ESG1_DICBM
OG0000019	sp|Q9BYJ4|TRI34_HUMAN	tr|A0A7J7ESR4|A0A7J7ESR4_DICBM
OG0000021	sp|Q08379|GOGA2_HUMAN, sp|Q9HBQ8|GGA2B_HUMAN, sp|A6NI86|GG6LA_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|H0YKK7|GG6LS_HUMAN, sp|A6NEM1|GG6L9_HUMAN, sp|A6NEF3|GG6L4_HUMAN, sp|A6NEY3|GG6L3_HUMAN, tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NCC3|GOG8O_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|F8WBI6|GOG8N_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|P0CJ92|GOG8H_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|A6NC78|GOG8I_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|P0CG33|GOG6D_HUMAN	tr|A0A7J7FJR0|A0A7J7FJR0_DICBM
OG0000022	sp|O15480|MAGB3_HUMAN	tr|A0A7J7E944|A0A7J7E944_DICBM
OG0000022	sp|Q8TD91|MAGC3_HUMAN	tr|A0A7J7E9Q4|A0A7J7E9Q4_DICBM, tr|A0A7J7EWS1|A0A7J7EWS1_DICBM
OG0000022	sp|O60732|MAGC1_HUMAN, sp|Q9UBF1|MAGC2_HUMAN	tr|A0A7J7EGP2|A0A7J7EGP2_DICBM
OG0000025	sp|P25686|DNJB2_HUMAN	tr|A0A7J7F460|A0A7J7F460_DICBM
OG0000025	sp|Q9H853|TBA4B_HUMAN	tr|A0A7J7F3D1|A0A7J7F3D1_DICBM, tr|A0A7J7F5V3|A0A7J7F5V3_DICBM, tr|A0A7J7EUD1|A0A7J7EUD1_DICBM, tr|A0A7J7FKR3|A0A7J7FKR3_DICBM, tr|A0A7J7F4V6|A0A7J7F4V6_DICBM, tr|A0A7J7EIJ6|A0A7J7EIJ6_DICBM, tr|A0A7J7F4Q2|A0A7J7F4Q2_DICBM, tr|A0A7J7F5A8|A0A7J7F5A8_DICBM, tr|A0A7J7F4W6|A0A7J7F4W6_DICBM, tr|A0A7J7F528|A0A7J7F528_DICBM, tr|A0A7J7EJ72|A0A7J7EJ72_DICBM, tr|A0A7J7EJF0|A0A7J7EJF0_DICBM, tr|A0A7J7EJ23|A0A7J7EJ23_DICBM, tr|A0A7J7EJ03|A0A7J7EJ03_DICBM, tr|A0A7J7EB68|A0A7J7EB68_DICBM, tr|A0A7J7EIJ5|A0A7J7EIJ5_DICBM, tr|A0A7J7FIF0|A0A7J7FIF0_DICBM, tr|A0A7J7FGQ7|A0A7J7FGQ7_DICBM, tr|A0A7J7F4Q3|A0A7J7F4Q3_DICBM, tr|A0A7J7EJ89|A0A7J7EJ89_DICBM, tr|A0A7J7FG52|A0A7J7FG52_DICBM, tr|A0A7J7EXN1|A0A7J7EXN1_DICBM, tr|A0A7J7EIX7|A0A7J7EIX7_DICBM, tr|A0A7J7EIG4|A0A7J7EIG4_DICBM, tr|A0A7J7EII4|A0A7J7EII4_DICBM
OG0000027	sp|A0A0A0MT36|KVD21_HUMAN, sp|A0A0C4DH24|KV621_HUMAN, sp|A0A0C4DH26|KVD41_HUMAN, sp|P06315|KV502_HUMAN	tr|A0A7J7FDG5|A0A7J7FDG5_DICBM
OG0000027	sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|P01619|KV320_HUMAN, sp|P06312|KV401_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN	tr|A0A7J7EGX4|A0A7J7EGX4_DICBM
OG0000028	sp|Q8TCB6|O51E1_HUMAN, sp|Q9H255|O51E2_HUMAN, sp|Q8NGF3|O51D1_HUMAN, sp|Q8NGK4|O52K1_HUMAN, sp|Q8NGK3|O52K2_HUMAN, sp|Q8NH57|O52P1_HUMAN, sp|Q8NGH7|O52L1_HUMAN, sp|Q8NGH6|O52L2_HUMAN, sp|Q8NGF1|O52R1_HUMAN, sp|Q8NGI0|O52N2_HUMAN, sp|Q8NH53|O52N1_HUMAN, sp|Q8NGI2|O52N4_HUMAN, sp|Q8NH56|O52N5_HUMAN, sp|Q6IFG1|O52E8_HUMAN, sp|Q96RD3|O52E6_HUMAN, sp|Q8NGH9|O52E4_HUMAN, sp|Q8NGJ3|O52E1_HUMAN, sp|Q8NGJ4|O52E2_HUMAN, sp|Q8NH55|O52E5_HUMAN, sp|Q8NH60|O52J3_HUMAN, sp|Q9H346|O52D1_HUMAN, sp|Q8NGJ2|O52H1_HUMAN, sp|Q96RD2|O52B2_HUMAN, sp|Q8NGF0|O52B6_HUMAN, sp|P0C646|O52Z1_HUMAN	tr|A0A7J7ESI6|A0A7J7ESI6_DICBM
OG0000030	sp|Q9P0L2|MARK1_HUMAN	tr|A0A7J7EEB9|A0A7J7EEB9_DICBM
OG0000030	sp|P27448|MARK3_HUMAN	tr|A0A7J7FEN9|A0A7J7FEN9_DICBM
OG0000030	sp|Q96L34|MARK4_HUMAN	tr|A0A7J7E3Y9|A0A7J7E3Y9_DICBM
OG0000030	sp|Q7KZI7|MARK2_HUMAN	tr|A0A7J7EC19|A0A7J7EC19_DICBM, tr|A0A7J7F9E9|A0A7J7F9E9_DICBM, tr|A0A7J7F3Q9|A0A7J7F3Q9_DICBM, tr|A0A7J7ETZ3|A0A7J7ETZ3_DICBM, tr|A0A7J7F337|A0A7J7F337_DICBM, tr|A0A7J7F3L4|A0A7J7F3L4_DICBM, tr|A0A7J7FAK6|A0A7J7FAK6_DICBM, tr|A0A7J7E9D2|A0A7J7E9D2_DICBM, tr|A0A7J7FI95|A0A7J7FI95_DICBM, tr|A0A7J7FEU2|A0A7J7FEU2_DICBM, tr|A0A7J7EU82|A0A7J7EU82_DICBM, tr|A0A7J7FAB9|A0A7J7FAB9_DICBM, tr|A0A7J7F9D6|A0A7J7F9D6_DICBM, tr|A0A7J7EYT8|A0A7J7EYT8_DICBM, tr|A0A7J7F3U0|A0A7J7F3U0_DICBM, tr|A0A7J7ET97|A0A7J7ET97_DICBM, tr|A0A7J7EA94|A0A7J7EA94_DICBM, tr|A0A7J7FD76|A0A7J7FD76_DICBM
OG0000031	sp|O00748|EST2_HUMAN	tr|A0A7J7EVA1|A0A7J7EVA1_DICBM, tr|A0A7J7EVH2|A0A7J7EVH2_DICBM, tr|A0A7J7EVH1|A0A7J7EVH1_DICBM, tr|A0A7J7FGH3|A0A7J7FGH3_DICBM, tr|A0A7J7FHQ9|A0A7J7FHQ9_DICBM, tr|A0A7J7FGL6|A0A7J7FGL6_DICBM, tr|A0A7J7FGK0|A0A7J7FGK0_DICBM, tr|A0A7J7FGU6|A0A7J7FGU6_DICBM, tr|A0A7J7FGM4|A0A7J7FGM4_DICBM, tr|A0A7J7EV65|A0A7J7EV65_DICBM, tr|A0A7J7FGW1|A0A7J7FGW1_DICBM, tr|A0A7J7EW74|A0A7J7EW74_DICBM, tr|A0A7J7EV51|A0A7J7EV51_DICBM, tr|A0A7J7EVT3|A0A7J7EVT3_DICBM, tr|A0A7J7FHM2|A0A7J7FHM2_DICBM, tr|A0A7J7EVI7|A0A7J7EVI7_DICBM, tr|A0A7J7EV84|A0A7J7EV84_DICBM, tr|A0A7J7EVN7|A0A7J7EVN7_DICBM, tr|A0A7J7EVS0|A0A7J7EVS0_DICBM, tr|A0A7J7FGK4|A0A7J7FGK4_DICBM, tr|A0A7J7EYE5|A0A7J7EYE5_DICBM, tr|A0A7J7EV34|A0A7J7EV34_DICBM, tr|A0A7J7FH08|A0A7J7FH08_DICBM, tr|A0A7J7EVJ9|A0A7J7EVJ9_DICBM
OG0000032	sp|Q9P275|UBP36_HUMAN	tr|A0A7J7EGV8|A0A7J7EGV8_DICBM
OG0000032	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|Q9H9J4|UBP42_HUMAN	tr|A0A7J7ER23|A0A7J7ER23_DICBM
OG0000034	sp|P11142|HSP7C_HUMAN	tr|A0A7J7F0M0|A0A7J7F0M0_DICBM
OG0000034	sp|P54652|HSP72_HUMAN	tr|A0A7J7F560|A0A7J7F560_DICBM
OG0000034	sp|P34931|HS71L_HUMAN	tr|A0A7J7EIV0|A0A7J7EIV0_DICBM
OG0000034	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A7J7EIC0|A0A7J7EIC0_DICBM
OG0000034	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|A0A7J7EAS3|A0A7J7EAS3_DICBM, tr|A0A7J7EGJ6|A0A7J7EGJ6_DICBM, tr|A0A7J7EBR3|A0A7J7EBR3_DICBM, tr|A0A7J7EAT6|A0A7J7EAT6_DICBM, tr|A0A7J7EGT3|A0A7J7EGT3_DICBM, tr|A0A7J7FLC6|A0A7J7FLC6_DICBM, tr|A0A7J7FID2|A0A7J7FID2_DICBM, tr|A0A7J7EX57|A0A7J7EX57_DICBM, tr|A0A7J7EWU8|A0A7J7EWU8_DICBM, tr|A0A7J7EX53|A0A7J7EX53_DICBM, tr|A0A7J7EX96|A0A7J7EX96_DICBM
OG0000034	sp|P11021|BIP_HUMAN	tr|A0A7J7FMK4|A0A7J7FMK4_DICBM
OG0000037	sp|A0A1B0GX56|TRDV1_HUMAN	tr|A0A7J7FCL8|A0A7J7FCL8_DICBM, tr|A0A7J7FC93|A0A7J7FC93_DICBM
OG0000037	sp|A0A0B4J277|TVA22_HUMAN	tr|A0A7J7FC76|A0A7J7FC76_DICBM, tr|A0A7J7FCC5|A0A7J7FCC5_DICBM, tr|A0A7J7FC56|A0A7J7FC56_DICBM, tr|A0A7J7FCR1|A0A7J7FCR1_DICBM, tr|A0A7J7FDC0|A0A7J7FDC0_DICBM, tr|A0A7J7FCG1|A0A7J7FCG1_DICBM, tr|A0A7J7FCK8|A0A7J7FCK8_DICBM, tr|A0A7J7FCB6|A0A7J7FCB6_DICBM, tr|A0A7J7FCH4|A0A7J7FCH4_DICBM, tr|A0A7J7FCN1|A0A7J7FCN1_DICBM, tr|A0A7J7FCE0|A0A7J7FCE0_DICBM, tr|A0A7J7FC95|A0A7J7FC95_DICBM, tr|A0A7J7FCA7|A0A7J7FCA7_DICBM, tr|A0A7J7FC61|A0A7J7FC61_DICBM, tr|A0A7J7FCK5|A0A7J7FCK5_DICBM, tr|A0A7J7FC65|A0A7J7FC65_DICBM, tr|A0A7J7FD78|A0A7J7FD78_DICBM, tr|A0A7J7FD71|A0A7J7FD71_DICBM
OG0000038	sp|A0A0J9YVY3|HV741_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN, sp|P0DTW3|HV384_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P23083|HV102_HUMAN, sp|P01743|HV146_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, sp|A0A0C4DH38|HV551_HUMAN, sp|A0A0J9YXX1|HV5X1_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|P01742|HV169_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, sp|P0DP01|HV108_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN	tr|A0A7J7EL07|A0A7J7EL07_DICBM, tr|A0A7J7ELZ4|A0A7J7ELZ4_DICBM
OG0000039	sp|A6QL64|AN36A_HUMAN, sp|Q5JPF3|AN36C_HUMAN, sp|Q8N2N9|AN36B_HUMAN, sp|A6NC57|ANR62_HUMAN, sp|Q9UPS8|ANR26_HUMAN, sp|Q96IX9|A26L1_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|Q92527|ANKR7_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5TYW2|A20A1_HUMAN	tr|A0A7J7FMH8|A0A7J7FMH8_DICBM
OG0000040	sp|P35237|SPB6_HUMAN	tr|A0A7J7FAN7|A0A7J7FAN7_DICBM, tr|A0A7J7FAG6|A0A7J7FAG6_DICBM
OG0000040	sp|P50452|SPB8_HUMAN	tr|A0A7J7ETA9|A0A7J7ETA9_DICBM
OG0000040	sp|P50453|SPB9_HUMAN	tr|A0A7J7FAT9|A0A7J7FAT9_DICBM
OG0000040	sp|P30740|ILEU_HUMAN	tr|A0A7J7FBC1|A0A7J7FBC1_DICBM
OG0000040	sp|Q9UIV8|SPB13_HUMAN	tr|A0A7J7ETA2|A0A7J7ETA2_DICBM
OG0000040	sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN	tr|A0A7J7EUA1|A0A7J7EUA1_DICBM, tr|A0A7J7ETB8|A0A7J7ETB8_DICBM, tr|A0A7J7ETR5|A0A7J7ETR5_DICBM, tr|A0A7J7ETB9|A0A7J7ETB9_DICBM, tr|A0A7J7ETD1|A0A7J7ETD1_DICBM, tr|A0A7J7ETN2|A0A7J7ETN2_DICBM
OG0000041	sp|A6NLX3|SPDE4_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN	tr|A0A7J7ER83|A0A7J7ER83_DICBM
OG0000048	sp|Q9UKR3|KLK13_HUMAN	tr|A0A7J7EN72|A0A7J7EN72_DICBM
OG0000048	sp|Q9P0G3|KLK14_HUMAN	tr|A0A7J7EN59|A0A7J7EN59_DICBM
OG0000048	sp|P35030|TRY3_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P07478|TRY2_HUMAN, sp|P07477|TRY1_HUMAN	tr|A0A7J7EFD4|A0A7J7EFD4_DICBM, tr|A0A7J7EF71|A0A7J7EF71_DICBM
OG0000048	sp|P49862|KLK7_HUMAN, sp|Q9Y337|KLK5_HUMAN, sp|Q9Y5K2|KLK4_HUMAN	tr|A0A7J7EN13|A0A7J7EN13_DICBM
OG0000051	sp|Q01118|SCN7A_HUMAN	tr|A0A7J7E513|A0A7J7E513_DICBM, tr|A0A7J7E4Q7|A0A7J7E4Q7_DICBM, tr|A0A7J7E566|A0A7J7E566_DICBM, tr|A0A7J7F179|A0A7J7F179_DICBM, tr|A0A7J7F1L0|A0A7J7F1L0_DICBM, tr|A0A7J7E575|A0A7J7E575_DICBM, tr|A0A7J7E523|A0A7J7E523_DICBM, tr|A0A7J7E5R4|A0A7J7E5R4_DICBM, tr|A0A7J7E5S4|A0A7J7E5S4_DICBM, tr|A0A7J7F149|A0A7J7F149_DICBM, tr|A0A7J7F938|A0A7J7F938_DICBM, tr|A0A7J7E4R2|A0A7J7E4R2_DICBM, tr|A0A7J7E4Z4|A0A7J7E4Z4_DICBM, tr|A0A7J7FKS6|A0A7J7FKS6_DICBM, tr|A0A7J7F260|A0A7J7F260_DICBM, tr|A0A7J7F1E6|A0A7J7F1E6_DICBM, tr|A0A7J7F1V7|A0A7J7F1V7_DICBM, tr|A0A7J7E4U7|A0A7J7E4U7_DICBM, tr|A0A7J7E4R9|A0A7J7E4R9_DICBM
OG0000052	sp|P56730|NETR_HUMAN	tr|A0A7J7F704|A0A7J7F704_DICBM
OG0000052	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A7J7F686|A0A7J7F686_DICBM
OG0000052	sp|Q86VB7|C163A_HUMAN	tr|A0A7J7EAI8|A0A7J7EAI8_DICBM
OG0000052	sp|Q9NR16|C163B_HUMAN	tr|A0A7J7E9N4|A0A7J7E9N4_DICBM
OG0000052	sp|O43866|CD5L_HUMAN	tr|A0A7J7E9N8|A0A7J7E9N8_DICBM, tr|A0A7J7E9C6|A0A7J7E9C6_DICBM, tr|A0A7J7E9A8|A0A7J7E9A8_DICBM, tr|A0A7J7F6D0|A0A7J7F6D0_DICBM, tr|A0A7J7E9I3|A0A7J7E9I3_DICBM, tr|A0A7J7EM74|A0A7J7EM74_DICBM, tr|A0A7J7EMG1|A0A7J7EMG1_DICBM, tr|A0A7J7EN66|A0A7J7EN66_DICBM, tr|A0A7J7E9X1|A0A7J7E9X1_DICBM, tr|A0A7J7E9J6|A0A7J7E9J6_DICBM
OG0000059	sp|P07947|YES_HUMAN	tr|A0A7J7ETQ2|A0A7J7ETQ2_DICBM
OG0000059	sp|P08631|HCK_HUMAN	tr|A0A7J7EQ18|A0A7J7EQ18_DICBM
OG0000059	sp|P07948|LYN_HUMAN	tr|A0A7J7FDZ4|A0A7J7FDZ4_DICBM
OG0000059	sp|P06239|LCK_HUMAN	tr|A0A7J7E3Z0|A0A7J7E3Z0_DICBM
OG0000059	sp|P51451|BLK_HUMAN	tr|A0A7J7F641|A0A7J7F641_DICBM
OG0000059	sp|P09769|FGR_HUMAN	tr|A0A7J7F985|A0A7J7F985_DICBM
OG0000059	sp|P06241|FYN_HUMAN	tr|A0A7J7EWX5|A0A7J7EWX5_DICBM
OG0000059	sp|P12931|SRC_HUMAN	tr|A0A7J7EPN7|A0A7J7EPN7_DICBM
OG0000061	sp|O43246|CTR4_HUMAN	tr|A0A7J7EIZ6|A0A7J7EIZ6_DICBM, tr|A0A7J7F4U1|A0A7J7F4U1_DICBM, tr|A0A7J7F4Z9|A0A7J7F4Z9_DICBM, tr|A0A7J7F4T4|A0A7J7F4T4_DICBM, tr|A0A7J7F4Y3|A0A7J7F4Y3_DICBM, tr|A0A7J7EJL3|A0A7J7EJL3_DICBM, tr|A0A7J7F5B6|A0A7J7F5B6_DICBM, tr|A0A7J7F5K4|A0A7J7F5K4_DICBM, tr|A0A7J7F4S3|A0A7J7F4S3_DICBM, tr|A0A7J7F4R0|A0A7J7F4R0_DICBM, tr|A0A7J7EJM1|A0A7J7EJM1_DICBM, tr|A0A7J7F596|A0A7J7F596_DICBM, tr|A0A7J7F580|A0A7J7F580_DICBM, tr|A0A7J7F4S0|A0A7J7F4S0_DICBM, tr|A0A7J7F4Z6|A0A7J7F4Z6_DICBM, tr|A0A7J7F4V0|A0A7J7F4V0_DICBM, tr|A0A7J7F4R4|A0A7J7F4R4_DICBM
OG0000062	sp|O00338|ST1C2_HUMAN	tr|A0A7J7FEB1|A0A7J7FEB1_DICBM
