Orthogroup	Homo_sapiens	Octodon_degus
OG0000049	sp|Q9Y5A6|ZSC21_HUMAN, sp|Q86W11|ZSC30_HUMAN	tr|A0A6P6EAV9|A0A6P6EAV9_OCTDE
OG0000049	sp|Q3MJ62|ZSC23_HUMAN	tr|A0A6P6E6R8|A0A6P6E6R8_OCTDE
OG0000049	sp|P17028|ZNF24_HUMAN	tr|A0A6P6EDJ1|A0A6P6EDJ1_OCTDE
OG0000050	sp|Q8NH51|OR8K3_HUMAN	tr|A0A6P3FFE6|A0A6P3FFE6_OCTDE, tr|A0A6P3FUR0|A0A6P3FUR0_OCTDE, tr|A0A6P6DP27|A0A6P6DP27_OCTDE, tr|A0A6P3FFE1|A0A6P3FFE1_OCTDE, tr|A0A6P3V868|A0A6P3V868_OCTDE, tr|A0A6P3FS65|A0A6P3FS65_OCTDE
OG0000050	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A6P3FS75|A0A6P3FS75_OCTDE
OG0000050	sp|Q8NH50|OR8K5_HUMAN	tr|A0A6P3FJF4|A0A6P3FJF4_OCTDE, tr|A0A6P3V8B5|A0A6P3V8B5_OCTDE, tr|A0A6P3FUR5|A0A6P3FUR5_OCTDE, tr|A0A6P3FVT7|A0A6P3FVT7_OCTDE, tr|A0A6P3FHB3|A0A6P3FHB3_OCTDE
OG0000051	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN	tr|A0A6P3FSQ6|A0A6P3FSQ6_OCTDE
OG0000053	sp|Q14CN4|K2C72_HUMAN	tr|A0A6P3FHV9|A0A6P3FHV9_OCTDE
OG0000053	sp|Q7RTS7|K2C74_HUMAN	tr|A0A6P3F3J9|A0A6P3F3J9_OCTDE
OG0000053	sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN	tr|A0A6P3F3F1|A0A6P3F3F1_OCTDE
OG0000055	sp|Q15544|TAF11_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW12|TFKL7_HUMAN	tr|A0A6P3EUY7|A0A6P3EUY7_OCTDE
OG0000057	sp|Q86W28|NALP8_HUMAN	tr|A0A6P3V9K1|A0A6P3V9K1_OCTDE
OG0000057	sp|P59047|NALP5_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|A0A6P6DUZ4|A0A6P6DUZ4_OCTDE
OG0000057	sp|P59045|NAL11_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|Q96MN2|NALP4_HUMAN	tr|A0A6P3V969|A0A6P3V969_OCTDE
OG0000057	sp|Q96P20|NLRP3_HUMAN	tr|A0A6P6DU58|A0A6P6DU58_OCTDE
OG0000057	sp|P59046|NAL12_HUMAN	tr|A0A6P6DW67|A0A6P6DW67_OCTDE
OG0000058	sp|Q5SQ80|A20A2_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|Q96IX9|A26L1_HUMAN, sp|Q92527|ANKR7_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|A7E2S9|A30BL_HUMAN	tr|A0A6P6DX97|A0A6P6DX97_OCTDE
OG0000059	sp|Q92764|KRT35_HUMAN	tr|A0A6P3FBM7|A0A6P3FBM7_OCTDE
OG0000059	sp|Q14532|K1H2_HUMAN	tr|A0A6P6ENJ9|A0A6P6ENJ9_OCTDE
OG0000059	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|Q6A162|K1C40_HUMAN	tr|A0A6P3EXG3|A0A6P3EXG3_OCTDE
OG0000059	sp|P35900|K1C20_HUMAN, sp|O76013|KRT36_HUMAN	tr|A0A6P3VBV5|A0A6P3VBV5_OCTDE
OG0000060	sp|Q5JRS4|O10J3_HUMAN	tr|A0A6P3F6X1|A0A6P3F6X1_OCTDE
OG0000060	sp|Q8NGX6|O10R2_HUMAN	tr|A0A6P3FUT1|A0A6P3FUT1_OCTDE, tr|A0A6P3V8S6|A0A6P3V8S6_OCTDE, tr|A0A6P3FK66|A0A6P3FK66_OCTDE, tr|A0A6P3FEI0|A0A6P3FEI0_OCTDE, tr|A0A6P3VB45|A0A6P3VB45_OCTDE, tr|A0A6P3F912|A0A6P3F912_OCTDE, tr|A0A6P3F6P8|A0A6P3F6P8_OCTDE, tr|A0A6P3G0I4|A0A6P3G0I4_OCTDE, tr|A0A6P3V9Q2|A0A6P3V9Q2_OCTDE
OG0000060	sp|P0C629|O10J4_HUMAN	tr|A0A6P3F6L2|A0A6P3F6L2_OCTDE, tr|A0A6P3F6U6|A0A6P3F6U6_OCTDE
OG0000062	sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P32881|IFNA8_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P05000|IFNW1_HUMAN	tr|A0A6P3F4H3|A0A6P3F4H3_OCTDE, tr|A0A6P3F4H4|A0A6P3F4H4_OCTDE
OG0000065	sp|Q8WVV5|BT2A2_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN	tr|A0A6P6D7X2|A0A6P6D7X2_OCTDE
OG0000065	sp|Q6ZWI9|RFPLB_HUMAN, sp|O75677|RFPL1_HUMAN, sp|O75679|RFPL3_HUMAN, sp|O75678|RFPL2_HUMAN, sp|A6NLU0|RFPLA_HUMAN, sp|F8VTS6|RFAL1_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00478|BT3A3_HUMAN, sp|O00481|BT3A1_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A6P6DC41|A0A6P6DC41_OCTDE
OG0000066	sp|P13646|K1C13_HUMAN	tr|A0A6P3FAX0|A0A6P3FAX0_OCTDE
OG0000066	sp|P19012|K1C15_HUMAN	tr|A0A6P3EXC9|A0A6P3EXC9_OCTDE
OG0000066	sp|P35527|K1C9_HUMAN	tr|A0A6P6ENS1|A0A6P6ENS1_OCTDE
OG0000066	sp|Q99456|K1C12_HUMAN	tr|A0A6P3EXA9|A0A6P3EXA9_OCTDE
OG0000066	sp|P08779|K1C16_HUMAN	tr|A0A6P3FAJ6|A0A6P3FAJ6_OCTDE
OG0000066	sp|P02533|K1C14_HUMAN	tr|A0A6P3F7Q0|A0A6P3F7Q0_OCTDE
OG0000067	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A6P3ETV1|A0A6P3ETV1_OCTDE, tr|A0A6P3F7C7|A0A6P3F7C7_OCTDE, tr|A0A6P6EHS5|A0A6P6EHS5_OCTDE
OG0000067	sp|Q8NGS7|O13C8_HUMAN	tr|A0A6P3VEL4|A0A6P3VEL4_OCTDE, tr|A0A6P3FZ50|A0A6P3FZ50_OCTDE, tr|A0A6P3F8W6|A0A6P3F8W6_OCTDE, tr|A0A6P3VC43|A0A6P3VC43_OCTDE, tr|A0A6P3FEU5|A0A6P3FEU5_OCTDE
OG0000067	sp|Q8NH95|O13C6_HUMAN	tr|A0A6P3VCC1|A0A6P3VCC1_OCTDE
OG0000068	sp|Q58FG1|HS904_HUMAN	tr|A0A6P3EKG1|A0A6P3EKG1_OCTDE, tr|A0A6P3VCS9|A0A6P3VCS9_OCTDE, tr|A0A6P6F370|A0A6P6F370_OCTDE
OG0000068	sp|P07900|HS90A_HUMAN	tr|A0A6P3VAI0|A0A6P3VAI0_OCTDE
OG0000068	sp|Q14568|HS902_HUMAN	tr|A0A6P3FYM7|A0A6P3FYM7_OCTDE
OG0000068	sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF6|H90B4_HUMAN	tr|A0A6P3FK79|A0A6P3FK79_OCTDE
OG0000070	sp|Q8NH72|OR4C6_HUMAN, sp|Q96R67|OR4CC_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH70|O4A16_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q8NH37|OR4C3_HUMAN, sp|Q8NGM1|OR4CF_HUMAN, sp|Q8NGB4|OR4S1_HUMAN, sp|Q8NH73|OR4S2_HUMAN	tr|A0A6P3FXL1|A0A6P3FXL1_OCTDE
OG0000072	sp|Q86VY4|TSYL5_HUMAN	tr|A0A6P3F155|A0A6P3F155_OCTDE
OG0000072	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A6P3V8Z5|A0A6P3V8Z5_OCTDE
OG0000072	sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A6P3FYT0|A0A6P3FYT0_OCTDE
OG0000073	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A6P3V9R2|A0A6P3V9R2_OCTDE, tr|A0A6P3V963|A0A6P3V963_OCTDE, tr|A0A6P6DWK7|A0A6P6DWK7_OCTDE, tr|A0A6P6DWK3|A0A6P6DWK3_OCTDE, tr|A0A6P3VE48|A0A6P3VE48_OCTDE, tr|A0A6P6DWK2|A0A6P6DWK2_OCTDE, tr|A0A6P6DW88|A0A6P6DW88_OCTDE, tr|A0A6P6DWF1|A0A6P6DWF1_OCTDE, tr|A0A6P6DXH8|A0A6P6DXH8_OCTDE, tr|A0A6P3FUJ6|A0A6P3FUJ6_OCTDE, tr|A0A6P6DW93|A0A6P6DW93_OCTDE, tr|A0A6P6DX68|A0A6P6DX68_OCTDE, tr|A0A6P6DXR3|A0A6P6DXR3_OCTDE, tr|A0A6P6DWE4|A0A6P6DWE4_OCTDE
OG0000077	sp|Q96PQ1|SIG12_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN	tr|A0A6P6DKU1|A0A6P6DKU1_OCTDE, tr|A0A6P6DKZ0|A0A6P6DKZ0_OCTDE
OG0000077	sp|O15389|SIGL5_HUMAN	tr|A0A6P3VEK2|A0A6P3VEK2_OCTDE
OG0000077	sp|Q08ET2|SIG14_HUMAN	tr|A0A6P6DKU6|A0A6P6DKU6_OCTDE
OG0000077	sp|O43699|SIGL6_HUMAN, sp|P20138|CD33_HUMAN	tr|A0A6P6DKM6|A0A6P6DKM6_OCTDE
OG0000078	sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN	tr|A0A6P6ETK4|A0A6P6ETK4_OCTDE, tr|A0A6P6EU45|A0A6P6EU45_OCTDE
OG0000078	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A6P3VB39|A0A6P3VB39_OCTDE
OG0000078	sp|O75897|ST1C4_HUMAN, sp|O00338|ST1C2_HUMAN	tr|A0A6P3F6Z2|A0A6P3F6Z2_OCTDE
OG0000080	sp|Q5XKE5|K2C79_HUMAN	tr|A0A6P3F389|A0A6P3F389_OCTDE, tr|A0A6P3F3F5|A0A6P3F3F5_OCTDE, tr|A0A6P3FHW4|A0A6P3FHW4_OCTDE, tr|A0A6P3F386|A0A6P3F386_OCTDE, tr|A0A6P3FEM9|A0A6P3FEM9_OCTDE, tr|A0A6P3FEE7|A0A6P3FEE7_OCTDE, tr|A0A6P3FHT3|A0A6P3FHT3_OCTDE, tr|A0A6P3FHV4|A0A6P3FHV4_OCTDE, tr|A0A6P3FHS8|A0A6P3FHS8_OCTDE, tr|A0A6P3F383|A0A6P3F383_OCTDE, tr|A0A6P3VCQ8|A0A6P3VCQ8_OCTDE, tr|A0A6P3FEE2|A0A6P3FEE2_OCTDE, tr|A0A6P6F2B0|A0A6P6F2B0_OCTDE
OG0000081	sp|P27482|CALL3_HUMAN, sp|Q9NZT1|CALL5_HUMAN	tr|A0A6P3V8V5|A0A6P3V8V5_OCTDE, tr|A0A6P6F0U2|A0A6P6F0U2_OCTDE, tr|A0A6P6DA29|A0A6P6DA29_OCTDE, tr|A0A6P6DWX0|A0A6P6DWX0_OCTDE, tr|A0A6P6DQ54|A0A6P6DQ54_OCTDE, tr|A0A6P6F4R2|A0A6P6F4R2_OCTDE
OG0000081	sp|P0DP23|CALM1_HUMAN, sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN	tr|A0A6P6ELY1|A0A6P6ELY1_OCTDE, tr|A0A6P6EMX4|A0A6P6EMX4_OCTDE, tr|A0A6P3FSD6|A0A6P3FSD6_OCTDE
OG0000083	sp|Q7Z5H4|VN1R5_HUMAN, sp|Q8TDU5|VNRL4_HUMAN	tr|A0A6P6DWQ3|A0A6P6DWQ3_OCTDE, tr|A0A6P3FZ97|A0A6P3FZ97_OCTDE, tr|A0A6P3FJM8|A0A6P3FJM8_OCTDE, tr|A0A6P3G0D2|A0A6P3G0D2_OCTDE, tr|A0A6P3FWP9|A0A6P3FWP9_OCTDE, tr|A0A6P6DXB4|A0A6P6DXB4_OCTDE, tr|A0A6P3FYZ0|A0A6P3FYZ0_OCTDE, tr|A0A6P3FJH8|A0A6P3FJH8_OCTDE, tr|A0A6P6EJB8|A0A6P6EJB8_OCTDE, tr|A0A6P3FWK2|A0A6P3FWK2_OCTDE, tr|A0A6P3EVD0|A0A6P3EVD0_OCTDE, tr|A0A6P3VAW5|A0A6P3VAW5_OCTDE
OG0000084	sp|P61077|UB2D3_HUMAN	tr|A0A6P3EZU6|A0A6P3EZU6_OCTDE
OG0000084	sp|Q9Y2X8|UB2D4_HUMAN, sp|P51668|UB2D1_HUMAN	tr|A0A6P3VCK1|A0A6P3VCK1_OCTDE, tr|A0A6P3VCB6|A0A6P3VCB6_OCTDE, tr|A0A6P3VCY4|A0A6P3VCY4_OCTDE, tr|A0A6P3VCB4|A0A6P3VCB4_OCTDE, tr|A0A6P3VCL0|A0A6P3VCL0_OCTDE
OG0000084	sp|P62837|UB2D2_HUMAN	tr|A0A6P3FCN0|A0A6P3FCN0_OCTDE, tr|A0A6P3FLX5|A0A6P3FLX5_OCTDE
OG0000085	sp|P35237|SPB6_HUMAN	tr|A0A6P3F1S0|A0A6P3F1S0_OCTDE
OG0000085	sp|P50452|SPB8_HUMAN	tr|A0A6P3FIG8|A0A6P3FIG8_OCTDE
OG0000085	sp|P50453|SPB9_HUMAN	tr|A0A6P3ENA3|A0A6P3ENA3_OCTDE, tr|A0A6P3ENA1|A0A6P3ENA1_OCTDE, tr|A0A6P6E6F3|A0A6P6E6F3_OCTDE, tr|A0A6P6E655|A0A6P6E655_OCTDE, tr|A0A6P3EPU9|A0A6P3EPU9_OCTDE, tr|A0A6P3EYZ0|A0A6P3EYZ0_OCTDE, tr|A0A6P3F350|A0A6P3F350_OCTDE, tr|A0A6P3VAC0|A0A6P3VAC0_OCTDE
OG0000086	sp|Q9BY31|ZN717_HUMAN	tr|A0A6P6D8Y7|A0A6P6D8Y7_OCTDE
OG0000086	sp|Q5HYK9|ZN667_HUMAN	tr|A0A6P6ECS3|A0A6P6ECS3_OCTDE, tr|A0A6P6ECS9|A0A6P6ECS9_OCTDE, tr|A0A6P6EDG5|A0A6P6EDG5_OCTDE, tr|A0A6P3V8N7|A0A6P3V8N7_OCTDE, tr|A0A6P6F1N8|A0A6P6F1N8_OCTDE, tr|A0A6P6EX04|A0A6P6EX04_OCTDE, tr|A0A6P6EXE2|A0A6P6EXE2_OCTDE, tr|A0A6P3VBU6|A0A6P3VBU6_OCTDE, tr|A0A6P6EYL8|A0A6P6EYL8_OCTDE, tr|A0A6P6EYE3|A0A6P6EYE3_OCTDE, tr|A0A6P6DW82|A0A6P6DW82_OCTDE
OG0000087	sp|P62987|RL40_HUMAN	tr|A0A6P3F0S3|A0A6P3F0S3_OCTDE, tr|A0A6P3VCY7|A0A6P3VCY7_OCTDE, tr|A0A6P6EGW9|A0A6P6EGW9_OCTDE, tr|A0A6P3VB72|A0A6P3VB72_OCTDE, tr|A0A6P3F3P5|A0A6P3F3P5_OCTDE, tr|A0A6P3VC08|A0A6P3VC08_OCTDE, tr|A0A6P3VDH3|A0A6P3VDH3_OCTDE, tr|A0A6P3VBM3|A0A6P3VBM3_OCTDE, tr|A0A6P3F7E2|A0A6P3F7E2_OCTDE, tr|A0A6P6DMC0|A0A6P6DMC0_OCTDE, tr|A0A6P3VA35|A0A6P3VA35_OCTDE, tr|A0A6P6DNZ1|A0A6P6DNZ1_OCTDE, tr|A0A6P3V8Q7|A0A6P3V8Q7_OCTDE
OG0000088	sp|P54652|HSP72_HUMAN	tr|A0A6P3EKC8|A0A6P3EKC8_OCTDE
OG0000088	sp|P11142|HSP7C_HUMAN	tr|A0A6P3F176|A0A6P3F176_OCTDE
OG0000088	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A6P3EHR2|A0A6P3EHR2_OCTDE
OG0000088	sp|P34931|HS71L_HUMAN	tr|A0A6P3ERB2|A0A6P3ERB2_OCTDE
OG0000088	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A6P6D5Y4|A0A6P6D5Y4_OCTDE, tr|A0A6P3FYN5|A0A6P3FYN5_OCTDE
OG0000089	sp|O75526|RMXL2_HUMAN	tr|A0A6P3FL58|A0A6P3FL58_OCTDE
OG0000089	sp|P0DJD4|RBY1C_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|P0DJD3|RBY1A_HUMAN	tr|A0A6P6D431|A0A6P6D431_OCTDE
OG0000089	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A6P3F109|A0A6P3F109_OCTDE
OG0000090	sp|Q8NGF9|OR4X2_HUMAN	tr|A0A6P3VA59|A0A6P3VA59_OCTDE, tr|A0A6P3FYH5|A0A6P3FYH5_OCTDE, tr|A0A6P3ELR6|A0A6P3ELR6_OCTDE, tr|A0A6P3EZU0|A0A6P3EZU0_OCTDE
OG0000090	sp|Q8NH49|OR4X1_HUMAN	tr|A0A6P3EX02|A0A6P3EX02_OCTDE
OG0000090	sp|Q8NGF8|OR4B1_HUMAN	tr|A0A6P3FSZ5|A0A6P3FSZ5_OCTDE, tr|A0A6P3EZU3|A0A6P3EZU3_OCTDE, tr|A0A6P3F0J7|A0A6P3F0J7_OCTDE, tr|A0A6P3EX07|A0A6P3EX07_OCTDE, tr|A0A6P3ENA7|A0A6P3ENA7_OCTDE
OG0000091	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A6P6DTR4|A0A6P6DTR4_OCTDE, tr|A0A6P6DTQ1|A0A6P6DTQ1_OCTDE
OG0000091	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A6P3FY83|A0A6P3FY83_OCTDE, tr|A0A6P3FIJ2|A0A6P3FIJ2_OCTDE, tr|A0A6P3FVL0|A0A6P3FVL0_OCTDE, tr|A0A6P3FX88|A0A6P3FX88_OCTDE, tr|A0A6P3V9E0|A0A6P3V9E0_OCTDE, tr|A0A6P3V8W3|A0A6P3V8W3_OCTDE, tr|A0A6P3FK42|A0A6P3FK42_OCTDE, tr|A0A6P3V998|A0A6P3V998_OCTDE, tr|A0A6P3FHP7|A0A6P3FHP7_OCTDE
OG0000094	sp|Q8NGN7|O10D4_HUMAN	tr|A0A6P3F1F6|A0A6P3F1F6_OCTDE, tr|A0A6P3FFX0|A0A6P3FFX0_OCTDE
OG0000094	sp|Q8NH80|O10D3_HUMAN	tr|A0A6P3FFC2|A0A6P3FFC2_OCTDE, tr|A0A6P3VCD9|A0A6P3VCD9_OCTDE, tr|A0A6P3F180|A0A6P3F180_OCTDE, tr|A0A6P3FFC7|A0A6P3FFC7_OCTDE, tr|A0A6P3FC52|A0A6P3FC52_OCTDE, tr|A0A6P3VBV3|A0A6P3VBV3_OCTDE, tr|A0A6P3FF39|A0A6P3FF39_OCTDE, tr|A0A6P3FC42|A0A6P3FC42_OCTDE, tr|A0A6P3FC47|A0A6P3FC47_OCTDE
OG0000095	sp|Q3LI61|KR202_HUMAN	tr|A0A6P3FVQ0|A0A6P3FVQ0_OCTDE, tr|A0A6P3FIE6|A0A6P3FIE6_OCTDE, tr|A0A6P3FG92|A0A6P3FG92_OCTDE, tr|A0A6P3FG98|A0A6P3FG98_OCTDE, tr|A0A6P3FVQ6|A0A6P3FVQ6_OCTDE, tr|A0A6P3FT41|A0A6P3FT41_OCTDE, tr|A0A6P3FVQ9|A0A6P3FVQ9_OCTDE, tr|A0A6P3FWM8|A0A6P3FWM8_OCTDE, tr|A0A6P3FT43|A0A6P3FT43_OCTDE, tr|A0A6P3FWM3|A0A6P3FWM3_OCTDE, tr|A0A6P3FG93|A0A6P3FG93_OCTDE, tr|A0A6P3FIE1|A0A6P3FIE1_OCTDE
OG0000096	sp|Q96KK4|O10C1_HUMAN	tr|A0A6P3FZ09|A0A6P3FZ09_OCTDE
OG0000096	sp|Q9H209|O10A4_HUMAN	tr|A0A6P3FVJ6|A0A6P3FVJ6_OCTDE
OG0000096	sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN	tr|A0A6P3FII1|A0A6P3FII1_OCTDE, tr|A0A6P3FL52|A0A6P3FL52_OCTDE, tr|A0A6P3FY19|A0A6P3FY19_OCTDE
OG0000096	sp|Q8NGE0|O10AD_HUMAN	tr|A0A6P3FYJ8|A0A6P3FYJ8_OCTDE, tr|A0A6P3FEN8|A0A6P3FEN8_OCTDE, tr|A0A6P3F8Y6|A0A6P3F8Y6_OCTDE
OG0000099	sp|P02462|CO4A1_HUMAN	tr|A0A6P3F7R0|A0A6P3F7R0_OCTDE
OG0000099	sp|P29400|CO4A5_HUMAN	tr|A0A6P3FPT7|A0A6P3FPT7_OCTDE
OG0000099	sp|Q14031|CO4A6_HUMAN	tr|A0A6P6DFU0|A0A6P6DFU0_OCTDE
OG0000099	sp|P08572|CO4A2_HUMAN	tr|A0A6P6EF88|A0A6P6EF88_OCTDE
OG0000099	sp|P53420|CO4A4_HUMAN	tr|A0A6P6F2E8|A0A6P6F2E8_OCTDE
OG0000099	sp|Q01955|CO4A3_HUMAN	tr|A0A6P6F2R8|A0A6P6F2R8_OCTDE
OG0000100	sp|Q9UL42|PNMA2_HUMAN	tr|A0A6P6EDM4|A0A6P6EDM4_OCTDE
OG0000100	sp|Q96BY2|MOAP1_HUMAN, sp|Q8ND90|PNMA1_HUMAN	tr|A0A6P3VDG2|A0A6P3VDG2_OCTDE
OG0000100	sp|Q9UL41|PNMA3_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN	tr|A0A6P6DM75|A0A6P6DM75_OCTDE
OG0000101	sp|A6NM03|O2AG2_HUMAN, sp|Q9H205|O2AG1_HUMAN	tr|A0A6P3FJR7|A0A6P3FJR7_OCTDE, tr|A0A6P3FMQ5|A0A6P3FMQ5_OCTDE, tr|A0A6P3V9H6|A0A6P3V9H6_OCTDE, tr|A0A6P3FW67|A0A6P3FW67_OCTDE, tr|A0A6P3FZT3|A0A6P3FZT3_OCTDE, tr|A0A6P3FJ24|A0A6P3FJ24_OCTDE, tr|A0A6P3FJ26|A0A6P3FJ26_OCTDE, tr|A0A6P3FLX6|A0A6P3FLX6_OCTDE, tr|A0A6P3FZS8|A0A6P3FZS8_OCTDE, tr|A0A6P3FW63|A0A6P3FW63_OCTDE
OG0000103	sp|Q96MR9|ZN560_HUMAN	tr|A0A6P6EKI3|A0A6P6EKI3_OCTDE
OG0000103	sp|Q96MU6|ZN778_HUMAN, sp|Q9BR84|ZN559_HUMAN, sp|Q8N587|ZN561_HUMAN, sp|Q6V9R5|ZN562_HUMAN	tr|A0A6P3EVZ8|A0A6P3EVZ8_OCTDE
OG0000103	sp|Q9BUY5|ZN426_HUMAN	tr|A0A6P6EJQ6|A0A6P6EJQ6_OCTDE
OG0000104	sp|Q53FZ2|ACSM3_HUMAN	tr|A0A6P6DAF8|A0A6P6DAF8_OCTDE
OG0000104	sp|Q6NUN0|ACSM5_HUMAN	tr|A0A6P6DJP7|A0A6P6DJP7_OCTDE
OG0000104	sp|P0C7M7|ACSM4_HUMAN	tr|A0A6P3EI22|A0A6P3EI22_OCTDE
OG0000104	sp|Q08AH1|ACSM1_HUMAN	tr|A0A6P3FD72|A0A6P3FD72_OCTDE
OG0000104	sp|Q68CK6|ACS2B_HUMAN, sp|Q08AH3|ACS2A_HUMAN	tr|A0A6P3FPP6|A0A6P3FPP6_OCTDE
OG0000105	sp|P05023|AT1A1_HUMAN	tr|A0A6P6DBT7|A0A6P6DBT7_OCTDE
OG0000105	sp|Q13733|AT1A4_HUMAN	tr|A0A6P3F6K3|A0A6P3F6K3_OCTDE
OG0000105	sp|P20648|ATP4A_HUMAN	tr|A0A6P6EY68|A0A6P6EY68_OCTDE
OG0000105	sp|P54707|AT12A_HUMAN	tr|A0A6P6D4I6|A0A6P6D4I6_OCTDE
OG0000105	sp|P50993|AT1A2_HUMAN	tr|A0A6P3FHT5|A0A6P3FHT5_OCTDE
OG0000105	sp|P13637|AT1A3_HUMAN	tr|A0A6P3FEU6|A0A6P3FEU6_OCTDE
OG0000106	sp|Q96RI8|TAAR6_HUMAN	tr|A0A6P3F289|A0A6P3F289_OCTDE
OG0000106	sp|Q969N4|TAAR8_HUMAN	tr|A0A6P3F6B0|A0A6P3F6B0_OCTDE
