Orthogroup	Homo_sapiens	Saimiri_boliviensis_boliviensis
OG0000023	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|O95007|OR6B1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGQ2|OR6Q1_HUMAN, sp|Q8NGX0|O11L1_HUMAN, sp|A6NND4|O2AT4_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NG94|O11H1_HUMAN	tr|A0A2K6ULA5|A0A2K6ULA5_SAIBB
OG0000025	sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|A6NCV1|O6C74_HUMAN	tr|A0A2K6TMY4|A0A2K6TMY4_SAIBB
OG0000025	sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NH40|OR6S1_HUMAN, sp|Q8N148|OR6V1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NGM8|OR6M1_HUMAN, sp|Q8NGZ6|OR6F1_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN	tr|A0A2K6S133|A0A2K6S133_SAIBB
OG0000026	sp|A0A0K0K1A3|TVBJ1_HUMAN	tr|A0A2K6S7S8|A0A2K6S7S8_SAIBB
OG0000026	sp|A0A075B6N1|TVB19_HUMAN	tr|A0A2K6UEL6|A0A2K6UEL6_SAIBB
OG0000026	sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN	tr|A0A2K6V6U9|A0A2K6V6U9_SAIBB
OG0000027	sp|A6NGK3|GAG10_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|A1L429|GG12C_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|Q13070|GAGE6_HUMAN	tr|A0A2K6SFZ0|A0A2K6SFZ0_SAIBB, tr|A0A2K6V3A0|A0A2K6V3A0_SAIBB
OG0000028	sp|P29322|EPHA8_HUMAN	tr|A0A2K6SW38|A0A2K6SW38_SAIBB
OG0000028	sp|P54756|EPHA5_HUMAN	tr|A0A2K6SYR8|A0A2K6SYR8_SAIBB
OG0000028	sp|P29320|EPHA3_HUMAN	tr|A0A2K6V269|A0A2K6V269_SAIBB
OG0000028	sp|Q9UF33|EPHA6_HUMAN	tr|A0A2K6TWK8|A0A2K6TWK8_SAIBB
OG0000028	sp|Q15375|EPHA7_HUMAN	tr|A0A2K6UHV5|A0A2K6UHV5_SAIBB
OG0000028	sp|P29323|EPHB2_HUMAN	tr|A0A2K6SNL3|A0A2K6SNL3_SAIBB
OG0000028	sp|P54762|EPHB1_HUMAN	tr|A0A2K6SPR1|A0A2K6SPR1_SAIBB
OG0000028	sp|P54753|EPHB3_HUMAN	tr|A0A2K6UTD8|A0A2K6UTD8_SAIBB
OG0000028	sp|P54764|EPHA4_HUMAN	tr|A0A2K6UIB7|A0A2K6UIB7_SAIBB
OG0000030	sp|P46778|RL21_HUMAN	tr|A0A2K6S3H3|A0A2K6S3H3_SAIBB, tr|A0A2K6S1X4|A0A2K6S1X4_SAIBB, tr|A0A2K6TAB8|A0A2K6TAB8_SAIBB, tr|A0A2K6TH32|A0A2K6TH32_SAIBB, tr|A0A2K6S2E9|A0A2K6S2E9_SAIBB, tr|A0A2K6S6X8|A0A2K6S6X8_SAIBB, tr|A0A2K6S4B7|A0A2K6S4B7_SAIBB, tr|A0A2K6SE14|A0A2K6SE14_SAIBB, tr|A0A2K6S2H3|A0A2K6S2H3_SAIBB, tr|A0A2K6S1D8|A0A2K6S1D8_SAIBB, tr|A0A2K6S9F6|A0A2K6S9F6_SAIBB, tr|A0A2K6UEL4|A0A2K6UEL4_SAIBB, tr|A0A2K6TCS0|A0A2K6TCS0_SAIBB, tr|A0A2K6SLD9|A0A2K6SLD9_SAIBB, tr|A0A2K6SBV9|A0A2K6SBV9_SAIBB, tr|A0A2K6UZT5|A0A2K6UZT5_SAIBB, tr|A0A2K6S5G2|A0A2K6S5G2_SAIBB, tr|A0A2K6SD31|A0A2K6SD31_SAIBB
OG0000031	sp|Q5VV16|FX4L5_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|Q9UJU5|FOXD3_HUMAN, sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN, sp|Q12952|FOXL1_HUMAN, sp|P58012|FOXL2_HUMAN, sp|Q12948|FOXC1_HUMAN, sp|Q99958|FOXC2_HUMAN, sp|O43638|FOXS1_HUMAN, sp|Q9C009|FOXQ1_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q13461|FOXE3_HUMAN	tr|A0A2K6SIC7|A0A2K6SIC7_SAIBB
OG0000034	sp|Q9Y5H6|PCDA8_HUMAN	tr|A0A2K6RY90|A0A2K6RY90_SAIBB
OG0000034	sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2K6TIC9|A0A2K6TIC9_SAIBB
OG0000037	sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q86XG9|NBPF5_HUMAN	tr|A0A2K6S9P6|A0A2K6S9P6_SAIBB
OG0000038	sp|Q6IF42|OR2A2_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q8NGE0|O10AD_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN	tr|A0A2K6U5X4|A0A2K6U5X4_SAIBB
OG0000040	sp|P32881|IFNA8_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01563|IFNA2_HUMAN, sp|Q9P0W0|IFNK_HUMAN, sp|P01574|IFNB_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P01570|IFN14_HUMAN	tr|A0A2K6URN0|A0A2K6URN0_SAIBB
OG0000041	sp|P01701|LV151_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|P01704|LV214_HUMAN, sp|P01705|LV223_HUMAN, sp|P01709|LV208_HUMAN, sp|P01706|LV211_HUMAN, sp|A0A075B6I4|LVX54_HUMAN, sp|P01721|LV657_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN, sp|P01700|LV147_HUMAN, sp|P01699|LV144_HUMAN	tr|A0A2K6T4R0|A0A2K6T4R0_SAIBB, tr|A0A2K6SK89|A0A2K6SK89_SAIBB
OG0000042	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K6T198|A0A2K6T198_SAIBB
OG0000042	sp|Q13634|CAD18_HUMAN	tr|A0A2K6SGK6|A0A2K6SGK6_SAIBB
OG0000042	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K6TYX9|A0A2K6TYX9_SAIBB
OG0000042	sp|P55285|CADH6_HUMAN	tr|A0A2K6U5B8|A0A2K6U5B8_SAIBB
OG0000042	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K6TH86|A0A2K6TH86_SAIBB
OG0000042	sp|P55289|CAD12_HUMAN	tr|A0A2K6TJC5|A0A2K6TJC5_SAIBB
OG0000042	sp|Q9UJ99|CAD22_HUMAN, sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K6RYM0|A0A2K6RYM0_SAIBB
OG0000044	sp|I1YAP6|TRI77_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|Q5EBN2|TRI61_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|A0A2K6U3U9|A0A2K6U3U9_SAIBB
OG0000045	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CV98|TSPY3_HUMAN	tr|A0A2K6U2K6|A0A2K6U2K6_SAIBB
OG0000046	sp|Q96QV6|H2A1A_HUMAN	tr|A0A2K6SE99|A0A2K6SE99_SAIBB
OG0000046	sp|Q16777|H2A2C_HUMAN	tr|A0A2K6SEP2|A0A2K6SEP2_SAIBB
OG0000046	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2K6SB19|A0A2K6SB19_SAIBB
OG0000049	sp|P13645|K1C10_HUMAN	tr|A0A2K6UY56|A0A2K6UY56_SAIBB
OG0000049	sp|P35527|K1C9_HUMAN	tr|A0A2K6SH94|A0A2K6SH94_SAIBB
OG0000049	sp|P08727|K1C19_HUMAN	tr|A0A2K6T087|A0A2K6T087_SAIBB
OG0000049	sp|Q04695|K1C17_HUMAN	tr|A0A2K6S1I7|A0A2K6S1I7_SAIBB
OG0000049	sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN	tr|A0A2K6S612|A0A2K6S612_SAIBB
OG0000049	sp|P19012|K1C15_HUMAN, sp|P13646|K1C13_HUMAN	tr|A0A2K6SS63|A0A2K6SS63_SAIBB
OG0000051	sp|Q5JQF8|PAP1M_HUMAN	tr|A0A2K6TDK7|A0A2K6TDK7_SAIBB
OG0000051	sp|Q9H361|PABP3_HUMAN	tr|A0A2K6T2E6|A0A2K6T2E6_SAIBB
OG0000051	sp|P11940|PABP1_HUMAN	tr|A0A2K6SUE9|A0A2K6SUE9_SAIBB
OG0000051	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K6SK76|A0A2K6SK76_SAIBB, tr|A0A2K6S3B6|A0A2K6S3B6_SAIBB
OG0000051	sp|Q13310|PABP4_HUMAN	tr|A0A2K6TK41|A0A2K6TK41_SAIBB
OG0000052	sp|Q9UFV1|TBC29_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN	tr|A0A2K6UKD9|A0A2K6UKD9_SAIBB
OG0000053	sp|P62424|RL7A_HUMAN	tr|A0A2K6UQP7|A0A2K6UQP7_SAIBB, tr|A0A2K6S6R0|A0A2K6S6R0_SAIBB, tr|A0A2K6SFL0|A0A2K6SFL0_SAIBB, tr|A0A2K6SHI0|A0A2K6SHI0_SAIBB, tr|A0A2K6UG99|A0A2K6UG99_SAIBB, tr|A0A2K6ST64|A0A2K6ST64_SAIBB, tr|A0A2K6SZ24|A0A2K6SZ24_SAIBB, tr|A0A2K6S9R4|A0A2K6S9R4_SAIBB, tr|A0A2K6SKL4|A0A2K6SKL4_SAIBB, tr|A0A2K6TXZ8|A0A2K6TXZ8_SAIBB, tr|A0A2K6S643|A0A2K6S643_SAIBB, tr|A0A2K6S528|A0A2K6S528_SAIBB, tr|A0A2K6UWR3|A0A2K6UWR3_SAIBB
OG0000054	sp|Q5SQ80|A20A2_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|Q9H560|ANR19_HUMAN	tr|A0A2K6U1Z7|A0A2K6U1Z7_SAIBB
OG0000055	sp|O76013|KRT36_HUMAN	tr|A0A2K6SSE1|A0A2K6SSE1_SAIBB
OG0000055	sp|Q14532|K1H2_HUMAN	tr|A0A2K6UFD0|A0A2K6UFD0_SAIBB
OG0000055	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|Q15323|K1H1_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN	tr|A0A2K6UIV1|A0A2K6UIV1_SAIBB
OG0000056	sp|Q14584|ZN266_HUMAN	tr|A0A2K6SUP7|A0A2K6SUP7_SAIBB
OG0000056	sp|Q9BUY5|ZN426_HUMAN	tr|A0A2K6USH7|A0A2K6USH7_SAIBB
OG0000056	sp|Q96MU6|ZN778_HUMAN	tr|A0A2K6TRS1|A0A2K6TRS1_SAIBB
OG0000056	sp|Q9BR84|ZN559_HUMAN, sp|Q8NC26|ZN114_HUMAN, sp|Q6V9R5|ZN562_HUMAN, sp|Q8N587|ZN561_HUMAN	tr|A0A2K6U4T0|A0A2K6U4T0_SAIBB, tr|A0A2K6T2R3|A0A2K6T2R3_SAIBB
OG0000058	sp|P07951|TPM2_HUMAN	tr|A0A2K6SQP2|A0A2K6SQP2_SAIBB
OG0000058	sp|P06753|TPM3_HUMAN	tr|A0A2K6T1P5|A0A2K6T1P5_SAIBB
OG0000058	sp|P09493|TPM1_HUMAN	tr|A0A2K6T7G0|A0A2K6T7G0_SAIBB
OG0000058	sp|P67936|TPM4_HUMAN	tr|A0A2K6V0N5|A0A2K6V0N5_SAIBB, tr|A0A2K6TJU5|A0A2K6TJU5_SAIBB, tr|A0A2K6SS08|A0A2K6SS08_SAIBB, tr|A0A2K6TTD2|A0A2K6TTD2_SAIBB, tr|A0A2K6SJ67|A0A2K6SJ67_SAIBB, tr|A0A2K6T6W5|A0A2K6T6W5_SAIBB
OG0000059	sp|P15880|RS2_HUMAN	tr|A0A2K6TUE5|A0A2K6TUE5_SAIBB, tr|A0A2K6S5Z8|A0A2K6S5Z8_SAIBB, tr|A0A2K6SM94|A0A2K6SM94_SAIBB, tr|A0A2K6S3S3|A0A2K6S3S3_SAIBB, tr|A0A2K6TF50|A0A2K6TF50_SAIBB, tr|A0A2K6SNU1|A0A2K6SNU1_SAIBB, tr|A0A2K6SH46|A0A2K6SH46_SAIBB, tr|A0A2K6TUT7|A0A2K6TUT7_SAIBB, tr|A0A2K6TVR6|A0A2K6TVR6_SAIBB, tr|A0A2K6S9S1|A0A2K6S9S1_SAIBB, tr|A0A2K6T737|A0A2K6T737_SAIBB, tr|A0A2K6TCJ1|A0A2K6TCJ1_SAIBB
OG0000060	sp|Q8N4E7|FTMT_HUMAN, sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A2K6UPZ4|A0A2K6UPZ4_SAIBB, tr|A0A2K6TSF3|A0A2K6TSF3_SAIBB
OG0000060	sp|P02794|FRIH_HUMAN	tr|A0A2K6T3Y6|A0A2K6T3Y6_SAIBB, tr|A0A2K6RYC1|A0A2K6RYC1_SAIBB, tr|A0A2K6S5B9|A0A2K6S5B9_SAIBB, tr|A0A2K6T1J1|A0A2K6T1J1_SAIBB, tr|A0A2K6SSD2|A0A2K6SSD2_SAIBB, tr|A0A2K6UNW4|A0A2K6UNW4_SAIBB, tr|A0A2K6S757|A0A2K6S757_SAIBB
OG0000062	sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN	tr|A0A2K6TSH9|A0A2K6TSH9_SAIBB
OG0000063	sp|Q9Y5Y4|PD2R2_HUMAN, sp|Q16581|C3AR_HUMAN, sp|Q8TDT2|GP152_HUMAN, sp|P21462|FPR1_HUMAN, sp|P25090|FPR2_HUMAN, sp|P25089|FPR3_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|O75388|GPR32_HUMAN, sp|Q49SQ1|GPR33_HUMAN, sp|P46091|CML2_HUMAN, sp|Q99788|CML1_HUMAN	tr|A0A2K6U9E6|A0A2K6U9E6_SAIBB
OG0000064	sp|P29400|CO4A5_HUMAN	tr|A0A2K6TL53|A0A2K6TL53_SAIBB
OG0000064	sp|Q14031|CO4A6_HUMAN	tr|A0A2K6T3X7|A0A2K6T3X7_SAIBB
OG0000064	sp|P53420|CO4A4_HUMAN	tr|A0A2K6TN48|A0A2K6TN48_SAIBB
OG0000064	sp|P08572|CO4A2_HUMAN	tr|A0A2K6SUS2|A0A2K6SUS2_SAIBB
OG0000064	sp|Q01955|CO4A3_HUMAN	tr|A0A2K6U8Y2|A0A2K6U8Y2_SAIBB
OG0000064	sp|P02462|CO4A1_HUMAN	tr|A0A2K6V1U3|A0A2K6V1U3_SAIBB
OG0000065	sp|Q9NQW5|PRDM7_HUMAN, sp|Q9NQV7|PRDM9_HUMAN, sp|O60224|SSX4_HUMAN, sp|Q7RTT4|SSX8_HUMAN, sp|Q16384|SSX1_HUMAN, sp|Q7RTT6|SSX6_HUMAN, sp|Q99909|SSX3_HUMAN, sp|Q16385|SSX2_HUMAN, sp|O60225|SSX5_HUMAN, sp|Q7RTT3|SSX9_HUMAN, sp|Q7RTT5|SSX7_HUMAN	tr|A0A2K6TCX6|A0A2K6TCX6_SAIBB
OG0000066	sp|P55209|NP1L1_HUMAN	tr|A0A2K6S9M8|A0A2K6S9M8_SAIBB, tr|A0A2K6UZB0|A0A2K6UZB0_SAIBB
OG0000066	sp|Q99733|NP1L4_HUMAN	tr|A0A2K6SVM9|A0A2K6SVM9_SAIBB, tr|A0A2K6T4Q0|A0A2K6T4Q0_SAIBB
OG0000066	sp|Q9ULW6|NP1L2_HUMAN, sp|A6NFF2|NP1L6_HUMAN, sp|Q96NT1|NP1L5_HUMAN	tr|A0A2K6T935|A0A2K6T935_SAIBB, tr|A0A2K6USH5|A0A2K6USH5_SAIBB
OG0000067	sp|Q14588|ZN234_HUMAN	tr|A0A2K6SY41|A0A2K6SY41_SAIBB
OG0000067	sp|Q9UK13|ZN221_HUMAN	tr|A0A2K6SI29|A0A2K6SI29_SAIBB
OG0000067	sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q2VY69|ZN284_HUMAN	tr|A0A2K6T8F5|A0A2K6T8F5_SAIBB
OG0000068	sp|P63104|1433Z_HUMAN	tr|A0A2K6SRC2|A0A2K6SRC2_SAIBB, tr|A0A2K6STT2|A0A2K6STT2_SAIBB, tr|A0A2K6TNB7|A0A2K6TNB7_SAIBB
OG0000068	sp|P31946|1433B_HUMAN	tr|A0A2K6T640|A0A2K6T640_SAIBB
OG0000068	sp|P27348|1433T_HUMAN	tr|A0A2K6TXN7|A0A2K6TXN7_SAIBB, tr|A0A2K6UTV3|A0A2K6UTV3_SAIBB, tr|A0A2K6TXE8|A0A2K6TXE8_SAIBB, tr|A0A2K6TNB4|A0A2K6TNB4_SAIBB, tr|A0A2K6U839|A0A2K6U839_SAIBB
OG0000069	sp|P04406|G3P_HUMAN	tr|A0A2K6U848|A0A2K6U848_SAIBB, tr|A0A2K6UET8|A0A2K6UET8_SAIBB, tr|A0A2K6UK35|A0A2K6UK35_SAIBB, tr|A0A2K6S5Q0|A0A2K6S5Q0_SAIBB, tr|A0A2K6RYJ7|A0A2K6RYJ7_SAIBB, tr|A0A2K6TUH9|A0A2K6TUH9_SAIBB, tr|A0A2K6V8U1|A0A2K6V8U1_SAIBB, tr|A0A2K6TK85|A0A2K6TK85_SAIBB, tr|A0A2K6V4C6|A0A2K6V4C6_SAIBB, tr|A0A2K6S6N1|A0A2K6S6N1_SAIBB, tr|A0A2K6V4Z9|A0A2K6V4Z9_SAIBB
OG0000070	sp|P51991|ROA3_HUMAN	tr|A0A2K6UWL9|A0A2K6UWL9_SAIBB, tr|A0A2K6SN01|A0A2K6SN01_SAIBB, tr|A0A2K6SGN4|A0A2K6SGN4_SAIBB, tr|A0A2K6U358|A0A2K6U358_SAIBB, tr|A0A2K6SFP2|A0A2K6SFP2_SAIBB, tr|A0A2K6SMF1|A0A2K6SMF1_SAIBB, tr|A0A2K6TB15|A0A2K6TB15_SAIBB, tr|A0A2K6V5E8|A0A2K6V5E8_SAIBB, tr|A0A2K6U0G2|A0A2K6U0G2_SAIBB, tr|A0A2K6SYT8|A0A2K6SYT8_SAIBB, tr|A0A2K6S4M9|A0A2K6S4M9_SAIBB
OG0000073	sp|A0A286YF77|SCGR6_HUMAN, sp|P0DSO2|SCGR9_HUMAN, sp|A0A286YF01|SCGR7_HUMAN, sp|A0A286YF60|SCGR3_HUMAN, sp|A0A286YFB4|SCGR2_HUMAN, sp|A0A286YEV6|SCGR4_HUMAN, sp|A0A286YFG1|SCGR8_HUMAN	tr|A0A2K6TM40|A0A2K6TM40_SAIBB
OG0000073	sp|A0A286YEY9|SCGR1_HUMAN	tr|A0A2K6V3Y1|A0A2K6V3Y1_SAIBB, tr|A0A2K6S3K0|A0A2K6S3K0_SAIBB
OG0000074	sp|P20138|CD33_HUMAN	tr|A0A2K6SFD6|A0A2K6SFD6_SAIBB
OG0000074	sp|Q96PQ1|SIG12_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|O15389|SIGL5_HUMAN	tr|A0A2K6S4U2|A0A2K6S4U2_SAIBB
OG0000074	sp|O43699|SIGL6_HUMAN	tr|A0A2K6SWM4|A0A2K6SWM4_SAIBB
OG0000075	sp|Q8TC21|ZN596_HUMAN	tr|A0A2K6TNU7|A0A2K6TNU7_SAIBB
OG0000075	sp|A8MUZ8|Z705G_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A2K6TK11|A0A2K6TK11_SAIBB
OG0000076	sp|A0M8Q6|IGLC7_HUMAN	tr|A0A2K6UP06|A0A2K6UP06_SAIBB
OG0000076	sp|P0CF74|IGLC6_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P01834|IGKC_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN	tr|A0A2K6TPP1|A0A2K6TPP1_SAIBB
OG0000077	sp|Q9NXZ1|SAGE1_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN	tr|A0A2K6T7T9|A0A2K6T7T9_SAIBB
OG0000080	sp|Q8IX95|CTGE3_HUMAN	tr|A0A2K6TFB8|A0A2K6TFB8_SAIBB
