Orthogroup	Homo_sapiens	Camelus_dromedarius
OG0000019	sp|Q08379|GOGA2_HUMAN, sp|Q9HBQ8|GGA2B_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|H0YKK7|GG6LS_HUMAN, sp|A6NI86|GG6LA_HUMAN, sp|A6NEM1|GG6L9_HUMAN, sp|A6NEF3|GG6L4_HUMAN, sp|A6NEY3|GG6L3_HUMAN, tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|A6NCC3|GOG8O_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|F8WBI6|GOG8N_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|P0CJ92|GOG8H_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|A6NC78|GOG8I_HUMAN	tr|A0A5N4EBI2|A0A5N4EBI2_CAMDR
OG0000021	sp|Q8N1N4|K2C78_HUMAN	tr|A0A5N4DGK8|A0A5N4DGK8_CAMDR
OG0000021	sp|P19013|K2C4_HUMAN	tr|A0A5N4DFY6|A0A5N4DFY6_CAMDR
OG0000021	sp|Q5XKE5|K2C79_HUMAN	tr|A0A5N4DG07|A0A5N4DG07_CAMDR
OG0000021	sp|P05787|K2C8_HUMAN	tr|A0A5N4DG55|A0A5N4DG55_CAMDR, tr|A0A5N4DH39|A0A5N4DH39_CAMDR, tr|A0A5N4DH16|A0A5N4DH16_CAMDR, tr|A0A5N4DGN6|A0A5N4DGN6_CAMDR, tr|A0A5N4DFR9|A0A5N4DFR9_CAMDR, tr|A0A5N4DFQ0|A0A5N4DFQ0_CAMDR, tr|A0A5N4DHW9|A0A5N4DHW9_CAMDR, tr|A0A5N4DGU2|A0A5N4DGU2_CAMDR, tr|A0A5N4DFT5|A0A5N4DFT5_CAMDR, tr|A0A5N4C4X2|A0A5N4C4X2_CAMDR, tr|A0A5N4DFY1|A0A5N4DFY1_CAMDR, tr|A0A5N4DFW6|A0A5N4DFW6_CAMDR
OG0000021	sp|Q86Y46|K2C73_HUMAN	tr|A0A5N4DHC7|A0A5N4DHC7_CAMDR
OG0000021	sp|Q3SY84|K2C71_HUMAN	tr|A0A5N4DHB4|A0A5N4DHB4_CAMDR
OG0000021	sp|Q7RTS7|K2C74_HUMAN	tr|A0A5N4DHG7|A0A5N4DHG7_CAMDR
OG0000021	sp|Q14CN4|K2C72_HUMAN	tr|A0A5N4DHH0|A0A5N4DHH0_CAMDR
OG0000023	sp|P0C0S8|H2A1_HUMAN	tr|A0A5N4CRZ2|A0A5N4CRZ2_CAMDR
OG0000023	sp|Q93077|H2A1C_HUMAN	tr|A0A5N4CSH9|A0A5N4CSH9_CAMDR
OG0000023	sp|Q7L7L0|H2A3_HUMAN	tr|A0A5N4ECK2|A0A5N4ECK2_CAMDR
OG0000023	sp|P04908|H2A1B_HUMAN	tr|A0A5N4CRX1|A0A5N4CRX1_CAMDR, tr|A0A5N4CQG0|A0A5N4CQG0_CAMDR
OG0000023	sp|Q99878|H2A1J_HUMAN	tr|A0A5N4CQN8|A0A5N4CQN8_CAMDR
OG0000023	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A5N4C5Y0|A0A5N4C5Y0_CAMDR
OG0000023	sp|Q16777|H2A2C_HUMAN	tr|A0A5N4CPA9|A0A5N4CPA9_CAMDR
OG0000023	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A5N4CPQ6|A0A5N4CPQ6_CAMDR
OG0000023	sp|Q96QV6|H2A1A_HUMAN	tr|A0A5N4CSJ4|A0A5N4CSJ4_CAMDR, tr|A0A5N4CSL0|A0A5N4CSL0_CAMDR
OG0000030	sp|Q9HBT6|CAD20_HUMAN	tr|A0A5N4CBB3|A0A5N4CBB3_CAMDR
OG0000030	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A5N4EE22|A0A5N4EE22_CAMDR
OG0000030	sp|P55285|CADH6_HUMAN	tr|A0A5N4EBS6|A0A5N4EBS6_CAMDR
OG0000030	sp|Q9ULB4|CADH9_HUMAN	tr|A0A5N4EEF1|A0A5N4EEF1_CAMDR
OG0000030	sp|P55286|CADH8_HUMAN, sp|P55287|CAD11_HUMAN	tr|A0A5N4DTC7|A0A5N4DTC7_CAMDR
OG0000030	sp|Q9H159|CAD19_HUMAN	tr|A0A5N4CBI4|A0A5N4CBI4_CAMDR, tr|A0A5N4ED27|A0A5N4ED27_CAMDR, tr|A0A5N4DKD9|A0A5N4DKD9_CAMDR, tr|A0A5N4ED22|A0A5N4ED22_CAMDR, tr|A0A5N4CBI9|A0A5N4CBI9_CAMDR
OG0000030	sp|Q9ULB5|CADH7_HUMAN, sp|Q9UJ99|CAD22_HUMAN	tr|A0A5N4CUU8|A0A5N4CUU8_CAMDR
OG0000031	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN	tr|A0A5N4CXK1|A0A5N4CXK1_CAMDR
OG0000032	sp|D6RBM5|U17LN_HUMAN, sp|Q6QN14|U17L6_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6R901|U17LL_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN	tr|A0A5N4CFG3|A0A5N4CFG3_CAMDR
OG0000035	sp|Q8NGC1|O11G2_HUMAN	tr|A0A5N4E222|A0A5N4E222_CAMDR, tr|A0A5N4E3R3|A0A5N4E3R3_CAMDR, tr|A0A5N4E3C5|A0A5N4E3C5_CAMDR
OG0000035	sp|Q8NGC8|O11H7_HUMAN	tr|A0A5N4E274|A0A5N4E274_CAMDR
OG0000035	sp|Q8NGC9|O11H4_HUMAN	tr|A0A5N4E272|A0A5N4E272_CAMDR
OG0000037	sp|Q9UKR3|KLK13_HUMAN	tr|A0A5N4DRK8|A0A5N4DRK8_CAMDR
OG0000037	sp|Q9P0G3|KLK14_HUMAN	tr|A0A5N4DQ85|A0A5N4DQ85_CAMDR
OG0000037	sp|P07477|TRY1_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P07478|TRY2_HUMAN, sp|P35030|TRY3_HUMAN	tr|A0A5N4DYX2|A0A5N4DYX2_CAMDR, tr|A0A5N4DYJ1|A0A5N4DYJ1_CAMDR, tr|A0A5N4DYW5|A0A5N4DYW5_CAMDR, tr|A0A5N4E071|A0A5N4E071_CAMDR
OG0000038	sp|P39086|GRIK1_HUMAN, sp|Q13003|GRIK3_HUMAN, sp|Q13002|GRIK2_HUMAN	tr|A0A5N4EJI2|A0A5N4EJI2_CAMDR
OG0000038	sp|Q16478|GRIK5_HUMAN	tr|A0A5N4DSR5|A0A5N4DSR5_CAMDR
OG0000038	sp|Q16099|GRIK4_HUMAN	tr|A0A5N4C716|A0A5N4C716_CAMDR
OG0000038	sp|P48058|GRIA4_HUMAN, sp|P42261|GRIA1_HUMAN, sp|P42262|GRIA2_HUMAN	tr|A0A5N4EFJ8|A0A5N4EFJ8_CAMDR
OG0000038	sp|P42263|GRIA3_HUMAN	tr|A0A5N4EBV0|A0A5N4EBV0_CAMDR, tr|A0A5N4C389|A0A5N4C389_CAMDR
OG0000039	sp|Q13882|PTK6_HUMAN	tr|A0A5N4CTV0|A0A5N4CTV0_CAMDR
OG0000039	sp|P12931|SRC_HUMAN	tr|A0A5N4CUW3|A0A5N4CUW3_CAMDR
OG0000039	sp|P07947|YES_HUMAN	tr|A0A5N4CHI0|A0A5N4CHI0_CAMDR
OG0000039	sp|P09769|FGR_HUMAN, sp|P06241|FYN_HUMAN	tr|A0A5N4DWY5|A0A5N4DWY5_CAMDR, tr|A0A5N4DCP8|A0A5N4DCP8_CAMDR
OG0000039	sp|P06239|LCK_HUMAN	tr|A0A5N4DAC2|A0A5N4DAC2_CAMDR
OG0000039	sp|P07948|LYN_HUMAN, sp|P08631|HCK_HUMAN	tr|A0A5N4CU26|A0A5N4CU26_CAMDR, tr|A0A5N4CAN7|A0A5N4CAN7_CAMDR
OG0000042	sp|P11142|HSP7C_HUMAN	tr|A0A5N4C878|A0A5N4C878_CAMDR
OG0000042	sp|P54652|HSP72_HUMAN	tr|A0A5N4E4E9|A0A5N4E4E9_CAMDR
OG0000042	sp|P11021|BIP_HUMAN	tr|A0A5N4E8L1|A0A5N4E8L1_CAMDR
OG0000042	sp|P17066|HSP76_HUMAN	tr|A0A5N4CNH8|A0A5N4CNH8_CAMDR
OG0000042	sp|P48741|HSP77_HUMAN	tr|A0A5N4EI05|A0A5N4EI05_CAMDR
OG0000042	sp|P34931|HS71L_HUMAN, sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A5N4CRI2|A0A5N4CRI2_CAMDR, tr|A0A5N4EAS3|A0A5N4EAS3_CAMDR, tr|A0A5N4E0G4|A0A5N4E0G4_CAMDR, tr|A0A5N4C6Q6|A0A5N4C6Q6_CAMDR, tr|A0A5N4CRJ5|A0A5N4CRJ5_CAMDR, tr|A0A5N4CRH5|A0A5N4CRH5_CAMDR, tr|A0A5N4CS57|A0A5N4CS57_CAMDR
OG0000043	sp|Q6ZMJ2|SCAR5_HUMAN	tr|A0A5N4CAP5|A0A5N4CAP5_CAMDR
OG0000043	sp|Q9NR16|C163B_HUMAN, sp|Q86VB7|C163A_HUMAN	tr|A0A5N4C5X5|A0A5N4C5X5_CAMDR
OG0000043	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A5N4C687|A0A5N4C687_CAMDR, tr|A0A5N4C635|A0A5N4C635_CAMDR, tr|A0A5N4C6D0|A0A5N4C6D0_CAMDR, tr|A0A5N4C6D5|A0A5N4C6D5_CAMDR
OG0000044	sp|Q04695|K1C17_HUMAN	tr|A0A5N4D3C7|A0A5N4D3C7_CAMDR
OG0000044	sp|P13645|K1C10_HUMAN	tr|A0A5N4D3D5|A0A5N4D3D5_CAMDR, tr|A0A5N4D5C0|A0A5N4D5C0_CAMDR
OG0000044	sp|Q9C075|K1C23_HUMAN, sp|P35527|K1C9_HUMAN	tr|A0A5N4D355|A0A5N4D355_CAMDR
OG0000044	sp|P19012|K1C15_HUMAN	tr|A0A5N4D312|A0A5N4D312_CAMDR
OG0000044	sp|P13646|K1C13_HUMAN	tr|A0A5N4D320|A0A5N4D320_CAMDR
OG0000044	sp|P08727|K1C19_HUMAN	tr|A0A5N4CAY7|A0A5N4CAY7_CAMDR, tr|A0A5N4D361|A0A5N4D361_CAMDR
OG0000044	sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN	tr|A0A5N4D371|A0A5N4D371_CAMDR
OG0000045	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|A0A5N4CRP1|A0A5N4CRP1_CAMDR, tr|A0A5N4CUF7|A0A5N4CUF7_CAMDR, tr|A0A5N4D5T0|A0A5N4D5T0_CAMDR, tr|A0A5N4DI59|A0A5N4DI59_CAMDR, tr|A0A5N4E1R5|A0A5N4E1R5_CAMDR, tr|A0A5N4E8M1|A0A5N4E8M1_CAMDR, tr|A0A5N4EIT7|A0A5N4EIT7_CAMDR, tr|A0A5N4E3T7|A0A5N4E3T7_CAMDR, tr|A0A5N4DA99|A0A5N4DA99_CAMDR, tr|A0A5N4E0X8|A0A5N4E0X8_CAMDR, tr|A0A5N4EBB4|A0A5N4EBB4_CAMDR, tr|A0A5N4DZ73|A0A5N4DZ73_CAMDR, tr|A0A5N4E3Y2|A0A5N4E3Y2_CAMDR, tr|A0A5N4EEC9|A0A5N4EEC9_CAMDR, tr|A0A5N4EF57|A0A5N4EF57_CAMDR, tr|A0A5N4C135|A0A5N4C135_CAMDR, tr|A0A5N4CJD5|A0A5N4CJD5_CAMDR, tr|A0A5N4CYU4|A0A5N4CYU4_CAMDR
OG0000046	sp|Q15620|OR8B8_HUMAN	tr|A0A5N4C7D4|A0A5N4C7D4_CAMDR
OG0000046	sp|Q8NGG6|OR8BC_HUMAN	tr|A0A5N4C7G1|A0A5N4C7G1_CAMDR, tr|A0A5N4C770|A0A5N4C770_CAMDR, tr|A0A5N4C754|A0A5N4C754_CAMDR, tr|A0A5N4C7B2|A0A5N4C7B2_CAMDR, tr|A0A5N4C7C1|A0A5N4C7C1_CAMDR, tr|A0A5N4C7C4|A0A5N4C7C4_CAMDR, tr|A0A5N4C880|A0A5N4C880_CAMDR, tr|A0A5N4C851|A0A5N4C851_CAMDR, tr|A0A5N4C7W8|A0A5N4C7W8_CAMDR, tr|A0A5N4C7C3|A0A5N4C7C3_CAMDR, tr|A0A5N4C8T0|A0A5N4C8T0_CAMDR, tr|A0A5N4C7R5|A0A5N4C7R5_CAMDR, tr|A0A5N4C7B5|A0A5N4C7B5_CAMDR, tr|A0A5N4C797|A0A5N4C797_CAMDR, tr|A0A5N4C7A6|A0A5N4C7A6_CAMDR, tr|A0A5N4C779|A0A5N4C779_CAMDR, tr|A0A5N4C796|A0A5N4C796_CAMDR
OG0000049	sp|P62750|RL23A_HUMAN	tr|A0A5N4E8N8|A0A5N4E8N8_CAMDR, tr|A0A5N4CIR5|A0A5N4CIR5_CAMDR, tr|A0A5N4DEW4|A0A5N4DEW4_CAMDR, tr|A0A5N4CX79|A0A5N4CX79_CAMDR, tr|A0A5N4E7Q0|A0A5N4E7Q0_CAMDR, tr|A0A5N4EE10|A0A5N4EE10_CAMDR, tr|A0A5N4EJW0|A0A5N4EJW0_CAMDR, tr|A0A5N4C5V7|A0A5N4C5V7_CAMDR, tr|A0A5N4DCY7|A0A5N4DCY7_CAMDR, tr|A0A5N4E049|A0A5N4E049_CAMDR, tr|A0A5N4D7V8|A0A5N4D7V8_CAMDR, tr|A0A5N4CQZ2|A0A5N4CQZ2_CAMDR, tr|A0A5N4DCZ1|A0A5N4DCZ1_CAMDR, tr|A0A5N4ECV4|A0A5N4ECV4_CAMDR, tr|A0A5N4D3R2|A0A5N4D3R2_CAMDR, tr|A0A5N4D9L9|A0A5N4D9L9_CAMDR, tr|A0A5N4D3L3|A0A5N4D3L3_CAMDR, tr|A0A5N4D8Y7|A0A5N4D8Y7_CAMDR
OG0000050	sp|Q8NGK2|O52B4_HUMAN	tr|A0A5N4DPB4|A0A5N4DPB4_CAMDR
OG0000050	sp|P0C646|O52Z1_HUMAN	tr|A0A5N4DN63|A0A5N4DN63_CAMDR
OG0000050	sp|Q8NGF0|O52B6_HUMAN	tr|A0A5N4DN19|A0A5N4DN19_CAMDR, tr|A0A5N4DNB7|A0A5N4DNB7_CAMDR, tr|A0A5N4DNC7|A0A5N4DNC7_CAMDR
OG0000050	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A5N4DL04|A0A5N4DL04_CAMDR, tr|A0A5N4DP79|A0A5N4DP79_CAMDR, tr|A0A5N4DPY6|A0A5N4DPY6_CAMDR, tr|A0A5N4DME3|A0A5N4DME3_CAMDR
OG0000050	sp|Q96RD2|O52B2_HUMAN	tr|A0A5N4DP19|A0A5N4DP19_CAMDR, tr|A0A5N4DP56|A0A5N4DP56_CAMDR
OG0000052	sp|Q8NH95|O13C6_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A5N4EBE2|A0A5N4EBE2_CAMDR, tr|A0A5N4EAL4|A0A5N4EAL4_CAMDR, tr|A0A5N4EAC4|A0A5N4EAC4_CAMDR
OG0000052	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A5N4EAF7|A0A5N4EAF7_CAMDR
OG0000052	sp|Q8NGV5|O13D1_HUMAN	tr|A0A5N4EA05|A0A5N4EA05_CAMDR, tr|A0A5N4EA17|A0A5N4EA17_CAMDR, tr|A0A5N4EA66|A0A5N4EA66_CAMDR, tr|A0A5N4E8V7|A0A5N4E8V7_CAMDR, tr|A0A5N4E8C8|A0A5N4E8C8_CAMDR, tr|A0A5N4E888|A0A5N4E888_CAMDR, tr|A0A5N4E8W8|A0A5N4E8W8_CAMDR, tr|A0A5N4EAD0|A0A5N4EAD0_CAMDR, tr|A0A5N4C2L8|A0A5N4C2L8_CAMDR, tr|A0A5N4EAU4|A0A5N4EAU4_CAMDR, tr|A0A5N4EA72|A0A5N4EA72_CAMDR
OG0000057	sp|P54753|EPHB3_HUMAN	tr|A0A5N4EJF3|A0A5N4EJF3_CAMDR
OG0000057	sp|Q15375|EPHA7_HUMAN	tr|A0A5N4DW08|A0A5N4DW08_CAMDR
OG0000057	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A5N4DCH3|A0A5N4DCH3_CAMDR
OG0000057	sp|P54760|EPHB4_HUMAN	tr|A0A5N4EK98|A0A5N4EK98_CAMDR, tr|A0A5N4EL55|A0A5N4EL55_CAMDR, tr|A0A5N4DB48|A0A5N4DB48_CAMDR, tr|A0A5N4CY85|A0A5N4CY85_CAMDR
OG0000060	sp|Q96LW9|ZSC31_HUMAN	tr|A0A5N4CS03|A0A5N4CS03_CAMDR
OG0000060	sp|P59923|ZN445_HUMAN	tr|A0A5N4CYZ2|A0A5N4CYZ2_CAMDR
OG0000060	sp|P10073|ZSC22_HUMAN	tr|A0A5N4EIZ4|A0A5N4EIZ4_CAMDR, tr|A0A5N4CEP4|A0A5N4CEP4_CAMDR, tr|A0A5N4DRQ8|A0A5N4DRQ8_CAMDR
OG0000060	sp|Q86W11|ZSC30_HUMAN	tr|A0A5N4CH80|A0A5N4CH80_CAMDR, tr|A0A5N4CHR0|A0A5N4CHR0_CAMDR
OG0000060	sp|Q8NF99|ZN397_HUMAN	tr|A0A5N4CSP5|A0A5N4CSP5_CAMDR, tr|A0A5N4CHB0|A0A5N4CHB0_CAMDR
OG0000060	sp|P49910|ZN165_HUMAN	tr|A0A5N4CRF4|A0A5N4CRF4_CAMDR, tr|A0A5N4CT13|A0A5N4CT13_CAMDR
OG0000061	sp|P52740|ZN132_HUMAN	tr|A0A5N4DUG6|A0A5N4DUG6_CAMDR
OG0000061	sp|Q3KQV3|ZN792_HUMAN	tr|A0A5N4C3H1|A0A5N4C3H1_CAMDR, tr|A0A5N4DTI1|A0A5N4DTI1_CAMDR
OG0000061	sp|Q13106|ZN154_HUMAN	tr|A0A5N4DVD6|A0A5N4DVD6_CAMDR, tr|A0A5N4DUP1|A0A5N4DUP1_CAMDR, tr|A0A5N4DV99|A0A5N4DV99_CAMDR, tr|A0A5N4DVL7|A0A5N4DVL7_CAMDR, tr|A0A5N4DV38|A0A5N4DV38_CAMDR, tr|A0A5N4DUK7|A0A5N4DUK7_CAMDR, tr|A0A5N4DT19|A0A5N4DT19_CAMDR, tr|A0A5N4DSF3|A0A5N4DSF3_CAMDR, tr|A0A5N4DQZ4|A0A5N4DQZ4_CAMDR, tr|A0A5N4DTB3|A0A5N4DTB3_CAMDR, tr|A0A5N4DTN8|A0A5N4DTN8_CAMDR
OG0000062	sp|Q01118|SCN7A_HUMAN	tr|A0A5N4E714|A0A5N4E714_CAMDR, tr|A0A5N4CZB8|A0A5N4CZB8_CAMDR, tr|A0A5N4E567|A0A5N4E567_CAMDR, tr|A0A5N4CZB2|A0A5N4CZB2_CAMDR, tr|A0A5N4E5N9|A0A5N4E5N9_CAMDR, tr|A0A5N4E745|A0A5N4E745_CAMDR, tr|A0A5N4E5H5|A0A5N4E5H5_CAMDR, tr|A0A5N4E7G5|A0A5N4E7G5_CAMDR, tr|A0A5N4D1P8|A0A5N4D1P8_CAMDR, tr|A0A5N4CZN1|A0A5N4CZN1_CAMDR, tr|A0A5N4DF77|A0A5N4DF77_CAMDR, tr|A0A5N4E6W3|A0A5N4E6W3_CAMDR, tr|A0A5N4E555|A0A5N4E555_CAMDR, tr|A0A5N4E584|A0A5N4E584_CAMDR, tr|A0A5N4CZ96|A0A5N4CZ96_CAMDR, tr|A0A5N4CZ84|A0A5N4CZ84_CAMDR
OG0000063	sp|Q9H346|O52D1_HUMAN	tr|A0A5N4DMA3|A0A5N4DMA3_CAMDR, tr|A0A5N4DMV5|A0A5N4DMV5_CAMDR, tr|A0A5N4DLE9|A0A5N4DLE9_CAMDR, tr|A0A5N4DP88|A0A5N4DP88_CAMDR, tr|A0A5N4DL58|A0A5N4DL58_CAMDR, tr|A0A5N4DNX4|A0A5N4DNX4_CAMDR, tr|A0A5N4DL47|A0A5N4DL47_CAMDR, tr|A0A5N4DLC2|A0A5N4DLC2_CAMDR, tr|A0A5N4DLZ4|A0A5N4DLZ4_CAMDR, tr|A0A5N4DKW9|A0A5N4DKW9_CAMDR, tr|A0A5N4DL51|A0A5N4DL51_CAMDR, tr|A0A5N4DPB3|A0A5N4DPB3_CAMDR, tr|A0A5N4DNE3|A0A5N4DNE3_CAMDR, tr|A0A5N4DN53|A0A5N4DN53_CAMDR, tr|A0A5N4DMU5|A0A5N4DMU5_CAMDR, tr|A0A5N4DMP7|A0A5N4DMP7_CAMDR
OG0000065	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A0A087X179|TBC3E_HUMAN	tr|A0A5N4C5F5|A0A5N4C5F5_CAMDR
OG0000066	sp|Q8NGP4|OR5M3_HUMAN, sp|Q8NGP3|OR5M9_HUMAN, sp|Q8NGP6|OR5M8_HUMAN	tr|A0A5N4DNS3|A0A5N4DNS3_CAMDR, tr|A0A5N4DP65|A0A5N4DP65_CAMDR
OG0000066	sp|Q8NGP8|OR5M1_HUMAN, sp|Q6IEU7|OR5MA_HUMAN	tr|A0A5N4DM17|A0A5N4DM17_CAMDR, tr|A0A5N4DM43|A0A5N4DM43_CAMDR, tr|A0A5N4DM18|A0A5N4DM18_CAMDR
OG0000066	sp|Q96RB7|OR5MB_HUMAN	tr|A0A5N4DPD4|A0A5N4DPD4_CAMDR, tr|A0A5N4DNN9|A0A5N4DNN9_CAMDR
OG0000067	sp|P49888|ST1E1_HUMAN	tr|A0A5N4EEY4|A0A5N4EEY4_CAMDR
OG0000067	sp|O75897|ST1C4_HUMAN	tr|A0A5N4CD80|A0A5N4CD80_CAMDR
OG0000067	sp|O00338|ST1C2_HUMAN	tr|A0A5N4CD54|A0A5N4CD54_CAMDR
OG0000067	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A5N4CD26|A0A5N4CD26_CAMDR
OG0000067	sp|O43704|ST1B1_HUMAN	tr|A0A5N4EGH6|A0A5N4EGH6_CAMDR
OG0000067	sp|P50225|ST1A1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN	tr|A0A5N4EG10|A0A5N4EG10_CAMDR
OG0000068	sp|P29016|CD1B_HUMAN	tr|A0A5N4CMY2|A0A5N4CMY2_CAMDR
OG0000068	sp|P06126|CD1A_HUMAN	tr|A0A5N4CPG6|A0A5N4CPG6_CAMDR, tr|A0A5N4CPU8|A0A5N4CPU8_CAMDR, tr|A0A5N4CMS5|A0A5N4CMS5_CAMDR, tr|A0A5N4CPC8|A0A5N4CPC8_CAMDR, tr|A0A5N4CNY2|A0A5N4CNY2_CAMDR, tr|A0A5N4CPE7|A0A5N4CPE7_CAMDR, tr|A0A5N4CQ51|A0A5N4CQ51_CAMDR
OG0000068	sp|P15812|CD1E_HUMAN	tr|A0A5N4CPF7|A0A5N4CPF7_CAMDR
OG0000068	sp|P15813|CD1D_HUMAN	tr|A0A5N4CMR1|A0A5N4CMR1_CAMDR, tr|A0A5N4CN76|A0A5N4CN76_CAMDR
OG0000069	sp|P07864|LDHC_HUMAN	tr|A0A5N4DMT8|A0A5N4DMT8_CAMDR
OG0000069	sp|P00338|LDHA_HUMAN	tr|A0A5N4DLA4|A0A5N4DLA4_CAMDR
OG0000069	sp|Q6ZMR3|LDH6A_HUMAN, sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A5N4DWE8|A0A5N4DWE8_CAMDR
OG0000069	sp|P07195|LDHB_HUMAN	tr|A0A5N4EI65|A0A5N4EI65_CAMDR, tr|A0A5N4EFQ6|A0A5N4EFQ6_CAMDR, tr|A0A5N4E1I2|A0A5N4E1I2_CAMDR, tr|A0A5N4EH85|A0A5N4EH85_CAMDR, tr|A0A5N4DSD3|A0A5N4DSD3_CAMDR, tr|A0A5N4CUM9|A0A5N4CUM9_CAMDR, tr|A0A5N4EIB6|A0A5N4EIB6_CAMDR, tr|A0A5N4C677|A0A5N4C677_CAMDR
OG0000070	sp|Q7RTY3|PRS45_HUMAN	tr|A0A5N4CYF5|A0A5N4CYF5_CAMDR
OG0000070	sp|P10323|ACRO_HUMAN, sp|A6NIE9|PRS29_HUMAN, sp|Q9BZJ3|TRYD_HUMAN, sp|P20231|TRYB2_HUMAN, sp|Q15661|TRYB1_HUMAN, sp|Q9NRR2|TRYG1_HUMAN, sp|Q9Y6M0|TEST_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|A1L453|PRS38_HUMAN, sp|Q9GZN4|BSSP4_HUMAN, sp|Q9BQR3|PRS27_HUMAN, sp|Q8NF86|PRS33_HUMAN, sp|Q16651|PRSS8_HUMAN	tr|A0A5N4CWD5|A0A5N4CWD5_CAMDR
