Orthogroup	Homo_sapiens	Ailuropoda_melanoleuca
OG0000041	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN	tr|A0A7N5JSV4|A0A7N5JSV4_AILME
OG0000044	sp|Q8NH19|O10AG_HUMAN	tr|G1MNT3|G1MNT3_AILME, tr|G1L457|G1L457_AILME, tr|G1MNT2|G1MNT2_AILME, tr|G1L453|G1L453_AILME, tr|G1L461|G1L461_AILME, tr|G1MNT5|G1MNT5_AILME, tr|G1MJY4|G1MJY4_AILME, tr|G1MK53|G1MK53_AILME, tr|G1MN09|G1MN09_AILME, tr|G1MK50|G1MK50_AILME, tr|G1MNF6|G1MNF6_AILME, tr|G1M8A5|G1M8A5_AILME, tr|G1M876|G1M876_AILME, tr|G1MLU5|G1MLU5_AILME
OG0000045	sp|Q8NGH9|O52E4_HUMAN	tr|G1MM63|G1MM63_AILME, tr|G1M3I2|G1M3I2_AILME
OG0000045	sp|Q8NGJ4|O52E2_HUMAN	tr|G1MKD8|G1MKD8_AILME
OG0000045	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A7N5P229|A0A7N5P229_AILME
OG0000045	sp|Q8NH55|O52E5_HUMAN	tr|G1LAU0|G1LAU0_AILME, tr|G1MM69|G1MM69_AILME
OG0000046	sp|Q7Z2F6|KRBX5_HUMAN, sp|Q14586|ZN267_HUMAN	tr|G1M931|G1M931_AILME, tr|A0A7N5KJ25|A0A7N5KJ25_AILME, tr|A0A7N5JY23|A0A7N5JY23_AILME, tr|G1L2G9|G1L2G9_AILME, tr|G1LUK5|G1LUK5_AILME, tr|A0A7N5JTY8|A0A7N5JTY8_AILME, tr|G1MI90|G1MI90_AILME, tr|A0A7N5JYY2|A0A7N5JYY2_AILME, tr|G1LUK1|G1LUK1_AILME, tr|G1L0Q6|G1L0Q6_AILME, tr|A0A7N5P816|A0A7N5P816_AILME, tr|G1MIA2|G1MIA2_AILME, tr|A0A7N5JNA0|A0A7N5JNA0_AILME
OG0000047	sp|P30825|CTR1_HUMAN	tr|D2H021|D2H021_AILME
OG0000047	sp|Q8WY07|CTR3_HUMAN	tr|G1MIB5|G1MIB5_AILME, tr|A0A7N5K8H1|A0A7N5K8H1_AILME, tr|G1MLS5|G1MLS5_AILME, tr|A0A7N5K0T7|A0A7N5K0T7_AILME, tr|A0A7N5J9Z8|A0A7N5J9Z8_AILME, tr|A0A7N5KBJ3|A0A7N5KBJ3_AILME, tr|A0A7N5KEU6|A0A7N5KEU6_AILME, tr|A0A7N5JPA0|A0A7N5JPA0_AILME, tr|A0A7N5JMY9|A0A7N5JMY9_AILME, tr|G1MMB4|G1MMB4_AILME, tr|A0A7N5P760|A0A7N5P760_AILME, tr|G1LS84|G1LS84_AILME
OG0000048	sp|Q7KYR7|BT2A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|G1MBY1|G1MBY1_AILME
OG0000048	sp|Q13410|BT1A1_HUMAN	tr|G1MC10|G1MC10_AILME
OG0000048	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|G1M8Z7|G1M8Z7_AILME
OG0000048	sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN	tr|G1L775|G1L775_AILME, tr|G1L6Q6|G1L6Q6_AILME
OG0000049	sp|O95222|OR6A2_HUMAN	tr|G1MMU6|G1MMU6_AILME
OG0000049	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A7N5KPY9|A0A7N5KPY9_AILME
OG0000049	sp|Q8NGX8|OR6Y1_HUMAN	tr|G1MJU5|G1MJU5_AILME
OG0000049	sp|O95007|OR6B1_HUMAN	tr|A0A7N5KI21|A0A7N5KI21_AILME, tr|G1MPJ3|G1MPJ3_AILME, tr|G1L9F8|G1L9F8_AILME, tr|G1MPE5|G1MPE5_AILME, tr|G1MKN6|G1MKN6_AILME
OG0000050	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN	tr|A0A7N5KQT3|A0A7N5KQT3_AILME
OG0000055	sp|O95221|OR5F1_HUMAN	tr|A0A7N5K3D8|A0A7N5K3D8_AILME, tr|G1MNT6|G1MNT6_AILME, tr|G1MNT7|G1MNT7_AILME, tr|G1MPE1|G1MPE1_AILME, tr|A0A7N5KLD9|A0A7N5KLD9_AILME, tr|G1MNT9|G1MNT9_AILME, tr|G1MMC3|G1MMC3_AILME, tr|A0A7N5KEB9|A0A7N5KEB9_AILME, tr|A0A7N5JXY4|A0A7N5JXY4_AILME, tr|G1MPP4|G1MPP4_AILME, tr|G1LBL7|G1LBL7_AILME, tr|A0A7N5KED1|A0A7N5KED1_AILME, tr|A0A7N5JIV5|A0A7N5JIV5_AILME
OG0000056	sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN	tr|G1LI79|G1LI79_AILME
OG0000057	sp|Q8NH93|OR1L3_HUMAN	tr|G1MMU8|G1MMU8_AILME
OG0000057	sp|Q8NH94|OR1L1_HUMAN	tr|G1MCH8|G1MCH8_AILME
OG0000057	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A7N5JC76|A0A7N5JC76_AILME, tr|G1MKA4|G1MKA4_AILME, tr|G1ML07|G1ML07_AILME, tr|G1MPF5|G1MPF5_AILME, tr|G1MCH2|G1MCH2_AILME, tr|G1MMU0|G1MMU0_AILME, tr|G1MLY1|G1MLY1_AILME, tr|G1M0E5|G1M0E5_AILME, tr|G1MLX1|G1MLX1_AILME
OG0000058	sp|A1A4Y4|IRGM_HUMAN	tr|G1L379|G1L379_AILME, tr|G1LCT8|G1LCT8_AILME, tr|A0A7N5J9V6|A0A7N5J9V6_AILME, tr|A0A7N5K142|A0A7N5K142_AILME
OG0000058	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A7N5K6D8|A0A7N5K6D8_AILME, tr|G1MKT0|G1MKT0_AILME, tr|A0A7N5JLK4|A0A7N5JLK4_AILME, tr|G1LCU3|G1LCU3_AILME, tr|A0A7N5JT45|A0A7N5JT45_AILME, tr|G1MKQ8|G1MKQ8_AILME, tr|A0A7N5JD25|A0A7N5JD25_AILME, tr|D2HNE5|D2HNE5_AILME
OG0000059	sp|Q9GZP7|VN1R1_HUMAN	tr|A0A7N5PAZ3|A0A7N5PAZ3_AILME, tr|A0A7N5JIF1|A0A7N5JIF1_AILME, tr|G1LUM4|G1LUM4_AILME, tr|G1MKB0|G1MKB0_AILME, tr|G1MPH9|G1MPH9_AILME, tr|G1MKB6|G1MKB6_AILME, tr|G1MKB9|G1MKB9_AILME, tr|A0A7N5KQE9|A0A7N5KQE9_AILME, tr|G1MNB2|G1MNB2_AILME, tr|A0A7N5K3W2|A0A7N5K3W2_AILME, tr|G1MNG2|G1MNG2_AILME, tr|A0A7N5K7R5|A0A7N5K7R5_AILME, tr|A0A7N5KIL6|A0A7N5KIL6_AILME
OG0000060	sp|Q8NH09|OR8S1_HUMAN	tr|A0A7N5KDS1|A0A7N5KDS1_AILME, tr|A0A7N5KJ33|A0A7N5KJ33_AILME, tr|A0A7N5JJE8|A0A7N5JJE8_AILME, tr|A0A7N5JR28|A0A7N5JR28_AILME, tr|A0A7N5K5Z4|A0A7N5K5Z4_AILME, tr|G1LLD2|G1LLD2_AILME, tr|A0A7N5JU75|A0A7N5JU75_AILME, tr|A0A7N5KKQ1|A0A7N5KKQ1_AILME, tr|G1MLM0|G1MLM0_AILME, tr|G1MP79|G1MP79_AILME, tr|G1LCY7|G1LCY7_AILME, tr|G1MP77|G1MP77_AILME, tr|G1MP78|G1MP78_AILME
OG0000061	sp|P12235|ADT1_HUMAN	tr|G1LQ74|G1LQ74_AILME
OG0000061	sp|P05141|ADT2_HUMAN	tr|A0A7N5KB07|A0A7N5KB07_AILME, tr|A0A7N5J904|A0A7N5J904_AILME
OG0000061	sp|P12236|ADT3_HUMAN	tr|A0A7N5KD16|A0A7N5KD16_AILME, tr|A0A7N5JUR2|A0A7N5JUR2_AILME
OG0000062	sp|Q96RA2|OR7D2_HUMAN, sp|Q8NG98|OR7D4_HUMAN, sp|Q8NHA8|OR1FC_HUMAN, sp|O60431|OR1I1_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q8NGA0|OR7G1_HUMAN, sp|Q8NG95|OR7G3_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O14581|OR7AH_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|O76100|OR7AA_HUMAN, sp|O60412|OR7C2_HUMAN, sp|O76099|OR7C1_HUMAN	tr|A0A7N5JR96|A0A7N5JR96_AILME
OG0000063	sp|Q6A162|K1C40_HUMAN	tr|G1LP60|G1LP60_AILME
OG0000063	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN	tr|G1LFM5|G1LFM5_AILME
OG0000063	sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q15323|K1H1_HUMAN	tr|G1LFK7|G1LFK7_AILME
OG0000064	sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q8NGZ6|OR6F1_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN	tr|A0A7N5JJF9|A0A7N5JJF9_AILME
OG0000066	sp|Q8NGJ2|O52H1_HUMAN	tr|G1MK16|G1MK16_AILME
OG0000066	sp|Q8NGF0|O52B6_HUMAN	tr|G1MK07|G1MK07_AILME, tr|A0A7N5K7L9|A0A7N5K7L9_AILME, tr|A0A7N5K915|A0A7N5K915_AILME, tr|G1MP18|G1MP18_AILME, tr|A0A7N5P382|A0A7N5P382_AILME, tr|A0A7N5JF43|A0A7N5JF43_AILME, tr|A0A7N5K4V9|A0A7N5K4V9_AILME, tr|A0A7N5K8Z5|A0A7N5K8Z5_AILME, tr|G1MKH6|G1MKH6_AILME, tr|A0A7N5KRZ2|A0A7N5KRZ2_AILME
OG0000067	sp|P50993|AT1A2_HUMAN	tr|A0A7N5JWC7|A0A7N5JWC7_AILME
OG0000067	sp|P05023|AT1A1_HUMAN	tr|A0A7N5JJP9|A0A7N5JJP9_AILME
OG0000067	sp|P13637|AT1A3_HUMAN	tr|A0A7N5KPC0|A0A7N5KPC0_AILME, tr|G1LDE3|G1LDE3_AILME
OG0000067	sp|P20648|ATP4A_HUMAN	tr|G1L0V6|G1L0V6_AILME
OG0000067	sp|P54707|AT12A_HUMAN	tr|G1M802|G1M802_AILME
OG0000071	sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN	tr|A0A7N5K3A5|A0A7N5K3A5_AILME
OG0000071	sp|Q6UWM9|UD2A3_HUMAN	tr|D2I6R3|D2I6R3_AILME
OG0000071	sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|G1M0H7|G1M0H7_AILME
OG0000072	sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN	tr|G1LUF4|G1LUF4_AILME, tr|G1MKA5|G1MKA5_AILME
OG0000073	sp|Q9UJ04|TSYL4_HUMAN	tr|G1MN34|G1MN34_AILME
OG0000073	sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A7N5JT54|A0A7N5JT54_AILME
OG0000078	sp|P08779|K1C16_HUMAN	tr|G1LG41|G1LG41_AILME
OG0000078	sp|P08727|K1C19_HUMAN	tr|A0A7N5JJ89|A0A7N5JJ89_AILME
OG0000078	sp|P19012|K1C15_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|P35527|K1C9_HUMAN	tr|A0A7N5JND1|A0A7N5JND1_AILME
OG0000079	sp|Q9NSD5|S6A13_HUMAN	tr|A0A7N5JQB8|A0A7N5JQB8_AILME
OG0000079	sp|P31641|SC6A6_HUMAN	tr|A0A7N5JP23|A0A7N5JP23_AILME, tr|A0A7N5KHZ5|A0A7N5KHZ5_AILME
OG0000079	sp|P48066|S6A11_HUMAN	tr|G1M639|G1M639_AILME
OG0000079	sp|P48065|S6A12_HUMAN	tr|D2GYE2|D2GYE2_AILME
OG0000079	sp|P48029|SC6A8_HUMAN	tr|A0A7N5KLI9|A0A7N5KLI9_AILME, tr|A0A7N5K3Y9|A0A7N5K3Y9_AILME
OG0000080	sp|Q8NGS2|OR1J2_HUMAN	tr|A0A7N5JVU0|A0A7N5JVU0_AILME
OG0000080	sp|Q8NGS1|OR1J4_HUMAN	tr|A0A7N5KAX5|A0A7N5KAX5_AILME
OG0000080	sp|Q8NGS3|OR1J1_HUMAN	tr|G1M0E0|G1M0E0_AILME, tr|A0A7N5JR64|A0A7N5JR64_AILME, tr|G1MMQ6|G1MMQ6_AILME, tr|D2HI71|D2HI71_AILME, tr|G1MK13|G1MK13_AILME, tr|A0A7N5JTR6|A0A7N5JTR6_AILME, tr|A0A7N5JJM2|A0A7N5JJM2_AILME
OG0000081	sp|Q9NQN1|OR2S1_HUMAN	tr|G1LTQ7|G1LTQ7_AILME, tr|A0A7N5JNE0|A0A7N5JNE0_AILME
OG0000081	sp|Q8NGS7|O13C8_HUMAN	tr|G1MM08|G1MM08_AILME, tr|A0A7N5KHH6|A0A7N5KHH6_AILME, tr|A0A7N5JJV6|A0A7N5JJV6_AILME
OG0000081	sp|Q8NH95|O13C6_HUMAN	tr|G1LTQ6|G1LTQ6_AILME
OG0000082	sp|P09104|ENOG_HUMAN	tr|A0A7N5K4M3|A0A7N5K4M3_AILME
OG0000082	sp|P06733|ENOA_HUMAN	tr|A0A7N5KE97|A0A7N5KE97_AILME, tr|G1LB18|G1LB18_AILME, tr|A0A7N5J8K3|A0A7N5J8K3_AILME
OG0000082	sp|P13929|ENOB_HUMAN	tr|A0A7N5K8V3|A0A7N5K8V3_AILME, tr|G1LIG3|G1LIG3_AILME
OG0000083	sp|P08123|CO1A2_HUMAN	tr|G1MH95|G1MH95_AILME
OG0000083	sp|P02452|CO1A1_HUMAN	tr|G1M012|G1M012_AILME
OG0000083	sp|P02458|CO2A1_HUMAN	tr|A0A7N5JWS6|A0A7N5JWS6_AILME
OG0000083	sp|P05997|CO5A2_HUMAN	tr|A0A7N5J999|A0A7N5J999_AILME
OG0000083	sp|P02461|CO3A1_HUMAN	tr|A0A7N5JEN8|A0A7N5JEN8_AILME, tr|G1LYT1|G1LYT1_AILME
OG0000084	sp|A2A368|MAGBG_HUMAN	tr|G1MLG3|G1MLG3_AILME
OG0000084	sp|Q96LZ2|MAGBA_HUMAN	tr|G1MLH5|G1MLH5_AILME, tr|G1LM65|G1LM65_AILME, tr|G1MPC0|G1MPC0_AILME, tr|G1LYB0|G1LYB0_AILME, tr|A0A7N5JC25|A0A7N5JC25_AILME, tr|A0A7N5JJG4|A0A7N5JJG4_AILME, tr|G1MNI9|G1MNI9_AILME, tr|A0A7N5JLE9|A0A7N5JLE9_AILME, tr|G1MNN9|G1MNN9_AILME
OG0000085	sp|Q96E39|RMXL1_HUMAN	tr|A0A7N5P3W2|A0A7N5P3W2_AILME
OG0000085	sp|P38159|RBMX_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A7N5JVA0|A0A7N5JVA0_AILME
OG0000086	sp|P34931|HS71L_HUMAN	tr|D2I7G9|D2I7G9_AILME
OG0000086	sp|P54652|HSP72_HUMAN	tr|D2GYI3|D2GYI3_AILME
OG0000086	sp|P11142|HSP7C_HUMAN	tr|A0A7N5KBG9|A0A7N5KBG9_AILME
OG0000086	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|A0A7N5P1I7|A0A7N5P1I7_AILME
OG0000086	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|G1MKK0|G1MKK0_AILME
OG0000090	sp|Q6IEU7|OR5MA_HUMAN, sp|Q8NGP8|OR5M1_HUMAN	tr|A0A7N5JI22|A0A7N5JI22_AILME, tr|A0A7N5K4U1|A0A7N5K4U1_AILME
OG0000090	sp|Q96RB7|OR5MB_HUMAN	tr|G1MJQ2|G1MJQ2_AILME
OG0000090	sp|Q8NGP6|OR5M8_HUMAN	tr|G1MJQ4|G1MJQ4_AILME, tr|G1L476|G1L476_AILME, tr|G1MJQ1|G1MJQ1_AILME, tr|G1MJP9|G1MJP9_AILME
OG0000091	sp|Q8NGG5|OR8K1_HUMAN	tr|G1MJM3|G1MJM3_AILME
OG0000091	sp|Q8NH50|OR8K5_HUMAN	tr|G1MJM0|G1MJM0_AILME
OG0000091	sp|Q8NH51|OR8K3_HUMAN	tr|G1MNV0|G1MNV0_AILME, tr|A0A7N5JPN4|A0A7N5JPN4_AILME, tr|A0A7N5P9X4|A0A7N5P9X4_AILME, tr|A0A7N5JQL3|A0A7N5JQL3_AILME, tr|A0A7N5JR59|A0A7N5JR59_AILME, tr|G1MNV2|G1MNV2_AILME
OG0000092	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|G1MEJ6|G1MEJ6_AILME, tr|A0A7N5P9B6|A0A7N5P9B6_AILME, tr|G1ML10|G1ML10_AILME, tr|A0A7N5JZZ5|A0A7N5JZZ5_AILME, tr|A0A7N5KA05|A0A7N5KA05_AILME, tr|A0A7N5KMH5|A0A7N5KMH5_AILME, tr|A0A7N5J831|A0A7N5J831_AILME, tr|A0A7N5KHE1|A0A7N5KHE1_AILME, tr|D2I2Y6|D2I2Y6_AILME
OG0000093	sp|Q68DY9|ZN772_HUMAN	tr|A0A7N5K9G4|A0A7N5K9G4_AILME, tr|A0A7N5JUF9|A0A7N5JUF9_AILME, tr|A0A7N5JBU9|A0A7N5JBU9_AILME, tr|A0A7N5JEC7|A0A7N5JEC7_AILME, tr|A0A7N5JA07|A0A7N5JA07_AILME, tr|A0A7N5JVW1|A0A7N5JVW1_AILME, tr|A0A7N5JUF5|A0A7N5JUF5_AILME, tr|A0A7N5KCZ4|A0A7N5KCZ4_AILME, tr|A0A7N5PAT5|A0A7N5PAT5_AILME, tr|G1LE34|G1LE34_AILME
OG0000095	sp|Q9GZM6|OR8D2_HUMAN	tr|G1MMF9|G1MMF9_AILME
OG0000095	sp|Q8WZ84|OR8D1_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q8NGG8|OR8B3_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q8NGG7|OR8A1_HUMAN	tr|D2HNJ6|D2HNJ6_AILME
OG0000096	sp|Q9H009|NACA2_HUMAN	tr|A0A7N5JAD2|A0A7N5JAD2_AILME
OG0000096	sp|E9PAV3|NACAM_HUMAN	tr|A0A7N5JSK2|A0A7N5JSK2_AILME
OG0000096	sp|O15069|NACAD_HUMAN	tr|A0A7N5JK64|A0A7N5JK64_AILME, tr|A0A7N5JWL0|A0A7N5JWL0_AILME, tr|A0A7N5K583|A0A7N5K583_AILME, tr|A0A7N5JUJ2|A0A7N5JUJ2_AILME
OG0000097	sp|Q9H106|SIRPD_HUMAN, sp|Q5JXA9|SIRB2_HUMAN	tr|G1LAG6|G1LAG6_AILME
OG0000097	sp|P78324|SHPS1_HUMAN	tr|G1LYD3|G1LYD3_AILME
OG0000097	sp|O00241|SIRB1_HUMAN, sp|Q9P1W8|SIRPG_HUMAN	tr|A0A7N5JVX5|A0A7N5JVX5_AILME, tr|A0A7N5JUJ5|A0A7N5JUJ5_AILME
OG0000098	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A7N5JPS2|A0A7N5JPS2_AILME
OG0000098	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A7N5JHL3|A0A7N5JHL3_AILME, tr|A0A7N5JNB7|A0A7N5JNB7_AILME, tr|A0A7N5P7K0|A0A7N5P7K0_AILME, tr|D2I473|D2I473_AILME, tr|G1MMY8|G1MMY8_AILME, tr|A0A7N5KEU0|A0A7N5KEU0_AILME, tr|A0A7N5KDE1|A0A7N5KDE1_AILME, tr|A0A7N5KFZ0|A0A7N5KFZ0_AILME
OG0000099	tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|P01619|KV320_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|P01624|KV315_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN	tr|G1LUF3|G1LUF3_AILME, tr|A0A7N5KEF2|A0A7N5KEF2_AILME
OG0000100	sp|P62937|PPIA_HUMAN	tr|G1MK14|G1MK14_AILME
OG0000100	sp|Q9Y536|PAL4A_HUMAN, sp|F5H284|PAL4D_HUMAN, sp|A0A075B759|PAL4E_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|P0DN37|PAL4G_HUMAN, sp|A0A0B4J2A2|PAL4C_HUMAN	tr|A0A7N5JPL5|A0A7N5JPL5_AILME, tr|G1MNW2|G1MNW2_AILME
OG0000101	sp|Q8NGS0|OR1N1_HUMAN, sp|Q8NGR9|OR1N2_HUMAN, sp|Q8NGA1|OR1M1_HUMAN, sp|Q15619|OR1C1_HUMAN, sp|Q96R84|OR1F2_HUMAN, sp|O43749|OR1F1_HUMAN	tr|A0A7N5KAM1|A0A7N5KAM1_AILME
OG0000101	sp|P30953|OR1E1_HUMAN, sp|P47887|OR1E2_HUMAN, sp|Q8WZA6|OR1E3_HUMAN	tr|G1MKF1|G1MKF1_AILME
OG0000102	sp|P51504|ZNF80_HUMAN	tr|A0A7N5JY55|A0A7N5JY55_AILME
OG0000102	sp|Q7Z398|ZN550_HUMAN	tr|D2HQI3|D2HQI3_AILME
OG0000102	sp|Q96NL3|ZN599_HUMAN	tr|A0A7N5JY72|A0A7N5JY72_AILME
OG0000102	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|G1MK41|G1MK41_AILME
OG0000103	sp|Q8N8J6|ZN615_HUMAN	tr|A0A7N5KA58|A0A7N5KA58_AILME
OG0000103	sp|Q9BS31|ZN649_HUMAN	tr|A0A7N5JMG8|A0A7N5JMG8_AILME
OG0000103	sp|Q8N883|ZN614_HUMAN	tr|A0A7N5JIU0|A0A7N5JIU0_AILME, tr|A0A7N5KD66|A0A7N5KD66_AILME, tr|D2HXQ0|D2HXQ0_AILME
OG0000104	sp|A0A0A0MT76|LJ01_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN	tr|G1M4T3|G1M4T3_AILME, tr|A0A7N5JKD2|A0A7N5JKD2_AILME
OG0000104	sp|A0M8Q6|IGLC7_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN	tr|G1LPA5|G1LPA5_AILME
OG0000105	sp|Q9Y5Y9|SCNAA_HUMAN	tr|G1MH04|G1MH04_AILME
OG0000105	sp|Q9UI33|SCNBA_HUMAN	tr|A0A7N5JSA0|A0A7N5JSA0_AILME, tr|A0A7N5P4H2|A0A7N5P4H2_AILME, tr|G1L6X7|G1L6X7_AILME, tr|A0A7N5JV40|A0A7N5JV40_AILME, tr|G1L504|G1L504_AILME, tr|G1L8G7|G1L8G7_AILME, tr|A0A7N5KJ42|A0A7N5KJ42_AILME, tr|G1LEP3|G1LEP3_AILME
OG0000106	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A7N5K809|A0A7N5K809_AILME
OG0000106	sp|Q86W24|NAL14_HUMAN, sp|Q86W25|NAL13_HUMAN	tr|A0A7N5J9Y3|A0A7N5J9Y3_AILME
OG0000106	sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|G1MEZ1|G1MEZ1_AILME
OG0000107	sp|Q9NVA2|SEP11_HUMAN	tr|G1M5G4|G1M5G4_AILME
OG0000107	sp|Q14141|SEPT6_HUMAN	tr|A0A7N5JQT3|A0A7N5JQT3_AILME
OG0000107	sp|Q92599|SEPT8_HUMAN	tr|A0A7N5JW93|A0A7N5JW93_AILME
OG0000107	sp|Q6ZU15|SEP14_HUMAN, sp|C0HM01|RBRP_HUMAN	tr|G1MCL0|G1MCL0_AILME
OG0000107	sp|Q9P0V9|SEP10_HUMAN	tr|G1L455|G1L455_AILME
