Orthogroup	Homo_sapiens	Panthera_tigris_altaica
OG0000039	sp|Q9Y5I4|PCDC2_HUMAN, sp|O95206|PCDH8_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN	tr|A0A8C9JQ23|A0A8C9JQ23_PANTA
OG0000044	sp|Q8NGK2|O52B4_HUMAN	tr|A0A8C9J6U6|A0A8C9J6U6_PANTA, tr|A0A8C9JQW2|A0A8C9JQW2_PANTA
OG0000044	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A8C9K196|A0A8C9K196_PANTA, tr|A0A8C9JAF5|A0A8C9JAF5_PANTA
OG0000044	sp|Q96RD2|O52B2_HUMAN	tr|A0A8C9JA83|A0A8C9JA83_PANTA
OG0000044	sp|P0C646|O52Z1_HUMAN	tr|A0A8C9KBX6|A0A8C9KBX6_PANTA, tr|A0A8C9JN10|A0A8C9JN10_PANTA, tr|A0A8C9K1D4|A0A8C9K1D4_PANTA, tr|A0A8C9JKM7|A0A8C9JKM7_PANTA, tr|A0A8C9KCT5|A0A8C9KCT5_PANTA, tr|A0A8C9JE32|A0A8C9JE32_PANTA, tr|A0A8C9JIX1|A0A8C9JIX1_PANTA
OG0000045	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A8C9KJ56|A0A8C9KJ56_PANTA
OG0000047	sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A8C9KAE9|A0A8C9KAE9_PANTA
OG0000047	sp|I1YAP6|TRI77_HUMAN	tr|A0A8C9KIX4|A0A8C9KIX4_PANTA
OG0000047	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|Q8IWZ4|TRI48_HUMAN	tr|A0A8C9K7H7|A0A8C9K7H7_PANTA
OG0000048	sp|Q92764|KRT35_HUMAN	tr|A0A8C9KJE3|A0A8C9KJE3_PANTA
OG0000048	sp|O76013|KRT36_HUMAN	tr|A0A8C9KVF2|A0A8C9KVF2_PANTA
OG0000048	sp|Q6A162|K1C40_HUMAN	tr|A0A8C9M5T3|A0A8C9M5T3_PANTA
OG0000048	sp|Q6A163|K1C39_HUMAN	tr|A0A8C9JLA1|A0A8C9JLA1_PANTA
OG0000049	sp|Q8NH01|O2T11_HUMAN	tr|A0A8C9JE68|A0A8C9JE68_PANTA
OG0000049	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A8C9M4Z8|A0A8C9M4Z8_PANTA
OG0000049	sp|O43869|OR2T1_HUMAN	tr|A0A8C9JEA0|A0A8C9JEA0_PANTA
OG0000050	sp|Q8N7M2|ZN283_HUMAN	tr|A0A8C9JIW5|A0A8C9JIW5_PANTA
OG0000050	sp|Q86XU0|ZN677_HUMAN	tr|A0A8C9MAI6|A0A8C9MAI6_PANTA, tr|A0A8C9JHH6|A0A8C9JHH6_PANTA, tr|A0A8C9KFS6|A0A8C9KFS6_PANTA, tr|A0A8C9M4K0|A0A8C9M4K0_PANTA, tr|A0A8C9J000|A0A8C9J000_PANTA, tr|A0A8C9JX98|A0A8C9JX98_PANTA, tr|A0A8C9JWP1|A0A8C9JWP1_PANTA, tr|A0A8C9J757|A0A8C9J757_PANTA, tr|A0A8C9M161|A0A8C9M161_PANTA, tr|A0A8C9KF36|A0A8C9KF36_PANTA, tr|A0A8C9M291|A0A8C9M291_PANTA, tr|A0A8C9KF19|A0A8C9KF19_PANTA, tr|A0A8C9JXF6|A0A8C9JXF6_PANTA
OG0000051	sp|P04437|TVA29_HUMAN	tr|A0A8C9KAG9|A0A8C9KAG9_PANTA
OG0000051	sp|A0A075B6W5|TVA23_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN, sp|A0A0A6YYK7|TVA19_HUMAN, sp|A0A1B0GX56|TRDV1_HUMAN, sp|A0A0A6YYC5|TVA14_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0B4J264|TV381_HUMAN, sp|A0JD37|TRDV3_HUMAN	tr|A0A8C9J822|A0A8C9J822_PANTA
OG0000052	sp|Q9BQR3|PRS27_HUMAN	tr|A0A8C9MBH4|A0A8C9MBH4_PANTA
OG0000052	sp|Q8NF86|PRS33_HUMAN, sp|Q7Z5A4|PRS42_HUMAN, sp|Q7RTY5|PRS48_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN, sp|A8MTI9|PRS47_HUMAN, sp|Q9NRR2|TRYG1_HUMAN, sp|Q9BZJ3|TRYD_HUMAN, sp|P20231|TRYB2_HUMAN, sp|Q15661|TRYB1_HUMAN, sp|A6NIE9|PRS29_HUMAN	tr|A0A8C9L3J5|A0A8C9L3J5_PANTA, tr|A0A8C9KSA9|A0A8C9KSA9_PANTA
OG0000053	sp|Q9ULB5|CADH7_HUMAN	tr|A0A8C9K9U1|A0A8C9K9U1_PANTA
OG0000053	sp|P55289|CAD12_HUMAN	tr|A0A8C9KDK2|A0A8C9KDK2_PANTA
OG0000053	sp|P55285|CADH6_HUMAN	tr|A0A8C9KBX0|A0A8C9KBX0_PANTA
OG0000053	sp|Q9ULB4|CADH9_HUMAN	tr|A0A8C9K4P3|A0A8C9K4P3_PANTA
OG0000053	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A8C9K4U0|A0A8C9K4U0_PANTA
OG0000053	sp|Q13634|CAD18_HUMAN	tr|A0A8C9K1T0|A0A8C9K1T0_PANTA
OG0000053	sp|Q9UJ99|CAD22_HUMAN, sp|Q9HBT6|CAD20_HUMAN	tr|A0A8C9MCU7|A0A8C9MCU7_PANTA
OG0000055	sp|A6NLW8|DUXA_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN	tr|A0A8C9KF23|A0A8C9KF23_PANTA
OG0000056	sp|P09651|ROA1_HUMAN	tr|A0A8C9K3I2|A0A8C9K3I2_PANTA
OG0000056	sp|Q32P51|RA1L2_HUMAN, sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A8C9MAT4|A0A8C9MAT4_PANTA
OG0000056	sp|P22626|ROA2_HUMAN	tr|A0A8C9KKI3|A0A8C9KKI3_PANTA
OG0000056	sp|Q13151|ROA0_HUMAN	tr|A0A8C9JG67|A0A8C9JG67_PANTA
OG0000056	sp|P51991|ROA3_HUMAN	tr|A0A8C9KFW8|A0A8C9KFW8_PANTA, tr|A0A8C9L3M4|A0A8C9L3M4_PANTA, tr|A0A8C9M541|A0A8C9M541_PANTA
OG0000057	sp|P05000|IFNW1_HUMAN	tr|A0A8C9K179|A0A8C9K179_PANTA
OG0000057	sp|P32881|IFNA8_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN	tr|A0A8C9JRY2|A0A8C9JRY2_PANTA
OG0000059	sp|Q8NGS3|OR1J1_HUMAN	tr|A0A8C9M284|A0A8C9M284_PANTA
OG0000059	sp|Q8NGS2|OR1J2_HUMAN	tr|A0A8C9JL41|A0A8C9JL41_PANTA
OG0000059	sp|Q8NGS1|OR1J4_HUMAN	tr|A0A8C9M3B3|A0A8C9M3B3_PANTA
OG0000060	sp|Q8NGV5|O13D1_HUMAN	tr|A0A8C9J555|A0A8C9J555_PANTA, tr|A0A8C9IZ95|A0A8C9IZ95_PANTA, tr|A0A8C9JGV9|A0A8C9JGV9_PANTA, tr|A0A8C9JFF8|A0A8C9JFF8_PANTA, tr|A0A8C9M133|A0A8C9M133_PANTA, tr|A0A8C9IZ04|A0A8C9IZ04_PANTA, tr|A0A8C9IZQ0|A0A8C9IZQ0_PANTA, tr|A0A8C9J2Y7|A0A8C9J2Y7_PANTA, tr|A0A8C9J736|A0A8C9J736_PANTA, tr|A0A8C9J1M3|A0A8C9J1M3_PANTA, tr|A0A8C9J516|A0A8C9J516_PANTA, tr|A0A8C9J4W0|A0A8C9J4W0_PANTA, tr|A0A8C9J759|A0A8C9J759_PANTA, tr|A0A8C9J1H1|A0A8C9J1H1_PANTA
OG0000061	sp|Q7L7L0|H2A3_HUMAN	tr|A0A8C9JEI0|A0A8C9JEI0_PANTA
OG0000061	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A8C9M4K8|A0A8C9M4K8_PANTA
OG0000061	sp|P16104|H2AX_HUMAN	tr|A0A8C9JAV6|A0A8C9JAV6_PANTA, tr|A0A8C9J119|A0A8C9J119_PANTA
OG0000061	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A8C9J541|A0A8C9J541_PANTA
OG0000062	sp|P08754|GNAI3_HUMAN	tr|A0A8C9KDB2|A0A8C9KDB2_PANTA
OG0000062	sp|P63096|GNAI1_HUMAN	tr|A0A8C9K050|A0A8C9K050_PANTA
OG0000062	sp|P04899|GNAI2_HUMAN	tr|A0A8C9J356|A0A8C9J356_PANTA
OG0000062	sp|P09471|GNAO_HUMAN	tr|A0A8C9KBA8|A0A8C9KBA8_PANTA
OG0000062	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A8C9JYB6|A0A8C9JYB6_PANTA
OG0000062	sp|P19087|GNAT2_HUMAN	tr|A0A8C9KBD1|A0A8C9KBD1_PANTA
OG0000062	sp|P11488|GNAT1_HUMAN	tr|A0A8C9M119|A0A8C9M119_PANTA
OG0000063	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A8C9JI22|A0A8C9JI22_PANTA
OG0000063	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A8C9J2G1|A0A8C9J2G1_PANTA
OG0000063	sp|Q15615|OR4D1_HUMAN	tr|A0A8C9IZS8|A0A8C9IZS8_PANTA
OG0000063	sp|P58180|OR4D2_HUMAN	tr|A0A8C9J8H7|A0A8C9J8H7_PANTA, tr|A0A8C9J8I6|A0A8C9J8I6_PANTA
OG0000063	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A8C9J2M5|A0A8C9J2M5_PANTA, tr|A0A8C9J851|A0A8C9J851_PANTA, tr|A0A8C9JBX0|A0A8C9JBX0_PANTA
OG0000064	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8C9JFR4|A0A8C9JFR4_PANTA
OG0000064	sp|O00338|ST1C2_HUMAN	tr|A0A8C9KRM8|A0A8C9KRM8_PANTA
OG0000064	sp|O75897|ST1C4_HUMAN	tr|A0A8C9KPG5|A0A8C9KPG5_PANTA
OG0000064	sp|O43704|ST1B1_HUMAN	tr|A0A8C9J6Q8|A0A8C9J6Q8_PANTA
OG0000064	sp|P49888|ST1E1_HUMAN	tr|A0A8C9J8G5|A0A8C9J8G5_PANTA, tr|A0A8C9JT05|A0A8C9JT05_PANTA
OG0000066	sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|A0A075B6K5|LV39_HUMAN	tr|A0A8C9J8A1|A0A8C9J8A1_PANTA, tr|A0A8C9J1D0|A0A8C9J1D0_PANTA, tr|A0A8C9K8I3|A0A8C9K8I3_PANTA, tr|A0A8C9K7J3|A0A8C9K7J3_PANTA, tr|A0A8C9JXR6|A0A8C9JXR6_PANTA, tr|A0A8C9K8P1|A0A8C9K8P1_PANTA, tr|A0A8C9M9A4|A0A8C9M9A4_PANTA, tr|A0A8C9K1C1|A0A8C9K1C1_PANTA, tr|A0A8C9M996|A0A8C9M996_PANTA, tr|A0A8C9M821|A0A8C9M821_PANTA, tr|A0A8C9KGK2|A0A8C9KGK2_PANTA
OG0000068	sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59540|T2R46_HUMAN	tr|A0A8C9JIW1|A0A8C9JIW1_PANTA
OG0000071	sp|O95221|OR5F1_HUMAN	tr|A0A8C9JV85|A0A8C9JV85_PANTA
OG0000071	sp|Q8N146|OR8H3_HUMAN, sp|Q8N162|OR8H2_HUMAN, sp|Q8NGG4|OR8H1_HUMAN, sp|Q8NGQ1|OR9G4_HUMAN, sp|Q8NGC0|O5AU1_HUMAN, sp|Q8NGJ0|OR5A1_HUMAN, sp|Q8NH85|OR5R1_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN	tr|A0A8C9JL38|A0A8C9JL38_PANTA
OG0000072	sp|Q8WVV5|BT2A2_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN	tr|A0A8C9JRZ7|A0A8C9JRZ7_PANTA
OG0000072	sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UXG8|BTNL9_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|A8MVZ5|BTNLA_HUMAN, sp|Q13410|BT1A1_HUMAN	tr|A0A8C9KGR0|A0A8C9KGR0_PANTA
OG0000073	sp|A6NK53|ZN233_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|A0A8C9JU20|A0A8C9JU20_PANTA
OG0000073	sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q14588|ZN234_HUMAN	tr|A0A8C9K9K5|A0A8C9K9K5_PANTA
OG0000074	sp|Q01118|SCN7A_HUMAN	tr|A0A8C9JRH7|A0A8C9JRH7_PANTA
OG0000074	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8C9KXL5|A0A8C9KXL5_PANTA
OG0000074	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A8C9KB96|A0A8C9KB96_PANTA
OG0000076	sp|P60410|KR108_HUMAN, sp|P60370|KR105_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN, sp|P60331|KR101_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN	tr|A0A8C9KV73|A0A8C9KV73_PANTA
OG0000077	sp|Q8TAF7|ZN461_HUMAN	tr|A0A8C9IZP1|A0A8C9IZP1_PANTA
OG0000077	sp|Q969W8|ZN566_HUMAN	tr|A0A8C9J8N3|A0A8C9J8N3_PANTA
OG0000077	sp|Q96NG8|ZN582_HUMAN	tr|A0A8C9JU21|A0A8C9JU21_PANTA
OG0000077	sp|A8MQ14|ZN850_HUMAN, sp|Q6PG37|ZN790_HUMAN	tr|A0A8C9JHG2|A0A8C9JHG2_PANTA
OG0000077	sp|Q14585|ZN345_HUMAN	tr|A0A8C9JP33|A0A8C9JP33_PANTA
OG0000078	sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN	tr|A0A8C9KKU2|A0A8C9KKU2_PANTA
OG0000078	sp|Q6UWM9|UD2A3_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A8C9MDR3|A0A8C9MDR3_PANTA
OG0000079	sp|P02462|CO4A1_HUMAN	tr|A0A8C9KKQ4|A0A8C9KKQ4_PANTA
OG0000079	sp|P08572|CO4A2_HUMAN	tr|A0A8C9L1V3|A0A8C9L1V3_PANTA
OG0000079	sp|Q14031|CO4A6_HUMAN	tr|A0A8C9K2H8|A0A8C9K2H8_PANTA
OG0000079	sp|P53420|CO4A4_HUMAN	tr|A0A8C9M8D8|A0A8C9M8D8_PANTA
OG0000079	sp|Q01955|CO4A3_HUMAN	tr|A0A8C9K925|A0A8C9K925_PANTA
OG0000079	sp|P29400|CO4A5_HUMAN	tr|A0A8C9JX01|A0A8C9JX01_PANTA
OG0000080	sp|Q147U1|ZN846_HUMAN	tr|A0A8C9K4M5|A0A8C9K4M5_PANTA
OG0000080	sp|Q13360|ZN177_HUMAN	tr|A0A8C9K7N9|A0A8C9K7N9_PANTA
OG0000080	sp|Q96NG5|ZN558_HUMAN, sp|Q8N988|ZN557_HUMAN	tr|A0A8C9L4F5|A0A8C9L4F5_PANTA, tr|A0A8C9KSN5|A0A8C9KSN5_PANTA
OG0000080	sp|Q9BR84|ZN559_HUMAN	tr|A0A8C9KE23|A0A8C9KE23_PANTA, tr|A0A8C9KHL6|A0A8C9KHL6_PANTA
OG0000081	sp|Q8N339|MT1M_HUMAN	tr|A0A8C9KC88|A0A8C9KC88_PANTA
OG0000081	sp|P04733|MT1F_HUMAN, sp|P04731|MT1A_HUMAN, sp|P80294|MT1H_HUMAN, sp|P07438|MT1B_HUMAN, sp|P04732|MT1E_HUMAN, sp|P80297|MT1X_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P13640|MT1G_HUMAN, sp|Q93083|MT1L_HUMAN	tr|A0A8C9KT79|A0A8C9KT79_PANTA
OG0000082	sp|P22460|KCNA5_HUMAN	tr|A0A8C9J9R1|A0A8C9J9R1_PANTA
OG0000082	sp|Q96RP8|KCNA7_HUMAN	tr|A0A8C9KD73|A0A8C9KD73_PANTA
OG0000082	sp|P22001|KCNA3_HUMAN	tr|A0A8C9M2B5|A0A8C9M2B5_PANTA, tr|A0A8C9JAT7|A0A8C9JAT7_PANTA
OG0000082	sp|P16389|KCNA2_HUMAN, sp|Q09470|KCNA1_HUMAN	tr|A0A8C9JJ53|A0A8C9JJ53_PANTA
OG0000084	sp|P28332|ADH6_HUMAN	tr|A0A8C9JB35|A0A8C9JB35_PANTA, tr|A0A8C9KU46|A0A8C9KU46_PANTA
OG0000084	sp|P08319|ADH4_HUMAN	tr|A0A8C9J0M0|A0A8C9J0M0_PANTA
OG0000084	sp|P11766|ADHX_HUMAN	tr|A0A8C9J9K2|A0A8C9J9K2_PANTA
OG0000084	sp|P40394|ADH7_HUMAN, sp|P00325|ADH1B_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P07327|ADH1A_HUMAN	tr|A0A8C9KL95|A0A8C9KL95_PANTA
OG0000085	sp|O14815|CAN9_HUMAN	tr|A0A8C9M7T1|A0A8C9M7T1_PANTA
OG0000085	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A8C9MCZ7|A0A8C9MCZ7_PANTA
OG0000085	sp|Q6ZSI9|CAN12_HUMAN, sp|O75808|CAN15_HUMAN	tr|A0A8C9JUY0|A0A8C9JUY0_PANTA
OG0000085	sp|P17655|CAN2_HUMAN	tr|A0A8C9JYT5|A0A8C9JYT5_PANTA
OG0000085	sp|P07384|CAN1_HUMAN	tr|A0A8C9KME7|A0A8C9KME7_PANTA
OG0000086	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A8C9JK91|A0A8C9JK91_PANTA
OG0000086	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A8C9L0H7|A0A8C9L0H7_PANTA
OG0000086	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A8C9JAJ3|A0A8C9JAJ3_PANTA
OG0000086	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A8C9J714|A0A8C9J714_PANTA
OG0000086	sp|Q2M2I5|K1C24_HUMAN	tr|A0A8C9J8L8|A0A8C9J8L8_PANTA, tr|A0A8C9J459|A0A8C9J459_PANTA, tr|A0A8C9KQU5|A0A8C9KQU5_PANTA
OG0000087	sp|Q6ZR08|DYH12_HUMAN	tr|A0A8C9KZI0|A0A8C9KZI0_PANTA
OG0000087	sp|Q9C0G6|DYH6_HUMAN	tr|A0A8C9M305|A0A8C9M305_PANTA
OG0000087	sp|Q0VDD8|DYH14_HUMAN	tr|A0A8C9K0H7|A0A8C9K0H7_PANTA
OG0000087	sp|Q8TD57|DYH3_HUMAN	tr|A0A8C9JFN5|A0A8C9JFN5_PANTA
OG0000087	sp|Q8WXX0|DYH7_HUMAN	tr|A0A8C9KS69|A0A8C9KS69_PANTA
OG0000088	sp|O43296|ZN264_HUMAN	tr|A0A8C9J5Y3|A0A8C9J5Y3_PANTA, tr|A0A8C9MAV5|A0A8C9MAV5_PANTA
OG0000088	sp|Q7Z398|ZN550_HUMAN	tr|A0A8C9KLK1|A0A8C9KLK1_PANTA
OG0000088	sp|Q96NL3|ZN599_HUMAN	tr|A0A8C9K3C7|A0A8C9K3C7_PANTA
OG0000088	sp|Q14592|ZN460_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|P51504|ZNF80_HUMAN	tr|A0A8C9KLL1|A0A8C9KLL1_PANTA
OG0000089	sp|Q9BS31|ZN649_HUMAN	tr|A0A8C9K1K6|A0A8C9K1K6_PANTA
OG0000089	sp|Q9GZX5|ZN350_HUMAN	tr|A0A8C9K5I2|A0A8C9K5I2_PANTA
OG0000089	sp|Q8N8J6|ZN615_HUMAN	tr|A0A8C9KJ05|A0A8C9KJ05_PANTA
OG0000089	sp|O94892|ZN432_HUMAN	tr|A0A8C9K378|A0A8C9K378_PANTA
OG0000089	sp|Q8N883|ZN614_HUMAN	tr|A0A8C9KAB4|A0A8C9KAB4_PANTA
OG0000089	sp|Q6PF04|ZN613_HUMAN	tr|A0A8C9JYX2|A0A8C9JYX2_PANTA
OG0000090	sp|P29017|CD1C_HUMAN	tr|A0A8C9JJ76|A0A8C9JJ76_PANTA
OG0000090	sp|P29016|CD1B_HUMAN	tr|A0A8C9JYC0|A0A8C9JYC0_PANTA
OG0000090	sp|P15813|CD1D_HUMAN, sp|P15812|CD1E_HUMAN	tr|A0A8C9JUM8|A0A8C9JUM8_PANTA
OG0000090	sp|P06126|CD1A_HUMAN	tr|A0A8C9J7T0|A0A8C9J7T0_PANTA, tr|A0A8C9K9S0|A0A8C9K9S0_PANTA, tr|A0A8C9KFL0|A0A8C9KFL0_PANTA, tr|A0A8C9J8H4|A0A8C9J8H4_PANTA
OG0000091	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A8C9JGC2|A0A8C9JGC2_PANTA, tr|A0A8C9J4B5|A0A8C9J4B5_PANTA, tr|A0A8C9J5X3|A0A8C9J5X3_PANTA, tr|A0A8C9MB13|A0A8C9MB13_PANTA, tr|A0A8C9JJN5|A0A8C9JJN5_PANTA, tr|A0A8C9JFU0|A0A8C9JFU0_PANTA, tr|A0A8C9JSL0|A0A8C9JSL0_PANTA, tr|A0A8C9JJP5|A0A8C9JJP5_PANTA, tr|A0A8C9J560|A0A8C9J560_PANTA, tr|A0A8C9J4K4|A0A8C9J4K4_PANTA
OG0000095	sp|O60774|FMO6_HUMAN	tr|A0A8C9M599|A0A8C9M599_PANTA
OG0000095	sp|P31513|FMO3_HUMAN	tr|A0A8C9JHK6|A0A8C9JHK6_PANTA
OG0000095	sp|Q99518|FMO2_HUMAN	tr|A0A8C9JJ95|A0A8C9JJ95_PANTA
OG0000095	sp|P49326|FMO5_HUMAN	tr|A0A8C9KTT4|A0A8C9KTT4_PANTA, tr|A0A8C9M5C1|A0A8C9M5C1_PANTA
OG0000095	sp|Q01740|FMO1_HUMAN	tr|A0A8C9M6N5|A0A8C9M6N5_PANTA
OG0000096	sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q96PQ1|SIG12_HUMAN	tr|A0A8C9KTW6|A0A8C9KTW6_PANTA
OG0000096	sp|Q08ET2|SIG14_HUMAN, sp|O15389|SIGL5_HUMAN	tr|A0A8C9JTQ7|A0A8C9JTQ7_PANTA
OG0000096	sp|O43699|SIGL6_HUMAN, sp|P20138|CD33_HUMAN	tr|A0A8C9J6R4|A0A8C9J6R4_PANTA
OG0000099	sp|Q8NG85|OR2L3_HUMAN, sp|Q8NGY9|OR2L8_HUMAN, sp|Q8NG80|OR2L5_HUMAN, sp|Q8NH16|OR2L2_HUMAN, sp|Q8N349|OR2LD_HUMAN, sp|Q8NG84|O2AK2_HUMAN	tr|A0A8C9JHL5|A0A8C9JHL5_PANTA, tr|A0A8C9JCW1|A0A8C9JCW1_PANTA, tr|A0A8C9M1W0|A0A8C9M1W0_PANTA, tr|A0A8C9IXW4|A0A8C9IXW4_PANTA, tr|A0A8C9M512|A0A8C9M512_PANTA
OG0000100	sp|Q6T423|S22AP_HUMAN, sp|Q8IVM8|S22A9_HUMAN	tr|A0A8C9MBU8|A0A8C9MBU8_PANTA
OG0000100	sp|Q9NSA0|S22AB_HUMAN	tr|A0A8C9JE15|A0A8C9JE15_PANTA
OG0000100	sp|Q96S37|S22AC_HUMAN	tr|A0A8C9JC48|A0A8C9JC48_PANTA
OG0000100	sp|Q8N4F4|S22AO_HUMAN	tr|A0A8C9JGI0|A0A8C9JGI0_PANTA, tr|A0A8C9KX11|A0A8C9KX11_PANTA
