Orthogroup	Homo_sapiens	Mustela_putorius_furo
OG0000039	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A8U0MND6|A0A8U0MND6_MUSPF, tr|A0A8U0TCW9|A0A8U0TCW9_MUSPF, tr|A0A8U0STI4|A0A8U0STI4_MUSPF, tr|A0A8U0STF0|A0A8U0STF0_MUSPF, tr|M3Z491|M3Z491_MUSPF, tr|A0A8U0MMN1|A0A8U0MMN1_MUSPF, tr|A0A8U0MMU0|A0A8U0MMU0_MUSPF, tr|A0A8U0STD1|A0A8U0STD1_MUSPF, tr|A0A8U0MMS2|A0A8U0MMS2_MUSPF
OG0000041	sp|Q9HCX3|ZN304_HUMAN	tr|A0A8U0T6B1|A0A8U0T6B1_MUSPF
OG0000041	sp|Q6P9A3|ZN549_HUMAN	tr|A0A8U0SLU3|A0A8U0SLU3_MUSPF, tr|A0A8U0T6N5|A0A8U0T6N5_MUSPF, tr|M3Y4C3|M3Y4C3_MUSPF, tr|A0A8U0RYU6|A0A8U0RYU6_MUSPF, tr|A0A8U0ND73|A0A8U0ND73_MUSPF, tr|A0A8U0V0K7|A0A8U0V0K7_MUSPF, tr|A0A8U0RYG8|A0A8U0RYG8_MUSPF, tr|A0A8U0RYE7|A0A8U0RYE7_MUSPF, tr|A0A8U0NP16|A0A8U0NP16_MUSPF, tr|A0A8U0V0M5|A0A8U0V0M5_MUSPF, tr|M3YAL6|M3YAL6_MUSPF, tr|A0A8U0S1F2|A0A8U0S1F2_MUSPF, tr|A0A8U0NMM3|A0A8U0NMM3_MUSPF, tr|A0A8U0UZH9|A0A8U0UZH9_MUSPF, tr|M3Y4R5|M3Y4R5_MUSPF, tr|A0A8U0RZJ3|A0A8U0RZJ3_MUSPF, tr|M3Y4B8|M3Y4B8_MUSPF, tr|M3Y4N4|M3Y4N4_MUSPF
OG0000044	sp|Q8NGM8|OR6M1_HUMAN	tr|A0A8U0MPV7|A0A8U0MPV7_MUSPF, tr|A0A8U0S7I1|A0A8U0S7I1_MUSPF, tr|A0A8U0SUH6|A0A8U0SUH6_MUSPF, tr|A0A8U0MNJ9|A0A8U0MNJ9_MUSPF, tr|A0A8U0SHF4|A0A8U0SHF4_MUSPF, tr|M3Z5S1|M3Z5S1_MUSPF, tr|A0A8U0NII4|A0A8U0NII4_MUSPF, tr|A0A8U0T566|A0A8U0T566_MUSPF, tr|A0A8U0N3C9|A0A8U0N3C9_MUSPF, tr|A0A8U0T1A3|A0A8U0T1A3_MUSPF, tr|A0A8U0MNX0|A0A8U0MNX0_MUSPF, tr|A0A8U0RJL3|A0A8U0RJL3_MUSPF, tr|A0A8U0MQB3|A0A8U0MQB3_MUSPF, tr|A0A8U0SU99|A0A8U0SU99_MUSPF, tr|A0A8U0TDM7|A0A8U0TDM7_MUSPF, tr|A0A8U0MP91|A0A8U0MP91_MUSPF, tr|A0A8U0SUC7|A0A8U0SUC7_MUSPF, tr|A0A8U0MPQ7|A0A8U0MPQ7_MUSPF, tr|A0A8U0NQY5|A0A8U0NQY5_MUSPF
OG0000047	sp|P08727|K1C19_HUMAN	tr|M3YHN4|M3YHN4_MUSPF
OG0000047	sp|P19012|K1C15_HUMAN	tr|A0A8U0TFX7|A0A8U0TFX7_MUSPF, tr|A0A8U0S540|A0A8U0S540_MUSPF, tr|A0A8U0UTR6|A0A8U0UTR6_MUSPF
OG0000047	sp|P13646|K1C13_HUMAN	tr|A0A8U0V1K4|A0A8U0V1K4_MUSPF
OG0000047	sp|P35527|K1C9_HUMAN	tr|A0A8U0V3V6|A0A8U0V3V6_MUSPF
OG0000047	sp|P13645|K1C10_HUMAN	tr|A0A8U0RLH0|A0A8U0RLH0_MUSPF
OG0000047	sp|P02533|K1C14_HUMAN	tr|A0A8U0N8I6|A0A8U0N8I6_MUSPF
OG0000047	sp|P08779|K1C16_HUMAN	tr|A0A8U0S550|A0A8U0S550_MUSPF
OG0000052	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8U0S9M3|A0A8U0S9M3_MUSPF
OG0000052	sp|O43506|ADA20_HUMAN	tr|A0A8U0T7X9|A0A8U0T7X9_MUSPF
OG0000052	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A8U0SWF9|A0A8U0SWF9_MUSPF
OG0000052	sp|Q9UKF2|ADA30_HUMAN	tr|A0A8U0RT87|A0A8U0RT87_MUSPF, tr|A0A8U0TBG5|A0A8U0TBG5_MUSPF, tr|A0A8U0RRB0|A0A8U0RRB0_MUSPF, tr|A0A8U0NGG3|A0A8U0NGG3_MUSPF, tr|A0A8U0NHF5|A0A8U0NHF5_MUSPF, tr|A0A8U0T8T7|A0A8U0T8T7_MUSPF, tr|A0A8U0MSB5|A0A8U0MSB5_MUSPF, tr|A0A8U0SW36|A0A8U0SW36_MUSPF, tr|A0A8U0MSF1|A0A8U0MSF1_MUSPF, tr|A0A8U0N7Z4|A0A8U0N7Z4_MUSPF
OG0000053	sp|Q14746|COG2_HUMAN	tr|A0A8U0SI07|A0A8U0SI07_MUSPF, tr|A0A8U0SJK5|A0A8U0SJK5_MUSPF, tr|A0A8U0V2L3|A0A8U0V2L3_MUSPF, tr|A0A8U0REU3|A0A8U0REU3_MUSPF, tr|A0A8U0RRA3|A0A8U0RRA3_MUSPF, tr|A0A8U0UW86|A0A8U0UW86_MUSPF, tr|A0A8U0V6S5|A0A8U0V6S5_MUSPF, tr|A0A8U0RN37|A0A8U0RN37_MUSPF, tr|A0A8U0UNT6|A0A8U0UNT6_MUSPF, tr|A0A8U0SAL6|A0A8U0SAL6_MUSPF, tr|A0A8U0UPK2|A0A8U0UPK2_MUSPF, tr|A0A8U0RF96|A0A8U0RF96_MUSPF, tr|A0A8U0USW9|A0A8U0USW9_MUSPF, tr|A0A8U0V3W8|A0A8U0V3W8_MUSPF, tr|A0A8U0RJ60|A0A8U0RJ60_MUSPF, tr|A0A8U0SHZ7|A0A8U0SHZ7_MUSPF, tr|A0A8U0URB7|A0A8U0URB7_MUSPF
OG0000055	sp|Q9UKL2|O52A1_HUMAN	tr|A0A8U0T8N0|A0A8U0T8N0_MUSPF, tr|A0A8U0T7L0|A0A8U0T7L0_MUSPF, tr|A0A8U0NE09|A0A8U0NE09_MUSPF, tr|A0A8U0RMW4|A0A8U0RMW4_MUSPF, tr|A0A8U0NEZ7|A0A8U0NEZ7_MUSPF, tr|A0A8U0NEJ8|A0A8U0NEJ8_MUSPF
OG0000055	sp|Q9H2C5|O52A5_HUMAN	tr|A0A8U0T1Y3|A0A8U0T1Y3_MUSPF, tr|A0A8U0T2I4|A0A8U0T2I4_MUSPF, tr|A0A8U0T6H1|A0A8U0T6H1_MUSPF, tr|A0A8U0RMR5|A0A8U0RMR5_MUSPF, tr|A0A8U0UU23|A0A8U0UU23_MUSPF, tr|A0A8U0RQJ4|A0A8U0RQJ4_MUSPF, tr|A0A8U0N6I5|A0A8U0N6I5_MUSPF, tr|A0A8U0UTA0|A0A8U0UTA0_MUSPF, tr|M3Z3S3|M3Z3S3_MUSPF
OG0000056	sp|O95222|OR6A2_HUMAN	tr|A0A8U0NGX6|A0A8U0NGX6_MUSPF
OG0000056	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8U0NBA4|A0A8U0NBA4_MUSPF
OG0000056	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8U0T5T9|A0A8U0T5T9_MUSPF
OG0000056	sp|O95007|OR6B1_HUMAN	tr|A0A8U0NN90|A0A8U0NN90_MUSPF, tr|M3Z8I9|M3Z8I9_MUSPF
OG0000057	sp|Q8NG84|O2AK2_HUMAN	tr|A0A8U0T8L1|A0A8U0T8L1_MUSPF, tr|A0A8U0NGA7|A0A8U0NGA7_MUSPF, tr|A0A8U0UQT0|A0A8U0UQT0_MUSPF, tr|A0A8U0RHH6|A0A8U0RHH6_MUSPF, tr|A0A8U0NN26|A0A8U0NN26_MUSPF, tr|A0A8U0NHL8|A0A8U0NHL8_MUSPF, tr|A0A8U0T722|A0A8U0T722_MUSPF, tr|A0A8U0NG02|A0A8U0NG02_MUSPF, tr|A0A8U0TBC1|A0A8U0TBC1_MUSPF, tr|A0A8U0NHM1|A0A8U0NHM1_MUSPF, tr|A0A8U0TBH1|A0A8U0TBH1_MUSPF, tr|A0A8U0NI29|A0A8U0NI29_MUSPF, tr|A0A8U0T879|A0A8U0T879_MUSPF, tr|A0A8U0NHB4|A0A8U0NHB4_MUSPF, tr|A0A8U0NF13|A0A8U0NF13_MUSPF, tr|A0A8U0T903|A0A8U0T903_MUSPF
OG0000059	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN	tr|M3XVV8|M3XVV8_MUSPF
OG0000061	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|Q8N9V2|TRIML_HUMAN, sp|Q8N7C3|TRIMM_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A8U0UTX9|A0A8U0UTX9_MUSPF
OG0000063	sp|P06126|CD1A_HUMAN	tr|M3YN00|M3YN00_MUSPF, tr|M3YN32|M3YN32_MUSPF, tr|A0A8U0T9A3|A0A8U0T9A3_MUSPF, tr|A0A8U0SGS6|A0A8U0SGS6_MUSPF, tr|A0A8U0SGW7|A0A8U0SGW7_MUSPF, tr|A0A8U0NCP9|A0A8U0NCP9_MUSPF, tr|A0A8U0SIS5|A0A8U0SIS5_MUSPF
OG0000063	sp|P29016|CD1B_HUMAN	tr|A0A8U0SHX8|A0A8U0SHX8_MUSPF
OG0000063	sp|P29017|CD1C_HUMAN	tr|A0A8U0V750|A0A8U0V750_MUSPF
OG0000063	sp|P15812|CD1E_HUMAN	tr|A0A8U0NCC8|A0A8U0NCC8_MUSPF
OG0000063	sp|P15813|CD1D_HUMAN	tr|A0A8U0SJ16|A0A8U0SJ16_MUSPF
OG0000064	sp|Q8NH19|O10AG_HUMAN	tr|A0A8U0NG54|A0A8U0NG54_MUSPF, tr|A0A8U0TBJ4|A0A8U0TBJ4_MUSPF, tr|A0A8U0TBE3|A0A8U0TBE3_MUSPF, tr|A0A8U0NGR7|A0A8U0NGR7_MUSPF, tr|M3Z4P1|M3Z4P1_MUSPF, tr|A0A8U0NG60|A0A8U0NG60_MUSPF, tr|A0A8U0NCU6|A0A8U0NCU6_MUSPF, tr|A0A8U0NCE6|A0A8U0NCE6_MUSPF, tr|A0A8U0NF99|A0A8U0NF99_MUSPF, tr|A0A8U0NEU3|A0A8U0NEU3_MUSPF, tr|A0A8U0NCV0|A0A8U0NCV0_MUSPF, tr|A0A8U0RHT4|A0A8U0RHT4_MUSPF, tr|A0A8U0NGL9|A0A8U0NGL9_MUSPF, tr|A0A8U0T1U4|A0A8U0T1U4_MUSPF, tr|A0A8U0NHF8|A0A8U0NHF8_MUSPF
OG0000065	sp|P04908|H2A1B_HUMAN	tr|A0A8U0V5F3|A0A8U0V5F3_MUSPF
OG0000065	sp|P20671|H2A1D_HUMAN	tr|A0A8U0SAQ0|A0A8U0SAQ0_MUSPF
OG0000065	sp|P0C0S8|H2A1_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN	tr|A0A8U0V324|A0A8U0V324_MUSPF
OG0000065	sp|Q7L7L0|H2A3_HUMAN	tr|M3Z4A4|M3Z4A4_MUSPF
OG0000065	sp|Q6FI13|H2A2A_HUMAN	tr|M3Z4T9|M3Z4T9_MUSPF
OG0000065	sp|Q93077|H2A1C_HUMAN	tr|A0A8U0S8Z6|A0A8U0S8Z6_MUSPF
OG0000068	sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|M3Z7U3|M3Z7U3_MUSPF
OG0000068	sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|O43869|OR2T1_HUMAN, sp|Q8NHC8|OR2T6_HUMAN	tr|A0A8U0NG09|A0A8U0NG09_MUSPF
OG0000070	sp|Q8WY07|CTR3_HUMAN	tr|M3XZQ6|M3XZQ6_MUSPF
OG0000070	sp|P30825|CTR1_HUMAN	tr|M3XZW1|M3XZW1_MUSPF
OG0000070	sp|P52569|CTR2_HUMAN	tr|A0A8U0NNU2|A0A8U0NNU2_MUSPF
OG0000071	sp|Q9UG01|IF172_HUMAN	tr|A0A8U0RS00|A0A8U0RS00_MUSPF, tr|A0A8U0SJF0|A0A8U0SJF0_MUSPF, tr|A0A8U0SKP8|A0A8U0SKP8_MUSPF, tr|A0A8U0SIL1|A0A8U0SIL1_MUSPF, tr|A0A8U0SKM1|A0A8U0SKM1_MUSPF, tr|A0A8U0SJE9|A0A8U0SJE9_MUSPF, tr|A0A8U0SM87|A0A8U0SM87_MUSPF, tr|A0A8U0V804|A0A8U0V804_MUSPF, tr|A0A8U0SLM2|A0A8U0SLM2_MUSPF, tr|A0A8U0V8H0|A0A8U0V8H0_MUSPF, tr|A0A8U0SIE0|A0A8U0SIE0_MUSPF, tr|A0A8U0V1E9|A0A8U0V1E9_MUSPF, tr|A0A8U0S539|A0A8U0S539_MUSPF, tr|A0A8U0S3E7|A0A8U0S3E7_MUSPF
OG0000072	sp|Q8NGF1|O52R1_HUMAN	tr|M3Z3Q4|M3Z3Q4_MUSPF, tr|A0A8U0N547|A0A8U0N547_MUSPF, tr|A0A8U0N631|A0A8U0N631_MUSPF, tr|M3Z755|M3Z755_MUSPF, tr|A0A8U0V7N1|A0A8U0V7N1_MUSPF, tr|A0A8U0NHR4|A0A8U0NHR4_MUSPF, tr|A0A8U0N6J1|A0A8U0N6J1_MUSPF, tr|A0A8U0N536|A0A8U0N536_MUSPF, tr|A0A8U0T2I2|A0A8U0T2I2_MUSPF, tr|A0A8U0NGP7|A0A8U0NGP7_MUSPF, tr|A0A8U0T8Y5|A0A8U0T8Y5_MUSPF, tr|A0A8U0UUJ2|A0A8U0UUJ2_MUSPF, tr|A0A8U0T8G0|A0A8U0T8G0_MUSPF, tr|A0A8U0NIT3|A0A8U0NIT3_MUSPF
OG0000075	sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|A6NLW8|DUXA_HUMAN	tr|A0A8U0UYM3|A0A8U0UYM3_MUSPF
OG0000076	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A8U0NHP9|A0A8U0NHP9_MUSPF
OG0000076	sp|Q8NH50|OR8K5_HUMAN	tr|M3Z486|M3Z486_MUSPF
OG0000076	sp|Q8NH51|OR8K3_HUMAN	tr|A0A8U0NI68|A0A8U0NI68_MUSPF, tr|A0A8U0RH09|A0A8U0RH09_MUSPF, tr|M3Z7X4|M3Z7X4_MUSPF, tr|A0A8U0UR13|A0A8U0UR13_MUSPF, tr|A0A8U0NHV7|A0A8U0NHV7_MUSPF
OG0000077	sp|Q01118|SCN7A_HUMAN	tr|A0A8U0MJA4|A0A8U0MJA4_MUSPF
OG0000077	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A8U0SLX2|A0A8U0SLX2_MUSPF
OG0000077	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8U0SMU9|A0A8U0SMU9_MUSPF
OG0000078	sp|Q8NGJ0|OR5A1_HUMAN	tr|A0A8U0N7M7|A0A8U0N7M7_MUSPF
OG0000078	sp|Q8NGI9|OR5A2_HUMAN	tr|A0A8U0NJ69|A0A8U0NJ69_MUSPF
OG0000078	sp|Q8NGI8|O5AN1_HUMAN	tr|A0A8U0NCV7|A0A8U0NCV7_MUSPF, tr|A0A8U0NLH4|A0A8U0NLH4_MUSPF, tr|M3Z5B5|M3Z5B5_MUSPF, tr|A0A8U0NF06|A0A8U0NF06_MUSPF, tr|A0A8U0T6N6|A0A8U0T6N6_MUSPF, tr|A0A8U0NDP9|A0A8U0NDP9_MUSPF, tr|A0A8U0T6J7|A0A8U0T6J7_MUSPF, tr|A0A8U0T6R1|A0A8U0T6R1_MUSPF
OG0000079	sp|Q9BZ81|MAGB5_HUMAN	tr|M3Z5E7|M3Z5E7_MUSPF, tr|M3Z5E3|M3Z5E3_MUSPF, tr|A0A8U0NWS3|A0A8U0NWS3_MUSPF, tr|A0A8U0SP18|A0A8U0SP18_MUSPF, tr|A0A8U0THY7|A0A8U0THY7_MUSPF, tr|A0A8U0V9J4|A0A8U0V9J4_MUSPF, tr|A0A8U0V9T7|A0A8U0V9T7_MUSPF, tr|M3Z6U9|M3Z6U9_MUSPF, tr|M3Z5G2|M3Z5G2_MUSPF, tr|A0A8U0NX09|A0A8U0NX09_MUSPF, tr|A0A8U0SP12|A0A8U0SP12_MUSPF, tr|A0A8U0NZS9|A0A8U0NZS9_MUSPF, tr|A0A8U0P0H5|A0A8U0P0H5_MUSPF
OG0000081	sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN	tr|A0A8U0V1G9|A0A8U0V1G9_MUSPF, tr|A0A8U0V2K8|A0A8U0V2K8_MUSPF
OG0000083	sp|P20813|CP2B6_HUMAN	tr|A0A8U0NKJ2|A0A8U0NKJ2_MUSPF
OG0000083	sp|Q16696|CP2AD_HUMAN, sp|P20853|CP2A7_HUMAN, sp|P11509|CP2A6_HUMAN	tr|M3Z1T4|M3Z1T4_MUSPF, tr|A0A8U0NBR6|A0A8U0NBR6_MUSPF, tr|M3Z0B0|M3Z0B0_MUSPF, tr|A0A8U0MP39|A0A8U0MP39_MUSPF, tr|A0A8U0T3F3|A0A8U0T3F3_MUSPF, tr|M3Z1T5|M3Z1T5_MUSPF, tr|A0A8U0RYS1|A0A8U0RYS1_MUSPF, tr|M1EJX1|M1EJX1_MUSPF
OG0000084	sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN	tr|A0A8U0SX45|A0A8U0SX45_MUSPF
OG0000085	sp|A6NI73|LIRA5_HUMAN	tr|A0A8U0S1F8|A0A8U0S1F8_MUSPF, tr|A0A8U0NNQ9|A0A8U0NNQ9_MUSPF, tr|A0A8U0T7L5|A0A8U0T7L5_MUSPF, tr|A0A8U0UYB3|A0A8U0UYB3_MUSPF, tr|A0A8U0TAT5|A0A8U0TAT5_MUSPF, tr|A0A8U0TA64|A0A8U0TA64_MUSPF, tr|A0A8U0T7G0|A0A8U0T7G0_MUSPF, tr|A0A8U0NFN2|A0A8U0NFN2_MUSPF, tr|A0A8U0UYC3|A0A8U0UYC3_MUSPF, tr|A0A8U0S0E7|A0A8U0S0E7_MUSPF, tr|A0A8U0RXQ5|A0A8U0RXQ5_MUSPF, tr|A0A8U0S0W7|A0A8U0S0W7_MUSPF
OG0000086	sp|Q8NGI0|O52N2_HUMAN	tr|A0A8U0S1E7|A0A8U0S1E7_MUSPF, tr|A0A8U0V0G4|A0A8U0V0G4_MUSPF, tr|A0A8U0NF10|A0A8U0NF10_MUSPF
OG0000086	sp|Q8NH53|O52N1_HUMAN	tr|A0A8U0NFI6|A0A8U0NFI6_MUSPF, tr|A0A8U0V9P4|A0A8U0V9P4_MUSPF
OG0000086	sp|Q8NGI2|O52N4_HUMAN	tr|A0A8U0NE36|A0A8U0NE36_MUSPF, tr|A0A8U0NEY1|A0A8U0NEY1_MUSPF, tr|A0A8U0NNL6|A0A8U0NNL6_MUSPF
OG0000086	sp|Q8NH56|O52N5_HUMAN	tr|A0A8U0NE21|A0A8U0NE21_MUSPF
OG0000087	sp|P50993|AT1A2_HUMAN	tr|A0A8U0NBV2|A0A8U0NBV2_MUSPF
OG0000087	sp|P13637|AT1A3_HUMAN	tr|A0A8U0UZG9|A0A8U0UZG9_MUSPF
OG0000087	sp|P05023|AT1A1_HUMAN	tr|A0A8U0S3U0|A0A8U0S3U0_MUSPF, tr|M3XRC1|M3XRC1_MUSPF
OG0000087	sp|P54707|AT12A_HUMAN	tr|M3YPD8|M3YPD8_MUSPF
OG0000087	sp|P20648|ATP4A_HUMAN	tr|A0A8U0UXE8|A0A8U0UXE8_MUSPF
OG0000087	sp|Q13733|AT1A4_HUMAN	tr|M3YR39|M3YR39_MUSPF
OG0000088	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A8U0T6A2|A0A8U0T6A2_MUSPF, tr|A0A8U0NKZ8|A0A8U0NKZ8_MUSPF
OG0000088	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A8U0TA87|A0A8U0TA87_MUSPF
OG0000088	sp|P51504|ZNF80_HUMAN	tr|A0A8U0S240|A0A8U0S240_MUSPF
OG0000088	sp|Q7Z398|ZN550_HUMAN	tr|A0A8U0NC65|A0A8U0NC65_MUSPF
OG0000088	sp|Q96NL3|ZN599_HUMAN	tr|A0A8U0T130|A0A8U0T130_MUSPF
OG0000089	sp|Q8NH09|OR8S1_HUMAN	tr|M3Z8N1|M3Z8N1_MUSPF, tr|A0A8U0UWT2|A0A8U0UWT2_MUSPF, tr|A0A8U0RS19|A0A8U0RS19_MUSPF, tr|A0A8U0TAZ1|A0A8U0TAZ1_MUSPF, tr|A0A8U0NFZ7|A0A8U0NFZ7_MUSPF, tr|A0A8U0T8I0|A0A8U0T8I0_MUSPF, tr|M3Z8N0|M3Z8N0_MUSPF, tr|A0A8U0T758|A0A8U0T758_MUSPF, tr|A0A8U0NFW1|A0A8U0NFW1_MUSPF, tr|A0A8U0NFE7|A0A8U0NFE7_MUSPF, tr|A0A8U0T8D6|A0A8U0T8D6_MUSPF, tr|M3Z530|M3Z530_MUSPF
OG0000091	sp|Q9H342|O51J1_HUMAN	tr|A0A8U0N5M0|A0A8U0N5M0_MUSPF
OG0000091	sp|Q8NGK0|O51G2_HUMAN	tr|A0A8U0P0R4|A0A8U0P0R4_MUSPF, tr|A0A8U0N5J8|A0A8U0N5J8_MUSPF, tr|A0A8U0UT90|A0A8U0UT90_MUSPF, tr|A0A8U0RQZ3|A0A8U0RQZ3_MUSPF
OG0000091	sp|Q8NH63|O51H1_HUMAN	tr|M3Z6P8|M3Z6P8_MUSPF, tr|A0A8U0T8I9|A0A8U0T8I9_MUSPF, tr|A0A8U0NHI1|A0A8U0NHI1_MUSPF
OG0000092	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A8U0NIU3|A0A8U0NIU3_MUSPF
OG0000092	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A8U0T7T4|A0A8U0T7T4_MUSPF, tr|A0A8U0NHU4|A0A8U0NHU4_MUSPF
OG0000092	sp|Q8NGP3|OR5M9_HUMAN	tr|M3Z4A5|M3Z4A5_MUSPF
OG0000093	sp|Q8NFZ6|VN1R2_HUMAN	tr|A0A8U0NFN7|A0A8U0NFN7_MUSPF
OG0000093	sp|Q9BXE9|VN1R3_HUMAN	tr|A0A8U0SJN8|A0A8U0SJN8_MUSPF, tr|A0A8U0NEB5|A0A8U0NEB5_MUSPF, tr|A0A8U0T709|A0A8U0T709_MUSPF
OG0000093	sp|Q7Z5H5|VN1R4_HUMAN	tr|A0A8U0NFR3|A0A8U0NFR3_MUSPF, tr|A0A8U0NFQ0|A0A8U0NFQ0_MUSPF, tr|A0A8U0UYB8|A0A8U0UYB8_MUSPF, tr|A0A8U0T6S8|A0A8U0T6S8_MUSPF, tr|A0A8U0NER4|A0A8U0NER4_MUSPF, tr|A0A8U0NGD2|A0A8U0NGD2_MUSPF
OG0000094	sp|P02462|CO4A1_HUMAN	tr|A0A8U0S6D9|A0A8U0S6D9_MUSPF
OG0000094	sp|P08572|CO4A2_HUMAN	tr|A0A8U0S6F7|A0A8U0S6F7_MUSPF
OG0000094	sp|Q14031|CO4A6_HUMAN	tr|A0A8U0UQD4|A0A8U0UQD4_MUSPF
OG0000094	sp|P53420|CO4A4_HUMAN	tr|A0A8U0S1P8|A0A8U0S1P8_MUSPF
OG0000094	sp|Q01955|CO4A3_HUMAN	tr|A0A8U0NLD2|A0A8U0NLD2_MUSPF
OG0000094	sp|P29400|CO4A5_HUMAN	tr|M3XXU9|M3XXU9_MUSPF
OG0000095	sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN	tr|A0A8U0RZF0|A0A8U0RZF0_MUSPF
OG0000095	sp|Q86W25|NAL13_HUMAN	tr|A0A8U0ND68|A0A8U0ND68_MUSPF
OG0000095	sp|P59046|NAL12_HUMAN	tr|M3YF28|M3YF28_MUSPF
OG0000095	sp|Q96MN2|NALP4_HUMAN, sp|Q7RTR0|NLRP9_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q86W24|NAL14_HUMAN	tr|A0A8U0UPL4|A0A8U0UPL4_MUSPF
OG0000096	sp|O76013|KRT36_HUMAN	tr|M3YHU8|M3YHU8_MUSPF
OG0000096	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN	tr|M3YI04|M3YI04_MUSPF, tr|A0A8U0N9I5|A0A8U0N9I5_MUSPF, tr|A0A8U0T4H8|A0A8U0T4H8_MUSPF, tr|M3YIL3|M3YIL3_MUSPF, tr|A0A8U0V462|A0A8U0V462_MUSPF, tr|A0A8U0T3T2|A0A8U0T3T2_MUSPF, tr|M3YI27|M3YI27_MUSPF, tr|A0A8U0N9I0|A0A8U0N9I0_MUSPF
