Orthogroup	Homo_sapiens	Mandrillus_leucophaeus
OG0000038	sp|P59901|LIRA4_HUMAN	tr|A0A2K5ZWA1|A0A2K5ZWA1_MANLE
OG0000038	sp|Q6PI73|LIRA6_HUMAN	tr|A0A2K5ZCX5|A0A2K5ZCX5_MANLE
OG0000038	sp|O75022|LIRB3_HUMAN	tr|A0A2K6AIY6|A0A2K6AIY6_MANLE
OG0000038	sp|O75023|LIRB5_HUMAN	tr|A0A2K5YSV2|A0A2K5YSV2_MANLE
OG0000039	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN	tr|A0A2K5XJC2|A0A2K5XJC2_MANLE
OG0000039	sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN	tr|A0A2K5XSJ1|A0A2K5XSJ1_MANLE
OG0000040	sp|P01571|IFN17_HUMAN	tr|A0A2K5ZEN3|A0A2K5ZEN3_MANLE
OG0000040	sp|P01566|IFN10_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05000|IFNW1_HUMAN, sp|Q9P0W0|IFNK_HUMAN, sp|P01574|IFNB_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN	tr|A0A2K5Y9J2|A0A2K5Y9J2_MANLE
OG0000041	sp|A0A0K0K1C4|TVB27_HUMAN	tr|A0A2K5XP75|A0A2K5XP75_MANLE
OG0000041	sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN	tr|A0A2K5XMA5|A0A2K5XMA5_MANLE, tr|A0A2K5XAK0|A0A2K5XAK0_MANLE
OG0000042	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A2K5ZB93|A0A2K5ZB93_MANLE
OG0000042	sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A2K5YNZ2|A0A2K5YNZ2_MANLE
OG0000042	sp|Q9H489|TSY26_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q86VY4|TSYL5_HUMAN	tr|A0A2K5Y511|A0A2K5Y511_MANLE
OG0000043	sp|Q96QV6|H2A1A_HUMAN	tr|A0A2K5XIK9|A0A2K5XIK9_MANLE
OG0000043	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A2K5XRE1|A0A2K5XRE1_MANLE
OG0000043	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A2K5XV04|A0A2K5XV04_MANLE
OG0000043	sp|Q16777|H2A2C_HUMAN	tr|A0A2K5YKH9|A0A2K5YKH9_MANLE
OG0000045	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN	tr|A0A2K5XAY4|A0A2K5XAY4_MANLE
OG0000048	tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW13|TFKL8_HUMAN	tr|A0A2K5YGQ1|A0A2K5YGQ1_MANLE
OG0000049	sp|Q8WZ84|OR8D1_HUMAN	tr|A0A2K5XWG6|A0A2K5XWG6_MANLE
OG0000049	sp|Q8NGG7|OR8A1_HUMAN	tr|A0A2K5XXX4|A0A2K5XXX4_MANLE
OG0000049	sp|Q8NGG8|OR8B3_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q96RC9|OR8B4_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q6IF36|O8G2P_HUMAN	tr|A0A2K5Y3J3|A0A2K5Y3J3_MANLE
OG0000050	sp|A7E2S9|A30BL_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN	tr|A0A2K5XK38|A0A2K5XK38_MANLE
OG0000051	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A2K5XPT8|A0A2K5XPT8_MANLE
OG0000051	sp|Q8NGS7|O13C8_HUMAN	tr|A0A2K5XLN9|A0A2K5XLN9_MANLE
OG0000051	sp|Q8NGS6|O13C3_HUMAN	tr|A0A2K5XJQ1|A0A2K5XJQ1_MANLE, tr|A0A2K5XU90|A0A2K5XU90_MANLE
OG0000051	sp|Q8NH95|O13C6_HUMAN	tr|A0A2K5YKW2|A0A2K5YKW2_MANLE
OG0000051	sp|P0DN81|O13C7_HUMAN	tr|A0A2K5XS98|A0A2K5XS98_MANLE
OG0000052	sp|Q14CN4|K2C72_HUMAN	tr|A0A2K6A0W1|A0A2K6A0W1_MANLE
OG0000052	sp|Q86Y46|K2C73_HUMAN	tr|A0A2K5YST0|A0A2K5YST0_MANLE
OG0000052	sp|Q3SY84|K2C71_HUMAN	tr|A0A2K5XF23|A0A2K5XF23_MANLE
OG0000052	sp|Q7RTS7|K2C74_HUMAN	tr|A0A2K5XQC8|A0A2K5XQC8_MANLE
OG0000052	sp|P12035|K2C3_HUMAN	tr|A0A2K6AE66|A0A2K6AE66_MANLE
OG0000052	sp|Q01546|K22O_HUMAN	tr|A0A2K5ZTU8|A0A2K5ZTU8_MANLE
OG0000052	sp|P35908|K22E_HUMAN	tr|A0A2K5XIW4|A0A2K5XIW4_MANLE, tr|A0A2K5XUJ7|A0A2K5XUJ7_MANLE
OG0000053	sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGX0|O11L1_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN	tr|A0A2K5XHV8|A0A2K5XHV8_MANLE
OG0000054	sp|P09651|ROA1_HUMAN	tr|A0A2K6AL43|A0A2K6AL43_MANLE
OG0000054	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A2K5ZVW6|A0A2K5ZVW6_MANLE
OG0000054	sp|P51991|ROA3_HUMAN	tr|A0A2K5ZH03|A0A2K5ZH03_MANLE, tr|A0A2K5YRF8|A0A2K5YRF8_MANLE, tr|A0A2K5YN09|A0A2K5YN09_MANLE, tr|A0A2K5YSJ9|A0A2K5YSJ9_MANLE, tr|A0A2K6A755|A0A2K6A755_MANLE
OG0000054	sp|Q32P51|RA1L2_HUMAN	tr|A0A2K5ZXG5|A0A2K5ZXG5_MANLE, tr|A0A2K5YCE4|A0A2K5YCE4_MANLE, tr|A0A2K5Y6M3|A0A2K5Y6M3_MANLE
OG0000055	sp|P51522|ZNF83_HUMAN	tr|A0A2K5ZTD9|A0A2K5ZTD9_MANLE
OG0000055	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2K6A8J5|A0A2K6A8J5_MANLE
OG0000055	sp|Q5HY98|ZN766_HUMAN	tr|A0A2K5ZX24|A0A2K5ZX24_MANLE
OG0000055	sp|Q8WV37|ZN480_HUMAN	tr|A0A2K5ZZC4|A0A2K5ZZC4_MANLE
OG0000055	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2K5XJ83|A0A2K5XJ83_MANLE
OG0000055	sp|Q76KX8|ZN534_HUMAN, sp|Q3MIS6|ZN528_HUMAN	tr|A0A2K5Y3J5|A0A2K5Y3J5_MANLE
OG0000057	sp|P63096|GNAI1_HUMAN	tr|A0A2K6A1A2|A0A2K6A1A2_MANLE
OG0000057	sp|P08754|GNAI3_HUMAN	tr|A0A2K5ZEK6|A0A2K5ZEK6_MANLE
OG0000057	sp|P04899|GNAI2_HUMAN	tr|A0A2K5XRQ2|A0A2K5XRQ2_MANLE
OG0000057	sp|P09471|GNAO_HUMAN	tr|A0A2K5ZLQ6|A0A2K5ZLQ6_MANLE
OG0000057	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A2K5YEJ5|A0A2K5YEJ5_MANLE
OG0000057	sp|P19087|GNAT2_HUMAN	tr|A0A2K5XXK1|A0A2K5XXK1_MANLE
OG0000057	sp|P11488|GNAT1_HUMAN	tr|A0A2K6AKH4|A0A2K6AKH4_MANLE
OG0000058	sp|I1YAP6|TRI77_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN	tr|A0A2K6AKN4|A0A2K6AKN4_MANLE
OG0000059	sp|P17024|ZNF20_HUMAN	tr|A0A2K5ZPI6|A0A2K5ZPI6_MANLE
OG0000059	sp|Q7L945|ZN627_HUMAN	tr|A0A2K5XYY4|A0A2K5XYY4_MANLE
OG0000059	sp|P52737|ZN136_HUMAN	tr|A0A2K6A5E0|A0A2K6A5E0_MANLE
OG0000059	sp|C9JN71|ZN878_HUMAN	tr|A0A2K5ZZP4|A0A2K5ZZP4_MANLE, tr|A0A2K5XFI0|A0A2K5XFI0_MANLE
OG0000059	sp|Q96I27|ZN625_HUMAN	tr|A0A2K5YEZ9|A0A2K5YEZ9_MANLE
OG0000059	sp|Q8N7K0|ZN433_HUMAN	tr|A0A2K5YML8|A0A2K5YML8_MANLE
OG0000062	sp|Q86U02|CN165_HUMAN	tr|A0A2K5Z824|A0A2K5Z824_MANLE, tr|A0A2K6AKW8|A0A2K6AKW8_MANLE, tr|A0A2K5ZW79|A0A2K5ZW79_MANLE, tr|A0A2K5XVN5|A0A2K5XVN5_MANLE, tr|A0A2K6A9Q5|A0A2K6A9Q5_MANLE, tr|A0A2K5YW33|A0A2K5YW33_MANLE, tr|A0A2K5ZL09|A0A2K5ZL09_MANLE, tr|A0A2K6ACX9|A0A2K6ACX9_MANLE, tr|A0A2K5XNG0|A0A2K5XNG0_MANLE, tr|A0A2K5XFV1|A0A2K5XFV1_MANLE, tr|A0A2K5XTH1|A0A2K5XTH1_MANLE, tr|A0A2K5ZMS2|A0A2K5ZMS2_MANLE
OG0000063	sp|A0A075B6K4|LV310_HUMAN	tr|A0A2K5XJK9|A0A2K5XJK9_MANLE
OG0000063	sp|A0A075B6K2|LV312_HUMAN, sp|A0A075B6K5|LV39_HUMAN	tr|A0A2K5XFW3|A0A2K5XFW3_MANLE
OG0000063	sp|P01715|LV301_HUMAN	tr|A0A2K5XVJ9|A0A2K5XVJ9_MANLE, tr|A0A2K5Y4H4|A0A2K5Y4H4_MANLE
OG0000065	sp|P15121|ALDR_HUMAN	tr|A0A2K6A230|A0A2K6A230_MANLE, tr|A0A2K5Z283|A0A2K5Z283_MANLE, tr|A0A2K5XK43|A0A2K5XK43_MANLE, tr|A0A2K5XW81|A0A2K5XW81_MANLE, tr|A0A2K5XVP8|A0A2K5XVP8_MANLE, tr|A0A2K5Y9P2|A0A2K5Y9P2_MANLE, tr|A0A2K5ZVS9|A0A2K5ZVS9_MANLE, tr|A0A2K5YE96|A0A2K5YE96_MANLE, tr|A0A2K5XY28|A0A2K5XY28_MANLE, tr|A0A2K5XKS5|A0A2K5XKS5_MANLE, tr|A0A2K5YTS2|A0A2K5YTS2_MANLE, tr|A0A2K5Z9V1|A0A2K5Z9V1_MANLE
OG0000069	sp|P02462|CO4A1_HUMAN	tr|A0A2K5ZTB1|A0A2K5ZTB1_MANLE
OG0000069	sp|P29400|CO4A5_HUMAN	tr|A0A2K5ZZP6|A0A2K5ZZP6_MANLE
OG0000069	sp|P08572|CO4A2_HUMAN	tr|A0A2K6ABU5|A0A2K6ABU5_MANLE
OG0000069	sp|Q14031|CO4A6_HUMAN	tr|A0A2K5ZMU5|A0A2K5ZMU5_MANLE
OG0000069	sp|P53420|CO4A4_HUMAN	tr|A0A2K5Z9D1|A0A2K5Z9D1_MANLE
OG0000069	sp|Q01955|CO4A3_HUMAN	tr|A0A2K5XQH0|A0A2K5XQH0_MANLE
OG0000070	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K5XF21|A0A2K5XF21_MANLE
OG0000070	sp|P55285|CADH6_HUMAN	tr|A0A2K5ZPG4|A0A2K5ZPG4_MANLE
OG0000070	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K5Y6D7|A0A2K5Y6D7_MANLE
OG0000070	sp|P55289|CAD12_HUMAN	tr|A0A2K5Y2M1|A0A2K5Y2M1_MANLE
OG0000070	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K5Y2B5|A0A2K5Y2B5_MANLE
OG0000070	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K5XGB5|A0A2K5XGB5_MANLE
OG0000072	sp|O95678|K2C75_HUMAN	tr|A0A2K6AJW7|A0A2K6AJW7_MANLE
OG0000072	sp|P13647|K2C5_HUMAN	tr|A0A2K6A0H6|A0A2K6A0H6_MANLE
OG0000072	sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P02538|K2C6A_HUMAN	tr|A0A2K6A2F4|A0A2K6A2F4_MANLE, tr|A0A2K5Y9K5|A0A2K5Y9K5_MANLE
OG0000072	sp|P04264|K2C1_HUMAN, sp|Q5XKE5|K2C79_HUMAN	tr|A0A2K6AGV4|A0A2K6AGV4_MANLE
OG0000073	sp|Q9BY31|ZN717_HUMAN	tr|A0A2K6AK10|A0A2K6AK10_MANLE
OG0000073	sp|Q5MCW4|ZN569_HUMAN	tr|A0A2K5Y2G6|A0A2K5Y2G6_MANLE
OG0000073	sp|A6NK53|ZN233_HUMAN	tr|A0A2K5YNS3|A0A2K5YNS3_MANLE
OG0000073	sp|Q147U1|ZN846_HUMAN	tr|A0A2K5YL07|A0A2K5YL07_MANLE, tr|A0A2K5Y3G3|A0A2K5Y3G3_MANLE
OG0000074	sp|Q16537|2A5E_HUMAN	tr|A0A2K5XEY2|A0A2K5XEY2_MANLE
OG0000074	sp|Q15172|2A5A_HUMAN	tr|A0A2K5XXV7|A0A2K5XXV7_MANLE
OG0000074	sp|Q15173|2A5B_HUMAN	tr|A0A2K6A3R0|A0A2K6A3R0_MANLE
OG0000074	sp|Q14738|2A5D_HUMAN	tr|A0A2K5Z3B5|A0A2K5Z3B5_MANLE
OG0000074	sp|Q13362|2A5G_HUMAN	tr|A0A2K5XU02|A0A2K5XU02_MANLE, tr|A0A2K5YR48|A0A2K5YR48_MANLE, tr|A0A2K5XPS5|A0A2K5XPS5_MANLE
OG0000075	sp|Q8NGC4|O10G3_HUMAN	tr|A0A2K5XIU6|A0A2K5XIU6_MANLE
OG0000075	sp|Q8NH81|O10G6_HUMAN, sp|Q8NGN2|O10S1_HUMAN, sp|Q8NGN7|O10D4_HUMAN, sp|Q8NH80|O10D3_HUMAN, sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGC3|O10G2_HUMAN	tr|A0A2K5XA45|A0A2K5XA45_MANLE
OG0000076	sp|P17017|ZNF14_HUMAN	tr|A0A2K5XQY8|A0A2K5XQY8_MANLE
OG0000076	sp|Q9BS34|ZN670_HUMAN	tr|A0A2K5YP43|A0A2K5YP43_MANLE
OG0000076	sp|Q96BR6|ZN669_HUMAN	tr|A0A2K5Y916|A0A2K5Y916_MANLE
OG0000076	sp|Q8TBZ8|ZN564_HUMAN	tr|A0A2K5ZDE5|A0A2K5ZDE5_MANLE
OG0000076	sp|Q8N972|ZN709_HUMAN	tr|A0A2K5XZC4|A0A2K5XZC4_MANLE
OG0000076	sp|Q3KP31|ZN791_HUMAN	tr|A0A2K5YY13|A0A2K5YY13_MANLE
OG0000077	sp|P67936|TPM4_HUMAN	tr|A0A2K5ZVF8|A0A2K5ZVF8_MANLE
OG0000077	sp|P06753|TPM3_HUMAN	tr|A0A2K5Y733|A0A2K5Y733_MANLE, tr|A0A2K5ZW13|A0A2K5ZW13_MANLE, tr|A0A2K6AKW7|A0A2K6AKW7_MANLE, tr|A0A2K5ZMS4|A0A2K5ZMS4_MANLE, tr|A0A2K6ADI2|A0A2K6ADI2_MANLE, tr|A0A2K5ZP62|A0A2K5ZP62_MANLE, tr|A0A2K5YHE0|A0A2K5YHE0_MANLE, tr|A0A2K5YNT3|A0A2K5YNT3_MANLE, tr|A0A2K5ZZU7|A0A2K5ZZU7_MANLE
OG0000078	sp|Q01523|DEF5_HUMAN	tr|A0A2K5ZPE1|A0A2K5ZPE1_MANLE, tr|A0A2K5ZZN4|A0A2K5ZZN4_MANLE, tr|A0A2K5Y414|A0A2K5Y414_MANLE, tr|A0A2K5XD02|A0A2K5XD02_MANLE, tr|A0A2K5XIK2|A0A2K5XIK2_MANLE, tr|A0A2K5ZQ26|A0A2K5ZQ26_MANLE, tr|A0A2K5Y9R1|A0A2K5Y9R1_MANLE, tr|A0A2K5YHJ2|A0A2K5YHJ2_MANLE, tr|A0A2K5ZL24|A0A2K5ZL24_MANLE, tr|A0A2K5YIS9|A0A2K5YIS9_MANLE, tr|A0A2K5ZMF9|A0A2K5ZMF9_MANLE
OG0000080	sp|P15621|ZNF44_HUMAN	tr|A0A2K5XWW3|A0A2K5XWW3_MANLE
OG0000080	sp|Q9H7R0|ZN442_HUMAN	tr|A0A2K5Y5Y1|A0A2K5Y5Y1_MANLE
OG0000080	sp|P16415|ZN823_HUMAN, sp|Q8N8Z8|ZN441_HUMAN, sp|Q8TA94|ZN563_HUMAN	tr|A0A2K6A833|A0A2K6A833_MANLE
OG0000080	sp|Q9Y2A4|ZN443_HUMAN, sp|Q96GE5|ZN799_HUMAN	tr|A0A2K5XIX7|A0A2K5XIX7_MANLE
OG0000082	sp|P0DMU9|CT45A_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN	tr|A0A2K5X9Z4|A0A2K5X9Z4_MANLE, tr|A0A2K6A7N4|A0A2K6A7N4_MANLE
OG0000084	sp|P10412|H14_HUMAN	tr|A0A2K5XKY3|A0A2K5XKY3_MANLE
OG0000084	sp|P16402|H13_HUMAN, sp|P16403|H12_HUMAN, sp|P22492|H1T_HUMAN, sp|P60008|HILS1_HUMAN, sp|Q75WM6|H1FNT_HUMAN, sp|Q92522|H1X_HUMAN, sp|Q02539|H11_HUMAN, sp|P16401|H15_HUMAN	tr|A0A2K5XHP7|A0A2K5XHP7_MANLE
OG0000085	sp|O95416|SOX14_HUMAN, sp|Q9Y651|SOX21_HUMAN, sp|O15370|SOX12_HUMAN, sp|Q06945|SOX4_HUMAN, sp|P35716|SOX11_HUMAN, sp|P35713|SOX18_HUMAN, sp|Q05066|SRY_HUMAN, sp|O00570|SOX1_HUMAN, sp|P41225|SOX3_HUMAN, sp|P48431|SOX2_HUMAN	tr|A0A2K5XVC7|A0A2K5XVC7_MANLE
OG0000086	sp|Q9BYQ0|KRA98_HUMAN, sp|Q9BYQ3|KRA93_HUMAN	tr|A0A2K5Y0Q6|A0A2K5Y0Q6_MANLE
OG0000086	tr|A0A140TA67|A0A140TA67_HUMAN, sp|A8MTY7|KRA97_HUMAN, sp|A8MVA2|KRA96_HUMAN, sp|Q9BYQ4|KRA92_HUMAN	tr|A0A2K5YC44|A0A2K5YC44_MANLE
OG0000086	sp|Q9BYQ2|KRA94_HUMAN, sp|Q9BYP9|KRA99_HUMAN	tr|A0A2K5ZDJ3|A0A2K5ZDJ3_MANLE
OG0000087	sp|P05787|K2C8_HUMAN	tr|A0A2K5Z4N2|A0A2K5Z4N2_MANLE, tr|A0A2K5YCN8|A0A2K5YCN8_MANLE, tr|A0A2K5XQ39|A0A2K5XQ39_MANLE, tr|A0A2K5ZSZ3|A0A2K5ZSZ3_MANLE, tr|A0A2K5XE63|A0A2K5XE63_MANLE, tr|A0A2K5ZP81|A0A2K5ZP81_MANLE, tr|A0A2K6AIV0|A0A2K6AIV0_MANLE, tr|A0A2K6AC12|A0A2K6AC12_MANLE, tr|A0A2K5YD40|A0A2K5YD40_MANLE, tr|A0A2K5YN90|A0A2K5YN90_MANLE
OG0000088	sp|P11940|PABP1_HUMAN	tr|A0A2K5XW65|A0A2K5XW65_MANLE
OG0000088	sp|Q9H361|PABP3_HUMAN	tr|A0A2K6A7Y8|A0A2K6A7Y8_MANLE
OG0000088	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K6ADP1|A0A2K6ADP1_MANLE
OG0000088	sp|P0CB38|PAB4L_HUMAN, sp|Q13310|PABP4_HUMAN	tr|A0A2K5ZZ67|A0A2K5ZZ67_MANLE
OG0000089	sp|Q14141|SEPT6_HUMAN	tr|A0A2K5YB45|A0A2K5YB45_MANLE
OG0000089	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2K6A3I7|A0A2K6A3I7_MANLE
OG0000089	sp|Q9P0V9|SEP10_HUMAN	tr|A0A2K5Z5E3|A0A2K5Z5E3_MANLE
OG0000089	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A2K5YL43|A0A2K5YL43_MANLE
OG0000089	sp|Q92599|SEPT8_HUMAN	tr|A0A2K6AK42|A0A2K6AK42_MANLE
OG0000090	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q8NH74|O10A6_HUMAN, sp|P58181|O10A3_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q8NGE0|O10AD_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NH19|O10AG_HUMAN	tr|A0A2K5XV33|A0A2K5XV33_MANLE
OG0000091	sp|P06748|NPM_HUMAN	tr|A0A2K5YDB8|A0A2K5YDB8_MANLE, tr|A0A2K5YX57|A0A2K5YX57_MANLE, tr|A0A2K5ZMR9|A0A2K5ZMR9_MANLE, tr|A0A2K5Z2K1|A0A2K5Z2K1_MANLE, tr|A0A2K6AIL8|A0A2K6AIL8_MANLE, tr|A0A2K6A4L3|A0A2K6A4L3_MANLE, tr|A0A2K5YR11|A0A2K5YR11_MANLE, tr|A0A2K5ZC01|A0A2K5ZC01_MANLE, tr|A0A2K5ZSI6|A0A2K5ZSI6_MANLE, tr|A0A2K5XRS7|A0A2K5XRS7_MANLE
OG0000092	sp|P60842|IF4A1_HUMAN	tr|A0A2K5YNF9|A0A2K5YNF9_MANLE
OG0000092	sp|Q14240|IF4A2_HUMAN	tr|A0A2K5Y9Q6|A0A2K5Y9Q6_MANLE, tr|A0A2K5ZB73|A0A2K5ZB73_MANLE, tr|A0A2K5XLJ1|A0A2K5XLJ1_MANLE
OG0000092	sp|P38919|IF4A3_HUMAN	tr|A0A2K6AII8|A0A2K6AII8_MANLE, tr|A0A2K6A993|A0A2K6A993_MANLE, tr|A0A2K5YPL8|A0A2K5YPL8_MANLE
OG0000093	sp|P61077|UB2D3_HUMAN	tr|A0A2K5ZRD3|A0A2K5ZRD3_MANLE
OG0000093	sp|P62837|UB2D2_HUMAN	tr|A0A2K5Y1Y8|A0A2K5Y1Y8_MANLE
OG0000093	sp|P51668|UB2D1_HUMAN	tr|A0A2K5Z6V2|A0A2K5Z6V2_MANLE
OG0000093	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K5ZUV0|A0A2K5ZUV0_MANLE, tr|A0A2K5Z505|A0A2K5Z505_MANLE
OG0000094	sp|Q14525|KT33B_HUMAN	tr|A0A2K5ZTW7|A0A2K5ZTW7_MANLE
OG0000094	sp|O76009|KT33A_HUMAN	tr|A0A2K5ZDS4|A0A2K5ZDS4_MANLE
OG0000094	sp|Q14532|K1H2_HUMAN	tr|A0A2K5XKJ1|A0A2K5XKJ1_MANLE
OG0000094	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|A0A2K6AK51|A0A2K6AK51_MANLE
