Orthogroup	Homo_sapiens	Molossus_molossus
OG0000037	sp|P29322|EPHA8_HUMAN	tr|A0A7J8F7N8|A0A7J8F7N8_MOLMO
OG0000037	sp|P29320|EPHA3_HUMAN	tr|A0A7J8HYN4|A0A7J8HYN4_MOLMO
OG0000037	sp|P54756|EPHA5_HUMAN	tr|A0A7J8JU02|A0A7J8JU02_MOLMO
OG0000037	sp|Q9UF33|EPHA6_HUMAN	tr|A0A7J8HZN8|A0A7J8HZN8_MOLMO
OG0000037	sp|Q15375|EPHA7_HUMAN	tr|A0A7J8GPB3|A0A7J8GPB3_MOLMO
OG0000037	sp|P54764|EPHA4_HUMAN	tr|A0A7J8FRD8|A0A7J8FRD8_MOLMO
OG0000037	sp|P54762|EPHB1_HUMAN	tr|A0A7J8DB02|A0A7J8DB02_MOLMO
OG0000037	sp|P29323|EPHB2_HUMAN	tr|A0A7J8F8X5|A0A7J8F8X5_MOLMO
OG0000037	sp|P54753|EPHB3_HUMAN	tr|A0A7J8I020|A0A7J8I020_MOLMO
OG0000037	sp|O15197|EPHB6_HUMAN, sp|P54760|EPHB4_HUMAN	tr|A0A7J8IXI8|A0A7J8IXI8_MOLMO
OG0000040	sp|Q58FG1|HS904_HUMAN	tr|A0A7J8GKT9|A0A7J8GKT9_MOLMO, tr|A0A7J8CRW9|A0A7J8CRW9_MOLMO, tr|A0A7J8CZZ3|A0A7J8CZZ3_MOLMO
OG0000040	sp|Q58FF7|H90B3_HUMAN	tr|A0A7J8FRS3|A0A7J8FRS3_MOLMO, tr|A0A7J8ERM0|A0A7J8ERM0_MOLMO, tr|A0A7J8F9M8|A0A7J8F9M8_MOLMO, tr|A0A7J8ES67|A0A7J8ES67_MOLMO
OG0000040	sp|P07900|HS90A_HUMAN	tr|A0A7J8JU60|A0A7J8JU60_MOLMO
OG0000040	sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN	tr|A0A7J8FRV1|A0A7J8FRV1_MOLMO, tr|A0A7J8ER72|A0A7J8ER72_MOLMO
OG0000040	sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN	tr|A0A7J8ER11|A0A7J8ER11_MOLMO
OG0000043	sp|Q8TCB6|O51E1_HUMAN, sp|Q8NGF3|O51D1_HUMAN, sp|Q9H255|O51E2_HUMAN, sp|Q9H2C5|O52A5_HUMAN, sp|Q9UKL2|O52A1_HUMAN, sp|A6NMU1|O52A4_HUMAN, sp|Q8NGK3|O52K2_HUMAN, sp|Q8NGK4|O52K1_HUMAN, sp|Q6IF63|O52W1_HUMAN, sp|Q8NH67|O52I2_HUMAN, sp|Q8NGK6|O52I1_HUMAN, sp|Q96RD3|O52E6_HUMAN, sp|Q6IFG1|O52E8_HUMAN, sp|Q8NGH9|O52E4_HUMAN, sp|Q8NGJ3|O52E1_HUMAN, sp|Q96RD2|O52B2_HUMAN, sp|Q8NGF0|O52B6_HUMAN, sp|P0C646|O52Z1_HUMAN	tr|A0A7J8ETW6|A0A7J8ETW6_MOLMO
OG0000047	sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61568|ENK11_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, tr|B3KNS4|B3KNS4_HUMAN	tr|A0A7J8F9L2|A0A7J8F9L2_MOLMO
OG0000048	sp|P02533|K1C14_HUMAN	tr|A0A7J8CYV0|A0A7J8CYV0_MOLMO
OG0000048	sp|P08779|K1C16_HUMAN	tr|A0A7J8CZ56|A0A7J8CZ56_MOLMO
OG0000048	sp|Q04695|K1C17_HUMAN	tr|A0A7J8CYQ9|A0A7J8CYQ9_MOLMO
OG0000048	sp|P13645|K1C10_HUMAN	tr|A0A7J8CYW5|A0A7J8CYW5_MOLMO
OG0000048	sp|Q99456|K1C12_HUMAN	tr|A0A7J8CYR7|A0A7J8CYR7_MOLMO, tr|A0A7J8CYP6|A0A7J8CYP6_MOLMO
OG0000048	sp|P19012|K1C15_HUMAN	tr|A0A7J8CYS4|A0A7J8CYS4_MOLMO
OG0000048	sp|P13646|K1C13_HUMAN	tr|A0A7J8CZ92|A0A7J8CZ92_MOLMO
OG0000048	sp|P08727|K1C19_HUMAN	tr|A0A7J8CYX5|A0A7J8CYX5_MOLMO
OG0000049	sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN	tr|A0A7J8IB22|A0A7J8IB22_MOLMO
OG0000050	sp|P02794|FRIH_HUMAN	tr|A0A7J8EQF6|A0A7J8EQF6_MOLMO
OG0000050	sp|Q8N4E7|FTMT_HUMAN	tr|A0A7J8IZF4|A0A7J8IZF4_MOLMO
OG0000050	sp|Q9BXU8|FHL17_HUMAN, sp|P0C7X4|FHL19_HUMAN	tr|A0A7J8FXI3|A0A7J8FXI3_MOLMO, tr|A0A7J8ED84|A0A7J8ED84_MOLMO, tr|A0A7J8FQW6|A0A7J8FQW6_MOLMO, tr|A0A7J8I1A9|A0A7J8I1A9_MOLMO, tr|A0A7J8I889|A0A7J8I889_MOLMO, tr|A0A7J8HCM6|A0A7J8HCM6_MOLMO, tr|A0A7J8HHP4|A0A7J8HHP4_MOLMO, tr|A0A7J8CRW3|A0A7J8CRW3_MOLMO, tr|A0A7J8JX54|A0A7J8JX54_MOLMO, tr|A0A7J8C8W6|A0A7J8C8W6_MOLMO, tr|A0A7J8E389|A0A7J8E389_MOLMO, tr|A0A7J8FR98|A0A7J8FR98_MOLMO
OG0000051	sp|Q9BQR3|PRS27_HUMAN	tr|A0A7J8J2P4|A0A7J8J2P4_MOLMO
OG0000051	sp|Q9GZN4|BSSP4_HUMAN, sp|P03952|KLKB1_HUMAN, sp|P03951|FA11_HUMAN, sp|Q7Z5A4|PRS42_HUMAN, sp|Q7RTY3|PRS45_HUMAN, sp|Q7RTY5|PRS48_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN, sp|Q9NRR2|TRYG1_HUMAN, sp|Q9BZJ3|TRYD_HUMAN, sp|P20231|TRYB2_HUMAN, sp|Q15661|TRYB1_HUMAN, sp|A6NIE9|PRS29_HUMAN, sp|Q8NF86|PRS33_HUMAN	tr|A0A7J8J3N8|A0A7J8J3N8_MOLMO
OG0000052	sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59544|T2R50_HUMAN	tr|A0A7J8G1U9|A0A7J8G1U9_MOLMO
OG0000056	sp|Q8NGC1|O11G2_HUMAN	tr|A0A7J8JY44|A0A7J8JY44_MOLMO
OG0000056	sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGX0|O11L1_HUMAN	tr|A0A7J8BYK8|A0A7J8BYK8_MOLMO
OG0000056	sp|B2RN74|O11HC_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN	tr|A0A7J8JXU9|A0A7J8JXU9_MOLMO
OG0000057	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|P35125|UBP6_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN	tr|A0A7J8K2P0|A0A7J8K2P0_MOLMO
OG0000058	sp|Q9NQX6|ZN331_HUMAN	tr|A0A7J8CCN9|A0A7J8CCN9_MOLMO
OG0000058	sp|Q8TAQ5|ZN420_HUMAN	tr|A0A7J8CCQ5|A0A7J8CCQ5_MOLMO
OG0000058	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A7J8CCW4|A0A7J8CCW4_MOLMO, tr|A0A7J8FRZ3|A0A7J8FRZ3_MOLMO, tr|A0A7J8CD27|A0A7J8CD27_MOLMO, tr|A0A7J8CC99|A0A7J8CC99_MOLMO, tr|A0A7J8CCP4|A0A7J8CCP4_MOLMO, tr|A0A7J8C8L0|A0A7J8C8L0_MOLMO, tr|A0A7J8CCW8|A0A7J8CCW8_MOLMO, tr|A0A7J8CD18|A0A7J8CD18_MOLMO, tr|A0A7J8C8I7|A0A7J8C8I7_MOLMO, tr|A0A7J8HKS6|A0A7J8HKS6_MOLMO
OG0000059	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN	tr|A0A7J8GU19|A0A7J8GU19_MOLMO
OG0000061	sp|Q8NGX6|O10R2_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q6IF99|O10K2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|P30954|O10J1_HUMAN, sp|Q8NHC4|O10J5_HUMAN, sp|Q8NGY7|O10J6_HUMAN, sp|P0C629|O10J4_HUMAN, sp|Q5JRS4|O10J3_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60404|O10H3_HUMAN, sp|O60403|O10H2_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q9Y4A9|O10H1_HUMAN	tr|A0A7J8I438|A0A7J8I438_MOLMO
OG0000062	sp|P01574|IFNB_HUMAN, sp|Q86WN2|IFNE_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN	tr|A0A7J8EDK3|A0A7J8EDK3_MOLMO
OG0000063	sp|Q6A162|K1C40_HUMAN	tr|A0A7J8CZ75|A0A7J8CZ75_MOLMO
OG0000063	sp|Q6A163|K1C39_HUMAN	tr|A0A7J8CYK5|A0A7J8CYK5_MOLMO
OG0000063	sp|O76013|KRT36_HUMAN	tr|A0A7J8CYX1|A0A7J8CYX1_MOLMO
OG0000063	sp|Q92764|KRT35_HUMAN	tr|A0A7J8CZA9|A0A7J8CZA9_MOLMO
OG0000064	sp|P61550|ENVT1_HUMAN	tr|A0A7J8BJG8|A0A7J8BJG8_MOLMO, tr|A0A7J8JWL0|A0A7J8JWL0_MOLMO
OG0000064	sp|Q9UQF0|SYCY1_HUMAN	tr|A0A7J8GRF7|A0A7J8GRF7_MOLMO, tr|A0A7J8I859|A0A7J8I859_MOLMO, tr|A0A7J8GLT9|A0A7J8GLT9_MOLMO, tr|A0A7J8IZH3|A0A7J8IZH3_MOLMO, tr|A0A7J8FA41|A0A7J8FA41_MOLMO, tr|A0A7J8I8D2|A0A7J8I8D2_MOLMO, tr|A0A7J8I1B8|A0A7J8I1B8_MOLMO, tr|A0A7J8J7Q4|A0A7J8J7Q4_MOLMO, tr|A0A7J8I8L4|A0A7J8I8L4_MOLMO, tr|A0A7J8I9I1|A0A7J8I9I1_MOLMO, tr|A0A7J8BK23|A0A7J8BK23_MOLMO, tr|A0A7J8C925|A0A7J8C925_MOLMO
OG0000066	sp|P0DTE4|UD2A1_HUMAN	tr|A0A7J8K298|A0A7J8K298_MOLMO
OG0000066	sp|P0DTE5|UD2A2_HUMAN, sp|Q3SY77|UD3A2_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P36537|UDB10_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN	tr|A0A7J8K2S3|A0A7J8K2S3_MOLMO, tr|A0A7J8K3N4|A0A7J8K3N4_MOLMO
OG0000067	sp|P0C0S8|H2A1_HUMAN	tr|A0A7J8CR43|A0A7J8CR43_MOLMO
OG0000067	sp|Q6FI13|H2A2A_HUMAN	tr|A0A7J8CR25|A0A7J8CR25_MOLMO
OG0000067	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A7J8CR80|A0A7J8CR80_MOLMO
OG0000067	sp|P16104|H2AX_HUMAN	tr|A0A7J8EQQ5|A0A7J8EQQ5_MOLMO
OG0000067	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A7J8FXT2|A0A7J8FXT2_MOLMO
OG0000067	sp|Q16777|H2A2C_HUMAN	tr|A0A7J8CQX1|A0A7J8CQX1_MOLMO
OG0000068	sp|P12018|VPREB_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A0B4J1Y8|LV949_HUMAN	tr|A0A7J8C0L6|A0A7J8C0L6_MOLMO
OG0000070	sp|Q8NGS7|O13C8_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|O95006|OR2F2_HUMAN, sp|Q13607|OR2F1_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN	tr|A0A7J8EG97|A0A7J8EG97_MOLMO
OG0000071	sp|A0A1W2PPF3|DUXB_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN	tr|A0A7J8C753|A0A7J8C753_MOLMO
OG0000072	sp|I1YAP6|TRI77_HUMAN	tr|A0A7J8EVN2|A0A7J8EVN2_MOLMO
OG0000072	sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|A0A7J8EVK6|A0A7J8EVK6_MOLMO
OG0000073	sp|Q05639|EF1A2_HUMAN	tr|A0A7J8HFZ1|A0A7J8HFZ1_MOLMO, tr|A0A7J8FRQ0|A0A7J8FRQ0_MOLMO, tr|A0A7J8HCD6|A0A7J8HCD6_MOLMO, tr|A0A7J8GKB8|A0A7J8GKB8_MOLMO, tr|A0A7J8HH14|A0A7J8HH14_MOLMO
OG0000073	sp|Q5VTE0|EF1A3_HUMAN	tr|A0A7J8GPB9|A0A7J8GPB9_MOLMO, tr|A0A7J8EE55|A0A7J8EE55_MOLMO
OG0000073	sp|P68104|EF1A1_HUMAN	tr|A0A7J8J703|A0A7J8J703_MOLMO, tr|A0A7J8JX09|A0A7J8JX09_MOLMO, tr|A0A7J8J6J4|A0A7J8J6J4_MOLMO, tr|A0A7J8JX95|A0A7J8JX95_MOLMO, tr|A0A7J8GLJ2|A0A7J8GLJ2_MOLMO
OG0000075	sp|P63096|GNAI1_HUMAN	tr|A0A7J8HB37|A0A7J8HB37_MOLMO
OG0000075	sp|P04899|GNAI2_HUMAN	tr|A0A7J8DB85|A0A7J8DB85_MOLMO
OG0000075	sp|P11488|GNAT1_HUMAN	tr|A0A7J8DBH6|A0A7J8DBH6_MOLMO
OG0000075	sp|P19087|GNAT2_HUMAN	tr|A0A7J8CQV4|A0A7J8CQV4_MOLMO
OG0000075	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A7J8HBH1|A0A7J8HBH1_MOLMO
OG0000075	sp|P09471|GNAO_HUMAN	tr|A0A7J8C7G6|A0A7J8C7G6_MOLMO
OG0000075	sp|P08754|GNAI3_HUMAN	tr|A0A7J8CQV7|A0A7J8CQV7_MOLMO
OG0000076	sp|Q9UJU3|ZN112_HUMAN	tr|A0A7J8CCD1|A0A7J8CCD1_MOLMO
OG0000076	sp|Q9NYT6|ZN226_HUMAN	tr|A0A7J8CCF8|A0A7J8CCF8_MOLMO
OG0000076	sp|Q96NJ3|ZN285_HUMAN, sp|Q9UJW7|ZN229_HUMAN	tr|A0A7J8CCI3|A0A7J8CCI3_MOLMO
OG0000076	sp|Q14590|ZN235_HUMAN, sp|A6NK53|ZN233_HUMAN	tr|A0A7J8CCH5|A0A7J8CCH5_MOLMO, tr|A0A7J8CCG6|A0A7J8CCG6_MOLMO, tr|A0A7J8CCJ2|A0A7J8CCJ2_MOLMO, tr|A0A7J8CCG7|A0A7J8CCG7_MOLMO
OG0000078	sp|Q9UI33|SCNBA_HUMAN	tr|A0A7J8DDM0|A0A7J8DDM0_MOLMO
OG0000078	sp|Q01118|SCN7A_HUMAN	tr|A0A7J8DDG9|A0A7J8DDG9_MOLMO, tr|A0A7J8DDD2|A0A7J8DDD2_MOLMO, tr|A0A7J8FTX5|A0A7J8FTX5_MOLMO, tr|A0A7J8FUA1|A0A7J8FUA1_MOLMO, tr|A0A7J8FSC4|A0A7J8FSC4_MOLMO, tr|A0A7J8FU03|A0A7J8FU03_MOLMO, tr|A0A7J8G153|A0A7J8G153_MOLMO, tr|A0A7J8D1R1|A0A7J8D1R1_MOLMO, tr|A0A7J8D1F0|A0A7J8D1F0_MOLMO, tr|A0A7J8FTS1|A0A7J8FTS1_MOLMO, tr|A0A7J8FTU6|A0A7J8FTU6_MOLMO
OG0000080	sp|Q8N988|ZN557_HUMAN, sp|Q96NG5|ZN558_HUMAN	tr|A0A7J8IDR6|A0A7J8IDR6_MOLMO
OG0000080	sp|Q9BR84|ZN559_HUMAN, sp|Q14584|ZN266_HUMAN, sp|P58317|ZN121_HUMAN, sp|Q96MR9|ZN560_HUMAN, sp|Q9BUY5|ZN426_HUMAN, sp|Q96MU6|ZN778_HUMAN, sp|Q8N587|ZN561_HUMAN, sp|Q6V9R5|ZN562_HUMAN, sp|Q147U1|ZN846_HUMAN	tr|A0A7J8I944|A0A7J8I944_MOLMO
OG0000081	sp|Q7KZI7|MARK2_HUMAN	tr|A0A7J8ESA2|A0A7J8ESA2_MOLMO
OG0000081	sp|P27448|MARK3_HUMAN	tr|A0A7J8JYB9|A0A7J8JYB9_MOLMO
OG0000081	sp|Q9P0L2|MARK1_HUMAN	tr|A0A7J8BN98|A0A7J8BN98_MOLMO
OG0000082	sp|O60814|H2B1K_HUMAN	tr|A0A7J8CR28|A0A7J8CR28_MOLMO
OG0000082	sp|Q16778|H2B2E_HUMAN	tr|A0A7J8CRC7|A0A7J8CRC7_MOLMO
OG0000082	sp|Q5QNW6|H2B2F_HUMAN	tr|A0A7J8CR37|A0A7J8CR37_MOLMO
OG0000082	sp|Q96A08|H2B1A_HUMAN	tr|A0A7J8CRD7|A0A7J8CRD7_MOLMO, tr|A0A7J8J418|A0A7J8J418_MOLMO, tr|A0A7J8CR67|A0A7J8CR67_MOLMO, tr|A0A7J8CR27|A0A7J8CR27_MOLMO
OG0000083	sp|Q96N95|ZN396_HUMAN	tr|A0A7J8HLT6|A0A7J8HLT6_MOLMO
OG0000083	sp|Q3MJ62|ZSC23_HUMAN, sp|Q9H4T2|ZSC16_HUMAN, sp|O15535|ZSC9_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q86W11|ZSC30_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|Q16670|ZSC26_HUMAN, sp|Q499Z4|ZN672_HUMAN, sp|P17028|ZNF24_HUMAN	tr|A0A7J8HLT2|A0A7J8HLT2_MOLMO
OG0000087	sp|Q96SQ9|CP2S1_HUMAN, sp|P20813|CP2B6_HUMAN, sp|P11509|CP2A6_HUMAN, sp|P20853|CP2A7_HUMAN, sp|Q16696|CP2AD_HUMAN, sp|P24903|CP2F1_HUMAN, sp|P05181|CP2E1_HUMAN, sp|P10632|CP2C8_HUMAN, sp|P33260|CP2CI_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN	tr|A0A7J8C6U7|A0A7J8C6U7_MOLMO
OG0000088	sp|P29400|CO4A5_HUMAN	tr|A0A7J8J5X1|A0A7J8J5X1_MOLMO
OG0000088	sp|P02462|CO4A1_HUMAN	tr|A0A7J8GKM0|A0A7J8GKM0_MOLMO
OG0000088	sp|Q14031|CO4A6_HUMAN	tr|A0A7J8J6B7|A0A7J8J6B7_MOLMO
OG0000088	sp|P08572|CO4A2_HUMAN	tr|A0A7J8GJ69|A0A7J8GJ69_MOLMO
OG0000088	sp|P53420|CO4A4_HUMAN	tr|A0A7J8FRW4|A0A7J8FRW4_MOLMO
OG0000088	sp|Q01955|CO4A3_HUMAN	tr|A0A7J8FQS3|A0A7J8FQS3_MOLMO
OG0000089	sp|P55285|CADH6_HUMAN	tr|A0A7J8IWN6|A0A7J8IWN6_MOLMO
OG0000089	sp|Q9ULB4|CADH9_HUMAN	tr|A0A7J8IWI0|A0A7J8IWI0_MOLMO
OG0000089	sp|Q9HBT6|CAD20_HUMAN	tr|A0A7J8HEX4|A0A7J8HEX4_MOLMO
OG0000089	sp|Q9ULB5|CADH7_HUMAN	tr|A0A7J8HGU9|A0A7J8HGU9_MOLMO
OG0000089	sp|P55289|CAD12_HUMAN	tr|A0A7J8IXN7|A0A7J8IXN7_MOLMO
OG0000089	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A7J8IWM1|A0A7J8IWM1_MOLMO
OG0000091	sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|P01834|IGKC_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|A0M8Q6|IGLC7_HUMAN	tr|A0A7J8I000|A0A7J8I000_MOLMO
OG0000093	sp|P16402|H13_HUMAN	tr|A0A7J8CR21|A0A7J8CR21_MOLMO
OG0000093	sp|P10412|H14_HUMAN	tr|A0A7J8CRM9|A0A7J8CRM9_MOLMO
OG0000093	sp|P16401|H15_HUMAN	tr|A0A7J8CR20|A0A7J8CR20_MOLMO
OG0000093	sp|P16403|H12_HUMAN	tr|A0A7J8CRK0|A0A7J8CRK0_MOLMO
OG0000093	sp|P22492|H1T_HUMAN, sp|P60008|HILS1_HUMAN, sp|Q75WM6|H1FNT_HUMAN	tr|A0A7J8CR59|A0A7J8CR59_MOLMO
OG0000094	sp|Q92599|SEPT8_HUMAN	tr|A0A7J8ICJ1|A0A7J8ICJ1_MOLMO
OG0000094	sp|Q9P0V9|SEP10_HUMAN	tr|A0A7J8FBP5|A0A7J8FBP5_MOLMO
OG0000094	sp|Q6ZU15|SEP14_HUMAN	tr|A0A7J8J3L0|A0A7J8J3L0_MOLMO
OG0000094	sp|Q14141|SEPT6_HUMAN	tr|A0A7J8J7X1|A0A7J8J7X1_MOLMO
OG0000094	sp|C0HM01|RBRP_HUMAN	tr|A0A7J8F8T8|A0A7J8F8T8_MOLMO
OG0000094	sp|Q9NVA2|SEP11_HUMAN	tr|A0A7J8K1P9|A0A7J8K1P9_MOLMO
OG0000095	sp|Q16676|FOXD1_HUMAN	tr|A0A7J8IXY1|A0A7J8IXY1_MOLMO
OG0000095	sp|O60548|FOXD2_HUMAN	tr|A0A7J8F7V5|A0A7J8F7V5_MOLMO
