Orthogroup	Homo_sapiens	Odocoileus_virginianus_texanus
OG0000033	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD1|SPD8_HUMAN	tr|A0A6J0YEF1|A0A6J0YEF1_ODOVR
OG0000034	sp|Q6QN14|U17L6_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6R901|U17LL_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|D6RBM5|U17LN_HUMAN	tr|A0A6J0WY13|A0A6J0WY13_ODOVR
OG0000038	sp|O15439|MRP4_HUMAN	tr|A0A6J0WTT2|A0A6J0WTT2_ODOVR, tr|A0A6J0YW58|A0A6J0YW58_ODOVR, tr|A0A6J0W5I2|A0A6J0W5I2_ODOVR, tr|A0A6J0XG69|A0A6J0XG69_ODOVR, tr|A0A6J0WAP2|A0A6J0WAP2_ODOVR, tr|A0A6J0VTJ3|A0A6J0VTJ3_ODOVR, tr|A0A6J0Y798|A0A6J0Y798_ODOVR, tr|A0A6J0Z1D2|A0A6J0Z1D2_ODOVR, tr|A0A6J0W9I7|A0A6J0W9I7_ODOVR, tr|A0A6J0W6Y4|A0A6J0W6Y4_ODOVR, tr|A0A6J0W5K7|A0A6J0W5K7_ODOVR, tr|A0A6J0XD00|A0A6J0XD00_ODOVR, tr|A0A6J0XDV1|A0A6J0XDV1_ODOVR, tr|A0A6J0VJH6|A0A6J0VJH6_ODOVR, tr|A0A6J0VJQ4|A0A6J0VJQ4_ODOVR, tr|A0A6J0Y733|A0A6J0Y733_ODOVR, tr|A0A6J0ZFM0|A0A6J0ZFM0_ODOVR, tr|A0A6J0Y6K1|A0A6J0Y6K1_ODOVR, tr|A0A6J0W9J1|A0A6J0W9J1_ODOVR
OG0000040	sp|Q969W8|ZN566_HUMAN	tr|A0A6J0W830|A0A6J0W830_ODOVR
OG0000040	sp|Q6ECI4|ZN470_HUMAN	tr|A0A6J0X3W7|A0A6J0X3W7_ODOVR
OG0000040	sp|Q96ND8|ZN583_HUMAN	tr|A0A6J0YMI4|A0A6J0YMI4_ODOVR
OG0000040	sp|Q96NJ3|ZN285_HUMAN	tr|A0A6J0WL18|A0A6J0WL18_ODOVR, tr|A0A6J0XGC0|A0A6J0XGC0_ODOVR
OG0000040	sp|Q86UE3|ZN546_HUMAN	tr|A0A6J0Z4W6|A0A6J0Z4W6_ODOVR
OG0000040	sp|Q8N141|ZFP82_HUMAN	tr|A0A6J0VQ54|A0A6J0VQ54_ODOVR
OG0000040	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A6J0WD21|A0A6J0WD21_ODOVR
OG0000044	sp|O95222|OR6A2_HUMAN	tr|A0A6J0WB80|A0A6J0WB80_ODOVR
OG0000044	sp|O95007|OR6B1_HUMAN	tr|A0A6J0WGY3|A0A6J0WGY3_ODOVR, tr|A0A6J0X6C6|A0A6J0X6C6_ODOVR, tr|A0A6J0Z8V1|A0A6J0Z8V1_ODOVR, tr|A0A6J0X4K1|A0A6J0X4K1_ODOVR, tr|A0A6J0X691|A0A6J0X691_ODOVR, tr|A0A6J0X1D9|A0A6J0X1D9_ODOVR, tr|A0A6J0X3X4|A0A6J0X3X4_ODOVR, tr|A0A6J0Z0J9|A0A6J0Z0J9_ODOVR
OG0000044	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A6J0WA22|A0A6J0WA22_ODOVR, tr|A0A6J0W7K2|A0A6J0W7K2_ODOVR, tr|A0A6J0W637|A0A6J0W637_ODOVR, tr|A0A6J0Y2Y0|A0A6J0Y2Y0_ODOVR, tr|A0A6J0Y343|A0A6J0Y343_ODOVR, tr|A0A6J0YI57|A0A6J0YI57_ODOVR
OG0000046	sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|P61568|ENK11_HUMAN, sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, sp|P61578|REC16_HUMAN, tr|B3KNS4|B3KNS4_HUMAN, sp|Q9NX77|ENK13_HUMAN	tr|A0A6J0W766|A0A6J0W766_ODOVR
OG0000047	sp|Q96S97|MYADM_HUMAN	tr|A0A6J0YJF4|A0A6J0YJF4_ODOVR, tr|A0A6J0WT50|A0A6J0WT50_ODOVR, tr|A0A6J0XB54|A0A6J0XB54_ODOVR, tr|A0A6J0XB57|A0A6J0XB57_ODOVR, tr|A0A6J0ZB74|A0A6J0ZB74_ODOVR, tr|A0A6J0VTW4|A0A6J0VTW4_ODOVR, tr|A0A6J0ZC96|A0A6J0ZC96_ODOVR, tr|A0A6J0VWM3|A0A6J0VWM3_ODOVR, tr|A0A6J0ZCP9|A0A6J0ZCP9_ODOVR, tr|A0A6J0XCT1|A0A6J0XCT1_ODOVR, tr|A0A6J0XDM8|A0A6J0XDM8_ODOVR, tr|A0A6J0ZDN9|A0A6J0ZDN9_ODOVR, tr|A0A6J0YR20|A0A6J0YR20_ODOVR, tr|A0A6J0XFY7|A0A6J0XFY7_ODOVR, tr|A0A6J0XB61|A0A6J0XB61_ODOVR, tr|A0A6J0VS31|A0A6J0VS31_ODOVR, tr|A0A6J0WTL1|A0A6J0WTL1_ODOVR
OG0000048	sp|Q86XU0|ZN677_HUMAN	tr|A0A6J0YYD0|A0A6J0YYD0_ODOVR, tr|A0A6J0Z0L9|A0A6J0Z0L9_ODOVR, tr|A0A6J0YZ38|A0A6J0YZ38_ODOVR, tr|A0A6J0W141|A0A6J0W141_ODOVR, tr|A0A6J0VKQ7|A0A6J0VKQ7_ODOVR, tr|A0A6J0VXN2|A0A6J0VXN2_ODOVR, tr|A0A6J0ZAL1|A0A6J0ZAL1_ODOVR, tr|A0A6J0ZBR3|A0A6J0ZBR3_ODOVR, tr|A0A6J0VXM3|A0A6J0VXM3_ODOVR, tr|A0A6J0YYE0|A0A6J0YYE0_ODOVR, tr|A0A6J0VPJ9|A0A6J0VPJ9_ODOVR, tr|A0A6J0VMS1|A0A6J0VMS1_ODOVR, tr|A0A6J0Z064|A0A6J0Z064_ODOVR, tr|A0A6J0Z046|A0A6J0Z046_ODOVR, tr|A0A6J0VIK7|A0A6J0VIK7_ODOVR, tr|A0A6J0Z041|A0A6J0Z041_ODOVR, tr|A0A6J0XGV1|A0A6J0XGV1_ODOVR
OG0000049	sp|P08779|K1C16_HUMAN	tr|A0A6J0X1H9|A0A6J0X1H9_ODOVR
OG0000049	sp|P02533|K1C14_HUMAN	tr|A0A6J0YVR4|A0A6J0YVR4_ODOVR
OG0000049	sp|P08727|K1C19_HUMAN	tr|A0A6J0YX56|A0A6J0YX56_ODOVR
OG0000049	sp|P13646|K1C13_HUMAN	tr|A0A6J0YVB8|A0A6J0YVB8_ODOVR
OG0000049	sp|P19012|K1C15_HUMAN	tr|A0A6J0YVR0|A0A6J0YVR0_ODOVR
OG0000049	sp|P35527|K1C9_HUMAN	tr|A0A6J0Y1C5|A0A6J0Y1C5_ODOVR, tr|A0A6J0YX60|A0A6J0YX60_ODOVR
OG0000049	sp|Q04695|K1C17_HUMAN	tr|A0A6J0X154|A0A6J0X154_ODOVR, tr|A0A6J0W7V6|A0A6J0W7V6_ODOVR, tr|A0A6J0X149|A0A6J0X149_ODOVR
OG0000050	sp|Q9NZP0|OR6C3_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A6J0Z749|A0A6J0Z749_ODOVR
OG0000051	sp|Q8NGN7|O10D4_HUMAN	tr|A0A6J0VMP3|A0A6J0VMP3_ODOVR
OG0000051	sp|Q8NH80|O10D3_HUMAN	tr|A0A6J0VMF8|A0A6J0VMF8_ODOVR, tr|A0A6J0X2H1|A0A6J0X2H1_ODOVR, tr|A0A6J0X0I4|A0A6J0X0I4_ODOVR, tr|A0A6J0ZBN0|A0A6J0ZBN0_ODOVR, tr|A0A6J0VJV4|A0A6J0VJV4_ODOVR, tr|A0A6J0ZF27|A0A6J0ZF27_ODOVR, tr|A0A6J0ZAN6|A0A6J0ZAN6_ODOVR, tr|A0A6J0VMQ7|A0A6J0VMQ7_ODOVR, tr|A0A6J0VSM3|A0A6J0VSM3_ODOVR, tr|A0A6J0VN72|A0A6J0VN72_ODOVR, tr|A0A6J0VR29|A0A6J0VR29_ODOVR, tr|A0A6J0VQT2|A0A6J0VQT2_ODOVR, tr|A0A6J0X7H6|A0A6J0X7H6_ODOVR, tr|A0A6J0ZBN5|A0A6J0ZBN5_ODOVR
OG0000052	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A6J0Z433|A0A6J0Z433_ODOVR
OG0000052	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A6J0VGL9|A0A6J0VGL9_ODOVR
OG0000052	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A6J0Z3G1|A0A6J0Z3G1_ODOVR
OG0000053	sp|P51991|ROA3_HUMAN	tr|A0A6J0VMN8|A0A6J0VMN8_ODOVR, tr|A0A6J0Y7R8|A0A6J0Y7R8_ODOVR, tr|A0A6J0WQD8|A0A6J0WQD8_ODOVR, tr|A0A6J0XLN5|A0A6J0XLN5_ODOVR, tr|A0A6J0VV15|A0A6J0VV15_ODOVR, tr|A0A6J0X172|A0A6J0X172_ODOVR, tr|A0A6J0W9D5|A0A6J0W9D5_ODOVR, tr|A0A6J0Y880|A0A6J0Y880_ODOVR, tr|A0A6J0WLL3|A0A6J0WLL3_ODOVR, tr|A0A6J0Z004|A0A6J0Z004_ODOVR, tr|A0A6J0Y5D3|A0A6J0Y5D3_ODOVR, tr|A0A6J0YR57|A0A6J0YR57_ODOVR, tr|A0A6J0YBG0|A0A6J0YBG0_ODOVR, tr|A0A6J0W7Q0|A0A6J0W7Q0_ODOVR, tr|A0A6J0X325|A0A6J0X325_ODOVR, tr|A0A6J0YJT0|A0A6J0YJT0_ODOVR
OG0000054	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN	tr|A0A6J0X609|A0A6J0X609_ODOVR
OG0000056	sp|Q8NGI2|O52N4_HUMAN	tr|A0A6J0Z1T7|A0A6J0Z1T7_ODOVR, tr|A0A6J0Z0B6|A0A6J0Z0B6_ODOVR
OG0000056	sp|Q8NH53|O52N1_HUMAN	tr|A0A6J0YZH6|A0A6J0YZH6_ODOVR
OG0000056	sp|Q8NH56|O52N5_HUMAN	tr|A0A6J0YZI1|A0A6J0YZI1_ODOVR
OG0000056	sp|Q8NGI0|O52N2_HUMAN	tr|A0A6J0YZE5|A0A6J0YZE5_ODOVR, tr|A0A6J0YZL2|A0A6J0YZL2_ODOVR
OG0000058	sp|Q8NH94|OR1L1_HUMAN	tr|A0A6J0YQ92|A0A6J0YQ92_ODOVR
OG0000058	sp|Q8NH93|OR1L3_HUMAN	tr|A0A6J0YQ41|A0A6J0YQ41_ODOVR
OG0000058	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A6J0VVM2|A0A6J0VVM2_ODOVR, tr|A0A6J0YQ51|A0A6J0YQ51_ODOVR, tr|A0A6J0VQZ5|A0A6J0VQZ5_ODOVR, tr|A0A6J0YNM3|A0A6J0YNM3_ODOVR, tr|A0A6J0YNS1|A0A6J0YNS1_ODOVR, tr|A0A6J0YQC8|A0A6J0YQC8_ODOVR, tr|A0A6J0YN59|A0A6J0YN59_ODOVR, tr|A0A6J0YN20|A0A6J0YN20_ODOVR, tr|A0A6J0YQ81|A0A6J0YQ81_ODOVR, tr|A0A6J0YQD3|A0A6J0YQD3_ODOVR
OG0000059	sp|Q6ZT77|ZN826_HUMAN	tr|A0A6J0YZ12|A0A6J0YZ12_ODOVR
OG0000059	sp|Q7Z2F6|KRBX5_HUMAN, sp|Q14586|ZN267_HUMAN	tr|A0A6J0VKK1|A0A6J0VKK1_ODOVR, tr|A0A6J0YCR3|A0A6J0YCR3_ODOVR, tr|A0A6J0ZD35|A0A6J0ZD35_ODOVR, tr|A0A6J0YYB4|A0A6J0YYB4_ODOVR, tr|A0A6J0Z8V9|A0A6J0Z8V9_ODOVR, tr|A0A6J0ZEH7|A0A6J0ZEH7_ODOVR, tr|A0A6J0YIY5|A0A6J0YIY5_ODOVR, tr|A0A6J0VLJ4|A0A6J0VLJ4_ODOVR, tr|A0A6J0VQ41|A0A6J0VQ41_ODOVR, tr|A0A6J0VRV4|A0A6J0VRV4_ODOVR, tr|A0A6J0VKN6|A0A6J0VKN6_ODOVR, tr|A0A6J0VWV4|A0A6J0VWV4_ODOVR
OG0000062	sp|P20671|H2A1D_HUMAN	tr|A0A6J0YBN9|A0A6J0YBN9_ODOVR
OG0000062	sp|P0C0S8|H2A1_HUMAN	tr|A0A6J0YEK9|A0A6J0YEK9_ODOVR
OG0000062	sp|Q93077|H2A1C_HUMAN	tr|A0A6J0WX72|A0A6J0WX72_ODOVR
OG0000062	sp|Q7L7L0|H2A3_HUMAN	tr|A0A6J0XKJ5|A0A6J0XKJ5_ODOVR
OG0000062	sp|Q6FI13|H2A2A_HUMAN	tr|A0A6J0Y2H9|A0A6J0Y2H9_ODOVR
OG0000062	sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q96KK5|H2A1H_HUMAN	tr|A0A6J0YAP1|A0A6J0YAP1_ODOVR
OG0000064	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A6J0YU36|A0A6J0YU36_ODOVR
OG0000064	sp|Q8NGS7|O13C8_HUMAN	tr|A0A6J0VI23|A0A6J0VI23_ODOVR, tr|A0A6J0VST8|A0A6J0VST8_ODOVR
OG0000064	sp|Q8NH95|O13C6_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A6J0YS99|A0A6J0YS99_ODOVR, tr|A0A6J0YU96|A0A6J0YU96_ODOVR, tr|A0A6J0VKM7|A0A6J0VKM7_ODOVR
OG0000066	sp|P23946|CMA1_HUMAN	tr|A0A6J0ZFQ7|A0A6J0ZFQ7_ODOVR, tr|A0A6J0ZFR3|A0A6J0ZFR3_ODOVR, tr|A0A6J0VL75|A0A6J0VL75_ODOVR, tr|A0A6J0VHK0|A0A6J0VHK0_ODOVR, tr|A0A6J0VXH4|A0A6J0VXH4_ODOVR
OG0000066	sp|P08311|CATG_HUMAN	tr|A0A6J0ZEA6|A0A6J0ZEA6_ODOVR, tr|A0A6J0VU79|A0A6J0VU79_ODOVR, tr|A0A6J0ZDE0|A0A6J0ZDE0_ODOVR
OG0000066	sp|P20718|GRAH_HUMAN	tr|A0A6J0ZEV8|A0A6J0ZEV8_ODOVR, tr|A0A6J0ZDG4|A0A6J0ZDG4_ODOVR
OG0000066	sp|P10144|GRAB_HUMAN	tr|A0A6J0YZL3|A0A6J0YZL3_ODOVR
OG0000067	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A6J0Z9N2|A0A6J0Z9N2_ODOVR
OG0000067	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A6J0XTQ5|A0A6J0XTQ5_ODOVR, tr|A0A6J0XTP6|A0A6J0XTP6_ODOVR, tr|A0A6J0VI36|A0A6J0VI36_ODOVR, tr|A0A6J0Z7Z7|A0A6J0Z7Z7_ODOVR, tr|A0A6J0Z809|A0A6J0Z809_ODOVR, tr|A0A6J0Z9B7|A0A6J0Z9B7_ODOVR, tr|A0A6J0ZAP2|A0A6J0ZAP2_ODOVR, tr|A0A6J0Z802|A0A6J0Z802_ODOVR, tr|A0A6J0XEL8|A0A6J0XEL8_ODOVR, tr|A0A6J0VGH6|A0A6J0VGH6_ODOVR, tr|A0A6J0Z9B5|A0A6J0Z9B5_ODOVR, tr|A0A6J0VUI3|A0A6J0VUI3_ODOVR
OG0000068	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN	tr|A0A6J0XVP0|A0A6J0XVP0_ODOVR
OG0000070	sp|P05181|CP2E1_HUMAN	tr|A0A6J0WD83|A0A6J0WD83_ODOVR, tr|A0A6J0YYM5|A0A6J0YYM5_ODOVR, tr|A0A6J0YXY8|A0A6J0YXY8_ODOVR, tr|A0A6J0VT88|A0A6J0VT88_ODOVR, tr|A0A6J0Z9E6|A0A6J0Z9E6_ODOVR, tr|A0A6J0VWH0|A0A6J0VWH0_ODOVR, tr|A0A6J0WSL0|A0A6J0WSL0_ODOVR, tr|A0A6J0WSP2|A0A6J0WSP2_ODOVR, tr|A0A6J0Z2Z4|A0A6J0Z2Z4_ODOVR, tr|A0A6J0ZDR1|A0A6J0ZDR1_ODOVR, tr|A0A6J0ZAM0|A0A6J0ZAM0_ODOVR, tr|A0A6J0ZAD4|A0A6J0ZAD4_ODOVR, tr|A0A6J0Z7X6|A0A6J0Z7X6_ODOVR, tr|A0A6J0ZE75|A0A6J0ZE75_ODOVR
OG0000071	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A6J0XM40|A0A6J0XM40_ODOVR
OG0000071	sp|Q8N831|TSYL6_HUMAN	tr|A0A6J0W4V5|A0A6J0W4V5_ODOVR
OG0000071	sp|Q9H0U9|TSYL1_HUMAN	tr|A0A6J0XJX8|A0A6J0XJX8_ODOVR
OG0000072	sp|P01236|PRL_HUMAN	tr|A0A6J0Z980|A0A6J0Z980_ODOVR, tr|A0A6J0VN50|A0A6J0VN50_ODOVR, tr|A0A6J0VLS5|A0A6J0VLS5_ODOVR, tr|A0A6J0VRS6|A0A6J0VRS6_ODOVR, tr|A0A6J0VMC2|A0A6J0VMC2_ODOVR, tr|A0A6J0VSJ7|A0A6J0VSJ7_ODOVR, tr|A0A6J0ZBQ6|A0A6J0ZBQ6_ODOVR, tr|A0A6J0VM83|A0A6J0VM83_ODOVR, tr|A0A6J0Z8T0|A0A6J0Z8T0_ODOVR, tr|A0A6J0Z7V8|A0A6J0Z7V8_ODOVR, tr|A0A6J0VTU2|A0A6J0VTU2_ODOVR, tr|A0A6J0VKF0|A0A6J0VKF0_ODOVR, tr|A0A6J0Y5D2|A0A6J0Y5D2_ODOVR, tr|A0A6J0Y4I6|A0A6J0Y4I6_ODOVR
OG0000073	sp|Q8WX39|LCN9_HUMAN	tr|A0A6J0X2F7|A0A6J0X2F7_ODOVR, tr|A0A6J0VM40|A0A6J0VM40_ODOVR, tr|A0A6J0W5S2|A0A6J0W5S2_ODOVR, tr|A0A6J0VPV5|A0A6J0VPV5_ODOVR, tr|A0A6J0W3D1|A0A6J0W3D1_ODOVR, tr|A0A6J0W0K9|A0A6J0W0K9_ODOVR, tr|A0A6J0W0K5|A0A6J0W0K5_ODOVR, tr|A0A6J0VZN7|A0A6J0VZN7_ODOVR, tr|A0A6J0VZP2|A0A6J0VZP2_ODOVR, tr|A0A6J0VTJ4|A0A6J0VTJ4_ODOVR, tr|A0A6J0VW84|A0A6J0VW84_ODOVR, tr|A0A6J0ZAF0|A0A6J0ZAF0_ODOVR, tr|A0A6J0VY98|A0A6J0VY98_ODOVR, tr|A0A6J0VYX8|A0A6J0VYX8_ODOVR
OG0000077	sp|I1YAP6|TRI77_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN	tr|A0A6J0VR21|A0A6J0VR21_ODOVR
OG0000078	sp|Q969N4|TAAR8_HUMAN	tr|A0A6J0YLT6|A0A6J0YLT6_ODOVR, tr|A0A6J0WVC4|A0A6J0WVC4_ODOVR
OG0000078	sp|Q96RI9|TAAR9_HUMAN	tr|A0A6J0WTM8|A0A6J0WTM8_ODOVR, tr|A0A6J0WQ84|A0A6J0WQ84_ODOVR, tr|A0A6J0WTN9|A0A6J0WTN9_ODOVR, tr|A0A6J0WVB9|A0A6J0WVB9_ODOVR, tr|A0A6J0WVB4|A0A6J0WVB4_ODOVR, tr|A0A6J0YL49|A0A6J0YL49_ODOVR
OG0000078	sp|Q96RI8|TAAR6_HUMAN	tr|A0A6J0WTP6|A0A6J0WTP6_ODOVR, tr|A0A6J0WTW5|A0A6J0WTW5_ODOVR, tr|A0A6J0WQT0|A0A6J0WQT0_ODOVR
OG0000079	sp|Q8NGG3|OR5T3_HUMAN, sp|Q8NG75|OR5T1_HUMAN	tr|A0A6J0YGD2|A0A6J0YGD2_ODOVR, tr|A0A6J0YLI6|A0A6J0YLI6_ODOVR, tr|A0A6J0WK40|A0A6J0WK40_ODOVR
OG0000079	sp|Q8NGG2|OR5T2_HUMAN	tr|A0A6J0VTV2|A0A6J0VTV2_ODOVR, tr|A0A6J0Y2X1|A0A6J0Y2X1_ODOVR, tr|A0A6J0Y348|A0A6J0Y348_ODOVR, tr|A0A6J0Z437|A0A6J0Z437_ODOVR, tr|A0A6J0Z421|A0A6J0Z421_ODOVR, tr|A0A6J0VRL9|A0A6J0VRL9_ODOVR, tr|A0A6J0YG38|A0A6J0YG38_ODOVR, tr|A0A6J0YGE7|A0A6J0YGE7_ODOVR
OG0000080	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A6J0XZV1|A0A6J0XZV1_ODOVR
OG0000080	sp|Q86VB7|C163A_HUMAN	tr|A0A6J0XTW3|A0A6J0XTW3_ODOVR
OG0000080	sp|Q9NR16|C163B_HUMAN	tr|A0A6J0XJT3|A0A6J0XJT3_ODOVR, tr|A0A6J0VMX2|A0A6J0VMX2_ODOVR, tr|A0A6J0W6J4|A0A6J0W6J4_ODOVR, tr|A0A6J0XHG0|A0A6J0XHG0_ODOVR, tr|A0A6J0XH84|A0A6J0XH84_ODOVR, tr|A0A6J0XMD2|A0A6J0XMD2_ODOVR, tr|A0A6J0XHH6|A0A6J0XHH6_ODOVR, tr|A0A6J0VQ55|A0A6J0VQ55_ODOVR, tr|A0A6J0XTW6|A0A6J0XTW6_ODOVR
OG0000081	sp|Q96RD2|O52B2_HUMAN	tr|A0A6J0YFB0|A0A6J0YFB0_ODOVR
OG0000081	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A6J0XN74|A0A6J0XN74_ODOVR, tr|A0A6J0YXT9|A0A6J0YXT9_ODOVR, tr|A0A6J0VVA5|A0A6J0VVA5_ODOVR, tr|A0A6J0Z200|A0A6J0Z200_ODOVR, tr|A0A6J0YZN2|A0A6J0YZN2_ODOVR, tr|A0A6J0XLP5|A0A6J0XLP5_ODOVR, tr|A0A6J0WIQ4|A0A6J0WIQ4_ODOVR, tr|A0A6J0WBE2|A0A6J0WBE2_ODOVR, tr|A0A6J0XKQ0|A0A6J0XKQ0_ODOVR, tr|A0A6J0XQQ5|A0A6J0XQQ5_ODOVR, tr|A0A6J0XL69|A0A6J0XL69_ODOVR
OG0000083	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|A0A6J0W064|A0A6J0W064_ODOVR
OG0000083	sp|P34931|HS71L_HUMAN	tr|A0A6J0XUM0|A0A6J0XUM0_ODOVR
OG0000083	sp|P54652|HSP72_HUMAN	tr|A0A6J0WAP7|A0A6J0WAP7_ODOVR
OG0000083	sp|P11142|HSP7C_HUMAN	tr|A0A6J0XAE7|A0A6J0XAE7_ODOVR, tr|A0A6J0W7R8|A0A6J0W7R8_ODOVR
OG0000083	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A6J0XUM5|A0A6J0XUM5_ODOVR
OG0000084	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A6J0W608|A0A6J0W608_ODOVR
OG0000084	sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN	tr|A0A6J0XIS3|A0A6J0XIS3_ODOVR
OG0000084	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A6J0X1S6|A0A6J0X1S6_ODOVR
OG0000085	sp|Q9UKL2|O52A1_HUMAN	tr|A0A6J0YRT4|A0A6J0YRT4_ODOVR, tr|A0A6J0YTM9|A0A6J0YTM9_ODOVR
