Orthogroup	Homo_sapiens	Camelus_ferus 
OG0000033	sp|P34931|HS71L_HUMAN	tr|S9XAK2|S9XAK2_CAMFR
OG0000033	sp|P48741|HSP77_HUMAN	tr|S9YN56|S9YN56_CAMFR
OG0000033	sp|Q0VDF9|HSP7E_HUMAN, sp|P11021|BIP_HUMAN	tr|S9Y3W1|S9Y3W1_CAMFR
OG0000033	sp|P17066|HSP76_HUMAN	tr|S9Z0H4|S9Z0H4_CAMFR
OG0000033	sp|P54652|HSP72_HUMAN	tr|S9YQE7|S9YQE7_CAMFR
OG0000033	sp|P11142|HSP7C_HUMAN	tr|S9Y205|S9Y205_CAMFR, tr|S9YD35|S9YD35_CAMFR, tr|S9XB61|S9XB61_CAMFR, tr|S9XDG3|S9XDG3_CAMFR, tr|S9WN95|S9WN95_CAMFR, tr|S9WEF6|S9WEF6_CAMFR, tr|S9XA40|S9XA40_CAMFR
OG0000034	sp|A0A0C4DH38|HV551_HUMAN, sp|A0A0J9YXX1|HV5X1_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|P0DP01|HV108_HUMAN, sp|P23083|HV102_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, sp|P01743|HV146_HUMAN, sp|P01742|HV169_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN	tr|S9W7L6|S9W7L6_CAMFR
OG0000036	sp|Q99880|H2B1L_HUMAN	tr|S9XKY7|S9XKY7_CAMFR
OG0000036	sp|Q16778|H2B2E_HUMAN	tr|S9WM38|S9WM38_CAMFR
OG0000036	sp|O60814|H2B1K_HUMAN	tr|S9WX75|S9WX75_CAMFR, tr|S9X3W5|S9X3W5_CAMFR
OG0000036	sp|P62807|H2B1C_HUMAN	tr|S9WX78|S9WX78_CAMFR, tr|S9XM97|S9XM97_CAMFR
OG0000036	sp|P58876|H2B1D_HUMAN	tr|S9X6I9|S9X6I9_CAMFR
OG0000036	sp|P33778|H2B1B_HUMAN	tr|S9YQL7|S9YQL7_CAMFR, tr|S9X6K0|S9X6K0_CAMFR
OG0000037	sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYW6|TA2R3_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN	tr|S9WX73|S9WX73_CAMFR
OG0000038	sp|P0DP72|VSXL2_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN	tr|S9WIS9|S9WIS9_CAMFR
OG0000039	sp|Q8NHC8|OR2T6_HUMAN	tr|S9WGG3|S9WGG3_CAMFR
OG0000039	sp|O43869|OR2T1_HUMAN	tr|S9XR40|S9XR40_CAMFR
OG0000039	sp|Q8NH01|O2T11_HUMAN	tr|S9WGF6|S9WGF6_CAMFR, tr|S9WPK1|S9WPK1_CAMFR, tr|S9XR46|S9XR46_CAMFR, tr|S9X5Q7|S9X5Q7_CAMFR, tr|S9YEX6|S9YEX6_CAMFR, tr|S9XGX2|S9XGX2_CAMFR, tr|S9WFD8|S9WFD8_CAMFR, tr|S9XR32|S9XR32_CAMFR, tr|S9XGK3|S9XGK3_CAMFR, tr|S9XRZ5|S9XRZ5_CAMFR, tr|S9WFE3|S9WFE3_CAMFR, tr|S9WDP4|S9WDP4_CAMFR, tr|S9W8E8|S9W8E8_CAMFR, tr|S9WPL7|S9WPL7_CAMFR
OG0000041	sp|Q9UI33|SCNBA_HUMAN	tr|S9XGN9|S9XGN9_CAMFR, tr|S9XF77|S9XF77_CAMFR, tr|S9WA91|S9WA91_CAMFR, tr|S9YHN4|S9YHN4_CAMFR, tr|S9YR71|S9YR71_CAMFR, tr|S9WFG6|S9WFG6_CAMFR, tr|T0M640|T0M640_CAMFR, tr|S9WW42|S9WW42_CAMFR, tr|S9WWN7|S9WWN7_CAMFR, tr|T0NJY4|T0NJY4_CAMFR, tr|S9X0F3|S9X0F3_CAMFR, tr|S9XIX1|S9XIX1_CAMFR, tr|S9X925|S9X925_CAMFR, tr|S9XDX8|S9XDX8_CAMFR, tr|T0MHB7|T0MHB7_CAMFR, tr|T0NQR3|T0NQR3_CAMFR, tr|S9X3A3|S9X3A3_CAMFR, tr|S9WP92|S9WP92_CAMFR
OG0000042	sp|Q96GC6|ZN274_HUMAN	tr|S9WIC4|S9WIC4_CAMFR
OG0000042	sp|P10073|ZSC22_HUMAN	tr|S9XR53|S9XR53_CAMFR
OG0000042	sp|O14709|ZN197_HUMAN	tr|S9XMZ7|S9XMZ7_CAMFR
OG0000042	sp|P59923|ZN445_HUMAN	tr|S9XF03|S9XF03_CAMFR
OG0000042	sp|Q8NF99|ZN397_HUMAN	tr|S9X3X7|S9X3X7_CAMFR
OG0000042	sp|Q96LW9|ZSC31_HUMAN	tr|S9XJS2|S9XJS2_CAMFR, tr|S9WIB5|S9WIB5_CAMFR
OG0000043	sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN	tr|S9WQB8|S9WQB8_CAMFR
OG0000043	sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN	tr|S9XZE3|S9XZE3_CAMFR
OG0000046	sp|P13646|K1C13_HUMAN	tr|S9XCW5|S9XCW5_CAMFR
OG0000046	sp|P19012|K1C15_HUMAN	tr|S9YN95|S9YN95_CAMFR
OG0000046	sp|P35527|K1C9_HUMAN	tr|S9X488|S9X488_CAMFR
OG0000046	sp|P08727|K1C19_HUMAN	tr|S9XIN4|S9XIN4_CAMFR
OG0000046	sp|Q99456|K1C12_HUMAN, sp|P35900|K1C20_HUMAN	tr|S9YD75|S9YD75_CAMFR
OG0000046	sp|P08779|K1C16_HUMAN	tr|S9XCW9|S9XCW9_CAMFR
OG0000046	sp|P02533|K1C14_HUMAN	tr|S9XAP9|S9XAP9_CAMFR
OG0000046	sp|Q04695|K1C17_HUMAN	tr|S9X494|S9X494_CAMFR, tr|S9YN99|S9YN99_CAMFR
OG0000047	sp|P62750|RL23A_HUMAN	tr|S9XFC2|S9XFC2_CAMFR, tr|S9X3Y4|S9X3Y4_CAMFR, tr|S9WKN6|S9WKN6_CAMFR, tr|S9WLT0|S9WLT0_CAMFR, tr|S9WAI2|S9WAI2_CAMFR, tr|S9W4E5|S9W4E5_CAMFR, tr|T0NTM3|T0NTM3_CAMFR, tr|S9YAF9|S9YAF9_CAMFR, tr|S9WKS8|S9WKS8_CAMFR, tr|S9WQ75|S9WQ75_CAMFR, tr|T0MH62|T0MH62_CAMFR, tr|T0NS77|T0NS77_CAMFR, tr|S9YIE5|S9YIE5_CAMFR, tr|S9X369|S9X369_CAMFR, tr|S9X477|S9X477_CAMFR, tr|S9Y623|S9Y623_CAMFR, tr|S9XYI7|S9XYI7_CAMFR
OG0000048	sp|Q9UKJ8|ADA21_HUMAN	tr|S9YCE2|S9YCE2_CAMFR
OG0000048	sp|O43506|ADA20_HUMAN	tr|S9X2B7|S9X2B7_CAMFR
OG0000048	sp|Q9UKF2|ADA30_HUMAN	tr|S9WLB2|S9WLB2_CAMFR
OG0000048	sp|Q9H6Y5|MAGIX_HUMAN, sp|P57105|SYJ2B_HUMAN	tr|S9XXC8|S9XXC8_CAMFR, tr|S9WMF5|S9WMF5_CAMFR, tr|S9YBK5|S9YBK5_CAMFR, tr|S9Y846|S9Y846_CAMFR
OG0000049	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN	tr|S9XWV8|S9XWV8_CAMFR
OG0000050	sp|Q86WZ6|ZN227_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|S9YW59|S9YW59_CAMFR
OG0000052	sp|Q8NGT7|O2A12_HUMAN	tr|S9XLC5|S9XLC5_CAMFR, tr|S9WCY2|S9WCY2_CAMFR, tr|S9XW46|S9XW46_CAMFR, tr|S9XLC0|S9XLC0_CAMFR, tr|S9WCY7|S9WCY7_CAMFR, tr|S9XW50|S9XW50_CAMFR, tr|T0M4X9|T0M4X9_CAMFR, tr|T0MGI8|T0MGI8_CAMFR, tr|T0MGJ3|T0MGJ3_CAMFR, tr|T0NPQ1|T0NPQ1_CAMFR, tr|T0ME34|T0ME34_CAMFR, tr|T0NIT5|T0NIT5_CAMFR, tr|S9Z0L2|S9Z0L2_CAMFR, tr|S9XW54|S9XW54_CAMFR, tr|S9XLD0|S9XLD0_CAMFR, tr|S9WIA0|S9WIA0_CAMFR
OG0000053	sp|Q71DI3|H32_HUMAN	tr|S9XWZ4|S9XWZ4_CAMFR
OG0000053	sp|P68431|H31_HUMAN	tr|S9XBX2|S9XBX2_CAMFR, tr|S9WX72|S9WX72_CAMFR, tr|S9YFT4|S9YFT4_CAMFR, tr|S9WX81|S9WX81_CAMFR, tr|S9XPU3|S9XPU3_CAMFR, tr|S9X3V4|S9X3V4_CAMFR
OG0000053	sp|P84243|H33_HUMAN	tr|S9XM03|S9XM03_CAMFR, tr|S9WX69|S9WX69_CAMFR, tr|S9XE52|S9XE52_CAMFR, tr|S9XZ86|S9XZ86_CAMFR, tr|S9XRR0|S9XRR0_CAMFR, tr|T0MJ22|T0MJ22_CAMFR, tr|T0NNC9|T0NNC9_CAMFR
OG0000055	sp|P0C626|OR5G3_HUMAN	tr|S9WMC1|S9WMC1_CAMFR
OG0000055	sp|Q8NH69|OR5W2_HUMAN	tr|S9XBI4|S9XBI4_CAMFR, tr|S9WEH0|S9WEH0_CAMFR, tr|S9W9R5|S9W9R5_CAMFR, tr|S9XNW5|S9XNW5_CAMFR, tr|S9W3H9|S9W3H9_CAMFR, tr|S9WKV9|S9WKV9_CAMFR, tr|S9WNF7|S9WNF7_CAMFR, tr|S9W7V4|S9W7V4_CAMFR, tr|S9WHB7|S9WHB7_CAMFR, tr|S9W9Q8|S9W9Q8_CAMFR, tr|S9YCK3|S9YCK3_CAMFR, tr|S9YCR1|S9YCR1_CAMFR, tr|S9XC19|S9XC19_CAMFR, tr|S9W7V7|S9W7V7_CAMFR
OG0000056	sp|Q5VWK0|NBPF6_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN	tr|S9Z1H4|S9Z1H4_CAMFR
OG0000058	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|S9YCL2|S9YCL2_CAMFR
OG0000058	sp|Q8NGL3|OR5DE_HUMAN	tr|S9YMG0|S9YMG0_CAMFR, tr|S9X9Y5|S9X9Y5_CAMFR
OG0000058	sp|Q8NGL1|OR5DI_HUMAN	tr|S9YCK9|S9YCK9_CAMFR
OG0000058	sp|Q8NGK9|OR5DG_HUMAN	tr|S9XC23|S9XC23_CAMFR
OG0000059	sp|Q8NGE8|OR4D9_HUMAN	tr|S9W7I0|S9W7I0_CAMFR
OG0000059	sp|Q8NGI6|OR4DA_HUMAN	tr|S9W7K8|S9W7K8_CAMFR, tr|S9XFX5|S9XFX5_CAMFR
OG0000059	sp|Q8NGI4|OR4DB_HUMAN	tr|S9WCF8|S9WCF8_CAMFR
OG0000059	sp|Q8NGJ1|OR4D6_HUMAN	tr|S9XR08|S9XR08_CAMFR
OG0000059	sp|P58180|OR4D2_HUMAN	tr|S9W869|S9W869_CAMFR
OG0000059	sp|Q15615|OR4D1_HUMAN	tr|S9Y7Y2|S9Y7Y2_CAMFR
OG0000060	sp|Q8NGC1|O11G2_HUMAN	tr|S9WIU9|S9WIU9_CAMFR
OG0000060	sp|Q8NGC9|O11H4_HUMAN	tr|S9WIV3|S9WIV3_CAMFR
OG0000060	sp|Q8NGC8|O11H7_HUMAN	tr|S9XLY3|S9XLY3_CAMFR
OG0000060	sp|Q8NGC7|O11H6_HUMAN	tr|S9WKB0|S9WKB0_CAMFR, tr|S9XM04|S9XM04_CAMFR, tr|S9WD84|S9WD84_CAMFR
OG0000061	sp|A0A075B6I0|LV861_HUMAN	tr|S9WRJ0|S9WRJ0_CAMFR, tr|S9X033|S9X033_CAMFR, tr|S9W9E0|S9W9E0_CAMFR, tr|S9WYA8|S9WYA8_CAMFR, tr|S9X094|S9X094_CAMFR, tr|S9X114|S9X114_CAMFR, tr|S9XLB1|S9XLB1_CAMFR, tr|S9YAP3|S9YAP3_CAMFR, tr|S9Y3X1|S9Y3X1_CAMFR, tr|S9WYF7|S9WYF7_CAMFR, tr|S9WUJ0|S9WUJ0_CAMFR, tr|S9YD96|S9YD96_CAMFR, tr|S9W2X1|S9W2X1_CAMFR, tr|S9YAP8|S9YAP8_CAMFR, tr|S9Y0L8|S9Y0L8_CAMFR
OG0000062	sp|Q4G0T1|SRCRM_HUMAN	tr|S9YN16|S9YN16_CAMFR
OG0000062	sp|Q9UEW3|MARCO_HUMAN	tr|T0NU10|T0NU10_CAMFR, tr|S9XRB4|S9XRB4_CAMFR, tr|S9WCQ5|S9WCQ5_CAMFR, tr|S9XL34|S9XL34_CAMFR
OG0000062	sp|Q9UGM3|DMBT1_HUMAN	tr|S9W834|S9W834_CAMFR, tr|S9XQ62|S9XQ62_CAMFR
OG0000062	sp|Q9NR16|C163B_HUMAN, sp|Q86VB7|C163A_HUMAN	tr|T0MKJ0|T0MKJ0_CAMFR, tr|S9W9M2|S9W9M2_CAMFR
OG0000063	sp|A0A5A6|TVBK3_HUMAN, sp|A0A584|TVBK2_HUMAN, sp|A0A0K0K1C0|TVBK1_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A075B6L6|TVB73_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A1B0GXF2|TVB72_HUMAN, sp|P04435|TVB79_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN	tr|S9XZD4|S9XZD4_CAMFR, tr|S9Y9Q8|S9Y9Q8_CAMFR, tr|S9WX82|S9WX82_CAMFR, tr|S9WYW8|S9WYW8_CAMFR
OG0000064	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN	tr|S9YJF1|S9YJF1_CAMFR
OG0000067	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN	tr|S9WQV3|S9WQV3_CAMFR
OG0000070	sp|Q96AM1|MRGRF_HUMAN	tr|S9XMD0|S9XMD0_CAMFR, tr|S9W857|S9W857_CAMFR, tr|S9X5W5|S9X5W5_CAMFR, tr|S9WBJ8|S9WBJ8_CAMFR, tr|S9WQH7|S9WQH7_CAMFR, tr|S9X376|S9X376_CAMFR, tr|S9WN75|S9WN75_CAMFR, tr|S9Y7F9|S9Y7F9_CAMFR, tr|S9Y7L1|S9Y7L1_CAMFR, tr|S9XBF3|S9XBF3_CAMFR, tr|S9X4U8|S9X4U8_CAMFR, tr|S9XN59|S9XN59_CAMFR, tr|S9YHL8|S9YHL8_CAMFR
OG0000071	sp|Q86W25|NAL13_HUMAN	tr|S9XED5|S9XED5_CAMFR
OG0000071	sp|Q86W24|NAL14_HUMAN	tr|S9YCA2|S9YCA2_CAMFR
OG0000071	sp|Q7RTR0|NLRP9_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q96MN2|NALP4_HUMAN	tr|S9XFY7|S9XFY7_CAMFR
OG0000071	sp|Q9NX02|NALP2_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q86W26|NAL10_HUMAN, sp|Q96P20|NLRP3_HUMAN	tr|S9XE09|S9XE09_CAMFR
OG0000072	sp|Q7RTY3|PRS45_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN, sp|Q16651|PRSS8_HUMAN, sp|Q8NF86|PRS33_HUMAN, sp|Q9NRR2|TRYG1_HUMAN	tr|S9YNE6|S9YNE6_CAMFR
OG0000072	sp|A6NIE9|PRS29_HUMAN	tr|S9XEX1|S9XEX1_CAMFR
OG0000072	sp|Q9BZJ3|TRYD_HUMAN, sp|P20231|TRYB2_HUMAN, sp|Q15661|TRYB1_HUMAN	tr|S9YYA1|S9YYA1_CAMFR, tr|S9XB36|S9XB36_CAMFR
OG0000073	sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|S9YQ86|S9YQ86_CAMFR
OG0000073	sp|Q96P47|AGAP3_HUMAN	tr|S9XJT5|S9XJT5_CAMFR
OG0000073	sp|Q9UPQ3|AGAP1_HUMAN	tr|S9XC24|S9XC24_CAMFR, tr|S9XEF8|S9XEF8_CAMFR, tr|S9X5J5|S9X5J5_CAMFR, tr|S9XEH0|S9XEH0_CAMFR
OG0000075	sp|Q9H2R5|KLK15_HUMAN	tr|S9XME3|S9XME3_CAMFR
OG0000075	sp|Q9P0G3|KLK14_HUMAN, sp|Q9UKR3|KLK13_HUMAN	tr|S9XMF9|S9XMF9_CAMFR
OG0000075	sp|P49862|KLK7_HUMAN, sp|O60259|KLK8_HUMAN, sp|Q92876|KLK6_HUMAN	tr|S9XEN2|S9XEN2_CAMFR
OG0000075	sp|Q9UBX7|KLK11_HUMAN, sp|Q9UKQ9|KLK9_HUMAN	tr|S9YY22|S9YY22_CAMFR
OG0000076	sp|P0C617|O5AL1_HUMAN	tr|S9XLT1|S9XLT1_CAMFR, tr|S9YLS2|S9YLS2_CAMFR
OG0000076	sp|Q8NH18|OR5J2_HUMAN	tr|S9WVN6|S9WVN6_CAMFR, tr|S9XKZ5|S9XKZ5_CAMFR, tr|S9XE18|S9XE18_CAMFR, tr|S9W7W0|S9W7W0_CAMFR
OG0000076	sp|Q8NH85|OR5R1_HUMAN	tr|S9XBN4|S9XBN4_CAMFR, tr|S9XJI4|S9XJI4_CAMFR, tr|S9W3P6|S9W3P6_CAMFR, tr|S9XD89|S9XD89_CAMFR, tr|S9W9U5|S9W9U5_CAMFR
OG0000077	sp|P31513|FMO3_HUMAN	tr|S9YQ93|S9YQ93_CAMFR
OG0000077	sp|Q9P215|POGK_HUMAN	tr|T0NTS6|T0NTS6_CAMFR, tr|S9WBZ6|S9WBZ6_CAMFR
OG0000077	sp|P31512|FMO4_HUMAN	tr|T0NN27|T0NN27_CAMFR
OG0000077	sp|P49326|FMO5_HUMAN	tr|S9XQV9|S9XQV9_CAMFR
OG0000077	sp|Q99518|FMO2_HUMAN	tr|T0NTS1|T0NTS1_CAMFR
OG0000077	sp|Q01740|FMO1_HUMAN	tr|T0MIB9|T0MIB9_CAMFR
OG0000078	sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|S9X1C8|S9X1C8_CAMFR
OG0000080	sp|P04440|DPB1_HUMAN	tr|S9X155|S9X155_CAMFR
OG0000080	sp|P13765|DOB_HUMAN	tr|S9X163|S9X163_CAMFR
OG0000080	sp|P13762|DRB4_HUMAN, sp|Q30154|DRB5_HUMAN, sp|P01911|DRB1_HUMAN, sp|P79483|DRB3_HUMAN, sp|P05538|DQB2_HUMAN, sp|P01920|DQB1_HUMAN	tr|S9YA18|S9YA18_CAMFR, tr|S9X9R7|S9X9R7_CAMFR, tr|S9X7V2|S9X7V2_CAMFR
OG0000081	sp|Q9BYZ2|LDH6B_HUMAN	tr|S9YCQ6|S9YCQ6_CAMFR
OG0000081	sp|P07195|LDHB_HUMAN	tr|S9WNH3|S9WNH3_CAMFR, tr|S9XTR0|S9XTR0_CAMFR, tr|S9WRY0|S9WRY0_CAMFR
OG0000081	sp|P00338|LDHA_HUMAN	tr|T0NUC5|T0NUC5_CAMFR, tr|S9WLZ0|S9WLZ0_CAMFR, tr|S9WGR1|S9WGR1_CAMFR, tr|T0NNK2|T0NNK2_CAMFR
OG0000082	sp|P27635|RL10_HUMAN	tr|S9WG52|S9WG52_CAMFR, tr|S9XUN5|S9XUN5_CAMFR, tr|S9WLZ6|S9WLZ6_CAMFR, tr|S9W349|S9W349_CAMFR, tr|S9WJ34|S9WJ34_CAMFR, tr|S9YG50|S9YG50_CAMFR, tr|T0ML68|T0ML68_CAMFR, tr|S9XT57|S9XT57_CAMFR, tr|S9X7S0|S9X7S0_CAMFR, tr|T0ME44|T0ME44_CAMFR, tr|S9YCI1|S9YCI1_CAMFR, tr|S9WBH0|S9WBH0_CAMFR
OG0000083	sp|Q6UXG8|BTNL9_HUMAN	tr|S9YPP0|S9YPP0_CAMFR
OG0000083	sp|A8MVZ5|BTNLA_HUMAN	tr|S9X170|S9X170_CAMFR, tr|S9XAM8|S9XAM8_CAMFR, tr|S9X7V5|S9X7V5_CAMFR
OG0000083	sp|Q96KV6|BT2A3_HUMAN, sp|Q8WVV5|BT2A2_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q13410|BT1A1_HUMAN	tr|S9X3X3|S9X3X3_CAMFR
OG0000084	sp|P54760|EPHB4_HUMAN	tr|S9WI79|S9WI79_CAMFR, tr|S9Y3B1|S9Y3B1_CAMFR, tr|S9Y4Q0|S9Y4Q0_CAMFR, tr|S9X229|S9X229_CAMFR, tr|S9WTC8|S9WTC8_CAMFR, tr|S9WPX9|S9WPX9_CAMFR, tr|S9Y4L2|S9Y4L2_CAMFR, tr|S9WPF3|S9WPF3_CAMFR, tr|S9Y0F5|S9Y0F5_CAMFR, tr|S9YGR3|S9YGR3_CAMFR, tr|S9X5A2|S9X5A2_CAMFR, tr|S9WI60|S9WI60_CAMFR
OG0000085	sp|Q8NH51|OR8K3_HUMAN	tr|S9XB41|S9XB41_CAMFR, tr|S9W9Q4|S9W9Q4_CAMFR, tr|S9W9R2|S9W9R2_CAMFR
