Orthogroup	Homo_sapiens	Pan_troglodytes
OG0000060	sp|P0DPK5|H3Y2_HUMAN, sp|P0DPK2|H3Y1_HUMAN, sp|P84243|H33_HUMAN	tr|G2HIR8|G2HIR8_PANTR
OG0000060	sp|Q16695|H31T_HUMAN	tr|H2PZV4|H2PZV4_PANTR
OG0000060	sp|P68431|H31_HUMAN	tr|H2QQ69|H2QQ69_PANTR
OG0000060	sp|Q71DI3|H32_HUMAN	tr|H2R5Q1|H2R5Q1_PANTR
OG0000062	sp|P07477|TRY1_HUMAN	tr|A0A2I3T1E2|A0A2I3T1E2_PANTR
OG0000062	sp|P07478|TRY2_HUMAN	tr|A0A2I3RIT4|A0A2I3RIT4_PANTR, tr|A0A2I3RGJ4|A0A2I3RGJ4_PANTR
OG0000062	sp|Q8NHM4|TRY6_HUMAN	tr|A0A2I3RV51|A0A2I3RV51_PANTR, tr|A0A2I3TEM4|A0A2I3TEM4_PANTR, tr|A0A2I3T9A0|A0A2I3T9A0_PANTR
OG0000062	sp|Q9P0G3|KLK14_HUMAN, sp|P35030|TRY3_HUMAN	tr|A0A2I3RLD2|A0A2I3RLD2_PANTR
OG0000063	sp|P0CB38|PAB4L_HUMAN	tr|A0A2I3RVX1|A0A2I3RVX1_PANTR
OG0000063	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2J8MKB1|A0A2J8MKB1_PANTR
OG0000063	sp|Q13310|PABP4_HUMAN	tr|H2QZS4|H2QZS4_PANTR
OG0000063	sp|Q9H361|PABP3_HUMAN	tr|H2R0X7|H2R0X7_PANTR, tr|A0A2I3TJR9|A0A2I3TJR9_PANTR, tr|A0A2I3SDS7|A0A2I3SDS7_PANTR
OG0000063	sp|P11940|PABP1_HUMAN	tr|A0A2J8PMH3|A0A2J8PMH3_PANTR
OG0000064	sp|P27348|1433T_HUMAN	tr|A0A2I3SL23|A0A2I3SL23_PANTR
OG0000064	sp|P31946|1433B_HUMAN	tr|A0A2J8MKA4|A0A2J8MKA4_PANTR
OG0000064	sp|P63104|1433Z_HUMAN	tr|A0A2I3T046|A0A2I3T046_PANTR, tr|A0A2I3RFB0|A0A2I3RFB0_PANTR, tr|A0A2I3SL21|A0A2I3SL21_PANTR, tr|K7DDM2|K7DDM2_PANTR
OG0000065	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2I3TI47|A0A2I3TI47_PANTR
OG0000065	sp|Q76KX8|ZN534_HUMAN	tr|A0A2I3SAT3|A0A2I3SAT3_PANTR
OG0000065	sp|Q3MIS6|ZN528_HUMAN	tr|A0A2I3S2R4|A0A2I3S2R4_PANTR
OG0000065	sp|Q8WV37|ZN480_HUMAN	tr|A0A2J8Q766|A0A2J8Q766_PANTR
OG0000065	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2J8Q751|A0A2J8Q751_PANTR
OG0000065	sp|Q5HY98|ZN766_HUMAN	tr|A0A2I3SCW0|A0A2I3SCW0_PANTR
OG0000066	sp|Q96GS6|AB17A_HUMAN	tr|H2R6I8|H2R6I8_PANTR, tr|A0A2I3SFS9|A0A2I3SFS9_PANTR, tr|A0A2I3TMZ5|A0A2I3TMZ5_PANTR, tr|A0A2I3SA63|A0A2I3SA63_PANTR, tr|A0A2I3TE86|A0A2I3TE86_PANTR
OG0000066	sp|Q5VST6|AB17B_HUMAN	tr|H2QXC4|H2QXC4_PANTR
OG0000066	sp|Q6PCB6|AB17C_HUMAN	tr|H2Q9X9|H2Q9X9_PANTR
OG0000067	sp|P62424|RL7A_HUMAN	tr|A0A2I3TCR9|A0A2I3TCR9_PANTR, tr|A0A2I3TCF9|A0A2I3TCF9_PANTR, tr|A0A2I3SM69|A0A2I3SM69_PANTR, tr|A0A2I3TAY6|A0A2I3TAY6_PANTR, tr|A0A2I3S8X9|A0A2I3S8X9_PANTR, tr|A0A2I3TI60|A0A2I3TI60_PANTR, tr|A0A2I3SLG8|A0A2I3SLG8_PANTR, tr|H2QZE5|H2QZE5_PANTR, tr|A0A2I3TKD9|A0A2I3TKD9_PANTR, tr|A0A2I3T4P2|A0A2I3T4P2_PANTR, tr|A0A2I3S962|A0A2I3S962_PANTR
OG0000068	sp|P12268|IMDH2_HUMAN	tr|H2R178|H2R178_PANTR
OG0000068	sp|P20839|IMDH1_HUMAN	tr|A0A2I3TM38|A0A2I3TM38_PANTR, tr|A0A2I3T642|A0A2I3T642_PANTR, tr|A0A2I3TIL3|A0A2I3TIL3_PANTR, tr|A0A2I3S4Z5|A0A2I3S4Z5_PANTR, tr|A0A2I3SXW6|A0A2I3SXW6_PANTR, tr|A0A2I3TL96|A0A2I3TL96_PANTR, tr|A0A2I3T9H3|A0A2I3T9H3_PANTR, tr|A0A2I3RQX0|A0A2I3RQX0_PANTR, tr|A0A2I3SLD7|A0A2I3SLD7_PANTR
OG0000070	sp|A0A5A2|TVB58_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A578|TVB51_HUMAN	tr|A0A2I3SRN4|A0A2I3SRN4_PANTR, tr|A0A2I3RE98|A0A2I3RE98_PANTR, tr|A0A2I3SRI4|A0A2I3SRI4_PANTR
OG0000071	sp|Q8NG83|OR2M3_HUMAN	tr|A0A2J8KNW9|A0A2J8KNW9_PANTR
OG0000071	sp|A3KFT3|OR2M5_HUMAN	tr|H2R7X8|H2R7X8_PANTR
OG0000071	sp|Q8NG81|OR2M7_HUMAN	tr|H2Q1H8|H2Q1H8_PANTR
OG0000071	sp|Q96R27|OR2M4_HUMAN	tr|H2Q1H6|H2Q1H6_PANTR
OG0000071	sp|Q96R28|OR2M2_HUMAN	tr|A0A2I3RMA4|A0A2I3RMA4_PANTR
OG0000072	sp|P01242|SOM2_HUMAN	tr|H2QDN7|H2QDN7_PANTR
OG0000072	sp|P0DML3|CSH2_HUMAN, sp|P0DML2|CSH1_HUMAN	tr|A0A2I3RAF7|A0A2I3RAF7_PANTR
OG0000072	sp|Q14406|CSHL_HUMAN	tr|A0A2I3RKE3|A0A2I3RKE3_PANTR, tr|H2RAP2|H2RAP2_PANTR
OG0000072	sp|P01241|SOMA_HUMAN	sp|P58757|SOM2_PANTR
OG0000073	sp|Q9NYZ4|SIGL8_HUMAN	tr|A0A2I3TQS8|A0A2I3TQS8_PANTR
OG0000073	sp|Q9Y286|SIGL7_HUMAN	tr|A0A2J8Q6P6|A0A2J8Q6P6_PANTR
OG0000073	sp|Q9Y336|SIGL9_HUMAN	tr|A0A2I3SHL9|A0A2I3SHL9_PANTR
OG0000073	sp|Q96PQ1|SIG12_HUMAN	tr|H2RAQ2|H2RAQ2_PANTR, sp|Q64JA4|SIG13_PANTR, tr|H2RAQ1|H2RAQ1_PANTR, sp|Q95LH0|SIG12_PANTR
OG0000074	sp|P0DMU9|CT45A_HUMAN	tr|A0A2I3T3H5|A0A2I3T3H5_PANTR
OG0000074	sp|P0DMU7|CT456_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN	tr|H2R4I9|H2R4I9_PANTR
OG0000075	sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN	tr|A0A2I3TMV5|A0A2I3TMV5_PANTR
OG0000076	sp|Q08477|CP4F3_HUMAN	tr|A0A2I3RWG5|A0A2I3RWG5_PANTR
OG0000076	sp|P78329|CP4F2_HUMAN	tr|A0A2I3S036|A0A2I3S036_PANTR
OG0000076	sp|P98187|CP4F8_HUMAN	tr|H2QZI4|H2QZI4_PANTR
OG0000076	sp|Q9HBI6|CP4FB_HUMAN	tr|H2QFN3|H2QFN3_PANTR
OG0000076	sp|Q9HCS2|CP4FC_HUMAN	tr|H2QFN2|H2QFN2_PANTR, tr|A0A2J8LU53|A0A2J8LU53_PANTR
OG0000077	sp|P06748|NPM_HUMAN	tr|A0A2J8LXX4|A0A2J8LXX4_PANTR, tr|A0A2I3T8G9|A0A2I3T8G9_PANTR, tr|H2RDF3|H2RDF3_PANTR, tr|A0A2I3SBL8|A0A2I3SBL8_PANTR, tr|A0A2I3TGX3|A0A2I3TGX3_PANTR, tr|A0A2I3RNW0|A0A2I3RNW0_PANTR, tr|A0A2I3TDC2|A0A2I3TDC2_PANTR, tr|A0A2I3SFI6|A0A2I3SFI6_PANTR, tr|A0A2I3RNQ2|A0A2I3RNQ2_PANTR, tr|A0A2I3SCU0|A0A2I3SCU0_PANTR
OG0000079	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2I3SZE8|A0A2I3SZE8_PANTR
OG0000079	sp|P61077|UB2D3_HUMAN	tr|A0A2I3SA71|A0A2I3SA71_PANTR, tr|H2RHW2|H2RHW2_PANTR
OG0000079	sp|P62837|UB2D2_HUMAN	tr|A0A2I3S6N5|A0A2I3S6N5_PANTR
OG0000079	sp|Q8IWF7|U2D2L_HUMAN, sp|P51668|UB2D1_HUMAN	tr|H2Q1X5|H2Q1X5_PANTR
OG0000080	sp|P60411|KR109_HUMAN	tr|A0A2I3TMJ3|A0A2I3TMJ3_PANTR
OG0000080	sp|P60014|KR10A_HUMAN	tr|A0A2I3SD56|A0A2I3SD56_PANTR
OG0000080	sp|P60368|KR102_HUMAN	tr|H2RGA6|H2RGA6_PANTR
OG0000080	sp|P60370|KR105_HUMAN	tr|H2QL48|H2QL48_PANTR
OG0000081	sp|P49792|RBP2_HUMAN	sp|H2QII6|RBP2_PANTR
OG0000081	sp|O14715|RGPD8_HUMAN, sp|A6NKT7|RGPD3_HUMAN, sp|Q7Z3J3|RGPD4_HUMAN, sp|P0DJD1|RGPD2_HUMAN, sp|P0DJD0|RGPD1_HUMAN	tr|A0A2I3SUV5|A0A2I3SUV5_PANTR
OG0000081	sp|Q99666|RGPD5_HUMAN	tr|A0A2I3S8Y8|A0A2I3S8Y8_PANTR
OG0000082	sp|P15259|PGAM2_HUMAN	tr|A0A2I3RNH5|A0A2I3RNH5_PANTR
OG0000082	sp|P18669|PGAM1_HUMAN	tr|G2HJI9|G2HJI9_PANTR
OG0000082	sp|Q8N0Y7|PGAM4_HUMAN	sp|Q8MKE8|PGAM4_PANTR
OG0000088	sp|Q8N7R0|NANG2_HUMAN	sp|A2T763|NANG2_PANTR
OG0000088	sp|Q6NSW7|NANP8_HUMAN, sp|Q9H9S0|NANOG_HUMAN	tr|A0A2I3TBA5|A0A2I3TBA5_PANTR, tr|A0A2I3TMA6|A0A2I3TMA6_PANTR, tr|A0A2I3T1N8|A0A2I3T1N8_PANTR, tr|A0A2I3S2W8|A0A2I3S2W8_PANTR, tr|A0A2I3S9B2|A0A2I3S9B2_PANTR, sp|Q3LTE0|NANOG_PANTR
OG0000089	sp|Q9NQZ3|DAZ1_HUMAN	tr|H2R5R2|H2R5R2_PANTR
OG0000089	sp|Q92904|DAZL_HUMAN	tr|A0A2I3TTQ5|A0A2I3TTQ5_PANTR
OG0000089	sp|Q9NR90|DAZ3_HUMAN	tr|H2RB61|H2RB61_PANTR, tr|A0A2I3S773|A0A2I3S773_PANTR, tr|A0A2I3RWM4|A0A2I3RWM4_PANTR
OG0000090	sp|Q9BWW4|SSBP3_HUMAN	tr|A0A2I3SFP6|A0A2I3SFP6_PANTR
OG0000090	sp|Q9BWG4|SSBP4_HUMAN	tr|A0A2I3TKM3|A0A2I3TKM3_PANTR
OG0000090	sp|P81877|SSBP2_HUMAN	tr|H2QR66|H2QR66_PANTR
OG0000092	sp|A0A286YFG1|SCGR8_HUMAN	tr|A0A2I3RI83|A0A2I3RI83_PANTR
OG0000092	sp|A0A286YF77|SCGR6_HUMAN, sp|P0DSO2|SCGR9_HUMAN, sp|A0A286YFB4|SCGR2_HUMAN, sp|A0A286YF60|SCGR3_HUMAN, sp|A0A286YF01|SCGR7_HUMAN, sp|A0A286YEY9|SCGR1_HUMAN, sp|A0A286YEV6|SCGR4_HUMAN	tr|A0A2I3TSG5|A0A2I3TSG5_PANTR
OG0000093	sp|P29320|EPHA3_HUMAN	tr|H2QMY7|H2QMY7_PANTR
OG0000093	sp|Q9UF33|EPHA6_HUMAN	tr|H2QMZ3|H2QMZ3_PANTR
OG0000093	sp|Q15375|EPHA7_HUMAN	tr|H2QTF1|H2QTF1_PANTR
OG0000093	sp|P54764|EPHA4_HUMAN	tr|A0A2J8NFU1|A0A2J8NFU1_PANTR
OG0000093	sp|P54756|EPHA5_HUMAN	tr|H2QPJ1|H2QPJ1_PANTR
OG0000094	sp|Q04695|K1C17_HUMAN	tr|H2QCZ8|H2QCZ8_PANTR, sp|A5A6M0|K1C17_PANTR
OG0000094	sp|P02533|K1C14_HUMAN	tr|H2QCZ7|H2QCZ7_PANTR
OG0000094	sp|P08779|K1C16_HUMAN	tr|H2QCC4|H2QCC4_PANTR, tr|A0A2I3TDV9|A0A2I3TDV9_PANTR
OG0000095	sp|P59901|LIRA4_HUMAN, sp|Q6PI73|LIRA6_HUMAN, sp|O75022|LIRB3_HUMAN, sp|Q8NHL6|LIRB1_HUMAN, sp|Q8N423|LIRB2_HUMAN, sp|O75023|LIRB5_HUMAN, sp|Q8N149|LIRA2_HUMAN, sp|Q8N6C8|LIRA3_HUMAN, sp|O75019|LIRA1_HUMAN	tr|A0A2I3RZC8|A0A2I3RZC8_PANTR
OG0000096	sp|Q14533|KRT81_HUMAN	tr|H2R7E5|H2R7E5_PANTR
OG0000096	sp|P78386|KRT85_HUMAN	tr|H2Q5Z3|H2Q5Z3_PANTR
OG0000096	sp|A6NCN2|KR87P_HUMAN	tr|A0A2I3RVT6|A0A2I3RVT6_PANTR, tr|H2RE02|H2RE02_PANTR
OG0000096	sp|O43790|KRT86_HUMAN	tr|H2Q5Z0|H2Q5Z0_PANTR
OG0000097	sp|Q8NGY9|OR2L8_HUMAN	tr|A0A2I3SQB0|A0A2I3SQB0_PANTR
OG0000097	sp|Q8NG85|OR2L3_HUMAN	tr|A0A2J8KNU9|A0A2J8KNU9_PANTR
OG0000097	sp|Q8NG80|OR2L5_HUMAN	tr|A0A2I3T2V9|A0A2I3T2V9_PANTR
OG0000097	sp|Q8NH16|OR2L2_HUMAN	tr|A0A2I3T348|A0A2I3T348_PANTR, tr|A0A2J8KNU2|A0A2J8KNU2_PANTR
OG0000099	sp|Q96P47|AGAP3_HUMAN	tr|H2QVM6|H2QVM6_PANTR
OG0000099	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A2I3THP5|A0A2I3THP5_PANTR
OG0000100	sp|A6NDH6|O5H15_HUMAN	tr|H2RCX3|H2RCX3_PANTR
OG0000100	sp|A6NKK0|OR5H1_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|Q8NGV6|OR5H6_HUMAN	tr|H2QMZ7|H2QMZ7_PANTR
OG0000101	sp|Q9BYQ3|KRA93_HUMAN	tr|H2QCY3|H2QCY3_PANTR
OG0000101	sp|Q9BYQ0|KRA98_HUMAN, sp|Q9BYQ2|KRA94_HUMAN, sp|Q9BYP9|KRA99_HUMAN, sp|A8MVA2|KRA96_HUMAN, sp|Q9BYQ4|KRA92_HUMAN, sp|A8MTY7|KRA97_HUMAN, tr|A0A140TA67|A0A140TA67_HUMAN	tr|H2R9P8|H2R9P8_PANTR
OG0000102	sp|Q9H707|ZN552_HUMAN	tr|H2QZD4|H2QZD4_PANTR
OG0000102	sp|Q8TF45|ZN418_HUMAN	tr|H2RGJ7|H2RGJ7_PANTR
OG0000102	sp|Q8TAU3|ZN417_HUMAN, sp|Q96SQ5|ZN587_HUMAN	tr|H2RFY7|H2RFY7_PANTR, tr|H2R5T5|H2R5T5_PANTR
OG0000103	sp|P22310|UD14_HUMAN, sp|P35504|UD15_HUMAN, sp|P35503|UD13_HUMAN, sp|P22309|UD11_HUMAN, sp|P19224|UD16_HUMAN, sp|O60656|UD19_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW9|UD18_HUMAN	tr|A0A2I3SI43|A0A2I3SI43_PANTR
OG0000104	sp|P08123|CO1A2_HUMAN	tr|A0A2J8L483|A0A2J8L483_PANTR
OG0000104	sp|P02452|CO1A1_HUMAN	tr|H2QDE6|H2QDE6_PANTR
OG0000104	sp|P02458|CO2A1_HUMAN	tr|H2R193|H2R193_PANTR
OG0000104	sp|P05997|CO5A2_HUMAN	tr|H2R6B8|H2R6B8_PANTR
OG0000104	sp|P02461|CO3A1_HUMAN	tr|H2QJ46|H2QJ46_PANTR
OG0000105	sp|P22090|RS4Y1_HUMAN	sp|Q861U9|RS4Y1_PANTR
OG0000105	sp|Q8TD47|RS4Y2_HUMAN	sp|Q6GVM7|RS4Y2_PANTR
OG0000105	sp|P62701|RS4X_HUMAN	tr|A0A2I3SEE5|A0A2I3SEE5_PANTR, tr|A0A2I3TLK2|A0A2I3TLK2_PANTR, tr|A0A2I3TVK1|A0A2I3TVK1_PANTR, tr|A0A2I3TPY5|A0A2I3TPY5_PANTR, tr|H2QYT0|H2QYT0_PANTR
OG0000106	sp|Q6IF36|O8G2P_HUMAN	tr|A0A2I3SAL0|A0A2I3SAL0_PANTR
OG0000106	sp|Q15617|OR8G1_HUMAN	tr|A0A2I3TKX7|A0A2I3TKX7_PANTR
OG0000106	sp|Q8NG78|OR8G5_HUMAN	tr|H2Q510|H2Q510_PANTR
OG0000106	sp|P0DMU2|OR83P_HUMAN	tr|A0A2I3RN31|A0A2I3RN31_PANTR
OG0000107	sp|Q15323|K1H1_HUMAN	sp|A5A6M5|K1H1_PANTR
OG0000107	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|G2HEY2|G2HEY2_PANTR
OG0000107	sp|O76009|KT33A_HUMAN	tr|A0A2I3SRH7|A0A2I3SRH7_PANTR, sp|A5A6P3|KT33A_PANTR
OG0000107	sp|Q14525|KT33B_HUMAN	tr|H2QCY5|H2QCY5_PANTR
OG0000108	sp|P09429|HMGB1_HUMAN	tr|A0A2I3TEV6|A0A2I3TEV6_PANTR
OG0000108	sp|B2RPK0|HGB1A_HUMAN	tr|A0A2I3S709|A0A2I3S709_PANTR, tr|A0A2J8MLR6|A0A2J8MLR6_PANTR, tr|A0A2I3T9B0|A0A2I3T9B0_PANTR, sp|Q9N1Q7|SP100_PANTR, tr|A0A2I3SF98|A0A2I3SF98_PANTR, tr|A0A2I3TD14|A0A2I3TD14_PANTR, tr|A0A2I3RG79|A0A2I3RG79_PANTR
OG0000109	sp|P09488|GSTM1_HUMAN	tr|H2PZL3|H2PZL3_PANTR
OG0000109	sp|P28161|GSTM2_HUMAN	tr|A0A2I3SFU7|A0A2I3SFU7_PANTR, tr|A0A2I3RQR7|A0A2I3RQR7_PANTR
OG0000109	sp|Q03013|GSTM4_HUMAN	tr|H2RDF8|H2RDF8_PANTR
OG0000109	sp|P46439|GSTM5_HUMAN	tr|A0A2I3TKZ5|A0A2I3TKZ5_PANTR, tr|A0A2I3RD86|A0A2I3RD86_PANTR
OG0000110	sp|P47888|OR3A3_HUMAN	sp|Q9TUA0|OR3A3_PANTR
OG0000110	sp|P47883|OR3A4_HUMAN	tr|A0A2I3RLI5|A0A2I3RLI5_PANTR
OG0000110	sp|P47881|OR3A1_HUMAN	sp|Q9TUA4|OR3A1_PANTR, tr|A0A2I3SUB5|A0A2I3SUB5_PANTR
OG0000110	sp|P47893|OR3A2_HUMAN	sp|Q9TU97|OR3A2_PANTR, tr|A0A2I3RPJ6|A0A2I3RPJ6_PANTR
OG0000111	sp|P46778|RL21_HUMAN	tr|H2RFG1|H2RFG1_PANTR, tr|A0A2I3TT63|A0A2I3TT63_PANTR, tr|A0A2I3TSF5|A0A2I3TSF5_PANTR, tr|A0A2I3S8I6|A0A2I3S8I6_PANTR, tr|A0A2I3T278|A0A2I3T278_PANTR, tr|A0A2I3S825|A0A2I3S825_PANTR, tr|A0A2I3TD51|A0A2I3TD51_PANTR, tr|A0A2I3RWB9|A0A2I3RWB9_PANTR, tr|A0A2I3S567|A0A2I3S567_PANTR
OG0000116	sp|P46777|RL5_HUMAN	tr|A0A2I3RSU0|A0A2I3RSU0_PANTR, tr|A0A2I3S0X7|A0A2I3S0X7_PANTR, tr|A0A2I3T569|A0A2I3T569_PANTR, tr|A0A2I3TQE9|A0A2I3TQE9_PANTR, tr|A0A2I3RE36|A0A2I3RE36_PANTR, tr|A0A2I3RD11|A0A2I3RD11_PANTR, tr|A0A2I3S7V3|A0A2I3S7V3_PANTR, tr|A0A2I3S373|A0A2I3S373_PANTR
OG0000118	sp|P52895|AK1C2_HUMAN	tr|A0A2I3SK88|A0A2I3SK88_PANTR, tr|A0A2I3RB45|A0A2I3RB45_PANTR
OG0000118	sp|P42330|AK1C3_HUMAN	tr|A0A2I3SPE1|A0A2I3SPE1_PANTR
OG0000118	sp|P17516|AK1C4_HUMAN	tr|H2Q1K1|H2Q1K1_PANTR, tr|A0A2J8KTV4|A0A2J8KTV4_PANTR
OG0000119	sp|Q8NH57|O52P1_HUMAN, sp|P0C646|O52Z1_HUMAN, sp|Q96RD2|O52B2_HUMAN, sp|Q8NGF0|O52B6_HUMAN	tr|A0A2I3TUS1|A0A2I3TUS1_PANTR
OG0000119	sp|Q8NGK3|O52K2_HUMAN	tr|H2Q2Y2|H2Q2Y2_PANTR
OG0000119	sp|Q8NGK4|O52K1_HUMAN	tr|A0A2I3TXA4|A0A2I3TXA4_PANTR
OG0000120	sp|A8MUZ8|Z705G_HUMAN	tr|H2RBF8|H2RBF8_PANTR
OG0000120	sp|A8MWA4|Z705E_HUMAN	tr|H2RBB9|H2RBB9_PANTR, tr|A0A2I3TSV0|A0A2I3TSV0_PANTR
OG0000120	sp|Q6ZN79|Z705A_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN	tr|H2RD49|H2RD49_PANTR
OG0000121	sp|Q13434|MKRN4_HUMAN	tr|A0A2I3SG79|A0A2I3SG79_PANTR
OG0000121	sp|Q9UHC7|MKRN1_HUMAN	tr|H2QVH8|H2QVH8_PANTR
OG0000121	sp|Q13064|MKRN3_HUMAN	tr|A0A2I3REM9|A0A2I3REM9_PANTR, tr|A0A2I3SYI7|A0A2I3SYI7_PANTR, tr|A0A2I3TCP4|A0A2I3TCP4_PANTR, tr|A0A2I3SD10|A0A2I3SD10_PANTR
OG0000122	sp|P43360|MAGA6_HUMAN	tr|A0A2I3SFT0|A0A2I3SFT0_PANTR
OG0000122	sp|P43356|MAGA2_HUMAN	tr|A0A2I3SCA6|A0A2I3SCA6_PANTR
OG0000122	sp|P43365|MAGAC_HUMAN	tr|A0A2I3RMC3|A0A2I3RMC3_PANTR
OG0000123	sp|O60404|O10H3_HUMAN	tr|A0A2J8LU59|A0A2J8LU59_PANTR
OG0000123	sp|Q8NH08|O10AC_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|O60403|O10H2_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q8NGA5|O10H4_HUMAN	tr|H2QFN4|H2QFN4_PANTR
OG0000124	sp|Q8NGJ6|O51A4_HUMAN, sp|Q8NGJ7|O51A2_HUMAN, sp|Q8NGK0|O51G2_HUMAN, sp|Q9H342|O51J1_HUMAN, sp|Q8TCB6|O51E1_HUMAN, tr|A0A3B3IT45|A0A3B3IT45_HUMAN, sp|Q9H343|O51I1_HUMAN, sp|Q8NH63|O51H1_HUMAN	tr|H2R5M1|H2R5M1_PANTR
OG0000127	sp|P35498|SCN1A_HUMAN, sp|Q99250|SCN2A_HUMAN, sp|Q9NY46|SCN3A_HUMAN, sp|Q15858|SCN9A_HUMAN, sp|Q9UQD0|SCN8A_HUMAN, sp|P35499|SCN4A_HUMAN, sp|Q14524|SCN5A_HUMAN, sp|Q9Y5Y9|SCNAA_HUMAN	tr|H2R1N2|H2R1N2_PANTR
OG0000128	sp|Q02543|RL18A_HUMAN	tr|A0A2I3RV10|A0A2I3RV10_PANTR, tr|A0A2I3TRB7|A0A2I3TRB7_PANTR, tr|A0A2I3SN99|A0A2I3SN99_PANTR, tr|A0A2I3RJG8|A0A2I3RJG8_PANTR, tr|A0A2I3RHW6|A0A2I3RHW6_PANTR, tr|A0A2I3RV46|A0A2I3RV46_PANTR, tr|A0A2I3SWZ3|A0A2I3SWZ3_PANTR, tr|H2QFS0|H2QFS0_PANTR
OG0000129	sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN, sp|P0C617|O5AL1_HUMAN, sp|Q8NH50|OR8K5_HUMAN, sp|Q8NH85|OR5R1_HUMAN, sp|P0C7N5|OR8U9_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN	tr|H2R7T7|H2R7T7_PANTR
OG0000130	sp|Q6NXN4|D19P1_HUMAN	tr|A0A2I3TVA4|A0A2I3TVA4_PANTR
OG0000130	sp|Q2PZI1|D19L1_HUMAN	tr|H2QV65|H2QV65_PANTR
OG0000130	sp|Q6ZN68|D19P2_HUMAN	tr|A0A2I3RS01|A0A2I3RS01_PANTR
OG0000131	sp|Q16772|GSTA3_HUMAN	tr|A0A2I3SEA9|A0A2I3SEA9_PANTR
OG0000131	sp|P09210|GSTA2_HUMAN	tr|H2R768|H2R768_PANTR
OG0000131	sp|P08263|GSTA1_HUMAN	tr|H2QT69|H2QT69_PANTR
OG0000131	sp|Q7RTV2|GSTA5_HUMAN	tr|A0A2I3SV32|A0A2I3SV32_PANTR, tr|A0A2J8P135|A0A2J8P135_PANTR
OG0000132	sp|O43707|ACTN4_HUMAN	tr|A0A2I3STF2|A0A2I3STF2_PANTR
OG0000132	sp|P12814|ACTN1_HUMAN	tr|A0A2I3TJQ1|A0A2I3TJQ1_PANTR
OG0000132	sp|P35609|ACTN2_HUMAN	tr|A0A2I3S2J2|A0A2I3S2J2_PANTR
OG0000132	sp|Q08043|ACTN3_HUMAN	tr|A0A2I3T9U0|A0A2I3T9U0_PANTR
OG0000133	sp|Q9H252|KCNH6_HUMAN	tr|A0A2I3TE26|A0A2I3TE26_PANTR
OG0000133	sp|Q9NS40|KCNH7_HUMAN	tr|H2QIW5|H2QIW5_PANTR
OG0000133	sp|Q12809|KCNH2_HUMAN	tr|A0A2I3RWC7|A0A2I3RWC7_PANTR, tr|A0A2I3TRS0|A0A2I3TRS0_PANTR, tr|A0A2I3TCG7|A0A2I3TCG7_PANTR, tr|H2R4V4|H2R4V4_PANTR
