Orthogroup	Homo_sapiens	Suricata_suricatta
OG0000043	sp|Q86XG9|NBPF5_HUMAN, sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN	tr|A0A673TTH3|A0A673TTH3_SURSU
OG0000045	sp|P22626|ROA2_HUMAN	tr|A0A673VDE0|A0A673VDE0_SURSU
OG0000045	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A673SWG8|A0A673SWG8_SURSU
OG0000045	sp|Q32P51|RA1L2_HUMAN	tr|A0A673T4N1|A0A673T4N1_SURSU
OG0000045	sp|P09651|ROA1_HUMAN	tr|A0A673U0C4|A0A673U0C4_SURSU
OG0000045	sp|P51991|ROA3_HUMAN	tr|A0A673UEH6|A0A673UEH6_SURSU, tr|A0A673TZ41|A0A673TZ41_SURSU, tr|A0A673UII6|A0A673UII6_SURSU, tr|A0A673TE73|A0A673TE73_SURSU, tr|A0A673VIE8|A0A673VIE8_SURSU, tr|A0A673VSV1|A0A673VSV1_SURSU
OG0000046	sp|Q8NH51|OR8K3_HUMAN	tr|A0A673TPU2|A0A673TPU2_SURSU, tr|A0A673U1Y9|A0A673U1Y9_SURSU, tr|A0A673TUH3|A0A673TUH3_SURSU
OG0000046	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A673U1K1|A0A673U1K1_SURSU
OG0000046	sp|Q8NH85|OR5R1_HUMAN	tr|A0A673TP81|A0A673TP81_SURSU, tr|A0A673TUZ2|A0A673TUZ2_SURSU, tr|A0A673U2X3|A0A673U2X3_SURSU, tr|A0A673U0Y5|A0A673U0Y5_SURSU, tr|A0A673TNQ2|A0A673TNQ2_SURSU
OG0000047	sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN	tr|A0A673UC13|A0A673UC13_SURSU, tr|A0A673UFA9|A0A673UFA9_SURSU, tr|A0A673UC45|A0A673UC45_SURSU, tr|A0A673UEI0|A0A673UEI0_SURSU, tr|A0A673UFE1|A0A673UFE1_SURSU
OG0000047	sp|P01715|LV301_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01714|LV319_HUMAN, sp|A0A0A0MS00|LV332_HUMAN	tr|A0A673UMG8|A0A673UMG8_SURSU
OG0000049	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN	tr|A0A673SPE5|A0A673SPE5_SURSU
OG0000050	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN	tr|A0A673UEK3|A0A673UEK3_SURSU
OG0000052	sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A673T3N2|A0A673T3N2_SURSU
OG0000052	sp|I1YAP6|TRI77_HUMAN	tr|A0A673TGA1|A0A673TGA1_SURSU
OG0000052	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN	tr|A0A673T525|A0A673T525_SURSU
OG0000053	sp|Q8NGG6|OR8BC_HUMAN	tr|A0A673UYC6|A0A673UYC6_SURSU
OG0000053	sp|Q96RC9|OR8B4_HUMAN	tr|A0A673ULA6|A0A673ULA6_SURSU, tr|A0A673UYG6|A0A673UYG6_SURSU, tr|A0A673UYC9|A0A673UYC9_SURSU, tr|A0A673UZU6|A0A673UZU6_SURSU, tr|A0A673V018|A0A673V018_SURSU, tr|A0A673UR03|A0A673UR03_SURSU, tr|A0A673V0Z9|A0A673V0Z9_SURSU, tr|A0A673URF7|A0A673URF7_SURSU, tr|A0A673V0J6|A0A673V0J6_SURSU, tr|A0A673UPZ4|A0A673UPZ4_SURSU, tr|A0A673UZT2|A0A673UZT2_SURSU, tr|A0A673UYV9|A0A673UYV9_SURSU, tr|A0A673ULF2|A0A673ULF2_SURSU
OG0000054	sp|Q13410|BT1A1_HUMAN	tr|A0A673TFU9|A0A673TFU9_SURSU
OG0000054	sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q8WVV5|BT2A2_HUMAN	tr|A0A673TK90|A0A673TK90_SURSU
OG0000054	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|Q6UXG8|BTNL9_HUMAN	tr|A0A673TJ76|A0A673TJ76_SURSU
OG0000054	sp|O00481|BT3A1_HUMAN, sp|O00478|BT3A3_HUMAN, sp|P78410|BT3A2_HUMAN	tr|A0A673TVB0|A0A673TVB0_SURSU, tr|A0A673THD0|A0A673THD0_SURSU, tr|A0A673TIE3|A0A673TIE3_SURSU
OG0000055	sp|P06312|KV401_HUMAN	tr|A0A673SNF7|A0A673SNF7_SURSU, tr|A0A673SVL7|A0A673SVL7_SURSU, tr|A0A673STX5|A0A673STX5_SURSU, tr|A0A673UCF0|A0A673UCF0_SURSU, tr|A0A673SVJ1|A0A673SVJ1_SURSU, tr|A0A673V7V4|A0A673V7V4_SURSU, tr|A0A673SV14|A0A673SV14_SURSU, tr|A0A673SVA7|A0A673SVA7_SURSU, tr|A0A673UUL6|A0A673UUL6_SURSU, tr|A0A673SW79|A0A673SW79_SURSU, tr|A0A673UV95|A0A673UV95_SURSU, tr|A0A673SN12|A0A673SN12_SURSU, tr|A0A673SU05|A0A673SU05_SURSU, tr|A0A673SVW6|A0A673SVW6_SURSU, tr|A0A673SLQ3|A0A673SLQ3_SURSU
OG0000056	sp|Q9UGF5|O14J1_HUMAN	tr|A0A673T670|A0A673T670_SURSU
OG0000056	sp|Q8NHC7|O14CZ_HUMAN, sp|A6ND48|O14I1_HUMAN	tr|A0A673SW89|A0A673SW89_SURSU
OG0000056	sp|Q8NHC5|O14AG_HUMAN	tr|A0A673TSY2|A0A673TSY2_SURSU, tr|A0A673TT34|A0A673TT34_SURSU
OG0000056	sp|Q8NGZ2|O14K1_HUMAN	tr|A0A673U6K1|A0A673U6K1_SURSU
OG0000056	sp|Q96R54|O14A2_HUMAN	tr|A0A673UC85|A0A673UC85_SURSU, tr|A0A673U6C7|A0A673U6C7_SURSU
OG0000057	sp|Q8NGC1|O11G2_HUMAN	tr|A0A673T6M9|A0A673T6M9_SURSU
OG0000057	sp|Q8NGC7|O11H6_HUMAN	tr|A0A673T6J1|A0A673T6J1_SURSU
OG0000057	sp|Q8NGC9|O11H4_HUMAN	tr|A0A673T6G0|A0A673T6G0_SURSU
OG0000057	sp|Q8NGC8|O11H7_HUMAN	tr|A0A673TEU5|A0A673TEU5_SURSU
OG0000058	sp|P62750|RL23A_HUMAN	tr|A0A673VCC2|A0A673VCC2_SURSU, tr|A0A673VG37|A0A673VG37_SURSU, tr|A0A673V2D8|A0A673V2D8_SURSU, tr|A0A673TVU2|A0A673TVU2_SURSU, tr|A0A673U9K7|A0A673U9K7_SURSU, tr|A0A673T6M8|A0A673T6M8_SURSU, tr|A0A673V2I5|A0A673V2I5_SURSU, tr|A0A673VME3|A0A673VME3_SURSU, tr|A0A673URL7|A0A673URL7_SURSU, tr|A0A673VSR5|A0A673VSR5_SURSU, tr|A0A673SZ06|A0A673SZ06_SURSU, tr|A0A673TGU5|A0A673TGU5_SURSU, tr|A0A673U0A6|A0A673U0A6_SURSU, tr|A0A673SUI4|A0A673SUI4_SURSU
OG0000060	sp|P29016|CD1B_HUMAN	tr|A0A673TTQ3|A0A673TTQ3_SURSU
OG0000060	sp|P06126|CD1A_HUMAN	tr|A0A673TYY4|A0A673TYY4_SURSU, tr|A0A673TVG9|A0A673TVG9_SURSU, tr|A0A673TPF4|A0A673TPF4_SURSU, tr|A0A673TW98|A0A673TW98_SURSU, tr|A0A673U067|A0A673U067_SURSU, tr|A0A673TLL2|A0A673TLL2_SURSU, tr|A0A673TRT4|A0A673TRT4_SURSU
OG0000060	sp|P29017|CD1C_HUMAN	tr|A0A673TV53|A0A673TV53_SURSU
OG0000060	sp|P15813|CD1D_HUMAN, sp|P15812|CD1E_HUMAN	tr|A0A673TUP8|A0A673TUP8_SURSU
OG0000062	sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN	tr|A0A673U0R6|A0A673U0R6_SURSU, tr|A0A673U0U1|A0A673U0U1_SURSU
OG0000065	sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN	tr|A0A673SPM2|A0A673SPM2_SURSU
OG0000066	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A673TJP1|A0A673TJP1_SURSU
OG0000066	sp|Q6FI13|H2A2A_HUMAN	tr|A0A673TJY0|A0A673TJY0_SURSU
OG0000066	sp|P04908|H2A1B_HUMAN	tr|A0A673TQJ7|A0A673TQJ7_SURSU, tr|A0A673TTY4|A0A673TTY4_SURSU, tr|A0A673THW4|A0A673THW4_SURSU
OG0000066	sp|Q7L7L0|H2A3_HUMAN	tr|A0A673TU27|A0A673TU27_SURSU, tr|A0A673TF42|A0A673TF42_SURSU
OG0000068	sp|P05000|IFNW1_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01570|IFN14_HUMAN	tr|A0A673U2Q0|A0A673U2Q0_SURSU
OG0000069	sp|P30825|CTR1_HUMAN	tr|A0A673TSI1|A0A673TSI1_SURSU
OG0000069	sp|P52569|CTR2_HUMAN	tr|A0A673SMF0|A0A673SMF0_SURSU
OG0000069	sp|Q8WY07|CTR3_HUMAN	tr|A0A673TR55|A0A673TR55_SURSU, tr|A0A673VJL6|A0A673VJL6_SURSU, tr|A0A673VJP2|A0A673VJP2_SURSU, tr|A0A673T532|A0A673T532_SURSU, tr|A0A673TBR2|A0A673TBR2_SURSU, tr|A0A673VAJ8|A0A673VAJ8_SURSU, tr|A0A673TDH2|A0A673TDH2_SURSU, tr|A0A673VKE8|A0A673VKE8_SURSU, tr|A0A673UXI8|A0A673UXI8_SURSU
OG0000070	sp|Q8NGW1|OR6B3_HUMAN, sp|Q6IFH4|OR6B2_HUMAN	tr|A0A673UNN7|A0A673UNN7_SURSU, tr|A0A673U0J8|A0A673U0J8_SURSU
OG0000070	sp|O95222|OR6A2_HUMAN	tr|A0A673UNL4|A0A673UNL4_SURSU
OG0000070	sp|O95007|OR6B1_HUMAN	tr|A0A673VC18|A0A673VC18_SURSU, tr|A0A673V2U4|A0A673V2U4_SURSU, tr|A0A673SNQ0|A0A673SNQ0_SURSU, tr|A0A673SNS7|A0A673SNS7_SURSU, tr|A0A673SV78|A0A673SV78_SURSU
OG0000071	sp|Q15661|TRYB1_HUMAN, sp|P20231|TRYB2_HUMAN, sp|Q9BZJ3|TRYD_HUMAN	tr|A0A673VHZ7|A0A673VHZ7_SURSU
OG0000071	sp|Q9NRR2|TRYG1_HUMAN, sp|Q8NF86|PRS33_HUMAN, sp|Q16651|PRSS8_HUMAN, sp|Q9BYE2|TMPSD_HUMAN, sp|Q7RTY3|PRS45_HUMAN, sp|Q7RTY5|PRS48_HUMAN, sp|Q7RTY9|PRS41_HUMAN, sp|Q9Y6M0|TEST_HUMAN	tr|A0A673UL20|A0A673UL20_SURSU
OG0000072	sp|P0C7N1|OR8U8_HUMAN, sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N5|OR8U9_HUMAN, tr|A0A286YEU6|A0A286YEU6_HUMAN, sp|Q8NGF4|O5AP2_HUMAN, sp|Q8NGI9|OR5A2_HUMAN, sp|Q8NGJ0|OR5A1_HUMAN, sp|P0C626|OR5G3_HUMAN, sp|O95221|OR5F1_HUMAN, sp|Q8N146|OR8H3_HUMAN, sp|Q8N162|OR8H2_HUMAN, sp|Q8NGG4|OR8H1_HUMAN	tr|A0A673U1D8|A0A673U1D8_SURSU
OG0000073	sp|P08754|GNAI3_HUMAN	tr|A0A673VK32|A0A673VK32_SURSU
OG0000073	sp|P63096|GNAI1_HUMAN	tr|A0A673SNK7|A0A673SNK7_SURSU
OG0000073	sp|P04899|GNAI2_HUMAN	tr|A0A673V6V4|A0A673V6V4_SURSU
OG0000073	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A673SRX2|A0A673SRX2_SURSU
OG0000073	sp|P11488|GNAT1_HUMAN, sp|P19087|GNAT2_HUMAN	tr|A0A673VTI9|A0A673VTI9_SURSU
OG0000073	sp|P09471|GNAO_HUMAN	tr|A0A673V3Q0|A0A673V3Q0_SURSU
OG0000074	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A673TTA2|A0A673TTA2_SURSU
OG0000074	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A673TUQ3|A0A673TUQ3_SURSU
OG0000074	sp|P58180|OR4D2_HUMAN, sp|Q15615|OR4D1_HUMAN	tr|A0A673V192|A0A673V192_SURSU
OG0000074	sp|Q8NGI4|OR4DB_HUMAN, sp|Q8NGI6|OR4DA_HUMAN	tr|A0A673TTG4|A0A673TTG4_SURSU
OG0000075	sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60331|KR101_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A673SXZ0|A0A673SXZ0_SURSU
OG0000076	sp|P52740|ZN132_HUMAN	tr|A0A673UVF2|A0A673UVF2_SURSU
OG0000076	sp|Q68DY9|ZN772_HUMAN	tr|A0A673VFK4|A0A673VFK4_SURSU, tr|A0A673UJX3|A0A673UJX3_SURSU, tr|A0A673UJD7|A0A673UJD7_SURSU, tr|A0A673UJK6|A0A673UJK6_SURSU, tr|A0A673UCB0|A0A673UCB0_SURSU, tr|A0A673V575|A0A673V575_SURSU, tr|A0A673VEY6|A0A673VEY6_SURSU, tr|A0A673V383|A0A673V383_SURSU, tr|A0A673U6K5|A0A673U6K5_SURSU, tr|A0A673USY4|A0A673USY4_SURSU
OG0000079	sp|A0A0B4J1U6|TVB9_HUMAN	tr|A0A673SSX5|A0A673SSX5_SURSU
OG0000079	sp|A0A0A6YYD4|TVB13_HUMAN, sp|A0A578|TVB51_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A599|TVB56_HUMAN	tr|A0A673SPM9|A0A673SPM9_SURSU
OG0000080	sp|P0DTE5|UD2A2_HUMAN	tr|A0A673SVP7|A0A673SVP7_SURSU
OG0000080	sp|P0DTE4|UD2A1_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|O75310|UDB11_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|P36537|UDB10_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN	tr|A0A673T471|A0A673T471_SURSU
OG0000081	sp|P02462|CO4A1_HUMAN	tr|A0A673UPS2|A0A673UPS2_SURSU
OG0000081	sp|P29400|CO4A5_HUMAN	tr|A0A673V8U1|A0A673V8U1_SURSU
OG0000081	sp|Q01955|CO4A3_HUMAN	tr|A0A673VJS1|A0A673VJS1_SURSU
OG0000081	sp|P53420|CO4A4_HUMAN	tr|A0A673VK08|A0A673VK08_SURSU
OG0000081	sp|P08572|CO4A2_HUMAN	tr|A0A673UPB7|A0A673UPB7_SURSU
OG0000081	sp|Q14031|CO4A6_HUMAN	tr|A0A673USH4|A0A673USH4_SURSU
OG0000083	sp|Q13360|ZN177_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|P0CH99|Z705D_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|Q6ZN79|Z705A_HUMAN, sp|Q8TC21|ZN596_HUMAN, sp|Q147U1|ZN846_HUMAN, sp|Q96NG5|ZN558_HUMAN, sp|Q8N988|ZN557_HUMAN, sp|Q96JL9|ZN333_HUMAN	tr|A0A673U370|A0A673U370_SURSU
OG0000084	sp|P13640|MT1G_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P80297|MT1X_HUMAN, sp|Q8N339|MT1M_HUMAN, sp|P02795|MT2_HUMAN, sp|P04733|MT1F_HUMAN, sp|Q93083|MT1L_HUMAN, sp|P04732|MT1E_HUMAN, sp|P04731|MT1A_HUMAN, sp|P07438|MT1B_HUMAN, sp|P80294|MT1H_HUMAN	tr|A0A673VB74|A0A673VB74_SURSU
OG0000085	sp|O75526|RMXL2_HUMAN	tr|A0A673UWG0|A0A673UWG0_SURSU
OG0000085	sp|Q8N7X1|RMXL3_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A673UT03|A0A673UT03_SURSU
OG0000086	sp|A0M8Q6|IGLC7_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P0CF74|IGLC6_HUMAN	tr|A0A673UPA6|A0A673UPA6_SURSU, tr|A0A673UPJ4|A0A673UPJ4_SURSU
OG0000086	sp|P15814|IGLL1_HUMAN	tr|A0A673UAX0|A0A673UAX0_SURSU
OG0000086	sp|B9A064|IGLL5_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN	tr|A0A673UCK7|A0A673UCK7_SURSU
OG0000087	sp|P00325|ADH1B_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P07327|ADH1A_HUMAN	tr|A0A673TY77|A0A673TY77_SURSU
OG0000087	sp|P28332|ADH6_HUMAN	tr|A0A673U3Z1|A0A673U3Z1_SURSU
OG0000087	sp|P08319|ADH4_HUMAN	tr|A0A673U4S4|A0A673U4S4_SURSU
OG0000087	sp|P11766|ADHX_HUMAN	tr|A0A673TUC2|A0A673TUC2_SURSU, tr|A0A673U529|A0A673U529_SURSU
OG0000088	sp|Q8NGY7|O10J6_HUMAN	tr|A0A673TQA7|A0A673TQA7_SURSU
OG0000088	sp|Q5JRS4|O10J3_HUMAN	tr|A0A673TDR0|A0A673TDR0_SURSU
OG0000088	sp|P0C629|O10J4_HUMAN	tr|A0A673TPB4|A0A673TPB4_SURSU
OG0000088	sp|P30954|O10J1_HUMAN	tr|A0A673TR21|A0A673TR21_SURSU, tr|A0A673TDE3|A0A673TDE3_SURSU, tr|A0A673UDP6|A0A673UDP6_SURSU, tr|A0A673TDA4|A0A673TDA4_SURSU
OG0000090	sp|P68431|H31_HUMAN	tr|A0A673TKI5|A0A673TKI5_SURSU, tr|A0A673TGM8|A0A673TGM8_SURSU
OG0000090	sp|P84243|H33_HUMAN	tr|A0A673TPB2|A0A673TPB2_SURSU, tr|A0A673UJE0|A0A673UJE0_SURSU, tr|A0A673TUW9|A0A673TUW9_SURSU, tr|A0A673TIT6|A0A673TIT6_SURSU, tr|A0A673U3J0|A0A673U3J0_SURSU, tr|A0A673THM1|A0A673THM1_SURSU, tr|A0A673UJB1|A0A673UJB1_SURSU, tr|A0A673T1R7|A0A673T1R7_SURSU
OG0000091	sp|P27482|CALL3_HUMAN	tr|A0A673U353|A0A673U353_SURSU
OG0000091	sp|P0DP25|CALM3_HUMAN, sp|P0DP23|CALM1_HUMAN, sp|P0DP24|CALM2_HUMAN	tr|A0A673T643|A0A673T643_SURSU, tr|A0A673TA52|A0A673TA52_SURSU, tr|A0A673TPQ2|A0A673TPQ2_SURSU, tr|A0A673TCP8|A0A673TCP8_SURSU, tr|A0A673TTK5|A0A673TTK5_SURSU, tr|A0A673T434|A0A673T434_SURSU, tr|A0A673UMD8|A0A673UMD8_SURSU
OG0000092	sp|Q6A162|K1C40_HUMAN	tr|A0A673V8L3|A0A673V8L3_SURSU
OG0000092	sp|Q6A163|K1C39_HUMAN	tr|A0A673UYW8|A0A673UYW8_SURSU
OG0000092	sp|O76013|KRT36_HUMAN	tr|A0A673V225|A0A673V225_SURSU
OG0000093	sp|Q8N8J6|ZN615_HUMAN	tr|A0A673TW52|A0A673TW52_SURSU
OG0000093	sp|Q8N883|ZN614_HUMAN	tr|A0A673TWG4|A0A673TWG4_SURSU
OG0000093	sp|Q9GZX5|ZN350_HUMAN	tr|A0A673U0H0|A0A673U0H0_SURSU
OG0000093	sp|Q9BSK1|ZN577_HUMAN	tr|A0A673U6J4|A0A673U6J4_SURSU
OG0000093	sp|Q9BS31|ZN649_HUMAN	tr|A0A673TUJ9|A0A673TUJ9_SURSU
OG0000094	sp|Q9UI33|SCNBA_HUMAN	tr|A0A673TQM7|A0A673TQM7_SURSU
OG0000094	sp|Q01118|SCN7A_HUMAN	tr|A0A673U5C7|A0A673U5C7_SURSU, tr|A0A673U5Y4|A0A673U5Y4_SURSU, tr|A0A673TQZ0|A0A673TQZ0_SURSU, tr|A0A673UHY5|A0A673UHY5_SURSU, tr|A0A673UG11|A0A673UG11_SURSU, tr|A0A673V180|A0A673V180_SURSU, tr|A0A673UIA3|A0A673UIA3_SURSU, tr|A0A673VUY4|A0A673VUY4_SURSU, tr|A0A673UR40|A0A673UR40_SURSU
OG0000095	sp|Q8TDQ1|CLM1_HUMAN	tr|A0A673V9T9|A0A673V9T9_SURSU
OG0000095	sp|A8K4G0|CLM7_HUMAN	tr|A0A673V4J2|A0A673V4J2_SURSU
OG0000095	sp|Q6UXZ3|CLM5_HUMAN	tr|A0A673VGR4|A0A673VGR4_SURSU, tr|A0A673V7B2|A0A673V7B2_SURSU, tr|A0A673V7K6|A0A673V7K6_SURSU, tr|A0A673VG70|A0A673VG70_SURSU, tr|A0A673VHG3|A0A673VHG3_SURSU
OG0000096	sp|P00338|LDHA_HUMAN	tr|A0A673V0B0|A0A673V0B0_SURSU
OG0000096	sp|P07864|LDHC_HUMAN	tr|A0A673UYT2|A0A673UYT2_SURSU
OG0000096	sp|Q6ZMR3|LDH6A_HUMAN, sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A673TD78|A0A673TD78_SURSU
OG0000096	sp|P07195|LDHB_HUMAN	tr|A0A673V072|A0A673V072_SURSU, tr|A0A673U5S8|A0A673U5S8_SURSU, tr|A0A673T4T5|A0A673T4T5_SURSU, tr|A0A673VJ81|A0A673VJ81_SURSU
OG0000097	sp|Q9Y241|HIG1A_HUMAN	tr|A0A673TQK0|A0A673TQK0_SURSU, tr|A0A673U9E3|A0A673U9E3_SURSU, tr|A0A673VNH9|A0A673VNH9_SURSU, tr|A0A673V314|A0A673V314_SURSU, tr|A0A673UTN8|A0A673UTN8_SURSU, tr|A0A673T9D2|A0A673T9D2_SURSU, tr|A0A673TNS2|A0A673TNS2_SURSU, tr|A0A673UMD1|A0A673UMD1_SURSU, tr|A0A673TY21|A0A673TY21_SURSU, tr|A0A673TZA7|A0A673TZA7_SURSU, tr|A0A673TUZ6|A0A673TUZ6_SURSU
OG0000098	sp|Q8N257|H2B3B_HUMAN	tr|A0A673TFK3|A0A673TFK3_SURSU, tr|A0A673VMA3|A0A673VMA3_SURSU, tr|A0A673TWA0|A0A673TWA0_SURSU, tr|A0A673TVA3|A0A673TVA3_SURSU, tr|A0A673TJ87|A0A673TJ87_SURSU, tr|A0A673TGC0|A0A673TGC0_SURSU, tr|A0A673TSU7|A0A673TSU7_SURSU, tr|A0A673TU70|A0A673TU70_SURSU, tr|A0A673TJQ9|A0A673TJQ9_SURSU, tr|A0A673TK35|A0A673TK35_SURSU, tr|A0A673TWZ7|A0A673TWZ7_SURSU
OG0000102	sp|Q99518|FMO2_HUMAN	tr|A0A673TCB8|A0A673TCB8_SURSU
OG0000102	sp|Q01740|FMO1_HUMAN	tr|A0A673TCC8|A0A673TCC8_SURSU
OG0000102	sp|O60774|FMO6_HUMAN	tr|A0A673TAJ8|A0A673TAJ8_SURSU
OG0000102	sp|P31513|FMO3_HUMAN	tr|A0A673TC96|A0A673TC96_SURSU
