Orthogroup	Homo_sapiens	Balaenoptera_musculus
OG0000036	sp|A0A0B4J1U7|HV601_HUMAN, sp|P01817|HV205_HUMAN, sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|P01824|HV439_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN	tr|A0A8B8Z727|A0A8B8Z727_BALMU
OG0000037	sp|P13688|CEAM1_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P06731|CEAM5_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|Q3KPI0|CEA21_HUMAN	tr|A0A8B8VXK5|A0A8B8VXK5_BALMU
OG0000040	sp|P68431|H31_HUMAN	tr|A0A8B8YQ24|A0A8B8YQ24_BALMU
OG0000040	sp|Q71DI3|H32_HUMAN	tr|A0A8C0CF65|A0A8C0CF65_BALMU, tr|A0A8C0DV90|A0A8C0DV90_BALMU, tr|A0A8C0D1I7|A0A8C0D1I7_BALMU, tr|A0A8B8Z3W5|A0A8B8Z3W5_BALMU, tr|A0A8C0HZ77|A0A8C0HZ77_BALMU, tr|A0A8B8W7V8|A0A8B8W7V8_BALMU, tr|A0A8C0HUN2|A0A8C0HUN2_BALMU
OG0000040	sp|Q5TEC6|H37_HUMAN	tr|A0A8B8YIE4|A0A8B8YIE4_BALMU, tr|A0A8B8YU16|A0A8B8YU16_BALMU, tr|A0A8B8YQ25|A0A8B8YQ25_BALMU, tr|A0A8B8YNB5|A0A8B8YNB5_BALMU, tr|A0A8B8YRU5|A0A8B8YRU5_BALMU
OG0000041	sp|P51991|ROA3_HUMAN	tr|A0A8B8XVL8|A0A8B8XVL8_BALMU, tr|A0A8B8VYZ3|A0A8B8VYZ3_BALMU, tr|A0A8B8XIU7|A0A8B8XIU7_BALMU, tr|A0A8B8VJN2|A0A8B8VJN2_BALMU, tr|A0A8B8VH63|A0A8B8VH63_BALMU, tr|A0A8B8YMM8|A0A8B8YMM8_BALMU, tr|A0A8B8Y5B9|A0A8B8Y5B9_BALMU, tr|A0A8B8Z461|A0A8B8Z461_BALMU, tr|A0A8C0I160|A0A8C0I160_BALMU, tr|A0A8B8XLR4|A0A8B8XLR4_BALMU, tr|A0A8B8VYQ1|A0A8B8VYQ1_BALMU, tr|A0A8B8WT18|A0A8B8WT18_BALMU, tr|A0A8B8YXI7|A0A8B8YXI7_BALMU, tr|A0A8B8VPH9|A0A8B8VPH9_BALMU, tr|A0A8B8VKU5|A0A8B8VKU5_BALMU, tr|A0A8B8VKF4|A0A8B8VKF4_BALMU, tr|A0A8B8W2C5|A0A8B8W2C5_BALMU
OG0000042	sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN	tr|A0A8B8V2Q9|A0A8B8V2Q9_BALMU, tr|A0A8B8YJN6|A0A8B8YJN6_BALMU
OG0000043	sp|Q15544|TAF11_HUMAN	tr|A0A8C0D079|A0A8C0D079_BALMU
OG0000043	sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN	tr|A0A8B8WXG1|A0A8B8WXG1_BALMU
OG0000044	sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN	tr|A0A8B8YC31|A0A8B8YC31_BALMU
OG0000044	tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN	tr|A0A8B8YE64|A0A8B8YE64_BALMU
OG0000046	sp|Q96PH1|NOX5_HUMAN	tr|A0A8B8WW68|A0A8B8WW68_BALMU
OG0000046	sp|Q7KZI7|MARK2_HUMAN	tr|A0A8B8Y1I0|A0A8B8Y1I0_BALMU
OG0000046	sp|Q9P0L2|MARK1_HUMAN	tr|A0A8B8Z5N7|A0A8B8Z5N7_BALMU
OG0000046	sp|P27448|MARK3_HUMAN	tr|A0A8B8WJE9|A0A8B8WJE9_BALMU
OG0000049	sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN, sp|P60372|KR104_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60331|KR101_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN	tr|A0A8B8XAH1|A0A8B8XAH1_BALMU, tr|A0A8B8XAG8|A0A8B8XAG8_BALMU, tr|A0A8B8X7Z3|A0A8B8X7Z3_BALMU
OG0000052	sp|P05114|HMGN1_HUMAN	tr|A0A8B8XR29|A0A8B8XR29_BALMU, tr|A0A8B8WLN6|A0A8B8WLN6_BALMU, tr|A0A8B8YPL2|A0A8B8YPL2_BALMU, tr|A0A8B8XYA3|A0A8B8XYA3_BALMU, tr|A0A8C0C8L6|A0A8C0C8L6_BALMU, tr|A0A8B8WQV0|A0A8B8WQV0_BALMU, tr|A0A8C0DCC4|A0A8C0DCC4_BALMU, tr|A0A8B8Y2B1|A0A8B8Y2B1_BALMU, tr|A0A8B8X0R8|A0A8B8X0R8_BALMU, tr|A0A8B8VYQ0|A0A8B8VYQ0_BALMU, tr|A0A8C0CJ02|A0A8C0CJ02_BALMU, tr|A0A8B8WFQ2|A0A8B8WFQ2_BALMU, tr|A0A8B8XJJ8|A0A8B8XJJ8_BALMU
OG0000053	sp|Q9NXJ5|PGPI_HUMAN	tr|A0A8B8X7T6|A0A8B8X7T6_BALMU
OG0000053	sp|P02792|FRIL_HUMAN	tr|A0A8B8YLM2|A0A8B8YLM2_BALMU, tr|A0A8B8XF20|A0A8B8XF20_BALMU, tr|A0A8B8WGS5|A0A8B8WGS5_BALMU, tr|A0A8B8WGV0|A0A8B8WGV0_BALMU, tr|A0A8B8X468|A0A8B8X468_BALMU, tr|A0A8B8YRI7|A0A8B8YRI7_BALMU, tr|A0A8B8WL05|A0A8B8WL05_BALMU, tr|A0A8B8VX03|A0A8B8VX03_BALMU, tr|A0A8B8W462|A0A8B8W462_BALMU, tr|A0A8C0HTP0|A0A8C0HTP0_BALMU, tr|A0A8B8XEN4|A0A8B8XEN4_BALMU
OG0000054	sp|Q15973|ZN124_HUMAN	tr|A0A8B8YU82|A0A8B8YU82_BALMU
OG0000054	sp|Q15935|ZNF77_HUMAN	tr|A0A8B8X112|A0A8B8X112_BALMU, tr|A0A8B8X0X0|A0A8B8X0X0_BALMU, tr|A0A8B8WZ79|A0A8B8WZ79_BALMU, tr|A0A8B8X5A5|A0A8B8X5A5_BALMU, tr|A0A8B8WW04|A0A8B8WW04_BALMU, tr|A0A8B8X5H1|A0A8B8X5H1_BALMU, tr|A0A8B8X5E0|A0A8B8X5E0_BALMU, tr|A0A8B8X5N9|A0A8B8X5N9_BALMU, tr|A0A8B8XA10|A0A8B8XA10_BALMU, tr|A0A8B8WWH2|A0A8B8WWH2_BALMU, tr|A0A8B8X0L4|A0A8B8X0L4_BALMU
OG0000055	sp|Q9UGF5|O14J1_HUMAN	tr|A0A8B8YXU4|A0A8B8YXU4_BALMU
OG0000055	sp|Q9H209|O10A4_HUMAN	tr|A0A8B8Y5U8|A0A8B8Y5U8_BALMU
OG0000055	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|A0A8B8Y7L9|A0A8B8Y7L9_BALMU
OG0000056	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A8B8Y832|A0A8B8Y832_BALMU
OG0000058	sp|Q6ZN79|Z705A_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN	tr|A0A8B8WBS7|A0A8B8WBS7_BALMU
OG0000058	sp|Q8TC21|ZN596_HUMAN	tr|A0A8B8WCE8|A0A8B8WCE8_BALMU
OG0000058	sp|Q147U1|ZN846_HUMAN	tr|A0A8B8WCR3|A0A8B8WCR3_BALMU, tr|A0A8B8WCQ1|A0A8B8WCQ1_BALMU, tr|A0A8B8WEP0|A0A8B8WEP0_BALMU, tr|A0A8B8WCP6|A0A8B8WCP6_BALMU
OG0000059	sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN	tr|A0A8B8WIQ2|A0A8B8WIQ2_BALMU
OG0000059	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A8B8Y6Q8|A0A8B8Y6Q8_BALMU
OG0000059	sp|Q96E39|RMXL1_HUMAN, sp|P38159|RBMX_HUMAN	tr|A0A8C0DTW4|A0A8C0DTW4_BALMU
OG0000060	sp|P12018|VPREB_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6L2|TVG11_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A075B6J1|LV537_HUMAN	tr|A0A8B8V4R6|A0A8B8V4R6_BALMU
OG0000064	sp|Q02386|ZNF45_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN	tr|A0A8B8VZE0|A0A8B8VZE0_BALMU
OG0000065	sp|P29400|CO4A5_HUMAN	tr|A0A8B8WHY4|A0A8B8WHY4_BALMU
OG0000065	sp|Q01955|CO4A3_HUMAN	tr|A0A8C0CEC3|A0A8C0CEC3_BALMU
OG0000065	sp|P53420|CO4A4_HUMAN	tr|A0A8B8XUP8|A0A8B8XUP8_BALMU
OG0000065	sp|P08572|CO4A2_HUMAN	tr|A0A8B8VRC5|A0A8B8VRC5_BALMU
OG0000065	sp|Q14031|CO4A6_HUMAN	tr|A0A8B8WL45|A0A8B8WL45_BALMU
OG0000065	sp|P02462|CO4A1_HUMAN	tr|A0A8B8VQ95|A0A8B8VQ95_BALMU
OG0000066	sp|Q01118|SCN7A_HUMAN	tr|A0A8B8Y626|A0A8B8Y626_BALMU
OG0000066	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8B8XZE4|A0A8B8XZE4_BALMU, tr|A0A8B8XXT7|A0A8B8XXT7_BALMU, tr|A0A8B8XVS4|A0A8B8XVS4_BALMU, tr|A0A8B8XXM2|A0A8B8XXM2_BALMU, tr|A0A8B8YSU7|A0A8B8YSU7_BALMU, tr|A0A8B8W847|A0A8B8W847_BALMU, tr|A0A8C0DXQ0|A0A8C0DXQ0_BALMU, tr|A0A8B8YUY6|A0A8B8YUY6_BALMU, tr|A0A8B8YUV4|A0A8B8YUV4_BALMU
OG0000067	sp|Q9UF33|EPHA6_HUMAN	tr|A0A8C0DBT3|A0A8C0DBT3_BALMU
OG0000067	sp|P54764|EPHA4_HUMAN	tr|A0A8B8XX25|A0A8B8XX25_BALMU
OG0000067	sp|Q15375|EPHA7_HUMAN	tr|A0A8B8Z695|A0A8B8Z695_BALMU
OG0000067	sp|P29322|EPHA8_HUMAN	tr|A0A8B8X2D0|A0A8B8X2D0_BALMU
OG0000067	sp|P29320|EPHA3_HUMAN	tr|A0A8C0DCR2|A0A8C0DCR2_BALMU
OG0000067	sp|P54756|EPHA5_HUMAN	tr|A0A8C0DA00|A0A8C0DA00_BALMU
OG0000068	sp|Q13310|PABP4_HUMAN	tr|A0A8B8Z5H8|A0A8B8Z5H8_BALMU, tr|A0A8B8Z7M5|A0A8B8Z7M5_BALMU, tr|A0A8B8XPP5|A0A8B8XPP5_BALMU, tr|A0A8B8Y0T5|A0A8B8Y0T5_BALMU, tr|A0A8B8V3C6|A0A8B8V3C6_BALMU
OG0000068	sp|Q9H361|PABP3_HUMAN, sp|P11940|PABP1_HUMAN	tr|A0A8C0I4L8|A0A8C0I4L8_BALMU
OG0000068	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A8B8WFK6|A0A8B8WFK6_BALMU, tr|A0A8B8V6B3|A0A8B8V6B3_BALMU
OG0000069	sp|P11766|ADHX_HUMAN	tr|A0A8C0C7M8|A0A8C0C7M8_BALMU
OG0000069	sp|P08319|ADH4_HUMAN	tr|A0A8B8XNW1|A0A8B8XNW1_BALMU
OG0000069	sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN	tr|A0A8B8XHS3|A0A8B8XHS3_BALMU
OG0000069	sp|P40394|ADH7_HUMAN	tr|A0A8B8XJP1|A0A8B8XJP1_BALMU
OG0000069	sp|P28332|ADH6_HUMAN	tr|A0A8B8XJ72|A0A8B8XJ72_BALMU
OG0000070	sp|Q7Z398|ZN550_HUMAN	tr|A0A8B8VX82|A0A8B8VX82_BALMU
OG0000070	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A8B8VUP2|A0A8B8VUP2_BALMU
OG0000070	sp|Q14592|ZN460_HUMAN, sp|Q08ER8|ZN543_HUMAN	tr|A0A8B8VYK3|A0A8B8VYK3_BALMU
OG0000070	sp|Q96NL3|ZN599_HUMAN	tr|A0A8B8VXJ3|A0A8B8VXJ3_BALMU, tr|A0A8B8VTT1|A0A8B8VTT1_BALMU
OG0000071	sp|P50993|AT1A2_HUMAN	tr|A0A8B8WUD4|A0A8B8WUD4_BALMU
OG0000071	sp|P13637|AT1A3_HUMAN	tr|A0A8C0E0D2|A0A8C0E0D2_BALMU
OG0000071	sp|P05023|AT1A1_HUMAN	tr|A0A8B8X2E7|A0A8B8X2E7_BALMU
OG0000071	sp|Q13733|AT1A4_HUMAN	tr|A0A8B8WUC0|A0A8B8WUC0_BALMU
OG0000071	sp|P20648|ATP4A_HUMAN	tr|A0A8C0DHK3|A0A8C0DHK3_BALMU
OG0000071	sp|P54707|AT12A_HUMAN	tr|A0A8B8VR32|A0A8B8VR32_BALMU
OG0000072	sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGV5|O13D1_HUMAN	tr|A0A8B8XK61|A0A8B8XK61_BALMU
OG0000073	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A8B8XC19|A0A8B8XC19_BALMU
OG0000073	sp|P0C628|O5AC1_HUMAN	tr|A0A8B8XC25|A0A8B8XC25_BALMU
OG0000073	sp|Q8NGV7|OR5H2_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN	tr|A0A8B8X7H4|A0A8B8X7H4_BALMU, tr|A0A8B8XBP6|A0A8B8XBP6_BALMU
OG0000079	sp|P07316|CRGB_HUMAN	tr|A0A8C0CEK4|A0A8C0CEK4_BALMU
OG0000079	sp|P07320|CRGD_HUMAN	tr|A0A8B8XSI8|A0A8B8XSI8_BALMU, tr|A0A8C0CDW8|A0A8C0CDW8_BALMU
OG0000079	sp|P07315|CRGC_HUMAN	tr|A0A8C0CGV0|A0A8C0CGV0_BALMU, tr|A0A8B8XFZ8|A0A8B8XFZ8_BALMU
OG0000079	sp|P11844|CRGA_HUMAN	tr|A0A8B8X7D5|A0A8B8X7D5_BALMU
OG0000081	sp|P07864|LDHC_HUMAN	tr|A0A8B8Y914|A0A8B8Y914_BALMU
OG0000081	sp|P00338|LDHA_HUMAN	tr|A0A8B8Y2M2|A0A8B8Y2M2_BALMU, tr|A0A8B8VXD9|A0A8B8VXD9_BALMU
OG0000081	sp|P07195|LDHB_HUMAN	tr|A0A8C0HY44|A0A8C0HY44_BALMU, tr|A0A8C0DSV3|A0A8C0DSV3_BALMU
OG0000081	sp|Q6ZMR3|LDH6A_HUMAN, sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A8B8YZJ1|A0A8B8YZJ1_BALMU
OG0000082	sp|P23434|GCSH_HUMAN	tr|A0A8B8VM57|A0A8B8VM57_BALMU, tr|A0A8B8X6I5|A0A8B8X6I5_BALMU, tr|A0A8B8W8S5|A0A8B8W8S5_BALMU, tr|A0A8B8XI60|A0A8B8XI60_BALMU, tr|A0A8B8X538|A0A8B8X538_BALMU, tr|A0A8B8VY41|A0A8B8VY41_BALMU, tr|A0A8B8WGD6|A0A8B8WGD6_BALMU, tr|A0A8B8YN29|A0A8B8YN29_BALMU, tr|A0A8C0CP59|A0A8C0CP59_BALMU, tr|A0A8B8XJU2|A0A8B8XJU2_BALMU
OG0000083	sp|Q02539|H11_HUMAN	tr|A0A8B8YN96|A0A8B8YN96_BALMU
OG0000083	sp|P16403|H12_HUMAN	tr|A0A8C0D3Q0|A0A8C0D3Q0_BALMU
OG0000083	sp|P16402|H13_HUMAN	tr|A0A8B8YSM9|A0A8B8YSM9_BALMU
OG0000083	sp|P10412|H14_HUMAN	tr|A0A8C0D180|A0A8C0D180_BALMU, tr|A0A8C0D1T3|A0A8C0D1T3_BALMU
OG0000083	sp|P16401|H15_HUMAN	tr|A0A8C0CYE5|A0A8C0CYE5_BALMU
OG0000084	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8B8XPS0|A0A8B8XPS0_BALMU
OG0000084	sp|O43506|ADA20_HUMAN	tr|A0A8B8WUW2|A0A8B8WUW2_BALMU
OG0000084	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A8C0CC74|A0A8C0CC74_BALMU
OG0000085	sp|P24903|CP2F1_HUMAN	tr|A0A8B8VYX4|A0A8B8VYX4_BALMU
OG0000085	sp|P05181|CP2E1_HUMAN	tr|A0A8B8VJL9|A0A8B8VJL9_BALMU
OG0000085	sp|P10632|CP2C8_HUMAN, sp|P33261|CP2CJ_HUMAN, sp|P11712|CP2C9_HUMAN, sp|P33260|CP2CI_HUMAN	tr|A0A8B8VGL1|A0A8B8VGL1_BALMU
OG0000087	sp|Q9UGN4|CLM8_HUMAN	tr|A0A8B8W850|A0A8B8W850_BALMU
OG0000087	sp|Q08708|CLM6_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|O95944|NCTR2_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|Q6UXZ3|CLM5_HUMAN, sp|Q8TDQ1|CLM1_HUMAN	tr|A0A8B8WAE1|A0A8B8WAE1_BALMU
OG0000088	sp|P08238|HS90B_HUMAN	tr|A0A8B8YNV1|A0A8B8YNV1_BALMU
OG0000088	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A8B8WA84|A0A8B8WA84_BALMU
OG0000088	sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q14568|HS902_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A8B8WNP2|A0A8B8WNP2_BALMU
OG0000089	sp|P32455|GBP1_HUMAN, sp|Q9H0R5|GBP3_HUMAN	tr|A0A8B8YG53|A0A8B8YG53_BALMU
OG0000089	sp|Q96PP8|GBP5_HUMAN	tr|A0A8B8YGC2|A0A8B8YGC2_BALMU
OG0000089	sp|Q6ZN66|GBP6_HUMAN	tr|A0A8B8VTK7|A0A8B8VTK7_BALMU
OG0000089	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A8B8YHV6|A0A8B8YHV6_BALMU
OG0000090	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A8B8Y5U9|A0A8B8Y5U9_BALMU
OG0000090	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A8B8YE17|A0A8B8YE17_BALMU
OG0000090	sp|P58180|OR4D2_HUMAN, sp|Q15615|OR4D1_HUMAN	tr|A0A8C0I1Z0|A0A8C0I1Z0_BALMU
OG0000090	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A8B8Y606|A0A8B8Y606_BALMU
OG0000090	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A8B8Y7B4|A0A8B8Y7B4_BALMU
OG0000091	sp|Q14141|SEPT6_HUMAN	tr|A0A8B8WFE4|A0A8B8WFE4_BALMU
OG0000091	sp|Q9NVA2|SEP11_HUMAN	tr|A0A8B8XJG8|A0A8B8XJG8_BALMU
OG0000091	sp|Q92599|SEPT8_HUMAN	tr|A0A8B8WXP8|A0A8B8WXP8_BALMU
OG0000091	sp|Q6ZU15|SEP14_HUMAN	tr|A0A8B8VC27|A0A8B8VC27_BALMU
OG0000091	sp|Q9P0V9|SEP10_HUMAN	tr|A0A8B8Z0K2|A0A8B8Z0K2_BALMU
OG0000096	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A8B8W1H9|A0A8B8W1H9_BALMU
OG0000096	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A8B8YK02|A0A8B8YK02_BALMU
OG0000096	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A8B8XT04|A0A8B8XT04_BALMU
OG0000096	tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, sp|Q96NU0|CNT3B_HUMAN	tr|A0A8B8XYW3|A0A8B8XYW3_BALMU
OG0000097	sp|P47895|AL1A3_HUMAN	tr|A0A8B8WTM4|A0A8B8WTM4_BALMU
OG0000097	sp|P30837|AL1B1_HUMAN	tr|A0A8B8XKL4|A0A8B8XKL4_BALMU
OG0000097	sp|P05091|ALDH2_HUMAN	tr|A0A8C0CW33|A0A8C0CW33_BALMU
OG0000097	sp|O94788|AL1A2_HUMAN	tr|A0A8C0C9G6|A0A8C0C9G6_BALMU
OG0000097	sp|P00352|AL1A1_HUMAN	tr|A0A8B8XSN1|A0A8B8XSN1_BALMU
OG0000099	sp|O95007|OR6B1_HUMAN	tr|A0A8C0DJY2|A0A8C0DJY2_BALMU
OG0000099	sp|O95222|OR6A2_HUMAN	tr|A0A8B8VK81|A0A8B8VK81_BALMU, tr|A0A8C0I6L7|A0A8C0I6L7_BALMU
OG0000099	sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A8B8XUJ1|A0A8B8XUJ1_BALMU
OG0000100	sp|P18621|RL17_HUMAN	tr|A0A8B8XB49|A0A8B8XB49_BALMU, tr|A0A8B8VRU6|A0A8B8VRU6_BALMU, tr|A0A8C0D442|A0A8C0D442_BALMU, tr|A0A8B8W8Z1|A0A8B8W8Z1_BALMU, tr|A0A8B8YDW6|A0A8B8YDW6_BALMU, tr|A0A8B8X9U7|A0A8B8X9U7_BALMU, tr|A0A8B8XD75|A0A8B8XD75_BALMU, tr|A0A8B8XSF4|A0A8B8XSF4_BALMU, tr|A0A8C0E2D1|A0A8C0E2D1_BALMU
OG0000101	sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN	tr|A0A8B8WM98|A0A8B8WM98_BALMU, tr|A0A8B8WM74|A0A8B8WM74_BALMU, tr|A0A8B8WQF8|A0A8B8WQF8_BALMU
OG0000101	sp|Q8N118|CP4X1_HUMAN, sp|Q86W10|CP4Z1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN, sp|P13584|CP4B1_HUMAN	tr|A0A8B8XMZ9|A0A8B8XMZ9_BALMU
