Orthogroup	Homo_sapiens	Marmota_marmota_marmota
OG0000039	sp|P23527|H2B1O_HUMAN, sp|Q93079|H2B1H_HUMAN, sp|Q5QNW6|H2B2F_HUMAN	tr|A0A8C6A0I7|A0A8C6A0I7_MARMA
OG0000039	sp|Q99879|H2B1M_HUMAN, sp|Q6DRA6|H2B2D_HUMAN, sp|Q6DN03|H2B2C_HUMAN, sp|P0DW85|H2BN1_HUMAN, sp|Q99880|H2B1L_HUMAN, sp|P58876|H2B1D_HUMAN, sp|Q99877|H2B1N_HUMAN, sp|P33778|H2B1B_HUMAN	tr|A0A8C5YPC2|A0A8C5YPC2_MARMA
OG0000040	sp|O95007|OR6B1_HUMAN	tr|A0A8C5Z797|A0A8C5Z797_MARMA
OG0000040	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8C5YK06|A0A8C5YK06_MARMA
OG0000040	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8C5YI55|A0A8C5YI55_MARMA
OG0000040	sp|O95222|OR6A2_HUMAN	tr|A0A8C5YXX5|A0A8C5YXX5_MARMA, tr|A0A8C5ZQI4|A0A8C5ZQI4_MARMA
OG0000042	sp|Q14590|ZN235_HUMAN	tr|A0A8C5ZU15|A0A8C5ZU15_MARMA
OG0000042	sp|A6NK53|ZN233_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN	tr|A0A8C5ZNV3|A0A8C5ZNV3_MARMA
OG0000043	sp|Q9H209|O10A4_HUMAN	tr|A0A8C6EUX1|A0A8C6EUX1_MARMA
OG0000043	sp|Q8NGE5|O10A7_HUMAN	tr|A0A8C5YU65|A0A8C5YU65_MARMA
OG0000043	sp|Q8NH19|O10AG_HUMAN	tr|A0A8C5YSN2|A0A8C5YSN2_MARMA, tr|A0A8C5YUW6|A0A8C5YUW6_MARMA, tr|A0A8C5YXY0|A0A8C5YXY0_MARMA, tr|A0A8C5YYM1|A0A8C5YYM1_MARMA, tr|A0A8C5ZRS8|A0A8C5ZRS8_MARMA, tr|A0A8C5ZUL6|A0A8C5ZUL6_MARMA, tr|A0A8C5ZWB3|A0A8C5ZWB3_MARMA, tr|A0A8C5ZVL2|A0A8C5ZVL2_MARMA, tr|A0A8C5ZSM6|A0A8C5ZSM6_MARMA, tr|A0A8C6EVZ6|A0A8C6EVZ6_MARMA, tr|A0A8C6EVK9|A0A8C6EVK9_MARMA, tr|A0A8C5ZSB2|A0A8C5ZSB2_MARMA
OG0000044	sp|Q13410|BT1A1_HUMAN	tr|A0A8C5YP51|A0A8C5YP51_MARMA
OG0000044	sp|Q6UXG8|BTNL9_HUMAN	tr|A0A8C5ZW71|A0A8C5ZW71_MARMA, tr|A0A8C5YNY9|A0A8C5YNY9_MARMA, tr|A0A8C5YPX0|A0A8C5YPX0_MARMA, tr|A0A8C5ZVU2|A0A8C5ZVU2_MARMA, tr|A0A8C5ZWY7|A0A8C5ZWY7_MARMA, tr|A0A8C6A054|A0A8C6A054_MARMA, tr|A0A8C6EWH8|A0A8C6EWH8_MARMA, tr|A0A8C5ZYY6|A0A8C5ZYY6_MARMA, tr|A0A8C5ZUQ9|A0A8C5ZUQ9_MARMA, tr|A0A8C5ZVG2|A0A8C5ZVG2_MARMA, tr|A0A8C6EW34|A0A8C6EW34_MARMA, tr|A0A8C5ZVA6|A0A8C5ZVA6_MARMA, tr|A0A8C6EWJ2|A0A8C6EWJ2_MARMA, tr|A0A8C6A7A9|A0A8C6A7A9_MARMA
OG0000045	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A8C6AEH0|A0A8C6AEH0_MARMA
OG0000048	sp|P30954|O10J1_HUMAN	tr|A0A8C6A5V9|A0A8C6A5V9_MARMA
OG0000048	sp|Q5JRS4|O10J3_HUMAN	tr|A0A8C6AAI9|A0A8C6AAI9_MARMA
OG0000048	sp|P0C629|O10J4_HUMAN	tr|A0A8C6A713|A0A8C6A713_MARMA
OG0000048	sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN	tr|A0A8C6EYJ8|A0A8C6EYJ8_MARMA
OG0000049	sp|Q9UN81|LORF1_HUMAN, sp|Q5T7N2|LITD1_HUMAN	tr|A0A8C6EP35|A0A8C6EP35_MARMA, tr|A0A8C5Z873|A0A8C5Z873_MARMA, tr|A0A8C6AAW6|A0A8C6AAW6_MARMA, tr|A0A8C5ZSA8|A0A8C5ZSA8_MARMA, tr|A0A8C6AAN0|A0A8C6AAN0_MARMA, tr|A0A8C6AAA1|A0A8C6AAA1_MARMA, tr|A0A8C5Z963|A0A8C5Z963_MARMA, tr|A0A8C5ZTI0|A0A8C5ZTI0_MARMA, tr|A0A8C5YQG1|A0A8C5YQG1_MARMA, tr|A0A8C6EYN3|A0A8C6EYN3_MARMA, tr|A0A8C6ET68|A0A8C6ET68_MARMA, tr|A0A8C5ZK79|A0A8C5ZK79_MARMA, tr|A0A8C5ZH16|A0A8C5ZH16_MARMA, tr|A0A8C6ES21|A0A8C6ES21_MARMA
OG0000050	sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN	tr|A0A8C5Z6A6|A0A8C5Z6A6_MARMA
OG0000051	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN	tr|A0A8C5YK32|A0A8C5YK32_MARMA
OG0000051	sp|I1YAP6|TRI77_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN	tr|A0A8C5Z1W2|A0A8C5Z1W2_MARMA, tr|A0A8C5YYM0|A0A8C5YYM0_MARMA
OG0000053	sp|Q7L7L0|H2A3_HUMAN	tr|A0A8C5ZX83|A0A8C5ZX83_MARMA
OG0000053	sp|Q93077|H2A1C_HUMAN	tr|A0A8C5YM34|A0A8C5YM34_MARMA
OG0000053	sp|Q6FI13|H2A2A_HUMAN	tr|A0A8C6A1V8|A0A8C6A1V8_MARMA
OG0000053	sp|P0C0S8|H2A1_HUMAN	tr|A0A8C5YRW8|A0A8C5YRW8_MARMA
OG0000053	sp|Q8IUE6|H2A2B_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q96KK5|H2A1H_HUMAN	tr|A0A8C5YQ39|A0A8C5YQ39_MARMA
OG0000053	sp|P20671|H2A1D_HUMAN, sp|P04908|H2A1B_HUMAN	tr|A0A8C5YPX4|A0A8C5YPX4_MARMA
OG0000054	sp|Q8NGL4|OR5DD_HUMAN, tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|A0A8C5ZTH9|A0A8C5ZTH9_MARMA, tr|A0A8C5ZTG1|A0A8C5ZTG1_MARMA, tr|A0A8C5ZSX5|A0A8C5ZSX5_MARMA, tr|A0A8C6EVH8|A0A8C6EVH8_MARMA, tr|A0A8C5ZRB9|A0A8C5ZRB9_MARMA
OG0000054	sp|Q8NGL3|OR5DE_HUMAN	tr|A0A8C5ZR07|A0A8C5ZR07_MARMA
OG0000054	sp|Q8NGK9|OR5DG_HUMAN	tr|A0A8C5ZVJ1|A0A8C5ZVJ1_MARMA
OG0000054	sp|Q8NGL1|OR5DI_HUMAN	tr|A0A8C5ZVH3|A0A8C5ZVH3_MARMA, tr|A0A8C5ZSA0|A0A8C5ZSA0_MARMA, tr|A0A8C6EVY4|A0A8C6EVY4_MARMA
OG0000055	sp|Q96MN2|NALP4_HUMAN	tr|A0A8C5YL34|A0A8C5YL34_MARMA
OG0000055	sp|P59046|NAL12_HUMAN	tr|A0A8C5YU81|A0A8C5YU81_MARMA
OG0000055	sp|Q96P20|NLRP3_HUMAN	tr|A0A8C5ZXK8|A0A8C5ZXK8_MARMA
OG0000055	sp|Q86W24|NAL14_HUMAN, sp|P59047|NALP5_HUMAN	tr|A0A8C5ZTI6|A0A8C5ZTI6_MARMA
OG0000057	sp|A0A0B4J262|TVA86_HUMAN, sp|A0A0B4J237|TVA82_HUMAN, sp|P01737|TVA84_HUMAN	tr|A0A8C5ZIQ4|A0A8C5ZIQ4_MARMA, tr|A0A8C5ZP39|A0A8C5ZP39_MARMA, tr|A0A8C5ZJ46|A0A8C5ZJ46_MARMA, tr|A0A8C5ZKE8|A0A8C5ZKE8_MARMA
OG0000057	sp|A0A075B6T8|TVA91_HUMAN, sp|A0A087WT02|TVA92_HUMAN, sp|A0A0B4J244|TVA3_HUMAN, sp|A0A0A6YYK6|TVA16_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN, sp|A0A0A6YYK1|TVA81_HUMAN, sp|A0A0A6YYJ7|TVA83_HUMAN	tr|A0A8C5ZK74|A0A8C5ZK74_MARMA
OG0000058	sp|Q8NHC8|OR2T6_HUMAN	tr|A0A8C5ZLX6|A0A8C5ZLX6_MARMA
OG0000058	sp|O43869|OR2T1_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH00|OR2T4_HUMAN, sp|Q8NGZ9|O2T10_HUMAN, sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|Q8NH04|O2T27_HUMAN, sp|P0C7T2|OR2T7_HUMAN	tr|A0A8C5ZKS6|A0A8C5ZKS6_MARMA
OG0000059	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8C5ZGE6|A0A8C5ZGE6_MARMA
OG0000059	sp|O43506|ADA20_HUMAN	tr|A0A8C6EV05|A0A8C6EV05_MARMA
OG0000059	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A8C5ZLX3|A0A8C5ZLX3_MARMA
OG0000061	sp|Q8NGF0|O52B6_HUMAN	tr|A0A8C5ZGW0|A0A8C5ZGW0_MARMA
OG0000061	sp|Q96RD2|O52B2_HUMAN	tr|A0A8C5ZK59|A0A8C5ZK59_MARMA
OG0000061	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A8C5ZK69|A0A8C5ZK69_MARMA, tr|A0A8C5ZMU9|A0A8C5ZMU9_MARMA, tr|A0A8C5ZL61|A0A8C5ZL61_MARMA, tr|A0A8C5ZHA1|A0A8C5ZHA1_MARMA
OG0000061	sp|Q8NGK2|O52B4_HUMAN	tr|A0A8C5ZF11|A0A8C5ZF11_MARMA, tr|A0A8C5ZF01|A0A8C5ZF01_MARMA
OG0000062	sp|A8MTL9|HMSD_HUMAN	tr|A0A8C5YSW8|A0A8C5YSW8_MARMA
OG0000062	sp|P35237|SPB6_HUMAN	tr|A0A8C6EMY4|A0A8C6EMY4_MARMA, tr|A0A8C5YJY7|A0A8C5YJY7_MARMA
OG0000062	sp|P50452|SPB8_HUMAN	tr|A0A8C5YPF2|A0A8C5YPF2_MARMA
OG0000063	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A8C5YQQ7|A0A8C5YQQ7_MARMA, tr|A0A8C5YN09|A0A8C5YN09_MARMA, tr|A0A8C5YNC1|A0A8C5YNC1_MARMA, tr|A0A8C5YPE8|A0A8C5YPE8_MARMA
OG0000063	sp|Q86VB7|C163A_HUMAN	tr|A0A8C5ZAK5|A0A8C5ZAK5_MARMA
OG0000063	sp|Q9NR16|C163B_HUMAN	tr|A0A8C5ZUY7|A0A8C5ZUY7_MARMA, tr|A0A8C5ZNK5|A0A8C5ZNK5_MARMA, tr|A0A8C5ZI04|A0A8C5ZI04_MARMA, tr|A0A8C5ZDA8|A0A8C5ZDA8_MARMA, tr|A0A8C5ZC78|A0A8C5ZC78_MARMA
OG0000063	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A8C6EP02|A0A8C6EP02_MARMA
OG0000064	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A8C5ZS62|A0A8C5ZS62_MARMA
OG0000064	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A8C5ZVD0|A0A8C5ZVD0_MARMA
OG0000064	sp|Q96RB7|OR5MB_HUMAN	tr|A0A8C5ZTY5|A0A8C5ZTY5_MARMA, tr|A0A8C5Z9Q6|A0A8C5Z9Q6_MARMA, tr|A0A8C5ZU82|A0A8C5ZU82_MARMA, tr|A0A8C5ZSP2|A0A8C5ZSP2_MARMA, tr|A0A8C5ZVD9|A0A8C5ZVD9_MARMA, tr|A0A8C6EVR9|A0A8C6EVR9_MARMA, tr|A0A8C5ZU95|A0A8C5ZU95_MARMA, tr|A0A8C5ZTR8|A0A8C5ZTR8_MARMA, tr|A0A8C5ZT24|A0A8C5ZT24_MARMA, tr|A0A8C6EW67|A0A8C6EW67_MARMA
OG0000066	sp|O15389|SIGL5_HUMAN, sp|Q08ET2|SIG14_HUMAN	tr|A0A8C6EYK4|A0A8C6EYK4_MARMA
OG0000066	sp|Q96RL6|SIG11_HUMAN, sp|A6NMB1|SIG16_HUMAN, sp|Q96LC7|SIG10_HUMAN	tr|A0A8C5YYV3|A0A8C5YYV3_MARMA
OG0000066	sp|Q96PQ1|SIG12_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q9NYZ4|SIGL8_HUMAN, sp|O43699|SIGL6_HUMAN, sp|P20138|CD33_HUMAN	tr|A0A8C5YW90|A0A8C5YW90_MARMA
OG0000067	sp|P08779|K1C16_HUMAN	tr|A0A8C5Z279|A0A8C5Z279_MARMA
OG0000067	sp|P02533|K1C14_HUMAN	tr|A0A8C5Z1P9|A0A8C5Z1P9_MARMA
OG0000067	sp|P19012|K1C15_HUMAN	tr|A0A8C5Z070|A0A8C5Z070_MARMA
OG0000067	sp|P13646|K1C13_HUMAN	tr|A0A8C5Z3K3|A0A8C5Z3K3_MARMA
OG0000067	sp|P35527|K1C9_HUMAN	tr|A0A8C5Z0X6|A0A8C5Z0X6_MARMA, tr|A0A8C6EQJ5|A0A8C6EQJ5_MARMA
OG0000067	sp|Q04695|K1C17_HUMAN	tr|A0A8C6EQI5|A0A8C6EQI5_MARMA, tr|A0A8C5YZ59|A0A8C5YZ59_MARMA
OG0000069	sp|P22626|ROA2_HUMAN	tr|A0A8C5YYI0|A0A8C5YYI0_MARMA
OG0000069	sp|P51991|ROA3_HUMAN	tr|A0A8C5YX73|A0A8C5YX73_MARMA, tr|A0A8C6A1F1|A0A8C6A1F1_MARMA, tr|A0A8C5YT53|A0A8C5YT53_MARMA, tr|A0A8C6AAU1|A0A8C6AAU1_MARMA, tr|A0A8C5Z7I8|A0A8C5Z7I8_MARMA, tr|A0A8C5ZFH7|A0A8C5ZFH7_MARMA, tr|A0A8C5YU92|A0A8C5YU92_MARMA, tr|A0A8C5ZDB9|A0A8C5ZDB9_MARMA, tr|A0A8C5ZMU3|A0A8C5ZMU3_MARMA, tr|A0A8C5Z0B5|A0A8C5Z0B5_MARMA, tr|A0A8C5ZUG9|A0A8C5ZUG9_MARMA
OG0000071	sp|Q8NH69|OR5W2_HUMAN	tr|A0A8C5ZTB8|A0A8C5ZTB8_MARMA, tr|A0A8C5ZRQ6|A0A8C5ZRQ6_MARMA, tr|A0A8C5ZTQ1|A0A8C5ZTQ1_MARMA, tr|A0A8C5ZSN7|A0A8C5ZSN7_MARMA, tr|A0A8C5ZWH6|A0A8C5ZWH6_MARMA, tr|A0A8C5ZS68|A0A8C5ZS68_MARMA, tr|A0A8C5ZWA4|A0A8C5ZWA4_MARMA, tr|A0A8C5ZTV4|A0A8C5ZTV4_MARMA, tr|A0A8C6EW08|A0A8C6EW08_MARMA, tr|A0A8C5ZA49|A0A8C5ZA49_MARMA, tr|A0A8C5ZKW3|A0A8C5ZKW3_MARMA, tr|A0A8C5ZV48|A0A8C5ZV48_MARMA, tr|A0A8C5ZVH8|A0A8C5ZVH8_MARMA
OG0000076	sp|Q9NYV9|T2R13_HUMAN	tr|A0A8C6EUW5|A0A8C6EUW5_MARMA
OG0000076	sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59544|T2R50_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59540|T2R46_HUMAN	tr|A0A8C5ZNT3|A0A8C5ZNT3_MARMA
OG0000077	sp|A6NI73|LIRA5_HUMAN, sp|Q8NHJ6|LIRB4_HUMAN, sp|O75022|LIRB3_HUMAN, sp|Q6PI73|LIRA6_HUMAN, sp|P59901|LIRA4_HUMAN, sp|Q8N149|LIRA2_HUMAN, sp|O75019|LIRA1_HUMAN, sp|Q8N6C8|LIRA3_HUMAN, sp|O75023|LIRB5_HUMAN, sp|Q8NHL6|LIRB1_HUMAN, sp|Q8N423|LIRB2_HUMAN	tr|A0A8C6ENU9|A0A8C6ENU9_MARMA, tr|A0A8C6ENI8|A0A8C6ENI8_MARMA
OG0000080	sp|Q8NGI0|O52N2_HUMAN	tr|A0A8C5ZKK6|A0A8C5ZKK6_MARMA, tr|A0A8C6EU88|A0A8C6EU88_MARMA, tr|A0A8C5ZLQ4|A0A8C5ZLQ4_MARMA, tr|A0A8C6EUN8|A0A8C6EUN8_MARMA
OG0000080	sp|Q8NH53|O52N1_HUMAN	tr|A0A8C5ZLK6|A0A8C5ZLK6_MARMA
OG0000080	sp|Q8NGI2|O52N4_HUMAN	tr|A0A8C5ZK97|A0A8C5ZK97_MARMA, tr|A0A8C5ZKC4|A0A8C5ZKC4_MARMA
OG0000080	sp|Q8NH56|O52N5_HUMAN	tr|A0A8C6EU90|A0A8C6EU90_MARMA, tr|A0A8C5ZK13|A0A8C5ZK13_MARMA
OG0000081	sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NGD5|OR4KE_HUMAN	tr|A0A8C5YIT3|A0A8C5YIT3_MARMA
OG0000082	sp|Q8N323|NXPE1_HUMAN	tr|A0A8C6AD56|A0A8C6AD56_MARMA, tr|A0A8C6AAK2|A0A8C6AAK2_MARMA, tr|A0A8C6AB93|A0A8C6AB93_MARMA, tr|A0A8C6AD66|A0A8C6AD66_MARMA
OG0000082	sp|Q96DL1|NXPE2_HUMAN	tr|A0A8C6EYZ4|A0A8C6EYZ4_MARMA
OG0000082	sp|Q6UWF7|NXPE4_HUMAN	tr|A0A8C6ETM9|A0A8C6ETM9_MARMA, tr|A0A8C6A7T2|A0A8C6A7T2_MARMA, tr|A0A8C6ABC5|A0A8C6ABC5_MARMA, tr|A0A8C6A9L5|A0A8C6A9L5_MARMA
OG0000084	sp|O00748|EST2_HUMAN	tr|A0A8C5YL06|A0A8C5YL06_MARMA, tr|A0A8C5Z4G6|A0A8C5Z4G6_MARMA, tr|A0A8C6EQY2|A0A8C6EQY2_MARMA, tr|A0A8C5Z5Z6|A0A8C5Z5Z6_MARMA, tr|A0A8C6ERB8|A0A8C6ERB8_MARMA, tr|A0A8C5Z3C7|A0A8C5Z3C7_MARMA, tr|A0A8C5Z628|A0A8C5Z628_MARMA, tr|A0A8C5Z4R8|A0A8C5Z4R8_MARMA, tr|A0A8C5Z3R8|A0A8C5Z3R8_MARMA, tr|A0A8C5YLX9|A0A8C5YLX9_MARMA, tr|A0A8C5YNM1|A0A8C5YNM1_MARMA
OG0000086	sp|Q6ZQQ2|S31D1_HUMAN, sp|P0C874|S31D3_HUMAN, sp|Q6ZUB0|S31D4_HUMAN, sp|Q5VVP1|S31A6_HUMAN, sp|Q5TZJ5|S31A1_HUMAN, sp|Q5VU36|S31A5_HUMAN, sp|Q8IWB4|S31A7_HUMAN, sp|Q5VYP0|S31A3_HUMAN, sp|P0DKV0|S31C1_HUMAN, sp|B4DYI2|S31C2_HUMAN, sp|Q6ZUB1|S31E1_HUMAN	tr|A0A8C6A7U9|A0A8C6A7U9_MARMA
OG0000087	sp|P29400|CO4A5_HUMAN	tr|A0A8C6ESW5|A0A8C6ESW5_MARMA
OG0000087	sp|P02462|CO4A1_HUMAN	tr|A0A8C6A145|A0A8C6A145_MARMA
OG0000087	sp|Q14031|CO4A6_HUMAN	tr|A0A8C5ZDJ2|A0A8C5ZDJ2_MARMA
OG0000087	sp|P53420|CO4A4_HUMAN	tr|A0A8C5YKJ8|A0A8C5YKJ8_MARMA
OG0000087	sp|P08572|CO4A2_HUMAN	tr|A0A8C6EXS4|A0A8C6EXS4_MARMA
OG0000087	sp|Q01955|CO4A3_HUMAN	tr|A0A8C6ELY1|A0A8C6ELY1_MARMA
OG0000088	sp|P06454|PTMA_HUMAN	tr|A0A8C5ZHX6|A0A8C5ZHX6_MARMA, tr|A0A8C5YZU0|A0A8C5YZU0_MARMA, tr|A0A8C5YYK0|A0A8C5YYK0_MARMA, tr|A0A8C5Z0P6|A0A8C5Z0P6_MARMA, tr|A0A8C5ZGP6|A0A8C5ZGP6_MARMA, tr|A0A8C6A8S6|A0A8C6A8S6_MARMA, tr|A0A8C5YNX4|A0A8C5YNX4_MARMA, tr|A0A8C5YQ05|A0A8C5YQ05_MARMA, tr|A0A8C5Z9N6|A0A8C5Z9N6_MARMA, tr|A0A8C6A6P5|A0A8C6A6P5_MARMA, tr|A0A8C5YXU2|A0A8C5YXU2_MARMA
OG0000090	sp|P0DMV8|HS71A_HUMAN, sp|P0DMV9|HS71B_HUMAN	tr|A0A8C6ESI7|A0A8C6ESI7_MARMA
OG0000090	sp|P34931|HS71L_HUMAN	tr|A0A8C5Z9Z2|A0A8C5Z9Z2_MARMA
OG0000090	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A8C6A689|A0A8C6A689_MARMA
OG0000090	sp|P54652|HSP72_HUMAN	tr|A0A8C6EY83|A0A8C6EY83_MARMA
OG0000090	sp|P11142|HSP7C_HUMAN	tr|A0A8C6A7D6|A0A8C6A7D6_MARMA
OG0000091	sp|Q15375|EPHA7_HUMAN	tr|A0A8C5ZAU3|A0A8C5ZAU3_MARMA
OG0000091	sp|P54764|EPHA4_HUMAN	tr|A0A8C6A4W4|A0A8C6A4W4_MARMA
OG0000091	sp|Q9UF33|EPHA6_HUMAN	tr|A0A8C5ZPA7|A0A8C5ZPA7_MARMA
OG0000091	sp|P54756|EPHA5_HUMAN	tr|A0A8C6AA33|A0A8C6AA33_MARMA
OG0000091	sp|P29320|EPHA3_HUMAN	tr|A0A8C5ZS23|A0A8C5ZS23_MARMA
OG0000092	sp|P08238|HS90B_HUMAN	tr|A0A8C6AF00|A0A8C6AF00_MARMA
OG0000092	sp|P07900|HS90A_HUMAN	tr|A0A8C5YRE4|A0A8C5YRE4_MARMA
OG0000092	sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN	tr|A0A8C6ABW3|A0A8C6ABW3_MARMA
OG0000092	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A8C5ZNE0|A0A8C5ZNE0_MARMA
OG0000093	sp|P08311|CATG_HUMAN	tr|A0A8C5ZGE4|A0A8C5ZGE4_MARMA
OG0000093	sp|P20718|GRAH_HUMAN, sp|P10144|GRAB_HUMAN	tr|A0A8C5ZCE9|A0A8C5ZCE9_MARMA, tr|A0A8C5ZFH8|A0A8C5ZFH8_MARMA, tr|A0A8C6ET42|A0A8C6ET42_MARMA, tr|A0A8C5ZCD0|A0A8C5ZCD0_MARMA, tr|A0A8C5ZBW9|A0A8C5ZBW9_MARMA, tr|A0A8C5ZAX3|A0A8C5ZAX3_MARMA, tr|A0A8C5ZF94|A0A8C5ZF94_MARMA, tr|A0A8C5ZBT3|A0A8C5ZBT3_MARMA
OG0000094	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A8C5YUG8|A0A8C5YUG8_MARMA
OG0000094	sp|Q96P47|AGAP3_HUMAN	tr|A0A8C5YXE3|A0A8C5YXE3_MARMA
OG0000094	sp|Q99490|AGAP2_HUMAN	tr|A0A8C5ZA91|A0A8C5ZA91_MARMA
OG0000095	sp|P50993|AT1A2_HUMAN	tr|A0A8C6EYI3|A0A8C6EYI3_MARMA
OG0000095	sp|P05023|AT1A1_HUMAN	tr|A0A8C5ZMI3|A0A8C5ZMI3_MARMA
OG0000095	sp|P13637|AT1A3_HUMAN	tr|A0A8C5ZW73|A0A8C5ZW73_MARMA
OG0000095	sp|P20648|ATP4A_HUMAN	tr|A0A8C5YXX8|A0A8C5YXX8_MARMA
OG0000095	sp|P54707|AT12A_HUMAN	tr|A0A8C5ZEF3|A0A8C5ZEF3_MARMA
OG0000095	sp|Q13733|AT1A4_HUMAN	tr|A0A8C6A792|A0A8C6A792_MARMA
