Orthogroup	Homo_sapiens	Orycteropus_afer_afer
OG0000022	sp|Q8NHC7|O14CZ_HUMAN	tr|A0A8B7BAY3|A0A8B7BAY3_ORYAF, tr|A0A8B7B734|A0A8B7B734_ORYAF, tr|A0A8B7BE48|A0A8B7BE48_ORYAF, tr|A0A8B7B9S8|A0A8B7B9S8_ORYAF, tr|A0A8B7BAA9|A0A8B7BAA9_ORYAF, tr|A0A8B7B6D0|A0A8B7B6D0_ORYAF, tr|A0A8B7B6D9|A0A8B7B6D9_ORYAF, tr|A0A8B7B830|A0A8B7B830_ORYAF, tr|A0A8B7B794|A0A8B7B794_ORYAF, tr|A0A8B7B6J3|A0A8B7B6J3_ORYAF, tr|A0A8B7B3R9|A0A8B7B3R9_ORYAF, tr|A0A8B7B2E9|A0A8B7B2E9_ORYAF, tr|A0A8B7B3Q2|A0A8B7B3Q2_ORYAF, tr|A0A8B7B2E5|A0A8B7B2E5_ORYAF, tr|A0A8B7BAV6|A0A8B7BAV6_ORYAF, tr|A0A8B7B6T9|A0A8B7B6T9_ORYAF, tr|A0A8B7BE26|A0A8B7BE26_ORYAF, tr|A0A8B7BDV5|A0A8B7BDV5_ORYAF, tr|A0A8B7BCA0|A0A8B7BCA0_ORYAF, tr|A0A8B7B8H6|A0A8B7B8H6_ORYAF, tr|A0A8B7BAM8|A0A8B7BAM8_ORYAF, tr|A0A8B7B9U0|A0A8B7B9U0_ORYAF, tr|A0A8B7BDK1|A0A8B7BDK1_ORYAF, tr|A0A8B7BC00|A0A8B7BC00_ORYAF, tr|A0A8B7BDQ4|A0A8B7BDQ4_ORYAF, tr|A0A8B7BCA6|A0A8B7BCA6_ORYAF, tr|A0A8B7BA30|A0A8B7BA30_ORYAF, tr|A0A8B7BD52|A0A8B7BD52_ORYAF
OG0000024	sp|P43630|KI3L2_HUMAN, sp|Q8NHK3|KI2LB_HUMAN, sp|Q8N109|KI2LA_HUMAN, sp|Q99706|KI2L4_HUMAN, sp|P43626|KI2L1_HUMAN, tr|A0A5K1VDZ0|A0A5K1VDZ0_HUMAN, sp|P43627|KI2L2_HUMAN, sp|P43628|KI2L3_HUMAN, tr|A0A2R8YCY7|A0A2R8YCY7_HUMAN, tr|A0A1W2PRS3|A0A1W2PRS3_HUMAN, tr|A0A5F9ZH88|A0A5F9ZH88_HUMAN, tr|A0A1W2PQF6|A0A1W2PQF6_HUMAN, tr|A0A5F9Z9Y6|A0A5F9Z9Y6_HUMAN, sp|Q14952|KI2S3_HUMAN, sp|Q14953|KI2S5_HUMAN, tr|A0A1W2PQM1|A0A1W2PQM1_HUMAN, sp|P43632|KI2S4_HUMAN, sp|Q14954|KI2S1_HUMAN, sp|P43631|KI2S2_HUMAN, tr|A0A0G2JNF4|A0A0G2JNF4_HUMAN, tr|A0A191URJ7|A0A191URJ7_HUMAN, sp|P43629|KI3L1_HUMAN, sp|Q14943|KI3S1_HUMAN, sp|Q8N743|KI3L3_HUMAN, tr|A0A0G2JMM0|A0A0G2JMM0_HUMAN, tr|A0A0G2JN01|A0A0G2JN01_HUMAN, sp|Q9H7L2|KI3X1_HUMAN	tr|A0A8B7B5D0|A0A8B7B5D0_ORYAF
OG0000028	sp|Q8NGZ3|O13G1_HUMAN	tr|A0A8B7B7H3|A0A8B7B7H3_ORYAF, tr|A0A8B7B7G3|A0A8B7B7G3_ORYAF, tr|A0A8B7B6S4|A0A8B7B6S4_ORYAF
OG0000028	sp|Q8NGR1|O13A1_HUMAN	tr|A0A8B7BE07|A0A8B7BE07_ORYAF, tr|A0A8B7BBK7|A0A8B7BBK7_ORYAF, tr|A0A8B7BD58|A0A8B7BD58_ORYAF, tr|A0A8B6ZH78|A0A8B6ZH78_ORYAF, tr|A0A8B7BAP1|A0A8B7BAP1_ORYAF, tr|A0A8B6ZHB4|A0A8B6ZHB4_ORYAF, tr|A0A8B6ZGZ3|A0A8B6ZGZ3_ORYAF, tr|A0A8B7B9D4|A0A8B7B9D4_ORYAF, tr|A0A8B6ZM03|A0A8B6ZM03_ORYAF, tr|A0A8B6ZH97|A0A8B6ZH97_ORYAF, tr|A0A8B6ZIW2|A0A8B6ZIW2_ORYAF, tr|A0A8B7B9X8|A0A8B7B9X8_ORYAF, tr|A0A8B7B9E2|A0A8B7B9E2_ORYAF, tr|A0A8B7B9Y3|A0A8B7B9Y3_ORYAF, tr|A0A8B7BD64|A0A8B7BD64_ORYAF, tr|A0A8B7BB81|A0A8B7BB81_ORYAF, tr|A0A8B7BB76|A0A8B7BB76_ORYAF, tr|A0A8B7B9D8|A0A8B7B9D8_ORYAF, tr|A0A8B7B9D6|A0A8B7B9D6_ORYAF, tr|A0A8B6ZMF9|A0A8B6ZMF9_ORYAF, tr|A0A8B6ZP51|A0A8B6ZP51_ORYAF
OG0000032	sp|P0C626|OR5G3_HUMAN	tr|A0A8B7BAF8|A0A8B7BAF8_ORYAF, tr|A0A8B7BC77|A0A8B7BC77_ORYAF, tr|A0A8B7BC69|A0A8B7BC69_ORYAF, tr|A0A8B7BCC5|A0A8B7BCC5_ORYAF, tr|A0A8B7BAY7|A0A8B7BAY7_ORYAF, tr|A0A8B7BDU6|A0A8B7BDU6_ORYAF, tr|A0A8B7BAA7|A0A8B7BAA7_ORYAF, tr|A0A8B7BDW4|A0A8B7BDW4_ORYAF, tr|A0A8B7BAF3|A0A8B7BAF3_ORYAF, tr|A0A8B7BBD8|A0A8B7BBD8_ORYAF, tr|A0A8B7BBR3|A0A8B7BBR3_ORYAF, tr|A0A8B7BAY2|A0A8B7BAY2_ORYAF, tr|A0A8B7BBH6|A0A8B7BBH6_ORYAF, tr|A0A8B7AWX8|A0A8B7AWX8_ORYAF, tr|A0A8B7AVW8|A0A8B7AVW8_ORYAF, tr|A0A8B7A2P1|A0A8B7A2P1_ORYAF, tr|A0A8B7BAH6|A0A8B7BAH6_ORYAF, tr|A0A8B7AYK1|A0A8B7AYK1_ORYAF, tr|A0A8B7AYJ7|A0A8B7AYJ7_ORYAF, tr|A0A8B7B2V7|A0A8B7B2V7_ORYAF, tr|A0A8B7AZG9|A0A8B7AZG9_ORYAF, tr|A0A8B7BBI4|A0A8B7BBI4_ORYAF, tr|A0A8B7AWY6|A0A8B7AWY6_ORYAF, tr|A0A8B7AVX7|A0A8B7AVX7_ORYAF
OG0000034	sp|Q92527|ANKR7_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|H3BUK9|POTB2_HUMAN, sp|A0A0A6YYL3|POTEB_HUMAN, sp|A0JP26|POTB3_HUMAN, sp|Q86YR6|POTED_HUMAN, sp|B2RU33|POTEC_HUMAN, sp|Q6S545|POTEH_HUMAN, sp|A6NI47|POTEM_HUMAN, sp|Q6S5H5|POTEG_HUMAN, sp|Q6S8J7|POTEA_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|A5A3E0|POTEF_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|Q9BYX7|ACTBM_HUMAN, sp|Q562R1|ACTBL_HUMAN, sp|P63261|ACTG_HUMAN, sp|P60709|ACTB_HUMAN, sp|P63267|ACTH_HUMAN, sp|P62736|ACTA_HUMAN, sp|P68133|ACTS_HUMAN, sp|P68032|ACTC_HUMAN	tr|A0A8B7B209|A0A8B7B209_ORYAF
OG0000035	sp|Q9Y5F6|PCDGM_HUMAN, sp|Q9Y5F7|PCDGL_HUMAN, sp|Q9UN70|PCDGK_HUMAN, sp|Q9Y5H2|PCDGB_HUMAN, sp|Q9Y5G6|PCDG7_HUMAN, sp|Q9Y5G7|PCDG6_HUMAN, sp|Q9Y5H4|PCDG1_HUMAN, sp|Q9Y5H1|PCDG2_HUMAN, sp|Q9Y5G8|PCDG5_HUMAN, sp|Q9Y5G9|PCDG4_HUMAN, sp|Q9Y5H0|PCDG3_HUMAN, sp|Q9Y5H3|PCDGA_HUMAN, sp|Q9Y5G5|PCDG8_HUMAN, sp|Q9Y5G4|PCDG9_HUMAN, sp|O60330|PCDGC_HUMAN, sp|Q9Y5G2|PCDGE_HUMAN, sp|Q9Y5G3|PCDGD_HUMAN, sp|Q9Y5G1|PCDGF_HUMAN, sp|Q9Y5G0|PCDGH_HUMAN, sp|Q9UN71|PCDGG_HUMAN, sp|Q9Y5F9|PCDGI_HUMAN, sp|Q9Y5F8|PCDGJ_HUMAN	tr|A0A8B6ZNF9|A0A8B6ZNF9_ORYAF
OG0000036	sp|Q9Y2H8|ZN510_HUMAN	tr|A0A8B6ZP19|A0A8B6ZP19_ORYAF
OG0000036	sp|B1APH4|ZN487_HUMAN	tr|A0A8B6ZQU4|A0A8B6ZQU4_ORYAF, tr|A0A8B6ZSJ6|A0A8B6ZSJ6_ORYAF, tr|A0A8B6ZQY3|A0A8B6ZQY3_ORYAF, tr|A0A8B7B876|A0A8B7B876_ORYAF, tr|A0A8B7B6I1|A0A8B7B6I1_ORYAF, tr|A0A8B7B5H0|A0A8B7B5H0_ORYAF, tr|A0A8B7B738|A0A8B7B738_ORYAF, tr|A0A8B7B662|A0A8B7B662_ORYAF, tr|A0A8B7B733|A0A8B7B733_ORYAF, tr|A0A8B7B728|A0A8B7B728_ORYAF, tr|A0A8B7B667|A0A8B7B667_ORYAF, tr|A0A8B7B5G3|A0A8B7B5G3_ORYAF, tr|A0A8B7B9H8|A0A8B7B9H8_ORYAF, tr|A0A8B7B2X1|A0A8B7B2X1_ORYAF, tr|A0A8B7B5G8|A0A8B7B5G8_ORYAF, tr|A0A8B6ZZ61|A0A8B6ZZ61_ORYAF, tr|A0A8B6ZSB3|A0A8B6ZSB3_ORYAF, tr|A0A8B7B982|A0A8B7B982_ORYAF, tr|A0A8B6ZMG4|A0A8B6ZMG4_ORYAF, tr|A0A8B6ZMG3|A0A8B6ZMG3_ORYAF
OG0000037	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8B7APF8|A0A8B7APF8_ORYAF, tr|A0A8B7ANS9|A0A8B7ANS9_ORYAF
OG0000037	sp|Q8NGC9|O11H4_HUMAN	tr|A0A8B7ASR0|A0A8B7ASR0_ORYAF
OG0000037	sp|Q8NGC8|O11H7_HUMAN	tr|A0A8B7AN30|A0A8B7AN30_ORYAF
OG0000037	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8B7AMR9|A0A8B7AMR9_ORYAF, tr|A0A8B7AMS3|A0A8B7AMS3_ORYAF
OG0000038	sp|A8MT65|ZN891_HUMAN	tr|A0A8B7AZA4|A0A8B7AZA4_ORYAF
OG0000038	sp|Q9BR84|ZN559_HUMAN	tr|A0A8B7ASN1|A0A8B7ASN1_ORYAF, tr|A0A8B7B3I9|A0A8B7B3I9_ORYAF, tr|A0A8B7BAH4|A0A8B7BAH4_ORYAF, tr|A0A8B7B8Q7|A0A8B7B8Q7_ORYAF, tr|A0A8B7B3N0|A0A8B7B3N0_ORYAF, tr|A0A8B7B8Y7|A0A8B7B8Y7_ORYAF, tr|A0A8B7B4P8|A0A8B7B4P8_ORYAF, tr|A0A8B7B5F4|A0A8B7B5F4_ORYAF, tr|A0A8B7B6A4|A0A8B7B6A4_ORYAF, tr|A0A8B7B4P7|A0A8B7B4P7_ORYAF, tr|A0A8B7B5G0|A0A8B7B5G0_ORYAF, tr|A0A8B7B652|A0A8B7B652_ORYAF, tr|A0A8B7B555|A0A8B7B555_ORYAF, tr|A0A8B7B3P3|A0A8B7B3P3_ORYAF, tr|A0A8B7B713|A0A8B7B713_ORYAF, tr|A0A8B7BAR6|A0A8B7BAR6_ORYAF, tr|A0A8B7BCS2|A0A8B7BCS2_ORYAF, tr|A0A8B7A1P2|A0A8B7A1P2_ORYAF, tr|A0A8B7B8V6|A0A8B7B8V6_ORYAF, tr|A0A8B7AW31|A0A8B7AW31_ORYAF
OG0000039	sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|Q6QN14|U17L6_HUMAN	tr|A0A8B7AV38|A0A8B7AV38_ORYAF
OG0000041	sp|P01817|HV205_HUMAN	tr|A0A8B7BB17|A0A8B7BB17_ORYAF
OG0000041	sp|A0A0C4DH43|HV70D_HUMAN, sp|P01814|HV270_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P01824|HV439_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN	tr|A0A8B7B9D1|A0A8B7B9D1_ORYAF
OG0000045	sp|Q14590|ZN235_HUMAN	tr|A0A8B6ZZJ9|A0A8B6ZZJ9_ORYAF
OG0000045	sp|Q9NYT6|ZN226_HUMAN	tr|A0A8B6ZZJ3|A0A8B6ZZJ3_ORYAF
OG0000045	sp|Q9UJW7|ZN229_HUMAN	tr|A0A8B7A558|A0A8B7A558_ORYAF, tr|A0A8B7A012|A0A8B7A012_ORYAF, tr|A0A8B7A757|A0A8B7A757_ORYAF, tr|A0A8B7A031|A0A8B7A031_ORYAF, tr|A0A8B7A551|A0A8B7A551_ORYAF, tr|A0A8B7A023|A0A8B7A023_ORYAF, tr|A0A8B7A026|A0A8B7A026_ORYAF, tr|A0A8B7A555|A0A8B7A555_ORYAF, tr|A0A8B7A1N2|A0A8B7A1N2_ORYAF, tr|A0A8B7A017|A0A8B7A017_ORYAF, tr|A0A8B7A018|A0A8B7A018_ORYAF, tr|A0A8B7A005|A0A8B7A005_ORYAF, tr|A0A8B7A1M3|A0A8B7A1M3_ORYAF
OG0000045	sp|Q9UJU3|ZN112_HUMAN	tr|A0A8B7A010|A0A8B7A010_ORYAF
OG0000048	sp|P30954|O10J1_HUMAN	tr|A0A8B7AIW5|A0A8B7AIW5_ORYAF
OG0000048	sp|P0C629|O10J4_HUMAN	tr|A0A8B7AD18|A0A8B7AD18_ORYAF
OG0000048	sp|Q5JRS4|O10J3_HUMAN	tr|A0A8B7ADB3|A0A8B7ADB3_ORYAF
OG0000048	sp|Q8NGX6|O10R2_HUMAN	tr|A0A8B7AEH5|A0A8B7AEH5_ORYAF, tr|A0A8B7B9C4|A0A8B7B9C4_ORYAF, tr|A0A8B7B4G5|A0A8B7B4G5_ORYAF, tr|A0A8B7AD97|A0A8B7AD97_ORYAF, tr|A0A8B7AEQ5|A0A8B7AEQ5_ORYAF, tr|A0A8B7AD96|A0A8B7AD96_ORYAF
OG0000048	sp|Q8NHC4|O10J5_HUMAN	tr|A0A8B7AD21|A0A8B7AD21_ORYAF
OG0000048	sp|Q8NGY7|O10J6_HUMAN	tr|A0A8B7AES1|A0A8B7AES1_ORYAF
OG0000049	sp|Q7L7L0|H2A3_HUMAN	tr|A0A8B7AYH1|A0A8B7AYH1_ORYAF, tr|A0A8B7AZE5|A0A8B7AZE5_ORYAF
OG0000049	sp|Q99878|H2A1J_HUMAN	tr|A0A8B7B629|A0A8B7B629_ORYAF
OG0000049	sp|Q96KK5|H2A1H_HUMAN	tr|A0A8B7B8I3|A0A8B7B8I3_ORYAF
OG0000049	sp|Q96QV6|H2A1A_HUMAN	tr|A0A8B7AKP2|A0A8B7AKP2_ORYAF
OG0000049	sp|P0C0S8|H2A1_HUMAN	tr|A0A8B7B576|A0A8B7B576_ORYAF
OG0000049	sp|P20671|H2A1D_HUMAN	tr|A0A8B7B596|A0A8B7B596_ORYAF
OG0000049	sp|P04908|H2A1B_HUMAN	tr|A0A8B7AJ71|A0A8B7AJ71_ORYAF
OG0000049	sp|Q6FI13|H2A2A_HUMAN	tr|A0A8B7ASE0|A0A8B7ASE0_ORYAF
OG0000049	sp|Q93077|H2A1C_HUMAN	tr|A0A8B7AKJ9|A0A8B7AKJ9_ORYAF
OG0000054	sp|Q96R72|OR4K3_HUMAN	tr|A0A8B7B9M4|A0A8B7B9M4_ORYAF
OG0000054	sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q8NGB8|O4F15_HUMAN, sp|Q6IEY1|OR4F3_HUMAN, sp|O95013|O4F21_HUMAN, sp|Q8NGB9|OR4F6_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NH41|OR4KF_HUMAN, sp|Q8NGD4|OR4K1_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH42|OR4KD_HUMAN, sp|Q8NGD2|OR4K2_HUMAN	tr|A0A8B7B7V9|A0A8B7B7V9_ORYAF
OG0000055	sp|P19012|K1C15_HUMAN	tr|A0A8B6ZX84|A0A8B6ZX84_ORYAF
OG0000055	sp|P13646|K1C13_HUMAN	tr|A0A8B6ZXA0|A0A8B6ZXA0_ORYAF
OG0000055	sp|P35527|K1C9_HUMAN	tr|A0A8B6ZZ59|A0A8B6ZZ59_ORYAF
OG0000055	sp|Q99456|K1C12_HUMAN	tr|A0A8B6ZXH6|A0A8B6ZXH6_ORYAF, tr|A0A8B6ZX68|A0A8B6ZX68_ORYAF
OG0000055	sp|P08727|K1C19_HUMAN	tr|A0A8B6ZYX6|A0A8B6ZYX6_ORYAF
OG0000055	sp|Q04695|K1C17_HUMAN	tr|A0A8B6ZXA5|A0A8B6ZXA5_ORYAF
OG0000055	sp|P02533|K1C14_HUMAN	tr|A0A8B6ZX94|A0A8B6ZX94_ORYAF
OG0000055	sp|P08779|K1C16_HUMAN	tr|A0A8B6ZXH8|A0A8B6ZXH8_ORYAF
OG0000057	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8B7AIL2|A0A8B7AIL2_ORYAF
OG0000057	sp|O95222|OR6A2_HUMAN	tr|A0A8B6ZHA2|A0A8B6ZHA2_ORYAF, tr|A0A8B7B4X3|A0A8B7B4X3_ORYAF
OG0000057	sp|O95007|OR6B1_HUMAN	tr|A0A8B6ZIX4|A0A8B6ZIX4_ORYAF, tr|A0A8B6ZM09|A0A8B6ZM09_ORYAF, tr|A0A8B7B4B7|A0A8B7B4B7_ORYAF, tr|A0A8B7B2Y3|A0A8B7B2Y3_ORYAF, tr|A0A8B7B722|A0A8B7B722_ORYAF, tr|A0A8B7B1Z3|A0A8B7B1Z3_ORYAF
OG0000059	sp|P19013|K2C4_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|O95678|K2C75_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P13647|K2C5_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN	tr|A0A8B7AIH4|A0A8B7AIH4_ORYAF
OG0000060	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8B7B3I1|A0A8B7B3I1_ORYAF
OG0000060	sp|Q9H210|OR2D2_HUMAN	tr|A0A8B7B3A8|A0A8B7B3A8_ORYAF, tr|A0A8B7AZ27|A0A8B7AZ27_ORYAF, tr|A0A8B7B424|A0A8B7B424_ORYAF, tr|A0A8B7AXW3|A0A8B7AXW3_ORYAF, tr|A0A8B7BDX7|A0A8B7BDX7_ORYAF, tr|A0A8B7ATA8|A0A8B7ATA8_ORYAF, tr|A0A8B7AY51|A0A8B7AY51_ORYAF, tr|A0A8B7AUC2|A0A8B7AUC2_ORYAF, tr|A0A8B7AUQ1|A0A8B7AUQ1_ORYAF, tr|A0A8B7AUJ5|A0A8B7AUJ5_ORYAF, tr|A0A8B7ATI9|A0A8B7ATI9_ORYAF, tr|A0A8B7B3F1|A0A8B7B3F1_ORYAF, tr|A0A8B7B3E1|A0A8B7B3E1_ORYAF, tr|A0A8B7B3H2|A0A8B7B3H2_ORYAF
OG0000061	sp|P52741|ZN134_HUMAN	tr|A0A8B7B6H4|A0A8B7B6H4_ORYAF, tr|A0A8B7B4W0|A0A8B7B4W0_ORYAF, tr|A0A8B7AYQ3|A0A8B7AYQ3_ORYAF, tr|A0A8B7B2Z9|A0A8B7B2Z9_ORYAF, tr|A0A8B7B8V1|A0A8B7B8V1_ORYAF, tr|A0A8B7B4T7|A0A8B7B4T7_ORYAF, tr|A0A8B7B3N3|A0A8B7B3N3_ORYAF, tr|A0A8B7B5M5|A0A8B7B5M5_ORYAF, tr|A0A8B7B4U2|A0A8B7B4U2_ORYAF, tr|A0A8B7B8W6|A0A8B7B8W6_ORYAF, tr|A0A8B7B742|A0A8B7B742_ORYAF, tr|A0A8B7B8X0|A0A8B7B8X0_ORYAF, tr|A0A8B7B4W5|A0A8B7B4W5_ORYAF, tr|A0A8B7B5L8|A0A8B7B5L8_ORYAF, tr|A0A8B7B5L3|A0A8B7B5L3_ORYAF, tr|A0A8B7B4V9|A0A8B7B4V9_ORYAF
OG0000063	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN	tr|A0A8B6ZPB8|A0A8B6ZPB8_ORYAF
OG0000065	sp|Q8NH55|O52E5_HUMAN	tr|A0A8B7B2Y0|A0A8B7B2Y0_ORYAF
OG0000065	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A8B7BCW1|A0A8B7BCW1_ORYAF, tr|A0A8B7BCT5|A0A8B7BCT5_ORYAF
OG0000065	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A8B7BBA5|A0A8B7BBA5_ORYAF, tr|A0A8B7BCD5|A0A8B7BCD5_ORYAF, tr|A0A8B7BDX0|A0A8B7BDX0_ORYAF
OG0000065	sp|Q8NGH9|O52E4_HUMAN	tr|A0A8B7B3N8|A0A8B7B3N8_ORYAF, tr|A0A8B7B2V3|A0A8B7B2V3_ORYAF, tr|A0A8B7B708|A0A8B7B708_ORYAF, tr|A0A8B7AWU0|A0A8B7AWU0_ORYAF, tr|A0A8B7AWV1|A0A8B7AWV1_ORYAF
OG0000067	sp|Q8NH19|O10AG_HUMAN	tr|A0A8B7B9D9|A0A8B7B9D9_ORYAF, tr|A0A8B7B7N3|A0A8B7B7N3_ORYAF, tr|A0A8B7B7L7|A0A8B7B7L7_ORYAF, tr|A0A8B7B9D5|A0A8B7B9D5_ORYAF, tr|A0A8B7B7L9|A0A8B7B7L9_ORYAF, tr|A0A8B7BBI0|A0A8B7BBI0_ORYAF, tr|A0A8B7B889|A0A8B7B889_ORYAF, tr|A0A8B7BBJ4|A0A8B7BBJ4_ORYAF, tr|A0A8B7B3P8|A0A8B7B3P8_ORYAF, tr|A0A8B7B3J2|A0A8B7B3J2_ORYAF, tr|A0A8B7B7K2|A0A8B7B7K2_ORYAF, tr|A0A8B7BBI9|A0A8B7BBI9_ORYAF, tr|A0A8B7B7M9|A0A8B7B7M9_ORYAF, tr|A0A8B7B8A2|A0A8B7B8A2_ORYAF, tr|A0A8B7B9C0|A0A8B7B9C0_ORYAF
OG0000073	sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A075B6I3|LVK55_HUMAN, sp|A0A0A0MRZ9|LV552_HUMAN, sp|A0A0B4J1Y8|LV949_HUMAN, sp|A0A075B6K6|LV403_HUMAN, sp|A0A075B6H9|LV469_HUMAN, sp|A0A075B6I1|LV460_HUMAN, sp|Q99603|TRGV9_HUMAN, sp|A0A0A0MS01|TVG10_HUMAN, sp|A0A075B6L2|TVG11_HUMAN	tr|A0A8B7BAG0|A0A8B7BAG0_ORYAF
OG0000075	sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59544|T2R50_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59541|T2R30_HUMAN	tr|A0A8B7B0A0|A0A8B7B0A0_ORYAF, tr|A0A8B7B095|A0A8B7B095_ORYAF
OG0000076	sp|Q8NGE7|OR9K2_HUMAN	tr|A0A8B7AI23|A0A8B7AI23_ORYAF, tr|A0A8B7AJG6|A0A8B7AJG6_ORYAF, tr|A0A8B7AIT4|A0A8B7AIT4_ORYAF, tr|A0A8B7AIS8|A0A8B7AIS8_ORYAF, tr|A0A8B7AI20|A0A8B7AI20_ORYAF, tr|A0A8B7AND3|A0A8B7AND3_ORYAF, tr|A0A8B7AJV9|A0A8B7AJV9_ORYAF, tr|A0A8B7BBG0|A0A8B7BBG0_ORYAF, tr|A0A8B7A114|A0A8B7A114_ORYAF, tr|A0A8B7AID9|A0A8B7AID9_ORYAF, tr|A0A8B7AIG4|A0A8B7AIG4_ORYAF, tr|A0A8B7ANR1|A0A8B7ANR1_ORYAF, tr|A0A8B7AJW4|A0A8B7AJW4_ORYAF
OG0000077	sp|P04406|G3P_HUMAN	tr|A0A8B6ZMQ5|A0A8B6ZMQ5_ORYAF, tr|A0A8B6ZQR5|A0A8B6ZQR5_ORYAF, tr|A0A8B6ZHW0|A0A8B6ZHW0_ORYAF, tr|A0A8B6ZSZ4|A0A8B6ZSZ4_ORYAF, tr|A0A8B7A5K7|A0A8B7A5K7_ORYAF, tr|A0A8B6ZMW0|A0A8B6ZMW0_ORYAF, tr|A0A8B6ZD76|A0A8B6ZD76_ORYAF, tr|A0A8B7A387|A0A8B7A387_ORYAF, tr|A0A8B7AE10|A0A8B7AE10_ORYAF, tr|A0A8B7B677|A0A8B7B677_ORYAF, tr|A0A8B7AK00|A0A8B7AK00_ORYAF, tr|A0A8B7A969|A0A8B7A969_ORYAF, tr|A0A8B7B8H7|A0A8B7B8H7_ORYAF
