Orthogroup	Homo_sapiens	Cervus_elaphus_hippelaphus
OG0000017	sp|P59551|T2R60_HUMAN, sp|Q9NYV7|T2R16_HUMAN, sp|P59536|T2R41_HUMAN, sp|Q9NYW7|TA2R1_HUMAN, sp|P59535|T2R40_HUMAN, sp|P59534|T2R39_HUMAN, sp|Q9NYW5|TA2R4_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYW6|TA2R3_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW3|TA2R7_HUMAN	tr|A0A212CKW3|A0A212CKW3_CEREH
OG0000021	sp|A0A0K0K1B3|TVB30_HUMAN	tr|A0A212CKW1|A0A212CKW1_CEREH
OG0000021	sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN	tr|A0A212CK44|A0A212CK44_CEREH
OG0000021	sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A5B6|TVB28_HUMAN	tr|A0A212CKM8|A0A212CKM8_CEREH
OG0000022	sp|A0A075B6V5|TVA36_HUMAN, sp|A0A087WSZ9|TVA30_HUMAN, sp|A0A0B4J273|TVA34_HUMAN, sp|A0A0B4J276|TVA25_HUMAN, sp|A0A087WT01|TVA27_HUMAN, sp|P0DPF4|TVA35_HUMAN, sp|A0A075B6U4|TVA7_HUMAN, sp|A0A0B4J274|TVA20_HUMAN, sp|A0A0B4J263|TVA39_HUMAN, sp|A0A0B4J266|TVA41_HUMAN, sp|A0A0B4J240|TVA10_HUMAN, sp|A0A075B6T7|TVA6_HUMAN, sp|A0A0B4J275|TVA17_HUMAN, sp|A0A0B4J279|TVA21_HUMAN, sp|P04437|TVA29_HUMAN, sp|A0A075B6W5|TVA23_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J271|TVAL3_HUMAN	tr|A0A212CT93|A0A212CT93_CEREH
OG0000023	sp|A6NLX3|SPDE4_HUMAN, sp|Q5MJ68|SPDYC_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN	tr|A0A212CYN7|A0A212CYN7_CEREH
OG0000027	sp|Q8WWM1|XAGE5_HUMAN, sp|Q96GT9|XAGE2_HUMAN, sp|Q8WTP9|XAGE3_HUMAN, sp|O75459|PAGE1_HUMAN, sp|A6NGK3|GAG10_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|A1L429|GG12C_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|O76087|GAGE7_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q13069|GAGE5_HUMAN	tr|A0A212C055|A0A212C055_CEREH
OG0000028	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|D6R901|U17LL_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN	tr|A0A212CY58|A0A212CY58_CEREH
OG0000030	sp|Q8WTU2|SRB4D_HUMAN	tr|A0A212D089|A0A212D089_CEREH
OG0000030	sp|Q9UEW3|MARCO_HUMAN	tr|A0A212C2P0|A0A212C2P0_CEREH
OG0000030	sp|Q6ZMJ2|SCAR5_HUMAN	tr|A0A212C585|A0A212C585_CEREH
OG0000030	sp|P30203|CD6_HUMAN	tr|A0A212DGU5|A0A212DGU5_CEREH
OG0000030	sp|O43866|CD5L_HUMAN	tr|A0A212CD01|A0A212CD01_CEREH, tr|A0A212CI17|A0A212CI17_CEREH
OG0000031	sp|P05787|K2C8_HUMAN	tr|A0A212DEC7|A0A212DEC7_CEREH
OG0000031	sp|P08729|K2C7_HUMAN	tr|A0A212DEY4|A0A212DEY4_CEREH
OG0000031	sp|Q7Z794|K2C1B_HUMAN	tr|A0A212DEP7|A0A212DEP7_CEREH
OG0000031	sp|P04264|K2C1_HUMAN	tr|A0A212DF16|A0A212DF16_CEREH
OG0000031	sp|P19013|K2C4_HUMAN	tr|A0A212DFF1|A0A212DFF1_CEREH
OG0000035	sp|P59047|NALP5_HUMAN	tr|A0A212DBR4|A0A212DBR4_CEREH
OG0000035	sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN	tr|A0A212DCI7|A0A212DCI7_CEREH
OG0000035	sp|P59046|NAL12_HUMAN	tr|A0A212DDV1|A0A212DDV1_CEREH
OG0000035	sp|Q96P20|NLRP3_HUMAN	tr|A0A212D199|A0A212D199_CEREH
OG0000036	sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|O95007|OR6B1_HUMAN, sp|O95222|OR6A2_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGQ2|OR6Q1_HUMAN, sp|Q8NGX0|O11L1_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN	tr|A0A212CUF5|A0A212CUF5_CEREH
OG0000040	sp|Q8WY07|CTR3_HUMAN	tr|A0A212C152|A0A212C152_CEREH
OG0000040	sp|P30825|CTR1_HUMAN	tr|A0A212C4Q0|A0A212C4Q0_CEREH
OG0000040	sp|P52569|CTR2_HUMAN	tr|A0A212DD45|A0A212DD45_CEREH, tr|A0A212DDC2|A0A212DDC2_CEREH, tr|A0A212DBQ1|A0A212DBQ1_CEREH, tr|A0A212DCW9|A0A212DCW9_CEREH, tr|A0A212DBI5|A0A212DBI5_CEREH, tr|A0A212DDK2|A0A212DDK2_CEREH, tr|A0A212DDI6|A0A212DDI6_CEREH, tr|A0A212DBH0|A0A212DBH0_CEREH, tr|A0A212DC13|A0A212DC13_CEREH, tr|A0A212C4V8|A0A212C4V8_CEREH, tr|A0A212DE02|A0A212DE02_CEREH, tr|A0A212DCJ3|A0A212DCJ3_CEREH, tr|A0A212DBV3|A0A212DBV3_CEREH, tr|A0A212DDX1|A0A212DDX1_CEREH
OG0000041	sp|P01236|PRL_HUMAN	tr|A0A212D4E8|A0A212D4E8_CEREH, tr|A0A212D4U9|A0A212D4U9_CEREH, tr|A0A212D4V9|A0A212D4V9_CEREH, tr|A0A212D4B2|A0A212D4B2_CEREH, tr|A0A212D4J0|A0A212D4J0_CEREH, tr|A0A212D549|A0A212D549_CEREH, tr|A0A212D5D6|A0A212D5D6_CEREH, tr|A0A212D4R7|A0A212D4R7_CEREH, tr|A0A212D553|A0A212D553_CEREH, tr|A0A212D4G7|A0A212D4G7_CEREH, tr|A0A212D4B6|A0A212D4B6_CEREH, tr|A0A212D587|A0A212D587_CEREH, tr|A0A212D5C7|A0A212D5C7_CEREH, tr|A0A212D4G6|A0A212D4G6_CEREH, tr|A0A212D5F8|A0A212D5F8_CEREH, tr|A0A212D4K1|A0A212D4K1_CEREH, tr|A0A212D523|A0A212D523_CEREH, tr|A0A212D496|A0A212D496_CEREH
OG0000042	sp|Q3KPI0|CEA21_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P06731|CEAM5_HUMAN	tr|A0A212DDX2|A0A212DDX2_CEREH
OG0000048	sp|Q6ZSU1|C2G1P_HUMAN	tr|A0A212CPQ7|A0A212CPQ7_CEREH, tr|A0A212CPQ3|A0A212CPQ3_CEREH, tr|A0A212CNG8|A0A212CNG8_CEREH, tr|A0A212CN57|A0A212CN57_CEREH, tr|A0A212CPJ1|A0A212CPJ1_CEREH, tr|A0A212CPC3|A0A212CPC3_CEREH, tr|A0A212CQB4|A0A212CQB4_CEREH, tr|A0A212CQ94|A0A212CQ94_CEREH, tr|A0A212CNW5|A0A212CNW5_CEREH, tr|A0A212CPD0|A0A212CPD0_CEREH, tr|A0A212CPF2|A0A212CPF2_CEREH, tr|A0A212DBS8|A0A212DBS8_CEREH, tr|A0A212CPT1|A0A212CPT1_CEREH, tr|A0A212CNC1|A0A212CNC1_CEREH, tr|A0A212CQ52|A0A212CQ52_CEREH, tr|A0A212CN26|A0A212CN26_CEREH, tr|A0A212CQ14|A0A212CQ14_CEREH
OG0000050	sp|Q9UIR0|BTNL2_HUMAN	tr|A0A212D4E0|A0A212D4E0_CEREH
OG0000050	sp|P14373|TRI27_HUMAN	tr|A0A212D5E2|A0A212D5E2_CEREH
OG0000050	sp|Q9Y577|TRI17_HUMAN, sp|A6NK02|TRI75_HUMAN, sp|Q5EBN2|TRI61_HUMAN, sp|Q495X7|TRI60_HUMAN, sp|Q9HCM9|TRI39_HUMAN	tr|A0A212D570|A0A212D570_CEREH
OG0000051	sp|O60882|MMP20_HUMAN	tr|A0A212DIG6|A0A212DIG6_CEREH
OG0000051	sp|P45452|MMP13_HUMAN	tr|A0A212DII7|A0A212DII7_CEREH
OG0000051	sp|P03956|MMP1_HUMAN, sp|P22894|MMP8_HUMAN	tr|A0A212DIS8|A0A212DIS8_CEREH
OG0000051	sp|P39900|MMP12_HUMAN	tr|A0A212DHQ4|A0A212DHQ4_CEREH
OG0000051	sp|P09238|MMP10_HUMAN, sp|P08254|MMP3_HUMAN	tr|A0A212DJ74|A0A212DJ74_CEREH
OG0000051	sp|Q9H306|MMP27_HUMAN	tr|A0A212DHV3|A0A212DHV3_CEREH
OG0000051	sp|P24347|MMP11_HUMAN, sp|Q8N119|MMP21_HUMAN	tr|A0A212DI61|A0A212DI61_CEREH
OG0000052	sp|P02792|FRIL_HUMAN	tr|A0A212CBH9|A0A212CBH9_CEREH, tr|A0A212C094|A0A212C094_CEREH, tr|A0A212CQC1|A0A212CQC1_CEREH, tr|A0A212CWJ6|A0A212CWJ6_CEREH, tr|A0A212C813|A0A212C813_CEREH, tr|A0A212C4F4|A0A212C4F4_CEREH, tr|A0A212DBZ9|A0A212DBZ9_CEREH, tr|A0A212D0R9|A0A212D0R9_CEREH, tr|A0A212C030|A0A212C030_CEREH, tr|A0A212CUN5|A0A212CUN5_CEREH, tr|A0A212CUH8|A0A212CUH8_CEREH, tr|A0A212C0F7|A0A212C0F7_CEREH, tr|A0A212D7J6|A0A212D7J6_CEREH, tr|A0A212CTK7|A0A212CTK7_CEREH, tr|A0A212D470|A0A212D470_CEREH, tr|A0A212CK35|A0A212CK35_CEREH
OG0000053	sp|P19087|GNAT2_HUMAN	tr|A0A212CHR2|A0A212CHR2_CEREH
OG0000053	sp|P11488|GNAT1_HUMAN	tr|A0A212CAC6|A0A212CAC6_CEREH
OG0000053	sp|P19086|GNAZ_HUMAN	tr|A0A212DB68|A0A212DB68_CEREH
OG0000053	sp|P04899|GNAI2_HUMAN	tr|A0A212C982|A0A212C982_CEREH
OG0000053	sp|P63096|GNAI1_HUMAN	tr|A0A212CL40|A0A212CL40_CEREH
OG0000053	sp|P08754|GNAI3_HUMAN	tr|A0A212CFU6|A0A212CFU6_CEREH
OG0000053	sp|P09471|GNAO_HUMAN	tr|A0A212DE84|A0A212DE84_CEREH, tr|A0A212DCF0|A0A212DCF0_CEREH
OG0000054	sp|Q8WXX0|DYH7_HUMAN	tr|A0A212C1D5|A0A212C1D5_CEREH
OG0000054	sp|Q6ZR08|DYH12_HUMAN	tr|A0A212CA06|A0A212CA06_CEREH
OG0000054	sp|Q9P2D7|DYH1_HUMAN	tr|A0A212C9W0|A0A212C9W0_CEREH
OG0000054	sp|Q9C0G6|DYH6_HUMAN, sp|Q0VDD8|DYH14_HUMAN, sp|Q9P225|DYH2_HUMAN, sp|Q9NYC9|DYH9_HUMAN, sp|Q9UFH2|DYH17_HUMAN, sp|Q96DT5|DYH11_HUMAN, sp|Q96JB1|DYH8_HUMAN, sp|Q8TE73|DYH5_HUMAN, sp|Q8IVF4|DYH10_HUMAN	tr|A0A212D718|A0A212D718_CEREH
OG0000055	sp|Q9P0W0|IFNK_HUMAN, sp|Q86WN2|IFNE_HUMAN	tr|A0A212C5B1|A0A212C5B1_CEREH
OG0000055	sp|P05013|IFNA6_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05000|IFNW1_HUMAN	tr|A0A212C589|A0A212C589_CEREH
OG0000057	sp|P09769|FGR_HUMAN	tr|A0A212D437|A0A212D437_CEREH
OG0000057	sp|P12931|SRC_HUMAN	tr|A0A212CAS9|A0A212CAS9_CEREH
OG0000057	sp|P07947|YES_HUMAN	tr|A0A212C774|A0A212C774_CEREH
OG0000057	sp|P07948|LYN_HUMAN	tr|A0A212CE94|A0A212CE94_CEREH
OG0000057	sp|P06239|LCK_HUMAN	tr|A0A212D318|A0A212D318_CEREH
OG0000057	sp|P51451|BLK_HUMAN	tr|A0A212C4P5|A0A212C4P5_CEREH
OG0000058	sp|P35237|SPB6_HUMAN	tr|A0A212D5H8|A0A212D5H8_CEREH
OG0000058	sp|P50453|SPB9_HUMAN	tr|A0A212D4X6|A0A212D4X6_CEREH
OG0000058	sp|P50454|SERPH_HUMAN	tr|A0A212C2X0|A0A212C2X0_CEREH
OG0000058	sp|A8MTL9|HMSD_HUMAN	tr|A0A212D4H0|A0A212D4H0_CEREH, tr|A0A212C6R4|A0A212C6R4_CEREH
OG0000058	sp|P30740|ILEU_HUMAN, sp|Q9UIV8|SPB13_HUMAN, sp|P29508|SPB3_HUMAN, sp|P48594|SPB4_HUMAN, sp|P48595|SPB10_HUMAN	tr|A0A212C6S4|A0A212C6S4_CEREH
OG0000059	sp|Q9UI42|CBPA4_HUMAN	tr|A0A212CKR2|A0A212CKR2_CEREH
OG0000059	sp|Q8WXQ8|CBPA5_HUMAN	tr|A0A212CKD6|A0A212CKD6_CEREH
OG0000059	sp|P15085|CBPA1_HUMAN	tr|A0A212CK71|A0A212CK71_CEREH
OG0000059	sp|P15088|CBPA3_HUMAN, sp|P15086|CBPB1_HUMAN	tr|A0A212CIG9|A0A212CIG9_CEREH
OG0000059	sp|Q8IVL8|CBPO_HUMAN, sp|Q96IY4|CBPB2_HUMAN, sp|Q8N4T0|CBPA6_HUMAN	tr|A0A212CHV1|A0A212CHV1_CEREH
OG0000060	sp|Q9UFV1|TBC29_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|P0C7X1|TBC3H_HUMAN	tr|A0A212D1P5|A0A212D1P5_CEREH
OG0000062	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A212CUG9|A0A212CUG9_CEREH
OG0000062	sp|Q9UKF2|ADA30_HUMAN	tr|A0A212CGJ2|A0A212CGJ2_CEREH, tr|A0A212CHH2|A0A212CHH2_CEREH
OG0000062	sp|Q8TC27|ADA32_HUMAN, sp|Q9Y3Q7|ADA18_HUMAN, sp|Q99965|ADAM2_HUMAN	tr|A0A212CTJ8|A0A212CTJ8_CEREH, tr|A0A212CKE5|A0A212CKE5_CEREH, tr|A0A212C2Q5|A0A212C2Q5_CEREH
OG0000062	sp|O43506|ADA20_HUMAN	tr|A0A212C525|A0A212C525_CEREH, tr|A0A212C577|A0A212C577_CEREH
OG0000064	sp|Q12913|PTPRJ_HUMAN	tr|A0A212DIS0|A0A212DIS0_CEREH
OG0000064	sp|Q16827|PTPRO_HUMAN	tr|A0A212CDB1|A0A212CDB1_CEREH
OG0000064	sp|P18433|PTPRA_HUMAN	tr|A0A212CB68|A0A212CB68_CEREH
OG0000064	sp|P23469|PTPRE_HUMAN	tr|A0A212D0C2|A0A212D0C2_CEREH, tr|A0A212C592|A0A212C592_CEREH
OG0000064	sp|Q9HD43|PTPRH_HUMAN	tr|A0A212D390|A0A212D390_CEREH
OG0000065	sp|P49888|ST1E1_HUMAN	tr|A0A212D644|A0A212D644_CEREH
OG0000065	sp|O00338|ST1C2_HUMAN	tr|A0A212CXP1|A0A212CXP1_CEREH
OG0000065	sp|O75897|ST1C4_HUMAN	tr|A0A212CWN6|A0A212CWN6_CEREH
OG0000065	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A212CXB2|A0A212CXB2_CEREH, tr|A0A212D695|A0A212D695_CEREH, tr|A0A212CX05|A0A212CX05_CEREH, tr|A0A212C611|A0A212C611_CEREH, tr|A0A212C600|A0A212C600_CEREH
OG0000068	sp|O14756|H17B6_HUMAN	tr|A0A212DEJ9|A0A212DEJ9_CEREH
OG0000068	sp|O75452|RDH16_HUMAN	tr|A0A212DFY3|A0A212DFY3_CEREH, tr|A0A212DF17|A0A212DF17_CEREH, tr|A0A212DFS9|A0A212DFS9_CEREH
OG0000068	sp|Q8NEX9|DR9C7_HUMAN	tr|A0A212DFF7|A0A212DFF7_CEREH
OG0000068	sp|Q9BPW9|DHRS9_HUMAN	tr|A0A212C1F0|A0A212C1F0_CEREH
OG0000068	sp|Q92781|RDH5_HUMAN	tr|A0A212DFH2|A0A212DFH2_CEREH
OG0000069	sp|P05154|IPSP_HUMAN	tr|A0A212CSZ1|A0A212CSZ1_CEREH
OG0000069	sp|P01011|AACT_HUMAN	tr|A0A212D458|A0A212D458_CEREH, tr|A0A212CSM8|A0A212CSM8_CEREH, tr|A0A212CSV2|A0A212CSV2_CEREH, tr|A0A212CSV5|A0A212CSV5_CEREH, tr|A0A212CRW4|A0A212CRW4_CEREH, tr|A0A212CSU9|A0A212CSU9_CEREH
OG0000069	sp|P01009|A1AT_HUMAN, sp|P20848|A1ATR_HUMAN	tr|A0A212CSR1|A0A212CSR1_CEREH, tr|A0A212CS37|A0A212CS37_CEREH
OG0000069	sp|P05543|THBG_HUMAN	tr|A0A212BZT5|A0A212BZT5_CEREH
OG0000071	sp|Q16880|CGT_HUMAN	tr|A0A212D6D4|A0A212D6D4_CEREH, tr|A0A212D6C6|A0A212D6C6_CEREH, tr|A0A212D5M3|A0A212D5M3_CEREH, tr|A0A212D684|A0A212D684_CEREH, tr|A0A212D6G2|A0A212D6G2_CEREH, tr|A0A212D5N8|A0A212D5N8_CEREH, tr|A0A212CFJ6|A0A212CFJ6_CEREH, tr|A0A212D6K0|A0A212D6K0_CEREH, tr|A0A212D6E0|A0A212D6E0_CEREH, tr|A0A212D615|A0A212D615_CEREH, tr|A0A212D665|A0A212D665_CEREH, tr|A0A212D5N1|A0A212D5N1_CEREH, tr|A0A212D6B3|A0A212D6B3_CEREH, tr|A0A212CLT1|A0A212CLT1_CEREH
OG0000072	sp|Q6PEW1|ZCH12_HUMAN, sp|P0CG32|ZCC18_HUMAN, sp|Q9H0W5|CCDC8_HUMAN, sp|Q86V59|PNM8A_HUMAN, sp|A0A1B0GUJ8|PNM8C_HUMAN, sp|Q9ULN7|PNM8B_HUMAN, sp|P0CW24|PNM6A_HUMAN, sp|A0A0J9YXQ4|PMA6E_HUMAN, sp|A0A0J9YX94|PMA6F_HUMAN, sp|Q9UL42|PNMA2_HUMAN, sp|Q8ND90|PNMA1_HUMAN, sp|Q96BY2|MOAP1_HUMAN, sp|Q96PV4|PNMA5_HUMAN, sp|Q9UL41|PNMA3_HUMAN	tr|A0A212C0Y0|A0A212C0Y0_CEREH
OG0000073	sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Z0|K1C25_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Y9|K1C26_HUMAN, sp|P13645|K1C10_HUMAN, sp|Q99456|K1C12_HUMAN, sp|P13646|K1C13_HUMAN, sp|P19012|K1C15_HUMAN, sp|Q04695|K1C17_HUMAN, sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P35900|K1C20_HUMAN, sp|P35527|K1C9_HUMAN	tr|A0A212D9R9|A0A212D9R9_CEREH
OG0000074	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN	tr|A0A212DDX9|A0A212DDX9_CEREH
OG0000079	sp|Q9BWW8|APOL6_HUMAN	tr|A0A212CDJ3|A0A212CDJ3_CEREH
OG0000079	sp|Q96LR9|APLD1_HUMAN	tr|A0A212CCB2|A0A212CCB2_CEREH, tr|A0A212CCR6|A0A212CCR6_CEREH, tr|A0A212CDA3|A0A212CDA3_CEREH, tr|A0A212CCW6|A0A212CCW6_CEREH, tr|A0A212CDI4|A0A212CDI4_CEREH, tr|A0A212CDB8|A0A212CDB8_CEREH, tr|A0A212CCK5|A0A212CCK5_CEREH, tr|A0A212CDH6|A0A212CDH6_CEREH, tr|A0A212CDM1|A0A212CDM1_CEREH, tr|A0A212CC97|A0A212CC97_CEREH, tr|A0A212CL69|A0A212CL69_CEREH
OG0000080	sp|P41143|OPRD_HUMAN	tr|A0A212D368|A0A212D368_CEREH
OG0000080	sp|P41145|OPRK_HUMAN	tr|A0A212CEK4|A0A212CEK4_CEREH
OG0000080	sp|P35372|OPRM_HUMAN	tr|A0A212C7E5|A0A212C7E5_CEREH
OG0000081	sp|A0A075B6X5|TVA18_HUMAN	tr|A0A212CUI8|A0A212CUI8_CEREH
OG0000081	sp|A0A0B4J280|TVA40_HUMAN, sp|A0A0B4J244|TVA3_HUMAN, sp|A0A0A6YYK6|TVA16_HUMAN, sp|A0A0B4J262|TVA86_HUMAN, sp|P01737|TVA84_HUMAN, sp|A0A0B4J237|TVA82_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN, sp|A0A0A6YYK1|TVA81_HUMAN, sp|A0A0A6YYJ7|TVA83_HUMAN, sp|A0A087WT02|TVA92_HUMAN, sp|A0A075B6T8|TVA91_HUMAN	tr|A0A212CUN2|A0A212CUN2_CEREH
OG0000082	sp|Q58FG1|HS904_HUMAN	tr|A0A212D4C1|A0A212D4C1_CEREH
OG0000082	sp|P14625|ENPL_HUMAN, sp|Q58FF3|ENPLL_HUMAN	tr|A0A212DEV2|A0A212DEV2_CEREH
OG0000082	sp|Q14568|HS902_HUMAN	tr|A0A212D4S9|A0A212D4S9_CEREH, tr|A0A212DF15|A0A212DF15_CEREH
OG0000083	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN	tr|A0A212DFU9|A0A212DFU9_CEREH
