Orthogroup	Homo_sapiens	Bos_taurus
OG0000031	sp|Q8NGF1|O52R1_HUMAN	tr|E1B9N1|E1B9N1_BOVIN, tr|G5E6A2|G5E6A2_BOVIN, tr|F1MJ91|F1MJ91_BOVIN, tr|A0A3Q1M9U8|A0A3Q1M9U8_BOVIN, tr|A0A3Q1LL43|A0A3Q1LL43_BOVIN, tr|G3N1H7|G3N1H7_BOVIN, tr|G3MYJ6|G3MYJ6_BOVIN, tr|A0A3Q1MT13|A0A3Q1MT13_BOVIN, tr|E1BPG5|E1BPG5_BOVIN, tr|G3MX80|G3MX80_BOVIN, tr|A0A3Q1LR20|A0A3Q1LR20_BOVIN, tr|A0A3Q1LPF5|A0A3Q1LPF5_BOVIN, tr|A0A3Q1LVU2|A0A3Q1LVU2_BOVIN, tr|E1BGS0|E1BGS0_BOVIN, tr|G3N036|G3N036_BOVIN, tr|A0A3Q1M5Y9|A0A3Q1M5Y9_BOVIN
OG0000032	sp|Q8NGC7|O11H6_HUMAN	tr|F1MBW8|F1MBW8_BOVIN
OG0000032	sp|Q8NGC8|O11H7_HUMAN	tr|F1MQZ3|F1MQZ3_BOVIN, tr|A0A3Q1MA65|A0A3Q1MA65_BOVIN, tr|G5E5G0|G5E5G0_BOVIN, tr|F1N2W1|F1N2W1_BOVIN, tr|F1N5L9|F1N5L9_BOVIN
OG0000032	sp|Q8NGC1|O11G2_HUMAN	tr|E1BLN3|E1BLN3_BOVIN, tr|F1N6E4|F1N6E4_BOVIN, tr|G5E6Q1|G5E6Q1_BOVIN, tr|F1MI77|F1MI77_BOVIN, tr|G3MYS2|G3MYS2_BOVIN, tr|F1N6K2|F1N6K2_BOVIN, tr|A0A3Q1N276|A0A3Q1N276_BOVIN, tr|A0A3Q1MUY8|A0A3Q1MUY8_BOVIN, tr|A0A3Q1MNE4|A0A3Q1MNE4_BOVIN, tr|F1MS80|F1MS80_BOVIN
OG0000033	sp|Q96RC9|OR8B4_HUMAN	tr|E1BBY4|E1BBY4_BOVIN, tr|A0A3Q1LZR5|A0A3Q1LZR5_BOVIN, tr|A0A3Q1MHM0|A0A3Q1MHM0_BOVIN, tr|A0A3Q1LNU4|A0A3Q1LNU4_BOVIN, tr|G3N1K3|G3N1K3_BOVIN, tr|A0A3Q1LVY0|A0A3Q1LVY0_BOVIN, tr|F1MP80|F1MP80_BOVIN, tr|A0A3Q1M3W9|A0A3Q1M3W9_BOVIN, tr|A0A3Q1LW54|A0A3Q1LW54_BOVIN, tr|G3N1J3|G3N1J3_BOVIN, tr|E1BH55|E1BH55_BOVIN, tr|A0A3Q1LVK0|A0A3Q1LVK0_BOVIN, tr|A0A3Q1LXR5|A0A3Q1LXR5_BOVIN, tr|A0A3Q1M2Q7|A0A3Q1M2Q7_BOVIN, tr|G3MXP7|G3MXP7_BOVIN, tr|F1MW42|F1MW42_BOVIN, tr|A0A3Q1M0S5|A0A3Q1M0S5_BOVIN, tr|E1BH00|E1BH00_BOVIN, tr|A0A3Q1M6Y0|A0A3Q1M6Y0_BOVIN
OG0000036	sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN	tr|G3MYJ3|G3MYJ3_BOVIN
OG0000036	sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5F3|PCDB1_HUMAN	tr|F1MLJ1|F1MLJ1_BOVIN
OG0000037	tr|B3KNS4|B3KNS4_HUMAN	tr|A0A3Q1ML54|A0A3Q1ML54_BOVIN
OG0000037	sp|P61576|REC04_HUMAN, sp|P61574|RE113_HUMAN, sp|P61578|REC16_HUMAN, sp|P61568|ENK11_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN	tr|A0A3Q1N625|A0A3Q1N625_BOVIN
OG0000040	sp|P49223|SPIT3_HUMAN	sp|P00976|IBPC_BOVIN, tr|A0A3Q1N1B0|A0A3Q1N1B0_BOVIN, tr|A0A3Q1MEU2|A0A3Q1MEU2_BOVIN, tr|G3MYT1|G3MYT1_BOVIN, sp|Q28201|TKDP1_BOVIN, tr|E1B9A5|E1B9A5_BOVIN, tr|G3MZM4|G3MZM4_BOVIN, tr|Q9N0X7|Q9N0X7_BOVIN, tr|F1MNL9|F1MNL9_BOVIN, tr|A0A3Q1M7A0|A0A3Q1M7A0_BOVIN, sp|P00975|IBPS_BOVIN, tr|F1MNL7|F1MNL7_BOVIN, tr|A0A3Q1LPM0|A0A3Q1LPM0_BOVIN, tr|A0A3Q1M0F4|A0A3Q1M0F4_BOVIN, sp|P04815|BPT2_BOVIN, tr|A0A3Q1N4Y4|A0A3Q1N4Y4_BOVIN, sp|P00974|BPT1_BOVIN
OG0000041	sp|Q9NY46|SCN3A_HUMAN	tr|E1B9G2|E1B9G2_BOVIN
OG0000041	sp|Q99250|SCN2A_HUMAN	tr|E1BHR8|E1BHR8_BOVIN
OG0000041	sp|P35498|SCN1A_HUMAN	tr|M0QW12|M0QW12_BOVIN
OG0000041	sp|Q15858|SCN9A_HUMAN	tr|M0QVY7|M0QVY7_BOVIN
OG0000041	sp|Q9UQD0|SCN8A_HUMAN	tr|A0A3Q1NE86|A0A3Q1NE86_BOVIN
OG0000041	sp|P35499|SCN4A_HUMAN	tr|E1B9X0|E1B9X0_BOVIN
OG0000041	sp|Q14524|SCN5A_HUMAN	tr|F1MHP0|F1MHP0_BOVIN
OG0000041	sp|Q9UI33|SCNBA_HUMAN	tr|E1BHM6|E1BHM6_BOVIN
OG0000041	sp|Q9Y5Y9|SCNAA_HUMAN	tr|G3MYM1|G3MYM1_BOVIN
OG0000042	sp|P60509|ERB1_HUMAN	tr|A0A3Q1N0B6|A0A3Q1N0B6_BOVIN, tr|A0A3Q1MKD8|A0A3Q1MKD8_BOVIN, tr|A0A3Q1MA87|A0A3Q1MA87_BOVIN, tr|A0A3Q1MFF1|A0A3Q1MFF1_BOVIN, tr|A0A3Q1N8G9|A0A3Q1N8G9_BOVIN, tr|A0A3Q1MUI4|A0A3Q1MUI4_BOVIN, tr|A0A3Q1LZL3|A0A3Q1LZL3_BOVIN, tr|A0A3Q1LIM6|A0A3Q1LIM6_BOVIN, tr|A0A3Q1MMQ7|A0A3Q1MMQ7_BOVIN, tr|N0DKN0|N0DKN0_BOVIN, tr|A0A3Q1LW87|A0A3Q1LW87_BOVIN, tr|A0A3Q1LRJ3|A0A3Q1LRJ3_BOVIN, tr|A0A3Q1MAR6|A0A3Q1MAR6_BOVIN, tr|A0A3Q1LZH4|A0A3Q1LZH4_BOVIN, tr|A0A3Q1MQB0|A0A3Q1MQB0_BOVIN, tr|A0A3Q1NJG4|A0A3Q1NJG4_BOVIN, tr|A0A3Q1LWN1|A0A3Q1LWN1_BOVIN
OG0000043	sp|Q9BSK1|ZN577_HUMAN	tr|F1MS91|F1MS91_BOVIN
OG0000043	sp|Q14929|ZN169_HUMAN	tr|A0A3Q1LTI0|A0A3Q1LTI0_BOVIN, tr|A0A3Q1NBX2|A0A3Q1NBX2_BOVIN
OG0000043	sp|A6NDX5|ZN840_HUMAN	tr|A0A3Q1MPK1|A0A3Q1MPK1_BOVIN, tr|A0A3Q1NEG3|A0A3Q1NEG3_BOVIN, tr|A0A3Q1M322|A0A3Q1M322_BOVIN
OG0000043	sp|P51786|ZN157_HUMAN	tr|A0A3Q1NN62|A0A3Q1NN62_BOVIN, tr|F1MV59|F1MV59_BOVIN
OG0000045	sp|Q8WY07|CTR3_HUMAN	tr|F1MUG8|F1MUG8_BOVIN, tr|A0A3Q1NJJ5|A0A3Q1NJJ5_BOVIN, tr|G3MXV9|G3MXV9_BOVIN, tr|E1B761|E1B761_BOVIN, tr|M0QVZ8|M0QVZ8_BOVIN, tr|A0A3Q1MB71|A0A3Q1MB71_BOVIN, tr|F1MWA8|F1MWA8_BOVIN, tr|G3X754|G3X754_BOVIN, tr|F1N4K2|F1N4K2_BOVIN, tr|F1MHL7|F1MHL7_BOVIN, tr|G3X6R9|G3X6R9_BOVIN, tr|E1BCX8|E1BCX8_BOVIN, tr|F1MX89|F1MX89_BOVIN, tr|A0A3Q1MAN4|A0A3Q1MAN4_BOVIN, tr|A0A3Q1NM14|A0A3Q1NM14_BOVIN, tr|A4IFD5|A4IFD5_BOVIN
OG0000046	sp|A6NMZ5|O4C45_HUMAN	tr|E1BN86|E1BN86_BOVIN, tr|G3X703|G3X703_BOVIN, tr|G5E6G9|G5E6G9_BOVIN, tr|G3X765|G3X765_BOVIN, tr|M0QW10|M0QW10_BOVIN, tr|E1BQ36|E1BQ36_BOVIN, tr|M0QW42|M0QW42_BOVIN, tr|E1B9A1|E1B9A1_BOVIN, tr|G3MY45|G3MY45_BOVIN, tr|F1MM69|F1MM69_BOVIN, tr|A0A3Q1N2E8|A0A3Q1N2E8_BOVIN, tr|A0A3Q1M7L3|A0A3Q1M7L3_BOVIN, tr|A0A3Q1LK33|A0A3Q1LK33_BOVIN, tr|F1N1U2|F1N1U2_BOVIN, tr|G3X8A5|G3X8A5_BOVIN, tr|G3N3A6|G3N3A6_BOVIN
OG0000047	sp|Q8NGZ4|OR2G3_HUMAN	tr|F1MRX8|F1MRX8_BOVIN
OG0000047	sp|Q5TZ20|OR2G6_HUMAN	tr|A0A3Q1N8F5|A0A3Q1N8F5_BOVIN, tr|E1BC26|E1BC26_BOVIN, tr|A0A3Q1MF80|A0A3Q1MF80_BOVIN, tr|A0A3Q1MNM2|A0A3Q1MNM2_BOVIN
OG0000047	sp|Q8NGZ5|OR2G2_HUMAN	tr|E1BG17|E1BG17_BOVIN, tr|E1BED0|E1BED0_BOVIN
OG0000048	sp|P01236|PRL_HUMAN	sp|P01239|PRL_BOVIN, tr|Q2PEE7|Q2PEE7_BOVIN, tr|Q2WGK0|Q2WGK0_BOVIN, tr|A0A0M6L0P8|A0A0M6L0P8_BOVIN, sp|P12402|PLRP3_BOVIN, tr|F1N6S6|F1N6S6_BOVIN, tr|Q2WFM8|Q2WFM8_BOVIN, sp|P18917|PLRP4_BOVIN, tr|E1BC34|E1BC34_BOVIN, sp|P05402|PLRP1_BOVIN, tr|A0A0M6L0Q6|A0A0M6L0Q6_BOVIN, tr|Q2WG99|Q2WG99_BOVIN, sp|P12401|PLRP2_BOVIN, tr|A0A3Q1M6B7|A0A3Q1M6B7_BOVIN, sp|P19159|CSH2_BOVIN, tr|A4PBQ6|A4PBQ6_BOVIN
OG0000049	sp|Q8TD91|MAGC3_HUMAN, sp|O60732|MAGC1_HUMAN	tr|G3X6J6|G3X6J6_BOVIN
OG0000049	sp|A6NCF6|MA13P_HUMAN	tr|Q0II42|Q0II42_BOVIN
OG0000049	sp|P43363|MAGAA_HUMAN, sp|P43364|MAGAB_HUMAN, sp|P43362|MAGA9_HUMAN, sp|P43361|MAGA8_HUMAN, sp|P43355|MAGA1_HUMAN, sp|P43358|MAGA4_HUMAN, sp|P43356|MAGA2_HUMAN, sp|P43365|MAGAC_HUMAN, sp|P43357|MAGA3_HUMAN, sp|P43360|MAGA6_HUMAN, sp|P43359|MAGA5_HUMAN	tr|G3MYS0|G3MYS0_BOVIN
OG0000050	sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN	tr|E1BPA2|E1BPA2_BOVIN
OG0000050	tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN	tr|A0A3Q1LMI7|A0A3Q1LMI7_BOVIN
OG0000050	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN	tr|F1MGH4|F1MGH4_BOVIN
OG0000051	sp|A6NM76|O6C76_HUMAN	tr|F1N6X0|F1N6X0_BOVIN
OG0000051	sp|A6NJZ3|O6C65_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|Q8NGC5|OR6J1_HUMAN, sp|Q8NGN1|OR6T1_HUMAN, sp|Q8NH79|OR6X1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN, sp|Q8NGE2|O2AP1_HUMAN	tr|A0A3Q1M415|A0A3Q1M415_BOVIN
OG0000052	sp|P05000|IFNW1_HUMAN	tr|A0A3Q1MQW4|A0A3Q1MQW4_BOVIN, tr|A0A3Q1LL28|A0A3Q1LL28_BOVIN, tr|A0A3Q1MQ37|A0A3Q1MQ37_BOVIN, tr|G3MZ51|G3MZ51_BOVIN, tr|G3N2M0|G3N2M0_BOVIN, tr|A0A3Q1MB01|A0A3Q1MB01_BOVIN, sp|P07352|IFNW1_BOVIN, tr|F1MT30|F1MT30_BOVIN, tr|A0A3Q1ML43|A0A3Q1ML43_BOVIN, tr|A0A3Q1N661|A0A3Q1N661_BOVIN, sp|P56831|IFNT3_BOVIN, sp|P56830|IFNT2_BOVIN, sp|P15696|IFNT1_BOVIN, tr|A0A3Q1LLH6|A0A3Q1LLH6_BOVIN, tr|A0A3Q1LWI7|A0A3Q1LWI7_BOVIN
OG0000053	sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN	tr|F1MH40|F1MH40_BOVIN, tr|A0A3Q1LZ90|A0A3Q1LZ90_BOVIN, tr|G5E6I6|G5E6I6_BOVIN, tr|A0A3Q1MGW0|A0A3Q1MGW0_BOVIN, tr|A0A3Q1NKQ0|A0A3Q1NKQ0_BOVIN
OG0000055	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN	tr|Q3ZBP7|Q3ZBP7_BOVIN
OG0000058	sp|Q8NGH3|OR2D3_HUMAN	tr|E1BJJ9|E1BJJ9_BOVIN, tr|G3X775|G3X775_BOVIN, tr|G3X7H3|G3X7H3_BOVIN, tr|G5E636|G5E636_BOVIN, tr|F1MHI8|F1MHI8_BOVIN, tr|F1MDY7|F1MDY7_BOVIN, tr|E1BLF2|E1BLF2_BOVIN, tr|E1B7N7|E1B7N7_BOVIN, tr|G5E516|G5E516_BOVIN, tr|F1MJ98|F1MJ98_BOVIN, tr|E1B924|E1B924_BOVIN, tr|F1MKG8|F1MKG8_BOVIN, tr|A0A3Q1LQA8|A0A3Q1LQA8_BOVIN, tr|A0A3Q1N9S8|A0A3Q1N9S8_BOVIN
OG0000060	sp|Q93077|H2A1C_HUMAN	tr|F2Z4J1|F2Z4J1_BOVIN
OG0000060	sp|Q7L7L0|H2A3_HUMAN	tr|A4IFU5|A4IFU5_BOVIN
OG0000060	sp|P04908|H2A1B_HUMAN	tr|F2Z4G5|F2Z4G5_BOVIN
OG0000060	sp|P0C0S8|H2A1_HUMAN	sp|P0C0S9|H2A1_BOVIN
OG0000060	sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|P16104|H2AX_HUMAN, sp|Q6FI13|H2A2A_HUMAN	tr|E1BH22|E1BH22_BOVIN
OG0000062	sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|E1BKE6|E1BKE6_BOVIN
OG0000062	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|I1YAP6|TRI77_HUMAN	tr|A0A3Q1N4V0|A0A3Q1N4V0_BOVIN
OG0000064	sp|P08779|K1C16_HUMAN	tr|G3X7W8|G3X7W8_BOVIN
OG0000064	sp|P35527|K1C9_HUMAN	tr|G3MX98|G3MX98_BOVIN
OG0000064	sp|P13646|K1C13_HUMAN	tr|A0A3Q1LJB2|A0A3Q1LJB2_BOVIN
OG0000064	sp|P19012|K1C15_HUMAN	tr|Q17QL7|Q17QL7_BOVIN
OG0000064	sp|Q04695|K1C17_HUMAN	tr|A0A3Q1LSG0|A0A3Q1LSG0_BOVIN, sp|A1L595|K1C17_BOVIN, tr|A0A140T867|A0A140T867_BOVIN
OG0000064	sp|P02533|K1C14_HUMAN	tr|F1MC11|F1MC11_BOVIN
OG0000069	sp|Q8NGM1|OR4CF_HUMAN, sp|Q8NH37|OR4C3_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q8NH72|OR4C6_HUMAN, sp|Q8NGB2|OR4C5_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH70|O4A16_HUMAN	tr|A0A3Q1LYS1|A0A3Q1LYS1_BOVIN, tr|A0A3Q1MRM5|A0A3Q1MRM5_BOVIN
OG0000070	sp|Q96RA2|OR7D2_HUMAN	tr|E1BD37|E1BD37_BOVIN
OG0000070	sp|Q8NGA0|OR7G1_HUMAN, sp|Q8NG99|OR7G2_HUMAN, sp|Q8NG95|OR7G3_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O76100|OR7AA_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|O14581|OR7AH_HUMAN, sp|O76099|OR7C1_HUMAN, sp|O60412|OR7C2_HUMAN, sp|Q6IFN5|O7E24_HUMAN, sp|Q8NG98|OR7D4_HUMAN	tr|A0A3Q1LVZ3|A0A3Q1LVZ3_BOVIN
OG0000071	sp|A2A368|MAGBG_HUMAN	tr|A6QQ75|A6QQ75_BOVIN
OG0000071	sp|Q96M61|MAGBI_HUMAN, sp|Q96LZ2|MAGBA_HUMAN	tr|A0A3Q1NAE9|A0A3Q1NAE9_BOVIN
OG0000071	sp|A8MXT2|MAGBH_HUMAN, sp|O15481|MAGB4_HUMAN, sp|P43366|MAGB1_HUMAN, sp|O15479|MAGB2_HUMAN, tr|A0A0J9YX57|A0A0J9YX57_HUMAN, sp|Q8N7X4|MAGB6_HUMAN, sp|O15480|MAGB3_HUMAN	tr|G3N004|G3N004_BOVIN
OG0000077	sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH04|O2T27_HUMAN	tr|A0A3Q1LLZ1|A0A3Q1LLZ1_BOVIN, tr|F1N2Y1|F1N2Y1_BOVIN, tr|G5E6M9|G5E6M9_BOVIN, tr|G3X858|G3X858_BOVIN, tr|G3MY29|G3MY29_BOVIN, tr|G3N0A2|G3N0A2_BOVIN, tr|G3MZ27|G3MZ27_BOVIN, tr|G3MZV9|G3MZV9_BOVIN, tr|A0A3Q1LMT6|A0A3Q1LMT6_BOVIN, tr|A0A3Q1LX48|A0A3Q1LX48_BOVIN, tr|A0A3Q1LKV9|A0A3Q1LKV9_BOVIN
OG0000082	sp|Q8NH09|OR8S1_HUMAN	tr|F1MQF3|F1MQF3_BOVIN
OG0000082	tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|F1N475|F1N475_BOVIN, tr|A0A3Q1LVL1|A0A3Q1LVL1_BOVIN, tr|F1MLF2|F1MLF2_BOVIN, tr|E1BEY3|E1BEY3_BOVIN, tr|A0A3Q1MA08|A0A3Q1MA08_BOVIN, tr|A0A3Q1MA20|A0A3Q1MA20_BOVIN, tr|A0A3Q1MY61|A0A3Q1MY61_BOVIN, tr|G5E5H8|G5E5H8_BOVIN, tr|A0A3Q1MKL2|A0A3Q1MKL2_BOVIN, tr|F1MRF0|F1MRF0_BOVIN
OG0000083	sp|A7E2Y1|MYH7B_HUMAN	tr|A0A3Q1MS81|A0A3Q1MS81_BOVIN
OG0000083	sp|Q9H6N6|MYH16_HUMAN, sp|P13535|MYH8_HUMAN, sp|Q9Y623|MYH4_HUMAN, sp|P12882|MYH1_HUMAN, sp|Q9UKX2|MYH2_HUMAN, sp|P11055|MYH3_HUMAN, sp|Q9UKX3|MYH13_HUMAN, sp|P12883|MYH7_HUMAN, sp|P13533|MYH6_HUMAN, sp|Q9Y2K3|MYH15_HUMAN	tr|A0A3Q1LHR1|A0A3Q1LHR1_BOVIN
OG0000084	sp|P49913|CAMP_HUMAN	tr|E1BL84|E1BL84_BOVIN, tr|G8JKZ9|G8JKZ9_BOVIN, tr|A0A3Q1MZC7|A0A3Q1MZC7_BOVIN, sp|P19661|CTHL3_BOVIN, sp|P33046|CTHL4_BOVIN, sp|P19660|CTHL2_BOVIN, sp|P54228|CTHL6_BOVIN, tr|A0A452DIN2|A0A452DIN2_BOVIN, sp|P54229|CTHL5_BOVIN, sp|P22226|CTHL1_BOVIN, sp|P56425|CTHL7_BOVIN
OG0000085	sp|O15439|MRP4_HUMAN	tr|F1MUC1|F1MUC1_BOVIN, tr|A0A3Q1M0I1|A0A3Q1M0I1_BOVIN, tr|G3MW10|G3MW10_BOVIN, tr|G3MZA9|G3MZA9_BOVIN, tr|A0A3Q1MCF0|A0A3Q1MCF0_BOVIN, tr|A0A3Q1LPI1|A0A3Q1LPI1_BOVIN, tr|A0A3Q1ML89|A0A3Q1ML89_BOVIN, tr|A0A3Q1LXZ2|A0A3Q1LXZ2_BOVIN, tr|G3X810|G3X810_BOVIN, tr|G3MW08|G3MW08_BOVIN, tr|G5E5W7|G5E5W7_BOVIN
OG0000086	sp|Q8NGE7|OR9K2_HUMAN	tr|G3X8B5|G3X8B5_BOVIN, tr|A0A3Q1LYC0|A0A3Q1LYC0_BOVIN, tr|G3N0F9|G3N0F9_BOVIN, tr|A0A3Q1MYC1|A0A3Q1MYC1_BOVIN, tr|F1N7U1|F1N7U1_BOVIN, tr|G5E6B2|G5E6B2_BOVIN, tr|A0A3Q1NCE0|A0A3Q1NCE0_BOVIN, tr|A0A3Q1MBN4|A0A3Q1MBN4_BOVIN, tr|A0A3Q1MNG3|A0A3Q1MNG3_BOVIN, tr|A0A3Q1MDK8|A0A3Q1MDK8_BOVIN, tr|G3MYG4|G3MYG4_BOVIN
OG0000087	sp|Q96R84|OR1F2_HUMAN, sp|O43749|OR1F1_HUMAN	tr|M5FK71|M5FK71_BOVIN, tr|A0A3Q1LYK6|A0A3Q1LYK6_BOVIN, tr|G3N317|G3N317_BOVIN, tr|G3N008|G3N008_BOVIN, tr|F1N0J4|F1N0J4_BOVIN, tr|G5E676|G5E676_BOVIN, tr|F1MGN8|F1MGN8_BOVIN, tr|F1N7V9|F1N7V9_BOVIN, tr|G3N3W2|G3N3W2_BOVIN, tr|F1MDI3|F1MDI3_BOVIN
OG0000090	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|F1MWU9|F1MWU9_BOVIN
OG0000090	sp|P34931|HS71L_HUMAN	sp|P0CB32|HS71L_BOVIN
OG0000090	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	sp|Q27965|HS71B_BOVIN, sp|Q27975|HS71A_BOVIN
OG0000090	sp|P54652|HSP72_HUMAN, sp|P11142|HSP7C_HUMAN	sp|P19120|HSP7C_BOVIN
OG0000091	sp|P50993|AT1A2_HUMAN	sp|A2VDL6|AT1A2_BOVIN
OG0000091	sp|P13637|AT1A3_HUMAN	tr|F1MR06|F1MR06_BOVIN
OG0000091	sp|P05023|AT1A1_HUMAN	sp|Q08DA1|AT1A1_BOVIN
OG0000091	sp|P54707|AT12A_HUMAN	tr|A0A3Q1M1C8|A0A3Q1M1C8_BOVIN
OG0000091	sp|P20648|ATP4A_HUMAN	tr|F1MXW4|F1MXW4_BOVIN
OG0000091	sp|Q13733|AT1A4_HUMAN	tr|E1B8N5|E1B8N5_BOVIN
OG0000093	tr|A0A3B3IT45|A0A3B3IT45_HUMAN	tr|A0A3Q1MT58|A0A3Q1MT58_BOVIN
OG0000093	sp|Q9H344|O51I2_HUMAN	tr|G3X864|G3X864_BOVIN, tr|G3N2C9|G3N2C9_BOVIN, tr|F1MH08|F1MH08_BOVIN, tr|F1MYD6|F1MYD6_BOVIN, tr|F1MVH2|F1MVH2_BOVIN, tr|A0A3Q1M3V9|A0A3Q1M3V9_BOVIN, tr|E1BMU7|E1BMU7_BOVIN, tr|F1N5J4|F1N5J4_BOVIN, tr|F1MBK8|F1MBK8_BOVIN
OG0000094	sp|P38159|RBMX_HUMAN	tr|D3JUI8|D3JUI8_BOVIN
OG0000094	sp|Q96E39|RMXL1_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	sp|Q29RT0|RBMX_BOVIN
