Orthogroup	Homo_sapiens	Loxodonta_africana
OG0000039	sp|Q9GZK3|OR2B2_HUMAN, sp|P58173|OR2B6_HUMAN, sp|O76000|OR2B3_HUMAN, sp|Q5JQS5|OR2BB_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q8NGZ5|OR2G2_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q9Y3N9|OR2W1_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|O76002|OR2J2_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76001|OR2J3_HUMAN	tr|G3UDA2|G3UDA2_LOXAF, tr|G3U2F9|G3U2F9_LOXAF
OG0000040	sp|Q8NGJ0|OR5A1_HUMAN	tr|G3UIN3|G3UIN3_LOXAF
OG0000040	sp|Q8NGI8|O5AN1_HUMAN	tr|G3TVL5|G3TVL5_LOXAF, tr|G3U7I7|G3U7I7_LOXAF, tr|G3UMJ3|G3UMJ3_LOXAF, tr|G3TUZ9|G3TUZ9_LOXAF, tr|G3UC91|G3UC91_LOXAF, tr|G3U6W4|G3U6W4_LOXAF, tr|G3U827|G3U827_LOXAF
OG0000040	sp|Q8NGI9|OR5A2_HUMAN	tr|G3TYJ1|G3TYJ1_LOXAF, tr|G3UE73|G3UE73_LOXAF, tr|G3U123|G3U123_LOXAF, tr|G3U2U3|G3U2U3_LOXAF, tr|G3U906|G3U906_LOXAF, tr|G3UKZ2|G3UKZ2_LOXAF, tr|G3U7U9|G3U7U9_LOXAF, tr|G3UL84|G3UL84_LOXAF, tr|G3TUX9|G3TUX9_LOXAF, tr|G3UKU9|G3UKU9_LOXAF, tr|G3UIY2|G3UIY2_LOXAF, tr|G3UJ45|G3UJ45_LOXAF
OG0000041	sp|Q969W8|ZN566_HUMAN	tr|G3U0A8|G3U0A8_LOXAF
OG0000041	sp|Q9Y2G7|ZFP30_HUMAN	tr|G3SUX7|G3SUX7_LOXAF
OG0000041	sp|Q8N141|ZFP82_HUMAN, sp|Q9HCL3|ZFP14_HUMAN, sp|Q6P280|ZN529_HUMAN, sp|Q8N7M2|ZN283_HUMAN	tr|G3TBN5|G3TBN5_LOXAF
OG0000042	sp|A6NLX3|SPDE4_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q495Y7|SPDE7_HUMAN	tr|G3TKC4|G3TKC4_LOXAF
OG0000044	sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P0DP72|VSXL2_HUMAN, sp|A8MTB9|CEA18_HUMAN, sp|Q6UY09|CEA20_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN	tr|G3TTV3|G3TTV3_LOXAF
OG0000048	sp|A0A0J9YVY3|HV741_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN	tr|G3TTS8|G3TTS8_LOXAF
OG0000048	sp|P01742|HV169_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|A0A0C4DH31|HV118_HUMAN	tr|G3U0R6|G3U0R6_LOXAF
OG0000048	sp|P01743|HV146_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, sp|A0A0C4DH33|HV124_HUMAN	tr|G3TV93|G3TV93_LOXAF
OG0000049	sp|Q9H4T2|ZSC16_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|O15535|ZSC9_HUMAN	tr|G3SPY3|G3SPY3_LOXAF
OG0000049	sp|Q86W11|ZSC30_HUMAN	tr|G3T1H1|G3T1H1_LOXAF
OG0000049	sp|Q9Y5A6|ZSC21_HUMAN	tr|G3TYS0|G3TYS0_LOXAF, tr|G3UC70|G3UC70_LOXAF, tr|G3UAN3|G3UAN3_LOXAF, tr|G3U970|G3U970_LOXAF, tr|G3U3R8|G3U3R8_LOXAF, tr|G3T224|G3T224_LOXAF, tr|G3TGG1|G3TGG1_LOXAF
OG0000049	sp|Q8NF99|ZN397_HUMAN	tr|G3U267|G3U267_LOXAF, tr|G3UG54|G3UG54_LOXAF, tr|G3TR17|G3TR17_LOXAF
OG0000050	sp|Q8NG84|O2AK2_HUMAN	tr|G3U4D8|G3U4D8_LOXAF, tr|G3U8W4|G3U8W4_LOXAF, tr|G3TVE0|G3TVE0_LOXAF, tr|G3UAA0|G3UAA0_LOXAF, tr|G3UA14|G3UA14_LOXAF, tr|G3U785|G3U785_LOXAF, tr|G3U8N2|G3U8N2_LOXAF, tr|G3U7U5|G3U7U5_LOXAF, tr|G3UIK9|G3UIK9_LOXAF, tr|G3TTR9|G3TTR9_LOXAF, tr|G3U154|G3U154_LOXAF, tr|G3UJA5|G3UJA5_LOXAF, tr|G3TSQ3|G3TSQ3_LOXAF, tr|G3TV92|G3TV92_LOXAF, tr|G3U5P9|G3U5P9_LOXAF, tr|G3UBZ2|G3UBZ2_LOXAF, tr|G3UAK5|G3UAK5_LOXAF, tr|G3U161|G3U161_LOXAF, tr|G3TQZ6|G3TQZ6_LOXAF, tr|G3TRN8|G3TRN8_LOXAF
OG0000052	sp|Q9H2R5|KLK15_HUMAN	tr|G3TUU0|G3TUU0_LOXAF
OG0000052	sp|Q9UBX7|KLK11_HUMAN, sp|Q9UKQ9|KLK9_HUMAN, sp|Q92876|KLK6_HUMAN, sp|Q9UKR3|KLK13_HUMAN, sp|P06870|KLK1_HUMAN, sp|P07288|KLK3_HUMAN, sp|P20151|KLK2_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P07477|TRY1_HUMAN, sp|P07478|TRY2_HUMAN, sp|P35030|TRY3_HUMAN, sp|Q9Y5K2|KLK4_HUMAN, sp|Q9Y337|KLK5_HUMAN, sp|P49862|KLK7_HUMAN, sp|Q9P0G3|KLK14_HUMAN, sp|O60259|KLK8_HUMAN, sp|Q9UKR0|KLK12_HUMAN	tr|G3T854|G3T854_LOXAF
OG0000054	sp|Q7KZI7|MARK2_HUMAN	tr|G3TVW8|G3TVW8_LOXAF
OG0000054	sp|P27448|MARK3_HUMAN	tr|G3SW42|G3SW42_LOXAF
OG0000054	sp|Q9P0L2|MARK1_HUMAN	tr|G3UJV4|G3UJV4_LOXAF
OG0000055	sp|Q8NH09|OR8S1_HUMAN	tr|G3SPT2|G3SPT2_LOXAF, tr|G3U371|G3U371_LOXAF, tr|G3T7Z0|G3T7Z0_LOXAF, tr|G3TN82|G3TN82_LOXAF, tr|G3UMD0|G3UMD0_LOXAF, tr|G3UM76|G3UM76_LOXAF, tr|G3TSD8|G3TSD8_LOXAF, tr|G3U5D5|G3U5D5_LOXAF, tr|G3U2M1|G3U2M1_LOXAF, tr|G3U0Q6|G3U0Q6_LOXAF, tr|G3UNM8|G3UNM8_LOXAF, tr|G3TMD8|G3TMD8_LOXAF, tr|G3THY1|G3THY1_LOXAF, tr|G3UC31|G3UC31_LOXAF, tr|G3UJW9|G3UJW9_LOXAF, tr|G3TUG0|G3TUG0_LOXAF, tr|G3TN94|G3TN94_LOXAF, tr|G3U8N6|G3U8N6_LOXAF, tr|G3UM25|G3UM25_LOXAF
OG0000057	sp|Q9GZY0|NXF2_HUMAN, sp|Q9H1B4|NXF5_HUMAN	tr|G3SLM1|G3SLM1_LOXAF
OG0000057	sp|Q9UBU9|NXF1_HUMAN	tr|G3SYU6|G3SYU6_LOXAF
OG0000057	sp|Q9H4D5|NXF3_HUMAN	tr|G3UBE9|G3UBE9_LOXAF, tr|G3TWC5|G3TWC5_LOXAF, tr|G3TVU6|G3TVU6_LOXAF, tr|G3UMP5|G3UMP5_LOXAF, tr|G3UHJ2|G3UHJ2_LOXAF, tr|G3UFD2|G3UFD2_LOXAF, tr|G3U8U1|G3U8U1_LOXAF, tr|G3U8F3|G3U8F3_LOXAF, tr|G3UF54|G3UF54_LOXAF, tr|G3TQX1|G3TQX1_LOXAF, tr|G3TEP3|G3TEP3_LOXAF, tr|G3TEQ0|G3TEQ0_LOXAF, tr|G3TXA8|G3TXA8_LOXAF
OG0000059	tr|A0A2R8Y4L6|A0A2R8Y4L6_HUMAN	tr|G3TFK9|G3TFK9_LOXAF, tr|G3U981|G3U981_LOXAF, tr|G3UNA7|G3UNA7_LOXAF, tr|G3TXZ6|G3TXZ6_LOXAF, tr|G3TZG0|G3TZG0_LOXAF, tr|G3ULU7|G3ULU7_LOXAF
OG0000059	sp|Q8NGL4|OR5DD_HUMAN	tr|G3UEB9|G3UEB9_LOXAF, tr|G3U4S9|G3U4S9_LOXAF, tr|G3U8Q6|G3U8Q6_LOXAF, tr|G3UJM1|G3UJM1_LOXAF, tr|G3TSH0|G3TSH0_LOXAF, tr|G3TUL3|G3TUL3_LOXAF, tr|G3UEV9|G3UEV9_LOXAF, tr|G3U4R1|G3U4R1_LOXAF, tr|G3TQL2|G3TQL2_LOXAF, tr|G3UG51|G3UG51_LOXAF, tr|G3U3X0|G3U3X0_LOXAF
OG0000060	sp|Q8NH69|OR5W2_HUMAN	tr|G3UII8|G3UII8_LOXAF, tr|G3U4U3|G3U4U3_LOXAF, tr|G3TX14|G3TX14_LOXAF, tr|G3UEJ3|G3UEJ3_LOXAF, tr|G3UMH8|G3UMH8_LOXAF, tr|G3TX20|G3TX20_LOXAF, tr|G3UG59|G3UG59_LOXAF, tr|G3UBD5|G3UBD5_LOXAF, tr|G3UB78|G3UB78_LOXAF, tr|G3TU90|G3TU90_LOXAF, tr|G3TYD6|G3TYD6_LOXAF, tr|G3U433|G3U433_LOXAF, tr|G3TWS9|G3TWS9_LOXAF, tr|G3TP95|G3TP95_LOXAF, tr|G3TUS2|G3TUS2_LOXAF, tr|G3UIC0|G3UIC0_LOXAF, tr|G3UGD9|G3UGD9_LOXAF, tr|G3TUP4|G3TUP4_LOXAF
OG0000061	sp|O95221|OR5F1_HUMAN	tr|G3TR67|G3TR67_LOXAF, tr|G3UKS8|G3UKS8_LOXAF, tr|G3TYU7|G3TYU7_LOXAF, tr|G3U2S0|G3U2S0_LOXAF, tr|G3U4V6|G3U4V6_LOXAF, tr|G3UCY2|G3UCY2_LOXAF, tr|G3UNJ2|G3UNJ2_LOXAF, tr|G3SMA9|G3SMA9_LOXAF, tr|G3U422|G3U422_LOXAF, tr|G3TTY6|G3TTY6_LOXAF, tr|G3TTP6|G3TTP6_LOXAF, tr|G3UL30|G3UL30_LOXAF, tr|G3UMJ5|G3UMJ5_LOXAF, tr|G3U680|G3U680_LOXAF, tr|G3UGZ0|G3UGZ0_LOXAF, tr|G3U0W4|G3U0W4_LOXAF, tr|G3UAQ6|G3UAQ6_LOXAF, tr|G3UIU8|G3UIU8_LOXAF
OG0000062	sp|Q14590|ZN235_HUMAN	tr|G3T713|G3T713_LOXAF
OG0000062	sp|A6NK53|ZN233_HUMAN, sp|Q9UJU3|ZN112_HUMAN, sp|Q9UJW7|ZN229_HUMAN, sp|Q96NJ3|ZN285_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|G3TD94|G3TD94_LOXAF
OG0000063	sp|Q9UJU5|FOXD3_HUMAN	tr|G3TNW5|G3TNW5_LOXAF
OG0000063	sp|Q16676|FOXD1_HUMAN, sp|O60548|FOXD2_HUMAN	tr|G3UJQ8|G3UJQ8_LOXAF
OG0000063	sp|Q9NU39|FX4L1_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q99853|FOXB1_HUMAN, sp|A0A1W2PRP0|FOXL3_HUMAN, sp|P58012|FOXL2_HUMAN, sp|Q12952|FOXL1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|O00358|FOXE1_HUMAN	tr|G3TKF9|G3TKF9_LOXAF
OG0000064	sp|Q01105|SET_HUMAN, sp|P0DME0|SETLP_HUMAN	tr|G3UDD8|G3UDD8_LOXAF
OG0000064	sp|Q86VY4|TSYL5_HUMAN	tr|G3UM31|G3UM31_LOXAF
OG0000064	sp|Q9H489|TSY26_HUMAN	tr|G3UGJ2|G3UGJ2_LOXAF
OG0000064	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|G3UI44|G3UI44_LOXAF
OG0000065	sp|Q8NGS3|OR1J1_HUMAN	tr|G3TTK1|G3TTK1_LOXAF, tr|G3SRD1|G3SRD1_LOXAF
OG0000065	sp|Q8NGS1|OR1J4_HUMAN, sp|Q8NGS2|OR1J2_HUMAN	tr|G3UFZ6|G3UFZ6_LOXAF, tr|G3TTL5|G3TTL5_LOXAF, tr|G3TMB2|G3TMB2_LOXAF, tr|G3U741|G3U741_LOXAF, tr|G3T9B8|G3T9B8_LOXAF, tr|G3TCE8|G3TCE8_LOXAF, tr|G3U3L7|G3U3L7_LOXAF, tr|G3U2G4|G3U2G4_LOXAF, tr|G3U890|G3U890_LOXAF, tr|G3TNK5|G3TNK5_LOXAF, tr|G3UKZ8|G3UKZ8_LOXAF, tr|G3UF12|G3UF12_LOXAF, tr|G3TLK5|G3TLK5_LOXAF
OG0000066	sp|Q8NGH3|OR2D3_HUMAN	tr|G3U7K1|G3U7K1_LOXAF, tr|G3TRQ1|G3TRQ1_LOXAF, tr|G3TXJ9|G3TXJ9_LOXAF, tr|G3UIF2|G3UIF2_LOXAF, tr|G3TXK0|G3TXK0_LOXAF, tr|G3UGL1|G3UGL1_LOXAF, tr|G3UJF2|G3UJF2_LOXAF, tr|G3UGN0|G3UGN0_LOXAF, tr|G3ULG1|G3ULG1_LOXAF, tr|G3UDG5|G3UDG5_LOXAF, tr|G3TRG5|G3TRG5_LOXAF, tr|G3TX74|G3TX74_LOXAF, tr|G3TT14|G3TT14_LOXAF, tr|G3UBM0|G3UBM0_LOXAF, tr|G3U9A9|G3U9A9_LOXAF, tr|G3U443|G3U443_LOXAF, tr|G3U8V6|G3U8V6_LOXAF
OG0000069	sp|Q9H346|O52D1_HUMAN	tr|G3SL54|G3SL54_LOXAF, tr|G3UJV7|G3UJV7_LOXAF, tr|G3TZN6|G3TZN6_LOXAF, tr|G3UL60|G3UL60_LOXAF, tr|G3U5J2|G3U5J2_LOXAF, tr|G3U0Z8|G3U0Z8_LOXAF, tr|G3UEJ0|G3UEJ0_LOXAF, tr|G3TZN2|G3TZN2_LOXAF, tr|G3U1L3|G3U1L3_LOXAF, tr|G3TZ91|G3TZ91_LOXAF, tr|G3U3U8|G3U3U8_LOXAF, tr|G3TV22|G3TV22_LOXAF, tr|G3U2Z4|G3U2Z4_LOXAF, tr|G3TR30|G3TR30_LOXAF, tr|G3U8Z9|G3U8Z9_LOXAF, tr|G3U469|G3U469_LOXAF
OG0000070	sp|Q8NHC7|O14CZ_HUMAN	tr|G3TZA4|G3TZA4_LOXAF, tr|G3UA23|G3UA23_LOXAF, tr|G3U987|G3U987_LOXAF, tr|G3TZ42|G3TZ42_LOXAF, tr|G3U8K4|G3U8K4_LOXAF, tr|G3TWT0|G3TWT0_LOXAF, tr|G3UDG1|G3UDG1_LOXAF, tr|G3U4P4|G3U4P4_LOXAF, tr|G5E7A5|G5E7A5_LOXAF, tr|G3UD40|G3UD40_LOXAF, tr|G3TZ88|G3TZ88_LOXAF, tr|G3U412|G3U412_LOXAF, tr|G3UCT8|G3UCT8_LOXAF, tr|G3UFV1|G3UFV1_LOXAF, tr|G3U5H6|G3U5H6_LOXAF, tr|G3TU45|G3TU45_LOXAF
OG0000071	sp|Q8NGP8|OR5M1_HUMAN, sp|Q6IEU7|OR5MA_HUMAN	tr|G3UIE4|G3UIE4_LOXAF, tr|G3SW25|G3SW25_LOXAF, tr|G3TYZ4|G3TYZ4_LOXAF, tr|G3UCV1|G3UCV1_LOXAF
OG0000071	sp|Q96RB7|OR5MB_HUMAN	tr|G3UJV0|G3UJV0_LOXAF, tr|G3UMK3|G3UMK3_LOXAF, tr|G3UGW7|G3UGW7_LOXAF, tr|G3TRD6|G3TRD6_LOXAF, tr|G3T095|G3T095_LOXAF, tr|G3T604|G3T604_LOXAF, tr|G3U3E5|G3U3E5_LOXAF, tr|G3TV60|G3TV60_LOXAF, tr|G3UGT2|G3UGT2_LOXAF, tr|G3UM85|G3UM85_LOXAF
OG0000074	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN	tr|G3T7K2|G3T7K2_LOXAF
OG0000076	sp|Q5XKE5|K2C79_HUMAN	tr|G3TFN9|G3TFN9_LOXAF
OG0000076	sp|P12035|K2C3_HUMAN	tr|G3TFN2|G3TFN2_LOXAF
OG0000076	sp|Q01546|K22O_HUMAN	tr|G3SWD0|G3SWD0_LOXAF
OG0000076	sp|O95678|K2C75_HUMAN	tr|G3SSA4|G3SSA4_LOXAF
OG0000076	sp|P13647|K2C5_HUMAN	tr|G3SL91|G3SL91_LOXAF
OG0000076	sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P02538|K2C6A_HUMAN	tr|G3SN83|G3SN83_LOXAF
OG0000077	sp|Q6A162|K1C40_HUMAN	tr|G3SZY9|G3SZY9_LOXAF
OG0000077	sp|Q92764|KRT35_HUMAN	tr|G3SUR3|G3SUR3_LOXAF
OG0000077	sp|O76013|KRT36_HUMAN	tr|G3SUR5|G3SUR5_LOXAF
OG0000077	sp|Q14532|K1H2_HUMAN	tr|G3UMN9|G3UMN9_LOXAF
OG0000077	sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q15323|K1H1_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN	tr|G3TIF1|G3TIF1_LOXAF
OG0000078	sp|Q96R45|OR2A7_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN, sp|Q8NGT7|O2A12_HUMAN, sp|Q96R48|OR2A5_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN	tr|G3TQ46|G3TQ46_LOXAF
OG0000079	sp|P01709|LV208_HUMAN, sp|P01706|LV211_HUMAN, sp|P01705|LV223_HUMAN, sp|P01704|LV214_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6J2|LV233_HUMAN, sp|A0A075B6I4|LVX54_HUMAN, sp|P04211|LV743_HUMAN, sp|P01721|LV657_HUMAN, sp|P01699|LV144_HUMAN, sp|P01700|LV147_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN, sp|P01701|LV151_HUMAN, sp|P01703|LV140_HUMAN, sp|A0A075B6I6|LV150_HUMAN	tr|G3UJ46|G3UJ46_LOXAF
OG0000081	sp|A2A368|MAGBG_HUMAN	tr|G3UJP0|G3UJP0_LOXAF, tr|G3UJT9|G3UJT9_LOXAF, tr|G3ULM2|G3ULM2_LOXAF, tr|G3UBG2|G3UBG2_LOXAF, tr|G3SL55|G3SL55_LOXAF, tr|G3U0M3|G3U0M3_LOXAF, tr|G3TD67|G3TD67_LOXAF, tr|G3TPU9|G3TPU9_LOXAF, tr|G3TT99|G3TT99_LOXAF, tr|G3SXS1|G3SXS1_LOXAF, tr|G3UBR1|G3UBR1_LOXAF, tr|G3U2D3|G3U2D3_LOXAF, tr|G3UNC4|G3UNC4_LOXAF, tr|G3SR28|G3SR28_LOXAF, tr|G3U0U3|G3U0U3_LOXAF
OG0000083	sp|Q04695|K1C17_HUMAN	tr|G3U2J6|G3U2J6_LOXAF
OG0000083	sp|P13646|K1C13_HUMAN	tr|G3U571|G3U571_LOXAF
OG0000083	sp|P19012|K1C15_HUMAN	tr|G3TJ27|G3TJ27_LOXAF
OG0000083	sp|P35527|K1C9_HUMAN, sp|P13645|K1C10_HUMAN	tr|G3U8C3|G3U8C3_LOXAF
OG0000083	sp|P35900|K1C20_HUMAN, sp|P08727|K1C19_HUMAN	tr|G3UE29|G3UE29_LOXAF
OG0000083	sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN	tr|G3T6A4|G3T6A4_LOXAF
OG0000084	sp|Q9H2C5|O52A5_HUMAN	tr|G3U898|G3U898_LOXAF, tr|G3U1W6|G3U1W6_LOXAF
OG0000084	sp|Q9UKL2|O52A1_HUMAN	tr|G3U366|G3U366_LOXAF, tr|G3U9J1|G3U9J1_LOXAF, tr|G3TYV7|G3TYV7_LOXAF, tr|G3UBH1|G3UBH1_LOXAF
OG0000084	sp|A6NMU1|O52A4_HUMAN	tr|G3SNC8|G3SNC8_LOXAF, tr|G3UIZ9|G3UIZ9_LOXAF, tr|G3U821|G3U821_LOXAF
OG0000086	sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60331|KR101_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN	tr|G3UCP6|G3UCP6_LOXAF
OG0000086	sp|P60372|KR104_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN	tr|G3U031|G3U031_LOXAF, tr|G3TAF5|G3TAF5_LOXAF
OG0000087	sp|Q8NGI0|O52N2_HUMAN	tr|G3TW11|G3TW11_LOXAF, tr|G3U6B0|G3U6B0_LOXAF
OG0000087	sp|Q8NH53|O52N1_HUMAN	tr|G3U702|G3U702_LOXAF, tr|G3U7X9|G3U7X9_LOXAF
OG0000087	sp|Q8NH56|O52N5_HUMAN	tr|G3UAL2|G3UAL2_LOXAF, tr|G3UN80|G3UN80_LOXAF, tr|G3TU47|G3TU47_LOXAF
OG0000088	sp|Q8NGM9|OR8D4_HUMAN	tr|G3U3N3|G3U3N3_LOXAF, tr|G3UF81|G3UF81_LOXAF, tr|G3TWA8|G3TWA8_LOXAF, tr|G3U409|G3U409_LOXAF, tr|G3UJN1|G3UJN1_LOXAF, tr|G3TXU3|G3TXU3_LOXAF, tr|G3UEH0|G3UEH0_LOXAF, tr|G3U8P4|G3U8P4_LOXAF, tr|G3TXZ2|G3TXZ2_LOXAF, tr|G3UAY8|G3UAY8_LOXAF, tr|G3UET1|G3UET1_LOXAF, tr|G3U9K5|G3U9K5_LOXAF, tr|G3TV89|G3TV89_LOXAF, tr|G3TU23|G3TU23_LOXAF
OG0000091	sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN	tr|G3U8E5|G3U8E5_LOXAF, tr|G3TSH6|G3TSH6_LOXAF, tr|G3UB21|G3UB21_LOXAF
OG0000093	sp|P01714|LV319_HUMAN, sp|A0A0A0MS00|LV332_HUMAN, sp|A0A075B6I0|LV861_HUMAN, sp|A0A075B6I9|LV746_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|P01715|LV301_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN	tr|G3UF00|G3UF00_LOXAF
OG0000094	sp|Q8WZ92|OR5P2_HUMAN	tr|G3UKU4|G3UKU4_LOXAF, tr|G3TXX7|G3TXX7_LOXAF, tr|G3UND1|G3UND1_LOXAF, tr|G3U1D1|G3U1D1_LOXAF, tr|G3UEX1|G3UEX1_LOXAF, tr|G3UI94|G3UI94_LOXAF, tr|G3UAH2|G3UAH2_LOXAF, tr|G3UKB7|G3UKB7_LOXAF, tr|G3U1R0|G3U1R0_LOXAF, tr|G3UFF8|G3UFF8_LOXAF, tr|G3U578|G3U578_LOXAF, tr|G3U370|G3U370_LOXAF, tr|G3U930|G3U930_LOXAF
OG0000095	sp|Q8NH79|OR6X1_HUMAN	tr|G3TQR1|G3TQR1_LOXAF, tr|G3TQP8|G3TQP8_LOXAF
