Orthogroup	Homo_sapiens	Propithecus_coquereli
OG0000049	sp|P13646|K1C13_HUMAN	tr|A0A2K6F2N5|A0A2K6F2N5_PROCO
OG0000051	sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|A0A2K6G8R3|A0A2K6G8R3_PROCO
OG0000051	sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|A0A2K6GD20|A0A2K6GD20_PROCO
OG0000054	sp|Q58FG1|HS904_HUMAN	tr|A0A2K6FX60|A0A2K6FX60_PROCO
OG0000054	sp|Q14568|HS902_HUMAN	tr|A0A2K6GQP3|A0A2K6GQP3_PROCO
OG0000054	sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF6|H90B4_HUMAN	tr|A0A2K6F7K0|A0A2K6F7K0_PROCO
OG0000054	sp|Q58FF7|H90B3_HUMAN	tr|A0A2K6EZM0|A0A2K6EZM0_PROCO
OG0000056	sp|A6NLW8|DUXA_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN	tr|A0A2K6GXD1|A0A2K6GXD1_PROCO
OG0000057	sp|O95484|CLD9_HUMAN, sp|P56747|CLD6_HUMAN, sp|O15551|CLD3_HUMAN, sp|O14493|CLD4_HUMAN, sp|O00501|CLD5_HUMAN, sp|P56748|CLD8_HUMAN, sp|P56750|CLD17_HUMAN, sp|O95500|CLD14_HUMAN, sp|P57739|CLD2_HUMAN, sp|Q96B33|CLD23_HUMAN, sp|Q8N7P3|CLD22_HUMAN, sp|A6NM45|CLD24_HUMAN, sp|C9JDP6|CLD25_HUMAN	tr|A0A2K6EPL1|A0A2K6EPL1_PROCO
OG0000058	sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC7|O11H6_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGY3|OR6K3_HUMAN, sp|Q8NGW6|OR6K6_HUMAN, sp|Q8NGY2|OR6K2_HUMAN, sp|Q8NGY5|OR6N1_HUMAN, sp|Q8NGY6|OR6N2_HUMAN	tr|A0A2K6F4V4|A0A2K6F4V4_PROCO
OG0000059	sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|P06310|KV230_HUMAN	tr|A0A2K6FTB9|A0A2K6FTB9_PROCO
OG0000059	sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN	tr|A0A2K6G458|A0A2K6G458_PROCO
OG0000060	sp|Q99788|CML1_HUMAN, sp|P46091|CML2_HUMAN, sp|Q49SQ1|GPR33_HUMAN, sp|P25089|FPR3_HUMAN, sp|P25090|FPR2_HUMAN, sp|P21462|FPR1_HUMAN, sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|Q8TDT2|GP152_HUMAN, sp|Q16581|C3AR_HUMAN, sp|P21730|C5AR1_HUMAN, sp|Q9P296|C5AR2_HUMAN	tr|A0A2K6G5J4|A0A2K6G5J4_PROCO
OG0000061	sp|P63096|GNAI1_HUMAN	tr|A0A2K6F0B0|A0A2K6F0B0_PROCO
OG0000061	sp|P11488|GNAT1_HUMAN	tr|A0A2K6GJQ1|A0A2K6GJQ1_PROCO
OG0000061	sp|P19087|GNAT2_HUMAN	tr|A0A2K6FV78|A0A2K6FV78_PROCO
OG0000061	sp|P09471|GNAO_HUMAN	tr|A0A2K6GWG0|A0A2K6GWG0_PROCO
OG0000061	sp|P04899|GNAI2_HUMAN	tr|A0A2K6GVK3|A0A2K6GVK3_PROCO
OG0000063	sp|Q16695|H31T_HUMAN	tr|A0A2K6GNR6|A0A2K6GNR6_PROCO
OG0000063	sp|Q5TEC6|H37_HUMAN, sp|Q71DI3|H32_HUMAN	tr|A0A2K6EPW6|A0A2K6EPW6_PROCO, tr|A0A2K6ERK6|A0A2K6ERK6_PROCO, tr|A0A2K6EJB9|A0A2K6EJB9_PROCO, tr|A0A2K6G4Y8|A0A2K6G4Y8_PROCO, tr|A0A2K6GQV4|A0A2K6GQV4_PROCO, tr|A0A2K6GNM7|A0A2K6GNM7_PROCO, tr|A0A2K6EHB4|A0A2K6EHB4_PROCO
OG0000063	sp|P68431|H31_HUMAN	tr|A0A2K6EG15|A0A2K6EG15_PROCO
OG0000064	sp|P0DN80|OR5H8_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|A6NMS3|OR5K4_HUMAN, sp|A6NET4|OR5K3_HUMAN	tr|A0A2K6FXB1|A0A2K6FXB1_PROCO
OG0000065	sp|O43296|ZN264_HUMAN	tr|A0A2K6GRB1|A0A2K6GRB1_PROCO, tr|A0A2K6EVY4|A0A2K6EVY4_PROCO
OG0000065	sp|Q7Z398|ZN550_HUMAN	tr|A0A2K6FJK5|A0A2K6FJK5_PROCO
OG0000065	sp|Q96NL3|ZN599_HUMAN	tr|A0A2K6FAA9|A0A2K6FAA9_PROCO
OG0000065	sp|P51504|ZNF80_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A2K6GYU2|A0A2K6GYU2_PROCO, tr|A0A2K6FG10|A0A2K6FG10_PROCO
OG0000066	sp|P35237|SPB6_HUMAN	tr|A0A2K6FKZ5|A0A2K6FKZ5_PROCO
OG0000066	sp|P50452|SPB8_HUMAN	tr|A0A2K6FU67|A0A2K6FU67_PROCO
OG0000066	sp|P50453|SPB9_HUMAN	tr|A0A2K6GJM0|A0A2K6GJM0_PROCO
OG0000066	sp|P48595|SPB10_HUMAN	tr|A0A2K6F7P3|A0A2K6F7P3_PROCO
OG0000066	sp|Q9UIV8|SPB13_HUMAN, sp|P48594|SPB4_HUMAN, sp|P29508|SPB3_HUMAN	tr|A0A2K6EYK4|A0A2K6EYK4_PROCO
OG0000067	sp|Q9UI33|SCNBA_HUMAN	tr|A0A2K6ESX5|A0A2K6ESX5_PROCO, tr|A0A2K6FK30|A0A2K6FK30_PROCO, tr|A0A2K6GU80|A0A2K6GU80_PROCO, tr|A0A2K6EPX1|A0A2K6EPX1_PROCO, tr|A0A2K6G147|A0A2K6G147_PROCO, tr|A0A2K6FKA7|A0A2K6FKA7_PROCO, tr|A0A2K6FIU8|A0A2K6FIU8_PROCO, tr|A0A2K6GNM4|A0A2K6GNM4_PROCO, tr|A0A2K6G5N0|A0A2K6G5N0_PROCO, tr|A0A2K6EYR8|A0A2K6EYR8_PROCO, tr|A0A2K6EX99|A0A2K6EX99_PROCO, tr|A0A2K6GYC8|A0A2K6GYC8_PROCO
OG0000068	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN	tr|A0A2K6FUD7|A0A2K6FUD7_PROCO
OG0000069	sp|P09429|HMGB1_HUMAN	tr|A0A2K6GGP4|A0A2K6GGP4_PROCO
OG0000069	sp|P26583|HMGB2_HUMAN	tr|A0A2K6F2Z6|A0A2K6F2Z6_PROCO
OG0000069	sp|Q8WW32|HMGB4_HUMAN	tr|A0A2K6FKI0|A0A2K6FKI0_PROCO
OG0000069	sp|B2RPK0|HGB1A_HUMAN	tr|A0A2K6FYR9|A0A2K6FYR9_PROCO
OG0000070	sp|Q9Y2X8|UB2D4_HUMAN	tr|A0A2K6GWR0|A0A2K6GWR0_PROCO
OG0000070	sp|P51668|UB2D1_HUMAN	tr|A0A2K6FAC2|A0A2K6FAC2_PROCO
OG0000070	sp|Q8IWF7|U2D2L_HUMAN	tr|A0A2K6ELS6|A0A2K6ELS6_PROCO, tr|A0A2K6ET93|A0A2K6ET93_PROCO
OG0000070	sp|P62837|UB2D2_HUMAN, sp|P61077|UB2D3_HUMAN	tr|A0A2K6GJP6|A0A2K6GJP6_PROCO, tr|A0A2K6FUL4|A0A2K6FUL4_PROCO, tr|A0A2K6G1U8|A0A2K6G1U8_PROCO, tr|A0A2K6FP48|A0A2K6FP48_PROCO
OG0000071	sp|P53420|CO4A4_HUMAN	tr|A0A2K6ELG6|A0A2K6ELG6_PROCO
OG0000071	sp|P08572|CO4A2_HUMAN	tr|A0A2K6FUN1|A0A2K6FUN1_PROCO
OG0000071	sp|Q14031|CO4A6_HUMAN	tr|A0A2K6FNS4|A0A2K6FNS4_PROCO
OG0000071	sp|P02462|CO4A1_HUMAN	tr|A0A2K6G076|A0A2K6G076_PROCO
OG0000071	sp|P29400|CO4A5_HUMAN	tr|A0A2K6G4U5|A0A2K6G4U5_PROCO
OG0000071	sp|Q01955|CO4A3_HUMAN	tr|A0A2K6F5H3|A0A2K6F5H3_PROCO
OG0000072	sp|A0A075B6K2|LV312_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN	tr|A0A2K6F7K6|A0A2K6F7K6_PROCO
OG0000072	sp|P01715|LV301_HUMAN, sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|A0A075B6K4|LV310_HUMAN, sp|A0A075B6I9|LV746_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN	tr|A0A2K6GKD0|A0A2K6GKD0_PROCO
OG0000073	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A2K6EEH7|A0A2K6EEH7_PROCO
OG0000073	sp|Q9HCL3|ZFP14_HUMAN	tr|A0A2K6FC55|A0A2K6FC55_PROCO
OG0000073	sp|Q6P280|ZN529_HUMAN, sp|Q8N7M2|ZN283_HUMAN, sp|Q8N141|ZFP82_HUMAN	tr|A0A2K6FIV6|A0A2K6FIV6_PROCO
OG0000073	sp|Q8NDQ6|ZN540_HUMAN, sp|Q9Y6R6|Z780B_HUMAN, sp|O75290|Z780A_HUMAN	tr|A0A2K6FUB2|A0A2K6FUB2_PROCO
OG0000074	sp|P22626|ROA2_HUMAN	tr|A0A2K6GMX2|A0A2K6GMX2_PROCO, tr|A0A2K6GZR7|A0A2K6GZR7_PROCO, tr|A0A2K6EQ62|A0A2K6EQ62_PROCO, tr|A0A2K6FUJ5|A0A2K6FUJ5_PROCO, tr|A0A2K6GVG9|A0A2K6GVG9_PROCO, tr|A0A2K6FX80|A0A2K6FX80_PROCO, tr|A0A2K6F5I4|A0A2K6F5I4_PROCO, tr|A0A2K6FFB7|A0A2K6FFB7_PROCO, tr|A0A2K6FMJ4|A0A2K6FMJ4_PROCO, tr|A0A2K6FTW6|A0A2K6FTW6_PROCO, tr|A0A2K6EXS5|A0A2K6EXS5_PROCO
OG0000075	sp|P50993|AT1A2_HUMAN	tr|A0A2K6GZA0|A0A2K6GZA0_PROCO
OG0000075	sp|P13637|AT1A3_HUMAN	tr|A0A2K6FXC6|A0A2K6FXC6_PROCO
OG0000075	sp|P05023|AT1A1_HUMAN	tr|A0A2K6FE30|A0A2K6FE30_PROCO
OG0000075	sp|Q13733|AT1A4_HUMAN	tr|A0A2K6F0Q5|A0A2K6F0Q5_PROCO
OG0000075	sp|P20648|ATP4A_HUMAN	tr|A0A2K6F0T5|A0A2K6F0T5_PROCO
OG0000075	sp|P54707|AT12A_HUMAN	tr|A0A2K6GIA7|A0A2K6GIA7_PROCO
OG0000078	sp|P61204|ARF3_HUMAN	tr|A0A2K6EG01|A0A2K6EG01_PROCO
OG0000078	sp|P84077|ARF1_HUMAN	tr|A0A2K6GQ03|A0A2K6GQ03_PROCO
OG0000078	sp|Q8N4G2|ARL14_HUMAN, sp|Q969Q4|ARL11_HUMAN	tr|A0A2K6FV04|A0A2K6FV04_PROCO, tr|A0A2K6GAV3|A0A2K6GAV3_PROCO
OG0000078	sp|P84085|ARF5_HUMAN	tr|A0A2K6GUF2|A0A2K6GUF2_PROCO
OG0000078	sp|P18085|ARF4_HUMAN	tr|A0A2K6EFZ3|A0A2K6EFZ3_PROCO
OG0000082	sp|Q96LB0|MRGX3_HUMAN, sp|Q96LB2|MRGX1_HUMAN, sp|Q96LA9|MRGX4_HUMAN, sp|Q96LB1|MRGX2_HUMAN, sp|Q8TDS7|MRGRD_HUMAN, sp|Q86SM5|MRGRG_HUMAN, sp|Q86SM8|MRGRE_HUMAN, sp|P35410|MAS1L_HUMAN, sp|P04201|MAS_HUMAN	tr|A0A2K6FFA2|A0A2K6FFA2_PROCO, tr|A0A2K6EGD7|A0A2K6EGD7_PROCO
OG0000083	sp|Q86W24|NAL14_HUMAN	tr|A0A2K6FZK4|A0A2K6FZK4_PROCO
OG0000083	sp|P59047|NALP5_HUMAN	tr|A0A2K6G678|A0A2K6G678_PROCO
OG0000083	sp|Q7RTR0|NLRP9_HUMAN, sp|Q96MN2|NALP4_HUMAN, sp|Q86W28|NALP8_HUMAN, sp|Q86W25|NAL13_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN	tr|A0A2K6GCG6|A0A2K6GCG6_PROCO
OG0000084	sp|P17658|KCNA6_HUMAN	tr|A0A2K6ET68|A0A2K6ET68_PROCO
OG0000084	sp|P22001|KCNA3_HUMAN	tr|A0A2K6GJ83|A0A2K6GJ83_PROCO
OG0000084	sp|P16389|KCNA2_HUMAN	tr|A0A2K6FQ34|A0A2K6FQ34_PROCO
OG0000084	sp|Q09470|KCNA1_HUMAN	tr|A0A2K6EV00|A0A2K6EV00_PROCO
OG0000085	sp|P38159|RBMX_HUMAN, sp|Q96E39|RMXL1_HUMAN, sp|O75526|RMXL2_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|Q15415|RBY1F_HUMAN	tr|A0A2K6G7P1|A0A2K6G7P1_PROCO
OG0000086	sp|P16401|H15_HUMAN	tr|A0A2K6EJZ7|A0A2K6EJZ7_PROCO
OG0000086	sp|P16402|H13_HUMAN, sp|Q02539|H11_HUMAN, sp|P22492|H1T_HUMAN, sp|P07305|H10_HUMAN, sp|Q75WM6|H1FNT_HUMAN, sp|P60008|HILS1_HUMAN, sp|P16403|H12_HUMAN, sp|P10412|H14_HUMAN	tr|A0A2K6ESQ7|A0A2K6ESQ7_PROCO
OG0000088	sp|Q96MU6|ZN778_HUMAN	tr|A0A2K6EZZ0|A0A2K6EZZ0_PROCO
OG0000088	sp|Q14584|ZN266_HUMAN	tr|A0A2K6FVL7|A0A2K6FVL7_PROCO
OG0000088	sp|Q9BUY5|ZN426_HUMAN	tr|A0A2K6G256|A0A2K6G256_PROCO
OG0000088	sp|Q147U1|ZN846_HUMAN, sp|Q96MR9|ZN560_HUMAN	tr|A0A2K6F1B4|A0A2K6F1B4_PROCO
OG0000089	sp|Q8NGI9|OR5A2_HUMAN	tr|A0A2K6EQW5|A0A2K6EQW5_PROCO
OG0000089	sp|Q8NGI8|O5AN1_HUMAN	tr|A0A2K6ER13|A0A2K6ER13_PROCO
OG0000089	sp|Q8NHC6|O14L1_HUMAN, sp|Q8NHC5|O14AG_HUMAN, sp|Q9UGF5|O14J1_HUMAN, sp|A6ND48|O14I1_HUMAN, sp|Q8NH09|OR8S1_HUMAN, tr|A0A2R8YED5|A0A2R8YED5_HUMAN	tr|A0A2K6EWE8|A0A2K6EWE8_PROCO
OG0000090	sp|P00352|AL1A1_HUMAN	tr|A0A2K6FL66|A0A2K6FL66_PROCO
OG0000090	sp|P47895|AL1A3_HUMAN	tr|A0A2K6FAZ7|A0A2K6FAZ7_PROCO
OG0000090	sp|O94788|AL1A2_HUMAN	tr|A0A2K6GHP4|A0A2K6GHP4_PROCO
OG0000090	sp|P30837|AL1B1_HUMAN	tr|A0A2K6EL72|A0A2K6EL72_PROCO
OG0000090	sp|P05091|ALDH2_HUMAN	tr|A0A2K6FJW7|A0A2K6FJW7_PROCO, tr|A0A2K6GVY7|A0A2K6GVY7_PROCO
OG0000091	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A2K6GJE6|A0A2K6GJE6_PROCO
OG0000091	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A2K6GAF4|A0A2K6GAF4_PROCO
OG0000091	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A2K6FAK5|A0A2K6FAK5_PROCO
OG0000091	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A2K6GL55|A0A2K6GL55_PROCO
OG0000091	sp|P13645|K1C10_HUMAN, sp|Q2M2I5|K1C24_HUMAN	tr|A0A2K6FIE4|A0A2K6FIE4_PROCO
OG0000092	sp|Q4W5G0|TIGD2_HUMAN	tr|A0A2K6F8G2|A0A2K6F8G2_PROCO
OG0000092	sp|Q53EQ6|TIGD5_HUMAN, sp|Q17RP2|TIGD6_HUMAN, sp|Q8IY51|TIGD4_HUMAN, sp|Q6B0B8|TIGD3_HUMAN, sp|B2RD01|CENP1_HUMAN, sp|Q96MW7|TIGD1_HUMAN, sp|Q6NT04|TIGD7_HUMAN, sp|Q9Y4A0|JERKL_HUMAN	tr|A0A2K6EI41|A0A2K6EI41_PROCO
OG0000093	sp|P0DP23|CALM1_HUMAN	tr|A0A2K6GE73|A0A2K6GE73_PROCO, tr|A0A2K6EEZ4|A0A2K6EEZ4_PROCO, tr|A0A2K6EKF6|A0A2K6EKF6_PROCO, tr|A0A2K6FIW4|A0A2K6FIW4_PROCO, tr|A0A2K6F6T1|A0A2K6F6T1_PROCO
OG0000093	sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN, sp|P27482|CALL3_HUMAN, sp|Q9NZT1|CALL5_HUMAN	tr|A0A2K6F9U9|A0A2K6F9U9_PROCO
OG0000094	sp|C0HM01|RBRP_HUMAN	tr|A0A2K6H0T8|A0A2K6H0T8_PROCO
OG0000094	sp|Q14141|SEPT6_HUMAN	tr|A0A2K6GCX5|A0A2K6GCX5_PROCO
OG0000094	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2K6EZF8|A0A2K6EZF8_PROCO
OG0000094	sp|Q92599|SEPT8_HUMAN	tr|A0A2K6FVW9|A0A2K6FVW9_PROCO
OG0000094	sp|Q9P0V9|SEP10_HUMAN	tr|A0A2K6G7C3|A0A2K6G7C3_PROCO
OG0000095	sp|Q8NH74|O10A6_HUMAN	tr|A0A2K6F3K4|A0A2K6F3K4_PROCO
OG0000095	sp|P58181|O10A3_HUMAN, sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN, sp|Q9H209|O10A4_HUMAN, sp|Q96KK4|O10C1_HUMAN, sp|Q8NGE3|O10P1_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NGE5|O10A7_HUMAN	tr|A0A2K6EFH5|A0A2K6EFH5_PROCO
OG0000097	sp|P67809|YBOX1_HUMAN	tr|A0A2K6FLK0|A0A2K6FLK0_PROCO, tr|A0A2K6EMM5|A0A2K6EMM5_PROCO, tr|A0A2K6G8H3|A0A2K6G8H3_PROCO, tr|A0A2K6GIA5|A0A2K6GIA5_PROCO, tr|A0A2K6GJ46|A0A2K6GJ46_PROCO, tr|A0A2K6G4M9|A0A2K6G4M9_PROCO, tr|A0A2K6FX47|A0A2K6FX47_PROCO, tr|A0A2K6EXD5|A0A2K6EXD5_PROCO, tr|A0A2K6G4J3|A0A2K6G4J3_PROCO, tr|A0A2K6GJ89|A0A2K6GJ89_PROCO
OG0000098	sp|Q8NGV5|O13D1_HUMAN	tr|A0A2K6GQH5|A0A2K6GQH5_PROCO, tr|A0A2K6FSD6|A0A2K6FSD6_PROCO, tr|A0A2K6FP45|A0A2K6FP45_PROCO, tr|A0A2K6EXU9|A0A2K6EXU9_PROCO, tr|A0A2K6GFX9|A0A2K6GFX9_PROCO, tr|A0A2K6END4|A0A2K6END4_PROCO, tr|A0A2K6GRD0|A0A2K6GRD0_PROCO, tr|A0A2K6EN42|A0A2K6EN42_PROCO, tr|A0A2K6EGE8|A0A2K6EGE8_PROCO, tr|A0A2K6EFC4|A0A2K6EFC4_PROCO
OG0000099	sp|Q969W8|ZN566_HUMAN	tr|A0A2K6FI40|A0A2K6FI40_PROCO
OG0000099	sp|Q86UE3|ZN546_HUMAN	tr|A0A2K6GFL8|A0A2K6GFL8_PROCO
OG0000099	sp|A8MQ14|ZN850_HUMAN, sp|Q8N9K5|ZN565_HUMAN	tr|A0A2K6F7L6|A0A2K6F7L6_PROCO
OG0000099	sp|Q8TAF7|ZN461_HUMAN, sp|Q6PG37|ZN790_HUMAN	tr|A0A2K6G2M7|A0A2K6G2M7_PROCO
OG0000102	sp|A0A0B4J2A2|PAL4C_HUMAN, sp|A0A075B767|PAL4H_HUMAN, sp|P0DN37|PAL4G_HUMAN, sp|F5H284|PAL4D_HUMAN, sp|P0DN26|PAL4F_HUMAN, sp|A0A075B759|PAL4E_HUMAN, sp|Q9Y536|PAL4A_HUMAN, sp|Q13427|PPIG_HUMAN, sp|P62937|PPIA_HUMAN	tr|A0A2K6GX66|A0A2K6GX66_PROCO
OG0000103	sp|P49238|CX3C1_HUMAN, sp|P46094|XCR1_HUMAN, sp|O00590|ACKR2_HUMAN, sp|P51685|CCR8_HUMAN, sp|P51679|CCR4_HUMAN, sp|P32246|CCR1_HUMAN, sp|P51677|CCR3_HUMAN, sp|P51681|CCR5_HUMAN, sp|P41597|CCR2_HUMAN	tr|A0A2K6FTF6|A0A2K6FTF6_PROCO
OG0000105	sp|A6NCN2|KR87P_HUMAN, sp|O43790|KRT86_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q14533|KRT81_HUMAN	tr|A0A2K6EYI4|A0A2K6EYI4_PROCO
OG0000105	sp|P78386|KRT85_HUMAN	tr|A0A2K6GFT8|A0A2K6GFT8_PROCO, tr|A0A2K6EYQ7|A0A2K6EYQ7_PROCO, tr|A0A2K6EF65|A0A2K6EF65_PROCO, tr|A0A2K6GSL1|A0A2K6GSL1_PROCO
OG0000106	sp|P47900|P2RY1_HUMAN, sp|Q96P67|GPR82_HUMAN, sp|Q13304|GPR17_HUMAN, sp|P32249|GP183_HUMAN, sp|Q9NS75|CLTR2_HUMAN, sp|Q96P68|OXGR1_HUMAN, sp|P41231|P2RY2_HUMAN, sp|P51582|P2RY4_HUMAN, sp|Q15077|P2RY6_HUMAN	tr|A0A2K6GNE8|A0A2K6GNE8_PROCO
OG0000108	sp|Q8TC27|ADA32_HUMAN, sp|Q13443|ADAM9_HUMAN, sp|Q9UKJ8|ADA21_HUMAN, sp|O43506|ADA20_HUMAN, sp|Q9UKF5|ADA29_HUMAN, sp|Q9UKF2|ADA30_HUMAN, sp|Q99965|ADAM2_HUMAN, sp|Q9Y3Q7|ADA18_HUMAN, sp|Q6NVV9|ADAM5_HUMAN	tr|A0A2K6EVH7|A0A2K6EVH7_PROCO
OG0000110	sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A2K6FGE0|A0A2K6FGE0_PROCO
OG0000110	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q96P47|AGAP3_HUMAN	tr|A0A2K6G1E2|A0A2K6G1E2_PROCO
OG0000111	sp|Q01118|SCN7A_HUMAN, sp|Q9Y5Y9|SCNAA_HUMAN, sp|Q14524|SCN5A_HUMAN, sp|P35499|SCN4A_HUMAN, sp|P35498|SCN1A_HUMAN, sp|Q99250|SCN2A_HUMAN, sp|Q9NY46|SCN3A_HUMAN, sp|Q9UQD0|SCN8A_HUMAN, sp|Q15858|SCN9A_HUMAN	tr|A0A2K6G3K3|A0A2K6G3K3_PROCO
OG0000112	sp|Q96PC5|MIA2_HUMAN, sp|P0CG41|CTGE8_HUMAN, sp|Q8IX94|CTGE4_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|A4FU28|CTGE9_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|Q96RT6|CTGE2_HUMAN, sp|Q8IX95|CTGE3_HUMAN	tr|A0A2K6EF66|A0A2K6EF66_PROCO
OG0000113	sp|Q8NGC3|O10G2_HUMAN, sp|Q8NGC4|O10G3_HUMAN, sp|Q8NH81|O10G6_HUMAN, sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q9UGF7|O12D3_HUMAN, sp|Q8NGN2|O10S1_HUMAN	tr|A0A2K6ELY7|A0A2K6ELY7_PROCO
OG0000114	sp|Q96NU0|CNT3B_HUMAN, tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN	tr|A0A2K6FBH6|A0A2K6FBH6_PROCO
OG0000114	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A2K6FED7|A0A2K6FED7_PROCO
OG0000114	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A2K6F606|A0A2K6F606_PROCO
OG0000114	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A2K6G7E9|A0A2K6G7E9_PROCO
OG0000115	sp|P13765|DOB_HUMAN	tr|A0A2K6G329|A0A2K6G329_PROCO
OG0000115	sp|Q30154|DRB5_HUMAN, sp|P79483|DRB3_HUMAN, sp|P01911|DRB1_HUMAN, sp|P13762|DRB4_HUMAN, sp|P04440|DPB1_HUMAN, sp|P05538|DQB2_HUMAN, sp|P01920|DQB1_HUMAN	tr|A0A2K6EY18|A0A2K6EY18_PROCO
