Orthogroup	Homo_sapiens	Balaenoptera_acutorostrata_scammoni
OG0000044	sp|Q86XU0|ZN677_HUMAN	tr|A0A452CFF3|A0A452CFF3_BALAS, tr|A0A383ZXR6|A0A383ZXR6_BALAS, tr|A0A452CFC9|A0A452CFC9_BALAS, tr|A0A452CFH3|A0A452CFH3_BALAS, tr|A0A383ZYB2|A0A383ZYB2_BALAS, tr|A0A452CFE1|A0A452CFE1_BALAS, tr|A0A452CHU8|A0A452CHU8_BALAS, tr|A0A452CFC2|A0A452CFC2_BALAS, tr|A0A452CFC5|A0A452CFC5_BALAS, tr|A0A452CFE4|A0A452CFE4_BALAS, tr|A0A452CFD2|A0A452CFD2_BALAS, tr|A0A452CFC8|A0A452CFC8_BALAS, tr|A0A452CFB6|A0A452CFB6_BALAS, tr|A0A383ZXY2|A0A383ZXY2_BALAS, tr|A0A452CFE6|A0A452CFE6_BALAS, tr|A0A452CFD3|A0A452CFD3_BALAS
OG0000045	sp|Q15935|ZNF77_HUMAN	tr|A0A383Z272|A0A383Z272_BALAS, tr|A0A383Z2D8|A0A383Z2D8_BALAS, tr|A0A452C7F9|A0A452C7F9_BALAS
OG0000045	sp|Q9HAH1|ZN556_HUMAN, sp|Q8NEP9|ZN555_HUMAN	tr|A0A383Z9W0|A0A383Z9W0_BALAS, tr|A0A452CEB4|A0A452CEB4_BALAS, tr|A0A452C9G2|A0A452C9G2_BALAS, tr|A0A452C996|A0A452C996_BALAS, tr|A0A452C9J3|A0A452C9J3_BALAS, tr|A0A383ZUB1|A0A383ZUB1_BALAS, tr|A0A452C4Z4|A0A452C4Z4_BALAS, tr|A0A383ZAU0|A0A383ZAU0_BALAS, tr|A0A383Z2F8|A0A383Z2F8_BALAS, tr|A0A452C9K4|A0A452C9K4_BALAS, tr|A0A452CCY0|A0A452CCY0_BALAS
OG0000046	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A452C370|A0A452C370_BALAS
OG0000046	sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Y7|K1C28_HUMAN, sp|Q7Z3Y9|K1C26_HUMAN, sp|P13645|K1C10_HUMAN, sp|Q99456|K1C12_HUMAN, sp|P35527|K1C9_HUMAN, sp|P13646|K1C13_HUMAN, sp|P19012|K1C15_HUMAN, sp|P08727|K1C19_HUMAN, sp|P35900|K1C20_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08779|K1C16_HUMAN, sp|Q04695|K1C17_HUMAN, sp|Q2M2I5|K1C24_HUMAN	tr|A0A383ZRF2|A0A383ZRF2_BALAS
OG0000047	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN	tr|A0A384BF50|A0A384BF50_BALAS
OG0000053	sp|P11021|BIP_HUMAN	tr|A0A384B529|A0A384B529_BALAS, tr|A0A452C9W8|A0A452C9W8_BALAS, tr|A0A384BAQ2|A0A384BAQ2_BALAS, tr|A0A384AAI3|A0A384AAI3_BALAS, tr|A0A384B2Q7|A0A384B2Q7_BALAS, tr|A0A384B6C0|A0A384B6C0_BALAS, tr|A0A452CCU7|A0A452CCU7_BALAS, tr|A0A384B306|A0A384B306_BALAS, tr|A0A384AV99|A0A384AV99_BALAS, tr|A0A384B374|A0A384B374_BALAS, tr|A0A384B3W7|A0A384B3W7_BALAS, tr|A0A452CP34|A0A452CP34_BALAS, tr|A0A384AQZ0|A0A384AQZ0_BALAS, tr|A0A452C598|A0A452C598_BALAS
OG0000054	sp|Q86WZ6|ZN227_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|Q02386|ZNF45_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK13|ZN221_HUMAN	tr|A0A452C705|A0A452C705_BALAS
OG0000055	sp|A6NLW8|DUXA_HUMAN	tr|A0A384BGB8|A0A384BGB8_BALAS
OG0000055	sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ86|DU4L3_HUMAN	tr|A0A383ZEU9|A0A383ZEU9_BALAS
OG0000059	sp|I1YAP6|TRI77_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN	tr|A0A384ANN5|A0A384ANN5_BALAS
OG0000061	sp|P38159|RBMX_HUMAN	tr|A0A384A8R0|A0A384A8R0_BALAS
OG0000061	sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A452CAH1|A0A452CAH1_BALAS
OG0000061	sp|A6NDE4|RBY1B_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|Q15415|RBY1F_HUMAN	tr|A0A384AMX3|A0A384AMX3_BALAS
OG0000062	sp|Q9UKF5|ADA29_HUMAN	tr|A0A384AZV0|A0A384AZV0_BALAS
OG0000062	sp|O43506|ADA20_HUMAN	tr|A0A384ABF4|A0A384ABF4_BALAS
OG0000062	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A384ABF2|A0A384ABF2_BALAS
OG0000063	sp|P08754|GNAI3_HUMAN	tr|A0A383Z373|A0A383Z373_BALAS
OG0000063	sp|P63096|GNAI1_HUMAN	tr|A0A384AIK2|A0A384AIK2_BALAS
OG0000063	sp|P04899|GNAI2_HUMAN	tr|A0A383Z0V6|A0A383Z0V6_BALAS
OG0000063	sp|P09471|GNAO_HUMAN	tr|A0A383YXN4|A0A383YXN4_BALAS
OG0000063	sp|P19087|GNAT2_HUMAN	tr|A0A383Z2Y9|A0A383Z2Y9_BALAS
OG0000063	sp|P11488|GNAT1_HUMAN	tr|A0A383Z0T1|A0A383Z0T1_BALAS
OG0000064	sp|P60370|KR105_HUMAN, sp|P60372|KR104_HUMAN, sp|P60371|KR106_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60410|KR108_HUMAN, sp|P60331|KR101_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN	tr|A0A452CAF8|A0A452CAF8_BALAS
OG0000068	sp|P54707|AT12A_HUMAN	tr|A0A383YNB6|A0A383YNB6_BALAS
OG0000068	sp|P20648|ATP4A_HUMAN	tr|A0A452CCQ5|A0A452CCQ5_BALAS
OG0000068	sp|Q13733|AT1A4_HUMAN	tr|A0A452C9N2|A0A452C9N2_BALAS
OG0000068	sp|P05023|AT1A1_HUMAN	tr|A0A383Z3D6|A0A383Z3D6_BALAS
OG0000068	sp|P13637|AT1A3_HUMAN	tr|A0A452C7C5|A0A452C7C5_BALAS
OG0000068	sp|P50993|AT1A2_HUMAN	tr|A0A383ZA01|A0A383ZA01_BALAS
OG0000069	sp|P07320|CRGD_HUMAN	tr|A0A384AKL0|A0A384AKL0_BALAS
OG0000069	sp|P07315|CRGC_HUMAN	tr|A0A384AKZ4|A0A384AKZ4_BALAS
OG0000069	sp|P07316|CRGB_HUMAN	tr|A0A452C5J3|A0A452C5J3_BALAS
OG0000069	sp|P22914|CRYGS_HUMAN	tr|A0A384AL63|A0A384AL63_BALAS
OG0000070	sp|Q01955|CO4A3_HUMAN	tr|A0A452CP84|A0A452CP84_BALAS
OG0000070	sp|P29400|CO4A5_HUMAN	tr|A0A384B9U0|A0A384B9U0_BALAS
OG0000070	sp|P02462|CO4A1_HUMAN	tr|A0A384BAV9|A0A384BAV9_BALAS
OG0000070	sp|Q14031|CO4A6_HUMAN	tr|A0A384BAY0|A0A384BAY0_BALAS
OG0000070	sp|P08572|CO4A2_HUMAN	tr|A0A384BC11|A0A384BC11_BALAS
OG0000070	sp|P53420|CO4A4_HUMAN	tr|A0A383YVR2|A0A383YVR2_BALAS
OG0000071	sp|Q96NL3|ZN599_HUMAN	tr|A0A383YQS9|A0A383YQS9_BALAS
OG0000071	sp|Q7Z398|ZN550_HUMAN	tr|A0A383ZKV3|A0A383ZKV3_BALAS
OG0000071	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A383ZK39|A0A383ZK39_BALAS
OG0000071	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A452CCB8|A0A452CCB8_BALAS
OG0000073	sp|Q9UI33|SCNBA_HUMAN	tr|A0A384AVT8|A0A384AVT8_BALAS
OG0000073	sp|Q01118|SCN7A_HUMAN	tr|A0A384AVU0|A0A384AVU0_BALAS, tr|A0A384AVU3|A0A384AVU3_BALAS, tr|A0A452CCI1|A0A452CCI1_BALAS, tr|A0A384A7G0|A0A384A7G0_BALAS, tr|A0A384A7D6|A0A384A7D6_BALAS, tr|A0A384A7K0|A0A384A7K0_BALAS, tr|A0A452CHS5|A0A452CHS5_BALAS, tr|A0A383ZWC5|A0A383ZWC5_BALAS, tr|A0A384A7P7|A0A384A7P7_BALAS
OG0000075	sp|P16402|H13_HUMAN	tr|A0A383ZVK8|A0A383ZVK8_BALAS
OG0000075	sp|P16403|H12_HUMAN	tr|A0A383ZQR1|A0A383ZQR1_BALAS
OG0000075	sp|Q92522|H1X_HUMAN, sp|Q02539|H11_HUMAN	tr|A0A383ZR81|A0A383ZR81_BALAS
OG0000075	sp|P16401|H15_HUMAN	tr|A0A452CEP4|A0A452CEP4_BALAS
OG0000075	sp|P10412|H14_HUMAN	tr|A0A383ZQQ5|A0A383ZQQ5_BALAS
OG0000076	sp|P00326|ADH1G_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P00325|ADH1B_HUMAN	tr|A0A384A9X9|A0A384A9X9_BALAS
OG0000076	sp|P40394|ADH7_HUMAN	tr|A0A452CIH4|A0A452CIH4_BALAS
OG0000076	sp|P28332|ADH6_HUMAN	tr|A0A452CIG2|A0A452CIG2_BALAS, tr|A0A452CII4|A0A452CII4_BALAS
OG0000076	sp|P08319|ADH4_HUMAN, sp|P11766|ADHX_HUMAN	tr|A0A452CIE7|A0A452CIE7_BALAS
OG0000080	sp|P05000|IFNW1_HUMAN	tr|A0A383ZP49|A0A383ZP49_BALAS, tr|A0A383ZP45|A0A383ZP45_BALAS, tr|A0A383ZP54|A0A383ZP54_BALAS, tr|A0A384BEC7|A0A384BEC7_BALAS, tr|A0A452CD77|A0A452CD77_BALAS, tr|A0A384BFD6|A0A384BFD6_BALAS, tr|A0A383ZP39|A0A383ZP39_BALAS, tr|A0A383ZPM7|A0A383ZPM7_BALAS, tr|A0A383ZP46|A0A383ZP46_BALAS, tr|A0A383ZP36|A0A383ZP36_BALAS
OG0000081	sp|Q92599|SEPT8_HUMAN	tr|A0A452CLL9|A0A452CLL9_BALAS
OG0000081	sp|Q9P0V9|SEP10_HUMAN	tr|A0A452CKM9|A0A452CKM9_BALAS
OG0000081	sp|Q6ZU15|SEP14_HUMAN	tr|A0A384AGU1|A0A384AGU1_BALAS
OG0000081	sp|Q9NVA2|SEP11_HUMAN	tr|A0A383YS00|A0A383YS00_BALAS
OG0000081	sp|Q14141|SEPT6_HUMAN	tr|A0A383ZUR4|A0A383ZUR4_BALAS
OG0000083	sp|Q9UGN4|CLM8_HUMAN	tr|A0A452CJJ2|A0A452CJJ2_BALAS
OG0000083	sp|Q08708|CLM6_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|O95944|NCTR2_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|Q6UXZ3|CLM5_HUMAN, sp|Q8TDQ1|CLM1_HUMAN	tr|A0A384AEA9|A0A384AEA9_BALAS
OG0000084	sp|P07864|LDHC_HUMAN	tr|A0A383ZII6|A0A383ZII6_BALAS
OG0000084	sp|P00338|LDHA_HUMAN	tr|A0A384BCK7|A0A384BCK7_BALAS, tr|A0A383ZID2|A0A383ZID2_BALAS
OG0000084	sp|P07195|LDHB_HUMAN	tr|A0A384B6I8|A0A384B6I8_BALAS
OG0000084	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A384AFQ2|A0A384AFQ2_BALAS
OG0000084	sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A452CC70|A0A452CC70_BALAS
OG0000085	sp|P08238|HS90B_HUMAN	tr|A0A384B2D0|A0A384B2D0_BALAS
OG0000085	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN	tr|A0A384AA86|A0A384AA86_BALAS
OG0000085	sp|Q14568|HS902_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A383ZV15|A0A383ZV15_BALAS
OG0000086	sp|Q8NGY7|O10J6_HUMAN	tr|A0A452C982|A0A452C982_BALAS
OG0000086	sp|Q8NHC4|O10J5_HUMAN	tr|A0A452C9F4|A0A452C9F4_BALAS
OG0000086	sp|P0C629|O10J4_HUMAN, sp|Q5JRS4|O10J3_HUMAN	tr|A0A383ZAI1|A0A383ZAI1_BALAS
OG0000086	sp|P30954|O10J1_HUMAN	tr|A0A452C9Z5|A0A452C9Z5_BALAS, tr|A0A452C9V0|A0A452C9V0_BALAS, tr|A0A452C9D9|A0A452C9D9_BALAS
OG0000087	sp|P0DOY3|IGLC3_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|A0M8Q6|IGLC7_HUMAN, sp|P01850|TRBC1_HUMAN, sp|A0A5B9|TRBC2_HUMAN, sp|A0A0A0MT76|LJ01_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P15814|IGLL1_HUMAN, sp|P0CG04|IGLC1_HUMAN	tr|A0A452C549|A0A452C549_BALAS
OG0000088	sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN	tr|A0A452CE28|A0A452CE28_BALAS
OG0000092	sp|P22460|KCNA5_HUMAN	tr|A0A383Z5C4|A0A383Z5C4_BALAS
OG0000092	sp|P22459|KCNA4_HUMAN	tr|A0A384A1K8|A0A384A1K8_BALAS
OG0000092	sp|P22001|KCNA3_HUMAN	tr|A0A383Z480|A0A383Z480_BALAS
OG0000092	sp|Q09470|KCNA1_HUMAN	tr|A0A383Z516|A0A383Z516_BALAS
OG0000092	sp|P16389|KCNA2_HUMAN	tr|A0A383Z350|A0A383Z350_BALAS
OG0000093	sp|Q14194|DPYL1_HUMAN	tr|A0A384AUH2|A0A384AUH2_BALAS
OG0000093	sp|Q14195|DPYL3_HUMAN	tr|A0A384B3P5|A0A384B3P5_BALAS
OG0000093	sp|Q16555|DPYL2_HUMAN	tr|A0A384B0J9|A0A384B0J9_BALAS
OG0000093	sp|Q14117|DPYS_HUMAN	tr|A0A384ANS2|A0A384ANS2_BALAS
OG0000093	sp|O14531|DPYL4_HUMAN	tr|A0A383ZDZ1|A0A383ZDZ1_BALAS
OG0000094	sp|P02461|CO3A1_HUMAN	tr|A0A384B955|A0A384B955_BALAS
OG0000094	sp|P08123|CO1A2_HUMAN	tr|A0A384B8F5|A0A384B8F5_BALAS
OG0000094	sp|P02452|CO1A1_HUMAN	tr|A0A452CCU1|A0A452CCU1_BALAS
OG0000094	sp|P02458|CO2A1_HUMAN	tr|A0A383ZWK6|A0A383ZWK6_BALAS
OG0000094	sp|P05997|CO5A2_HUMAN	tr|A0A384BA75|A0A384BA75_BALAS
OG0000095	sp|O43295|SRGP3_HUMAN	tr|A0A384AYP8|A0A384AYP8_BALAS
OG0000095	sp|P98171|RHG04_HUMAN	tr|A0A452CJC9|A0A452CJC9_BALAS
OG0000095	sp|Q7Z6B7|SRGP1_HUMAN	tr|A0A383ZXF3|A0A383ZXF3_BALAS
OG0000095	sp|P0DMP2|SRG2B_HUMAN, sp|P0DJJ0|SRG2C_HUMAN, sp|O75044|SRGP2_HUMAN	tr|A0A384B6N9|A0A384B6N9_BALAS
OG0000096	sp|P00352|AL1A1_HUMAN	tr|A0A384A4V1|A0A384A4V1_BALAS
OG0000096	sp|P30837|AL1B1_HUMAN	tr|A0A384BC88|A0A384BC88_BALAS
OG0000096	sp|P05091|ALDH2_HUMAN	tr|A0A383Z733|A0A383Z733_BALAS
OG0000096	sp|O94788|AL1A2_HUMAN	tr|A0A383YT04|A0A383YT04_BALAS
OG0000096	sp|P47895|AL1A3_HUMAN	tr|A0A383ZVV9|A0A383ZVV9_BALAS
OG0000097	sp|P48058|GRIA4_HUMAN	tr|A0A452CNJ2|A0A452CNJ2_BALAS, tr|A0A383ZMU2|A0A383ZMU2_BALAS
OG0000097	sp|P42263|GRIA3_HUMAN	tr|A0A452CCS7|A0A452CCS7_BALAS
OG0000097	sp|P42261|GRIA1_HUMAN	tr|A0A383YRR5|A0A383YRR5_BALAS
OG0000097	sp|P42262|GRIA2_HUMAN	tr|A0A384AA73|A0A384AA73_BALAS
OG0000098	sp|Q71UM5|RS27L_HUMAN	tr|A0A383YT32|A0A383YT32_BALAS, tr|A0A452CE92|A0A452CE92_BALAS, tr|A0A452CKA4|A0A452CKA4_BALAS, tr|A0A384B4Z6|A0A384B4Z6_BALAS, tr|A0A452CA38|A0A452CA38_BALAS, tr|A0A452CMV1|A0A452CMV1_BALAS, tr|A0A452CME8|A0A452CME8_BALAS, tr|A0A452CNV9|A0A452CNV9_BALAS, tr|A0A452CHH4|A0A452CHH4_BALAS
OG0000099	sp|P84077|ARF1_HUMAN	tr|A0A452C8I2|A0A452C8I2_BALAS
OG0000099	sp|P61204|ARF3_HUMAN	tr|A0A383ZWB7|A0A383ZWB7_BALAS
OG0000099	sp|P84085|ARF5_HUMAN	tr|A0A383ZQ87|A0A383ZQ87_BALAS
OG0000099	sp|P18085|ARF4_HUMAN	tr|A0A384AZ75|A0A384AZ75_BALAS
OG0000100	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A384ABQ8|A0A384ABQ8_BALAS
OG0000100	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A383Z2L8|A0A383Z2L8_BALAS
OG0000100	tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, sp|Q96NU0|CNT3B_HUMAN	tr|A0A452CHK5|A0A452CHK5_BALAS
OG0000100	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A384A5M1|A0A384A5M1_BALAS
OG0000101	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A384ABT5|A0A384ABT5_BALAS
OG0000101	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN, sp|Q96P47|AGAP3_HUMAN	tr|A0A452CF23|A0A452CF23_BALAS
OG0000102	sp|Q7RTT4|SSX8_HUMAN, sp|Q16384|SSX1_HUMAN, sp|Q7RTT6|SSX6_HUMAN, sp|Q16385|SSX2_HUMAN, sp|Q99909|SSX3_HUMAN, sp|O60225|SSX5_HUMAN, sp|Q7RTT5|SSX7_HUMAN, sp|Q7RTT3|SSX9_HUMAN, sp|O60224|SSX4_HUMAN	tr|A0A383ZZ32|A0A383ZZ32_BALAS
OG0000103	sp|O95222|OR6A2_HUMAN	tr|A0A383ZCN4|A0A383ZCN4_BALAS
OG0000103	sp|O95007|OR6B1_HUMAN	tr|A0A384ABL2|A0A384ABL2_BALAS
OG0000103	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN	tr|A0A384ACC0|A0A384ACC0_BALAS
OG0000104	sp|P0DMU7|CT456_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMU9|CT45A_HUMAN	tr|A0A384APU0|A0A384APU0_BALAS
OG0000105	sp|Q96PC5|MIA2_HUMAN, sp|Q8IX95|CTGE3_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|A4FU28|CTGE9_HUMAN, sp|P0CG41|CTGE8_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|Q96RT6|CTGE2_HUMAN	tr|A0A383ZTH6|A0A383ZTH6_BALAS
OG0000106	sp|P22309|UD11_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|O60656|UD19_HUMAN, sp|P19224|UD16_HUMAN, sp|P22310|UD14_HUMAN, sp|P35504|UD15_HUMAN, sp|P35503|UD13_HUMAN	tr|A0A384AC03|A0A384AC03_BALAS
OG0000113	sp|C9JQL5|DSA2D_HUMAN, sp|Q01628|IFM3_HUMAN, sp|Q01629|IFM2_HUMAN, sp|P13164|IFM1_HUMAN	tr|A0A383Z7T4|A0A383Z7T4_BALAS, tr|A0A383Z034|A0A383Z034_BALAS, tr|A0A383Z0Q5|A0A383Z0Q5_BALAS, tr|A0A383Z096|A0A383Z096_BALAS, tr|A0A383Z896|A0A383Z896_BALAS
OG0000115	sp|P0DP23|CALM1_HUMAN, sp|P0DP24|CALM2_HUMAN	tr|A0A384ARW3|A0A384ARW3_BALAS
OG0000115	sp|Q9NZT1|CALL5_HUMAN	tr|A0A452C6F6|A0A452C6F6_BALAS
OG0000115	sp|P27482|CALL3_HUMAN	tr|A0A383YXW4|A0A383YXW4_BALAS
OG0000116	sp|P23434|GCSH_HUMAN	tr|A0A452CIF9|A0A452CIF9_BALAS, tr|A0A452CNU5|A0A452CNU5_BALAS, tr|A0A452CF45|A0A452CF45_BALAS, tr|A0A452CMX6|A0A452CMX6_BALAS, tr|A0A384A5L1|A0A384A5L1_BALAS, tr|A0A452CIQ4|A0A452CIQ4_BALAS, tr|A0A452C2X1|A0A452C2X1_BALAS, tr|A0A452CM47|A0A452CM47_BALAS
OG0000117	sp|Q9Y663|HS3SA_HUMAN, sp|Q9Y662|HS3SB_HUMAN	tr|A0A383ZKH3|A0A383ZKH3_BALAS
OG0000117	sp|Q96QI5|HS3S6_HUMAN	tr|A0A384A3V7|A0A384A3V7_BALAS
OG0000117	sp|Q9Y278|HS3S2_HUMAN	tr|A0A384BGD3|A0A384BGD3_BALAS
OG0000117	sp|Q9Y661|HS3S4_HUMAN	tr|A0A384AGL5|A0A384AGL5_BALAS
OG0000118	sp|P51814|ZNF41_HUMAN	tr|A0A384AIV0|A0A384AIV0_BALAS
OG0000118	sp|P51508|ZNF81_HUMAN	tr|A0A383ZYY5|A0A383ZYY5_BALAS
OG0000118	sp|Q9Y473|ZN175_HUMAN	tr|A0A383ZYF6|A0A383ZYF6_BALAS
OG0000118	sp|Q5JVG2|ZN484_HUMAN	tr|A0A384A572|A0A384A572_BALAS
OG0000119	sp|Q8IYT1|GAR4_HUMAN	tr|A0A452CIZ4|A0A452CIZ4_BALAS, tr|A0A384ACK6|A0A384ACK6_BALAS, tr|A0A384AD06|A0A384AD06_BALAS, tr|A0A384ACP0|A0A384ACP0_BALAS
OG0000119	sp|Q8NEG0|GAR6_HUMAN	tr|A0A384BFQ4|A0A384BFQ4_BALAS
OG0000119	sp|Q8TC56|GAR3_HUMAN	tr|A0A383YRT9|A0A383YRT9_BALAS
OG0000120	sp|Q99865|SPI2A_HUMAN, sp|Q9BPZ2|SPI2B_HUMAN	tr|A0A384AV78|A0A384AV78_BALAS, tr|A0A384AV79|A0A384AV79_BALAS
OG0000120	sp|Q9Y657|SPIN1_HUMAN	tr|A0A384B1H9|A0A384B1H9_BALAS
OG0000120	sp|Q5JUX0|SPIN3_HUMAN	tr|A0A384AMS2|A0A384AMS2_BALAS
OG0000121	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A384B2L1|A0A384B2L1_BALAS
OG0000121	sp|P17655|CAN2_HUMAN, sp|A6NHC0|CAN8_HUMAN, sp|P07384|CAN1_HUMAN	tr|A0A452C8L0|A0A452C8L0_BALAS
OG0000121	sp|P20807|CAN3_HUMAN, sp|O14815|CAN9_HUMAN	tr|A0A383ZG73|A0A383ZG73_BALAS
OG0000123	sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN	tr|A0A384B4H2|A0A384B4H2_BALAS, tr|A0A452C3Q7|A0A452C3Q7_BALAS, tr|A0A384ALL6|A0A384ALL6_BALAS, tr|A0A383YQ28|A0A383YQ28_BALAS, tr|A0A452CJW4|A0A452CJW4_BALAS, tr|A0A452CIP6|A0A452CIP6_BALAS, tr|A0A452CF68|A0A452CF68_BALAS
OG0000124	sp|Q9NZP6|NPAP1_HUMAN, sp|Q5PR19|YI024_HUMAN, sp|A8MUI8|YA034_HUMAN, sp|A8MX80|YM017_HUMAN, sp|Q8N9G6|YJ012_HUMAN, sp|A8MUA0|YB057_HUMAN, sp|A6NL46|YF016_HUMAN, sp|A8MV72|YH009_HUMAN	tr|A0A452CNR4|A0A452CNR4_BALAS
