Orthogroup	Homo_sapiens	Castor_canadensis
OG0000055	sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|A0A250YCH5|A0A250YCH5_CASCN, tr|A0A250XVA4|A0A250XVA4_CASCN
OG0000056	sp|Q92738|US6NL_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|B9A6J9|TBC3L_HUMAN	tr|A0A8B7W2X4|A0A8B7W2X4_CASCN
OG0000062	sp|P04908|H2A1B_HUMAN	tr|A0A8B7TMZ6|A0A8B7TMZ6_CASCN, tr|A0A250XV11|A0A250XV11_CASCN
OG0000062	sp|P20671|H2A1D_HUMAN	tr|A0A8B7TMP6|A0A8B7TMP6_CASCN
OG0000062	sp|Q6FI13|H2A2A_HUMAN	tr|A0A8C0X634|A0A8C0X634_CASCN
OG0000062	sp|Q93077|H2A1C_HUMAN, sp|Q7L7L0|H2A3_HUMAN	tr|A0A8C0XV99|A0A8C0XV99_CASCN
OG0000062	sp|Q99878|H2A1J_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN	tr|A0A8B7TGM9|A0A8B7TGM9_CASCN, tr|A0A8B7TML9|A0A8B7TML9_CASCN
OG0000066	sp|P01236|PRL_HUMAN	tr|A0A8B7TQ69|A0A8B7TQ69_CASCN, tr|A0A8B7TUL4|A0A8B7TUL4_CASCN, tr|A0A8B7TVB2|A0A8B7TVB2_CASCN, tr|A0A8B7TQ73|A0A8B7TQ73_CASCN, tr|A0A8B7TN47|A0A8B7TN47_CASCN, tr|A0A8B7TQT4|A0A8B7TQT4_CASCN, tr|A0A8B7TNJ2|A0A8B7TNJ2_CASCN, tr|A0A8B7TQT2|A0A8B7TQT2_CASCN, tr|A0A8B7TT64|A0A8B7TT64_CASCN, tr|A0A8B7TNI8|A0A8B7TNI8_CASCN, tr|A0A8B7TUY9|A0A8B7TUY9_CASCN, tr|A0A8B7WK07|A0A8B7WK07_CASCN, tr|A0A8B7WK12|A0A8B7WK12_CASCN, tr|A0A8B7TZD0|A0A8B7TZD0_CASCN
OG0000067	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ89|DU4L6_HUMAN	tr|A0A8B7WJG0|A0A8B7WJG0_CASCN
OG0000068	sp|Q9Y2H8|ZN510_HUMAN	tr|A0A8B7UPJ6|A0A8B7UPJ6_CASCN
OG0000068	sp|Q9NYW8|RBAK_HUMAN	tr|A0A8B7ULM3|A0A8B7ULM3_CASCN, tr|A0A8B7TYQ5|A0A8B7TYQ5_CASCN, tr|A0A8B7UVU7|A0A8B7UVU7_CASCN, tr|A0A8B7TLL5|A0A8B7TLL5_CASCN, tr|A0A8B7W741|A0A8B7W741_CASCN, tr|A0A8B7WJI8|A0A8B7WJI8_CASCN, tr|A0A8B7WJD4|A0A8B7WJD4_CASCN, tr|A0A8B7WJ48|A0A8B7WJ48_CASCN, tr|A0A8B7VFM4|A0A8B7VFM4_CASCN, tr|A0A8B7UDI9|A0A8B7UDI9_CASCN, tr|A0A8B7UDK5|A0A8B7UDK5_CASCN
OG0000069	sp|Q12967|GNDS_HUMAN	tr|A0A250Y5S1|A0A250Y5S1_CASCN, tr|A0A8B7TQG2|A0A8B7TQG2_CASCN, tr|A0A8B7TPV2|A0A8B7TPV2_CASCN, tr|A0A8B7TMJ1|A0A8B7TMJ1_CASCN, tr|A0A8B7U371|A0A8B7U371_CASCN, tr|A0A8B7TUW0|A0A8B7TUW0_CASCN, tr|A0A8B7TJ80|A0A8B7TJ80_CASCN, tr|A0A8B7WK97|A0A8B7WK97_CASCN, tr|A0A8B7TPM5|A0A8B7TPM5_CASCN, tr|A0A8B7WGZ3|A0A8B7WGZ3_CASCN, tr|A0A8B7V447|A0A8B7V447_CASCN, tr|A0A8B7WFP4|A0A8B7WFP4_CASCN, tr|A0A8B7W8N5|A0A8B7W8N5_CASCN
OG0000070	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8B7TP82|A0A8B7TP82_CASCN
OG0000070	sp|O95007|OR6B1_HUMAN	tr|A0A8B7TPP8|A0A8B7TPP8_CASCN, tr|A0A8B7VII6|A0A8B7VII6_CASCN, tr|A0A8C0WPN2|A0A8C0WPN2_CASCN, tr|A0A8B7TWH8|A0A8B7TWH8_CASCN, tr|A0A8B7VK49|A0A8B7VK49_CASCN, tr|A0A8B7W707|A0A8B7W707_CASCN, tr|A0A8B7W7R4|A0A8B7W7R4_CASCN, tr|A0A8C0ZVJ5|A0A8C0ZVJ5_CASCN, tr|A0A8B7WHB4|A0A8B7WHB4_CASCN, tr|A0A8B7WHC3|A0A8B7WHC3_CASCN, tr|A0A8B7TKV6|A0A8B7TKV6_CASCN
OG0000071	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A8B7WGH7|A0A8B7WGH7_CASCN, tr|A0A8C0WRI1|A0A8C0WRI1_CASCN, tr|A0A8B7TSE5|A0A8B7TSE5_CASCN, tr|A0A8B7TRC9|A0A8B7TRC9_CASCN, tr|A0A8C0WP71|A0A8C0WP71_CASCN, tr|A0A8C0WNV8|A0A8C0WNV8_CASCN, tr|A0A8B7TY64|A0A8B7TY64_CASCN, tr|A0A8C0XXC7|A0A8C0XXC7_CASCN, tr|A0A8B7VH12|A0A8B7VH12_CASCN, tr|A0A8C0XUX9|A0A8C0XUX9_CASCN, tr|A0A8C0XS79|A0A8C0XS79_CASCN, tr|A0A8B7VFZ3|A0A8B7VFZ3_CASCN, tr|A0A8C0WPI8|A0A8C0WPI8_CASCN
OG0000072	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A8C0ZVS9|A0A8C0ZVS9_CASCN
OG0000072	sp|Q2M2I5|K1C24_HUMAN	tr|A0A8B7TTX2|A0A8B7TTX2_CASCN
OG0000072	sp|P13645|K1C10_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q99456|K1C12_HUMAN	tr|A0A8B7TUL3|A0A8B7TUL3_CASCN
OG0000072	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A8C0X7A9|A0A8C0X7A9_CASCN
OG0000072	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A8B7TUK8|A0A8B7TUK8_CASCN
OG0000072	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A8C0X6I3|A0A8C0X6I3_CASCN
OG0000074	sp|Q8NH51|OR8K3_HUMAN	tr|A0A8C0XJT0|A0A8C0XJT0_CASCN, tr|A0A8C0WJF9|A0A8C0WJF9_CASCN, tr|A0A8C0WHM1|A0A8C0WHM1_CASCN, tr|A0A8C0ZPP7|A0A8C0ZPP7_CASCN, tr|A0A8C0X9C6|A0A8C0X9C6_CASCN, tr|A0A8B7WIP4|A0A8B7WIP4_CASCN, tr|A0A8B7WHL0|A0A8B7WHL0_CASCN, tr|A0A8B7TM31|A0A8B7TM31_CASCN, tr|A0A8B7WHR5|A0A8B7WHR5_CASCN, tr|A0A8B7U658|A0A8B7U658_CASCN, tr|A0A8B7TU81|A0A8B7TU81_CASCN, tr|A0A8B7WHQ1|A0A8B7WHQ1_CASCN
OG0000075	sp|Q8NH80|O10D3_HUMAN	tr|A0A8B7TQC8|A0A8B7TQC8_CASCN
OG0000075	sp|Q8NGN7|O10D4_HUMAN	tr|A0A8B7TK41|A0A8B7TK41_CASCN, tr|A0A8B7TQ90|A0A8B7TQ90_CASCN, tr|A0A8B7TQ85|A0A8B7TQ85_CASCN, tr|A0A8B7TUE5|A0A8B7TUE5_CASCN, tr|A0A8C0W3E6|A0A8C0W3E6_CASCN, tr|A0A8B7TN30|A0A8B7TN30_CASCN, tr|A0A8C0ZLT2|A0A8C0ZLT2_CASCN, tr|A0A8B7TPJ6|A0A8B7TPJ6_CASCN, tr|A0A8B7TI82|A0A8B7TI82_CASCN, tr|A0A8B7TUI5|A0A8B7TUI5_CASCN
OG0000077	sp|P19013|K2C4_HUMAN	tr|A0A8B7UDA2|A0A8B7UDA2_CASCN
OG0000077	sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN	tr|A0A8C0X6H1|A0A8C0X6H1_CASCN
OG0000077	sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN	tr|A0A8B7U8X8|A0A8B7U8X8_CASCN
OG0000079	sp|Q96RB7|OR5MB_HUMAN	tr|A0A8C0WK14|A0A8C0WK14_CASCN, tr|A0A8C0W880|A0A8C0W880_CASCN, tr|A0A8B7TTL8|A0A8B7TTL8_CASCN, tr|A0A8B7TST7|A0A8B7TST7_CASCN, tr|A0A8B7TNU0|A0A8B7TNU0_CASCN, tr|A0A8B7TM37|A0A8B7TM37_CASCN, tr|A0A8B7TLB0|A0A8B7TLB0_CASCN, tr|A0A8B7TWP8|A0A8B7TWP8_CASCN, tr|A0A8B7TLS2|A0A8B7TLS2_CASCN, tr|A0A8B7TNT5|A0A8B7TNT5_CASCN, tr|A0A8C0WI27|A0A8C0WI27_CASCN, tr|A0A8B7TLR7|A0A8B7TLR7_CASCN
OG0000080	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A250YKI7|A0A250YKI7_CASCN, tr|A0A8B7V065|A0A8B7V065_CASCN
OG0000080	sp|P34931|HS71L_HUMAN	tr|A0A8B7UX55|A0A8B7UX55_CASCN
OG0000080	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|A0A8B7VH98|A0A8B7VH98_CASCN
OG0000080	sp|P54652|HSP72_HUMAN	tr|A0A250Y3W8|A0A250Y3W8_CASCN
OG0000080	sp|P11142|HSP7C_HUMAN	tr|A0A250YKN8|A0A250YKN8_CASCN
OG0000081	sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN, sp|P60369|KR103_HUMAN, sp|P60331|KR101_HUMAN, sp|P60370|KR105_HUMAN, sp|P60410|KR108_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A8B7VNR2|A0A8B7VNR2_CASCN
OG0000082	sp|Q9NYZ4|SIGL8_HUMAN, sp|Q9Y336|SIGL9_HUMAN, sp|Q9Y286|SIGL7_HUMAN, sp|Q96PQ1|SIG12_HUMAN	tr|A0A8B7UY79|A0A8B7UY79_CASCN, tr|A0A8B7U726|A0A8B7U726_CASCN
OG0000082	sp|O43699|SIGL6_HUMAN, sp|P20138|CD33_HUMAN, sp|Q08ET2|SIG14_HUMAN, sp|O15389|SIGL5_HUMAN	tr|A0A8B7V055|A0A8B7V055_CASCN, tr|A0A8B7UY74|A0A8B7UY74_CASCN, tr|A0A8B7UYT6|A0A8B7UYT6_CASCN
OG0000083	sp|P13637|AT1A3_HUMAN	tr|A0A8B7USG7|A0A8B7USG7_CASCN
OG0000083	sp|P05023|AT1A1_HUMAN	tr|A0A250YLY4|A0A250YLY4_CASCN
OG0000083	sp|P50993|AT1A2_HUMAN	tr|A0A8B7UZA4|A0A8B7UZA4_CASCN, tr|A0A250Y6H0|A0A250Y6H0_CASCN
OG0000083	sp|Q13733|AT1A4_HUMAN	tr|A0A8B7V272|A0A8B7V272_CASCN
OG0000083	sp|P20648|ATP4A_HUMAN	tr|A0A8B7UYK2|A0A8B7UYK2_CASCN
OG0000083	sp|P54707|AT12A_HUMAN	tr|A0A8B7TKU7|A0A8B7TKU7_CASCN
OG0000084	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8B7VMA1|A0A8B7VMA1_CASCN
OG0000084	sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|A0A8B7VIZ9|A0A8B7VIZ9_CASCN
OG0000089	sp|Q6ZR08|DYH12_HUMAN	tr|A0A8B7TYD2|A0A8B7TYD2_CASCN
OG0000089	sp|Q8WXX0|DYH7_HUMAN	tr|A0A8B7WHQ5|A0A8B7WHQ5_CASCN, tr|A0A8B7THT2|A0A8B7THT2_CASCN, tr|A0A8B7TQS0|A0A8B7TQS0_CASCN
OG0000089	sp|Q8TD57|DYH3_HUMAN	tr|A0A8B7W3W3|A0A8B7W3W3_CASCN
OG0000089	sp|Q9C0G6|DYH6_HUMAN	tr|A0A8B7WIF1|A0A8B7WIF1_CASCN
OG0000089	sp|Q9P2D7|DYH1_HUMAN	tr|A0A8B7VD09|A0A8B7VD09_CASCN
OG0000090	sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN	tr|A0A8B7TWK8|A0A8B7TWK8_CASCN
OG0000090	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8B7TTB1|A0A8B7TTB1_CASCN, tr|A0A8B7TQI2|A0A8B7TQI2_CASCN, tr|A0A8B7TSN8|A0A8B7TSN8_CASCN
OG0000090	sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC8|O11H7_HUMAN	tr|A0A8B7TR12|A0A8B7TR12_CASCN
OG0000091	sp|P53420|CO4A4_HUMAN	tr|A0A8B7VV72|A0A8B7VV72_CASCN
OG0000091	sp|P08572|CO4A2_HUMAN	tr|A0A8B7UNT9|A0A8B7UNT9_CASCN
OG0000091	sp|Q14031|CO4A6_HUMAN	tr|A0A8B7TJR9|A0A8B7TJR9_CASCN, tr|A0A8B7UE14|A0A8B7UE14_CASCN
OG0000091	sp|Q01955|CO4A3_HUMAN	tr|A0A8B7VW13|A0A8B7VW13_CASCN
OG0000091	sp|P29400|CO4A5_HUMAN, sp|P02462|CO4A1_HUMAN	tr|A0A8B7UP07|A0A8B7UP07_CASCN
OG0000093	sp|Q9NYV8|T2R14_HUMAN	tr|A0A8B7TJU6|A0A8B7TJU6_CASCN, tr|A0A8B7TH74|A0A8B7TH74_CASCN, tr|A0A8B7TNM4|A0A8B7TNM4_CASCN, tr|A0A8B7TJ43|A0A8B7TJ43_CASCN, tr|A0A8B7TNM8|A0A8B7TNM8_CASCN, tr|A0A8B7TJV2|A0A8B7TJV2_CASCN, tr|A0A8B7TJ38|A0A8B7TJ38_CASCN, tr|A0A8B7TJU1|A0A8B7TJU1_CASCN, tr|A0A8B7TIY2|A0A8B7TIY2_CASCN, tr|A0A8B7TKM1|A0A8B7TKM1_CASCN, tr|A0A8B7TLD2|A0A8B7TLD2_CASCN
OG0000094	sp|O43749|OR1F1_HUMAN, sp|Q96R84|OR1F2_HUMAN	tr|A0A8B7TIP5|A0A8B7TIP5_CASCN, tr|A0A8B7TKM2|A0A8B7TKM2_CASCN, tr|A0A8C0VYG6|A0A8C0VYG6_CASCN, tr|A0A8C0W3K3|A0A8C0W3K3_CASCN, tr|A0A8B7URY1|A0A8B7URY1_CASCN, tr|A0A8B7TJ60|A0A8B7TJ60_CASCN, tr|A0A8B7TQI8|A0A8B7TQI8_CASCN, tr|A0A8B7TUP8|A0A8B7TUP8_CASCN, tr|A0A8C0W6G8|A0A8C0W6G8_CASCN, tr|A0A8C0ZMX3|A0A8C0ZMX3_CASCN
OG0000095	sp|Q5VVP1|S31A6_HUMAN, sp|Q8IWB4|S31A7_HUMAN, sp|Q5VU36|S31A5_HUMAN, sp|Q5VYP0|S31A3_HUMAN, sp|Q5TZJ5|S31A1_HUMAN, sp|B4DYI2|S31C2_HUMAN, sp|P0DKV0|S31C1_HUMAN	tr|A0A8B7UBR8|A0A8B7UBR8_CASCN
OG0000095	sp|Q6ZUB1|S31E1_HUMAN	tr|A0A8B7UEA5|A0A8B7UEA5_CASCN, tr|A0A8B7TM80|A0A8B7TM80_CASCN, tr|A0A8B7UE60|A0A8B7UE60_CASCN
OG0000096	sp|P38159|RBMX_HUMAN	tr|A0A250YH33|A0A250YH33_CASCN
OG0000096	sp|Q96E39|RMXL1_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|A0A8C0WG81|A0A8C0WG81_CASCN
OG0000097	sp|A7E2Y1|MYH7B_HUMAN, sp|Q9Y2K3|MYH15_HUMAN, sp|Q9H6N6|MYH16_HUMAN, sp|P13533|MYH6_HUMAN, sp|P12883|MYH7_HUMAN, sp|Q9UKX3|MYH13_HUMAN, sp|P11055|MYH3_HUMAN, sp|P13535|MYH8_HUMAN, sp|Q9Y623|MYH4_HUMAN, sp|P12882|MYH1_HUMAN, sp|Q9UKX2|MYH2_HUMAN	tr|A0A8B7VMZ6|A0A8B7VMZ6_CASCN
OG0000100	sp|Q13555|KCC2G_HUMAN	tr|A0A8B7VSV6|A0A8B7VSV6_CASCN
OG0000100	sp|Q13557|KCC2D_HUMAN	tr|A0A8B7UH22|A0A8B7UH22_CASCN
OG0000100	sp|Q9UQM7|KCC2A_HUMAN	tr|A0A8B7V214|A0A8B7V214_CASCN
OG0000100	sp|Q13554|KCC2B_HUMAN	tr|A0A8B7UG53|A0A8B7UG53_CASCN, tr|A0A8B7UH35|A0A8B7UH35_CASCN
OG0000102	sp|Q66LE6|2ABD_HUMAN	tr|A0A250Y1B9|A0A250Y1B9_CASCN
OG0000102	sp|Q00005|2ABB_HUMAN	tr|A0A8B7UBN7|A0A8B7UBN7_CASCN
OG0000102	sp|Q9Y2T4|2ABG_HUMAN	tr|A0A8B7UN35|A0A8B7UN35_CASCN, tr|A0A250YI63|A0A250YI63_CASCN
OG0000102	sp|P63151|2ABA_HUMAN	tr|A0A8B7VH50|A0A8B7VH50_CASCN, tr|A0A250YIE9|A0A250YIE9_CASCN
OG0000105	sp|Q15262|PTPRK_HUMAN	tr|A0A8B7V1V4|A0A8B7V1V4_CASCN, tr|A0A8B7V0A4|A0A8B7V0A4_CASCN, tr|A0A250Y7L3|A0A250Y7L3_CASCN
OG0000105	sp|P28827|PTPRM_HUMAN	tr|A0A8B7UVF2|A0A8B7UVF2_CASCN
OG0000105	sp|O14522|PTPRT_HUMAN	tr|A0A8B7TJZ8|A0A8B7TJZ8_CASCN, tr|A0A8B7UWJ3|A0A8B7UWJ3_CASCN
OG0000105	sp|Q92729|PTPRU_HUMAN	tr|A0A8B7U8I6|A0A8B7U8I6_CASCN
OG0000106	sp|P78385|KRT83_HUMAN, sp|Q14533|KRT81_HUMAN	tr|A0A8C0ZV04|A0A8C0ZV04_CASCN, tr|A0A8B7U7W6|A0A8B7U7W6_CASCN
OG0000106	sp|P78386|KRT85_HUMAN	tr|A0A8C0ZUR1|A0A8C0ZUR1_CASCN
OG0000106	sp|A6NCN2|KR87P_HUMAN	tr|A0A8B7U8M4|A0A8B7U8M4_CASCN
OG0000106	sp|O43790|KRT86_HUMAN	tr|A0A8B7U8Z8|A0A8B7U8Z8_CASCN
OG0000107	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|A0A8B7V192|A0A8B7V192_CASCN, tr|A0A8B7V3Q8|A0A8B7V3Q8_CASCN
OG0000107	sp|Q96NL3|ZN599_HUMAN	tr|A0A8B7TR19|A0A8B7TR19_CASCN
OG0000107	sp|Q7Z398|ZN550_HUMAN	tr|A0A8B7W9I2|A0A8B7W9I2_CASCN
OG0000108	sp|Q8NH69|OR5W2_HUMAN	tr|A0A8B7TMR8|A0A8B7TMR8_CASCN, tr|A0A8C0WKR4|A0A8C0WKR4_CASCN, tr|A0A8C0ZLV7|A0A8C0ZLV7_CASCN, tr|A0A8B7TTD3|A0A8B7TTD3_CASCN, tr|A0A8B7TLU7|A0A8B7TLU7_CASCN, tr|A0A8B7TPU3|A0A8B7TPU3_CASCN, tr|A0A8B7TPG8|A0A8B7TPG8_CASCN, tr|A0A8B7U0R9|A0A8B7U0R9_CASCN, tr|A0A8B7TKG5|A0A8B7TKG5_CASCN, tr|A0A8B7TTM7|A0A8B7TTM7_CASCN
OG0000109	sp|P55289|CAD12_HUMAN	tr|A0A8B7WGA2|A0A8B7WGA2_CASCN
OG0000109	sp|P55286|CADH8_HUMAN	tr|A0A8B7TVV6|A0A8B7TVV6_CASCN
OG0000109	sp|Q9ULB5|CADH7_HUMAN	tr|A0A8B7TNA0|A0A8B7TNA0_CASCN
OG0000109	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A8B7TUH3|A0A8B7TUH3_CASCN
OG0000109	sp|P55285|CADH6_HUMAN, sp|Q9ULB4|CADH9_HUMAN	tr|A0A8B7WIG5|A0A8B7WIG5_CASCN
OG0000110	sp|Q3LI63|KR201_HUMAN	tr|A0A8B7TMX4|A0A8B7TMX4_CASCN, tr|A0A8B7TNK0|A0A8B7TNK0_CASCN, tr|A0A8B7TSR3|A0A8B7TSR3_CASCN, tr|A0A8B7TL99|A0A8B7TL99_CASCN, tr|A0A8B7TNL3|A0A8B7TNL3_CASCN, tr|A0A8C0WMU0|A0A8C0WMU0_CASCN, tr|A0A8B7TKW5|A0A8B7TKW5_CASCN, tr|A0A8B7TKX0|A0A8B7TKX0_CASCN, tr|A0A8B7TSQ9|A0A8B7TSQ9_CASCN, tr|A0A8B7TNJ6|A0A8B7TNJ6_CASCN
OG0000111	sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN	tr|A0A8B7TWH3|A0A8B7TWH3_CASCN, tr|A0A8B7TRS6|A0A8B7TRS6_CASCN, tr|A0A8B7TRS2|A0A8B7TRS2_CASCN, tr|A0A8C0WIC6|A0A8C0WIC6_CASCN, tr|A0A8B7TP06|A0A8B7TP06_CASCN, tr|A0A8B7TW14|A0A8B7TW14_CASCN, tr|A0A8C0W449|A0A8C0W449_CASCN, tr|A0A8B7TVN3|A0A8B7TVN3_CASCN, tr|A0A8B7TVN8|A0A8B7TVN8_CASCN
OG0000113	sp|O00338|ST1C2_HUMAN	tr|A0A8B7TQ13|A0A8B7TQ13_CASCN
OG0000113	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8B7TQM4|A0A8B7TQM4_CASCN
OG0000113	sp|O43704|ST1B1_HUMAN, sp|P50226|ST1A2_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN	tr|A0A8B7U5G0|A0A8B7U5G0_CASCN
OG0000114	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A8B7U7D6|A0A8B7U7D6_CASCN
OG0000114	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A8C0ZRI3|A0A8C0ZRI3_CASCN, tr|A0A8B7WHT6|A0A8B7WHT6_CASCN, tr|A0A8B7TPG9|A0A8B7TPG9_CASCN, tr|A0A8C0W0W9|A0A8C0W0W9_CASCN, tr|A0A8B7TU97|A0A8B7TU97_CASCN, tr|A0A8C0WW46|A0A8C0WW46_CASCN, tr|A0A8C0W1X8|A0A8C0W1X8_CASCN, tr|A0A8C0WSL5|A0A8C0WSL5_CASCN
OG0000116	sp|Q58FG1|HS904_HUMAN	tr|A0A8B7TNT4|A0A8B7TNT4_CASCN
OG0000116	sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q14568|HS902_HUMAN, sp|P07900|HS90A_HUMAN	tr|A0A8B7VS48|A0A8B7VS48_CASCN
OG0000116	sp|P08238|HS90B_HUMAN	tr|A0A250YKZ7|A0A250YKZ7_CASCN
OG0000117	sp|Q96P47|AGAP3_HUMAN	tr|A0A8B7VNE4|A0A8B7VNE4_CASCN
OG0000117	sp|Q5VUJ5|AGAP7_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A8B7UBS3|A0A8B7UBS3_CASCN
OG0000117	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A8B7UB35|A0A8B7UB35_CASCN
OG0000118	sp|P0DTE4|UD2A1_HUMAN, sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|P0DTE5|UD2A2_HUMAN	tr|A0A8B7WHL7|A0A8B7WHL7_CASCN
OG0000121	sp|Q96LZ2|MAGBA_HUMAN, sp|O15480|MAGB3_HUMAN, tr|A0A0J9YX57|A0A0J9YX57_HUMAN, sp|Q8N7X4|MAGB6_HUMAN, sp|O15481|MAGB4_HUMAN, sp|P43366|MAGB1_HUMAN, sp|O15479|MAGB2_HUMAN, sp|A8MXT2|MAGBH_HUMAN, sp|Q96M61|MAGBI_HUMAN	tr|A0A8B7TKE7|A0A8B7TKE7_CASCN
OG0000122	sp|Q8NGL7|OR4P4_HUMAN	tr|A0A8B7TPV9|A0A8B7TPV9_CASCN, tr|A0A8B7TMV4|A0A8B7TMV4_CASCN, tr|A0A8B7TPJ3|A0A8B7TPJ3_CASCN, tr|A0A8B7TMT1|A0A8B7TMT1_CASCN, tr|A0A8B7TLK3|A0A8B7TLK3_CASCN, tr|A0A8B7TLL3|A0A8B7TLL3_CASCN, tr|A0A8B7TKV3|A0A8B7TKV3_CASCN, tr|A0A8B7TQ60|A0A8B7TQ60_CASCN, tr|A0A8C0ZMD1|A0A8C0ZMD1_CASCN
OG0000123	sp|Q15700|DLG2_HUMAN	tr|A0A8B7TST4|A0A8B7TST4_CASCN
OG0000123	sp|Q12959|DLG1_HUMAN	tr|A0A8B7W8P8|A0A8B7W8P8_CASCN
