Orthogroup	Homo_sapiens	Physeter_macrocephalus
OG0000043	sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|P19013|K2C4_HUMAN, sp|P35908|K22E_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P02538|K2C6A_HUMAN, sp|O95678|K2C75_HUMAN	tr|A0A2Y9FNA4|A0A2Y9FNA4_PHYMC
OG0000044	sp|Q71DI3|H32_HUMAN	tr|A0A2Y9RZZ3|A0A2Y9RZZ3_PHYMC
OG0000044	sp|P68431|H31_HUMAN	tr|A0A455AFN5|A0A455AFN5_PHYMC
OG0000044	sp|P62805|H4_HUMAN	tr|A0A455AEE7|A0A455AEE7_PHYMC, tr|A0A2Y9F923|A0A2Y9F923_PHYMC, tr|A0A455ARS2|A0A455ARS2_PHYMC, tr|A0A455AGD3|A0A455AGD3_PHYMC, tr|A0A2Y9FQQ0|A0A2Y9FQQ0_PHYMC, tr|A0A2Y9SJZ2|A0A2Y9SJZ2_PHYMC, tr|A0A2Y9SGP4|A0A2Y9SGP4_PHYMC, tr|A0A2Y9F5G0|A0A2Y9F5G0_PHYMC, tr|A0A455AHX1|A0A455AHX1_PHYMC
OG0000044	sp|Q16695|H31T_HUMAN	tr|A0A2Y9S3W2|A0A2Y9S3W2_PHYMC
OG0000045	sp|Q8TC27|ADA32_HUMAN	tr|A0A455ANZ1|A0A455ANZ1_PHYMC
OG0000045	sp|Q9UKF2|ADA30_HUMAN	tr|A0A2Y9FX19|A0A2Y9FX19_PHYMC
OG0000045	sp|O43506|ADA20_HUMAN	tr|A0A2Y9S466|A0A2Y9S466_PHYMC
OG0000045	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A2Y9F230|A0A2Y9F230_PHYMC
OG0000045	sp|Q9UKF5|ADA29_HUMAN	tr|A0A2Y9FSG7|A0A2Y9FSG7_PHYMC
OG0000046	sp|Q71UM5|RS27L_HUMAN	tr|A0A2Y9FTC2|A0A2Y9FTC2_PHYMC
OG0000046	sp|P42677|RS27_HUMAN	tr|A0A455AWX9|A0A455AWX9_PHYMC, tr|A0A2Y9T3U0|A0A2Y9T3U0_PHYMC, tr|A0A455BNB3|A0A455BNB3_PHYMC, tr|A0A2Y9SJ89|A0A2Y9SJ89_PHYMC, tr|A0A2Y9S7S8|A0A2Y9S7S8_PHYMC, tr|A0A455BS80|A0A455BS80_PHYMC, tr|A0A455BDL8|A0A455BDL8_PHYMC, tr|A0A2Y9S5A8|A0A2Y9S5A8_PHYMC, tr|A0A2Y9TAK0|A0A2Y9TAK0_PHYMC, tr|A0A2Y9F649|A0A2Y9F649_PHYMC, tr|A0A2Y9SZD4|A0A2Y9SZD4_PHYMC, tr|A0A2Y9STQ3|A0A2Y9STQ3_PHYMC, tr|A0A2Y9TF75|A0A2Y9TF75_PHYMC, tr|A0A2Y9TBF0|A0A2Y9TBF0_PHYMC, tr|A0A455AX87|A0A455AX87_PHYMC
OG0000047	sp|Q58FG1|HS904_HUMAN	tr|A0A2Y9S8T3|A0A2Y9S8T3_PHYMC
OG0000047	sp|P07900|HS90A_HUMAN	tr|A0A2Y9T7A9|A0A2Y9T7A9_PHYMC
OG0000047	sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q58FG0|HS905_HUMAN	tr|A0A455B475|A0A455B475_PHYMC, tr|A0A455BH80|A0A455BH80_PHYMC, tr|A0A455B635|A0A455B635_PHYMC, tr|A0A455C8Z5|A0A455C8Z5_PHYMC, tr|A0A455B5R4|A0A455B5R4_PHYMC, tr|A0A2Y9SC25|A0A2Y9SC25_PHYMC
OG0000047	sp|Q58FF7|H90B3_HUMAN, sp|P08238|HS90B_HUMAN	tr|A0A2Y9ERR9|A0A2Y9ERR9_PHYMC
OG0000048	sp|Q8N8J6|ZN615_HUMAN	tr|A0A2Y9TDG3|A0A2Y9TDG3_PHYMC
OG0000048	sp|Q9BS31|ZN649_HUMAN	tr|A0A2Y9TDH7|A0A2Y9TDH7_PHYMC
OG0000048	sp|Q9GZX5|ZN350_HUMAN	tr|A0A2Y9TC39|A0A2Y9TC39_PHYMC
OG0000048	sp|O94892|ZN432_HUMAN	tr|A0A455ABW3|A0A455ABW3_PHYMC
OG0000048	sp|Q8N883|ZN614_HUMAN	tr|A0A455ANU2|A0A455ANU2_PHYMC
OG0000048	sp|Q9BSK1|ZN577_HUMAN	tr|A0A2Y9EPS1|A0A2Y9EPS1_PHYMC, tr|A0A2Y9TBQ8|A0A2Y9TBQ8_PHYMC, tr|A0A455ABV9|A0A455ABV9_PHYMC, tr|A0A2Y9THP2|A0A2Y9THP2_PHYMC
OG0000048	sp|Q6PF04|ZN613_HUMAN	tr|A0A2Y9THN4|A0A2Y9THN4_PHYMC
OG0000050	sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|Q15544|TAF11_HUMAN	tr|A0A2Y9EP04|A0A2Y9EP04_PHYMC
OG0000051	sp|Q6A162|K1C40_HUMAN	tr|A0A2Y9T6I2|A0A2Y9T6I2_PHYMC
OG0000051	sp|Q14532|K1H2_HUMAN	tr|A0A2Y9TAN0|A0A2Y9TAN0_PHYMC
OG0000051	sp|Q92764|KRT35_HUMAN, sp|O76013|KRT36_HUMAN	tr|A0A2Y9T4K5|A0A2Y9T4K5_PHYMC
OG0000051	sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76009|KT33A_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q15323|K1H1_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|A0A2Y9FTB5|A0A2Y9FTB5_PHYMC
OG0000052	sp|Q32P51|RA1L2_HUMAN	tr|A0A455AGH3|A0A455AGH3_PHYMC
OG0000052	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|A0A2Y9S667|A0A2Y9S667_PHYMC, tr|A0A2Y9T530|A0A2Y9T530_PHYMC, tr|A0A2Y9S0J5|A0A2Y9S0J5_PHYMC
OG0000052	sp|P51991|ROA3_HUMAN	tr|A0A2Y9SWP2|A0A2Y9SWP2_PHYMC, tr|A0A2Y9SHV3|A0A2Y9SHV3_PHYMC, tr|A0A2Y9TK34|A0A2Y9TK34_PHYMC
OG0000052	sp|P09651|ROA1_HUMAN	tr|A0A455BE91|A0A455BE91_PHYMC
OG0000053	sp|Q15973|ZN124_HUMAN	tr|A0A2Y9SQ58|A0A2Y9SQ58_PHYMC, tr|A0A2Y9TII1|A0A2Y9TII1_PHYMC, tr|A0A2Y9TKU2|A0A2Y9TKU2_PHYMC, tr|A0A455C1Z7|A0A455C1Z7_PHYMC, tr|A0A2Y9EZF9|A0A2Y9EZF9_PHYMC, tr|A0A455C4Y6|A0A455C4Y6_PHYMC, tr|A0A455C127|A0A455C127_PHYMC, tr|A0A455BRG7|A0A455BRG7_PHYMC, tr|A0A2Y9TL05|A0A2Y9TL05_PHYMC, tr|A0A2Y9TK56|A0A2Y9TK56_PHYMC, tr|A0A2Y9TJR3|A0A2Y9TJR3_PHYMC, tr|A0A455BQ16|A0A455BQ16_PHYMC, tr|A0A2Y9TKJ5|A0A2Y9TKJ5_PHYMC, tr|A0A455C155|A0A455C155_PHYMC, tr|A0A455B0G8|A0A455B0G8_PHYMC
OG0000055	sp|Q8NGS6|O13C3_HUMAN	tr|A0A2Y9T2B7|A0A2Y9T2B7_PHYMC
OG0000055	sp|Q8NGS7|O13C8_HUMAN	tr|A0A2Y9SZY2|A0A2Y9SZY2_PHYMC
OG0000055	sp|Q8NH95|O13C6_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN	tr|A0A2Y9SVH7|A0A2Y9SVH7_PHYMC, tr|A0A2Y9SU50|A0A2Y9SU50_PHYMC
OG0000055	sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN	tr|A0A2Y9T068|A0A2Y9T068_PHYMC
OG0000056	sp|O43704|ST1B1_HUMAN	tr|A0A2Y9F1H5|A0A2Y9F1H5_PHYMC
OG0000056	sp|P50226|ST1A2_HUMAN, sp|P50225|ST1A1_HUMAN, sp|P0DMM9|ST1A3_HUMAN, sp|P0DMN0|ST1A4_HUMAN	tr|A0A455BVC7|A0A455BVC7_PHYMC, tr|A0A2Y9TFY0|A0A2Y9TFY0_PHYMC, tr|A0A2Y9SKW9|A0A2Y9SKW9_PHYMC
OG0000056	sp|Q6IMI6|ST1C3_HUMAN, sp|Q06520|ST2A1_HUMAN, sp|Q6IMI4|ST6B1_HUMAN, sp|O00338|ST1C2_HUMAN, sp|O75897|ST1C4_HUMAN	tr|A0A2Y9EIS3|A0A2Y9EIS3_PHYMC
OG0000057	sp|Q13733|AT1A4_HUMAN	tr|A0A455B7D3|A0A455B7D3_PHYMC
OG0000057	sp|P54707|AT12A_HUMAN	tr|A0A2Y9F465|A0A2Y9F465_PHYMC
OG0000057	sp|P20648|ATP4A_HUMAN	tr|A0A455AEU5|A0A455AEU5_PHYMC
OG0000057	sp|P50993|AT1A2_HUMAN	tr|A0A455B998|A0A455B998_PHYMC
OG0000057	sp|P13637|AT1A3_HUMAN	tr|A0A2Y9TIS2|A0A2Y9TIS2_PHYMC
OG0000057	sp|P05023|AT1A1_HUMAN	tr|A0A2Y9SI68|A0A2Y9SI68_PHYMC
OG0000059	sp|P02452|CO1A1_HUMAN	tr|A0A2Y9FQF2|A0A2Y9FQF2_PHYMC
OG0000059	sp|P05997|CO5A2_HUMAN	tr|A0A2Y9ESY3|A0A2Y9ESY3_PHYMC
OG0000059	sp|P12107|COBA1_HUMAN	tr|A0A2Y9F238|A0A2Y9F238_PHYMC
OG0000059	sp|P20908|CO5A1_HUMAN	tr|A0A455B226|A0A455B226_PHYMC
OG0000059	sp|P02461|CO3A1_HUMAN	tr|A0A2Y9EU63|A0A2Y9EU63_PHYMC
OG0000059	sp|P02458|CO2A1_HUMAN	tr|A0A2Y9EMB7|A0A2Y9EMB7_PHYMC
OG0000059	sp|P08123|CO1A2_HUMAN	tr|A0A2Y9EMH8|A0A2Y9EMH8_PHYMC
OG0000061	sp|P63096|GNAI1_HUMAN	tr|A0A2Y9F3S1|A0A2Y9F3S1_PHYMC
OG0000061	sp|P09471|GNAO_HUMAN	tr|A0A455B235|A0A455B235_PHYMC, tr|A0A2Y9ST25|A0A2Y9ST25_PHYMC
OG0000061	sp|P11488|GNAT1_HUMAN	tr|A0A2Y9FJS5|A0A2Y9FJS5_PHYMC
OG0000061	sp|P19087|GNAT2_HUMAN	tr|A0A2Y9SAM0|A0A2Y9SAM0_PHYMC
OG0000061	sp|P04899|GNAI2_HUMAN	tr|A0A2Y9FHK9|A0A2Y9FHK9_PHYMC
OG0000061	sp|P08754|GNAI3_HUMAN	tr|A0A2Y9ER06|A0A2Y9ER06_PHYMC
OG0000062	sp|Q96RP8|KCNA7_HUMAN	tr|A0A455AC76|A0A455AC76_PHYMC
OG0000062	sp|P16389|KCNA2_HUMAN	tr|A0A2Y9EPE4|A0A2Y9EPE4_PHYMC
OG0000062	sp|Q09470|KCNA1_HUMAN	tr|A0A2Y9TAE8|A0A2Y9TAE8_PHYMC
OG0000062	sp|P22001|KCNA3_HUMAN	tr|A0A2Y9SEE1|A0A2Y9SEE1_PHYMC
OG0000062	sp|P22459|KCNA4_HUMAN	tr|A0A2Y9FBW1|A0A2Y9FBW1_PHYMC
OG0000062	sp|P17658|KCNA6_HUMAN	tr|A0A2Y9T5W1|A0A2Y9T5W1_PHYMC
OG0000062	sp|P22460|KCNA5_HUMAN	tr|A0A2Y9T5V0|A0A2Y9T5V0_PHYMC
OG0000063	sp|Q9UK12|ZN222_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9NYT6|ZN226_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN, sp|Q02386|ZNF45_HUMAN	tr|A0A2Y9ETI9|A0A2Y9ETI9_PHYMC
OG0000064	sp|I1YAP6|TRI77_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN	tr|A0A2Y9FJ42|A0A2Y9FJ42_PHYMC
OG0000065	sp|P11021|BIP_HUMAN	tr|A0A2Y9F9A4|A0A2Y9F9A4_PHYMC, tr|A0A455B3C3|A0A455B3C3_PHYMC, tr|A0A2Y9SDC7|A0A2Y9SDC7_PHYMC, tr|A0A2Y9FR87|A0A2Y9FR87_PHYMC, tr|A0A2Y9T5D1|A0A2Y9T5D1_PHYMC, tr|A0A2Y9SZ76|A0A2Y9SZ76_PHYMC, tr|A0A455C624|A0A455C624_PHYMC, tr|A0A2Y9S1Z5|A0A2Y9S1Z5_PHYMC, tr|A0A2Y9EX32|A0A2Y9EX32_PHYMC, tr|A0A2Y9EW10|A0A2Y9EW10_PHYMC, tr|A0A2Y9EID0|A0A2Y9EID0_PHYMC, tr|A0A455B4Y8|A0A455B4Y8_PHYMC, tr|A0A455B5W6|A0A455B5W6_PHYMC
OG0000069	sp|P47944|MT4_HUMAN	tr|A0A2Y9SVU7|A0A2Y9SVU7_PHYMC
OG0000069	sp|P13640|MT1G_HUMAN, sp|P0DM35|M1BL1_HUMAN, sp|P80297|MT1X_HUMAN, sp|P80294|MT1H_HUMAN, sp|P07438|MT1B_HUMAN, sp|P04731|MT1A_HUMAN, sp|P04732|MT1E_HUMAN, sp|Q93083|MT1L_HUMAN, sp|P04733|MT1F_HUMAN, sp|Q8N339|MT1M_HUMAN	tr|A0A2Y9ST50|A0A2Y9ST50_PHYMC
OG0000070	sp|Q14533|KRT81_HUMAN	tr|A0A2Y9SQD7|A0A2Y9SQD7_PHYMC, tr|A0A455BEA7|A0A455BEA7_PHYMC
OG0000070	sp|P78386|KRT85_HUMAN	tr|A0A2Y9EF32|A0A2Y9EF32_PHYMC
OG0000070	sp|Q9NSB2|KRT84_HUMAN	tr|A0A2Y9SS31|A0A2Y9SS31_PHYMC
OG0000070	sp|Q9NSB4|KRT82_HUMAN	tr|A0A455AZ50|A0A455AZ50_PHYMC, tr|A0A455B146|A0A455B146_PHYMC
OG0000071	sp|Q9H209|O10A4_HUMAN	tr|A0A2Y9SDX4|A0A2Y9SDX4_PHYMC
OG0000071	sp|Q9H208|O10A2_HUMAN, sp|Q9H207|O10A5_HUMAN	tr|A0A2Y9EY68|A0A2Y9EY68_PHYMC
OG0000071	sp|Q96R54|O14A2_HUMAN, sp|Q8NHC6|O14L1_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|A6ND48|O14I1_HUMAN	tr|A0A2Y9S2H0|A0A2Y9S2H0_PHYMC
OG0000071	sp|Q8NH19|O10AG_HUMAN, sp|Q8NGF6|O10W1_HUMAN	tr|A0A2Y9ENW2|A0A2Y9ENW2_PHYMC
OG0000072	sp|Q8NGN7|O10D4_HUMAN	tr|A0A2Y9TFL1|A0A2Y9TFL1_PHYMC
OG0000072	sp|Q8NGC3|O10G2_HUMAN	tr|A0A2Y9THI6|A0A2Y9THI6_PHYMC
OG0000072	sp|Q8NGC4|O10G3_HUMAN	tr|A0A2Y9TJ78|A0A2Y9TJ78_PHYMC
OG0000073	sp|P23434|GCSH_HUMAN	tr|A0A2Y9TC68|A0A2Y9TC68_PHYMC, tr|A0A2Y9T2G1|A0A2Y9T2G1_PHYMC, tr|A0A2Y9FK22|A0A2Y9FK22_PHYMC, tr|A0A2Y9SCB7|A0A2Y9SCB7_PHYMC, tr|A0A2Y9TEF9|A0A2Y9TEF9_PHYMC, tr|A0A2Y9SCF2|A0A2Y9SCF2_PHYMC, tr|A0A2Y9SAV3|A0A2Y9SAV3_PHYMC, tr|A0A2Y9T883|A0A2Y9T883_PHYMC, tr|A0A2Y9S8F5|A0A2Y9S8F5_PHYMC, tr|A0A2Y9SDD1|A0A2Y9SDD1_PHYMC, tr|A0A2Y9S4C8|A0A2Y9S4C8_PHYMC
OG0000074	sp|P29400|CO4A5_HUMAN	tr|A0A2Y9T783|A0A2Y9T783_PHYMC
OG0000074	sp|P53420|CO4A4_HUMAN	tr|A0A455APU9|A0A455APU9_PHYMC
OG0000074	sp|P08572|CO4A2_HUMAN	tr|A0A2Y9SR44|A0A2Y9SR44_PHYMC
OG0000074	sp|Q14031|CO4A6_HUMAN	tr|A0A2Y9T4V1|A0A2Y9T4V1_PHYMC
OG0000074	sp|Q01955|CO4A3_HUMAN	tr|A0A2Y9SXA0|A0A2Y9SXA0_PHYMC
OG0000074	sp|P02462|CO4A1_HUMAN	tr|A0A2Y9SJX4|A0A2Y9SJX4_PHYMC
OG0000075	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A455BL79|A0A455BL79_PHYMC
OG0000075	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2Y9SNZ6|A0A2Y9SNZ6_PHYMC
OG0000075	sp|P55285|CADH6_HUMAN	tr|A0A2Y9SVF3|A0A2Y9SVF3_PHYMC
OG0000075	sp|P55289|CAD12_HUMAN	tr|A0A2Y9SMM0|A0A2Y9SMM0_PHYMC
OG0000075	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2Y9EM53|A0A2Y9EM53_PHYMC
OG0000075	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2Y9F375|A0A2Y9F375_PHYMC
OG0000077	sp|Q9UMQ6|CAN11_HUMAN	tr|A0A2Y9ESX5|A0A2Y9ESX5_PHYMC
OG0000077	sp|A6NHC0|CAN8_HUMAN	tr|A0A2Y9T9G8|A0A2Y9T9G8_PHYMC
OG0000077	sp|P17655|CAN2_HUMAN	tr|A0A2Y9TEI8|A0A2Y9TEI8_PHYMC
OG0000077	sp|P07384|CAN1_HUMAN	tr|A0A2Y9F8M2|A0A2Y9F8M2_PHYMC
OG0000077	sp|O14815|CAN9_HUMAN	tr|A0A2Y9S981|A0A2Y9S981_PHYMC
OG0000077	sp|Q6ZSI9|CAN12_HUMAN	tr|A0A455AUC0|A0A455AUC0_PHYMC
OG0000079	sp|Q7Z398|ZN550_HUMAN	tr|A0A2Y9FQZ0|A0A2Y9FQZ0_PHYMC
OG0000079	sp|Q96NL3|ZN599_HUMAN	tr|A0A2Y9FBL3|A0A2Y9FBL3_PHYMC
OG0000079	sp|Q5CZA5|ZN805_HUMAN, sp|O43296|ZN264_HUMAN	tr|A0A2Y9FQZ5|A0A2Y9FQZ5_PHYMC, tr|A0A2Y9FNW5|A0A2Y9FNW5_PHYMC
OG0000079	sp|P51504|ZNF80_HUMAN, sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A2Y9FNK2|A0A2Y9FNK2_PHYMC
OG0000080	sp|B1APH4|ZN487_HUMAN	tr|A0A2Y9FR23|A0A2Y9FR23_PHYMC
OG0000080	sp|Q9NYW8|RBAK_HUMAN	tr|A0A455C3I5|A0A455C3I5_PHYMC
OG0000080	sp|P17014|ZNF12_HUMAN	tr|A0A455C3I0|A0A455C3I0_PHYMC
OG0000082	sp|Q9UI33|SCNBA_HUMAN	tr|A0A2Y9EYR3|A0A2Y9EYR3_PHYMC
OG0000082	sp|Q01118|SCN7A_HUMAN	tr|A0A2Y9EYQ8|A0A2Y9EYQ8_PHYMC, tr|A0A2Y9EWT7|A0A2Y9EWT7_PHYMC, tr|A0A455ATW5|A0A455ATW5_PHYMC, tr|A0A2Y9SH10|A0A2Y9SH10_PHYMC, tr|A0A2Y9EF45|A0A2Y9EF45_PHYMC, tr|A0A2Y9FSS2|A0A2Y9FSS2_PHYMC, tr|A0A2Y9SKQ5|A0A2Y9SKQ5_PHYMC, tr|A0A2Y9FQ21|A0A2Y9FQ21_PHYMC, tr|A0A2Y9SI38|A0A2Y9SI38_PHYMC
OG0000086	sp|P16662|UD2B7_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P36537|UDB10_HUMAN, sp|P06133|UD2B4_HUMAN, sp|P54855|UDB15_HUMAN, sp|O75795|UDB17_HUMAN, sp|P0DTE4|UD2A1_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|Q6UWM9|UD2A3_HUMAN	tr|A0A2Y9EZZ4|A0A2Y9EZZ4_PHYMC
OG0000088	sp|Q6ZN79|Z705A_HUMAN, sp|A8MWA4|Z705E_HUMAN, sp|A8MUZ8|Z705G_HUMAN, sp|P0CI00|Z705B_HUMAN, sp|P0CH99|Z705D_HUMAN	tr|A0A2Y9FR86|A0A2Y9FR86_PHYMC
OG0000088	sp|Q147U1|ZN846_HUMAN, sp|Q8TC21|ZN596_HUMAN	tr|A0A2Y9RYJ2|A0A2Y9RYJ2_PHYMC, tr|A0A2Y9S5V8|A0A2Y9S5V8_PHYMC, tr|A0A455APA0|A0A455APA0_PHYMC
OG0000089	sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN	tr|A0A2Y9FD76|A0A2Y9FD76_PHYMC
OG0000089	sp|P40394|ADH7_HUMAN	tr|A0A2Y9FDL6|A0A2Y9FDL6_PHYMC
OG0000089	sp|P08319|ADH4_HUMAN	tr|A0A2Y9T2W9|A0A2Y9T2W9_PHYMC
OG0000089	sp|P11766|ADHX_HUMAN	tr|A0A2Y9FI76|A0A2Y9FI76_PHYMC
OG0000090	sp|Q9UBU9|NXF1_HUMAN	tr|A0A2Y9EVT8|A0A2Y9EVT8_PHYMC
OG0000090	sp|Q9H4D5|NXF3_HUMAN	tr|A0A455ANG3|A0A455ANG3_PHYMC, tr|A0A2Y9SBK7|A0A2Y9SBK7_PHYMC, tr|A0A2Y9SA56|A0A2Y9SA56_PHYMC, tr|A0A455AN82|A0A455AN82_PHYMC
OG0000090	sp|Q9H1B4|NXF5_HUMAN, sp|Q9GZY0|NXF2_HUMAN	tr|A0A455B219|A0A455B219_PHYMC, tr|A0A2Y9S3N5|A0A2Y9S3N5_PHYMC
OG0000092	sp|P16402|H13_HUMAN	tr|A0A2Y9FT70|A0A2Y9FT70_PHYMC
OG0000092	sp|P16401|H15_HUMAN	tr|A0A2Y9SGZ4|A0A2Y9SGZ4_PHYMC
OG0000092	sp|P10412|H14_HUMAN	tr|A0A2Y9FQL7|A0A2Y9FQL7_PHYMC
OG0000092	sp|Q02539|H11_HUMAN	tr|A0A2Y9FQK8|A0A2Y9FQK8_PHYMC
OG0000092	sp|P16403|H12_HUMAN	tr|A0A2Y9FSG6|A0A2Y9FSG6_PHYMC
OG0000094	sp|Q5VW22|AGAP6_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|A0A455BW33|A0A455BW33_PHYMC
OG0000094	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q96P47|AGAP3_HUMAN	tr|A0A455AVG5|A0A455AVG5_PHYMC, tr|A0A2Y9T694|A0A2Y9T694_PHYMC
OG0000095	sp|Q8TD57|DYH3_HUMAN	tr|A0A455BZ21|A0A455BZ21_PHYMC
OG0000095	sp|Q8WXX0|DYH7_HUMAN	tr|A0A2Y9S1R0|A0A2Y9S1R0_PHYMC
OG0000095	sp|Q6ZR08|DYH12_HUMAN	tr|A0A2Y9SQ72|A0A2Y9SQ72_PHYMC
OG0000096	sp|Q9NZP5|O5AC2_HUMAN	tr|A0A455BM51|A0A455BM51_PHYMC
OG0000096	sp|P0C628|O5AC1_HUMAN	tr|A0A2Y9SFG2|A0A2Y9SFG2_PHYMC
OG0000096	sp|Q8NGV7|OR5H2_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|A6NHG9|O5H14_HUMAN, sp|Q8NGV6|OR5H6_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN	tr|A0A2Y9SK27|A0A2Y9SK27_PHYMC
OG0000098	sp|O43295|SRGP3_HUMAN	tr|A0A455ARY0|A0A455ARY0_PHYMC
OG0000098	sp|P0DJJ0|SRG2C_HUMAN, sp|P0DMP2|SRG2B_HUMAN	tr|A0A455B7F5|A0A455B7F5_PHYMC
OG0000098	sp|O75044|SRGP2_HUMAN	tr|A0A455B2A8|A0A455B2A8_PHYMC, tr|A0A455BHT2|A0A455BHT2_PHYMC
OG0000098	sp|Q7Z6B7|SRGP1_HUMAN	tr|A0A2Y9SSE7|A0A2Y9SSE7_PHYMC
OG0000099	sp|Q8NGC8|O11H7_HUMAN	tr|A0A2Y9S8E0|A0A2Y9S8E0_PHYMC
OG0000099	sp|Q8NGC1|O11G2_HUMAN	tr|A0A2Y9TDK0|A0A2Y9TDK0_PHYMC
OG0000099	sp|Q8NGC7|O11H6_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|B2RN74|O11HC_HUMAN	tr|A0A2Y9TK27|A0A2Y9TK27_PHYMC
OG0000100	sp|Q9UGN4|CLM8_HUMAN	tr|A0A2Y9T7J6|A0A2Y9T7J6_PHYMC
OG0000100	sp|Q08708|CLM6_HUMAN, sp|A0A0K2S4Q6|CD3CH_HUMAN, sp|Q496F6|CLM2_HUMAN, sp|Q6UXN2|TRML4_HUMAN, sp|O95944|NCTR2_HUMAN, sp|A8K4G0|CLM7_HUMAN, sp|Q6UXZ3|CLM5_HUMAN, sp|Q8TDQ1|CLM1_HUMAN	tr|A0A2Y9TAL6|A0A2Y9TAL6_PHYMC
OG0000101	sp|Q14141|SEPT6_HUMAN	tr|A0A2Y9T6Q6|A0A2Y9T6Q6_PHYMC
OG0000101	sp|Q9NVA2|SEP11_HUMAN	tr|A0A455BG17|A0A455BG17_PHYMC
OG0000101	sp|Q9P0V9|SEP10_HUMAN	tr|A0A2Y9S4N9|A0A2Y9S4N9_PHYMC
OG0000101	sp|Q6ZU15|SEP14_HUMAN	tr|A0A2Y9F5L6|A0A2Y9F5L6_PHYMC
