Orthogroup	Homo_sapiens	Microtus_ochrogaster
OG0000022	sp|A0A0B4J272|TVA24_HUMAN, sp|A0A075B6V5|TVA36_HUMAN, sp|A0A0B4J274|TVA20_HUMAN, sp|A0A075B6U4|TVA7_HUMAN, sp|A0A0B4J240|TVA10_HUMAN, sp|A0A0B4J263|TVA39_HUMAN, sp|A0A0B4J266|TVA41_HUMAN, sp|A0A0B4J277|TVA22_HUMAN, sp|A0A075B6T7|TVA6_HUMAN, sp|A0A0B4J275|TVA17_HUMAN, sp|A0A087WSZ9|TVA30_HUMAN, sp|A0A0B4J273|TVA34_HUMAN, sp|A0A0B4J276|TVA25_HUMAN, sp|A0A087WT01|TVA27_HUMAN, sp|P0DPF4|TVA35_HUMAN, sp|A0A0B4J279|TVA21_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|A0A075B6W5|TVA23_HUMAN, sp|P04437|TVA29_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN, sp|A0A0B4J271|TVAL3_HUMAN, sp|A0A0B4J248|TVA11_HUMAN, sp|A0A0B4J238|TVA12_HUMAN, sp|P01848|TRAC_HUMAN, sp|P0DTU3|TRAR2_HUMAN, sp|A0JD32|TV382_HUMAN, sp|A0A0B4J264|TV381_HUMAN, sp|A0A0A6YYC5|TVA14_HUMAN	tr|A0A8J6G4H6|A0A8J6G4H6_MICOH
OG0000023	sp|Q08379|GOGA2_HUMAN	tr|A0A8J6G390|A0A8J6G390_MICOH
OG0000023	sp|Q9HBQ8|GGA2B_HUMAN, sp|A6NI86|GG6LA_HUMAN, sp|H0YKK7|GG6LS_HUMAN, tr|A0A0M3HER8|A0A0M3HER8_HUMAN, sp|A6NEM1|GG6L9_HUMAN, sp|A6NEF3|GG6L4_HUMAN, sp|A6NEY3|GG6L3_HUMAN, tr|A0A1W2PRN1|A0A1W2PRN1_HUMAN, sp|A6NDN3|GOG6B_HUMAN, sp|Q9NYA3|GOG6A_HUMAN, sp|P0CG33|GOG6D_HUMAN, sp|A6NDK9|GOG6C_HUMAN, sp|Q0D2H9|GOG8D_HUMAN, sp|Q08AF8|GOG8F_HUMAN, sp|A8MQT2|GOG8B_HUMAN, sp|A7E2F4|GOG8A_HUMAN, sp|A6NN73|GOG8C_HUMAN, sp|H3BPF8|GOG8S_HUMAN, sp|F8WBI6|GOG8N_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|A6NCC3|GOG8O_HUMAN, tr|A0A1B0GV12|A0A1B0GV12_HUMAN, sp|I6L899|GOG8R_HUMAN, sp|P0CJ92|GOG8H_HUMAN, sp|A6NMD2|GOG8J_HUMAN, sp|H3BQL2|GOG8T_HUMAN, sp|D6RF30|GOG8K_HUMAN, sp|H3BSY2|GOG8M_HUMAN, sp|A6NC78|GOG8I_HUMAN	tr|A0A8J6G521|A0A8J6G521_MICOH
OG0000026	sp|Q9H853|TBA4B_HUMAN	tr|A0A8J6H0V2|A0A8J6H0V2_MICOH, tr|A0A8J6GH60|A0A8J6GH60_MICOH, tr|A0A8J6G6F3|A0A8J6G6F3_MICOH, tr|A0A8J6G257|A0A8J6G257_MICOH, tr|A0A8J6KQB1|A0A8J6KQB1_MICOH, tr|A0A8J6GI22|A0A8J6GI22_MICOH, tr|A0A8J6G5M8|A0A8J6G5M8_MICOH, tr|A0A8J6GY13|A0A8J6GY13_MICOH, tr|A0A8J6GCF5|A0A8J6GCF5_MICOH, tr|A0A8J6GJW0|A0A8J6GJW0_MICOH, tr|A0A8J6KTA3|A0A8J6KTA3_MICOH, tr|A0A8J6GLQ3|A0A8J6GLQ3_MICOH, tr|A0A8J6L1D3|A0A8J6L1D3_MICOH, tr|A0A8J6H3X4|A0A8J6H3X4_MICOH, tr|A0A8J6GX84|A0A8J6GX84_MICOH, tr|A0A8J6GW17|A0A8J6GW17_MICOH, tr|A0A8J6GGQ1|A0A8J6GGQ1_MICOH, tr|A0A8J6KR88|A0A8J6KR88_MICOH, tr|A0A8J6FZI8|A0A8J6FZI8_MICOH, tr|A0A8J6KTC2|A0A8J6KTC2_MICOH, tr|A0A8J6L1S3|A0A8J6L1S3_MICOH, tr|A0A8J6GM51|A0A8J6GM51_MICOH, tr|A0A8J6KRS7|A0A8J6KRS7_MICOH, tr|A0A8J6GZL8|A0A8J6GZL8_MICOH, tr|A0A8J6G525|A0A8J6G525_MICOH, tr|A0A8J6KK35|A0A8J6KK35_MICOH, tr|A0A8J6FV08|A0A8J6FV08_MICOH, tr|A0A8J6GCK4|A0A8J6GCK4_MICOH, tr|A0A8J6H3Q8|A0A8J6H3Q8_MICOH
OG0000028	sp|A2A368|MAGBG_HUMAN, tr|A0A0J9YX57|A0A0J9YX57_HUMAN, sp|Q8N7X4|MAGB6_HUMAN, sp|O15479|MAGB2_HUMAN, sp|O15481|MAGB4_HUMAN, sp|P43366|MAGB1_HUMAN, sp|Q9BZ81|MAGB5_HUMAN, sp|O15480|MAGB3_HUMAN, sp|A8MXT2|MAGBH_HUMAN, sp|Q96LZ2|MAGBA_HUMAN, sp|Q96M61|MAGBI_HUMAN, sp|O60732|MAGC1_HUMAN, sp|Q9UBF1|MAGC2_HUMAN, sp|Q8TD91|MAGC3_HUMAN, sp|A6NCF6|MA13P_HUMAN, sp|P43360|MAGA6_HUMAN, sp|P43357|MAGA3_HUMAN, sp|P43365|MAGAC_HUMAN, sp|P43356|MAGA2_HUMAN, sp|P43359|MAGA5_HUMAN, sp|P43358|MAGA4_HUMAN, sp|P43355|MAGA1_HUMAN, sp|P43361|MAGA8_HUMAN, sp|P43364|MAGAB_HUMAN, sp|P43362|MAGA9_HUMAN, sp|P43363|MAGAA_HUMAN	tr|A0A8J6KSQ9|A0A8J6KSQ9_MICOH, tr|A0A8J6FZ87|A0A8J6FZ87_MICOH
OG0000029	sp|Q9H7L2|KI3X1_HUMAN, tr|A0A0G2JN01|A0A0G2JN01_HUMAN, tr|A0A0G2JMM0|A0A0G2JMM0_HUMAN, sp|Q8N743|KI3L3_HUMAN, sp|Q14943|KI3S1_HUMAN, sp|P43629|KI3L1_HUMAN, sp|P43630|KI3L2_HUMAN, sp|Q8N109|KI2LA_HUMAN, sp|Q8NHK3|KI2LB_HUMAN, sp|Q99706|KI2L4_HUMAN, tr|A0A191URJ7|A0A191URJ7_HUMAN, sp|P43626|KI2L1_HUMAN, tr|A0A5K1VDZ0|A0A5K1VDZ0_HUMAN, sp|P43627|KI2L2_HUMAN, tr|A0A0G2JNF4|A0A0G2JNF4_HUMAN, sp|P43628|KI2L3_HUMAN, tr|A0A5F9Z9Y6|A0A5F9Z9Y6_HUMAN, tr|A0A1W2PRS3|A0A1W2PRS3_HUMAN, tr|A0A5F9ZH88|A0A5F9ZH88_HUMAN, tr|A0A1W2PQF6|A0A1W2PQF6_HUMAN, tr|A0A2R8YCY7|A0A2R8YCY7_HUMAN, sp|P43631|KI2S2_HUMAN, sp|Q14953|KI2S5_HUMAN, sp|Q14952|KI2S3_HUMAN, sp|P43632|KI2S4_HUMAN, tr|A0A1W2PQM1|A0A1W2PQM1_HUMAN, sp|Q14954|KI2S1_HUMAN	tr|A0A8J6G4Y8|A0A8J6G4Y8_MICOH
OG0000032	sp|Q8NH72|OR4C6_HUMAN	tr|A0A8J6FZ16|A0A8J6FZ16_MICOH, tr|A0A8J6G334|A0A8J6G334_MICOH
OG0000032	sp|Q96R67|OR4CC_HUMAN	tr|A0A8J6G3P0|A0A8J6G3P0_MICOH, tr|A0A8J6G1E0|A0A8J6G1E0_MICOH, tr|A0A8J6G7L7|A0A8J6G7L7_MICOH, tr|A0A8J6KLJ0|A0A8J6KLJ0_MICOH, tr|A0A8J6KML4|A0A8J6KML4_MICOH, tr|A0A8J6KTW8|A0A8J6KTW8_MICOH, tr|A0A8J6FZH5|A0A8J6FZH5_MICOH
OG0000032	sp|Q8NH37|OR4C3_HUMAN	tr|A0A8J6FZR9|A0A8J6FZR9_MICOH, tr|A0A8J6G039|A0A8J6G039_MICOH
OG0000033	sp|Q7Z3T1|OR2W3_HUMAN	tr|A0A8J6KS79|A0A8J6KS79_MICOH, tr|A0A8J6GAJ9|A0A8J6GAJ9_MICOH, tr|A0A8J6L020|A0A8J6L020_MICOH, tr|A0A8J6KPM9|A0A8J6KPM9_MICOH, tr|A0A8J6KSN1|A0A8J6KSN1_MICOH, tr|A0A8J6GFV9|A0A8J6GFV9_MICOH, tr|A0A8J6KUX1|A0A8J6KUX1_MICOH, tr|A0A8J6GEX6|A0A8J6GEX6_MICOH, tr|A0A8J6G5Q1|A0A8J6G5Q1_MICOH, tr|A0A8J6G588|A0A8J6G588_MICOH, tr|A0A8J6GRP5|A0A8J6GRP5_MICOH, tr|A0A8J6GUL8|A0A8J6GUL8_MICOH, tr|A0A8J6KS25|A0A8J6KS25_MICOH, tr|A0A8J6GBD6|A0A8J6GBD6_MICOH, tr|A0A8J6L024|A0A8J6L024_MICOH, tr|A0A8J6GFZ8|A0A8J6GFZ8_MICOH, tr|A0A8J6KTT7|A0A8J6KTT7_MICOH, tr|A0A8J6GFU7|A0A8J6GFU7_MICOH, tr|A0A8J6G577|A0A8J6G577_MICOH, tr|A0A8J6GFX1|A0A8J6GFX1_MICOH, tr|A0A8J6KQA4|A0A8J6KQA4_MICOH, tr|A0A8J6KTS9|A0A8J6KTS9_MICOH, tr|A0A8J6G5S2|A0A8J6G5S2_MICOH, tr|A0A8J6FWN9|A0A8J6FWN9_MICOH, tr|A0A8J6FVK9|A0A8J6FVK9_MICOH
OG0000035	sp|Q9UPT9|UBP22_HUMAN, sp|Q70EK9|UBP51_HUMAN, sp|A6NNY8|UBP27_HUMAN, sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN	tr|A0A8J6GQB6|A0A8J6GQB6_MICOH
OG0000036	sp|A1A4Y4|IRGM_HUMAN	tr|A0A8J6GCW2|A0A8J6GCW2_MICOH, tr|A0A8J6G0S4|A0A8J6G0S4_MICOH, tr|A0A8J6KUZ3|A0A8J6KUZ3_MICOH
OG0000036	sp|Q6NXR0|IIGP5_HUMAN	tr|A0A8J6GL67|A0A8J6GL67_MICOH, tr|A0A8J6GDY2|A0A8J6GDY2_MICOH, tr|A0A8J6G3Z1|A0A8J6G3Z1_MICOH, tr|A0A8J6G9I5|A0A8J6G9I5_MICOH, tr|A0A8J6GCL7|A0A8J6GCL7_MICOH, tr|A0A8J6GDP2|A0A8J6GDP2_MICOH, tr|A0A8J6GDF1|A0A8J6GDF1_MICOH, tr|A0A8J6GDQ8|A0A8J6GDQ8_MICOH, tr|A0A8J6KS21|A0A8J6KS21_MICOH, tr|A0A8J6KVF8|A0A8J6KVF8_MICOH, tr|A0A8J6KXK5|A0A8J6KXK5_MICOH, tr|A0A8J6KXM2|A0A8J6KXM2_MICOH, tr|A0A8J6GLJ1|A0A8J6GLJ1_MICOH, tr|A0A8J6GKV7|A0A8J6GKV7_MICOH, tr|A0A8J6GKK0|A0A8J6GKK0_MICOH, tr|A0A8J6GKW5|A0A8J6GKW5_MICOH, tr|A0A8J6KVG7|A0A8J6KVG7_MICOH, tr|A0A8J6GKL2|A0A8J6GKL2_MICOH, tr|A0A8J6L346|A0A8J6L346_MICOH, tr|A0A8J6GA68|A0A8J6GA68_MICOH
OG0000038	sp|A0A494C191|SPD9_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NLX3|SPDE4_HUMAN, sp|Q5MJ70|SPDYA_HUMAN, sp|Q5MJ68|SPDYC_HUMAN	tr|A0A8J6GLD5|A0A8J6GLD5_MICOH
OG0000039	sp|Q86Y46|K2C73_HUMAN	tr|A0A8J6KZV1|A0A8J6KZV1_MICOH
OG0000039	sp|P08729|K2C7_HUMAN	tr|A0A8J6GTQ3|A0A8J6GTQ3_MICOH
OG0000039	sp|Q6KB66|K2C80_HUMAN	tr|A0A8J6KUM6|A0A8J6KUM6_MICOH
OG0000039	sp|P05787|K2C8_HUMAN	tr|A0A8J6KTY1|A0A8J6KTY1_MICOH
OG0000040	sp|Q8NHA8|OR1FC_HUMAN	tr|A0A8J6GGE1|A0A8J6GGE1_MICOH, tr|A0A8J6H1C2|A0A8J6H1C2_MICOH, tr|A0A8J6L549|A0A8J6L549_MICOH, tr|A0A8J6G7X7|A0A8J6G7X7_MICOH, tr|A0A8J6H0W1|A0A8J6H0W1_MICOH, tr|A0A8J6GUE5|A0A8J6GUE5_MICOH, tr|A0A8J6H0X6|A0A8J6H0X6_MICOH, tr|A0A8J6KRZ8|A0A8J6KRZ8_MICOH, tr|A0A8J6GYJ6|A0A8J6GYJ6_MICOH, tr|A0A8J6L8S5|A0A8J6L8S5_MICOH, tr|A0A8J6GY63|A0A8J6GY63_MICOH, tr|A0A8J6GT29|A0A8J6GT29_MICOH, tr|A0A8J6KTD0|A0A8J6KTD0_MICOH, tr|A0A8J6GGA1|A0A8J6GGA1_MICOH, tr|A0A8J6GEB5|A0A8J6GEB5_MICOH, tr|A0A8J6GFE0|A0A8J6GFE0_MICOH, tr|A0A8J6GFC4|A0A8J6GFC4_MICOH, tr|A0A8J6L1I9|A0A8J6L1I9_MICOH, tr|A0A8J6GGB6|A0A8J6GGB6_MICOH, tr|A0A8J6GFA7|A0A8J6GFA7_MICOH, tr|A0A8J6KZU6|A0A8J6KZU6_MICOH, tr|A0A8J6GFU6|A0A8J6GFU6_MICOH, tr|A0A8J6KSH8|A0A8J6KSH8_MICOH
OG0000042	sp|Q9NY46|SCN3A_HUMAN	tr|A0A8J6GFR1|A0A8J6GFR1_MICOH
OG0000042	sp|P35498|SCN1A_HUMAN	tr|A0A8J6FWR5|A0A8J6FWR5_MICOH
OG0000042	sp|Q99250|SCN2A_HUMAN	tr|A0A8J6FZV3|A0A8J6FZV3_MICOH
OG0000042	sp|Q15858|SCN9A_HUMAN	tr|A0A8J6GA62|A0A8J6GA62_MICOH, tr|A0A8J6KL94|A0A8J6KL94_MICOH
OG0000042	sp|P35499|SCN4A_HUMAN	tr|A0A8J6FYP4|A0A8J6FYP4_MICOH
OG0000042	sp|Q14524|SCN5A_HUMAN	tr|A0A8J6GA22|A0A8J6GA22_MICOH
OG0000042	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A8J6KNU4|A0A8J6KNU4_MICOH, tr|A0A8J6KLE2|A0A8J6KLE2_MICOH, tr|A0A8J6KR74|A0A8J6KR74_MICOH
OG0000042	sp|Q9UI33|SCNBA_HUMAN	tr|A0A8J6KYM0|A0A8J6KYM0_MICOH, tr|A0A8J6GGQ9|A0A8J6GGQ9_MICOH, tr|A0A8J6KYB7|A0A8J6KYB7_MICOH
OG0000042	sp|Q9UQD0|SCN8A_HUMAN	tr|A0A8J6GTS0|A0A8J6GTS0_MICOH
OG0000043	sp|Q8NH19|O10AG_HUMAN	tr|A0A8J6KPV3|A0A8J6KPV3_MICOH, tr|A0A8J6G7S7|A0A8J6G7S7_MICOH, tr|A0A8J6GZ89|A0A8J6GZ89_MICOH, tr|A0A8J6KK53|A0A8J6KK53_MICOH, tr|A0A8J6L425|A0A8J6L425_MICOH, tr|A0A8J6G4L2|A0A8J6G4L2_MICOH, tr|A0A8J6G6S5|A0A8J6G6S5_MICOH, tr|A0A8J6G6T4|A0A8J6G6T4_MICOH, tr|A0A8J6FZA9|A0A8J6FZA9_MICOH, tr|A0A8J6KU44|A0A8J6KU44_MICOH, tr|A0A8J6KX81|A0A8J6KX81_MICOH, tr|A0A8J6KM77|A0A8J6KM77_MICOH, tr|A0A8J6G5E4|A0A8J6G5E4_MICOH, tr|A0A8J6G324|A0A8J6G324_MICOH, tr|A0A8J6G1K1|A0A8J6G1K1_MICOH, tr|A0A8J6G328|A0A8J6G328_MICOH, tr|A0A8J6KPW2|A0A8J6KPW2_MICOH, tr|A0A8J6KNS6|A0A8J6KNS6_MICOH, tr|A0A8J6GAB4|A0A8J6GAB4_MICOH, tr|A0A8J6GAC1|A0A8J6GAC1_MICOH, tr|A0A8J6G851|A0A8J6G851_MICOH, tr|A0A8J6G1Y3|A0A8J6G1Y3_MICOH
OG0000046	sp|Q96RD2|O52B2_HUMAN	tr|A0A8J6GRI0|A0A8J6GRI0_MICOH
OG0000046	sp|P0C646|O52Z1_HUMAN	tr|A0A8J6KZ03|A0A8J6KZ03_MICOH
OG0000046	sp|Q8NGF0|O52B6_HUMAN	tr|A0A8J6KKX7|A0A8J6KKX7_MICOH, tr|A0A8J6G071|A0A8J6G071_MICOH, tr|A0A8J6FYH3|A0A8J6FYH3_MICOH, tr|A0A8J6KRA6|A0A8J6KRA6_MICOH
OG0000046	sp|Q9H346|O52D1_HUMAN	tr|A0A8J6FWJ1|A0A8J6FWJ1_MICOH, tr|A0A8J6GIV7|A0A8J6GIV7_MICOH, tr|A0A8J6GP85|A0A8J6GP85_MICOH, tr|A0A8J6GPH5|A0A8J6GPH5_MICOH, tr|A0A8J6FWV6|A0A8J6FWV6_MICOH, tr|A0A8J6KJF0|A0A8J6KJF0_MICOH, tr|A0A8J6KKG0|A0A8J6KKG0_MICOH, tr|A0A8J6GQP2|A0A8J6GQP2_MICOH
OG0000046	sp|Q8NGJ2|O52H1_HUMAN	tr|A0A8J6L658|A0A8J6L658_MICOH, tr|A0A8J6KL81|A0A8J6KL81_MICOH
OG0000047	sp|A6NNH2|F90AR_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN	tr|A0A8J6KLH4|A0A8J6KLH4_MICOH
OG0000048	sp|P68104|EF1A1_HUMAN	tr|A0A8J6GZW3|A0A8J6GZW3_MICOH, tr|A0A8J6GSE7|A0A8J6GSE7_MICOH, tr|A0A8J6KQH3|A0A8J6KQH3_MICOH, tr|A0A8J6KXM4|A0A8J6KXM4_MICOH, tr|A0A8J6GLZ1|A0A8J6GLZ1_MICOH, tr|A0A8J6GMZ8|A0A8J6GMZ8_MICOH, tr|A0A8J6FXH5|A0A8J6FXH5_MICOH, tr|A0A8J6GNV6|A0A8J6GNV6_MICOH, tr|A0A8J6G5A0|A0A8J6G5A0_MICOH, tr|A0A8J6KJM9|A0A8J6KJM9_MICOH
OG0000048	sp|Q05639|EF1A2_HUMAN	tr|A0A8J6GKB8|A0A8J6GKB8_MICOH
OG0000048	sp|Q5VTE0|EF1A3_HUMAN	tr|A0A8J6FXB4|A0A8J6FXB4_MICOH, tr|A0A8J6GJ16|A0A8J6GJ16_MICOH, tr|A0A8J6GMH6|A0A8J6GMH6_MICOH, tr|A0A8J6L167|A0A8J6L167_MICOH, tr|A0A8J6H109|A0A8J6H109_MICOH, tr|A0A8J6L1E8|A0A8J6L1E8_MICOH, tr|A0A8J6L118|A0A8J6L118_MICOH, tr|A0A8J6KIV0|A0A8J6KIV0_MICOH
OG0000050	sp|Q9NYW7|TA2R1_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW6|TA2R3_HUMAN	tr|A0A8J6KTX0|A0A8J6KTX0_MICOH
OG0000051	sp|Q8NGH9|O52E4_HUMAN	tr|A0A8J6GSD1|A0A8J6GSD1_MICOH
OG0000051	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A8J6GP74|A0A8J6GP74_MICOH
OG0000051	sp|Q8NH55|O52E5_HUMAN	tr|A0A8J6GRE8|A0A8J6GRE8_MICOH
OG0000053	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A8J6L5D9|A0A8J6L5D9_MICOH
OG0000053	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A8J6H295|A0A8J6H295_MICOH, tr|A0A8J6H3I1|A0A8J6H3I1_MICOH, tr|A0A8J6H1W5|A0A8J6H1W5_MICOH, tr|A0A8J6GV40|A0A8J6GV40_MICOH, tr|A0A8J6GV59|A0A8J6GV59_MICOH, tr|A0A8J6L374|A0A8J6L374_MICOH, tr|A0A8J6H2B7|A0A8J6H2B7_MICOH, tr|A0A8J6H1G7|A0A8J6H1G7_MICOH, tr|A0A8J6H1T4|A0A8J6H1T4_MICOH, tr|A0A8J6H237|A0A8J6H237_MICOH, tr|A0A8J6H1V1|A0A8J6H1V1_MICOH, tr|A0A8J6LAL1|A0A8J6LAL1_MICOH, tr|A0A8J6L5D6|A0A8J6L5D6_MICOH, tr|A0A8J6H3F6|A0A8J6H3F6_MICOH, tr|A0A8J6H2P6|A0A8J6H2P6_MICOH, tr|A0A8J6H204|A0A8J6H204_MICOH, tr|A0A8J6H3G9|A0A8J6H3G9_MICOH, tr|A0A8J6H021|A0A8J6H021_MICOH
OG0000054	sp|P29322|EPHA8_HUMAN	tr|A0A8J6KKY4|A0A8J6KKY4_MICOH
OG0000054	sp|P54753|EPHB3_HUMAN	tr|A0A8J6L2E2|A0A8J6L2E2_MICOH
OG0000054	sp|P29323|EPHB2_HUMAN	tr|A0A8J6G241|A0A8J6G241_MICOH
OG0000054	sp|P54762|EPHB1_HUMAN	tr|A0A8J6KNX5|A0A8J6KNX5_MICOH
OG0000054	sp|P54760|EPHB4_HUMAN	tr|A0A8J6G634|A0A8J6G634_MICOH
OG0000054	sp|P54764|EPHA4_HUMAN	tr|A0A8J6GPJ5|A0A8J6GPJ5_MICOH
OG0000054	sp|Q15375|EPHA7_HUMAN	tr|A0A8J6L3P1|A0A8J6L3P1_MICOH
OG0000054	sp|P29320|EPHA3_HUMAN	tr|A0A8J6FY95|A0A8J6FY95_MICOH
OG0000054	sp|P54756|EPHA5_HUMAN	tr|A0A8J6GHF6|A0A8J6GHF6_MICOH
OG0000054	sp|Q9UF33|EPHA6_HUMAN	tr|A0A8J6KJ35|A0A8J6KJ35_MICOH
OG0000055	sp|Q49A33|Z876P_HUMAN	tr|A0A8J6KPB1|A0A8J6KPB1_MICOH, tr|A0A8J6FUQ3|A0A8J6FUQ3_MICOH, tr|A0A8J6FXL8|A0A8J6FXL8_MICOH, tr|A0A8J6KK52|A0A8J6KK52_MICOH, tr|A0A8J6KSN9|A0A8J6KSN9_MICOH, tr|A0A8J6GV45|A0A8J6GV45_MICOH, tr|A0A8J6GEG1|A0A8J6GEG1_MICOH, tr|A0A8J6H1D6|A0A8J6H1D6_MICOH, tr|A0A8J6GG48|A0A8J6GG48_MICOH, tr|A0A8J6KQE7|A0A8J6KQE7_MICOH, tr|A0A8J6GJJ8|A0A8J6GJJ8_MICOH, tr|A0A8J6G115|A0A8J6G115_MICOH, tr|A0A8J6GZZ6|A0A8J6GZZ6_MICOH, tr|A0A8J6L3W9|A0A8J6L3W9_MICOH, tr|A0A8J6GNX7|A0A8J6GNX7_MICOH, tr|A0A8J6KW26|A0A8J6KW26_MICOH, tr|A0A8J6GSH5|A0A8J6GSH5_MICOH, tr|A0A8J6H115|A0A8J6H115_MICOH, tr|A0A8J6FWU1|A0A8J6FWU1_MICOH
OG0000056	sp|Q9H0W5|CCDC8_HUMAN	tr|A0A8J6G4G9|A0A8J6G4G9_MICOH, tr|A0A8J6G0W9|A0A8J6G0W9_MICOH, tr|A0A8J6G0W6|A0A8J6G0W6_MICOH, tr|A0A8J6KME3|A0A8J6KME3_MICOH, tr|A0A8J6KQL0|A0A8J6KQL0_MICOH, tr|A0A8J6GAA1|A0A8J6GAA1_MICOH, tr|A0A8J6G2J9|A0A8J6G2J9_MICOH, tr|A0A8J6G1E2|A0A8J6G1E2_MICOH, tr|A0A8J6GBH8|A0A8J6GBH8_MICOH, tr|A0A8J6KLI2|A0A8J6KLI2_MICOH, tr|A0A8J6G3S4|A0A8J6G3S4_MICOH, tr|A0A8J6G371|A0A8J6G371_MICOH, tr|A0A8J6KQB2|A0A8J6KQB2_MICOH, tr|A0A8J6GLC9|A0A8J6GLC9_MICOH, tr|A0A8J6FXR9|A0A8J6FXR9_MICOH, tr|A0A8J6GA06|A0A8J6GA06_MICOH, tr|A0A8J6H1Q5|A0A8J6H1Q5_MICOH, tr|A0A8J6FZ81|A0A8J6FZ81_MICOH, tr|A0A8J6G669|A0A8J6G669_MICOH
OG0000059	sp|P02533|K1C14_HUMAN	tr|A0A8J6FY28|A0A8J6FY28_MICOH
