Orthogroup	Homo_sapiens	Neovison_vison
OG0000026	sp|P29320|EPHA3_HUMAN	tr|A0A8C7A9E6|A0A8C7A9E6_NEOVI
OG0000026	sp|P54756|EPHA5_HUMAN	tr|A0A8C7EUN4|A0A8C7EUN4_NEOVI
OG0000026	sp|Q9UF33|EPHA6_HUMAN	tr|A0A8C7A7N0|A0A8C7A7N0_NEOVI
OG0000027	sp|A6NNH2|F90AR_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MXJ8|F90A5_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|Q658T7|F90A2_HUMAN	tr|A0A8C7EXI5|A0A8C7EXI5_NEOVI
OG0000028	sp|A0A0C4DH38|HV551_HUMAN, sp|A0A0J9YXX1|HV5X1_HUMAN, sp|A0A0G2JMI3|HV692_HUMAN, sp|A0A0C4DH33|HV124_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, sp|P01743|HV146_HUMAN, sp|P23083|HV102_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P0DP01|HV108_HUMAN, sp|A0A0B4J1V7|HV781_HUMAN, sp|A0A0J9YVY3|HV741_HUMAN, sp|P0DTW3|HV384_HUMAN, sp|A0A0B4J2H0|HV69D_HUMAN, sp|P01742|HV169_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN	tr|A0A8C7AG87|A0A8C7AG87_NEOVI
OG0000029	sp|Q96GT9|XAGE2_HUMAN, sp|Q8WTP9|XAGE3_HUMAN, sp|O75459|PAGE1_HUMAN, sp|A6NGK3|GAG10_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|O76087|GAGE7_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|A6NDE8|GG12H_HUMAN, sp|A1L429|GG12C_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|Q4V321|GAG13_HUMAN	tr|A0A8C7AHD7|A0A8C7AHD7_NEOVI
OG0000030	sp|P01814|HV270_HUMAN, sp|A0A0C4DH43|HV70D_HUMAN, tr|A0A0B4J2B6|A0A0B4J2B6_HUMAN, sp|A0A0B4J1V2|HV226_HUMAN, sp|P01817|HV205_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN	tr|A0A8C7AIA3|A0A8C7AIA3_NEOVI
OG0000031	sp|Q9NQN1|OR2S1_HUMAN	tr|A0A8C7BFT1|A0A8C7BFT1_NEOVI, tr|A0A8C7BEQ4|A0A8C7BEQ4_NEOVI, tr|A0A8C7BFU1|A0A8C7BFU1_NEOVI, tr|A0A8C7BKF9|A0A8C7BKF9_NEOVI, tr|A0A8C7BEU4|A0A8C7BEU4_NEOVI, tr|A0A8C7EM95|A0A8C7EM95_NEOVI
OG0000031	sp|Q8NGV5|O13D1_HUMAN	tr|A0A8C7ELV1|A0A8C7ELV1_NEOVI, tr|A0A8C7AFV0|A0A8C7AFV0_NEOVI, tr|A0A8C7ALN6|A0A8C7ALN6_NEOVI, tr|A0A8C7EM31|A0A8C7EM31_NEOVI, tr|A0A8C7ATI4|A0A8C7ATI4_NEOVI, tr|A0A8C7AJ32|A0A8C7AJ32_NEOVI
OG0000031	sp|Q8NH95|O13C6_HUMAN	tr|A0A8C7AGC9|A0A8C7AGC9_NEOVI
OG0000034	sp|Q8NGC1|O11G2_HUMAN	tr|A0A8C7AHD8|A0A8C7AHD8_NEOVI
OG0000034	sp|Q8NGC9|O11H4_HUMAN	tr|A0A8C7ESF7|A0A8C7ESF7_NEOVI
OG0000034	sp|Q8NGC8|O11H7_HUMAN	tr|A0A8C7BEZ1|A0A8C7BEZ1_NEOVI
OG0000034	sp|Q8NGC7|O11H6_HUMAN	tr|A0A8C7B6V7|A0A8C7B6V7_NEOVI
OG0000037	sp|P61568|ENK11_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q902F9|EN113_HUMAN, sp|Q9NX77|ENK13_HUMAN, tr|B3KNS4|B3KNS4_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|P63133|POK8_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN	tr|A0A8C7ESM9|A0A8C7ESM9_NEOVI
OG0000038	sp|Q04695|K1C17_HUMAN	tr|A0A8C7B1L7|A0A8C7B1L7_NEOVI
OG0000038	sp|P13646|K1C13_HUMAN	tr|A0A8C7EPU6|A0A8C7EPU6_NEOVI
OG0000038	sp|P19012|K1C15_HUMAN	tr|A0A8C7AZN8|A0A8C7AZN8_NEOVI, tr|A0A8C7AW27|A0A8C7AW27_NEOVI, tr|A0A8C7EIX6|A0A8C7EIX6_NEOVI
OG0000038	sp|Q99456|K1C12_HUMAN	tr|A0A8C7AZS9|A0A8C7AZS9_NEOVI, tr|A0A8C7A5E8|A0A8C7A5E8_NEOVI
OG0000038	sp|P08727|K1C19_HUMAN	tr|A0A8C7AVN1|A0A8C7AVN1_NEOVI
OG0000038	sp|P08779|K1C16_HUMAN	tr|A0A8C7AYQ3|A0A8C7AYQ3_NEOVI
OG0000038	sp|P02533|K1C14_HUMAN	tr|A0A8C7B1H3|A0A8C7B1H3_NEOVI
OG0000041	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN	tr|A0A8C7B2M9|A0A8C7B2M9_NEOVI
OG0000042	sp|Q8NGZ0|O2AJ1_HUMAN	tr|A0A8C7AL47|A0A8C7AL47_NEOVI
OG0000042	sp|Q96R30|OR2V2_HUMAN	tr|A0A8C7ALE1|A0A8C7ALE1_NEOVI
OG0000042	sp|Q8NHB1|OR2V1_HUMAN	tr|A0A8C7ATM2|A0A8C7ATM2_NEOVI
OG0000043	sp|Q96A08|H2B1A_HUMAN	tr|A0A8C7AGY7|A0A8C7AGY7_NEOVI, tr|A0A8C7AUN7|A0A8C7AUN7_NEOVI, tr|A0A8C7C1U1|A0A8C7C1U1_NEOVI, tr|A0A8C7AI10|A0A8C7AI10_NEOVI, tr|A0A8C7AC94|A0A8C7AC94_NEOVI, tr|A0A8C7A089|A0A8C7A089_NEOVI, tr|A0A8C7AGM0|A0A8C7AGM0_NEOVI, tr|A0A8C7AL08|A0A8C7AL08_NEOVI, tr|A0A8C7AFN1|A0A8C7AFN1_NEOVI, tr|A0A8C7ELN8|A0A8C7ELN8_NEOVI, tr|A0A8C7A7I4|A0A8C7A7I4_NEOVI, tr|A0A8C7B9M6|A0A8C7B9M6_NEOVI, tr|A0A8C7AJ02|A0A8C7AJ02_NEOVI, tr|A0A8C7AMC5|A0A8C7AMC5_NEOVI, tr|A0A8C7AFL9|A0A8C7AFL9_NEOVI, tr|A0A8C7AE18|A0A8C7AE18_NEOVI, tr|A0A8C7ABR3|A0A8C7ABR3_NEOVI
OG0000045	sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A8C7BE09|A0A8C7BE09_NEOVI
OG0000045	sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN	tr|A0A8C7BBF6|A0A8C7BBF6_NEOVI
OG0000046	sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q86XG9|NBPF5_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|P0C2Y1|NBPF7_HUMAN	tr|A0A8C7AGR8|A0A8C7AGR8_NEOVI
OG0000047	sp|A0A5B6|TVB28_HUMAN	tr|A0A8C7C1H3|A0A8C7C1H3_NEOVI
OG0000047	sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN	tr|A0A8C7BUL3|A0A8C7BUL3_NEOVI
OG0000047	sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN	tr|A0A8C7EVD0|A0A8C7EVD0_NEOVI
OG0000048	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN	tr|U6CTY0|U6CTY0_NEOVI
OG0000049	sp|Q8NGE8|OR4D9_HUMAN	tr|A0A8C6ZXD8|A0A8C6ZXD8_NEOVI
OG0000049	sp|Q8NGI6|OR4DA_HUMAN	tr|A0A8C7EI83|A0A8C7EI83_NEOVI
OG0000049	sp|Q8NGI4|OR4DB_HUMAN	tr|A0A8C7A5I9|A0A8C7A5I9_NEOVI
OG0000049	sp|Q8NGJ1|OR4D6_HUMAN	tr|A0A8C6ZXF5|A0A8C6ZXF5_NEOVI
OG0000049	sp|P58180|OR4D2_HUMAN	tr|A0A8C7EQT6|A0A8C7EQT6_NEOVI, tr|A0A8C7B354|A0A8C7B354_NEOVI
OG0000049	sp|Q15615|OR4D1_HUMAN	tr|A0A8C7B6S3|A0A8C7B6S3_NEOVI, tr|A0A8C7B331|A0A8C7B331_NEOVI
OG0000050	sp|P01706|LV211_HUMAN, sp|P01709|LV208_HUMAN, sp|P01705|LV223_HUMAN, sp|P01704|LV214_HUMAN, sp|A0A075B6J9|LV218_HUMAN, sp|A0A075B6J2|LV233_HUMAN	tr|A0A8C7ETW1|A0A8C7ETW1_NEOVI
OG0000050	sp|A0A075B6I4|LVX54_HUMAN, sp|P01721|LV657_HUMAN, sp|A0A075B6I6|LV150_HUMAN, sp|P01703|LV140_HUMAN, sp|P01701|LV151_HUMAN, sp|P01699|LV144_HUMAN, sp|P01700|LV147_HUMAN, sp|A0A0B4J1U3|LV136_HUMAN	tr|A0A8C7AKS2|A0A8C7AKS2_NEOVI
OG0000051	sp|Q6IEV9|OR4CB_HUMAN	tr|A0A8C7C6B9|A0A8C7C6B9_NEOVI, tr|A0A8C7EN14|A0A8C7EN14_NEOVI, tr|A0A8C7APM4|A0A8C7APM4_NEOVI, tr|A0A8C7C017|A0A8C7C017_NEOVI, tr|A0A8C7AM00|A0A8C7AM00_NEOVI, tr|A0A8C7ALL8|A0A8C7ALL8_NEOVI, tr|A0A8C7ATS9|A0A8C7ATS9_NEOVI
OG0000051	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A8C7ASR5|A0A8C7ASR5_NEOVI, tr|A0A8C7ENA4|A0A8C7ENA4_NEOVI, tr|A0A8C7B000|A0A8C7B000_NEOVI, tr|A0A8C7ALV6|A0A8C7ALV6_NEOVI, tr|A0A8C7AR07|A0A8C7AR07_NEOVI, tr|A0A8C7AZR6|A0A8C7AZR6_NEOVI, tr|A0A8C7ENA2|A0A8C7ENA2_NEOVI
OG0000052	sp|Q6A162|K1C40_HUMAN	tr|A0A8C7ADF6|A0A8C7ADF6_NEOVI
OG0000052	sp|Q6A163|K1C39_HUMAN	tr|A0A8C7A9J3|A0A8C7A9J3_NEOVI
OG0000052	sp|Q92764|KRT35_HUMAN	tr|A0A8C7B653|A0A8C7B653_NEOVI
OG0000052	sp|O76013|KRT36_HUMAN	tr|A0A8C7AZE5|A0A8C7AZE5_NEOVI
OG0000053	sp|O95007|OR6B1_HUMAN	tr|A0A8C7C0F8|A0A8C7C0F8_NEOVI
OG0000053	sp|O95222|OR6A2_HUMAN	tr|A0A8C7ADG7|A0A8C7ADG7_NEOVI
OG0000053	sp|Q8NGX8|OR6Y1_HUMAN	tr|A0A8C7BXH6|A0A8C7BXH6_NEOVI
OG0000053	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A8C7BRU9|A0A8C7BRU9_NEOVI
OG0000054	sp|Q7Z5H5|VN1R4_HUMAN	tr|A0A8C7BW56|A0A8C7BW56_NEOVI
OG0000054	sp|Q8NFZ6|VN1R2_HUMAN	tr|A0A8C7C2B0|A0A8C7C2B0_NEOVI
OG0000054	sp|Q9GZP7|VN1R1_HUMAN	tr|A0A8C7CA60|A0A8C7CA60_NEOVI, tr|A0A8C7AYU5|A0A8C7AYU5_NEOVI, tr|A0A8C7AJW5|A0A8C7AJW5_NEOVI, tr|A0A8C7ARH8|A0A8C7ARH8_NEOVI, tr|A0A8C7B113|A0A8C7B113_NEOVI
OG0000054	sp|Q9BXE9|VN1R3_HUMAN	tr|A0A8C7C360|A0A8C7C360_NEOVI
OG0000056	sp|Q6IMI6|ST1C3_HUMAN	tr|A0A8C7ARQ2|A0A8C7ARQ2_NEOVI
OG0000056	sp|O75897|ST1C4_HUMAN	tr|A0A8C7EP45|A0A8C7EP45_NEOVI
OG0000056	sp|O00338|ST1C2_HUMAN	tr|A0A8C7EP41|A0A8C7EP41_NEOVI
OG0000056	sp|O43704|ST1B1_HUMAN	tr|U6CQE2|U6CQE2_NEOVI
OG0000056	sp|P49888|ST1E1_HUMAN	tr|A0A8C7BBJ3|A0A8C7BBJ3_NEOVI, tr|A0A8C7BEP5|A0A8C7BEP5_NEOVI
OG0000059	sp|P15813|CD1D_HUMAN	tr|A0A8C7C585|A0A8C7C585_NEOVI
OG0000059	sp|P29017|CD1C_HUMAN	tr|A0A8C7BRC7|A0A8C7BRC7_NEOVI
OG0000059	sp|P29016|CD1B_HUMAN	tr|A0A8C7EW88|A0A8C7EW88_NEOVI
OG0000059	sp|P06126|CD1A_HUMAN	tr|A0A8C7BVT5|A0A8C7BVT5_NEOVI, tr|A0A8C7EW69|A0A8C7EW69_NEOVI, tr|A0A8C7C5H4|A0A8C7C5H4_NEOVI, tr|A0A8C7EWH1|A0A8C7EWH1_NEOVI, tr|A0A8C7EWG7|A0A8C7EWG7_NEOVI, tr|A0A8C7BX90|A0A8C7BX90_NEOVI
OG0000060	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A8C7EJY7|A0A8C7EJY7_NEOVI
OG0000060	sp|Q96QV6|H2A1A_HUMAN	tr|A0A8C7ALB0|A0A8C7ALB0_NEOVI
OG0000060	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A8C7BY52|A0A8C7BY52_NEOVI
OG0000060	sp|Q16777|H2A2C_HUMAN	tr|A0A8C7ADT3|A0A8C7ADT3_NEOVI
OG0000062	sp|P63096|GNAI1_HUMAN	tr|A0A8C7A7Y3|A0A8C7A7Y3_NEOVI
OG0000062	sp|P08754|GNAI3_HUMAN	tr|A0A8C7EXJ5|A0A8C7EXJ5_NEOVI
OG0000062	sp|P09471|GNAO_HUMAN	tr|A0A8C7BAT6|A0A8C7BAT6_NEOVI
OG0000062	sp|P11488|GNAT1_HUMAN	tr|A0A8C7EIH5|A0A8C7EIH5_NEOVI
OG0000062	sp|P19087|GNAT2_HUMAN	tr|A0A8C7BXW0|A0A8C7BXW0_NEOVI
OG0000062	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A8C7A137|A0A8C7A137_NEOVI
OG0000062	sp|P04899|GNAI2_HUMAN	tr|A0A8C6ZZ01|A0A8C6ZZ01_NEOVI
OG0000064	sp|P38159|RBMX_HUMAN	tr|A0A8C7AA30|A0A8C7AA30_NEOVI
OG0000064	sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|P0DJD3|RBY1A_HUMAN	tr|A0A8C7BPK1|A0A8C7BPK1_NEOVI
OG0000064	sp|Q8N7X1|RMXL3_HUMAN	tr|A0A8C7AU87|A0A8C7AU87_NEOVI
OG0000064	sp|O75526|RMXL2_HUMAN	tr|A0A8C7BF76|A0A8C7BF76_NEOVI
OG0000065	sp|A6NMU1|O52A4_HUMAN	tr|A0A8C7B2K9|A0A8C7B2K9_NEOVI
OG0000065	sp|Q9UKL2|O52A1_HUMAN	tr|A0A8C7EM66|A0A8C7EM66_NEOVI, tr|A0A8C7ATY7|A0A8C7ATY7_NEOVI, tr|A0A8C7AFB5|A0A8C7AFB5_NEOVI, tr|A0A8C7A8A7|A0A8C7A8A7_NEOVI, tr|A0A8C7A897|A0A8C7A897_NEOVI, tr|A0A8C7AK79|A0A8C7AK79_NEOVI, tr|A0A8C7EKA5|A0A8C7EKA5_NEOVI, tr|A0A8C7AXY6|A0A8C7AXY6_NEOVI
OG0000065	sp|Q9H2C5|O52A5_HUMAN	tr|A0A8C7AUU0|A0A8C7AUU0_NEOVI, tr|A0A8C7EPY8|A0A8C7EPY8_NEOVI
OG0000066	sp|Q8NHC4|O10J5_HUMAN	tr|A0A8C6ZYA9|A0A8C6ZYA9_NEOVI
OG0000066	sp|Q5JRS4|O10J3_HUMAN	tr|A0A8C7A150|A0A8C7A150_NEOVI
OG0000066	sp|P0C629|O10J4_HUMAN	tr|A0A8C6ZX15|A0A8C6ZX15_NEOVI
OG0000066	sp|P30954|O10J1_HUMAN	tr|A0A8C7A2J1|A0A8C7A2J1_NEOVI, tr|A0A8C6ZY90|A0A8C6ZY90_NEOVI, tr|A0A8C7A572|A0A8C7A572_NEOVI
OG0000069	sp|Q5CZA5|ZN805_HUMAN, sp|O43296|ZN264_HUMAN	tr|A0A8C7B4C9|A0A8C7B4C9_NEOVI, tr|A0A8C7B848|A0A8C7B848_NEOVI
OG0000069	sp|P51504|ZNF80_HUMAN	tr|A0A8C7B8D5|A0A8C7B8D5_NEOVI, tr|A0A8C7BC01|A0A8C7BC01_NEOVI, tr|A0A8C7BGB5|A0A8C7BGB5_NEOVI, tr|A0A8C7EUK7|A0A8C7EUK7_NEOVI
OG0000069	sp|Q96NL3|ZN599_HUMAN, sp|Q7Z398|ZN550_HUMAN	tr|A0A8C7B8K9|A0A8C7B8K9_NEOVI
OG0000070	sp|Q9UKF5|ADA29_HUMAN	tr|A0A8C7EXZ0|A0A8C7EXZ0_NEOVI
OG0000070	sp|O43506|ADA20_HUMAN	tr|A0A8C7AS11|A0A8C7AS11_NEOVI
OG0000070	sp|Q9UKJ8|ADA21_HUMAN	tr|A0A8C7AJW6|A0A8C7AJW6_NEOVI
OG0000070	sp|Q9UKF2|ADA30_HUMAN	tr|A0A8C7AJK0|A0A8C7AJK0_NEOVI, tr|A0A8C7AHY7|A0A8C7AHY7_NEOVI, tr|A0A8C7AHS1|A0A8C7AHS1_NEOVI, tr|A0A8C7ALS0|A0A8C7ALS0_NEOVI, tr|A0A8C7BIB2|A0A8C7BIB2_NEOVI, tr|A0A8C7ANF8|A0A8C7ANF8_NEOVI
OG0000071	sp|A6NKD2|TSPY2_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8C7AN14|A0A8C7AN14_NEOVI
OG0000072	sp|P60410|KR108_HUMAN	tr|A0A8C7EMV5|A0A8C7EMV5_NEOVI
OG0000072	sp|P60368|KR102_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60370|KR105_HUMAN, sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN, sp|P60372|KR104_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN	tr|A0A8C7EMN4|A0A8C7EMN4_NEOVI
OG0000073	sp|Q96RB7|OR5MB_HUMAN	tr|A0A8C7C5R7|A0A8C7C5R7_NEOVI
OG0000073	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A8C7EYD5|A0A8C7EYD5_NEOVI, tr|A0A8C7CFE6|A0A8C7CFE6_NEOVI
OG0000073	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A8C7C3D2|A0A8C7C3D2_NEOVI
OG0000073	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A8C7C9R3|A0A8C7C9R3_NEOVI
OG0000074	sp|Q8N7M2|ZN283_HUMAN	tr|A0A8C7CHC5|A0A8C7CHC5_NEOVI
OG0000074	sp|Q86XU0|ZN677_HUMAN	tr|A0A8C7EX31|A0A8C7EX31_NEOVI, tr|A0A8C7ETV7|A0A8C7ETV7_NEOVI, tr|A0A8C7CBL7|A0A8C7CBL7_NEOVI, tr|A0A8C7B5D0|A0A8C7B5D0_NEOVI, tr|A0A8C7AF11|A0A8C7AF11_NEOVI, tr|A0A8C7C5K6|A0A8C7C5K6_NEOVI, tr|A0A8C7BZ80|A0A8C7BZ80_NEOVI, tr|A0A8C7BW96|A0A8C7BW96_NEOVI, tr|A0A8C7C1J1|A0A8C7C1J1_NEOVI, tr|A0A8C7BWE1|A0A8C7BWE1_NEOVI, tr|A0A8C7C1C8|A0A8C7C1C8_NEOVI
OG0000078	sp|Q8NGP9|O5AR1_HUMAN, sp|Q8N127|O5AS1_HUMAN, sp|Q13606|OR5I1_HUMAN, sp|Q8NGF4|O5AP2_HUMAN, sp|O95221|OR5F1_HUMAN, sp|Q8NGC0|O5AU1_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|P58182|O12D2_HUMAN, sp|P0C617|O5AL1_HUMAN, sp|P0C7N5|OR8U9_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|Q8NH10|OR8U1_HUMAN	tr|A0A8C7C9Q4|A0A8C7C9Q4_NEOVI
OG0000079	sp|P59047|NALP5_HUMAN	tr|A0A8C7B780|A0A8C7B780_NEOVI
OG0000079	sp|Q86W24|NAL14_HUMAN	tr|A0A8C7BF55|A0A8C7BF55_NEOVI
OG0000079	sp|P59046|NAL12_HUMAN	tr|A0A8C7A8X8|A0A8C7A8X8_NEOVI
OG0000079	sp|Q7RTR0|NLRP9_HUMAN, sp|Q96MN2|NALP4_HUMAN, sp|P59045|NAL11_HUMAN, sp|Q8WX94|NALP7_HUMAN, sp|Q9NX02|NALP2_HUMAN, sp|Q86W25|NAL13_HUMAN	tr|A0A8C7B240|A0A8C7B240_NEOVI
OG0000081	sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN	tr|A0A8C7A9R3|A0A8C7A9R3_NEOVI
OG0000081	sp|P28332|ADH6_HUMAN	tr|A0A8C7A9H2|A0A8C7A9H2_NEOVI
OG0000081	sp|P08319|ADH4_HUMAN	tr|A0A8C7AD30|A0A8C7AD30_NEOVI
OG0000081	sp|P11766|ADHX_HUMAN	tr|A0A8C7C8I6|A0A8C7C8I6_NEOVI, tr|A0A8C7ACE0|A0A8C7ACE0_NEOVI
OG0000082	sp|Q7Z3Y8|K1C27_HUMAN	tr|A0A8C7ADW5|A0A8C7ADW5_NEOVI
OG0000082	sp|Q7Z3Z0|K1C25_HUMAN	tr|A0A8C7EJ45|A0A8C7EJ45_NEOVI
OG0000082	sp|Q7Z3Y7|K1C28_HUMAN	tr|A0A8C7A2Z5|A0A8C7A2Z5_NEOVI
OG0000082	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A8C7A9Y9|A0A8C7A9Y9_NEOVI
