Orthogroup	Homo_sapiens	Vicugna_pacos
OG0000031	sp|Q8NGX0|O11L1_HUMAN	tr|A0A6J3AWX3|A0A6J3AWX3_VICPA, tr|A0A6J0ABY3|A0A6J0ABY3_VICPA, tr|A0A6J3AUM1|A0A6J3AUM1_VICPA, tr|A0A6I9ID52|A0A6I9ID52_VICPA, tr|A0A6J0B209|A0A6J0B209_VICPA, tr|A0A6J3AXX8|A0A6J3AXX8_VICPA, tr|A0A6I9HYA9|A0A6I9HYA9_VICPA, tr|A0A6I9I8F2|A0A6I9I8F2_VICPA, tr|A0A6J3AXY7|A0A6J3AXY7_VICPA, tr|A0A6J3AI88|A0A6J3AI88_VICPA, tr|A0A6I9IRX8|A0A6I9IRX8_VICPA
OG0000032	sp|P08729|K2C7_HUMAN	tr|A0A6J0AJ37|A0A6J0AJ37_VICPA
OG0000032	sp|P02538|K2C6A_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P13647|K2C5_HUMAN, sp|O95678|K2C75_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P19013|K2C4_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P05787|K2C8_HUMAN	tr|A0A6J3B1W6|A0A6J3B1W6_VICPA
OG0000034	sp|P58876|H2B1D_HUMAN	tr|A0A6J3BD30|A0A6J3BD30_VICPA
OG0000034	sp|Q99877|H2B1N_HUMAN	tr|A0A6I9IKF0|A0A6I9IKF0_VICPA
OG0000034	sp|Q16778|H2B2E_HUMAN	tr|A0A6I9IR64|A0A6I9IR64_VICPA
OG0000034	sp|P62807|H2B1C_HUMAN	tr|A0A6J3BEE2|A0A6J3BEE2_VICPA, tr|A0A6J3BHM8|A0A6J3BHM8_VICPA
OG0000034	sp|Q96A08|H2B1A_HUMAN	tr|A0A6J0B3N7|A0A6J0B3N7_VICPA, tr|A0A6J3BHS2|A0A6J3BHS2_VICPA, tr|A0A6J0B0T3|A0A6J0B0T3_VICPA, tr|A0A6J3BDP4|A0A6J3BDP4_VICPA, tr|A0A6I9IS35|A0A6I9IS35_VICPA, tr|A0A6J3AD55|A0A6J3AD55_VICPA, tr|A0A6J0B391|A0A6J0B391_VICPA, tr|A0A6I9IU73|A0A6I9IU73_VICPA, tr|A0A6I9HZX8|A0A6I9HZX8_VICPA, tr|A0A6I9HY27|A0A6I9HY27_VICPA
OG0000036	sp|P19012|K1C15_HUMAN	tr|A0A6I9IUK6|A0A6I9IUK6_VICPA
OG0000036	sp|P13646|K1C13_HUMAN	tr|A0A6I9IUK1|A0A6I9IUK1_VICPA
OG0000036	sp|P35527|K1C9_HUMAN	tr|A0A6I9IS25|A0A6I9IS25_VICPA
OG0000036	sp|P13645|K1C10_HUMAN	tr|A0A6J0AZ44|A0A6J0AZ44_VICPA
OG0000036	sp|Q99456|K1C12_HUMAN	tr|A0A6J3B820|A0A6J3B820_VICPA
OG0000036	sp|P08727|K1C19_HUMAN	tr|A0A6I9IRH4|A0A6I9IRH4_VICPA
OG0000036	sp|P02533|K1C14_HUMAN	tr|A0A6I9IRH0|A0A6I9IRH0_VICPA
OG0000036	sp|P08779|K1C16_HUMAN	tr|A0A6J0B468|A0A6J0B468_VICPA
OG0000036	sp|Q04695|K1C17_HUMAN	tr|A0A6I9IQM0|A0A6I9IQM0_VICPA
OG0000040	sp|Q8NGC1|O11G2_HUMAN	tr|A0A6J0B048|A0A6J0B048_VICPA, tr|A0A6J3A4J8|A0A6J3A4J8_VICPA
OG0000040	sp|Q8NGC8|O11H7_HUMAN	tr|A0A6I9ISZ3|A0A6I9ISZ3_VICPA
OG0000040	sp|Q8NGC9|O11H4_HUMAN	tr|A0A6I9IP73|A0A6I9IP73_VICPA
OG0000040	sp|Q8NGC7|O11H6_HUMAN	tr|A0A6J0B418|A0A6J0B418_VICPA
OG0000041	tr|B3KNS4|B3KNS4_HUMAN, sp|P61574|RE113_HUMAN, sp|P61576|REC04_HUMAN, sp|P61578|REC16_HUMAN, sp|P61568|ENK11_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63136|POK25_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN, sp|P10266|POK10_HUMAN, sp|P63135|POK7_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN	tr|A0A6J3A4E6|A0A6J3A4E6_VICPA
OG0000042	sp|Q15375|EPHA7_HUMAN	tr|A0A6I9I0H2|A0A6I9I0H2_VICPA
OG0000042	sp|P29322|EPHA8_HUMAN	tr|A0A6I9HVJ8|A0A6I9HVJ8_VICPA
OG0000042	sp|P29320|EPHA3_HUMAN	tr|A0A6I9IM51|A0A6I9IM51_VICPA
OG0000042	sp|P54756|EPHA5_HUMAN	tr|A0A6I9IS40|A0A6I9IS40_VICPA
OG0000042	sp|Q9UF33|EPHA6_HUMAN	tr|A0A6J3A3G1|A0A6J3A3G1_VICPA
OG0000042	sp|P54764|EPHA4_HUMAN	tr|A0A6I9I9U2|A0A6I9I9U2_VICPA
OG0000042	sp|P54753|EPHB3_HUMAN	tr|A0A6J3AUG7|A0A6J3AUG7_VICPA
OG0000042	sp|P29323|EPHB2_HUMAN	tr|A0A6I9HXX2|A0A6I9HXX2_VICPA
OG0000042	sp|P54762|EPHB1_HUMAN	tr|A0A6I9IN91|A0A6I9IN91_VICPA
OG0000044	sp|P13637|AT1A3_HUMAN	tr|A0A6I9IBQ4|A0A6I9IBQ4_VICPA
OG0000044	sp|P20648|ATP4A_HUMAN	tr|A0A6J3A2D3|A0A6J3A2D3_VICPA
OG0000044	sp|P54707|AT12A_HUMAN	tr|A0A6I9ISR8|A0A6I9ISR8_VICPA, tr|A0A6J3AFY4|A0A6J3AFY4_VICPA, tr|A0A6J3A6L3|A0A6J3A6L3_VICPA, tr|A0A6J3A9X8|A0A6J3A9X8_VICPA, tr|A0A6J3ABJ2|A0A6J3ABJ2_VICPA, tr|A0A6J3A7D6|A0A6J3A7D6_VICPA, tr|A0A6J0B4J7|A0A6J0B4J7_VICPA
OG0000044	sp|Q13733|AT1A4_HUMAN	tr|A0A6I9IPT8|A0A6I9IPT8_VICPA
OG0000044	sp|P50993|AT1A2_HUMAN	tr|A0A6I9IM24|A0A6I9IM24_VICPA
OG0000044	sp|P05023|AT1A1_HUMAN	tr|A0A6J0AWI0|A0A6J0AWI0_VICPA
OG0000045	sp|Q92527|ANKR7_HUMAN	tr|A0A6J0AYJ5|A0A6J0AYJ5_VICPA, tr|A0A6J3AEJ4|A0A6J3AEJ4_VICPA, tr|A0A6J3A3X5|A0A6J3A3X5_VICPA, tr|A0A6J3AE75|A0A6J3AE75_VICPA, tr|A0A6J3A9B7|A0A6J3A9B7_VICPA, tr|A0A6J3A471|A0A6J3A471_VICPA, tr|A0A6J3AFQ0|A0A6J3AFQ0_VICPA, tr|A0A6J3AEF3|A0A6J3AEF3_VICPA, tr|A0A6J3B4L5|A0A6J3B4L5_VICPA, tr|A0A6J3AAE9|A0A6J3AAE9_VICPA, tr|A0A6J3AE57|A0A6J3AE57_VICPA, tr|A0A6J3ABR0|A0A6J3ABR0_VICPA, tr|A0A6J3AGT4|A0A6J3AGT4_VICPA, tr|A0A6J0AQZ0|A0A6J0AQZ0_VICPA, tr|A0A6J3A7L2|A0A6J3A7L2_VICPA, tr|A0A6J3A7I6|A0A6J3A7I6_VICPA, tr|A0A6J3AAS2|A0A6J3AAS2_VICPA
OG0000046	sp|Q96RC9|OR8B4_HUMAN	tr|A0A6I9IGF1|A0A6I9IGF1_VICPA
OG0000046	sp|Q8NGM9|OR8D4_HUMAN	tr|A0A6I9ID98|A0A6I9ID98_VICPA, tr|A0A6I9IEE1|A0A6I9IEE1_VICPA, tr|A0A6J0APC1|A0A6J0APC1_VICPA, tr|A0A6J0B1U6|A0A6J0B1U6_VICPA, tr|A0A6I9ID64|A0A6I9ID64_VICPA, tr|A0A6I9IED6|A0A6I9IED6_VICPA, tr|A0A6I9IEH7|A0A6I9IEH7_VICPA, tr|A0A6I9IDV5|A0A6I9IDV5_VICPA, tr|A0A6I9IGI6|A0A6I9IGI6_VICPA, tr|A0A6I9IGE2|A0A6I9IGE2_VICPA, tr|A0A6I9IDV1|A0A6I9IDV1_VICPA, tr|A0A6I9IGD7|A0A6I9IGD7_VICPA, tr|A0A6I9IDY8|A0A6I9IDY8_VICPA, tr|A0A6I9ID67|A0A6I9ID67_VICPA, tr|A0A6I9IGD2|A0A6I9IGD2_VICPA
OG0000047	sp|Q96RB7|OR5MB_HUMAN	tr|A0A6J3BM46|A0A6J3BM46_VICPA
OG0000047	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A6J0B5V0|A0A6J0B5V0_VICPA, tr|A0A6J0B5G7|A0A6J0B5G7_VICPA, tr|A0A6I9IJX7|A0A6I9IJX7_VICPA
OG0000047	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A6J0AZ13|A0A6J0AZ13_VICPA, tr|A0A6J0AWY2|A0A6J0AWY2_VICPA
OG0000047	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A6I9IJN1|A0A6I9IJN1_VICPA, tr|A0A6J3A4Y8|A0A6J3A4Y8_VICPA
OG0000048	sp|Q6PG37|ZN790_HUMAN	tr|A0A6J0B060|A0A6J0B060_VICPA
OG0000048	sp|Q96NG8|ZN582_HUMAN	tr|A0A6J0AZW3|A0A6J0AZW3_VICPA
OG0000048	sp|Q969W8|ZN566_HUMAN	tr|A0A6J0AYE2|A0A6J0AYE2_VICPA, tr|A0A6J3A524|A0A6J3A524_VICPA
OG0000048	sp|Q86UE3|ZN546_HUMAN	tr|A0A6I9INX4|A0A6I9INX4_VICPA
OG0000048	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A6J3A6B2|A0A6J3A6B2_VICPA, tr|A0A6J0B1S3|A0A6J0B1S3_VICPA, tr|A0A6J0AY63|A0A6J0AY63_VICPA
OG0000049	sp|Q86XU0|ZN677_HUMAN	tr|A0A6J0AP02|A0A6J0AP02_VICPA, tr|A0A6J0AMI3|A0A6J0AMI3_VICPA, tr|A0A6J3AU43|A0A6J3AU43_VICPA, tr|A0A6J3AY29|A0A6J3AY29_VICPA, tr|A0A6J3AWU9|A0A6J3AWU9_VICPA, tr|A0A6J3A888|A0A6J3A888_VICPA, tr|A0A6J3AW31|A0A6J3AW31_VICPA, tr|A0A6J0ANZ7|A0A6J0ANZ7_VICPA, tr|A0A6J3AV37|A0A6J3AV37_VICPA, tr|A0A6J3AV41|A0A6J3AV41_VICPA, tr|A0A6J3AV62|A0A6J3AV62_VICPA, tr|A0A6J3AV27|A0A6J3AV27_VICPA, tr|A0A6J3AU84|A0A6J3AU84_VICPA, tr|A0A6J3AXZ8|A0A6J3AXZ8_VICPA, tr|A0A6J0AQ44|A0A6J0AQ44_VICPA, tr|A0A6J3ASB0|A0A6J3ASB0_VICPA, tr|A0A6J3AU88|A0A6J3AU88_VICPA
OG0000050	sp|A0A087X1G2|TBC3K_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|P35125|UBP6_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|Q2M2D7|TBC28_HUMAN, sp|Q9UFV1|TBC29_HUMAN, sp|Q92738|US6NL_HUMAN	tr|A0A6J2ZZA0|A0A6J2ZZA0_VICPA
OG0000052	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW12|TFKL7_HUMAN	tr|A0A6I9I270|A0A6I9I270_VICPA
OG0000054	sp|P34931|HS71L_HUMAN	tr|A0A6J0AW96|A0A6J0AW96_VICPA
OG0000054	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|A0A6I9IS21|A0A6I9IS21_VICPA
OG0000054	sp|P54652|HSP72_HUMAN	tr|A0A6I9I9E4|A0A6I9I9E4_VICPA
OG0000054	sp|P11142|HSP7C_HUMAN	tr|A0A6J0AQK1|A0A6J0AQK1_VICPA
OG0000054	sp|P11021|BIP_HUMAN	tr|A0A6J0B331|A0A6J0B331_VICPA, tr|A0A6J3AJZ4|A0A6J3AJZ4_VICPA, tr|A0A6I9I7L1|A0A6I9I7L1_VICPA
OG0000054	sp|P48741|HSP77_HUMAN, sp|P17066|HSP76_HUMAN	tr|A0A6I9IS04|A0A6I9IS04_VICPA
OG0000055	sp|Q02386|ZNF45_HUMAN	tr|A0A6J3AV59|A0A6J3AV59_VICPA
OG0000055	sp|Q9NYT6|ZN226_HUMAN, sp|Q14588|ZN234_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q86WZ6|ZN227_HUMAN, sp|A6NK53|ZN233_HUMAN, sp|Q14590|ZN235_HUMAN	tr|A0A6I9IC47|A0A6I9IC47_VICPA
OG0000056	sp|Q9UGM3|DMBT1_HUMAN	tr|A0A6J3A6Q6|A0A6J3A6Q6_VICPA
OG0000056	sp|Q4G0T1|SRCRM_HUMAN	tr|A0A6J3A9M5|A0A6J3A9M5_VICPA
OG0000056	sp|Q9NR16|C163B_HUMAN, sp|Q86VB7|C163A_HUMAN	tr|A0A6J2ZZU1|A0A6J2ZZU1_VICPA
OG0000056	sp|Q9UEW3|MARCO_HUMAN	tr|A0A6J2ZYQ7|A0A6J2ZYQ7_VICPA, tr|A0A6J0AK87|A0A6J0AK87_VICPA
OG0000057	sp|Q8NGV5|O13D1_HUMAN	tr|A0A6I9IIT8|A0A6I9IIT8_VICPA, tr|A0A6I9I8J0|A0A6I9I8J0_VICPA, tr|A0A6I9I8N3|A0A6I9I8N3_VICPA, tr|A0A6I9I8R6|A0A6I9I8R6_VICPA, tr|A0A6J0AJA9|A0A6J0AJA9_VICPA, tr|A0A6I9I5D4|A0A6I9I5D4_VICPA, tr|A0A6J3AEX8|A0A6J3AEX8_VICPA, tr|A0A6I9ILA8|A0A6I9ILA8_VICPA, tr|A0A6I9ILM3|A0A6I9ILM3_VICPA, tr|A0A6J0AW40|A0A6J0AW40_VICPA, tr|A0A6J0AKJ6|A0A6J0AKJ6_VICPA, tr|A0A6J3AJ21|A0A6J3AJ21_VICPA, tr|A0A6I9IVA9|A0A6I9IVA9_VICPA, tr|A0A6J0ATK3|A0A6J0ATK3_VICPA, tr|A0A6I9IJ79|A0A6I9IJ79_VICPA
OG0000061	sp|Q96IX9|A26L1_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9H560|ANR19_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5SQ80|A20A2_HUMAN	tr|A0A6I9I9K8|A0A6I9I9K8_VICPA
OG0000064	sp|Q8NH50|OR8K5_HUMAN	tr|A0A6J0AYY7|A0A6J0AYY7_VICPA
OG0000064	sp|Q8NGG5|OR8K1_HUMAN	tr|A0A6J0B4A2|A0A6J0B4A2_VICPA, tr|A0A6J0AVH8|A0A6J0AVH8_VICPA
OG0000064	sp|Q8NH51|OR8K3_HUMAN	tr|A0A6I9IJX1|A0A6I9IJX1_VICPA, tr|A0A6I9IML4|A0A6I9IML4_VICPA, tr|A0A6J0AVL5|A0A6J0AVL5_VICPA, tr|A0A6I9IIW5|A0A6I9IIW5_VICPA, tr|A0A6I9IJM5|A0A6I9IJM5_VICPA, tr|A0A6I9IIQ2|A0A6I9IIQ2_VICPA, tr|A0A6I9IMF7|A0A6I9IMF7_VICPA
OG0000065	sp|Q9Y2G5|OFUT2_HUMAN	tr|A0A6J3AUR7|A0A6J3AUR7_VICPA, tr|A0A6J0B3R5|A0A6J0B3R5_VICPA, tr|A0A6J3B5H7|A0A6J3B5H7_VICPA, tr|A0A6J3ABL6|A0A6J3ABL6_VICPA, tr|A0A6I9I8J2|A0A6I9I8J2_VICPA, tr|A0A6J3AI00|A0A6J3AI00_VICPA, tr|A0A6J3A7I2|A0A6J3A7I2_VICPA, tr|A0A6J3ADJ5|A0A6J3ADJ5_VICPA, tr|A0A6J3ADD6|A0A6J3ADD6_VICPA, tr|A0A6J3ACV9|A0A6J3ACV9_VICPA, tr|A0A6J3ABR9|A0A6J3ABR9_VICPA, tr|A0A6J3A364|A0A6J3A364_VICPA, tr|A0A6J3A2K8|A0A6J3A2K8_VICPA, tr|A0A6J3A1H1|A0A6J3A1H1_VICPA
OG0000068	sp|P24903|CP2F1_HUMAN	tr|A0A6J3ASW7|A0A6J3ASW7_VICPA
OG0000068	sp|P20813|CP2B6_HUMAN	tr|A0A6I9IL93|A0A6I9IL93_VICPA, tr|A0A6J3AZN0|A0A6J3AZN0_VICPA, tr|A0A6I9INW5|A0A6I9INW5_VICPA
OG0000068	sp|P05181|CP2E1_HUMAN	tr|A0A6J0AUE3|A0A6J0AUE3_VICPA, tr|A0A6J3AVS1|A0A6J3AVS1_VICPA, tr|A0A6J3A418|A0A6J3A418_VICPA, tr|A0A6J0AQR7|A0A6J0AQR7_VICPA, tr|A0A6J3B0K0|A0A6J3B0K0_VICPA, tr|A0A6J3AWN0|A0A6J3AWN0_VICPA, tr|A0A6J3AAU3|A0A6J3AAU3_VICPA
OG0000069	sp|Q8NGP9|O5AR1_HUMAN	tr|A0A6I9IIQ7|A0A6I9IIQ7_VICPA
OG0000069	sp|Q8NH18|OR5J2_HUMAN	tr|A0A6J0B4A7|A0A6J0B4A7_VICPA, tr|A0A6J3BR59|A0A6J3BR59_VICPA, tr|A0A6I9IMK4|A0A6I9IMK4_VICPA, tr|A0A6J0AYY2|A0A6J0AYY2_VICPA, tr|A0A6J0AWV8|A0A6J0AWV8_VICPA, tr|A0A6J0B455|A0A6J0B455_VICPA, tr|A0A6I9IIP7|A0A6I9IIP7_VICPA, tr|A0A6I9IMK5|A0A6I9IMK5_VICPA, tr|A0A6J0B150|A0A6J0B150_VICPA, tr|A0A6I9IK49|A0A6I9IK49_VICPA, tr|A0A6J3A466|A0A6J3A466_VICPA
OG0000070	sp|P63096|GNAI1_HUMAN	tr|A0A6I9IQZ4|A0A6I9IQZ4_VICPA
OG0000070	sp|P09471|GNAO_HUMAN	tr|A0A6I9IN88|A0A6I9IN88_VICPA
OG0000070	sp|P11488|GNAT1_HUMAN	tr|A0A6J0AC89|A0A6J0AC89_VICPA
OG0000070	sp|P19087|GNAT2_HUMAN	tr|A0A6I9HYV5|A0A6I9HYV5_VICPA
OG0000070	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A6I9IJ94|A0A6I9IJ94_VICPA
OG0000070	sp|P04899|GNAI2_HUMAN	tr|A0A6I9HUY2|A0A6I9HUY2_VICPA
OG0000070	sp|P08754|GNAI3_HUMAN	tr|A0A6I9HY63|A0A6I9HY63_VICPA
OG0000071	sp|O95371|OR2C1_HUMAN, sp|Q8NGE3|O10P1_HUMAN, sp|A6NFC9|OR2W5_HUMAN, sp|Q8NGZ4|OR2G3_HUMAN, sp|Q5TZ20|OR2G6_HUMAN, sp|P59922|OR2B8_HUMAN, sp|Q9GZK6|OR2J1_HUMAN, sp|O76002|OR2J2_HUMAN, sp|O76001|OR2J3_HUMAN, sp|Q7Z3T1|OR2W3_HUMAN, sp|Q8NHA6|OR2W6_HUMAN, sp|Q8NGU4|OR2I1_HUMAN, sp|Q8NGV0|OR2Y1_HUMAN	tr|A0A6J0ATP3|A0A6J0ATP3_VICPA
OG0000072	sp|A0A075B6X5|TVA18_HUMAN	tr|A0A6J3ALH1|A0A6J3ALH1_VICPA
OG0000072	sp|A0A0B4J280|TVA40_HUMAN, sp|A0A087WT02|TVA92_HUMAN, sp|A0A075B6T8|TVA91_HUMAN, sp|A0A0B4J244|TVA3_HUMAN, sp|A0A0A6YYK6|TVA16_HUMAN, sp|A0A0B4J262|TVA86_HUMAN, sp|P01737|TVA84_HUMAN, sp|A0A0B4J237|TVA82_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN, sp|A0A0A6YYK1|TVA81_HUMAN, sp|A0A0A6YYJ7|TVA83_HUMAN	tr|A0A6J3A558|A0A6J3A558_VICPA
OG0000073	sp|A6NLW8|DUXA_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ85|DU4L2_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN	tr|A0A6J0B1K8|A0A6J0B1K8_VICPA
OG0000074	sp|A6NLI5|TR64C_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|A6NDI0|TR49B_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN	tr|A0A6I9IT93|A0A6I9IT93_VICPA
OG0000075	sp|P0C626|OR5G3_HUMAN	tr|A0A6J3BMG2|A0A6J3BMG2_VICPA, tr|A0A6J3BNI7|A0A6J3BNI7_VICPA
OG0000075	sp|Q8NH69|OR5W2_HUMAN	tr|A0A6J0AUR2|A0A6J0AUR2_VICPA, tr|A0A6I9IUY8|A0A6I9IUY8_VICPA, tr|A0A6J0B1S8|A0A6J0B1S8_VICPA, tr|A0A6I9IML6|A0A6I9IML6_VICPA, tr|A0A6I9IK00|A0A6I9IK00_VICPA, tr|A0A6I9IIV4|A0A6I9IIV4_VICPA, tr|A0A6I9IMF2|A0A6I9IMF2_VICPA, tr|A0A6J0AWY9|A0A6J0AWY9_VICPA, tr|A0A6I9IK40|A0A6I9IK40_VICPA, tr|A0A6J0AYX8|A0A6J0AYX8_VICPA
OG0000076	sp|Q8NH19|O10AG_HUMAN	tr|A0A6J0AUP3|A0A6J0AUP3_VICPA, tr|A0A6J0AWV1|A0A6J0AWV1_VICPA
OG0000076	sp|Q8NGE5|O10A7_HUMAN	tr|A0A6I9I3V2|A0A6I9I3V2_VICPA
OG0000076	sp|Q9H209|O10A4_HUMAN	tr|A0A6J3ATQ7|A0A6J3ATQ7_VICPA, tr|A0A6I9I7L7|A0A6I9I7L7_VICPA
OG0000080	sp|Q7Z398|ZN550_HUMAN	tr|A0A6J3AYF5|A0A6J3AYF5_VICPA
OG0000080	sp|Q96NL3|ZN599_HUMAN	tr|A0A6I9IP38|A0A6I9IP38_VICPA
OG0000080	sp|P51504|ZNF80_HUMAN	tr|A0A6J3AUF3|A0A6J3AUF3_VICPA, tr|A0A6J3ATT7|A0A6J3ATT7_VICPA
OG0000080	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|A0A6J3AY91|A0A6J3AY91_VICPA
OG0000080	sp|Q5CZA5|ZN805_HUMAN, sp|O43296|ZN264_HUMAN	tr|A0A6J0AZU6|A0A6J0AZU6_VICPA
OG0000082	sp|Q9UI33|SCNBA_HUMAN	tr|A0A6J3BA88|A0A6J3BA88_VICPA
OG0000082	sp|Q01118|SCN7A_HUMAN	tr|A0A6J3B759|A0A6J3B759_VICPA, tr|A0A6J0ACT5|A0A6J0ACT5_VICPA, tr|A0A6J3AIG2|A0A6J3AIG2_VICPA, tr|A0A6J3AL14|A0A6J3AL14_VICPA, tr|A0A6J0AIA0|A0A6J0AIA0_VICPA, tr|A0A6J3ALX5|A0A6J3ALX5_VICPA, tr|A0A6J0AC06|A0A6J0AC06_VICPA, tr|A0A6I9I3M8|A0A6I9I3M8_VICPA, tr|A0A6J3B6W8|A0A6J3B6W8_VICPA, tr|A0A6J3AIF3|A0A6J3AIF3_VICPA
OG0000083	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A6I9I4P0|A0A6I9I4P0_VICPA
OG0000083	sp|Q9H210|OR2D2_HUMAN	tr|A0A6J0AGF3|A0A6J0AGF3_VICPA, tr|A0A6I9I7Q2|A0A6I9I7Q2_VICPA, tr|A0A6J0AIC6|A0A6J0AIC6_VICPA, tr|A0A6J0B4F4|A0A6J0B4F4_VICPA, tr|A0A6I9IMB7|A0A6I9IMB7_VICPA, tr|A0A6I9ISC2|A0A6I9ISC2_VICPA, tr|A0A6J0B4I4|A0A6J0B4I4_VICPA, tr|A0A6J0B4F0|A0A6J0B4F0_VICPA, tr|A0A6I9IUW2|A0A6I9IUW2_VICPA, tr|A0A6I9I7V3|A0A6I9I7V3_VICPA
OG0000085	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A6J0AJM4|A0A6J0AJM4_VICPA
OG0000085	sp|Q8NH94|OR1L1_HUMAN	tr|A0A6I9I8Y2|A0A6I9I8Y2_VICPA
OG0000085	sp|Q8NH93|OR1L3_HUMAN	tr|A0A6I9I7F6|A0A6I9I7F6_VICPA
OG0000087	sp|Q5MCW4|ZN569_HUMAN	tr|A0A6J3AWL7|A0A6J3AWL7_VICPA
OG0000087	sp|P17032|ZN37A_HUMAN	tr|A0A6J3AK29|A0A6J3AK29_VICPA, tr|A0A6J3AUR9|A0A6J3AUR9_VICPA, tr|A0A6J0AGD1|A0A6J0AGD1_VICPA, tr|A0A6J3BML6|A0A6J3BML6_VICPA, tr|A0A6J3A820|A0A6J3A820_VICPA, tr|A0A6J3AD41|A0A6J3AD41_VICPA, tr|A0A6J3AG35|A0A6J3AG35_VICPA
