Orthogroup	Homo_sapiens	Theropithecus_gelada
OG0000037	sp|Q8N9U9|SPOT1_HUMAN	tr|A0A8D2E7N7|A0A8D2E7N7_THEGE, tr|A0A8D2E3A0|A0A8D2E3A0_THEGE, tr|A0A8D2EVZ7|A0A8D2EVZ7_THEGE, tr|A0A8D2G6T7|A0A8D2G6T7_THEGE, tr|A0A8D2G4A1|A0A8D2G4A1_THEGE, tr|A0A8D2K761|A0A8D2K761_THEGE, tr|A0A8D2K5T5|A0A8D2K5T5_THEGE, tr|A0A8D2FQF7|A0A8D2FQF7_THEGE, tr|A0A8D2F259|A0A8D2F259_THEGE, tr|A0A8D2FCI9|A0A8D2FCI9_THEGE, tr|A0A8D2FR57|A0A8D2FR57_THEGE, tr|A0A8D2EHE2|A0A8D2EHE2_THEGE, tr|A0A8D2EIF7|A0A8D2EIF7_THEGE, tr|A0A8D2K255|A0A8D2K255_THEGE
OG0000041	sp|Q8NGK5|O52M1_HUMAN	tr|A0A8D2G1F2|A0A8D2G1F2_THEGE
OG0000041	sp|Q9H2C5|O52A5_HUMAN	tr|A0A8D2FZV0|A0A8D2FZV0_THEGE, tr|A0A8D2K6Z9|A0A8D2K6Z9_THEGE
OG0000041	sp|A6NMU1|O52A4_HUMAN, sp|Q9UKL2|O52A1_HUMAN	tr|A0A8D2K6Z1|A0A8D2K6Z1_THEGE
OG0000043	sp|Q14588|ZN234_HUMAN	tr|A0A8D2FEX8|A0A8D2FEX8_THEGE
OG0000043	sp|Q9UK13|ZN221_HUMAN	tr|A0A8D2FIU9|A0A8D2FIU9_THEGE
OG0000043	sp|Q9NZL3|ZN224_HUMAN	tr|A0A8D2K3F9|A0A8D2K3F9_THEGE
OG0000043	sp|Q9UK10|ZN225_HUMAN	tr|A0A8D2FJ85|A0A8D2FJ85_THEGE
OG0000043	sp|Q2VY69|ZN284_HUMAN	tr|A0A8D2FL24|A0A8D2FL24_THEGE
OG0000043	sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN	tr|A0A8D2K3I9|A0A8D2K3I9_THEGE
OG0000044	sp|A0A075B6K5|LV39_HUMAN	tr|A0A8D2E529|A0A8D2E529_THEGE
OG0000044	sp|A0A075B6J6|LV322_HUMAN, sp|P01718|LV327_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|A0A075B6K4|LV310_HUMAN	tr|A0A8D2E356|A0A8D2E356_THEGE, tr|A0A8D2E2X8|A0A8D2E2X8_THEGE
OG0000044	sp|A0A0A0MS00|LV332_HUMAN	tr|A0A8D2JTD7|A0A8D2JTD7_THEGE, tr|A0A8D2JTQ1|A0A8D2JTQ1_THEGE
OG0000045	sp|Q96RC9|OR8B4_HUMAN	tr|A0A8D2GHU3|A0A8D2GHU3_THEGE, tr|A0A8D2GG60|A0A8D2GG60_THEGE, tr|A0A8D2G871|A0A8D2G871_THEGE, tr|A0A8D2K9U5|A0A8D2K9U5_THEGE, tr|A0A8D2G7P1|A0A8D2G7P1_THEGE, tr|A0A8D2K9X0|A0A8D2K9X0_THEGE, tr|A0A8D2GFG9|A0A8D2GFG9_THEGE, tr|A0A8D2K9K7|A0A8D2K9K7_THEGE, tr|A0A8D2G882|A0A8D2G882_THEGE, tr|A0A8D2GGH8|A0A8D2GGH8_THEGE, tr|A0A8D2GBG2|A0A8D2GBG2_THEGE, tr|A0A8D2G8C3|A0A8D2G8C3_THEGE, tr|A0A8D2GFQ2|A0A8D2GFQ2_THEGE, tr|A0A8D2GF51|A0A8D2GF51_THEGE
OG0000046	sp|P07195|LDHB_HUMAN	tr|A0A8D2F498|A0A8D2F498_THEGE
OG0000046	sp|P00338|LDHA_HUMAN	tr|A0A8D2F1K5|A0A8D2F1K5_THEGE
OG0000046	sp|P07864|LDHC_HUMAN	tr|A0A8D2ESR8|A0A8D2ESR8_THEGE
OG0000046	sp|Q9BYZ2|LDH6B_HUMAN	tr|A0A8D2FNE5|A0A8D2FNE5_THEGE
OG0000046	sp|Q6ZMR3|LDH6A_HUMAN	tr|A0A8D2EZQ5|A0A8D2EZQ5_THEGE
OG0000052	sp|P04899|GNAI2_HUMAN	tr|A0A8D2EJU1|A0A8D2EJU1_THEGE
OG0000052	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A8D2EJV8|A0A8D2EJV8_THEGE
OG0000052	sp|P19087|GNAT2_HUMAN	tr|A0A8D2E8I9|A0A8D2E8I9_THEGE
OG0000052	sp|P11488|GNAT1_HUMAN	tr|A0A8D2JW46|A0A8D2JW46_THEGE
OG0000052	sp|P09471|GNAO_HUMAN	tr|A0A8D2G204|A0A8D2G204_THEGE
OG0000052	sp|P08754|GNAI3_HUMAN	tr|A0A8D2E1Y8|A0A8D2E1Y8_THEGE
OG0000052	sp|P63096|GNAI1_HUMAN	tr|A0A8D2EUA7|A0A8D2EUA7_THEGE
OG0000053	sp|Q8NGH9|O52E4_HUMAN	tr|A0A8D2JZ97|A0A8D2JZ97_THEGE
OG0000053	sp|Q9H346|O52D1_HUMAN, sp|Q8NGK2|O52B4_HUMAN, sp|Q8NH60|O52J3_HUMAN	tr|A0A8D2G1R0|A0A8D2G1R0_THEGE
OG0000053	sp|Q6IFG1|O52E8_HUMAN, sp|Q96RD3|O52E6_HUMAN	tr|A0A8D2FVU0|A0A8D2FVU0_THEGE
OG0000053	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A8D2K734|A0A8D2K734_THEGE
OG0000053	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A8D2G287|A0A8D2G287_THEGE
OG0000055	sp|O43812|DUX1_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|A6NLW8|DUXA_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ85|DU4L2_HUMAN	tr|A0A8D2EY84|A0A8D2EY84_THEGE
OG0000056	sp|P22626|ROA2_HUMAN	tr|A0A8D2FWY1|A0A8D2FWY1_THEGE, tr|A0A8D2EXR3|A0A8D2EXR3_THEGE, tr|A0A8D2FT45|A0A8D2FT45_THEGE, tr|A0A8D2FM36|A0A8D2FM36_THEGE, tr|A0A8D2FML9|A0A8D2FML9_THEGE, tr|A0A8D2EJQ9|A0A8D2EJQ9_THEGE, tr|A0A8D2K9M1|A0A8D2K9M1_THEGE, tr|A0A8D2G9S8|A0A8D2G9S8_THEGE, tr|A0A8D2FNN9|A0A8D2FNN9_THEGE, tr|A0A8D2FZ10|A0A8D2FZ10_THEGE, tr|A0A8D2FKT6|A0A8D2FKT6_THEGE, tr|A0A8D2EZH3|A0A8D2EZH3_THEGE, tr|A0A8D2EXA5|A0A8D2EXA5_THEGE
OG0000057	sp|Q8NGL9|OR4CG_HUMAN	tr|A0A8D2EQ42|A0A8D2EQ42_THEGE, tr|A0A8D2G479|A0A8D2G479_THEGE, tr|A0A8D2F197|A0A8D2F197_THEGE, tr|A0A8D2G2F5|A0A8D2G2F5_THEGE, tr|A0A8D2K7Q0|A0A8D2K7Q0_THEGE, tr|A0A8D2G4N6|A0A8D2G4N6_THEGE, tr|A0A8D2K7B9|A0A8D2K7B9_THEGE, tr|A0A8D2G4I7|A0A8D2G4I7_THEGE, tr|A0A8D2K7M4|A0A8D2K7M4_THEGE, tr|A0A8D2FXK2|A0A8D2FXK2_THEGE, tr|A0A8D2FWQ9|A0A8D2FWQ9_THEGE, tr|A0A8D2G4F9|A0A8D2G4F9_THEGE, tr|A0A8D2G6A1|A0A8D2G6A1_THEGE
OG0000058	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A8D2EN10|A0A8D2EN10_THEGE
OG0000058	sp|Q8NDQ6|ZN540_HUMAN	tr|A0A8D2EML0|A0A8D2EML0_THEGE
OG0000058	sp|O75290|Z780A_HUMAN	tr|A0A8D2EAQ5|A0A8D2EAQ5_THEGE, tr|A0A8D2G6U1|A0A8D2G6U1_THEGE
OG0000058	sp|Q6PG37|ZN790_HUMAN	tr|A0A8D2EP67|A0A8D2EP67_THEGE, tr|A0A8D2JXH9|A0A8D2JXH9_THEGE
OG0000058	sp|Q96SK3|ZN607_HUMAN	tr|A0A8D2EJL2|A0A8D2EJL2_THEGE
OG0000058	sp|Q86YE8|ZN573_HUMAN	tr|A0A8D2EP39|A0A8D2EP39_THEGE
OG0000059	sp|Q96QV6|H2A1A_HUMAN	tr|A0A8D2FV05|A0A8D2FV05_THEGE, tr|A0A8D2EWW9|A0A8D2EWW9_THEGE, tr|A0A8D2F3D4|A0A8D2F3D4_THEGE, tr|A0A8D2K707|A0A8D2K707_THEGE, tr|A0A8D2EED4|A0A8D2EED4_THEGE, tr|A0A8D2EDA9|A0A8D2EDA9_THEGE, tr|A0A8D2ED75|A0A8D2ED75_THEGE, tr|A0A8D2FRH5|A0A8D2FRH5_THEGE, tr|A0A8D2FY80|A0A8D2FY80_THEGE, tr|A0A8D2EPW7|A0A8D2EPW7_THEGE, tr|A0A8D2FZE6|A0A8D2FZE6_THEGE, tr|A0A8D2E3C5|A0A8D2E3C5_THEGE, tr|A0A8D2EAV4|A0A8D2EAV4_THEGE
OG0000060	sp|A6NJ88|SGE2P_HUMAN, sp|Q9NXZ1|SAGE1_HUMAN, sp|P0DMU9|CT45A_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|P0DMV0|CT457_HUMAN	tr|A0A8D2E776|A0A8D2E776_THEGE, tr|A0A8D2E8H9|A0A8D2E8H9_THEGE
OG0000061	sp|Q4U2R8|S22A6_HUMAN	tr|A0A8D2FEZ5|A0A8D2FEZ5_THEGE
OG0000061	sp|Q8TCC7|S22A8_HUMAN	tr|A0A8D2FBS5|A0A8D2FBS5_THEGE
OG0000061	sp|Q96S37|S22AC_HUMAN	tr|A0A8D2F1J4|A0A8D2F1J4_THEGE
OG0000061	sp|Q9NSA0|S22AB_HUMAN	tr|A0A8D2F4F6|A0A8D2F4F6_THEGE
OG0000064	sp|Q6IFN5|O7E24_HUMAN	tr|A0A8D2G0F2|A0A8D2G0F2_THEGE, tr|A0A8D2G0C8|A0A8D2G0C8_THEGE, tr|A0A8D2G2A6|A0A8D2G2A6_THEGE, tr|A0A8D2K6S0|A0A8D2K6S0_THEGE, tr|A0A8D2FKF6|A0A8D2FKF6_THEGE, tr|A0A8D2EPZ8|A0A8D2EPZ8_THEGE, tr|A0A8D2EUC4|A0A8D2EUC4_THEGE, tr|A0A8D2JXZ6|A0A8D2JXZ6_THEGE, tr|A0A8D2EPD1|A0A8D2EPD1_THEGE, tr|A0A8D2EQ65|A0A8D2EQ65_THEGE, tr|A0A8D2G0X5|A0A8D2G0X5_THEGE, tr|A0A8D2FYJ5|A0A8D2FYJ5_THEGE
OG0000068	sp|P03901|NU4LM_HUMAN	tr|A0A8D2GKZ0|A0A8D2GKZ0_THEGE, tr|A0A8D2E6Y6|A0A8D2E6Y6_THEGE, tr|A0A8D2G9C4|A0A8D2G9C4_THEGE, tr|A0A8D2EYJ6|A0A8D2EYJ6_THEGE, tr|A0A8D2FFE9|A0A8D2FFE9_THEGE, tr|A0A8D2EY67|A0A8D2EY67_THEGE, tr|A0A8D2FGY6|A0A8D2FGY6_THEGE, tr|A0A8D2FN74|A0A8D2FN74_THEGE, tr|A0A8D2GH16|A0A8D2GH16_THEGE, tr|A0A8D2ELL0|A0A8D2ELL0_THEGE, tr|A0A8D2K7Y3|A0A8D2K7Y3_THEGE
OG0000069	sp|Q01955|CO4A3_HUMAN	tr|A0A8D2FF16|A0A8D2FF16_THEGE
OG0000069	sp|P02462|CO4A1_HUMAN	tr|A0A8D2FBT7|A0A8D2FBT7_THEGE
OG0000069	sp|P29400|CO4A5_HUMAN	tr|A0A8D2FDZ7|A0A8D2FDZ7_THEGE
OG0000069	sp|P53420|CO4A4_HUMAN	tr|A0A8D2FC82|A0A8D2FC82_THEGE
OG0000069	sp|P08572|CO4A2_HUMAN	tr|A0A8D2F1I4|A0A8D2F1I4_THEGE
OG0000069	sp|Q14031|CO4A6_HUMAN	tr|A0A8D2FD45|A0A8D2FD45_THEGE
OG0000070	sp|Q9HBT6|CAD20_HUMAN	tr|A0A8D2E3T4|A0A8D2E3T4_THEGE
OG0000070	sp|Q9ULB5|CADH7_HUMAN	tr|A0A8D2EFN7|A0A8D2EFN7_THEGE
OG0000070	sp|P55289|CAD12_HUMAN	tr|A0A8D2EC98|A0A8D2EC98_THEGE
OG0000070	sp|Q9ULB4|CADH9_HUMAN	tr|A0A8D2EH58|A0A8D2EH58_THEGE
OG0000070	sp|P55285|CADH6_HUMAN	tr|A0A8D2EHR0|A0A8D2EHR0_THEGE
OG0000070	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A8D2E828|A0A8D2E828_THEGE
OG0000071	sp|P08238|HS90B_HUMAN	tr|A0A8D2GEU6|A0A8D2GEU6_THEGE
OG0000071	sp|Q58FG1|HS904_HUMAN	tr|A0A8D2F3R5|A0A8D2F3R5_THEGE
OG0000071	sp|P07900|HS90A_HUMAN	tr|A0A8D2K3J6|A0A8D2K3J6_THEGE
OG0000072	sp|Q9H0R5|GBP3_HUMAN	tr|A0A8D2FSC8|A0A8D2FSC8_THEGE
OG0000072	sp|Q6ZN66|GBP6_HUMAN	tr|A0A8D2EW11|A0A8D2EW11_THEGE
OG0000072	sp|Q96PP9|GBP4_HUMAN, sp|Q8N8V2|GBP7_HUMAN	tr|A0A8D2FSQ1|A0A8D2FSQ1_THEGE
OG0000072	sp|P32456|GBP2_HUMAN	tr|A0A8D2K685|A0A8D2K685_THEGE
OG0000072	sp|P32455|GBP1_HUMAN	tr|A0A8D2FSC7|A0A8D2FSC7_THEGE
OG0000073	sp|Q6IEZ7|OR2T5_HUMAN, sp|Q8NH02|O2T29_HUMAN, sp|Q8NH00|OR2T4_HUMAN	tr|A0A8D2K5C3|A0A8D2K5C3_THEGE
OG0000073	sp|Q8NGX1|O2T34_HUMAN, sp|Q8NH03|OR2T3_HUMAN, sp|P0C7T2|OR2T7_HUMAN, sp|Q8NH01|O2T11_HUMAN, sp|Q6IF00|OR2T2_HUMAN, sp|Q8NGX2|O2T35_HUMAN, sp|Q8NGZ9|O2T10_HUMAN	tr|A0A8D2FJV1|A0A8D2FJV1_THEGE
OG0000074	sp|P05023|AT1A1_HUMAN	tr|A0A8D2EI52|A0A8D2EI52_THEGE
OG0000074	sp|P13637|AT1A3_HUMAN	tr|A0A8D2FWF0|A0A8D2FWF0_THEGE
OG0000074	sp|Q13733|AT1A4_HUMAN	tr|A0A8D2JWN5|A0A8D2JWN5_THEGE
OG0000074	sp|P20648|ATP4A_HUMAN	tr|A0A8D2EX52|A0A8D2EX52_THEGE
OG0000074	sp|P54707|AT12A_HUMAN	tr|A0A8D2FPY1|A0A8D2FPY1_THEGE
OG0000074	sp|P50993|AT1A2_HUMAN	tr|A0A8D2EHF6|A0A8D2EHF6_THEGE
OG0000075	sp|Q8NGV6|OR5H6_HUMAN, sp|A6NHG9|O5H14_HUMAN	tr|A0A8D2FYU3|A0A8D2FYU3_THEGE
OG0000075	sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN	tr|A0A8D2G086|A0A8D2G086_THEGE
OG0000075	sp|P0DN80|OR5H8_HUMAN	tr|A0A8D2K6U6|A0A8D2K6U6_THEGE
OG0000075	sp|P0C628|O5AC1_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|Q8NGV7|OR5H2_HUMAN	tr|A0A8D2G0A1|A0A8D2G0A1_THEGE
OG0000076	sp|Q9HBQ8|GGA2B_HUMAN	tr|A0A8D2GHS0|A0A8D2GHS0_THEGE
OG0000076	sp|Q08379|GOGA2_HUMAN	tr|A0A8D2F1Y2|A0A8D2F1Y2_THEGE, tr|A0A8D2K5L6|A0A8D2K5L6_THEGE, tr|A0A8D2E6N4|A0A8D2E6N4_THEGE, tr|A0A8D2EET3|A0A8D2EET3_THEGE, tr|A0A8D2EB62|A0A8D2EB62_THEGE, tr|A0A8D2FK59|A0A8D2FK59_THEGE, tr|A0A8D2FBA6|A0A8D2FBA6_THEGE, tr|A0A8D2GAA7|A0A8D2GAA7_THEGE, tr|A0A8D2K5B5|A0A8D2K5B5_THEGE
OG0000077	sp|P62750|RL23A_HUMAN	tr|A0A8D2E5A2|A0A8D2E5A2_THEGE, tr|A0A8D2F8I1|A0A8D2F8I1_THEGE, tr|A0A8D2EIP3|A0A8D2EIP3_THEGE, tr|A0A8D2E5L4|A0A8D2E5L4_THEGE, tr|A0A8D2K2N4|A0A8D2K2N4_THEGE, tr|A0A8D2G9B7|A0A8D2G9B7_THEGE, tr|A0A8D2G828|A0A8D2G828_THEGE, tr|A0A8D2FGA2|A0A8D2FGA2_THEGE, tr|A0A8D2JTI2|A0A8D2JTI2_THEGE, tr|A0A8D2EK84|A0A8D2EK84_THEGE, tr|A0A8D2F5S4|A0A8D2F5S4_THEGE
OG0000078	sp|A0A075B6L6|TVB73_HUMAN	tr|A0A8D2K9T1|A0A8D2K9T1_THEGE
OG0000078	sp|A0A1B0GXF2|TVB72_HUMAN, sp|A0A0A6YYK4|TVB71_HUMAN, sp|A0A087X0K7|TVB17_HUMAN, sp|A0A5B0|TVB14_HUMAN, sp|A0A1B0GX31|TVB76_HUMAN, sp|A0A0K0K1E9|TVB77_HUMAN, sp|A0A1B0GX51|TVB78_HUMAN, sp|A0A1B0GX95|TVB74_HUMAN, sp|P04435|TVB79_HUMAN	tr|A0A8D2GHB6|A0A8D2GHB6_THEGE
OG0000079	sp|Q9UJ04|TSYL4_HUMAN	tr|A0A8D2ED60|A0A8D2ED60_THEGE
OG0000079	sp|Q9H0U9|TSYL1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|Q9H489|TSY26_HUMAN	tr|A0A8D2EPZ1|A0A8D2EPZ1_THEGE
OG0000081	tr|A0A1W2PRE2|A0A1W2PRE2_HUMAN	tr|A0A8D2GCW4|A0A8D2GCW4_THEGE, tr|A0A8D2JZN8|A0A8D2JZN8_THEGE, tr|A0A8D2ERS0|A0A8D2ERS0_THEGE, tr|A0A8D2G7S7|A0A8D2G7S7_THEGE, tr|A0A8D2F3A9|A0A8D2F3A9_THEGE, tr|A0A8D2F7I4|A0A8D2F7I4_THEGE, tr|A0A8D2G222|A0A8D2G222_THEGE, tr|A0A8D2FT89|A0A8D2FT89_THEGE, tr|A0A8D2GJ89|A0A8D2GJ89_THEGE, tr|A0A8D2FMX9|A0A8D2FMX9_THEGE, tr|A0A8D2G1M3|A0A8D2G1M3_THEGE
OG0000082	sp|P11021|BIP_HUMAN	tr|A0A8D2G4I9|A0A8D2G4I9_THEGE, tr|A0A8D2GLY1|A0A8D2GLY1_THEGE, tr|A0A8D2GHH7|A0A8D2GHH7_THEGE, tr|A0A8D2K0C7|A0A8D2K0C7_THEGE, tr|A0A8D2JY90|A0A8D2JY90_THEGE, tr|A0A8D2F9X6|A0A8D2F9X6_THEGE, tr|A0A8D2G5Y0|A0A8D2G5Y0_THEGE, tr|A0A8D2G7A2|A0A8D2G7A2_THEGE, tr|A0A8D2E3P8|A0A8D2E3P8_THEGE, tr|A0A8D2KAZ3|A0A8D2KAZ3_THEGE, tr|A0A8D2ECA6|A0A8D2ECA6_THEGE
OG0000083	sp|Q6NT55|CP4FN_HUMAN	tr|A0A8D2ESJ6|A0A8D2ESJ6_THEGE, tr|A0A8D2ETA7|A0A8D2ETA7_THEGE, tr|A0A8D2EV74|A0A8D2EV74_THEGE, tr|A0A8D2ETA8|A0A8D2ETA8_THEGE, tr|A0A8D2EX80|A0A8D2EX80_THEGE, tr|A0A8D2JYT4|A0A8D2JYT4_THEGE, tr|A0A8D2ENI5|A0A8D2ENI5_THEGE, tr|A0A8D2EW93|A0A8D2EW93_THEGE, tr|A0A8D2EXQ3|A0A8D2EXQ3_THEGE, tr|A0A8D2EPA2|A0A8D2EPA2_THEGE, tr|A0A8D2EVJ8|A0A8D2EVJ8_THEGE
OG0000084	sp|P62899|RL31_HUMAN	tr|A0A8D2FTX0|A0A8D2FTX0_THEGE, tr|A0A8D2ETA3|A0A8D2ETA3_THEGE, tr|A0A8D2K8K5|A0A8D2K8K5_THEGE, tr|A0A8D2FIN6|A0A8D2FIN6_THEGE, tr|A0A8D2EIK1|A0A8D2EIK1_THEGE, tr|A0A8D2F1M2|A0A8D2F1M2_THEGE, tr|A0A8D2FLM2|A0A8D2FLM2_THEGE, tr|A0A8D2ELH0|A0A8D2ELH0_THEGE, tr|A0A8D2E7B9|A0A8D2E7B9_THEGE, tr|A0A8D2GHY8|A0A8D2GHY8_THEGE, tr|A0A8D2K924|A0A8D2K924_THEGE
OG0000088	sp|A0A0A0MS03|TVB53_HUMAN	tr|A0A8D2K9T2|A0A8D2K9T2_THEGE
OG0000088	tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A5A2|TVB58_HUMAN, sp|A0A599|TVB56_HUMAN, sp|A0A597|TVB55_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A0A6YYD4|TVB13_HUMAN, sp|A0A578|TVB51_HUMAN	tr|A0A8D2GHD2|A0A8D2GHD2_THEGE
OG0000089	sp|P06733|ENOA_HUMAN	tr|A0A8D2ERR3|A0A8D2ERR3_THEGE, tr|A0A8D2EVL1|A0A8D2EVL1_THEGE, tr|A0A8D2F344|A0A8D2F344_THEGE, tr|A0A8D2K1L3|A0A8D2K1L3_THEGE, tr|A0A8D2E6L9|A0A8D2E6L9_THEGE, tr|A0A8D2FFE7|A0A8D2FFE7_THEGE
OG0000089	sp|P09104|ENOG_HUMAN	tr|A0A8D2ES53|A0A8D2ES53_THEGE
OG0000089	sp|P13929|ENOB_HUMAN	tr|A0A8D2FSR8|A0A8D2FSR8_THEGE
OG0000090	sp|Q9H560|ANR19_HUMAN	tr|A0A8D2EEY6|A0A8D2EEY6_THEGE
OG0000090	sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q4UJ75|A20A4_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|A2A2Z9|AN18B_HUMAN	tr|A0A8D2EC26|A0A8D2EC26_THEGE
OG0000091	sp|P78385|KRT83_HUMAN	tr|A0A8D2EJN6|A0A8D2EJN6_THEGE
OG0000091	sp|P78386|KRT85_HUMAN	tr|A0A8D2ELH2|A0A8D2ELH2_THEGE
OG0000091	sp|A6NCN2|KR87P_HUMAN	tr|A0A8D2ELA8|A0A8D2ELA8_THEGE
OG0000091	sp|O43790|KRT86_HUMAN	tr|A0A8D2ENU9|A0A8D2ENU9_THEGE
OG0000091	sp|Q14533|KRT81_HUMAN	tr|A0A8D2EJV5|A0A8D2EJV5_THEGE
OG0000092	sp|Q96P47|AGAP3_HUMAN	tr|A0A8D2EHV5|A0A8D2EHV5_THEGE
OG0000092	sp|Q8TF27|AGA11_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN	tr|A0A8D2GBA6|A0A8D2GBA6_THEGE
OG0000092	sp|Q9UPQ3|AGAP1_HUMAN	tr|A0A8D2K604|A0A8D2K604_THEGE
OG0000093	sp|C9J1S8|TR49D_HUMAN, sp|Q8IWZ4|TRI48_HUMAN	tr|A0A8D2GIF0|A0A8D2GIF0_THEGE
OG0000093	sp|A6NCK2|TR43B_HUMAN, sp|Q96BQ3|TRI43_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|A6NDI0|TR49B_HUMAN	tr|A0A8D2ENF8|A0A8D2ENF8_THEGE
OG0000094	sp|P55795|HNRH2_HUMAN	tr|A0A8D2K0B8|A0A8D2K0B8_THEGE
OG0000094	sp|P52597|HNRPF_HUMAN	tr|A0A8D2G6Q1|A0A8D2G6Q1_THEGE, tr|A0A8D2JTD9|A0A8D2JTD9_THEGE, tr|A0A8D2G480|A0A8D2G480_THEGE, tr|A0A8D2F494|A0A8D2F494_THEGE, tr|A0A8D2G947|A0A8D2G947_THEGE, tr|A0A8D2EZ33|A0A8D2EZ33_THEGE
OG0000094	sp|P31943|HNRH1_HUMAN	tr|A0A8D2FKJ3|A0A8D2FKJ3_THEGE
OG0000095	sp|Q9NVA2|SEP11_HUMAN	tr|A0A8D2F6I1|A0A8D2F6I1_THEGE
OG0000095	sp|Q14141|SEPT6_HUMAN	tr|A0A8D2FLS4|A0A8D2FLS4_THEGE
OG0000095	sp|Q92599|SEPT8_HUMAN	tr|A0A8D2FP70|A0A8D2FP70_THEGE
OG0000095	sp|Q9P0V9|SEP10_HUMAN	tr|A0A8D2E3D4|A0A8D2E3D4_THEGE
OG0000095	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|A0A8D2JWR4|A0A8D2JWR4_THEGE
OG0000096	sp|Q9H707|ZN552_HUMAN, sp|E7ETH6|Z587B_HUMAN, sp|B7Z6K7|ZN814_HUMAN	tr|A0A8D2FGH8|A0A8D2FGH8_THEGE, tr|A0A8D2FE65|A0A8D2FE65_THEGE
OG0000096	sp|Q8TF45|ZN418_HUMAN	tr|A0A8D2F6C5|A0A8D2F6C5_THEGE
OG0000096	sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN	tr|A0A8D2F6A7|A0A8D2F6A7_THEGE, tr|A0A8D2FGG1|A0A8D2FGG1_THEGE
OG0000097	sp|Q3MIS6|ZN528_HUMAN	tr|A0A8D2EKD9|A0A8D2EKD9_THEGE
OG0000097	sp|Q76KX8|ZN534_HUMAN	tr|A0A8D2EJ53|A0A8D2EJ53_THEGE, tr|A0A8D2F189|A0A8D2F189_THEGE
OG0000097	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A8D2EGN5|A0A8D2EGN5_THEGE
OG0000097	sp|Q5HY98|ZN766_HUMAN	tr|A0A8D2EK71|A0A8D2EK71_THEGE
OG0000098	sp|Q15323|K1H1_HUMAN	tr|A0A8D2EP71|A0A8D2EP71_THEGE
OG0000098	sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN	tr|A0A8D2ETZ4|A0A8D2ETZ4_THEGE
OG0000098	sp|Q14532|K1H2_HUMAN	tr|A0A8D2JY16|A0A8D2JY16_THEGE
OG0000098	sp|Q14525|KT33B_HUMAN	tr|A0A8D2EP26|A0A8D2EP26_THEGE
OG0000098	sp|O76009|KT33A_HUMAN	tr|A0A8D2EP99|A0A8D2EP99_THEGE
