Orthogroup	Homo_sapiens	Bison_bison_bison
OG0000031	sp|P0DN81|O13C7_HUMAN	tr|A0A6P3HNW7|A0A6P3HNW7_BISBI, tr|A0A6P3I0M4|A0A6P3I0M4_BISBI, tr|A0A6P3HYP1|A0A6P3HYP1_BISBI
OG0000031	sp|Q8NGS7|O13C8_HUMAN	tr|A0A6P3HTN5|A0A6P3HTN5_BISBI, tr|A0A6P3HRU6|A0A6P3HRU6_BISBI
OG0000033	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|D6RA61|U17LM_HUMAN	tr|A0A6P3GDP4|A0A6P3GDP4_BISBI
OG0000034	sp|A6NNH2|F90AR_HUMAN, sp|A6NKC0|F90A7_HUMAN, sp|A6NDY2|F90AA_HUMAN, sp|A6NNJ1|F90A9_HUMAN, sp|P0DV75|F90AI_HUMAN, sp|P0DV76|F90AJ_HUMAN, sp|P0DV73|F90AG_HUMAN, sp|P0DV74|F90AH_HUMAN, sp|A6NJQ4|F90A8_HUMAN, sp|Q658T7|F90A2_HUMAN, sp|D6RGX4|F90AP_HUMAN, sp|Q86YD7|F90A1_HUMAN, sp|A6NIJ5|F90AK_HUMAN, sp|A8MWA6|F90AM_HUMAN, sp|P0C7X0|F90AO_HUMAN, sp|A8MXZ1|F90AN_HUMAN, sp|A8MX19|F90AC_HUMAN, sp|P0C7W9|F90AE_HUMAN, sp|P0C7V4|F90AF_HUMAN, sp|P0C7W8|F90AD_HUMAN, sp|A8MXJ8|F90A5_HUMAN	tr|A0A6P3IKJ3|A0A6P3IKJ3_BISBI
OG0000035	sp|A6NLX3|SPDE4_HUMAN, sp|A0A494C191|SPD9_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0DV79|SPD18_HUMAN	tr|A0A6P3I008|A0A6P3I008_BISBI
OG0000036	sp|P05787|K2C8_HUMAN	tr|A0A6P3IVH9|A0A6P3IVH9_BISBI
OG0000036	sp|Q7Z794|K2C1B_HUMAN	tr|A0A6P3IYK4|A0A6P3IYK4_BISBI, tr|A0A6P3IXJ0|A0A6P3IXJ0_BISBI, tr|A0A6P3IVG9|A0A6P3IVG9_BISBI, tr|A0A6P3IQ11|A0A6P3IQ11_BISBI, tr|A0A6P3IZ96|A0A6P3IZ96_BISBI, tr|A0A6P3IPG2|A0A6P3IPG2_BISBI, tr|A0A6P3IVY1|A0A6P3IVY1_BISBI, tr|A0A6P3IPG6|A0A6P3IPG6_BISBI, tr|A0A6P3IYL6|A0A6P3IYL6_BISBI, tr|A0A6P3IZA0|A0A6P3IZA0_BISBI, tr|A0A6P3IVY4|A0A6P3IVY4_BISBI, tr|A0A6P3IXJ3|A0A6P3IXJ3_BISBI, tr|A0A6P3IQ09|A0A6P3IQ09_BISBI, tr|A0A6P3IYL3|A0A6P3IYL3_BISBI, tr|A0A6P3IY19|A0A6P3IY19_BISBI, tr|A0A6P3IPG5|A0A6P3IPG5_BISBI, tr|A0A6P3IQ16|A0A6P3IQ16_BISBI, tr|A0A6P3IVH5|A0A6P3IVH5_BISBI
OG0000037	sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|P06731|CEAM5_HUMAN, sp|P13688|CEAM1_HUMAN, sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|Q14002|CEAM7_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|O75871|CEAM4_HUMAN, sp|P40198|CEAM3_HUMAN, sp|P0DP72|VSXL2_HUMAN	tr|A0A6P3J400|A0A6P3J400_BISBI, tr|A0A6P3HNS7|A0A6P3HNS7_BISBI
OG0000039	sp|Q8NGC1|O11G2_HUMAN	tr|A0A6P3J300|A0A6P3J300_BISBI, tr|A0A6P3H6W3|A0A6P3H6W3_BISBI, tr|A0A6P3ITV0|A0A6P3ITV0_BISBI, tr|A0A6P3GVR8|A0A6P3GVR8_BISBI, tr|A0A6P3GW94|A0A6P3GW94_BISBI, tr|A0A6P3GXX1|A0A6P3GXX1_BISBI, tr|A0A6P3H8L1|A0A6P3H8L1_BISBI, tr|A0A6P3H8U6|A0A6P3H8U6_BISBI, tr|A0A6P3H199|A0A6P3H199_BISBI, tr|A0A6P3H084|A0A6P3H084_BISBI, tr|A0A6P3H0D4|A0A6P3H0D4_BISBI, tr|A0A6P3HF50|A0A6P3HF50_BISBI, tr|A0A6P3ISY3|A0A6P3ISY3_BISBI, tr|A0A6P3H6X3|A0A6P3H6X3_BISBI, tr|A0A6P3HEJ0|A0A6P3HEJ0_BISBI, tr|A0A6P3HGN7|A0A6P3HGN7_BISBI, tr|A0A6P3H8S2|A0A6P3H8S2_BISBI, tr|A0A6P3ILB7|A0A6P3ILB7_BISBI, tr|A0A6P3J977|A0A6P3J977_BISBI
OG0000042	sp|P52741|ZN134_HUMAN	tr|A0A6P3IWZ3|A0A6P3IWZ3_BISBI, tr|A0A6P3IV04|A0A6P3IV04_BISBI, tr|A0A6P3INZ1|A0A6P3INZ1_BISBI, tr|A0A6P3INY6|A0A6P3INY6_BISBI, tr|A0A6P3IUY4|A0A6P3IUY4_BISBI, tr|A0A6P3INV5|A0A6P3INV5_BISBI, tr|A0A6P3INU4|A0A6P3INU4_BISBI, tr|A0A6P3IPW4|A0A6P3IPW4_BISBI, tr|A0A6P3INW4|A0A6P3INW4_BISBI, tr|A0A6P3INU8|A0A6P3INU8_BISBI, tr|A0A6P3IWY1|A0A6P3IWY1_BISBI, tr|A0A6P3IUZ2|A0A6P3IUZ2_BISBI, tr|A0A6P3INV1|A0A6P3INV1_BISBI, tr|A0A6P3INV0|A0A6P3INV0_BISBI, tr|A0A6P3IXZ0|A0A6P3IXZ0_BISBI, tr|A0A6P3IXY6|A0A6P3IXY6_BISBI, tr|A0A6P3IWW9|A0A6P3IWW9_BISBI, tr|A0A6P3IXZ4|A0A6P3IXZ4_BISBI
OG0000043	sp|Q8NGJ4|O52E2_HUMAN	tr|A0A6P3GK29|A0A6P3GK29_BISBI, tr|A0A6P3GGY8|A0A6P3GGY8_BISBI
OG0000043	sp|Q8NH55|O52E5_HUMAN	tr|A0A6P3J4U9|A0A6P3J4U9_BISBI
OG0000043	sp|Q8NGH9|O52E4_HUMAN	tr|A0A6P3HIF1|A0A6P3HIF1_BISBI, tr|A0A6P3H1I3|A0A6P3H1I3_BISBI, tr|A0A6P3IKB0|A0A6P3IKB0_BISBI, tr|A0A6P3J4Y7|A0A6P3J4Y7_BISBI, tr|A0A6P3I8X5|A0A6P3I8X5_BISBI, tr|A0A6P3GY08|A0A6P3GY08_BISBI, tr|A0A6P3GUQ7|A0A6P3GUQ7_BISBI, tr|A0A6P3H842|A0A6P3H842_BISBI
OG0000043	sp|Q8NGJ3|O52E1_HUMAN	tr|A0A6P3GP16|A0A6P3GP16_BISBI, tr|A0A6P3GM25|A0A6P3GM25_BISBI
OG0000047	sp|Q8NGP3|OR5M9_HUMAN	tr|A0A6P3GSJ4|A0A6P3GSJ4_BISBI, tr|A0A6P3IL09|A0A6P3IL09_BISBI, tr|A0A6P3I0U0|A0A6P3I0U0_BISBI, tr|A0A6P3GDI9|A0A6P3GDI9_BISBI, tr|A0A6P3GT54|A0A6P3GT54_BISBI
OG0000047	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A6P3H1S7|A0A6P3H1S7_BISBI
OG0000047	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A6P3HYN1|A0A6P3HYN1_BISBI, tr|A0A6P3GHQ3|A0A6P3GHQ3_BISBI, tr|A0A6P3GGX6|A0A6P3GGX6_BISBI, tr|A0A6P3HF80|A0A6P3HF80_BISBI, tr|A0A6P3IAW0|A0A6P3IAW0_BISBI, tr|A0A6P3GAR0|A0A6P3GAR0_BISBI, tr|A0A6P3GLM6|A0A6P3GLM6_BISBI, tr|A0A6P3IIA9|A0A6P3IIA9_BISBI, tr|A0A6P3HJ93|A0A6P3HJ93_BISBI
OG0000048	sp|Q96RI9|TAAR9_HUMAN	tr|A0A6P3H7F6|A0A6P3H7F6_BISBI
OG0000048	sp|Q969N4|TAAR8_HUMAN	tr|A0A6P3HTN3|A0A6P3HTN3_BISBI, tr|A0A6P3HHA9|A0A6P3HHA9_BISBI
OG0000048	sp|Q96RI8|TAAR6_HUMAN	tr|A0A6P3HTF2|A0A6P3HTF2_BISBI, tr|A0A6P3HVL6|A0A6P3HVL6_BISBI, tr|A0A6P3HTE7|A0A6P3HTE7_BISBI, tr|A0A6P3HGM0|A0A6P3HGM0_BISBI, tr|A0A6P3HJS2|A0A6P3HJS2_BISBI
OG0000049	sp|Q8NH09|OR8S1_HUMAN	tr|A0A6P3IIJ5|A0A6P3IIJ5_BISBI, tr|A0A6P3HRQ0|A0A6P3HRQ0_BISBI, tr|A0A6P3IGW0|A0A6P3IGW0_BISBI, tr|A0A6P3IAS6|A0A6P3IAS6_BISBI, tr|A0A6P3IIJ3|A0A6P3IIJ3_BISBI, tr|A0A6P3IIF8|A0A6P3IIF8_BISBI, tr|A0A6P3IIH7|A0A6P3IIH7_BISBI, tr|A0A6P3IIC2|A0A6P3IIC2_BISBI, tr|A0A6P3HBB2|A0A6P3HBB2_BISBI, tr|A0A6P3IKY8|A0A6P3IKY8_BISBI, tr|A0A6P3GWY5|A0A6P3GWY5_BISBI, tr|A0A6P3H960|A0A6P3H960_BISBI, tr|A0A6P3H957|A0A6P3H957_BISBI, tr|A0A6P3H9S1|A0A6P3H9S1_BISBI, tr|A0A6P3H1K5|A0A6P3H1K5_BISBI, tr|A0A6P3H9R6|A0A6P3H9R6_BISBI, tr|A0A6P3H1K0|A0A6P3H1K0_BISBI
OG0000050	sp|Q9Y5F3|PCDB1_HUMAN, sp|Q9Y5F0|PCDBD_HUMAN, sp|Q9UN66|PCDB8_HUMAN, sp|Q9NRJ7|PCDBG_HUMAN, sp|Q9Y5E4|PCDB5_HUMAN, sp|Q9Y5E3|PCDB6_HUMAN, sp|Q9Y5E5|PCDB4_HUMAN, sp|Q9Y5E8|PCDBF_HUMAN, sp|Q9Y5E2|PCDB7_HUMAN, sp|Q9Y5E1|PCDB9_HUMAN, sp|Q9UN67|PCDBA_HUMAN, sp|Q9Y5E9|PCDBE_HUMAN, sp|Q96TA0|PCDBI_HUMAN, sp|Q9Y5F2|PCDBB_HUMAN, sp|Q9Y5F1|PCDBC_HUMAN, sp|Q9Y5E7|PCDB2_HUMAN, sp|Q9Y5E6|PCDB3_HUMAN	tr|A0A6P3I2E6|A0A6P3I2E6_BISBI
OG0000052	sp|Q9UKL2|O52A1_HUMAN	tr|A0A6P3GS09|A0A6P3GS09_BISBI, tr|A0A6P3IU34|A0A6P3IU34_BISBI, tr|A0A6P3IVT4|A0A6P3IVT4_BISBI, tr|A0A6P3I672|A0A6P3I672_BISBI, tr|A0A6P3GJS3|A0A6P3GJS3_BISBI, tr|A0A6P3GM42|A0A6P3GM42_BISBI, tr|A0A6P3GWY6|A0A6P3GWY6_BISBI
OG0000052	sp|Q9H2C5|O52A5_HUMAN	tr|A0A6P3IXV4|A0A6P3IXV4_BISBI, tr|A0A6P3HBN7|A0A6P3HBN7_BISBI, tr|A0A6P3GWH8|A0A6P3GWH8_BISBI
OG0000052	sp|A6NMU1|O52A4_HUMAN	tr|A0A6P3GYR7|A0A6P3GYR7_BISBI
OG0000053	sp|Q8NH19|O10AG_HUMAN	tr|A0A6P3H9L3|A0A6P3H9L3_BISBI, tr|A0A6P3H8Y7|A0A6P3H8Y7_BISBI, tr|A0A6P3J9D0|A0A6P3J9D0_BISBI, tr|A0A6P3IDI2|A0A6P3IDI2_BISBI, tr|A0A6P3HB63|A0A6P3HB63_BISBI, tr|A0A6P3HE64|A0A6P3HE64_BISBI, tr|A0A6P3IW23|A0A6P3IW23_BISBI, tr|A0A6P3IMY5|A0A6P3IMY5_BISBI, tr|A0A6P3IWK1|A0A6P3IWK1_BISBI, tr|A0A6P3IX03|A0A6P3IX03_BISBI, tr|A0A6P3H7Z4|A0A6P3H7Z4_BISBI, tr|A0A6P3H667|A0A6P3H667_BISBI, tr|A0A6P3IKJ5|A0A6P3IKJ5_BISBI, tr|A0A6P3GIP4|A0A6P3GIP4_BISBI, tr|A0A6P3GG64|A0A6P3GG64_BISBI, tr|A0A6P3HSS8|A0A6P3HSS8_BISBI
OG0000054	sp|P02533|K1C14_HUMAN	tr|A0A6P3HCU2|A0A6P3HCU2_BISBI
OG0000054	sp|P13646|K1C13_HUMAN	tr|A0A6P3HF46|A0A6P3HF46_BISBI
OG0000054	sp|P19012|K1C15_HUMAN	tr|A0A6P3HPW7|A0A6P3HPW7_BISBI
OG0000054	sp|P35527|K1C9_HUMAN	tr|A0A6P3HSD7|A0A6P3HSD7_BISBI
OG0000054	sp|P13645|K1C10_HUMAN	tr|A0A6P3HN82|A0A6P3HN82_BISBI
OG0000054	sp|P08727|K1C19_HUMAN	tr|A0A6P3HGN3|A0A6P3HGN3_BISBI
OG0000054	sp|Q04695|K1C17_HUMAN	tr|A0A6P3HQE3|A0A6P3HQE3_BISBI, tr|A0A6P3HF41|A0A6P3HF41_BISBI
OG0000055	sp|P19013|K2C4_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|P35908|K22E_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P08729|K2C7_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P48668|K2C6C_HUMAN	tr|A0A6P3IPG9|A0A6P3IPG9_BISBI
OG0000058	sp|O95007|OR6B1_HUMAN	tr|A0A6P3HXA4|A0A6P3HXA4_BISBI
OG0000058	sp|O95222|OR6A2_HUMAN	tr|A0A6P3HNS6|A0A6P3HNS6_BISBI, tr|A0A6P3IMJ5|A0A6P3IMJ5_BISBI
OG0000058	sp|Q8NGX9|OR6P1_HUMAN	tr|A0A6P3IN09|A0A6P3IN09_BISBI, tr|A0A6P3IDX6|A0A6P3IDX6_BISBI, tr|A0A6P3IWZ7|A0A6P3IWZ7_BISBI, tr|A0A6P3IW15|A0A6P3IW15_BISBI, tr|A0A6P3HS40|A0A6P3HS40_BISBI, tr|A0A6P3HS61|A0A6P3HS61_BISBI, tr|A0A6P3HRJ2|A0A6P3HRJ2_BISBI
OG0000062	sp|Q8NGH3|OR2D3_HUMAN	tr|A0A6P3IVH7|A0A6P3IVH7_BISBI, tr|A0A6P3HUX7|A0A6P3HUX7_BISBI, tr|A0A6P3H617|A0A6P3H617_BISBI, tr|A0A6P3J2Z2|A0A6P3J2Z2_BISBI, tr|A0A6P3J307|A0A6P3J307_BISBI, tr|A0A6P3J8K9|A0A6P3J8K9_BISBI, tr|A0A6P3J302|A0A6P3J302_BISBI, tr|A0A6P3J2Z6|A0A6P3J2Z6_BISBI, tr|A0A6P3JC19|A0A6P3JC19_BISBI, tr|A0A6P3JA55|A0A6P3JA55_BISBI, tr|A0A6P3JAL0|A0A6P3JAL0_BISBI, tr|A0A6P3J8K4|A0A6P3J8K4_BISBI, tr|A0A6P3J3F7|A0A6P3J3F7_BISBI, tr|A0A6P3J914|A0A6P3J914_BISBI, tr|A0A6P3JCK7|A0A6P3JCK7_BISBI
OG0000063	sp|Q8NH56|O52N5_HUMAN	tr|A0A6P3IW65|A0A6P3IW65_BISBI, tr|A0A6P3GJ22|A0A6P3GJ22_BISBI
OG0000063	sp|Q8NGI0|O52N2_HUMAN	tr|A0A6P3GG07|A0A6P3GG07_BISBI, tr|A0A6P3IJ89|A0A6P3IJ89_BISBI
OG0000063	sp|Q8NH53|O52N1_HUMAN	tr|A0A6P3GWW9|A0A6P3GWW9_BISBI
OG0000063	sp|Q8NGI2|O52N4_HUMAN	tr|A0A6P3GXU1|A0A6P3GXU1_BISBI, tr|A0A6P3HGV6|A0A6P3HGV6_BISBI, tr|A0A6P3HZL5|A0A6P3HZL5_BISBI, tr|A0A6P3IFX2|A0A6P3IFX2_BISBI, tr|A0A6P3GT90|A0A6P3GT90_BISBI, tr|A0A6P3GJD5|A0A6P3GJD5_BISBI, tr|A0A6P3G440|A0A6P3G440_BISBI
OG0000064	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN	tr|A0A6P3HWH4|A0A6P3HWH4_BISBI
OG0000067	sp|Q9NSJ1|Z355P_HUMAN	tr|A0A6P3IKQ4|A0A6P3IKQ4_BISBI, tr|A0A6P3INX7|A0A6P3INX7_BISBI, tr|A0A6P3GJU7|A0A6P3GJU7_BISBI, tr|A0A6P3H0K2|A0A6P3H0K2_BISBI, tr|A0A6P3GNX2|A0A6P3GNX2_BISBI, tr|A0A6P3H628|A0A6P3H628_BISBI
OG0000067	sp|Q14586|ZN267_HUMAN, sp|Q7Z2F6|KRBX5_HUMAN	tr|A0A6P3GZR7|A0A6P3GZR7_BISBI, tr|A0A6P3HK16|A0A6P3HK16_BISBI, tr|A0A6P3HIM9|A0A6P3HIM9_BISBI, tr|A0A6P3GUP5|A0A6P3GUP5_BISBI, tr|A0A6P3GNR6|A0A6P3GNR6_BISBI, tr|A0A6P3I6Q2|A0A6P3I6Q2_BISBI
OG0000068	sp|Q9H346|O52D1_HUMAN	tr|A0A6P3J4H6|A0A6P3J4H6_BISBI, tr|A0A6P3J4I4|A0A6P3J4I4_BISBI, tr|A0A6P3GRA2|A0A6P3GRA2_BISBI, tr|A0A6P3HWM7|A0A6P3HWM7_BISBI, tr|A0A6P3HJS6|A0A6P3HJS6_BISBI, tr|A0A6P3G461|A0A6P3G461_BISBI, tr|A0A6P3GU87|A0A6P3GU87_BISBI, tr|A0A6P3GUA1|A0A6P3GUA1_BISBI, tr|A0A6P3GEW8|A0A6P3GEW8_BISBI, tr|A0A6P3IZ76|A0A6P3IZ76_BISBI, tr|A0A6P3GVY5|A0A6P3GVY5_BISBI, tr|A0A6P3GG53|A0A6P3GG53_BISBI, tr|A0A6P3GSZ6|A0A6P3GSZ6_BISBI, tr|A0A6P3H284|A0A6P3H284_BISBI
OG0000069	sp|P0C626|OR5G3_HUMAN	tr|A0A6P3IFY1|A0A6P3IFY1_BISBI
OG0000069	sp|Q8NH69|OR5W2_HUMAN	tr|A0A6P3HSW6|A0A6P3HSW6_BISBI, tr|A0A6P3J296|A0A6P3J296_BISBI, tr|A0A6P3JB66|A0A6P3JB66_BISBI, tr|A0A6P3IDC0|A0A6P3IDC0_BISBI, tr|A0A6P3INK5|A0A6P3INK5_BISBI, tr|A0A6P3IG20|A0A6P3IG20_BISBI, tr|A0A6P3GWS8|A0A6P3GWS8_BISBI, tr|A0A6P3GWG8|A0A6P3GWG8_BISBI, tr|A0A6P3H8Y3|A0A6P3H8Y3_BISBI, tr|A0A6P3HGP3|A0A6P3HGP3_BISBI, tr|A0A6P3HB57|A0A6P3HB57_BISBI, tr|A0A6P3H1D7|A0A6P3H1D7_BISBI
OG0000070	sp|P29322|EPHA8_HUMAN	tr|A0A6P3GNY3|A0A6P3GNY3_BISBI
OG0000070	sp|P54756|EPHA5_HUMAN	tr|A0A6P3I5S3|A0A6P3I5S3_BISBI
OG0000070	sp|P29320|EPHA3_HUMAN	tr|A0A6P3I353|A0A6P3I353_BISBI
OG0000070	sp|Q9UF33|EPHA6_HUMAN	tr|A0A6P3I4X6|A0A6P3I4X6_BISBI
OG0000070	sp|P54764|EPHA4_HUMAN	tr|A0A6P3H803|A0A6P3H803_BISBI
OG0000070	sp|P29317|EPHA2_HUMAN	tr|A0A6P3H0K5|A0A6P3H0K5_BISBI
OG0000070	sp|Q5JZY3|EPHAA_HUMAN, sp|Q15375|EPHA7_HUMAN	tr|A0A6P3GTS3|A0A6P3GTS3_BISBI
OG0000074	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ89|DU4L6_HUMAN	tr|A0A6P3IXX3|A0A6P3IXX3_BISBI
OG0000077	sp|Q9GZP7|VN1R1_HUMAN	tr|A0A6P3INX2|A0A6P3INX2_BISBI, tr|A0A6P3IPW2|A0A6P3IPW2_BISBI, tr|A0A6P3H398|A0A6P3H398_BISBI, tr|A0A6P3H3B0|A0A6P3H3B0_BISBI, tr|A0A6P3HXG0|A0A6P3HXG0_BISBI, tr|A0A6P3I7X0|A0A6P3I7X0_BISBI, tr|A0A6P3HZS9|A0A6P3HZS9_BISBI, tr|A0A6P3HZC3|A0A6P3HZC3_BISBI, tr|A0A6P3H5W3|A0A6P3H5W3_BISBI, tr|A0A6P3H0P5|A0A6P3H0P5_BISBI, tr|A0A6P3GJE5|A0A6P3GJE5_BISBI, tr|A0A6P3GAU2|A0A6P3GAU2_BISBI, tr|A0A6P3GVP8|A0A6P3GVP8_BISBI
OG0000079	sp|P49223|SPIT3_HUMAN	tr|A0A6P3IJ91|A0A6P3IJ91_BISBI, tr|A0A6P3IJQ5|A0A6P3IJQ5_BISBI, tr|A0A6P3H493|A0A6P3H493_BISBI, tr|A0A6P3H2H7|A0A6P3H2H7_BISBI, tr|A0A6P3HQQ8|A0A6P3HQQ8_BISBI, tr|A0A6P3IC19|A0A6P3IC19_BISBI, tr|A0A6P3IBZ8|A0A6P3IBZ8_BISBI, tr|A0A6P3IBY3|A0A6P3IBY3_BISBI, tr|A0A6P3IJB9|A0A6P3IJB9_BISBI, tr|A0A6P3IJM5|A0A6P3IJM5_BISBI, tr|A0A6P3ICA8|A0A6P3ICA8_BISBI, tr|A0A6P3IM76|A0A6P3IM76_BISBI, tr|A0A6P3IJZ1|A0A6P3IJZ1_BISBI
OG0000080	sp|Q8NGL4|OR5DD_HUMAN	tr|A0A6P3H3P6|A0A6P3H3P6_BISBI, tr|A0A6P3HJ31|A0A6P3HJ31_BISBI, tr|A0A6P3GW34|A0A6P3GW34_BISBI, tr|A0A6P3GNZ0|A0A6P3GNZ0_BISBI, tr|A0A6P3GXU5|A0A6P3GXU5_BISBI, tr|A0A6P3H3Z6|A0A6P3H3Z6_BISBI, tr|A0A6P3GW52|A0A6P3GW52_BISBI, tr|A0A6P3H7Q7|A0A6P3H7Q7_BISBI, tr|A0A6P3HYL7|A0A6P3HYL7_BISBI, tr|A0A6P3HYI3|A0A6P3HYI3_BISBI, tr|A0A6P3H5U8|A0A6P3H5U8_BISBI, tr|A0A6P3IP36|A0A6P3IP36_BISBI, tr|A0A6P3GUQ3|A0A6P3GUQ3_BISBI
OG0000081	sp|Q8NGR8|OR1L8_HUMAN	tr|A0A6P3IF18|A0A6P3IF18_BISBI, tr|A0A6P3GD27|A0A6P3GD27_BISBI, tr|A0A6P3GWT8|A0A6P3GWT8_BISBI, tr|A0A6P3GVE6|A0A6P3GVE6_BISBI
OG0000081	sp|Q8NH93|OR1L3_HUMAN	tr|A0A6P3HJ91|A0A6P3HJ91_BISBI
OG0000081	sp|Q8NH94|OR1L1_HUMAN	tr|A0A6P3HSX6|A0A6P3HSX6_BISBI, tr|A0A6P3HV05|A0A6P3HV05_BISBI
OG0000083	sp|Q8WZ92|OR5P2_HUMAN	tr|A0A6P3G7E9|A0A6P3G7E9_BISBI, tr|A0A6P3GDQ9|A0A6P3GDQ9_BISBI, tr|A0A6P3GMH2|A0A6P3GMH2_BISBI, tr|A0A6P3G7E3|A0A6P3G7E3_BISBI
OG0000083	sp|Q8WZ94|OR5P3_HUMAN	tr|A0A6P3GLJ6|A0A6P3GLJ6_BISBI, tr|A0A6P3GLD7|A0A6P3GLD7_BISBI, tr|A0A6P3GLT2|A0A6P3GLT2_BISBI, tr|A0A6P3G788|A0A6P3G788_BISBI, tr|A0A6P3GM92|A0A6P3GM92_BISBI, tr|A0A6P3GM86|A0A6P3GM86_BISBI, tr|A0A6P3GLD2|A0A6P3GLD2_BISBI, tr|A0A6P3GDI5|A0A6P3GDI5_BISBI
OG0000084	sp|P01236|PRL_HUMAN	tr|A0A6P3HZB9|A0A6P3HZB9_BISBI, tr|A0A6P3HX42|A0A6P3HX42_BISBI, tr|A0A6P3HMG8|A0A6P3HMG8_BISBI, tr|A0A6P3HX83|A0A6P3HX83_BISBI, tr|A0A6P3HN45|A0A6P3HN45_BISBI, tr|A0A6P3HMH3|A0A6P3HMH3_BISBI, tr|A0A6P3HX77|A0A6P3HX77_BISBI, tr|A0A6P3HX51|A0A6P3HX51_BISBI, tr|A0A6P3HX49|A0A6P3HX49_BISBI, tr|A0A6P3HN33|A0A6P3HN33_BISBI, tr|A0A6P3HX86|A0A6P3HX86_BISBI, tr|A0A6P3HZB0|A0A6P3HZB0_BISBI, tr|A0A6P3HX74|A0A6P3HX74_BISBI
