Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0000046	sp|Q8NH55|O52E5_HUMAN	tr|G1Q2U5|G1Q2U5_MYOLU, tr|G1QBP3|G1QBP3_MYOLU, tr|G1P073|G1P073_MYOLU, tr|G1PN72|G1PN72_MYOLU, tr|G1Q8P4|G1Q8P4_MYOLU, tr|G1Q2Q8|G1Q2Q8_MYOLU, tr|G1Q4L8|G1Q4L8_MYOLU, tr|G1PA66|G1PA66_MYOLU, tr|G1QBA6|G1QBA6_MYOLU, tr|G1Q6X9|G1Q6X9_MYOLU, tr|G1Q9P1|G1Q9P1_MYOLU, tr|G1PTD4|G1PTD4_MYOLU
OG0000047	sp|Q9UL19|PLAT4_HUMAN	tr|G1Q848|G1Q848_MYOLU, tr|G1Q142|G1Q142_MYOLU, tr|G1QCM0|G1QCM0_MYOLU, tr|G1PZG6|G1PZG6_MYOLU, tr|G1Q5U4|G1Q5U4_MYOLU, tr|G1Q4S2|G1Q4S2_MYOLU, tr|G1Q564|G1Q564_MYOLU, tr|G1Q685|G1Q685_MYOLU, tr|G1PY01|G1PY01_MYOLU, tr|G1Q0M9|G1Q0M9_MYOLU, tr|G1Q2F3|G1Q2F3_MYOLU, tr|G1QF20|G1QF20_MYOLU, tr|G1PY02|G1PY02_MYOLU, tr|G1PZ12|G1PZ12_MYOLU, tr|G1Q1B4|G1Q1B4_MYOLU, tr|G1PHJ5|G1PHJ5_MYOLU
OG0000048	sp|Q8NGN1|OR6T1_HUMAN	tr|G1PYW0|G1PYW0_MYOLU
OG0000048	sp|Q8NGE1|OR6C4_HUMAN	tr|G1Q0T2|G1Q0T2_MYOLU
OG0000048	sp|Q8NGE2|O2AP1_HUMAN	tr|G1NWQ1|G1NWQ1_MYOLU
OG0000050	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN	tr|G1NWC1|G1NWC1_MYOLU
OG0000052	sp|P17028|ZNF24_HUMAN	tr|G1PUQ5|G1PUQ5_MYOLU
OG0000052	sp|Q96N95|ZN396_HUMAN	tr|G1PUR3|G1PUR3_MYOLU
OG0000052	sp|O15535|ZSC9_HUMAN, sp|Q3MJ62|ZSC23_HUMAN, sp|O43309|ZSC12_HUMAN, sp|Q96LW9|ZSC31_HUMAN, sp|P49910|ZN165_HUMAN, sp|Q86W11|ZSC30_HUMAN, sp|Q9UNY5|ZN232_HUMAN, sp|Q6DD87|ZN787_HUMAN, sp|Q499Z4|ZN672_HUMAN, sp|Q16670|ZSC26_HUMAN, sp|Q9H4T2|ZSC16_HUMAN	tr|G1NUW7|G1NUW7_MYOLU
OG0000054	sp|P17098|ZNF8_HUMAN	tr|G1PQ71|G1PQ71_MYOLU
OG0000054	sp|Q2M218|ZN630_HUMAN, sp|Q96RE9|ZN300_HUMAN	tr|G1NZA9|G1NZA9_MYOLU, tr|G1QCB8|G1QCB8_MYOLU, tr|L7N1I0|L7N1I0_MYOLU, tr|L7N1N8|L7N1N8_MYOLU, tr|L7N1M7|L7N1M7_MYOLU, tr|G1P6M3|G1P6M3_MYOLU, tr|G1PPG8|G1PPG8_MYOLU, tr|G1PCV1|G1PCV1_MYOLU, tr|G1PMH7|G1PMH7_MYOLU, tr|L7N1N2|L7N1N2_MYOLU, tr|G1P2C5|G1P2C5_MYOLU, tr|L7N1I2|L7N1I2_MYOLU
OG0000059	sp|Q8NGG7|OR8A1_HUMAN	tr|G1PKT0|G1PKT0_MYOLU
OG0000059	sp|Q8NGM9|OR8D4_HUMAN, sp|Q8WZ84|OR8D1_HUMAN, sp|Q9GZM6|OR8D2_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q8NGG8|OR8B3_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q96RC9|OR8B4_HUMAN	tr|G1NSY1|G1NSY1_MYOLU
OG0000061	sp|Q96BQ3|TRI43_HUMAN, sp|A6NCK2|TR43B_HUMAN	tr|G1QE80|G1QE80_MYOLU
OG0000061	sp|A6NDI0|TR49B_HUMAN, sp|P0CI26|TR49C_HUMAN, sp|P0CI25|TRI49_HUMAN, sp|Q8IWZ4|TRI48_HUMAN, sp|C9J1S8|TR49D_HUMAN, sp|A0A3B3IT33|TR51G_HUMAN, sp|Q9BSJ1|TRI51_HUMAN, sp|I1YAP6|TRI77_HUMAN, sp|A6NGJ6|TRI64_HUMAN, sp|A6NI03|TR64B_HUMAN, sp|A6NLI5|TR64C_HUMAN	tr|G1PYI2|G1PYI2_MYOLU
OG0000065	sp|Q96M61|MAGBI_HUMAN	tr|G1Q018|G1Q018_MYOLU
OG0000065	sp|Q96LZ2|MAGBA_HUMAN	tr|G1QE99|G1QE99_MYOLU
OG0000065	sp|O15480|MAGB3_HUMAN	tr|G1QAY7|G1QAY7_MYOLU
OG0000065	sp|Q9BZ81|MAGB5_HUMAN	tr|G1Q1N8|G1Q1N8_MYOLU
OG0000066	sp|P35247|SFTPD_HUMAN	tr|L7N1D0|L7N1D0_MYOLU, tr|G1Q5Q5|G1Q5Q5_MYOLU, tr|G1QAB4|G1QAB4_MYOLU, tr|G1QC23|G1QC23_MYOLU, tr|G1PZF8|G1PZF8_MYOLU, tr|G1Q3F7|G1Q3F7_MYOLU, tr|G1QER4|G1QER4_MYOLU, tr|L7N1I7|L7N1I7_MYOLU, tr|G1NV76|G1NV76_MYOLU, tr|G1P0I8|G1P0I8_MYOLU, tr|L7N115|L7N115_MYOLU, tr|G1Q512|G1Q512_MYOLU, tr|G1PYW5|G1PYW5_MYOLU
OG0000067	sp|A1A519|F170A_HUMAN	tr|G1PRI4|G1PRI4_MYOLU, tr|G1Q2P6|G1Q2P6_MYOLU, tr|G1Q782|G1Q782_MYOLU, tr|G1Q6M7|G1Q6M7_MYOLU, tr|G1Q4P1|G1Q4P1_MYOLU, tr|G1Q7A0|G1Q7A0_MYOLU, tr|G1QEZ8|G1QEZ8_MYOLU, tr|G1Q5Z4|G1Q5Z4_MYOLU, tr|G1QG68|G1QG68_MYOLU, tr|G1QEF6|G1QEF6_MYOLU, tr|G1Q2H2|G1Q2H2_MYOLU, tr|G1Q352|G1Q352_MYOLU, tr|G1QE28|G1QE28_MYOLU
OG0000068	sp|A6NCI8|CB078_HUMAN	tr|G1NTL5|G1NTL5_MYOLU, tr|G1NTM3|G1NTM3_MYOLU, tr|G1QEF2|G1QEF2_MYOLU, tr|G1Q2C5|G1Q2C5_MYOLU, tr|G1Q285|G1Q285_MYOLU, tr|G1Q4V4|G1Q4V4_MYOLU, tr|G1QFI7|G1QFI7_MYOLU, tr|G1QFQ1|G1QFQ1_MYOLU, tr|G1Q8I2|G1Q8I2_MYOLU, tr|G1QED7|G1QED7_MYOLU, tr|G1PZ77|G1PZ77_MYOLU, tr|G1Q6T0|G1Q6T0_MYOLU, tr|G1Q2R4|G1Q2R4_MYOLU
OG0000073	sp|Q8N7R7|CCYL1_HUMAN, sp|Q5T2Q4|CCYL2_HUMAN	tr|G1PYC0|G1PYC0_MYOLU
OG0000073	sp|Q8ND76|CCNY_HUMAN	tr|G1PMB6|G1PMB6_MYOLU
OG0000073	sp|P0C7X3|CCYL3_HUMAN	tr|G1QDA2|G1QDA2_MYOLU, tr|G1Q2H3|G1Q2H3_MYOLU, tr|G1Q609|G1Q609_MYOLU, tr|G1QDA4|G1QDA4_MYOLU, tr|G1QA71|G1QA71_MYOLU, tr|G1QCA9|G1QCA9_MYOLU
OG0000075	sp|P19087|GNAT2_HUMAN	tr|G1P296|G1P296_MYOLU
OG0000075	sp|A8MTJ3|GNAT3_HUMAN	tr|G1Q5E2|G1Q5E2_MYOLU
OG0000075	sp|P04899|GNAI2_HUMAN	tr|G1NXP3|G1NXP3_MYOLU
OG0000075	sp|P08754|GNAI3_HUMAN	tr|G1P292|G1P292_MYOLU
OG0000075	sp|P63096|GNAI1_HUMAN	tr|G1P4F8|G1P4F8_MYOLU
OG0000076	sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN	tr|G1Q1R8|G1Q1R8_MYOLU
OG0000077	sp|Q8NG95|OR7G3_HUMAN	tr|G1PNI5|G1PNI5_MYOLU
OG0000077	sp|Q8NG99|OR7G2_HUMAN, sp|Q8NGA0|OR7G1_HUMAN, sp|O14581|OR7AH_HUMAN, sp|O76100|OR7AA_HUMAN, sp|Q8NGA2|OR7A2_HUMAN, sp|Q15622|OR7A5_HUMAN, sp|O76099|OR7C1_HUMAN, sp|O60412|OR7C2_HUMAN, sp|Q8NG98|OR7D4_HUMAN, sp|Q96RA2|OR7D2_HUMAN	tr|G1QC81|G1QC81_MYOLU
OG0000078	tr|A0A075B7B8|A0A075B7B8_HUMAN, sp|A0A0C4DH36|HV338_HUMAN, sp|P0DTE1|HV383_HUMAN, sp|A0A0C4DH42|HV366_HUMAN, sp|P01767|HV353_HUMAN, tr|A0A075B7F0|A0A075B7F0_HUMAN, sp|P01764|HV323_HUMAN, sp|A0A075B6Q5|HV364_HUMAN, sp|A0A0J9YX35|HV64D_HUMAN, sp|A0A0B4J1X5|HV374_HUMAN, tr|A0A075B7E8|A0A075B7E8_HUMAN	tr|L7N1V1|L7N1V1_MYOLU, tr|G1Q345|G1Q345_MYOLU
OG0000080	sp|Q9UJ04|TSYL4_HUMAN	tr|G1PT03|G1PT03_MYOLU
OG0000080	sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9H0U9|TSYL1_HUMAN	tr|G1QFX8|G1QFX8_MYOLU
OG0000081	sp|P16233|LIPP_HUMAN	tr|G1PAQ0|G1PAQ0_MYOLU
OG0000081	sp|P54315|LIPR1_HUMAN	tr|G1PAR4|G1PAR4_MYOLU, tr|G1PIA0|G1PIA0_MYOLU
OG0000081	sp|P54317|LIPR2_HUMAN	tr|G1Q859|G1Q859_MYOLU, tr|L7N125|L7N125_MYOLU, tr|G1Q3I0|G1Q3I0_MYOLU, tr|G1PRN3|G1PRN3_MYOLU, tr|G1Q463|G1Q463_MYOLU, tr|G1Q7B4|G1Q7B4_MYOLU, tr|G1Q9N7|G1Q9N7_MYOLU
OG0000083	sp|P25089|FPR3_HUMAN, sp|Q9P296|C5AR2_HUMAN, sp|P21730|C5AR1_HUMAN, sp|Q9Y5Y4|PD2R2_HUMAN, sp|Q49SQ1|GPR33_HUMAN, sp|Q99788|CML1_HUMAN, sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|P25090|FPR2_HUMAN, sp|P21462|FPR1_HUMAN	tr|G1QEJ1|G1QEJ1_MYOLU, tr|G1P570|G1P570_MYOLU
OG0000085	sp|P11142|HSP7C_HUMAN	tr|G1P3B7|G1P3B7_MYOLU, tr|G1PY32|G1PY32_MYOLU
OG0000085	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|G1P3E7|G1P3E7_MYOLU, tr|G1Q261|G1Q261_MYOLU
OG0000085	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN, sp|P34931|HS71L_HUMAN	tr|G1Q5R0|G1Q5R0_MYOLU
OG0000086	sp|Q15615|OR4D1_HUMAN	tr|G1PSH6|G1PSH6_MYOLU
OG0000086	sp|P58180|OR4D2_HUMAN	tr|G1QCI1|G1QCI1_MYOLU
OG0000086	sp|Q8NGJ1|OR4D6_HUMAN	tr|G1Q5J3|G1Q5J3_MYOLU
OG0000086	sp|Q8NGE8|OR4D9_HUMAN, sp|Q8NGI4|OR4DB_HUMAN, sp|Q8NGI6|OR4DA_HUMAN	tr|G1PEU5|G1PEU5_MYOLU, tr|G1PZ81|G1PZ81_MYOLU
OG0000087	sp|Q8N1G1|REXO1_HUMAN	tr|G1PVT3|G1PVT3_MYOLU
OG0000087	sp|Q8IX06|GOR_HUMAN	tr|G1Q666|G1Q666_MYOLU, tr|G1Q745|G1Q745_MYOLU, tr|G1QEM7|G1QEM7_MYOLU, tr|G1PZN7|G1PZN7_MYOLU, tr|G1PY64|G1PY64_MYOLU, tr|G1QFP7|G1QFP7_MYOLU, tr|G1Q3S3|G1Q3S3_MYOLU
OG0000087	sp|P0C843|CI014_HUMAN	tr|G1PY86|G1PY86_MYOLU
OG0000088	sp|Q6UXE8|BTNL3_HUMAN, sp|Q6UX41|BTNL8_HUMAN, sp|A8MVZ5|BTNLA_HUMAN, sp|Q16653|MOG_HUMAN, sp|P78410|BT3A2_HUMAN, sp|O00478|BT3A3_HUMAN, sp|O00481|BT3A1_HUMAN, sp|Q96KV6|BT2A3_HUMAN, sp|Q7KYR7|BT2A1_HUMAN, sp|Q8WVV5|BT2A2_HUMAN, sp|Q13410|BT1A1_HUMAN	tr|G1PJN0|G1PJN0_MYOLU
OG0000089	sp|P13637|AT1A3_HUMAN	tr|G1PQI2|G1PQI2_MYOLU
OG0000089	sp|P05023|AT1A1_HUMAN	tr|G1P3U7|G1P3U7_MYOLU
OG0000089	sp|P50993|AT1A2_HUMAN	tr|G1NV63|G1NV63_MYOLU, tr|G1NV71|G1NV71_MYOLU
OG0000089	sp|P20648|ATP4A_HUMAN	tr|G1PUI7|G1PUI7_MYOLU
OG0000089	sp|P54707|AT12A_HUMAN	tr|G1PKF6|G1PKF6_MYOLU
OG0000092	sp|Q9P219|DAPLE_HUMAN	tr|G1Q832|G1Q832_MYOLU, tr|G1QCV3|G1QCV3_MYOLU, tr|G1Q9H8|G1Q9H8_MYOLU, tr|G1QFT5|G1QFT5_MYOLU, tr|G1Q2R7|G1Q2R7_MYOLU, tr|G1QDY9|G1QDY9_MYOLU, tr|G1PY49|G1PY49_MYOLU, tr|G1QED0|G1QED0_MYOLU, tr|G1Q3B2|G1Q3B2_MYOLU, tr|G1Q7S3|G1Q7S3_MYOLU, tr|G1QA53|G1QA53_MYOLU
OG0000093	sp|Q7Z6E9|RBBP6_HUMAN	tr|G1PGC1|G1PGC1_MYOLU, tr|G1Q8C1|G1Q8C1_MYOLU, tr|G1PZ66|G1PZ66_MYOLU, tr|G1Q4I1|G1Q4I1_MYOLU, tr|G1Q1I4|G1Q1I4_MYOLU, tr|G1QGD0|G1QGD0_MYOLU, tr|G1PYZ7|G1PYZ7_MYOLU, tr|G1QDE2|G1QDE2_MYOLU, tr|G1QF66|G1QF66_MYOLU, tr|G1QG90|G1QG90_MYOLU, tr|G1PZW3|G1PZW3_MYOLU
OG0000094	sp|Q92764|KRT35_HUMAN	tr|G1PE69|G1PE69_MYOLU
OG0000094	sp|O76013|KRT36_HUMAN	tr|G1PRP8|G1PRP8_MYOLU, tr|G1QF50|G1QF50_MYOLU, tr|G1PRM9|G1PRM9_MYOLU, tr|G1PRM4|G1PRM4_MYOLU, tr|L7N192|L7N192_MYOLU, tr|L7N177|L7N177_MYOLU, tr|G1PRN7|G1PRN7_MYOLU, tr|G1Q3P9|G1Q3P9_MYOLU, tr|G1PRQ8|G1PRQ8_MYOLU
OG0000095	tr|A0A8I5KQE6|A0A8I5KQE6_HUMAN, sp|P08865|RSSA_HUMAN	tr|G1Q187|G1Q187_MYOLU, tr|G1Q7F3|G1Q7F3_MYOLU, tr|G1Q2Z0|G1Q2Z0_MYOLU, tr|G1NZS2|G1NZS2_MYOLU, tr|G1Q357|G1Q357_MYOLU, tr|G1Q3K1|G1Q3K1_MYOLU, tr|G1Q2V7|G1Q2V7_MYOLU, tr|G1QCI6|G1QCI6_MYOLU, tr|G1Q7X5|G1Q7X5_MYOLU, tr|G1Q675|G1Q675_MYOLU
OG0000097	sp|P15529|MCP_HUMAN	tr|G1QB99|G1QB99_MYOLU, tr|G1Q713|G1Q713_MYOLU, tr|G1P1A5|G1P1A5_MYOLU, tr|G1Q6P9|G1Q6P9_MYOLU, tr|G1PZE2|G1PZE2_MYOLU, tr|G1Q2H9|G1Q2H9_MYOLU, tr|G1QA96|G1QA96_MYOLU, tr|G1Q6T2|G1Q6T2_MYOLU, tr|G1Q0F5|G1Q0F5_MYOLU, tr|G1PZJ4|G1PZJ4_MYOLU, tr|G1Q2I6|G1Q2I6_MYOLU
OG0000100	sp|P00797|RENI_HUMAN	tr|G1PBM4|G1PBM4_MYOLU
OG0000100	sp|P14091|CATE_HUMAN	tr|G1PTZ9|G1PTZ9_MYOLU
OG0000100	sp|P0DJD9|PEPA5_HUMAN, sp|P0DJD8|PEPA3_HUMAN, sp|P0DJD7|PEPA4_HUMAN, sp|P20142|PEPC_HUMAN	tr|G1PKG7|G1PKG7_MYOLU
OG0000102	sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q14568|HS902_HUMAN	tr|G1PMK8|G1PMK8_MYOLU
OG0000102	sp|P07900|HS90A_HUMAN, sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|P08238|HS90B_HUMAN	tr|L7N184|L7N184_MYOLU, tr|G1PMT8|G1PMT8_MYOLU
OG0000104	sp|A0A087WSX0|LV545_HUMAN, sp|A0A0G2JS06|LV539_HUMAN, sp|A0A075B6I7|LV548_HUMAN, sp|A0A075B6J1|LV537_HUMAN, sp|A0A075B6I3|LVK55_HUMAN	tr|G1Q3X0|G1Q3X0_MYOLU, tr|G1QA31|G1QA31_MYOLU, tr|G1Q0S3|G1Q0S3_MYOLU, tr|G1Q2H7|G1Q2H7_MYOLU, tr|G1Q8J4|G1Q8J4_MYOLU, tr|G1Q2J1|G1Q2J1_MYOLU
OG0000105	sp|Q8NGI0|O52N2_HUMAN	tr|G1NSJ1|G1NSJ1_MYOLU
OG0000105	sp|Q8NGI2|O52N4_HUMAN	tr|G1P2K8|G1P2K8_MYOLU
OG0000105	sp|Q8NH53|O52N1_HUMAN	tr|G1Q3Z5|G1Q3Z5_MYOLU, tr|G1Q6S4|G1Q6S4_MYOLU
OG0000105	sp|Q8NH56|O52N5_HUMAN	tr|G1Q5Z0|G1Q5Z0_MYOLU, tr|G1QC63|G1QC63_MYOLU
OG0000106	sp|P0CG41|CTGE8_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|A4FU28|CTGE9_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|Q96RT6|CTGE2_HUMAN	tr|G1PEE5|G1PEE5_MYOLU
OG0000106	sp|Q8IX95|CTGE3_HUMAN, sp|Q96PC5|MIA2_HUMAN	tr|G1PLG4|G1PLG4_MYOLU
OG0000107	sp|P01772|HV333_HUMAN, sp|P0DP03|HVC05_HUMAN, sp|P01768|HV330_HUMAN, sp|P0DP02|HVC33_HUMAN, tr|A0A0J9YY99|A0A0J9YY99_HUMAN, sp|P01782|HV309_HUMAN, sp|A0A0C4DH32|HV320_HUMAN, sp|A0A0B4J1X8|HV343_HUMAN, sp|P0DP04|HV43D_HUMAN	tr|G1PYM4|G1PYM4_MYOLU, tr|G1QCR1|G1QCR1_MYOLU
OG0000108	sp|Q9UGF7|O12D3_HUMAN, sp|P0DN82|O12D1_HUMAN, sp|P58182|O12D2_HUMAN, sp|Q8NGC0|O5AU1_HUMAN, sp|Q13606|OR5I1_HUMAN, sp|Q8NH69|OR5W2_HUMAN	tr|G1PTY7|G1PTY7_MYOLU
OG0000108	sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN	tr|G1PTI6|G1PTI6_MYOLU
OG0000109	sp|Q9C0A0|CNTP4_HUMAN	tr|G1PLM1|G1PLM1_MYOLU
OG0000109	sp|Q8WYK1|CNTP5_HUMAN	tr|G1NV74|G1NV74_MYOLU
OG0000109	sp|Q96NU0|CNT3B_HUMAN, tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, sp|Q9UHC6|CNTP2_HUMAN	tr|G1Q7M7|G1Q7M7_MYOLU, tr|G1QF08|G1QF08_MYOLU, tr|G1NW20|G1NW20_MYOLU
OG0000110	sp|Q8NGH5|O56A1_HUMAN	tr|G1PI52|G1PI52_MYOLU
OG0000110	sp|Q8NGH8|O56A4_HUMAN, sp|P0C7T3|O56A5_HUMAN	tr|G1PYF6|G1PYF6_MYOLU, tr|G1Q544|G1Q544_MYOLU, tr|G1Q4N0|G1Q4N0_MYOLU
OG0000110	sp|Q8NH54|O56A3_HUMAN	tr|G1P8B4|G1P8B4_MYOLU, tr|G1PEP1|G1PEP1_MYOLU, tr|G1P692|G1P692_MYOLU
OG0000111	sp|Q9H207|O10A5_HUMAN, sp|Q9H208|O10A2_HUMAN	tr|G1Q2F7|G1Q2F7_MYOLU
OG0000111	sp|Q9H209|O10A4_HUMAN	tr|G1PYZ3|G1PYZ3_MYOLU
OG0000111	sp|Q96KK4|O10C1_HUMAN, sp|Q96R54|O14A2_HUMAN, sp|Q8NHC6|O14L1_HUMAN, sp|Q8NHC7|O14CZ_HUMAN, sp|Q8NGE0|O10AD_HUMAN	tr|G1Q5M5|G1Q5M5_MYOLU
OG0000112	sp|P01024|CO3_HUMAN	tr|G1PPH1|G1PPH1_MYOLU, tr|G1Q493|G1Q493_MYOLU, tr|G1Q9C3|G1Q9C3_MYOLU, tr|G1Q8Z5|G1Q8Z5_MYOLU, tr|G1QCP9|G1QCP9_MYOLU, tr|L7N1L3|L7N1L3_MYOLU, tr|G1PYJ2|G1PYJ2_MYOLU, tr|G1Q7J2|G1Q7J2_MYOLU, tr|G1Q976|G1Q976_MYOLU, tr|G1Q8H4|G1Q8H4_MYOLU
OG0000113	sp|Q9C000|NLRP1_HUMAN	tr|G1PYZ2|G1PYZ2_MYOLU, tr|G1NTP2|G1NTP2_MYOLU, tr|G1QEX3|G1QEX3_MYOLU, tr|G1PZX1|G1PZX1_MYOLU, tr|G1QEZ2|G1QEZ2_MYOLU, tr|G1QBX3|G1QBX3_MYOLU, tr|G1QAA1|G1QAA1_MYOLU, tr|G1Q7M3|G1Q7M3_MYOLU, tr|G1QEN8|G1QEN8_MYOLU, tr|G1Q0M5|G1Q0M5_MYOLU
OG0000114	sp|O75556|SG2A1_HUMAN, sp|Q13296|SG2A2_HUMAN	tr|L7N1H3|L7N1H3_MYOLU, tr|G1P794|G1P794_MYOLU, tr|G1Q294|G1Q294_MYOLU, tr|G1QEV1|G1QEV1_MYOLU, tr|L7N1B8|L7N1B8_MYOLU, tr|G1Q7H6|G1Q7H6_MYOLU, tr|G1Q8C3|G1Q8C3_MYOLU, tr|L7N1F3|L7N1F3_MYOLU, tr|G1Q7Z3|G1Q7Z3_MYOLU
OG0000115	sp|Q9UHQ1|NARF_HUMAN	tr|G1PXK6|G1PXK6_MYOLU, tr|G1QEZ9|G1QEZ9_MYOLU, tr|G1Q0S7|G1Q0S7_MYOLU, tr|G1Q198|G1Q198_MYOLU, tr|G1PXR6|G1PXR6_MYOLU, tr|G1Q0V6|G1Q0V6_MYOLU, tr|G1Q4F2|G1Q4F2_MYOLU, tr|G1Q6W3|G1Q6W3_MYOLU, tr|G1QFE9|G1QFE9_MYOLU, tr|G1QBN8|G1QBN8_MYOLU
OG0000116	sp|Q8NGJ2|O52H1_HUMAN	tr|G1Q995|G1Q995_MYOLU, tr|G1QC50|G1QC50_MYOLU, tr|G1QC95|G1QC95_MYOLU, tr|G1PX52|G1PX52_MYOLU, tr|G1QCX1|G1QCX1_MYOLU, tr|G1Q3I8|G1Q3I8_MYOLU, tr|G1P8V0|G1P8V0_MYOLU, tr|G1NZA0|G1NZA0_MYOLU, tr|L7N1V8|L7N1V8_MYOLU, tr|G1PXW4|G1PXW4_MYOLU
OG0000125	sp|O75084|FZD7_HUMAN	tr|G1PZF9|G1PZF9_MYOLU
OG0000125	sp|Q9UP38|FZD1_HUMAN	tr|G1QE18|G1QE18_MYOLU
OG0000125	sp|Q14332|FZD2_HUMAN, sp|Q9H461|FZD8_HUMAN, sp|Q13467|FZD5_HUMAN, sp|Q9ULW2|FZD10_HUMAN, sp|O00144|FZD9_HUMAN	tr|G1QGB3|G1QGB3_MYOLU
OG0000129	sp|P11926|DCOR_HUMAN	tr|G1QC21|G1QC21_MYOLU, tr|G1Q805|G1Q805_MYOLU, tr|G1PXQ5|G1PXQ5_MYOLU, tr|G1Q441|G1Q441_MYOLU, tr|G1QBX1|G1QBX1_MYOLU, tr|G1Q7N8|G1Q7N8_MYOLU, tr|G1PFW8|G1PFW8_MYOLU, tr|G1Q8V0|G1Q8V0_MYOLU, tr|G1Q0J1|G1Q0J1_MYOLU
OG0000131	sp|Q9Y3Q7|ADA18_HUMAN	tr|G1P237|G1P237_MYOLU
OG0000131	sp|Q8TC27|ADA32_HUMAN	tr|G1PHY5|G1PHY5_MYOLU
OG0000131	sp|Q99965|ADAM2_HUMAN	tr|G1PQV5|G1PQV5_MYOLU
OG0000132	sp|Q16777|H2A2C_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|A0A3B3IU63|H2AL3_HUMAN, tr|A0A8Q3WKH5|A0A8Q3WKH5_HUMAN, sp|Q9BTM1|H2AJ_HUMAN	tr|G1NSF5|G1NSF5_MYOLU
OG0000134	sp|Q99909|SSX3_HUMAN, sp|Q16385|SSX2_HUMAN, sp|O60225|SSX5_HUMAN, sp|Q7RTT3|SSX9_HUMAN, sp|Q7RTT5|SSX7_HUMAN, sp|Q7RTT6|SSX6_HUMAN, sp|Q7RTT4|SSX8_HUMAN, sp|Q16384|SSX1_HUMAN, sp|O60224|SSX4_HUMAN	tr|G1NWD7|G1NWD7_MYOLU
OG0000135	sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN	tr|G1PZC1|G1PZC1_MYOLU
