Orthogroup	Homo_sapiens	Nomascus_leucogenys
OG0000044	sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|Q14568|HS902_HUMAN	tr|A0A2I3GVJ9|A0A2I3GVJ9_NOMLE
OG0000046	sp|Q8NGP6|OR5M8_HUMAN	tr|A0A2I3GXH8|A0A2I3GXH8_NOMLE
OG0000046	sp|Q8NGP3|OR5M9_HUMAN	tr|G1SCB0|G1SCB0_NOMLE
OG0000046	sp|Q8NGP4|OR5M3_HUMAN	tr|A0A2I3H5G2|A0A2I3H5G2_NOMLE, tr|A0A2I3GFD5|A0A2I3GFD5_NOMLE, tr|A0A2I3H7U6|A0A2I3H7U6_NOMLE
OG0000046	sp|Q8NGP8|OR5M1_HUMAN, sp|Q6IEU7|OR5MA_HUMAN	tr|A0A2I3HSU3|A0A2I3HSU3_NOMLE, tr|G1SCB2|G1SCB2_NOMLE
OG0000049	sp|Q04695|K1C17_HUMAN	tr|G1RJF9|G1RJF9_NOMLE
OG0000049	sp|P02533|K1C14_HUMAN	tr|G1RJ14|G1RJ14_NOMLE
OG0000049	sp|P08779|K1C16_HUMAN	tr|G1RJ17|G1RJ17_NOMLE, tr|G1RJ63|G1RJ63_NOMLE
OG0000051	sp|Q8NGX8|OR6Y1_HUMAN, sp|Q8NGX9|OR6P1_HUMAN, sp|Q6IFH4|OR6B2_HUMAN, sp|Q8NGW1|OR6B3_HUMAN, sp|Q9GZK7|O11A1_HUMAN, sp|Q8NGC1|O11G2_HUMAN, sp|B2RN74|O11HC_HUMAN, sp|Q8NG94|O11H1_HUMAN, sp|Q8NH07|O11H2_HUMAN, sp|Q8NGC8|O11H7_HUMAN, sp|Q8NGC9|O11H4_HUMAN, sp|Q8NGC7|O11H6_HUMAN	tr|G1S9K5|G1S9K5_NOMLE
OG0000052	sp|P32881|IFNA8_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01568|IFN21_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01571|IFN17_HUMAN, sp|P05014|IFNA4_HUMAN	tr|A0A2I3GCS3|A0A2I3GCS3_NOMLE
OG0000053	sp|Q9NYW3|TA2R7_HUMAN	tr|G1SA69|G1SA69_NOMLE
OG0000053	sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|P59551|T2R60_HUMAN, sp|P59536|T2R41_HUMAN, sp|Q9NYV7|T2R16_HUMAN, sp|Q9NYW7|TA2R1_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|Q9NYW5|TA2R4_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN	tr|A0A2I3HYS2|A0A2I3HYS2_NOMLE
OG0000054	sp|Q14532|K1H2_HUMAN	tr|G1RIE8|G1RIE8_NOMLE
OG0000054	sp|O76013|KRT36_HUMAN	tr|G1RIH8|G1RIH8_NOMLE
OG0000054	tr|A0A140TA62|A0A140TA62_HUMAN, sp|O76011|KRT34_HUMAN	tr|G1RI89|G1RI89_NOMLE
OG0000054	sp|Q14525|KT33B_HUMAN	tr|G1RI50|G1RI50_NOMLE
OG0000054	sp|O76009|KT33A_HUMAN	tr|G1RI44|G1RI44_NOMLE
OG0000054	sp|Q15323|K1H1_HUMAN	tr|G1RI63|G1RI63_NOMLE
OG0000055	sp|O95780|ZN682_HUMAN	tr|G1R826|G1R826_NOMLE, tr|G1QGV5|G1QGV5_NOMLE, tr|G1QGU6|G1QGU6_NOMLE, tr|G1QHT1|G1QHT1_NOMLE, tr|A0A2I3GLK5|A0A2I3GLK5_NOMLE, tr|G1QGV1|G1QGV1_NOMLE, tr|A0A2I3HV18|A0A2I3HV18_NOMLE, tr|A0A2I3GEF0|A0A2I3GEF0_NOMLE, tr|A0A2I3H233|A0A2I3H233_NOMLE, tr|G1QJ56|G1QJ56_NOMLE, tr|G1QJ47|G1QJ47_NOMLE, tr|G1QJ52|G1QJ52_NOMLE
OG0000056	sp|P60371|KR106_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A2I3H7H2|A0A2I3H7H2_NOMLE
OG0000056	sp|P60410|KR108_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60331|KR101_HUMAN, sp|P60369|KR103_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60411|KR109_HUMAN	tr|A0A2I3G3M4|A0A2I3G3M4_NOMLE
OG0000057	sp|P46778|RL21_HUMAN	tr|A0A2I3HZC6|A0A2I3HZC6_NOMLE, tr|A0A2I3HPW3|A0A2I3HPW3_NOMLE, tr|A0A2I3H6E8|A0A2I3H6E8_NOMLE, tr|A0A2I3G2J9|A0A2I3G2J9_NOMLE, tr|A0A2I3H3M6|A0A2I3H3M6_NOMLE, tr|A0A2I3G4C4|A0A2I3G4C4_NOMLE, tr|G1QHK6|G1QHK6_NOMLE, tr|A0A2I3GHN5|A0A2I3GHN5_NOMLE, tr|A0A2I3GHZ3|A0A2I3GHZ3_NOMLE, tr|A0A2I3HPC9|A0A2I3HPC9_NOMLE, tr|A0A2I3GX89|A0A2I3GX89_NOMLE, tr|A0A2I3G987|A0A2I3G987_NOMLE
OG0000059	sp|P08572|CO4A2_HUMAN	tr|G1R903|G1R903_NOMLE
OG0000059	sp|P53420|CO4A4_HUMAN	tr|G1RSL2|G1RSL2_NOMLE
OG0000059	sp|Q14031|CO4A6_HUMAN	tr|M3ZCH1|M3ZCH1_NOMLE
OG0000059	sp|Q01955|CO4A3_HUMAN	tr|A0A2I3HTD1|A0A2I3HTD1_NOMLE
OG0000059	sp|P02462|CO4A1_HUMAN	tr|G1R8X9|G1R8X9_NOMLE
OG0000059	sp|P29400|CO4A5_HUMAN	tr|A0A2I3H253|A0A2I3H253_NOMLE
OG0000060	sp|Q9ULB4|CADH9_HUMAN	tr|G1RN01|G1RN01_NOMLE
OG0000060	sp|P55289|CAD12_HUMAN	tr|G1RMU5|G1RMU5_NOMLE
OG0000060	sp|Q9ULB5|CADH7_HUMAN	tr|G1RCP4|G1RCP4_NOMLE
OG0000060	sp|Q9HBT6|CAD20_HUMAN	tr|G1RAV5|G1RAV5_NOMLE
OG0000060	sp|Q9Y6N8|CAD10_HUMAN	tr|G1RMW8|G1RMW8_NOMLE
OG0000060	sp|P55285|CADH6_HUMAN	tr|G1RUL4|G1RUL4_NOMLE
OG0000061	sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59541|T2R30_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|P59544|T2R50_HUMAN	tr|G1SA71|G1SA71_NOMLE
OG0000063	sp|P05023|AT1A1_HUMAN	tr|A0A2I3GR26|A0A2I3GR26_NOMLE
OG0000063	sp|P13637|AT1A3_HUMAN	tr|G1RSP5|G1RSP5_NOMLE
OG0000063	sp|P50993|AT1A2_HUMAN	tr|A0A2I3HW78|A0A2I3HW78_NOMLE
OG0000063	sp|Q13733|AT1A4_HUMAN	tr|G1RSV7|G1RSV7_NOMLE
OG0000063	sp|P20648|ATP4A_HUMAN	tr|G1RKB8|G1RKB8_NOMLE
OG0000063	sp|P54707|AT12A_HUMAN	tr|G1RUC7|G1RUC7_NOMLE
OG0000064	sp|Q9BYQ0|KRA98_HUMAN, sp|Q9BYQ3|KRA93_HUMAN, sp|Q9BYQ2|KRA94_HUMAN, sp|Q9BYP9|KRA99_HUMAN	tr|A0A2I3HRP1|A0A2I3HRP1_NOMLE, tr|G1RI20|G1RI20_NOMLE
OG0000064	sp|Q9BYQ4|KRA92_HUMAN, tr|A0A140TA67|A0A140TA67_HUMAN, sp|A8MTY7|KRA97_HUMAN, sp|A8MVA2|KRA96_HUMAN	tr|G1SAK1|G1SAK1_NOMLE, tr|A0A2I3HD22|A0A2I3HD22_NOMLE
OG0000065	sp|Q8NH54|O56A3_HUMAN	tr|G1S987|G1S987_NOMLE
OG0000065	sp|Q8NGH8|O56A4_HUMAN, sp|P0C7T3|O56A5_HUMAN	tr|A0A2I3GZR2|A0A2I3GZR2_NOMLE
OG0000065	sp|Q8NGH5|O56A1_HUMAN	tr|A0A2I3FPK6|A0A2I3FPK6_NOMLE, tr|G1S989|G1S989_NOMLE
OG0000065	sp|Q8NGI3|O56B1_HUMAN, sp|Q8NGI1|O56B2_HUMAN, sp|Q8NH76|O56B4_HUMAN	tr|G1S6F9|G1S6F9_NOMLE
OG0000066	sp|Q8N7K0|ZN433_HUMAN	tr|G1RQ53|G1RQ53_NOMLE
OG0000066	sp|Q96I27|ZN625_HUMAN	tr|G1SBU5|G1SBU5_NOMLE
OG0000066	sp|C9JN71|ZN878_HUMAN	tr|A0A2I3HIW1|A0A2I3HIW1_NOMLE
OG0000066	sp|P17024|ZNF20_HUMAN	tr|G1RQ35|G1RQ35_NOMLE, tr|G1RQ42|G1RQ42_NOMLE, tr|G1RQ45|G1RQ45_NOMLE, tr|G1RQ48|G1RQ48_NOMLE, tr|A0A2I3GVH1|A0A2I3GVH1_NOMLE
OG0000067	sp|P79483|DRB3_HUMAN, sp|P01911|DRB1_HUMAN, sp|Q30154|DRB5_HUMAN, sp|P13762|DRB4_HUMAN	tr|A0A2I3HNM3|A0A2I3HNM3_NOMLE
OG0000067	sp|P04440|DPB1_HUMAN	tr|G1R508|G1R508_NOMLE
OG0000067	sp|P01920|DQB1_HUMAN	tr|A0A2I3HL81|A0A2I3HL81_NOMLE
OG0000067	sp|P05538|DQB2_HUMAN	tr|A0A2I3HJN6|A0A2I3HJN6_NOMLE
OG0000068	sp|Q9P0V9|SEP10_HUMAN	tr|G1QKZ4|G1QKZ4_NOMLE
OG0000068	sp|Q92599|SEPT8_HUMAN	tr|A0A2I3GV18|A0A2I3GV18_NOMLE
OG0000068	sp|Q9NVA2|SEP11_HUMAN	tr|A0A2I3HWY8|A0A2I3HWY8_NOMLE
OG0000068	sp|Q14141|SEPT6_HUMAN	tr|G1RXZ0|G1RXZ0_NOMLE
OG0000068	sp|C0HM01|RBRP_HUMAN, sp|Q6ZU15|SEP14_HUMAN	tr|G1S097|G1S097_NOMLE
OG0000069	sp|P41231|P2RY2_HUMAN, sp|P51582|P2RY4_HUMAN, sp|P32249|GP183_HUMAN, sp|Q9UPC5|GPR34_HUMAN, sp|Q99678|GPR20_HUMAN, sp|Q9HC97|GPR35_HUMAN, sp|O00270|GPR31_HUMAN, sp|Q8TDS5|OXER1_HUMAN, sp|Q9BXC0|HCAR1_HUMAN, sp|Q8TDS4|HCAR2_HUMAN, sp|P49019|HCAR3_HUMAN	tr|G1S5M1|G1S5M1_NOMLE
OG0000070	sp|P27348|1433T_HUMAN	tr|A0A2I3GDA8|A0A2I3GDA8_NOMLE, tr|A0A2I3G1N2|A0A2I3G1N2_NOMLE, tr|A0A2I3FUP3|A0A2I3FUP3_NOMLE, tr|G1RT54|G1RT54_NOMLE
OG0000070	sp|P31946|1433B_HUMAN	tr|G1R4G7|G1R4G7_NOMLE
OG0000070	sp|P63104|1433Z_HUMAN	tr|A0A2I3GBB0|A0A2I3GBB0_NOMLE, tr|A0A2I3G3C5|A0A2I3G3C5_NOMLE, tr|A0A2I3H6T1|A0A2I3H6T1_NOMLE, tr|A0A2I3H7T3|A0A2I3H7T3_NOMLE
OG0000071	sp|Q76KX8|ZN534_HUMAN	tr|A0A2I3HR61|A0A2I3HR61_NOMLE
OG0000071	sp|Q3MIS6|ZN528_HUMAN	tr|A0A2I3GC82|A0A2I3GC82_NOMLE
OG0000071	sp|Q6PDB4|ZN880_HUMAN	tr|A0A2I3HKF4|A0A2I3HKF4_NOMLE
OG0000071	sp|Q5HY98|ZN766_HUMAN	tr|A0A2I3GYE8|A0A2I3GYE8_NOMLE
OG0000071	sp|Q8N9Z0|ZN610_HUMAN	tr|A0A2I3H0I2|A0A2I3H0I2_NOMLE
OG0000071	sp|Q8WV37|ZN480_HUMAN	tr|M3ZB84|M3ZB84_NOMLE
OG0000072	sp|Q9HBI6|CP4FB_HUMAN	tr|G1R020|G1R020_NOMLE
OG0000072	sp|Q9HCS2|CP4FC_HUMAN	tr|A0A2I3HMD6|A0A2I3HMD6_NOMLE
OG0000072	sp|P78329|CP4F2_HUMAN	tr|A0A2I3GJP2|A0A2I3GJP2_NOMLE
OG0000072	sp|Q08477|CP4F3_HUMAN	tr|A0A2I3HUJ6|A0A2I3HUJ6_NOMLE
OG0000072	sp|Q6NT55|CP4FN_HUMAN	tr|G1QZR5|G1QZR5_NOMLE
OG0000072	sp|P98187|CP4F8_HUMAN	tr|G1QZU8|G1QZU8_NOMLE
OG0000073	sp|P60842|IF4A1_HUMAN	tr|G1RER5|G1RER5_NOMLE
OG0000073	sp|Q14240|IF4A2_HUMAN	tr|A0A2I3HD54|A0A2I3HD54_NOMLE, tr|A0A2I3GAB7|A0A2I3GAB7_NOMLE, tr|A0A2I3HEB9|A0A2I3HEB9_NOMLE, tr|A0A2I3GNZ6|A0A2I3GNZ6_NOMLE, tr|A0A2I3G032|A0A2I3G032_NOMLE, tr|A0A2I3G2A6|A0A2I3G2A6_NOMLE, tr|A0A2I3GJE0|A0A2I3GJE0_NOMLE, tr|A0A2I3GPB1|A0A2I3GPB1_NOMLE, tr|G1R4H7|G1R4H7_NOMLE
OG0000074	sp|P62837|UB2D2_HUMAN	tr|A0A2I3GKM9|A0A2I3GKM9_NOMLE
OG0000074	sp|Q9Y2X8|UB2D4_HUMAN	tr|G1QT42|G1QT42_NOMLE
OG0000074	sp|P51668|UB2D1_HUMAN	tr|G1RNY3|G1RNY3_NOMLE
OG0000074	sp|P61077|UB2D3_HUMAN	tr|A0A2I3HZ81|A0A2I3HZ81_NOMLE, tr|G1SAA8|G1SAA8_NOMLE, tr|A0A2I3HRR8|A0A2I3HRR8_NOMLE
OG0000075	sp|P62424|RL7A_HUMAN	tr|G1RRJ8|G1RRJ8_NOMLE, tr|A0A2I3H629|A0A2I3H629_NOMLE, tr|A0A2I3GFN8|A0A2I3GFN8_NOMLE, tr|A0A2I3GV60|A0A2I3GV60_NOMLE, tr|A0A2I3FSK4|A0A2I3FSK4_NOMLE, tr|A0A2I3FXF5|A0A2I3FXF5_NOMLE, tr|A0A2I3H8P7|A0A2I3H8P7_NOMLE, tr|A0A2I3G5K3|A0A2I3G5K3_NOMLE, tr|A0A2I3GRA1|A0A2I3GRA1_NOMLE, tr|A0A2I3GD72|A0A2I3GD72_NOMLE, tr|A0A2I3GUG7|A0A2I3GUG7_NOMLE
OG0000076	sp|Q96QV6|H2A1A_HUMAN	tr|G1SAM3|G1SAM3_NOMLE, tr|G1S9J5|G1S9J5_NOMLE, tr|A0A2I3H8U1|A0A2I3H8U1_NOMLE, tr|G1S9J2|G1S9J2_NOMLE, tr|A0A2I3HHR4|A0A2I3HHR4_NOMLE, tr|A0A2I3HRJ3|A0A2I3HRJ3_NOMLE, tr|G1S9R8|G1S9R8_NOMLE, tr|A0A2I3GNS3|A0A2I3GNS3_NOMLE, tr|G1SAV4|G1SAV4_NOMLE, tr|G1SAV9|G1SAV9_NOMLE, tr|A0A2I3HX78|A0A2I3HX78_NOMLE
OG0000079	sp|A0A5A2|TVB58_HUMAN, sp|A0A0A0MS03|TVB53_HUMAN, sp|A0A578|TVB51_HUMAN, sp|A0A0C4DH59|TVB54_HUMAN, sp|A0A597|TVB55_HUMAN, tr|A0A087WZ39|A0A087WZ39_HUMAN, sp|A0A0A0MS05|TVB57_HUMAN, sp|A0A599|TVB56_HUMAN	tr|A0A2I3GEE9|A0A2I3GEE9_NOMLE, tr|A0A2I3GXT0|A0A2I3GXT0_NOMLE, tr|A0A2I3G0H6|A0A2I3G0H6_NOMLE
OG0000080	sp|Q09470|KCNA1_HUMAN	tr|G1SB08|G1SB08_NOMLE
OG0000080	sp|P16389|KCNA2_HUMAN	tr|G1QTX1|G1QTX1_NOMLE
OG0000080	sp|P22001|KCNA3_HUMAN	tr|G1S9E4|G1S9E4_NOMLE
OG0000080	sp|P22459|KCNA4_HUMAN, sp|P22460|KCNA5_HUMAN, sp|P17658|KCNA6_HUMAN, sp|Q96RP8|KCNA7_HUMAN	tr|G1QYA8|G1QYA8_NOMLE
OG0000082	sp|A0A075B6K4|LV310_HUMAN	tr|A0A2I3HBJ2|A0A2I3HBJ2_NOMLE
OG0000082	sp|A0A075B6J6|LV322_HUMAN	tr|A0A2I3HHS3|A0A2I3HHS3_NOMLE
OG0000082	sp|P01714|LV319_HUMAN, sp|A0A075B6I9|LV746_HUMAN, sp|P01715|LV301_HUMAN	tr|A0A2I3GAV0|A0A2I3GAV0_NOMLE
OG0000083	sp|Q07020|RL18_HUMAN	tr|G1QX20|G1QX20_NOMLE, tr|A0A2I3HTR0|A0A2I3HTR0_NOMLE, tr|A0A2I3HY04|A0A2I3HY04_NOMLE, tr|A0A2I3G4X8|A0A2I3G4X8_NOMLE, tr|A0A2I3GZH4|A0A2I3GZH4_NOMLE, tr|A0A2I3H243|A0A2I3H243_NOMLE, tr|A0A2I3GQD2|A0A2I3GQD2_NOMLE, tr|A0A2I3HP75|A0A2I3HP75_NOMLE, tr|A0A2I3GC39|A0A2I3GC39_NOMLE, tr|A0A2I3GXU8|A0A2I3GXU8_NOMLE
OG0000084	sp|P05787|K2C8_HUMAN	tr|G1S7N4|G1S7N4_NOMLE, tr|A0A2I3HC78|A0A2I3HC78_NOMLE, tr|A0A2I3GI57|A0A2I3GI57_NOMLE, tr|A0A2I3H1Z1|A0A2I3H1Z1_NOMLE, tr|A0A2I3HEI2|A0A2I3HEI2_NOMLE, tr|A0A2I3HU30|A0A2I3HU30_NOMLE, tr|A0A2I3G0M2|A0A2I3G0M2_NOMLE, tr|A0A2I3FW30|A0A2I3FW30_NOMLE, tr|A0A2I3HY56|A0A2I3HY56_NOMLE, tr|A0A2I3GSQ5|A0A2I3GSQ5_NOMLE
OG0000085	sp|Q9H707|ZN552_HUMAN	tr|G1RJH0|G1RJH0_NOMLE
OG0000085	sp|Q8TF45|ZN418_HUMAN	tr|G1RJJ6|G1RJJ6_NOMLE
OG0000085	sp|Q8TAU3|ZN417_HUMAN, sp|Q96SQ5|ZN587_HUMAN	tr|G1RJH8|G1RJH8_NOMLE, tr|G1RJI9|G1RJI9_NOMLE
OG0000086	sp|Q9Y2A4|ZN443_HUMAN, sp|Q96GE5|ZN799_HUMAN	tr|G1RQ69|G1RQ69_NOMLE
OG0000086	sp|P15621|ZNF44_HUMAN	tr|G1RQ66|G1RQ66_NOMLE
OG0000086	sp|Q9H7R0|ZN442_HUMAN	tr|G1QR50|G1QR50_NOMLE
OG0000086	sp|P16415|ZN823_HUMAN, sp|Q8TA94|ZN563_HUMAN	tr|A0A2I3GPX7|A0A2I3GPX7_NOMLE
OG0000087	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A2I3HXT5|A0A2I3HXT5_NOMLE
OG0000087	sp|P02794|FRIH_HUMAN	tr|A0A2I3H356|A0A2I3H356_NOMLE, tr|A0A2I3GWS4|A0A2I3GWS4_NOMLE, tr|A0A2I3HWF1|A0A2I3HWF1_NOMLE, tr|A0A2I3GND8|A0A2I3GND8_NOMLE, tr|A0A2I3GQH5|A0A2I3GQH5_NOMLE, tr|A0A2I3H9B5|A0A2I3H9B5_NOMLE, tr|G1QT22|G1QT22_NOMLE
OG0000088	sp|Q14331|FRG1_HUMAN	tr|G1QJK5|G1QJK5_NOMLE, tr|A0A2I3HQR2|A0A2I3HQR2_NOMLE, tr|A0A2I3H436|A0A2I3H436_NOMLE, tr|A0A2I3HUK2|A0A2I3HUK2_NOMLE, tr|A0A2I3GDH6|A0A2I3GDH6_NOMLE, tr|A0A2I3GL51|A0A2I3GL51_NOMLE, tr|A0A2I3HLW2|A0A2I3HLW2_NOMLE, tr|A0A2I3HEH8|A0A2I3HEH8_NOMLE, tr|G1R887|G1R887_NOMLE, tr|M3Z9K8|M3Z9K8_NOMLE
OG0000094	sp|Q6S8J7|POTEA_HUMAN, sp|A6NI47|POTEM_HUMAN, sp|Q6S545|POTEH_HUMAN, sp|Q6S5H5|POTEG_HUMAN, sp|B2RU33|POTEC_HUMAN, sp|Q86YR6|POTED_HUMAN, sp|A0JP26|POTB3_HUMAN, sp|H3BUK9|POTB2_HUMAN, sp|A0A0A6YYL3|POTEB_HUMAN	tr|G1RRC0|G1RRC0_NOMLE
OG0000095	sp|P0DMU9|CT45A_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|P0DMV0|CT457_HUMAN	tr|G1QPB0|G1QPB0_NOMLE
OG0000096	sp|Q8WWZ4|ABCAA_HUMAN	tr|A0A2I3G0R5|A0A2I3G0R5_NOMLE
OG0000096	sp|O94911|ABCA8_HUMAN	tr|G1QNY6|G1QNY6_NOMLE
OG0000096	sp|Q8IUA7|ABCA9_HUMAN	tr|G1QHV2|G1QHV2_NOMLE, tr|A0A2I3G222|A0A2I3G222_NOMLE
OG0000096	sp|Q8WWZ7|ABCA5_HUMAN	tr|G1QPV9|G1QPV9_NOMLE
OG0000097	sp|Q14533|KRT81_HUMAN	tr|G1S7S0|G1S7S0_NOMLE
OG0000097	sp|P78385|KRT83_HUMAN	tr|A0A2I3HUS9|A0A2I3HUS9_NOMLE
OG0000097	sp|O43790|KRT86_HUMAN	tr|G1S7S2|G1S7S2_NOMLE
OG0000097	sp|A6NCN2|KR87P_HUMAN, sp|P78386|KRT85_HUMAN	tr|G1S7R8|G1S7R8_NOMLE
OG0000099	sp|O94788|AL1A2_HUMAN	tr|G1RKI6|G1RKI6_NOMLE
OG0000099	sp|P47895|AL1A3_HUMAN	tr|G1QJX6|G1QJX6_NOMLE
OG0000099	sp|P00352|AL1A1_HUMAN	tr|G1QKG9|G1QKG9_NOMLE
OG0000099	sp|P30837|AL1B1_HUMAN	tr|G1S9S7|G1S9S7_NOMLE
OG0000099	sp|P05091|ALDH2_HUMAN	tr|G1QGJ7|G1QGJ7_NOMLE
OG0000100	sp|A6NKK0|OR5H1_HUMAN, sp|A6NDH6|O5H15_HUMAN	tr|G1S9Y5|G1S9Y5_NOMLE
OG0000100	sp|P0DN80|OR5H8_HUMAN	tr|G1S9Y4|G1S9Y4_NOMLE
OG0000100	sp|Q9NZP5|O5AC2_HUMAN, sp|Q8NGV7|OR5H2_HUMAN	tr|G1S9Y6|G1S9Y6_NOMLE
OG0000101	sp|A0A1B0GV03|GG6L7_HUMAN	tr|A0A2I3HTP9|A0A2I3HTP9_NOMLE
OG0000101	sp|Q8N9W4|GG6L2_HUMAN, tr|A0A8I5KYG4|A0A8I5KYG4_HUMAN, tr|A0A087X1J6|A0A087X1J6_HUMAN, sp|H0YM25|GG6LV_HUMAN, sp|Q8N7Z2|GG6L1_HUMAN, tr|A0A8I5KQN6|A0A8I5KQN6_HUMAN, sp|A8MZA4|GG6L6_HUMAN	tr|A0A2I3HVQ4|A0A2I3HVQ4_NOMLE
OG0000102	sp|P11940|PABP1_HUMAN	tr|A0A2I3GLQ4|A0A2I3GLQ4_NOMLE
OG0000102	sp|Q4VXU2|PAP1L_HUMAN, sp|Q13310|PABP4_HUMAN	tr|G1RMR4|G1RMR4_NOMLE
OG0000102	sp|Q9H361|PABP3_HUMAN	tr|A0A2I3HX43|A0A2I3HX43_NOMLE, tr|A0A2I3HTS1|A0A2I3HTS1_NOMLE, tr|A0A2I3H6I2|A0A2I3H6I2_NOMLE, tr|A0A2I3GWB2|A0A2I3GWB2_NOMLE
OG0000103	sp|P20264|PO3F3_HUMAN, sp|P20265|PO3F2_HUMAN, sp|P49335|PO3F4_HUMAN, sp|Q03052|PO3F1_HUMAN, tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN, sp|Q8N7G0|PO5F2_HUMAN	tr|A0A2I3HML0|A0A2I3HML0_NOMLE
OG0000103	sp|Q01860|PO5F1_HUMAN, sp|Q06416|P5F1B_HUMAN	tr|A0A2I3G4P1|A0A2I3G4P1_NOMLE
OG0000104	sp|P30050|RL12_HUMAN	tr|A0A2I3HSY6|A0A2I3HSY6_NOMLE, tr|G1SBR1|G1SBR1_NOMLE, tr|G1SBT9|G1SBT9_NOMLE, tr|A0A2I3H4H6|A0A2I3H4H6_NOMLE, tr|A0A2I3GL76|A0A2I3GL76_NOMLE, tr|A0A2I3FZ75|A0A2I3FZ75_NOMLE, tr|A0A2I3H032|A0A2I3H032_NOMLE, tr|A0A2I3GLB2|A0A2I3GLB2_NOMLE, tr|A0A2I3HI31|A0A2I3HI31_NOMLE
OG0000105	sp|P35503|UD13_HUMAN, sp|P35504|UD15_HUMAN, sp|P22310|UD14_HUMAN, sp|P22309|UD11_HUMAN, sp|P19224|UD16_HUMAN, sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|O60656|UD19_HUMAN	tr|A0A2I3GIV1|A0A2I3GIV1_NOMLE
OG0000106	sp|P02461|CO3A1_HUMAN	tr|G1R429|G1R429_NOMLE
OG0000106	sp|P08123|CO1A2_HUMAN	tr|G1RZZ2|G1RZZ2_NOMLE
OG0000106	sp|P02452|CO1A1_HUMAN	tr|G1RCL9|G1RCL9_NOMLE
OG0000106	sp|P02458|CO2A1_HUMAN	tr|G1S8A3|G1S8A3_NOMLE
OG0000106	sp|P05997|CO5A2_HUMAN	tr|G1R465|G1R465_NOMLE
OG0000107	sp|P50502|F10A1_HUMAN	tr|G1RZN4|G1RZN4_NOMLE
OG0000107	sp|Q8NFI4|F10A5_HUMAN	tr|A0A2I3HLN4|A0A2I3HLN4_NOMLE, tr|A0A2I3FS15|A0A2I3FS15_NOMLE
OG0000107	sp|Q8IZP2|ST134_HUMAN	tr|A0A2I3HX86|A0A2I3HX86_NOMLE, tr|A0A2I3HMR1|A0A2I3HMR1_NOMLE, tr|A0A2I3GKU6|A0A2I3GKU6_NOMLE, tr|A0A2I3HZT7|A0A2I3HZT7_NOMLE
OG0000108	sp|B2RPK0|HGB1A_HUMAN	tr|A0A2I3GL32|A0A2I3GL32_NOMLE, tr|A0A2I3HVE8|A0A2I3HVE8_NOMLE
OG0000108	sp|P26583|HMGB2_HUMAN	tr|A0A2I3HY34|A0A2I3HY34_NOMLE, tr|G1R4I5|G1R4I5_NOMLE
OG0000108	sp|P09429|HMGB1_HUMAN	tr|A0A2I3GBD8|A0A2I3GBD8_NOMLE, tr|A0A2I3H003|A0A2I3H003_NOMLE, tr|G1QIX9|G1QIX9_NOMLE
OG0000109	sp|P15153|RAC2_HUMAN	tr|A0A2I3HFE3|A0A2I3HFE3_NOMLE
OG0000109	sp|P60763|RAC3_HUMAN	tr|A0A2I3HK33|A0A2I3HK33_NOMLE
OG0000109	sp|P63000|RAC1_HUMAN	tr|A0A2I3HG65|A0A2I3HG65_NOMLE, tr|G1S0K2|G1S0K2_NOMLE, tr|A0A2I3GEF8|A0A2I3GEF8_NOMLE, tr|A0A2I3G9H6|A0A2I3G9H6_NOMLE
