Orthogroup	Homo_sapiens	Monodon_monoceros
OG0000019	sp|P03915|NU5M_HUMAN	tr|A0A4U1FIQ1|A0A4U1FIQ1_MONMO, tr|A0A4U1FVL9|A0A4U1FVL9_MONMO, tr|A0A4U1FK98|A0A4U1FK98_MONMO, tr|A0A4U1FBH3|A0A4U1FBH3_MONMO, tr|A0A4U1EQL5|A0A4U1EQL5_MONMO, tr|A0A4V5P854|A0A4V5P854_MONMO, tr|A0A4U1EBJ0|A0A4U1EBJ0_MONMO, tr|A0A4U1FA92|A0A4U1FA92_MONMO
OG0000019	sp|P00846|ATP6_HUMAN	tr|A0A4U1FCC4|A0A4U1FCC4_MONMO
OG0000020	sp|Q7Z3Y9|K1C26_HUMAN	tr|A0A4U1FK81|A0A4U1FK81_MONMO
OG0000020	sp|Q7Z3Z0|K1C25_HUMAN, sp|Q7Z3Y8|K1C27_HUMAN, sp|Q7Z3Y7|K1C28_HUMAN, sp|Q9C075|K1C23_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|P13645|K1C10_HUMAN, sp|Q99456|K1C12_HUMAN, sp|P13646|K1C13_HUMAN, sp|P19012|K1C15_HUMAN, sp|Q04695|K1C17_HUMAN, sp|P08779|K1C16_HUMAN, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P35900|K1C20_HUMAN, sp|O76013|KRT36_HUMAN, sp|Q92764|KRT35_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q6A163|K1C39_HUMAN, sp|O76015|KRT38_HUMAN, sp|O76014|KRT37_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q14525|KT33B_HUMAN, sp|O76009|KT33A_HUMAN, sp|O76011|KRT34_HUMAN, tr|A0A140TA62|A0A140TA62_HUMAN	tr|A0A4U1FHU0|A0A4U1FHU0_MONMO
OG0000021	sp|P59534|T2R39_HUMAN	tr|A0A4U1FKE1|A0A4U1FKE1_MONMO
OG0000021	sp|P59535|T2R40_HUMAN, sp|Q9NYW4|TA2R5_HUMAN, sp|P59533|T2R38_HUMAN, sp|Q9NYW6|TA2R3_HUMAN, sp|Q9NYW1|TA2R9_HUMAN, sp|Q9NYW3|TA2R7_HUMAN, sp|Q9NYW2|TA2R8_HUMAN, sp|Q9NYW0|T2R10_HUMAN, sp|Q7RTR8|T2R42_HUMAN, sp|Q9NYV9|T2R13_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|P59544|T2R50_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P59542|T2R19_HUMAN, sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|Q9NYW7|TA2R1_HUMAN, sp|P59551|T2R60_HUMAN, sp|P59536|T2R41_HUMAN, sp|Q9NYV7|T2R16_HUMAN	tr|A0A4V5P9R7|A0A4V5P9R7_MONMO
OG0000022	sp|P78385|KRT83_HUMAN	tr|A0A4U1FR29|A0A4U1FR29_MONMO
OG0000022	sp|Q14533|KRT81_HUMAN, sp|O43790|KRT86_HUMAN, sp|A6NCN2|KR87P_HUMAN, sp|P78386|KRT85_HUMAN, sp|Q9NSB2|KRT84_HUMAN, sp|Q9NSB4|KRT82_HUMAN, sp|P05787|K2C8_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|P19013|K2C4_HUMAN, sp|Q01546|K22O_HUMAN, sp|P12035|K2C3_HUMAN, sp|P35908|K22E_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|P04264|K2C1_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN, sp|P13647|K2C5_HUMAN, sp|O95678|K2C75_HUMAN, sp|P08729|K2C7_HUMAN	tr|A0A4U1FRX0|A0A4U1FRX0_MONMO
OG0000024	sp|Q9HCX3|ZN304_HUMAN, sp|P52741|ZN134_HUMAN, sp|Q8TAW3|ZN671_HUMAN, sp|Q68DY9|ZN772_HUMAN, sp|Q3KQV3|ZN792_HUMAN, sp|P52740|ZN132_HUMAN, sp|Q8IVP9|ZN547_HUMAN, sp|Q8NEK5|ZN548_HUMAN, sp|P17021|ZNF17_HUMAN, sp|O43361|ZN749_HUMAN, sp|Q6P9A3|ZN549_HUMAN, sp|Q9BWM5|ZN416_HUMAN, sp|Q3SY52|ZIK1_HUMAN, sp|Q7Z340|ZN551_HUMAN, sp|Q6P9A1|ZN530_HUMAN, sp|Q13398|ZN211_HUMAN, sp|Q9Y2P7|ZN256_HUMAN, sp|Q9NXT0|ZN586_HUMAN, sp|Q13106|ZN154_HUMAN, sp|Q68DI1|ZN776_HUMAN, sp|B7Z6K7|ZN814_HUMAN, sp|E7ETH6|Z587B_HUMAN, sp|Q9H707|ZN552_HUMAN, sp|Q8TF45|ZN418_HUMAN, sp|Q96SQ5|ZN587_HUMAN, sp|Q8TAU3|ZN417_HUMAN	tr|A0A4U1F331|A0A4U1F331_MONMO
OG0000025	sp|A0A0B4J266|TVA41_HUMAN, sp|A0A0B4J277|TVA22_HUMAN, sp|A0A0B4J263|TVA39_HUMAN, sp|A0A0B4J240|TVA10_HUMAN, sp|A0A087WT01|TVA27_HUMAN, sp|A0A0B4J276|TVA25_HUMAN, sp|P0DPF4|TVA35_HUMAN, sp|A0A0B4J273|TVA34_HUMAN, sp|A0A087WSZ9|TVA30_HUMAN, sp|A0A0B4J275|TVA17_HUMAN, sp|A0A075B6T7|TVA6_HUMAN, sp|A0A075B6U4|TVA7_HUMAN, sp|A0A0B4J274|TVA20_HUMAN, sp|A0A0B4J272|TVA24_HUMAN, sp|A0A075B6V5|TVA36_HUMAN, sp|A0A0B4J248|TVA11_HUMAN, sp|A0A0B4J238|TVA12_HUMAN, sp|A0A0B4J279|TVA21_HUMAN, sp|A0A075B6T6|TVAL2_HUMAN, sp|A0A0B4J245|TVAL1_HUMAN, sp|A0A0B4J271|TVAL3_HUMAN, sp|A0A0B4J249|TVA5_HUMAN, sp|A0A0B4J235|TVAM2_HUMAN, sp|A0A0B4J241|TVAM1_HUMAN, sp|P04437|TVA29_HUMAN, sp|A0A075B6W5|TVA23_HUMAN	tr|A0A4U1ETD2|A0A4U1ETD2_MONMO
OG0000026	sp|P52738|ZN140_HUMAN	tr|A0A4U1ETE7|A0A4U1ETE7_MONMO
OG0000026	sp|Q8N7M2|ZN283_HUMAN	tr|A0A4U1FUE7|A0A4U1FUE7_MONMO
OG0000026	sp|Q9NQX6|ZN331_HUMAN	tr|A0A4U1EIC5|A0A4U1EIC5_MONMO
OG0000026	sp|Q86UE3|ZN546_HUMAN	tr|A0A4U1ETQ8|A0A4U1ETQ8_MONMO
OG0000026	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A4U1EYR1|A0A4U1EYR1_MONMO
OG0000026	sp|Q8N141|ZFP82_HUMAN	tr|A0A4U1F910|A0A4U1F910_MONMO
OG0000026	sp|Q969W8|ZN566_HUMAN, sp|Q8NA42|ZN383_HUMAN, sp|Q3KNS6|ZN829_HUMAN	tr|A0A4U1F8W6|A0A4U1F8W6_MONMO
OG0000027	sp|P02794|FRIH_HUMAN	tr|A0A4U1FB59|A0A4U1FB59_MONMO, tr|A0A4U1EY19|A0A4U1EY19_MONMO, tr|A0A4U1EF96|A0A4U1EF96_MONMO, tr|A0A4U1FSI6|A0A4U1FSI6_MONMO, tr|A0A4U1FP65|A0A4U1FP65_MONMO, tr|A0A4U1EYZ8|A0A4U1EYZ8_MONMO
OG0000027	sp|O14668|TMG1_HUMAN	tr|A0A4U1EQ20|A0A4U1EQ20_MONMO, tr|A0A4U1EDC9|A0A4U1EDC9_MONMO
OG0000027	sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A4U1ED76|A0A4U1ED76_MONMO, tr|A0A4U1EBH9|A0A4U1EBH9_MONMO, tr|A0A4U1ECJ3|A0A4U1ECJ3_MONMO, tr|A0A4U1EK55|A0A4U1EK55_MONMO
OG0000027	sp|Q8N4E7|FTMT_HUMAN	tr|A0A4U1FCC9|A0A4U1FCC9_MONMO
OG0000029	sp|Q9P0G3|KLK14_HUMAN	tr|A0A4U1FVH8|A0A4U1FVH8_MONMO
OG0000029	sp|Q8IYP2|PRS58_HUMAN	tr|A0A4U1FNN0|A0A4U1FNN0_MONMO
OG0000029	sp|P07478|TRY2_HUMAN, sp|P35030|TRY3_HUMAN, sp|Q8NHM4|TRY6_HUMAN, sp|P07477|TRY1_HUMAN	tr|A0A4U1FKT1|A0A4U1FKT1_MONMO, tr|A0A4V5PAC4|A0A4V5PAC4_MONMO
OG0000029	sp|Q9UKR3|KLK13_HUMAN, sp|Q92876|KLK6_HUMAN, sp|O60259|KLK8_HUMAN, sp|Q9H2R5|KLK15_HUMAN, sp|Q9UKQ9|KLK9_HUMAN, sp|Q9UBX7|KLK11_HUMAN, sp|O43240|KLK10_HUMAN, sp|Q9UKR0|KLK12_HUMAN, sp|P49862|KLK7_HUMAN, sp|Q9Y337|KLK5_HUMAN, sp|Q9Y5K2|KLK4_HUMAN, sp|P06870|KLK1_HUMAN, sp|P20151|KLK2_HUMAN, sp|P07288|KLK3_HUMAN	tr|A0A4U1FU14|A0A4U1FU14_MONMO
OG0000031	sp|Q9H9J4|UBP42_HUMAN	tr|A0A4U1ER87|A0A4U1ER87_MONMO
OG0000031	sp|Q6QN14|U17L6_HUMAN, sp|D6RBM5|U17LN_HUMAN, sp|C9J2P7|U17LF_HUMAN, sp|C9JVI0|U17LB_HUMAN, sp|D6R9N7|U17LI_HUMAN, sp|D6RA61|U17LM_HUMAN, sp|D6RCP7|U17LJ_HUMAN, sp|C9JPN9|UL17C_HUMAN, sp|D6R901|U17LL_HUMAN, sp|Q0WX57|U17LO_HUMAN, sp|A8MUK1|U17L5_HUMAN, sp|D6RJB6|U17LK_HUMAN, sp|C9JLJ4|U17LD_HUMAN, sp|D6RBQ6|U17LH_HUMAN, sp|C9JJH3|U17LA_HUMAN, sp|P0C7H9|U17L7_HUMAN, sp|P0C7I0|U17L8_HUMAN, sp|A6NCW7|U17L4_HUMAN, sp|Q6R6M4|U17L2_HUMAN, sp|Q7RTZ2|U17L1_HUMAN, sp|A6NCW0|U17L3_HUMAN, sp|Q9P275|UBP36_HUMAN	tr|A0A4V5PB37|A0A4V5PB37_MONMO
OG0000034	sp|Q92527|ANKR7_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|A6NI47|POTEM_HUMAN, sp|Q6S5H5|POTEG_HUMAN, sp|Q6S545|POTEH_HUMAN, sp|A0A0A6YYL3|POTEB_HUMAN, sp|H3BUK9|POTB2_HUMAN, sp|A0JP26|POTB3_HUMAN, sp|Q86YR6|POTED_HUMAN, sp|B2RU33|POTEC_HUMAN, sp|Q6S8J7|POTEA_HUMAN, sp|P0CG39|POTEJ_HUMAN, sp|P0CG38|POTEI_HUMAN, sp|Q6S8J3|POTEE_HUMAN, sp|A5A3E0|POTEF_HUMAN, sp|Q9BYX7|ACTBM_HUMAN, sp|P60709|ACTB_HUMAN, sp|P68133|ACTS_HUMAN, sp|P68032|ACTC_HUMAN, sp|P63267|ACTH_HUMAN, sp|P62736|ACTA_HUMAN, sp|Q562R1|ACTBL_HUMAN, sp|P63261|ACTG_HUMAN	tr|A0A4U1F4D3|A0A4U1F4D3_MONMO
OG0000035	sp|Q8NGF8|OR4B1_HUMAN, sp|Q8NGL7|OR4P4_HUMAN, sp|Q8NH73|OR4S2_HUMAN, sp|Q8NGB4|OR4S1_HUMAN, sp|Q8NH49|OR4X1_HUMAN, sp|Q8NGF9|OR4X2_HUMAN, sp|Q8NGM1|OR4CF_HUMAN, sp|Q8NH37|OR4C3_HUMAN, sp|Q96R67|OR4CC_HUMAN, sp|Q8NGL9|OR4CG_HUMAN, sp|Q6IEV9|OR4CB_HUMAN, sp|A6NHA9|O4C46_HUMAN, sp|Q8NGP0|OR4CD_HUMAN, sp|Q8NH70|O4A16_HUMAN, sp|P0C604|OR4A8_HUMAN, sp|Q8NH83|OR4A5_HUMAN, sp|Q6IF82|O4A47_HUMAN, sp|Q8NGN8|OR4A4_HUMAN, sp|Q8NGL6|O4A15_HUMAN, sp|Q8NH72|OR4C6_HUMAN, sp|A6NMZ5|O4C45_HUMAN, sp|Q8NGB2|OR4C5_HUMAN	tr|A0A4U1EB04|A0A4U1EB04_MONMO
OG0000036	sp|P62805|H4_HUMAN	tr|A0A4U1EHZ8|A0A4U1EHZ8_MONMO, tr|A0A4U1FD48|A0A4U1FD48_MONMO
OG0000036	sp|P84243|H33_HUMAN	tr|A0A4U1EX67|A0A4U1EX67_MONMO, tr|A0A4V5P7C7|A0A4V5P7C7_MONMO, tr|A0A4V5P8Y6|A0A4V5P8Y6_MONMO, tr|A0A4U1EPJ2|A0A4U1EPJ2_MONMO, tr|A0A4V5PB69|A0A4V5PB69_MONMO, tr|A0A4U1EC22|A0A4U1EC22_MONMO, tr|A0A4U1EJR8|A0A4U1EJR8_MONMO, tr|A0A4U1F173|A0A4U1F173_MONMO, tr|A0A4U1FT80|A0A4U1FT80_MONMO, tr|A0A4U1EYT2|A0A4U1EYT2_MONMO
OG0000036	sp|Q71DI3|H32_HUMAN	tr|A0A4U1F1A6|A0A4U1F1A6_MONMO
OG0000036	sp|P68431|H31_HUMAN	tr|A0A4U1EHX5|A0A4U1EHX5_MONMO
OG0000037	sp|Q16778|H2B2E_HUMAN	tr|A0A4U1F182|A0A4U1F182_MONMO
OG0000037	sp|Q96A08|H2B1A_HUMAN	tr|A0A4U1EE63|A0A4U1EE63_MONMO, tr|A0A4U1EI67|A0A4U1EI67_MONMO, tr|A0A4U1EJS7|A0A4U1EJS7_MONMO, tr|A0A4U1EJU4|A0A4U1EJU4_MONMO, tr|A0A4U1F1M4|A0A4U1F1M4_MONMO, tr|A0A4U1F624|A0A4U1F624_MONMO, tr|A0A4U1F6Z3|A0A4U1F6Z3_MONMO
OG0000037	sp|Q99880|H2B1L_HUMAN	tr|A0A4U1EHY9|A0A4U1EHY9_MONMO, tr|A0A4U1EI96|A0A4U1EI96_MONMO, tr|A0A4U1EBJ8|A0A4U1EBJ8_MONMO, tr|A0A4V5P683|A0A4V5P683_MONMO, tr|A0A4V5P685|A0A4V5P685_MONMO
OG0000037	sp|Q99877|H2B1N_HUMAN	tr|A0A4U1EI70|A0A4U1EI70_MONMO, tr|A0A4U1EIH7|A0A4U1EIH7_MONMO, tr|A0A4U1EHY2|A0A4U1EHY2_MONMO
OG0000038	sp|P61981|1433G_HUMAN	tr|A0A4U1ELU7|A0A4U1ELU7_MONMO
OG0000038	sp|Q04917|1433F_HUMAN	tr|A0A4U1F5U5|A0A4U1F5U5_MONMO
OG0000038	sp|P31946|1433B_HUMAN	tr|A0A4U1F940|A0A4U1F940_MONMO
OG0000038	sp|P63104|1433Z_HUMAN	tr|A0A4U1FE49|A0A4U1FE49_MONMO
OG0000038	sp|P27348|1433T_HUMAN	tr|A0A4V6WP81|A0A4V6WP81_MONMO, tr|A0A4U1EQ53|A0A4U1EQ53_MONMO, tr|A0A4U1EKB9|A0A4U1EKB9_MONMO, tr|A0A4V5P905|A0A4V5P905_MONMO, tr|A0A4U1FC46|A0A4U1FC46_MONMO, tr|A0A4U1ELL3|A0A4U1ELL3_MONMO, tr|A0A4U1FDC8|A0A4U1FDC8_MONMO, tr|A0A4U1EWH9|A0A4U1EWH9_MONMO, tr|A0A4U1F379|A0A4U1F379_MONMO, tr|A0A4U1EPG6|A0A4U1EPG6_MONMO
OG0000039	sp|Q9HAW7|UD17_HUMAN, sp|Q9HAW8|UD110_HUMAN, sp|Q9HAW9|UD18_HUMAN, sp|O60656|UD19_HUMAN, sp|P19224|UD16_HUMAN, sp|P35504|UD15_HUMAN, sp|P22310|UD14_HUMAN, sp|P35503|UD13_HUMAN, sp|P22309|UD11_HUMAN, sp|Q3SY77|UD3A2_HUMAN, sp|Q6NUS8|UD3A1_HUMAN, sp|Q6UWM9|UD2A3_HUMAN, sp|P36537|UDB10_HUMAN, sp|Q9BY64|UDB28_HUMAN, sp|O75310|UDB11_HUMAN, sp|P16662|UD2B7_HUMAN, sp|P06133|UD2B4_HUMAN, sp|O75795|UDB17_HUMAN, sp|P54855|UDB15_HUMAN, sp|P0DTE5|UD2A2_HUMAN, sp|P0DTE4|UD2A1_HUMAN	tr|A0A4U1EZL8|A0A4U1EZL8_MONMO
OG0000040	sp|A6NLX3|SPDE4_HUMAN, sp|Q495Y8|SPDE2_HUMAN, sp|A6NHP3|SPE2B_HUMAN, sp|P0CI01|SPDE6_HUMAN, sp|A6NIY4|SPDE5_HUMAN, sp|A0A494C086|SPD21_HUMAN, sp|P0DV79|SPD18_HUMAN, sp|Q8NFV5|SPDE1_HUMAN, sp|A6NNV3|SPD16_HUMAN, sp|A6NJR5|SPDL3_HUMAN, sp|Q495Y7|SPDE7_HUMAN, sp|A6NKU9|SPDE3_HUMAN, sp|P0DUX1|SPD12_HUMAN, sp|P0DUD3|SPD14_HUMAN, sp|A0A494C0Z2|SPD13_HUMAN, sp|P0DUD4|SPD15_HUMAN, sp|P0DUX0|SPD10_HUMAN, sp|P0DUD2|SPD17_HUMAN, sp|P0DUD1|SPD8_HUMAN, sp|P0DTA3|SPD11_HUMAN, sp|A0A494C191|SPD9_HUMAN	tr|A0A4U1ECY6|A0A4U1ECY6_MONMO
OG0000041	sp|P06241|FYN_HUMAN	tr|A0A4U1ELW3|A0A4U1ELW3_MONMO
OG0000041	sp|P09769|FGR_HUMAN	tr|A0A4U1EUD3|A0A4U1EUD3_MONMO
OG0000041	sp|P12931|SRC_HUMAN	tr|A0A4U1FFS7|A0A4U1FFS7_MONMO
OG0000041	sp|P51451|BLK_HUMAN	tr|A0A4U1EH71|A0A4U1EH71_MONMO
OG0000041	sp|P07948|LYN_HUMAN	tr|A0A4U1EWU4|A0A4U1EWU4_MONMO
OG0000041	sp|P08631|HCK_HUMAN	tr|A0A4U1F0A0|A0A4U1F0A0_MONMO
OG0000041	sp|P06239|LCK_HUMAN	tr|A0A4V5P853|A0A4V5P853_MONMO
OG0000041	sp|P42685|FRK_HUMAN, sp|Q9H3Y6|SRMS_HUMAN, sp|P07332|FES_HUMAN, sp|P16591|FER_HUMAN, sp|Q13882|PTK6_HUMAN	tr|A0A4U1F8K3|A0A4U1F8K3_MONMO
OG0000041	sp|P07947|YES_HUMAN	tr|A0A4U1EPI7|A0A4U1EPI7_MONMO
OG0000044	sp|Q8IUE6|H2A2B_HUMAN	tr|A0A4V5P8A0|A0A4V5P8A0_MONMO
OG0000044	sp|P16104|H2AX_HUMAN	tr|A0A4U1F1S7|A0A4U1F1S7_MONMO
OG0000044	sp|Q16777|H2A2C_HUMAN	tr|A0A4U1F1J2|A0A4U1F1J2_MONMO
OG0000044	sp|Q9BTM1|H2AJ_HUMAN	tr|A0A4U1EYC6|A0A4U1EYC6_MONMO
OG0000044	sp|Q99878|H2A1J_HUMAN	tr|A0A4V6WNU2|A0A4V6WNU2_MONMO
OG0000044	sp|P20671|H2A1D_HUMAN	tr|A0A4U1EI83|A0A4U1EI83_MONMO
OG0000044	sp|Q93077|H2A1C_HUMAN	tr|A0A4U1EIQ8|A0A4U1EIQ8_MONMO, tr|A0A4U1EI78|A0A4U1EI78_MONMO, tr|A0A4U1EN64|A0A4U1EN64_MONMO
OG0000046	sp|P11021|BIP_HUMAN	tr|A0A4U1ENZ1|A0A4U1ENZ1_MONMO, tr|A0A4U1F2Z4|A0A4U1F2Z4_MONMO, tr|A0A4U1EQJ2|A0A4U1EQJ2_MONMO, tr|A0A4U1ED11|A0A4U1ED11_MONMO, tr|A0A4U1FDJ0|A0A4U1FDJ0_MONMO, tr|A0A4U1FAG4|A0A4U1FAG4_MONMO, tr|A0A4U1ECZ4|A0A4U1ECZ4_MONMO, tr|A0A4U1EQ49|A0A4U1EQ49_MONMO, tr|A0A4U1FB25|A0A4U1FB25_MONMO, tr|A0A4U1EH23|A0A4U1EH23_MONMO, tr|A0A4U1ERP7|A0A4U1ERP7_MONMO, tr|A0A4U1EMW1|A0A4U1EMW1_MONMO, tr|A0A4U1F7Z9|A0A4U1F7Z9_MONMO, tr|A0A4U1F1Z6|A0A4U1F1Z6_MONMO, tr|A0A4U1FNZ8|A0A4U1FNZ8_MONMO, tr|A0A4U1EEL7|A0A4U1EEL7_MONMO, tr|A0A4U1EFS6|A0A4U1EFS6_MONMO, tr|A0A4U1EF55|A0A4U1EF55_MONMO, tr|A0A4U1FDK2|A0A4U1FDK2_MONMO
OG0000047	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A4U1EX50|A0A4U1EX50_MONMO
OG0000047	sp|Q15375|EPHA7_HUMAN	tr|A0A4U1F622|A0A4U1F622_MONMO
OG0000047	sp|P54760|EPHB4_HUMAN	tr|A0A4V5PBA0|A0A4V5PBA0_MONMO
OG0000047	sp|P29323|EPHB2_HUMAN	tr|A0A4U1EW20|A0A4U1EW20_MONMO, tr|A0A4U1F9X0|A0A4U1F9X0_MONMO, tr|A0A4U1FS12|A0A4U1FS12_MONMO
OG0000047	sp|P54753|EPHB3_HUMAN	tr|A0A4U1FRE8|A0A4U1FRE8_MONMO
OG0000048	sp|Q8NGY1|O10Z1_HUMAN, sp|Q8NGF6|O10W1_HUMAN, sp|Q8NGQ4|O10Q1_HUMAN, sp|Q8NGX3|O10T2_HUMAN, sp|Q8NGX6|O10R2_HUMAN, sp|Q8NGA5|O10H4_HUMAN, sp|O60404|O10H3_HUMAN, sp|Q8NGA6|O10H5_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|O60403|O10H2_HUMAN, sp|Q8NGY0|O10X1_HUMAN, sp|Q6IF99|O10K2_HUMAN, sp|Q8NGX5|O10K1_HUMAN, sp|P0C629|O10J4_HUMAN, sp|Q5JRS4|O10J3_HUMAN, sp|Q8NGY7|O10J6_HUMAN, sp|Q8NHC4|O10J5_HUMAN, sp|P30954|O10J1_HUMAN	tr|A0A4U1FF97|A0A4U1FF97_MONMO
OG0000050	sp|Q68EM7|RHG17_HUMAN	tr|A0A4U1ETF4|A0A4U1ETF4_MONMO, tr|A0A4U1FI41|A0A4U1FI41_MONMO, tr|A0A4U1EC93|A0A4U1EC93_MONMO, tr|A0A4U1FCN0|A0A4U1FCN0_MONMO, tr|A0A4U1ELM9|A0A4U1ELM9_MONMO, tr|A0A4U1EMM6|A0A4U1EMM6_MONMO, tr|A0A4U1ECH5|A0A4U1ECH5_MONMO, tr|A0A4U1EQ41|A0A4U1EQ41_MONMO, tr|A0A4V5P9U1|A0A4V5P9U1_MONMO, tr|A0A4U1F7R1|A0A4U1F7R1_MONMO, tr|A0A4U1ECW2|A0A4U1ECW2_MONMO, tr|A0A4V5P7T5|A0A4V5P7T5_MONMO, tr|A0A4U1F0R5|A0A4U1F0R5_MONMO, tr|A0A4U1ED59|A0A4U1ED59_MONMO, tr|A0A4U1EM41|A0A4U1EM41_MONMO, tr|A0A4U1EQL4|A0A4U1EQL4_MONMO, tr|A0A4U1EZX2|A0A4U1EZX2_MONMO, tr|A0A4U1ES50|A0A4U1ES50_MONMO
OG0000051	sp|A0A0B4J1U7|HV601_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, sp|A0A075B6R2|HV404_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|P01824|HV439_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P0DP07|HV431_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP06|HVD34_HUMAN	tr|A0A4U1EBP7|A0A4U1EBP7_MONMO, tr|A0A4U1EB82|A0A4U1EB82_MONMO, tr|A0A4U1ECF0|A0A4U1ECF0_MONMO, tr|A0A4U1EAD3|A0A4U1EAD3_MONMO
OG0000054	sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN, sp|A0A075B6N3|TVBX1_HUMAN, sp|A0A0K0K1B3|TVB30_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN	tr|A0A4U1FK95|A0A4U1FK95_MONMO
OG0000056	sp|Q15544|TAF11_HUMAN	tr|A0A4U1FHZ2|A0A4U1FHZ2_MONMO
OG0000056	sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN	tr|A0A4U1FSL4|A0A4U1FSL4_MONMO
OG0000057	sp|Q9H158|PCDC1_HUMAN	tr|A0A4U1EDX5|A0A4U1EDX5_MONMO
OG0000057	sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A4U1EDW8|A0A4U1EDW8_MONMO
OG0000058	sp|Q9UKF2|ADA30_HUMAN	tr|A0A4U1EIC0|A0A4U1EIC0_MONMO
OG0000058	sp|Q9UKF5|ADA29_HUMAN	tr|A0A4U1FPD5|A0A4U1FPD5_MONMO
OG0000058	sp|Q9UKJ8|ADA21_HUMAN, sp|O43506|ADA20_HUMAN	tr|A0A4U1EIU2|A0A4U1EIU2_MONMO
OG0000058	sp|Q13443|ADAM9_HUMAN	tr|A0A4U1F294|A0A4U1F294_MONMO
OG0000058	sp|Q8TC27|ADA32_HUMAN, sp|Q99965|ADAM2_HUMAN	tr|A0A4U1FHH1|A0A4U1FHH1_MONMO
OG0000058	sp|Q9Y3Q7|ADA18_HUMAN	tr|A0A4V5PAT9|A0A4V5PAT9_MONMO
