Orthogroup	Homo_sapiens	Rhinopithecus_roxellana
OG0000031	sp|O95007|OR6B1_HUMAN	tr|A0A2K6NIR3|A0A2K6NIR3_RHIRO
OG0000031	sp|O95222|OR6A2_HUMAN	tr|A0A2K6PVM9|A0A2K6PVM9_RHIRO
OG0000035	sp|Q9Y5H6|PCDA8_HUMAN	tr|A0A2K6NY24|A0A2K6NY24_RHIRO
OG0000035	sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5I4|PCDC2_HUMAN	tr|A0A2K6RHN1|A0A2K6RHN1_RHIRO
OG0000036	sp|P08729|K2C7_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q3SY84|K2C71_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|P35908|K22E_HUMAN, sp|P12035|K2C3_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|P19013|K2C4_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|O95678|K2C75_HUMAN, sp|P13647|K2C5_HUMAN, sp|P02538|K2C6A_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P04259|K2C6B_HUMAN	tr|A0A2K6QYD7|A0A2K6QYD7_RHIRO
OG0000040	sp|A0A0B4J1U7|HV601_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|P01824|HV439_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|P0DP07|HV431_HUMAN, sp|A0A087WSY4|HV432_HUMAN, sp|P01825|HV459_HUMAN, sp|P06331|HV434_HUMAN, sp|A0A0C4DH41|HV461_HUMAN	tr|A0A2K6Q9Z9|A0A2K6Q9Z9_RHIRO, tr|A0A2K6R4Q8|A0A2K6R4Q8_RHIRO
OG0000041	sp|Q2VY69|ZN284_HUMAN	tr|A0A2K6PZS8|A0A2K6PZS8_RHIRO
OG0000041	sp|Q14588|ZN234_HUMAN	tr|A0A2K6QRW3|A0A2K6QRW3_RHIRO
OG0000041	sp|Q9UK13|ZN221_HUMAN	tr|A0A2K6NR65|A0A2K6NR65_RHIRO
OG0000041	sp|Q9UK10|ZN225_HUMAN	tr|A0A2K6PFG3|A0A2K6PFG3_RHIRO
OG0000041	sp|Q9NZL3|ZN224_HUMAN	tr|A0A2K6NJT3|A0A2K6NJT3_RHIRO
OG0000041	sp|Q9UK11|ZN223_HUMAN	tr|A0A2K6R5U1|A0A2K6R5U1_RHIRO
OG0000041	sp|Q9UIE0|ZN230_HUMAN	tr|A0A2K6RSC8|A0A2K6RSC8_RHIRO
OG0000042	sp|Q86WN2|IFNE_HUMAN, sp|Q9P0W0|IFNK_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P32881|IFNA8_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P01570|IFN14_HUMAN, sp|P01569|IFNA5_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P05013|IFNA6_HUMAN	tr|A0A2K6PTT6|A0A2K6PTT6_RHIRO
OG0000043	sp|P58012|FOXL2_HUMAN, sp|Q9C009|FOXQ1_HUMAN, sp|Q13461|FOXE3_HUMAN, sp|O00358|FOXE1_HUMAN, sp|Q5VV16|FX4L5_HUMAN, sp|Q8WXT5|FX4L4_HUMAN, sp|Q3SYB3|FX4L6_HUMAN, sp|Q6VB84|FX4L3_HUMAN, sp|Q12950|FOXD4_HUMAN, sp|Q9NU39|FX4L1_HUMAN, sp|Q9UJU5|FOXD3_HUMAN, sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN, sp|Q12948|FOXC1_HUMAN, sp|P55317|FOXA1_HUMAN	tr|A0A2K6PII9|A0A2K6PII9_RHIRO
OG0000044	sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|A0A075B6R9|KVD24_HUMAN	tr|A0A2K6NS77|A0A2K6NS77_RHIRO, tr|A0A2K6NCQ2|A0A2K6NCQ2_RHIRO, tr|A0A2K6P213|A0A2K6P213_RHIRO, tr|A0A2K6PKD3|A0A2K6PKD3_RHIRO
OG0000046	sp|Q9HBT6|CAD20_HUMAN	tr|A0A2K6PGJ4|A0A2K6PGJ4_RHIRO
OG0000046	sp|Q9ULB5|CADH7_HUMAN	tr|A0A2K6RV23|A0A2K6RV23_RHIRO
OG0000046	sp|P55285|CADH6_HUMAN	tr|A0A2K6P4J8|A0A2K6P4J8_RHIRO
OG0000046	sp|Q9ULB4|CADH9_HUMAN	tr|A0A2K6Q124|A0A2K6Q124_RHIRO
OG0000046	sp|Q9Y6N8|CAD10_HUMAN	tr|A0A2K6P747|A0A2K6P747_RHIRO
OG0000046	sp|P55287|CAD11_HUMAN	tr|A0A2K6PT09|A0A2K6PT09_RHIRO
OG0000046	sp|P55286|CADH8_HUMAN	tr|A0A2K6Q0T0|A0A2K6Q0T0_RHIRO
OG0000047	sp|Q9H094|NBPF3_HUMAN, sp|P0C2Y1|NBPF7_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q5TI25|NBPFE_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|Q6P3W6|NBPFA_HUMAN	tr|A0A2K6QGP7|A0A2K6QGP7_RHIRO, tr|A0A2K6Q3B0|A0A2K6Q3B0_RHIRO
OG0000048	sp|Q8NGV5|O13D1_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN	tr|A0A2K6NQ91|A0A2K6NQ91_RHIRO
OG0000051	sp|Q902F9|EN113_HUMAN, sp|P61565|ENK21_HUMAN, sp|Q9NX77|ENK13_HUMAN, sp|P61568|ENK11_HUMAN, sp|P63135|POK7_HUMAN, sp|P10266|POK10_HUMAN, sp|P63136|POK25_HUMAN, sp|Q9BXR3|POK6_HUMAN, sp|P63133|POK8_HUMAN, sp|Q9WJR5|POK19_HUMAN, sp|P63132|PO113_HUMAN, sp|Q9QC07|POK18_HUMAN, sp|Q9UQG0|POK11_HUMAN	tr|A0A2K6NPU1|A0A2K6NPU1_RHIRO
OG0000052	sp|P60371|KR106_HUMAN, sp|P60409|KR107_HUMAN, sp|P60413|KR10C_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A2K6QQJ5|A0A2K6QQJ5_RHIRO
OG0000052	sp|P60370|KR105_HUMAN, sp|P60014|KR10A_HUMAN, sp|P60368|KR102_HUMAN, sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN	tr|A0A2K6P422|A0A2K6P422_RHIRO, tr|A0A2K6PX52|A0A2K6PX52_RHIRO
OG0000053	sp|Q09FC8|ZN415_HUMAN	tr|A0A2K6Q1C4|A0A2K6Q1C4_RHIRO, tr|A0A2K6QRS5|A0A2K6QRS5_RHIRO, tr|A0A2K6NX97|A0A2K6NX97_RHIRO, tr|A0A2K6Q4Y3|A0A2K6Q4Y3_RHIRO, tr|A0A2K6PVY0|A0A2K6PVY0_RHIRO, tr|A0A2K6PIL4|A0A2K6PIL4_RHIRO, tr|A0A2K6PBP8|A0A2K6PBP8_RHIRO, tr|A0A2K6P936|A0A2K6P936_RHIRO, tr|A0A2K6Q9W2|A0A2K6Q9W2_RHIRO, tr|A0A2K6RUG2|A0A2K6RUG2_RHIRO, tr|A0A2K6PQ64|A0A2K6PQ64_RHIRO, tr|A0A2K6QET3|A0A2K6QET3_RHIRO, tr|A0A2K6NDJ4|A0A2K6NDJ4_RHIRO
OG0000057	sp|Q96PT3|DUX5_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|P0CJ88|DU4L5_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|Q9UBX2|DUX4_HUMAN	tr|A0A2K6RBJ4|A0A2K6RBJ4_RHIRO
OG0000058	sp|P22626|ROA2_HUMAN	tr|A0A2K6NKY2|A0A2K6NKY2_RHIRO, tr|A0A2K6NCS1|A0A2K6NCS1_RHIRO, tr|A0A2K6NWY1|A0A2K6NWY1_RHIRO, tr|A0A2K6QTR5|A0A2K6QTR5_RHIRO, tr|A0A2K6P8W5|A0A2K6P8W5_RHIRO, tr|A0A2K6R1J9|A0A2K6R1J9_RHIRO, tr|A0A2K6RVY7|A0A2K6RVY7_RHIRO, tr|A0A2K6NWS1|A0A2K6NWS1_RHIRO, tr|A0A2K6Q6J1|A0A2K6Q6J1_RHIRO, tr|A0A2K6R437|A0A2K6R437_RHIRO, tr|A0A2K6PY53|A0A2K6PY53_RHIRO, tr|A0A2K6PPK4|A0A2K6PPK4_RHIRO
OG0000059	sp|P18124|RL7_HUMAN	tr|A0A2K6NXK7|A0A2K6NXK7_RHIRO, tr|A0A2K6R009|A0A2K6R009_RHIRO, tr|A0A2K6NCJ6|A0A2K6NCJ6_RHIRO, tr|A0A2K6QE24|A0A2K6QE24_RHIRO, tr|A0A2K6PRM8|A0A2K6PRM8_RHIRO, tr|A0A2K6N889|A0A2K6N889_RHIRO, tr|A0A2K6NVX5|A0A2K6NVX5_RHIRO, tr|A0A2K6QA50|A0A2K6QA50_RHIRO, tr|A0A2K6QAP2|A0A2K6QAP2_RHIRO, tr|A0A2K6PAR6|A0A2K6PAR6_RHIRO, tr|A0A2K6QJR5|A0A2K6QJR5_RHIRO, tr|A0A2K6PB96|A0A2K6PB96_RHIRO
OG0000060	sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A1B0GX49|TVB64_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN	tr|A0A2K6QIG6|A0A2K6QIG6_RHIRO
OG0000061	sp|P50993|AT1A2_HUMAN	tr|A0A2K6PQR1|A0A2K6PQR1_RHIRO
OG0000061	sp|P05023|AT1A1_HUMAN	tr|A0A2K6RQT0|A0A2K6RQT0_RHIRO
OG0000061	sp|P13637|AT1A3_HUMAN	tr|A0A2K6PA61|A0A2K6PA61_RHIRO
OG0000061	sp|P20648|ATP4A_HUMAN	tr|A0A2K6RIS7|A0A2K6RIS7_RHIRO
OG0000061	sp|P54707|AT12A_HUMAN	tr|A0A2K6NP42|A0A2K6NP42_RHIRO
OG0000061	sp|Q13733|AT1A4_HUMAN	tr|A0A2K6PZ71|A0A2K6PZ71_RHIRO
OG0000062	sp|Q8TD57|DYH3_HUMAN	tr|A0A2K6PMS4|A0A2K6PMS4_RHIRO
OG0000062	sp|Q8WXX0|DYH7_HUMAN	tr|A0A2K6QM43|A0A2K6QM43_RHIRO
OG0000062	sp|Q6ZR08|DYH12_HUMAN	tr|A0A2K6PQ51|A0A2K6PQ51_RHIRO
OG0000062	sp|Q9P2D7|DYH1_HUMAN	tr|A0A2K6RAT4|A0A2K6RAT4_RHIRO
OG0000062	sp|Q0VDD8|DYH14_HUMAN	tr|A0A2K6QFP3|A0A2K6QFP3_RHIRO, tr|A0A2K6P339|A0A2K6P339_RHIRO, tr|A0A2K6Q487|A0A2K6Q487_RHIRO
OG0000063	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K6RP68|A0A2K6RP68_RHIRO
OG0000063	sp|Q13310|PABP4_HUMAN	tr|A0A2K6PQ38|A0A2K6PQ38_RHIRO
OG0000063	sp|P11940|PABP1_HUMAN	tr|A0A2K6RDJ3|A0A2K6RDJ3_RHIRO
OG0000063	sp|Q9H361|PABP3_HUMAN	tr|A0A2K6P2G6|A0A2K6P2G6_RHIRO, tr|A0A2K6PIN0|A0A2K6PIN0_RHIRO, tr|A0A2K6NWA1|A0A2K6NWA1_RHIRO, tr|A0A2K6RR59|A0A2K6RR59_RHIRO, tr|A0A2K6QBU3|A0A2K6QBU3_RHIRO
OG0000064	sp|P63104|1433Z_HUMAN	tr|A0A2K6NMP3|A0A2K6NMP3_RHIRO, tr|A0A2K6PLV8|A0A2K6PLV8_RHIRO, tr|A0A2K6R3G9|A0A2K6R3G9_RHIRO
OG0000064	sp|P31946|1433B_HUMAN	tr|A0A2K6PG93|A0A2K6PG93_RHIRO
OG0000064	sp|P27348|1433T_HUMAN	tr|A0A2K6RQE1|A0A2K6RQE1_RHIRO, tr|A0A2K6QK97|A0A2K6QK97_RHIRO, tr|A0A2K6QBD3|A0A2K6QBD3_RHIRO
OG0000065	sp|P38159|RBMX_HUMAN	tr|A0A2K6RPC4|A0A2K6RPC4_RHIRO, tr|A0A2K6QZD7|A0A2K6QZD7_RHIRO, tr|A0A2K6PI34|A0A2K6PI34_RHIRO
OG0000065	sp|Q8N7X1|RMXL3_HUMAN	tr|A0A2K6Q3Q2|A0A2K6Q3Q2_RHIRO
OG0000065	sp|O75526|RMXL2_HUMAN	tr|A0A2K6PWV3|A0A2K6PWV3_RHIRO
OG0000065	sp|Q96E39|RMXL1_HUMAN	tr|A0A2K6R2Z9|A0A2K6R2Z9_RHIRO
OG0000066	sp|Q8NGC3|O10G2_HUMAN	tr|A0A2K6NAL7|A0A2K6NAL7_RHIRO
OG0000066	sp|Q8NH81|O10G6_HUMAN, sp|Q8NGN2|O10S1_HUMAN, sp|Q8NGN7|O10D4_HUMAN, sp|Q8NH80|O10D3_HUMAN, sp|Q8NGN6|O10G7_HUMAN, sp|Q8NGN5|O10G8_HUMAN, sp|Q8NGN3|O10G4_HUMAN, sp|Q8NGN4|O10G9_HUMAN, sp|Q8NGC4|O10G3_HUMAN	tr|A0A2K6N9L4|A0A2K6N9L4_RHIRO
OG0000068	sp|P62424|RL7A_HUMAN	tr|A0A2K6PPY6|A0A2K6PPY6_RHIRO, tr|A0A2K6R5B8|A0A2K6R5B8_RHIRO, tr|A0A2K6NMM7|A0A2K6NMM7_RHIRO, tr|A0A2K6NKC4|A0A2K6NKC4_RHIRO, tr|A0A2K6NQ45|A0A2K6NQ45_RHIRO, tr|A0A2K6R2H4|A0A2K6R2H4_RHIRO, tr|A0A2K6NI19|A0A2K6NI19_RHIRO, tr|A0A2K6PLF4|A0A2K6PLF4_RHIRO, tr|A0A2K6P632|A0A2K6P632_RHIRO, tr|A0A2K6N9H3|A0A2K6N9H3_RHIRO, tr|A0A2K6Q2E7|A0A2K6Q2E7_RHIRO
OG0000069	sp|Q14031|CO4A6_HUMAN	tr|A0A2K6RKZ6|A0A2K6RKZ6_RHIRO
OG0000069	sp|Q01955|CO4A3_HUMAN	tr|A0A2K6NDV2|A0A2K6NDV2_RHIRO
OG0000069	sp|P29400|CO4A5_HUMAN, sp|P02462|CO4A1_HUMAN	tr|A0A2K6NU22|A0A2K6NU22_RHIRO
OG0000069	sp|P53420|CO4A4_HUMAN	tr|A0A2K6PCA1|A0A2K6PCA1_RHIRO
OG0000069	sp|P08572|CO4A2_HUMAN	tr|A0A2K6QKH9|A0A2K6QKH9_RHIRO
OG0000070	sp|P06733|ENOA_HUMAN	tr|A0A2K6QN27|A0A2K6QN27_RHIRO, tr|A0A2K6N7P6|A0A2K6N7P6_RHIRO
OG0000070	sp|P09104|ENOG_HUMAN	tr|A0A2K6PCR7|A0A2K6PCR7_RHIRO
OG0000070	sp|P13929|ENOB_HUMAN	tr|A0A2K6NKT7|A0A2K6NKT7_RHIRO, tr|A0A2K6PXL0|A0A2K6PXL0_RHIRO, tr|A0A2K6PQ72|A0A2K6PQ72_RHIRO, tr|A0A2K6N765|A0A2K6N765_RHIRO
OG0000071	sp|P08754|GNAI3_HUMAN	tr|A0A2K6PMI8|A0A2K6PMI8_RHIRO
OG0000071	sp|P04899|GNAI2_HUMAN	tr|A0A2K6P024|A0A2K6P024_RHIRO
OG0000071	sp|A8MTJ3|GNAT3_HUMAN	tr|A0A2K6RN17|A0A2K6RN17_RHIRO
OG0000071	sp|P11488|GNAT1_HUMAN, sp|P19087|GNAT2_HUMAN	tr|A0A2K6R4N5|A0A2K6R4N5_RHIRO
OG0000072	sp|A0A0B4J262|TVA86_HUMAN, sp|A0A0B4J280|TVA40_HUMAN, sp|A0A075B6X5|TVA18_HUMAN, sp|A0A075B6T8|TVA91_HUMAN, sp|A0A087WT02|TVA92_HUMAN, tr|A0A075B6U6|A0A075B6U6_HUMAN, sp|P01737|TVA84_HUMAN, sp|A0A0B4J237|TVA82_HUMAN	tr|A0A2K6NC09|A0A2K6NC09_RHIRO, tr|A0A2K6NM76|A0A2K6NM76_RHIRO, tr|A0A2K6NM60|A0A2K6NM60_RHIRO
OG0000074	sp|P0DMU9|CT45A_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV1|CT458_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN	tr|A0A2K6P9T5|A0A2K6P9T5_RHIRO, tr|A0A2K6NJD5|A0A2K6NJD5_RHIRO
OG0000076	sp|P06731|CEAM5_HUMAN	tr|A0A2K6Q6I1|A0A2K6Q6I1_RHIRO
OG0000076	sp|P40199|CEAM6_HUMAN	tr|A0A2K6R6S1|A0A2K6R6S1_RHIRO
OG0000076	sp|P31997|CEAM8_HUMAN	tr|A0A2K6P9S9|A0A2K6P9S9_RHIRO
OG0000076	sp|P13688|CEAM1_HUMAN	tr|A0A2K6PFB4|A0A2K6PFB4_RHIRO
OG0000077	sp|Q7L945|ZN627_HUMAN	tr|A0A2K6QEF9|A0A2K6QEF9_RHIRO
OG0000077	sp|P52737|ZN136_HUMAN	tr|A0A2K6R8H9|A0A2K6R8H9_RHIRO
OG0000077	sp|C9JN71|ZN878_HUMAN	tr|A0A2K6QBH3|A0A2K6QBH3_RHIRO
OG0000077	sp|Q96I27|ZN625_HUMAN	tr|A0A2K6PRM4|A0A2K6PRM4_RHIRO, tr|A0A2K6P515|A0A2K6P515_RHIRO
OG0000078	sp|Q9UHC6|CNTP2_HUMAN	tr|A0A2K6R3F4|A0A2K6R3F4_RHIRO
OG0000078	sp|Q8WYK1|CNTP5_HUMAN	tr|A0A2K6QQ91|A0A2K6QQ91_RHIRO
OG0000078	sp|Q9C0A0|CNTP4_HUMAN	tr|A0A2K6NUK0|A0A2K6NUK0_RHIRO, tr|A0A2K6Q2B6|A0A2K6Q2B6_RHIRO
OG0000078	sp|Q96NU0|CNT3B_HUMAN, sp|Q9BZ76|CNTP3_HUMAN, tr|A0A1B0GTE1|A0A1B0GTE1_HUMAN	tr|A0A2K6QTR7|A0A2K6QTR7_RHIRO
OG0000079	sp|Q9Y5Y9|SCNAA_HUMAN	tr|A0A2K6N8P4|A0A2K6N8P4_RHIRO
OG0000079	sp|Q9UI33|SCNBA_HUMAN	tr|A0A2K6QKQ1|A0A2K6QKQ1_RHIRO, tr|A0A2K6R0B5|A0A2K6R0B5_RHIRO, tr|A0A2K6Q6R2|A0A2K6Q6R2_RHIRO, tr|A0A2K6Q6T7|A0A2K6Q6T7_RHIRO, tr|A0A2K6QD79|A0A2K6QD79_RHIRO, tr|A0A2K6Q5D1|A0A2K6Q5D1_RHIRO, tr|A0A2K6P2Q0|A0A2K6P2Q0_RHIRO, tr|A0A2K6R440|A0A2K6R440_RHIRO
OG0000080	sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW00|TSPY8_HUMAN	tr|A0A2K6P5K5|A0A2K6P5K5_RHIRO, tr|A0A2K6NYE7|A0A2K6NYE7_RHIRO, tr|A0A2K6NES7|A0A2K6NES7_RHIRO, tr|A0A2K6PU90|A0A2K6PU90_RHIRO
OG0000081	sp|P06748|NPM_HUMAN	tr|A0A2K6RTJ9|A0A2K6RTJ9_RHIRO, tr|A0A2K6R546|A0A2K6R546_RHIRO, tr|A0A2K6NXF3|A0A2K6NXF3_RHIRO, tr|A0A2K6Q3Y9|A0A2K6Q3Y9_RHIRO, tr|A0A2K6P7V3|A0A2K6P7V3_RHIRO, tr|A0A2K6RXJ7|A0A2K6RXJ7_RHIRO, tr|A0A2K6QTM0|A0A2K6QTM0_RHIRO, tr|A0A2K6NV80|A0A2K6NV80_RHIRO, tr|A0A2K6NYK5|A0A2K6NYK5_RHIRO, tr|A0A2K6PUV4|A0A2K6PUV4_RHIRO
OG0000082	sp|Q9H0M5|ZN700_HUMAN, sp|Q8N7K0|ZN433_HUMAN, sp|P17024|ZNF20_HUMAN, sp|O60384|ZN861_HUMAN, sp|Q8N8L2|ZN491_HUMAN, sp|Q08AG5|ZN844_HUMAN, sp|Q0D2J5|ZN763_HUMAN, sp|Q8NDP4|ZN439_HUMAN, sp|Q8IYI8|ZN440_HUMAN, sp|Q9UC07|ZNF69_HUMAN	tr|A0A2K6P7F4|A0A2K6P7F4_RHIRO
OG0000083	sp|P04264|K2C1_HUMAN	tr|A0A2K6RDQ4|A0A2K6RDQ4_RHIRO, tr|A0A2K6NBJ7|A0A2K6NBJ7_RHIRO, tr|A0A2K6NCU3|A0A2K6NCU3_RHIRO, tr|A0A2K6QEX9|A0A2K6QEX9_RHIRO, tr|A0A2K6QQH5|A0A2K6QQH5_RHIRO, tr|A0A2K6PXZ7|A0A2K6PXZ7_RHIRO, tr|A0A2K6Q6Z9|A0A2K6Q6Z9_RHIRO, tr|A0A2K6P5T7|A0A2K6P5T7_RHIRO, tr|A0A2K6PRD4|A0A2K6PRD4_RHIRO, tr|A0A2K6N9W8|A0A2K6N9W8_RHIRO
OG0000084	sp|P39023|RL3_HUMAN	tr|A0A2K6NCR5|A0A2K6NCR5_RHIRO
OG0000084	sp|Q92901|RL3L_HUMAN	tr|A0A2K6QN75|A0A2K6QN75_RHIRO, tr|A0A2K6NHE3|A0A2K6NHE3_RHIRO, tr|A0A2K6NJZ1|A0A2K6NJZ1_RHIRO, tr|A0A2K6RLN0|A0A2K6RLN0_RHIRO, tr|A0A2K6Q8Q3|A0A2K6Q8Q3_RHIRO, tr|A0A2K6NGX5|A0A2K6NGX5_RHIRO, tr|A0A2K6QLP1|A0A2K6QLP1_RHIRO, tr|A0A2K6PRP1|A0A2K6PRP1_RHIRO
OG0000085	sp|P46778|RL21_HUMAN	tr|A0A2K6NUC7|A0A2K6NUC7_RHIRO, tr|A0A2K6Q5L4|A0A2K6Q5L4_RHIRO, tr|A0A2K6QB44|A0A2K6QB44_RHIRO, tr|A0A2K6NS81|A0A2K6NS81_RHIRO, tr|A0A2K6NLK8|A0A2K6NLK8_RHIRO, tr|A0A2K6NF61|A0A2K6NF61_RHIRO, tr|A0A2K6NCN7|A0A2K6NCN7_RHIRO, tr|A0A2K6NAU7|A0A2K6NAU7_RHIRO, tr|A0A2K6NQW6|A0A2K6NQW6_RHIRO, tr|A0A2K6QIA9|A0A2K6QIA9_RHIRO
OG0000091	sp|Q99788|CML1_HUMAN, sp|Q49SQ1|GPR33_HUMAN, sp|Q16581|C3AR_HUMAN, sp|Q8TDT2|GP152_HUMAN, sp|O75388|GPR32_HUMAN, sp|Q8NGA4|G32P1_HUMAN, sp|P21462|FPR1_HUMAN, sp|P25090|FPR2_HUMAN, sp|P25089|FPR3_HUMAN	tr|A0A2K6QCB0|A0A2K6QCB0_RHIRO
OG0000092	sp|Q96LB0|MRGX3_HUMAN	tr|A0A2K6RV05|A0A2K6RV05_RHIRO
OG0000092	sp|Q96LB2|MRGX1_HUMAN, sp|Q96LB1|MRGX2_HUMAN, sp|P35410|MAS1L_HUMAN, sp|Q8TDS7|MRGRD_HUMAN, sp|Q86SM8|MRGRE_HUMAN, sp|Q86SM5|MRGRG_HUMAN, sp|Q96LA9|MRGX4_HUMAN	tr|A0A2K6NM74|A0A2K6NM74_RHIRO
OG0000093	sp|P61088|UBE2N_HUMAN	tr|A0A2K6QMD2|A0A2K6QMD2_RHIRO
OG0000093	sp|Q5JXB2|UE2NL_HUMAN	tr|A0A2K6QW06|A0A2K6QW06_RHIRO, tr|A0A2K6QB34|A0A2K6QB34_RHIRO, tr|A0A2K6RH71|A0A2K6RH71_RHIRO, tr|A0A2K6RI65|A0A2K6RI65_RHIRO, tr|A0A2K6QH48|A0A2K6QH48_RHIRO, tr|A0A2K6QBC8|A0A2K6QBC8_RHIRO, tr|A0A2K6NNK3|A0A2K6NNK3_RHIRO
OG0000094	sp|P00966|ASSY_HUMAN	tr|A0A2K6NJU3|A0A2K6NJU3_RHIRO, tr|A0A2K6NW92|A0A2K6NW92_RHIRO, tr|A0A2K6NU08|A0A2K6NU08_RHIRO, tr|A0A2K6QQA6|A0A2K6QQA6_RHIRO, tr|A0A2K6NMZ6|A0A2K6NMZ6_RHIRO, tr|A0A2K6QBH9|A0A2K6QBH9_RHIRO, tr|A0A2K6PRI5|A0A2K6PRI5_RHIRO, tr|A0A2K6NV50|A0A2K6NV50_RHIRO, tr|A0A2K6Q978|A0A2K6Q978_RHIRO
OG0000095	sp|Q14533|KRT81_HUMAN	tr|A0A2K6R1C5|A0A2K6R1C5_RHIRO
OG0000095	sp|P78385|KRT83_HUMAN	tr|A0A2K6PR60|A0A2K6PR60_RHIRO
