Orthogroup	Homo_sapiens	Ovis_aries
OG0000055	sp|A0A2R8Y4L2|RA1L3_HUMAN	tr|W5Q0H5|W5Q0H5_SHEEP
OG0000055	sp|P09651|ROA1_HUMAN	tr|W5Q400|W5Q400_SHEEP
OG0000055	sp|Q32P51|RA1L2_HUMAN	tr|W5PVD6|W5PVD6_SHEEP, tr|W5QF43|W5QF43_SHEEP, tr|W5Q2S0|W5Q2S0_SHEEP, tr|W5NYJ6|W5NYJ6_SHEEP, tr|W5PZS6|W5PZS6_SHEEP, tr|W5PK49|W5PK49_SHEEP, tr|W5QFT7|W5QFT7_SHEEP, tr|W5PTF7|W5PTF7_SHEEP, tr|W5PVW1|W5PVW1_SHEEP
OG0000056	sp|P06126|CD1A_HUMAN	tr|W5PBH7|W5PBH7_SHEEP, tr|W5PBN8|W5PBN8_SHEEP
OG0000056	sp|P29017|CD1C_HUMAN, sp|P29016|CD1B_HUMAN	sp|Q29422|CD1B2_SHEEP, tr|W5NV83|W5NV83_SHEEP, tr|W5NXY6|W5NXY6_SHEEP, tr|W5NWZ6|W5NWZ6_SHEEP, tr|W5NX80|W5NX80_SHEEP, tr|W5NV90|W5NV90_SHEEP, sp|P80943|CD1B3_SHEEP, tr|W5NV86|W5NV86_SHEEP, tr|W5NU98|W5NU98_SHEEP, tr|W5PBK2|W5PBK2_SHEEP, tr|W5PBI8|W5PBI8_SHEEP, sp|Q28565|CD1B1_SHEEP
OG0000057	sp|P18621|RL17_HUMAN	tr|W5P1B4|W5P1B4_SHEEP, tr|K4P217|K4P217_SHEEP, tr|W5PYN0|W5PYN0_SHEEP, tr|W5QEI4|W5QEI4_SHEEP, tr|W5Q9T9|W5Q9T9_SHEEP, tr|W5PLA8|W5PLA8_SHEEP, tr|W5PKS4|W5PKS4_SHEEP, tr|W5Q6L2|W5Q6L2_SHEEP, tr|W5Q585|W5Q585_SHEEP, tr|W5PPE7|W5PPE7_SHEEP, tr|W5QBG5|W5QBG5_SHEEP, tr|W5QFP6|W5QFP6_SHEEP, tr|W5PE72|W5PE72_SHEEP, tr|W5P2V5|W5P2V5_SHEEP, tr|W5QAQ6|W5QAQ6_SHEEP, tr|W5PDK8|W5PDK8_SHEEP
OG0000061	sp|Q8NH10|OR8U1_HUMAN, sp|P0C7N1|OR8U8_HUMAN, sp|P0C7N5|OR8U9_HUMAN	tr|W5PRJ8|W5PRJ8_SHEEP
OG0000061	sp|P0C617|O5AL1_HUMAN	tr|W5PFS5|W5PFS5_SHEEP
OG0000061	tr|A0A286YEU6|A0A286YEU6_HUMAN, sp|Q8NGG4|OR8H1_HUMAN, sp|Q8N162|OR8H2_HUMAN, sp|Q8N146|OR8H3_HUMAN, sp|Q8NGR4|OR5C1_HUMAN, sp|Q8NGJ0|OR5A1_HUMAN, sp|Q13606|OR5I1_HUMAN, sp|Q8NGF4|O5AP2_HUMAN, sp|P0C626|OR5G3_HUMAN	tr|W5PRH8|W5PRH8_SHEEP
OG0000062	sp|P08779|K1C16_HUMAN	tr|W5Q702|W5Q702_SHEEP
OG0000062	sp|P02533|K1C14_HUMAN	tr|W5Q6L8|W5Q6L8_SHEEP
OG0000062	sp|Q04695|K1C17_HUMAN	tr|W5Q7G1|W5Q7G1_SHEEP, tr|W5Q744|W5Q744_SHEEP
OG0000062	sp|P19012|K1C15_HUMAN	tr|W5Q6A4|W5Q6A4_SHEEP, sp|O77727|K1C15_SHEEP
OG0000062	sp|P13646|K1C13_HUMAN	tr|W5Q665|W5Q665_SHEEP
OG0000062	sp|P35527|K1C9_HUMAN	tr|W5Q160|W5Q160_SHEEP, tr|W5Q6K9|W5Q6K9_SHEEP
OG0000073	sp|P49913|CAMP_HUMAN	tr|W5NT47|W5NT47_SHEEP, tr|W5NVD8|W5NVD8_SHEEP, tr|W5P1Y8|W5P1Y8_SHEEP, tr|W5NTG5|W5NTG5_SHEEP, tr|W5NUU0|W5NUU0_SHEEP, sp|P54230|CTHL1_SHEEP, sp|P49928|SC51_SHEEP, sp|P49929|SC52_SHEEP, tr|W5NVS8|W5NVS8_SHEEP, sp|P50415|CTHL3_SHEEP, tr|W5NUP9|W5NUP9_SHEEP, tr|W5NU47|W5NU47_SHEEP, sp|P79362|CTHL2_SHEEP, tr|W5NV75|W5NV75_SHEEP
OG0000074	sp|A0A087WW87|KV240_HUMAN, sp|P01614|KVD40_HUMAN, sp|P01615|KVD28_HUMAN, sp|A0A075B6P5|KV228_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A075B6S2|KVD29_HUMAN	tr|W5QI07|W5QI07_SHEEP, tr|W5QI15|W5QI15_SHEEP, tr|W5QI08|W5QI08_SHEEP
OG0000078	sp|Q8NGT1|OR2K2_HUMAN	tr|W5P9V6|W5P9V6_SHEEP
OG0000078	sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS8|O13C5_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGT0|O13C9_HUMAN	tr|W5PBV6|W5PBV6_SHEEP
OG0000079	sp|A0A0B4J1U6|TVB9_HUMAN	tr|W5NSZ0|W5NSZ0_SHEEP, tr|W5NQJ5|W5NQJ5_SHEEP, tr|W5NVS7|W5NVS7_SHEEP, tr|W5Q2W0|W5Q2W0_SHEEP, tr|W5PN78|W5PN78_SHEEP, tr|W5Q2I9|W5Q2I9_SHEEP, tr|W5Q2T4|W5Q2T4_SHEEP, tr|W5NQK8|W5NQK8_SHEEP, tr|W5NY45|W5NY45_SHEEP, tr|W5Q384|W5Q384_SHEEP, tr|W5Q2S4|W5Q2S4_SHEEP, tr|W5NVS3|W5NVS3_SHEEP, tr|W5Q338|W5Q338_SHEEP
OG0000080	sp|Q01814|AT2B2_HUMAN	tr|W5PQE9|W5PQE9_SHEEP
OG0000080	sp|Q16720|AT2B3_HUMAN	tr|W5PCE7|W5PCE7_SHEEP
OG0000080	sp|P20020|AT2B1_HUMAN	tr|W5Q289|W5Q289_SHEEP
OG0000080	sp|P23634|AT2B4_HUMAN	tr|W5PGI9|W5PGI9_SHEEP, tr|W5NVT1|W5NVT1_SHEEP, tr|W5NVU9|W5NVU9_SHEEP, tr|W5Q3L8|W5Q3L8_SHEEP, tr|W5PH02|W5PH02_SHEEP, tr|W5NYC3|W5NYC3_SHEEP, tr|W5NUL6|W5NUL6_SHEEP
OG0000081	sp|P02792|FRIL_HUMAN	tr|W5QD35|W5QD35_SHEEP, tr|W5PA59|W5PA59_SHEEP, tr|W5PVJ0|W5PVJ0_SHEEP, tr|W5P3I7|W5P3I7_SHEEP, tr|W5NYB9|W5NYB9_SHEEP, tr|W5NS11|W5NS11_SHEEP, tr|W5P6T9|W5P6T9_SHEEP, tr|W5PTN1|W5PTN1_SHEEP, tr|W5QH82|W5QH82_SHEEP, tr|W5PTF6|W5PTF6_SHEEP, sp|P18686|FRIL_SHEEP, tr|W5P158|W5P158_SHEEP, tr|W5QA26|W5QA26_SHEEP
OG0000085	sp|P59540|T2R46_HUMAN, sp|P59539|T2R45_HUMAN, sp|P59538|T2R31_HUMAN, sp|P59537|T2R43_HUMAN, sp|P59541|T2R30_HUMAN, sp|P59542|T2R19_HUMAN, sp|P0DSN6|T2R33_HUMAN, sp|P0DTE0|T2R36_HUMAN, sp|P59543|T2R20_HUMAN, sp|P59544|T2R50_HUMAN, sp|Q9NYV8|T2R14_HUMAN, sp|Q9NYV9|T2R13_HUMAN	tr|W5QIC5|W5QIC5_SHEEP
OG0000086	sp|P34931|HS71L_HUMAN	tr|A0A6P3EJB6|A0A6P3EJB6_SHEEP
OG0000086	sp|P54652|HSP72_HUMAN	tr|W5NSB0|W5NSB0_SHEEP
OG0000086	sp|P11142|HSP7C_HUMAN	tr|W5P773|W5P773_SHEEP, tr|W5NPN4|W5NPN4_SHEEP
OG0000086	sp|P17066|HSP76_HUMAN, sp|P48741|HSP77_HUMAN	tr|W5PC31|W5PC31_SHEEP
OG0000086	sp|P0DMV9|HS71B_HUMAN, sp|P0DMV8|HS71A_HUMAN	tr|W5PG95|W5PG95_SHEEP
OG0000087	sp|P29320|EPHA3_HUMAN	tr|W5Q6R5|W5Q6R5_SHEEP
OG0000087	sp|P54756|EPHA5_HUMAN	tr|W5P8V8|W5P8V8_SHEEP
OG0000087	sp|P54764|EPHA4_HUMAN	tr|W5QGB9|W5QGB9_SHEEP
OG0000087	sp|Q15375|EPHA7_HUMAN	tr|W5PRL0|W5PRL0_SHEEP
OG0000087	sp|P29322|EPHA8_HUMAN	tr|W5PDV7|W5PDV7_SHEEP
OG0000087	sp|P29317|EPHA2_HUMAN	tr|W5PS60|W5PS60_SHEEP
OG0000089	sp|Q8NGI0|O52N2_HUMAN	tr|W5PAM3|W5PAM3_SHEEP, tr|W5PAP6|W5PAP6_SHEEP
OG0000089	sp|Q8NH53|O52N1_HUMAN	tr|W5PAR3|W5PAR3_SHEEP
OG0000089	sp|Q8NGI2|O52N4_HUMAN	tr|W5PCN5|W5PCN5_SHEEP, tr|W5P9H2|W5P9H2_SHEEP, tr|W5PAY1|W5PAY1_SHEEP, tr|W5QCA0|W5QCA0_SHEEP
OG0000089	sp|Q8NH56|O52N5_HUMAN	tr|W5PAT1|W5PAT1_SHEEP, tr|W5QBA8|W5QBA8_SHEEP
OG0000090	sp|Q02386|ZNF45_HUMAN	tr|W5PGT7|W5PGT7_SHEEP
OG0000090	sp|Q9NYT6|ZN226_HUMAN, sp|Q9UIE0|ZN230_HUMAN, sp|Q9UK11|ZN223_HUMAN, sp|Q9UK13|ZN221_HUMAN, sp|Q9UK12|ZN222_HUMAN, sp|Q12901|ZN155_HUMAN, sp|Q9UK10|ZN225_HUMAN, sp|Q9NZL3|ZN224_HUMAN, sp|Q2VY69|ZN284_HUMAN, sp|Q14588|ZN234_HUMAN	tr|W5PGU3|W5PGU3_SHEEP
OG0000092	sp|Q8N831|TSYL6_HUMAN	tr|W5P0A1|W5P0A1_SHEEP
OG0000092	sp|Q9H0U9|TSYL1_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|Q01534|TSPY1_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|Q9UJ04|TSYL4_HUMAN	tr|W5QFE7|W5QFE7_SHEEP
OG0000093	sp|Q96RD1|OR6C1_HUMAN, sp|Q9NZP0|OR6C3_HUMAN, sp|A6NL08|O6C75_HUMAN, sp|A6NM76|O6C76_HUMAN, sp|A6NJZ3|O6C65_HUMAN, sp|A6NF89|OR6C6_HUMAN, sp|A6NIJ9|O6C70_HUMAN, sp|A6NCV1|O6C74_HUMAN, sp|Q9NZP2|OR6C2_HUMAN, sp|A6NDL8|O6C68_HUMAN, sp|Q8NGE2|O2AP1_HUMAN, sp|Q8NGE1|OR6C4_HUMAN	tr|W5P747|W5P747_SHEEP
OG0000094	sp|O95222|OR6A2_HUMAN	tr|W5Q739|W5Q739_SHEEP
OG0000094	sp|O95007|OR6B1_HUMAN	tr|W5QFA0|W5QFA0_SHEEP, tr|W5QF97|W5QF97_SHEEP, tr|W5NTA1|W5NTA1_SHEEP
OG0000094	sp|Q8NGX9|OR6P1_HUMAN	tr|W5Q776|W5Q776_SHEEP, tr|W5NPX3|W5NPX3_SHEEP, tr|W5Q762|W5Q762_SHEEP, tr|W5Q753|W5Q753_SHEEP, tr|W5PAX0|W5PAX0_SHEEP
OG0000097	sp|P46777|RL5_HUMAN	tr|W5QAM9|W5QAM9_SHEEP, tr|W5Q632|W5Q632_SHEEP, tr|W5PDJ7|W5PDJ7_SHEEP, tr|W5PF97|W5PF97_SHEEP, tr|W5P740|W5P740_SHEEP, tr|W5NPL5|W5NPL5_SHEEP, tr|W5Q4R6|W5Q4R6_SHEEP, tr|W5NSV1|W5NSV1_SHEEP, tr|W5P437|W5P437_SHEEP, tr|W5P135|W5P135_SHEEP, tr|W5PMV1|W5PMV1_SHEEP
OG0000098	sp|Q01955|CO4A3_HUMAN	tr|W5QH57|W5QH57_SHEEP
OG0000098	sp|P02462|CO4A1_HUMAN	tr|W5P813|W5P813_SHEEP
OG0000098	sp|P29400|CO4A5_HUMAN	tr|W5Q9X9|W5Q9X9_SHEEP
OG0000098	sp|P08572|CO4A2_HUMAN	tr|W5P983|W5P983_SHEEP
OG0000098	sp|P53420|CO4A4_HUMAN	tr|W5QH27|W5QH27_SHEEP
OG0000098	sp|Q14031|CO4A6_HUMAN	tr|W5QAD7|W5QAD7_SHEEP
OG0000099	sp|P48960|AGRE5_HUMAN	tr|W5P7H5|W5P7H5_SHEEP
OG0000099	sp|Q9BY15|AGRE3_HUMAN	tr|W5P4Z4|W5P4Z4_SHEEP
OG0000099	sp|Q86SQ3|AGRE4_HUMAN	tr|W5P378|W5P378_SHEEP, tr|W5P3D0|W5P3D0_SHEEP, tr|W5P3S4|W5P3S4_SHEEP
OG0000099	sp|Q9UHX3|AGRE2_HUMAN	tr|W5P482|W5P482_SHEEP
OG0000100	sp|P38159|RBMX_HUMAN	tr|W5PMJ5|W5PMJ5_SHEEP
OG0000100	sp|Q96E39|RMXL1_HUMAN, sp|A6NEQ0|RBY1E_HUMAN, sp|P0C7P1|RBY1D_HUMAN, sp|P0DJD3|RBY1A_HUMAN, sp|P0DJD4|RBY1C_HUMAN, sp|Q15415|RBY1F_HUMAN, sp|A6NDE4|RBY1B_HUMAN, sp|Q8N7X1|RMXL3_HUMAN, sp|O75526|RMXL2_HUMAN	tr|W5Q3U6|W5Q3U6_SHEEP
OG0000101	sp|Q9H2C5|O52A5_HUMAN	tr|W5PBX2|W5PBX2_SHEEP, tr|W5NPD7|W5NPD7_SHEEP
OG0000101	sp|Q9UKL2|O52A1_HUMAN	tr|W5PBY9|W5PBY9_SHEEP
OG0000101	sp|A6NMU1|O52A4_HUMAN	tr|W5NPD3|W5NPD3_SHEEP, tr|W5NPC5|W5NPC5_SHEEP
OG0000103	sp|Q96PP8|GBP5_HUMAN	tr|W5Q127|W5Q127_SHEEP
OG0000103	sp|P32455|GBP1_HUMAN, sp|Q9H0R5|GBP3_HUMAN	tr|W5NXK7|W5NXK7_SHEEP, tr|W5NWG6|W5NWG6_SHEEP, tr|W5Q0D7|W5Q0D7_SHEEP
OG0000103	sp|P32456|GBP2_HUMAN	tr|W5NU19|W5NU19_SHEEP
OG0000104	sp|P50993|AT1A2_HUMAN	tr|W5PEP1|W5PEP1_SHEEP
OG0000104	sp|P13637|AT1A3_HUMAN	tr|W5PEI8|W5PEI8_SHEEP
OG0000104	sp|P05023|AT1A1_HUMAN	sp|P04074|AT1A1_SHEEP
OG0000104	sp|Q13733|AT1A4_HUMAN	tr|W5PEY3|W5PEY3_SHEEP
OG0000104	sp|P20648|ATP4A_HUMAN	tr|W5P471|W5P471_SHEEP
OG0000104	sp|P54707|AT12A_HUMAN	tr|W5PZF8|W5PZF8_SHEEP
OG0000105	sp|O15480|MAGB3_HUMAN, sp|Q9BZ81|MAGB5_HUMAN, sp|Q9UBF1|MAGC2_HUMAN, sp|Q96M61|MAGBI_HUMAN, sp|Q96LZ2|MAGBA_HUMAN, sp|A8MXT2|MAGBH_HUMAN, sp|O15481|MAGB4_HUMAN, sp|P43366|MAGB1_HUMAN, sp|O15479|MAGB2_HUMAN, sp|Q8N7X4|MAGB6_HUMAN, tr|A0A0J9YX57|A0A0J9YX57_HUMAN	tr|W5QBE1|W5QBE1_SHEEP
OG0000106	sp|P15622|ZN250_HUMAN	tr|W5PSL0|W5PSL0_SHEEP
OG0000106	sp|Q16587|ZNF74_HUMAN	tr|W5NY15|W5NY15_SHEEP
OG0000106	sp|P10072|ZN875_HUMAN, sp|P52736|ZN133_HUMAN	tr|W5QAP6|W5QAP6_SHEEP
OG0000106	sp|Q86UQ0|ZN589_HUMAN, sp|Q6P1L6|ZN343_HUMAN	tr|W5NVA9|W5NVA9_SHEEP, tr|W5QAR4|W5QAR4_SHEEP
OG0000107	sp|Q96RI9|TAAR9_HUMAN	tr|W5NWK2|W5NWK2_SHEEP
OG0000107	sp|Q96RI8|TAAR6_HUMAN	tr|W5NWM0|W5NWM0_SHEEP, tr|W5NWP2|W5NWP2_SHEEP, tr|W5NWQ6|W5NWQ6_SHEEP
OG0000107	sp|Q969N4|TAAR8_HUMAN	tr|W5NWW7|W5NWW7_SHEEP
OG0000108	sp|Q08ER8|ZN543_HUMAN, sp|Q14592|ZN460_HUMAN	tr|W5P095|W5P095_SHEEP
OG0000108	sp|P51504|ZNF80_HUMAN	tr|W5P0G3|W5P0G3_SHEEP
OG0000108	sp|Q7Z398|ZN550_HUMAN	tr|W5P0G7|W5P0G7_SHEEP
OG0000108	sp|Q96NL3|ZN599_HUMAN	tr|W5P3F3|W5P3F3_SHEEP
OG0000108	sp|O43296|ZN264_HUMAN, sp|Q5CZA5|ZN805_HUMAN	tr|W5P085|W5P085_SHEEP
OG0000110	sp|P0C623|OR4Q2_HUMAN, sp|Q8NGN0|OR4D5_HUMAN, sp|Q8NGC2|OR4E2_HUMAN, sp|Q8NGD0|OR4M1_HUMAN, sp|Q8NGB6|OR4M2_HUMAN, sp|A0A0X1KG70|ORM2B_HUMAN, sp|Q8IXE1|OR4N5_HUMAN, tr|A0A0G2JNH3|A0A0G2JNH3_HUMAN, sp|Q8N0Y3|OR4N4_HUMAN, sp|A0A096LPK9|ORN4C_HUMAN, sp|Q8NGD1|OR4N2_HUMAN	tr|W5PXK8|W5PXK8_SHEEP
OG0000112	sp|Q8NGE7|OR9K2_HUMAN	tr|W5PQ71|W5PQ71_SHEEP, tr|W5QAG8|W5QAG8_SHEEP, tr|W5QAI2|W5QAI2_SHEEP, tr|W5PUK5|W5PUK5_SHEEP, tr|W5QAE7|W5QAE7_SHEEP, tr|W5QB38|W5QB38_SHEEP, tr|W5QBE0|W5QBE0_SHEEP, tr|W5QB57|W5QB57_SHEEP, tr|W5QBF0|W5QBF0_SHEEP, tr|W5QB69|W5QB69_SHEEP, tr|W5QBC7|W5QBC7_SHEEP
OG0000113	sp|P62906|RL10A_HUMAN	tr|W5Q5K4|W5Q5K4_SHEEP, tr|W5Q688|W5Q688_SHEEP, tr|W5PQX4|W5PQX4_SHEEP, tr|W5P5Z5|W5P5Z5_SHEEP, tr|W5PXK5|W5PXK5_SHEEP, tr|W5Q574|W5Q574_SHEEP, tr|W5P0Z0|W5P0Z0_SHEEP, tr|W5QGP9|W5QGP9_SHEEP, tr|W5PGY5|W5PGY5_SHEEP, tr|W5QF90|W5QF90_SHEEP, tr|W5PR27|W5PR27_SHEEP
OG0000116	sp|Q9GZM6|OR8D2_HUMAN, sp|Q8WZ84|OR8D1_HUMAN, sp|Q6IF36|O8G2P_HUMAN, sp|P0DMU2|OR83P_HUMAN, sp|Q8NG78|OR8G5_HUMAN, sp|Q15617|OR8G1_HUMAN, sp|Q15620|OR8B8_HUMAN, sp|Q8NGG6|OR8BC_HUMAN, sp|Q96RD0|OR8B2_HUMAN, sp|Q8NGG8|OR8B3_HUMAN	tr|W5PKI1|W5PKI1_SHEEP
OG0000118	sp|P28332|ADH6_HUMAN	tr|W5NUH5|W5NUH5_SHEEP
OG0000118	sp|P08319|ADH4_HUMAN, sp|P11766|ADHX_HUMAN	tr|W5Q2F4|W5Q2F4_SHEEP
OG0000118	sp|P40394|ADH7_HUMAN, sp|P07327|ADH1A_HUMAN, sp|P00326|ADH1G_HUMAN, sp|P00325|ADH1B_HUMAN	tr|W5Q1C7|W5Q1C7_SHEEP
OG0000120	sp|O60404|O10H3_HUMAN, sp|Q8NGA5|O10H4_HUMAN	tr|W5NSK5|W5NSK5_SHEEP, tr|W5NSC9|W5NSC9_SHEEP, tr|W5NST0|W5NST0_SHEEP, tr|W5Q3Q4|W5Q3Q4_SHEEP
OG0000120	sp|Q8NGA6|O10H5_HUMAN, sp|Q9Y4A9|O10H1_HUMAN, sp|O60403|O10H2_HUMAN	tr|W5NSF9|W5NSF9_SHEEP, tr|W5Q3M3|W5Q3M3_SHEEP
OG0000121	sp|Q8NH21|OR4F5_HUMAN, sp|Q8NGA8|O4F17_HUMAN, sp|Q96R69|OR4F4_HUMAN, sp|Q96R72|OR4K3_HUMAN, sp|Q8NGD2|OR4K2_HUMAN, sp|Q8NGD5|OR4KE_HUMAN, sp|Q8NH43|OR4L1_HUMAN, sp|Q8NGC6|OR4KH_HUMAN, sp|Q8NGD3|OR4K5_HUMAN, sp|Q8NH41|OR4KF_HUMAN	tr|W5NR99|W5NR99_SHEEP
OG0000122	sp|Q96PC5|MIA2_HUMAN	tr|W5PFX4|W5PFX4_SHEEP
OG0000122	sp|Q96RT6|CTGE2_HUMAN, sp|Q86UF2|CTGE6_HUMAN, sp|A4D2H0|CTGEF_HUMAN, sp|P0CG41|CTGE8_HUMAN, sp|Q8IX94|CTGE4_HUMAN, sp|A4FU28|CTGE9_HUMAN, tr|A0A2R8YE69|A0A2R8YE69_HUMAN, sp|Q8IX95|CTGE3_HUMAN	tr|W5PVS1|W5PVS1_SHEEP
OG0000124	sp|Q9UGF6|OR5V1_HUMAN	tr|W5Q6P8|W5Q6P8_SHEEP, tr|W5PGH6|W5PGH6_SHEEP
OG0000124	sp|Q8NHC5|O14AG_HUMAN, sp|Q8NGZ2|O14K1_HUMAN, sp|Q9UGF5|O14J1_HUMAN, sp|A6ND48|O14I1_HUMAN	tr|W5Q9D4|W5Q9D4_SHEEP, tr|W5PJ38|W5PJ38_SHEEP, tr|W5PJ06|W5PJ06_SHEEP, tr|W5PCP7|W5PCP7_SHEEP
OG0000125	sp|Q8NGC8|O11H7_HUMAN	tr|W5PUK4|W5PUK4_SHEEP
OG0000125	sp|Q8NGC9|O11H4_HUMAN	tr|W5PUI7|W5PUI7_SHEEP
OG0000125	sp|Q8NGC7|O11H6_HUMAN	tr|W5PUZ9|W5PUZ9_SHEEP, tr|W5QEX0|W5QEX0_SHEEP, tr|W5PXB1|W5PXB1_SHEEP, tr|W5QEW2|W5QEW2_SHEEP, tr|W5QEW4|W5QEW4_SHEEP, tr|W5QEV5|W5QEV5_SHEEP
OG0000126	sp|P22532|SPR2D_HUMAN, sp|P22531|SPR2E_HUMAN, sp|Q96RM1|SPR2F_HUMAN, sp|P35326|SPR2A_HUMAN, sp|P35325|SPR2B_HUMAN	tr|W5QJB5|W5QJB5_SHEEP, tr|W5QJB2|W5QJB2_SHEEP, tr|W5NQA2|W5NQA2_SHEEP, tr|W5QJB7|W5QJB7_SHEEP, tr|W5QJB0|W5QJB0_SHEEP, tr|A0A6P7DS10|A0A6P7DS10_SHEEP
OG0000127	sp|Q96L21|RL10L_HUMAN	tr|W5NRP9|W5NRP9_SHEEP
OG0000127	sp|P27635|RL10_HUMAN	sp|A8D8X1|RL10_SHEEP, tr|W5QB09|W5QB09_SHEEP, tr|W5QC16|W5QC16_SHEEP, tr|W5NTT0|W5NTT0_SHEEP, tr|W5Q482|W5Q482_SHEEP, tr|W5QCQ6|W5QCQ6_SHEEP, tr|W5P6E8|W5P6E8_SHEEP, tr|W5P2B8|W5P2B8_SHEEP
OG0000129	sp|Q9Y2E5|MA2B2_HUMAN	tr|W5P687|W5P687_SHEEP, tr|W5P5E3|W5P5E3_SHEEP, tr|W5PLN7|W5PLN7_SHEEP, tr|W5PM86|W5PM86_SHEEP, tr|W5NVU1|W5NVU1_SHEEP, tr|W5PMZ6|W5PMZ6_SHEEP, tr|W5NS83|W5NS83_SHEEP, tr|W5PLY4|W5PLY4_SHEEP, tr|W5PNB3|W5PNB3_SHEEP, tr|W5NVA4|W5NVA4_SHEEP
OG0000136	sp|Q06730|ZN33A_HUMAN, sp|Q06732|ZN33B_HUMAN	tr|W5P117|W5P117_SHEEP
OG0000136	sp|B1APH4|ZN487_HUMAN	tr|W5P138|W5P138_SHEEP
OG0000136	sp|Q9BY31|ZN717_HUMAN, sp|Q9Y2H8|ZN510_HUMAN, sp|Q4V348|Z658B_HUMAN, sp|Q5TYW1|ZN658_HUMAN	tr|W5NXD9|W5NXD9_SHEEP
OG0000138	sp|Q8NGP9|O5AR1_HUMAN	tr|W5PSD2|W5PSD2_SHEEP
OG0000138	sp|Q8NH48|OR5B3_HUMAN, sp|Q8NGF7|OR5BH_HUMAN, sp|Q96R09|OR5B2_HUMAN	tr|W5PU41|W5PU41_SHEEP
OG0000138	sp|A6NL26|OR5BL_HUMAN	tr|W5PTQ2|W5PTQ2_SHEEP
OG0000140	sp|Q02928|CP4AB_HUMAN, sp|Q5TCH4|CP4AM_HUMAN	tr|W5NYN9|W5NYN9_SHEEP, tr|W5NYE5|W5NYE5_SHEEP, tr|W5NYZ2|W5NYZ2_SHEEP
OG0000140	sp|Q8N118|CP4X1_HUMAN	tr|W5NZQ0|W5NZQ0_SHEEP
OG0000140	sp|Q86W10|CP4Z1_HUMAN, sp|Q8N1L4|CP4Z2_HUMAN	tr|W5NZB0|W5NZB0_SHEEP
OG0000141	sp|P08238|HS90B_HUMAN	tr|W5PHW0|W5PHW0_SHEEP
OG0000141	sp|Q58FF7|H90B3_HUMAN, sp|Q58FG1|HS904_HUMAN, sp|Q14568|HS902_HUMAN, sp|Q58FF6|H90B4_HUMAN, sp|Q58FG0|HS905_HUMAN, sp|Q58FF8|H90B2_HUMAN, sp|P07900|HS90A_HUMAN	tr|A8DR93|A8DR93_SHEEP
OG0000142	sp|P0DMU9|CT45A_HUMAN, sp|P0DMV0|CT457_HUMAN, sp|P0DMU8|CT455_HUMAN, sp|P0DMU7|CT456_HUMAN, sp|Q8NHU0|CT453_HUMAN, sp|Q5HYN5|CT451_HUMAN, sp|Q5DJT8|CT452_HUMAN, sp|P0DMV2|CT459_HUMAN, sp|P0DMV1|CT458_HUMAN	tr|W5PPQ5|W5PPQ5_SHEEP
OG0000143	sp|Q7Z3Y9|K1C26_HUMAN	tr|W5Q0K6|W5Q0K6_SHEEP
OG0000143	sp|Q7Z3Y7|K1C28_HUMAN	tr|W5Q0V6|W5Q0V6_SHEEP
OG0000143	sp|Q7Z3Z0|K1C25_HUMAN	sp|Q9BGM5|K1C25_SHEEP, tr|W5Q0H4|W5Q0H4_SHEEP
OG0000143	sp|Q7Z3Y8|K1C27_HUMAN	tr|W5Q0U7|W5Q0U7_SHEEP
OG0000145	sp|Q96P47|AGAP3_HUMAN	tr|W5NZ22|W5NZ22_SHEEP
OG0000145	sp|Q9UPQ3|AGAP1_HUMAN, sp|Q5VUJ5|AGAP7_HUMAN, sp|Q96P64|AGAP4_HUMAN, sp|Q5VW22|AGAP6_HUMAN, sp|A6NIR3|AGAP5_HUMAN, sp|Q5VTM2|AGAP9_HUMAN, sp|Q8TF27|AGA11_HUMAN	tr|W5QCV6|W5QCV6_SHEEP
OG0000146	sp|P18124|RL7_HUMAN	tr|W5P4E9|W5P4E9_SHEEP, tr|W5P751|W5P751_SHEEP, tr|W5P1U6|W5P1U6_SHEEP, tr|W5Q3Z8|W5Q3Z8_SHEEP, tr|W5P6P4|W5P6P4_SHEEP, tr|W5P2S5|W5P2S5_SHEEP, tr|W5PKB7|W5PKB7_SHEEP, tr|W5PBD9|W5PBD9_SHEEP, tr|W5PH06|W5PH06_SHEEP
