Orthogroup	Homo_sapiens	Aotus_nancymaae
OG0000027	sp|Q6FI13|H2A2A_HUMAN	tr|A0A2K5E1G9|A0A2K5E1G9_AOTNA
OG0000027	sp|P04908|H2A1B_HUMAN	tr|A0A2K5BVX5|A0A2K5BVX5_AOTNA
OG0000027	sp|P20671|H2A1D_HUMAN	tr|A0A2K5BZA7|A0A2K5BZA7_AOTNA
OG0000027	sp|Q7L7L0|H2A3_HUMAN	tr|A0A2K5E3B8|A0A2K5E3B8_AOTNA
OG0000027	sp|Q93077|H2A1C_HUMAN	tr|A0A2K5BWW6|A0A2K5BWW6_AOTNA
OG0000027	sp|Q96QV6|H2A1A_HUMAN, sp|P16104|H2AX_HUMAN, sp|P0C5Y9|H2AB1_HUMAN, sp|P0C5Z0|H2AB2_HUMAN, tr|A0A8Q3WKH5|A0A8Q3WKH5_HUMAN, sp|A0A3B3IU63|H2AL3_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q96KK5|H2A1H_HUMAN	tr|A0A2K5E3K9|A0A2K5E3K9_AOTNA
OG0000028	sp|P51991|ROA3_HUMAN	tr|A0A2K5DVV6|A0A2K5DVV6_AOTNA, tr|A0A2K5BVE0|A0A2K5BVE0_AOTNA, tr|A0A2K5F6W5|A0A2K5F6W5_AOTNA, tr|A0A2K5F4P1|A0A2K5F4P1_AOTNA, tr|A0A2K5F7K0|A0A2K5F7K0_AOTNA, tr|A0A2K5CQI3|A0A2K5CQI3_AOTNA, tr|A0A2K5EDE8|A0A2K5EDE8_AOTNA, tr|A0A2K5DWX4|A0A2K5DWX4_AOTNA, tr|A0A2K5C0R8|A0A2K5C0R8_AOTNA, tr|A0A2K5DJN5|A0A2K5DJN5_AOTNA, tr|A0A2K5E2U3|A0A2K5E2U3_AOTNA, tr|A0A2K5EJ55|A0A2K5EJ55_AOTNA, tr|A0A2K5CRR6|A0A2K5CRR6_AOTNA, tr|A0A2K5D2I0|A0A2K5D2I0_AOTNA, tr|A0A2K5E4H8|A0A2K5E4H8_AOTNA, tr|A0A2K5EFI2|A0A2K5EFI2_AOTNA, tr|A0A2K5EMN4|A0A2K5EMN4_AOTNA, tr|A0A2K5D6G6|A0A2K5D6G6_AOTNA, tr|A0A2K5EE33|A0A2K5EE33_AOTNA, tr|A0A2K5EUR4|A0A2K5EUR4_AOTNA
OG0000032	sp|P06731|CEAM5_HUMAN	tr|A0A2K5C8S7|A0A2K5C8S7_AOTNA
OG0000032	sp|P40199|CEAM6_HUMAN, sp|P31997|CEAM8_HUMAN, sp|P40198|CEAM3_HUMAN, sp|O75871|CEAM4_HUMAN, sp|Q3KPI0|CEA21_HUMAN, sp|Q9UQ72|PSG11_HUMAN, sp|P11465|PSG2_HUMAN, sp|Q15238|PSG5_HUMAN, sp|Q16557|PSG3_HUMAN, sp|Q13046|PSG7_HUMAN, sp|Q00888|PSG4_HUMAN, sp|Q9UQ74|PSG8_HUMAN, sp|P11464|PSG1_HUMAN, sp|Q00887|PSG9_HUMAN, sp|Q00889|PSG6_HUMAN, sp|P13688|CEAM1_HUMAN	tr|A0A2K5CUY5|A0A2K5CUY5_AOTNA
OG0000034	sp|Q96M43|NBPF4_HUMAN, sp|Q5VWK0|NBPF6_HUMAN, sp|Q86XG9|NBPF5_HUMAN	tr|A0A2K5EFN2|A0A2K5EFN2_AOTNA
OG0000034	sp|P0C2Y1|NBPF7_HUMAN, sp|Q9H094|NBPF3_HUMAN, sp|Q8N660|NBPFF_HUMAN, sp|P0DPF3|NBPF9_HUMAN, sp|Q86T75|NBPFB_HUMAN, sp|Q3BBV2|NBPF8_HUMAN, sp|Q3BBV0|NBPF1_HUMAN, sp|Q5TAG4|NBPFC_HUMAN, sp|Q6P3W6|NBPFA_HUMAN, sp|P0DPF2|NBPFK_HUMAN, sp|A0A087WUL8|NBPFJ_HUMAN, sp|B4DH59|NBPFP_HUMAN, sp|Q5TI25|NBPFE_HUMAN	tr|A0A2K5DQ46|A0A2K5DQ46_AOTNA
OG0000035	sp|A6NDE8|GG12H_HUMAN, sp|A1L429|GG12C_HUMAN, sp|O76087|GAGE7_HUMAN, sp|P0CL80|GG12F_HUMAN, sp|P0CL82|GG12I_HUMAN, sp|Q4V326|GAG2E_HUMAN, sp|P0CL81|GG12G_HUMAN, sp|Q4V321|GAG13_HUMAN, sp|P0DTW1|GAGE1_HUMAN, sp|A6NER3|GG12J_HUMAN, sp|P0DSO3|GAGE4_HUMAN, sp|Q13069|GAGE5_HUMAN, sp|Q13070|GAGE6_HUMAN, sp|Q9UEU5|GGE2D_HUMAN, sp|Q6NT46|GAG2A_HUMAN, sp|Q13066|GAG2B_HUMAN, sp|A6NGK3|GAG10_HUMAN	tr|A0A2K5DQS9|A0A2K5DQS9_AOTNA
OG0000036	sp|A0A0K0K1G6|TVBJ3_HUMAN, sp|A0A0K0K1A3|TVBJ1_HUMAN, sp|A0A0K0K1G8|TVBJ2_HUMAN	tr|A0A2K5C4C7|A0A2K5C4C7_AOTNA
OG0000036	sp|A0A1B0GX49|TVB64_HUMAN, sp|P0DPF7|TVB63_HUMAN, sp|A0A0J9YXY3|TVB62_HUMAN, sp|A0A0K0K1D8|TVB61_HUMAN, sp|A0A0A6YYG2|TVB66_HUMAN, sp|A0A0K0K1A5|TVB65_HUMAN, sp|A0A0A0MS04|TVB67_HUMAN, sp|A0A0J9YX75|TVB69_HUMAN, sp|A0A0A6YYG3|TVB68_HUMAN, sp|A0A075B6N4|TVBY1_HUMAN, sp|A0A075B6N1|TVB19_HUMAN, sp|A0A5B6|TVB28_HUMAN, sp|A0A0K0K1C4|TVB27_HUMAN	tr|A0A2K5BWA2|A0A2K5BWA2_AOTNA
OG0000038	sp|P60413|KR10C_HUMAN, sp|P60409|KR107_HUMAN, sp|P60371|KR106_HUMAN, sp|P60372|KR104_HUMAN	tr|A0A2K5DVT5|A0A2K5DVT5_AOTNA, tr|A0A2K5DK96|A0A2K5DK96_AOTNA
OG0000038	sp|P60370|KR105_HUMAN	tr|A0A2K5DVE9|A0A2K5DVE9_AOTNA
OG0000038	sp|P60331|KR101_HUMAN, sp|P60411|KR109_HUMAN, sp|P60412|KR10B_HUMAN, sp|P60369|KR103_HUMAN	tr|A0A2K5DFS7|A0A2K5DFS7_AOTNA
OG0000038	sp|P60410|KR108_HUMAN	tr|A0A2K5E896|A0A2K5E896_AOTNA
OG0000039	sp|Q0D2J5|ZN763_HUMAN, sp|Q9UC07|ZNF69_HUMAN, sp|Q9H0M5|ZN700_HUMAN, sp|Q8IYI8|ZN440_HUMAN, sp|Q8NDP4|ZN439_HUMAN, sp|O60384|ZN861_HUMAN, sp|Q8N8L2|ZN491_HUMAN, sp|Q8TA94|ZN563_HUMAN, sp|Q96GE5|ZN799_HUMAN, sp|Q9Y2A4|ZN443_HUMAN, sp|Q9H7R0|ZN442_HUMAN, sp|P16415|ZN823_HUMAN, sp|Q7L945|ZN627_HUMAN, sp|P17024|ZNF20_HUMAN, sp|Q8N7K0|ZN433_HUMAN, sp|Q08AG5|ZN844_HUMAN	tr|A0A2K5EDE0|A0A2K5EDE0_AOTNA
OG0000042	sp|Q8NGT1|OR2K2_HUMAN, sp|Q8NGS4|O13F1_HUMAN, sp|Q8NGT2|O13J1_HUMAN, sp|Q8NGV5|O13D1_HUMAN, sp|Q8NG92|O13H1_HUMAN, sp|Q9UGF6|OR5V1_HUMAN, sp|Q9NQN1|OR2S1_HUMAN, sp|P0DN81|O13C7_HUMAN, sp|Q8NH95|O13C6_HUMAN, sp|Q8NGS7|O13C8_HUMAN, sp|Q8NGS6|O13C3_HUMAN, sp|Q8NGS5|O13C4_HUMAN, sp|Q8NGT0|O13C9_HUMAN, sp|Q8NGS9|O13C2_HUMAN, sp|Q8NGS8|O13C5_HUMAN	tr|A0A2K5EIH3|A0A2K5EIH3_AOTNA
OG0000043	sp|Q15544|TAF11_HUMAN, sp|A0A1W2PPL8|TFKLN_HUMAN, sp|A0A1W2PPE2|TFKL4_HUMAN, sp|P0DW14|TFKLJ_HUMAN, sp|A0A1W2PRV1|TFKL3_HUMAN, sp|P0DW12|TFKL7_HUMAN, sp|P0DW13|TFKL8_HUMAN, sp|A0A1W2PR64|TFKL9_HUMAN, sp|P0DW11|TFKL6_HUMAN, sp|A0A1W2PP81|TFKL5_HUMAN, sp|A0A1W2PPH5|TFLM_HUMAN, sp|A6NLC8|TFKL2_HUMAN, sp|A0A1W2PQ09|TFKLK_HUMAN, sp|A0A1W2PPW3|TFKLL_HUMAN, tr|A0A1W2PRN6|A0A1W2PRN6_HUMAN	tr|A0A2K5F8I0|A0A2K5F8I0_AOTNA
OG0000045	tr|A0A2R8YEH3|A0A2R8YEH3_HUMAN, tr|A0A2R8YEG4|A0A2R8YEG4_HUMAN, sp|Q8NGT9|OR2A1_HUMAN, tr|A0A2R8YEV3|A0A2R8YEV3_HUMAN, sp|O95047|OR2A4_HUMAN, sp|Q96R45|OR2A7_HUMAN, tr|A0A126GWI2|A0A126GWI2_HUMAN, sp|A4D2G3|O2A25_HUMAN, tr|Q9BZC5|Q9BZC5_HUMAN, sp|Q96R48|OR2A5_HUMAN, sp|Q8NGT7|O2A12_HUMAN, tr|A0A4W9AIG4|A0A4W9AIG4_HUMAN, sp|Q96R47|O2A14_HUMAN, tr|A0A126GWB0|A0A126GWB0_HUMAN, sp|Q6IF42|OR2A2_HUMAN	tr|A0A2K5ELF7|A0A2K5ELF7_AOTNA
OG0000046	sp|P01718|LV327_HUMAN, sp|A0A075B6K0|LV316_HUMAN, sp|P01717|LV325_HUMAN, sp|A0A075B6K4|LV310_HUMAN	tr|A0A2K5D4D3|A0A2K5D4D3_AOTNA
OG0000046	sp|A0A075B6J6|LV322_HUMAN, sp|A0A075B6I9|LV746_HUMAN, sp|P04211|LV743_HUMAN, sp|A0A075B6I0|LV861_HUMAN	tr|A0A2K5CQ32|A0A2K5CQ32_AOTNA
OG0000046	sp|P01715|LV301_HUMAN, sp|A0A075B6K2|LV312_HUMAN, sp|A0A075B6K5|LV39_HUMAN, sp|P80748|LV321_HUMAN	tr|A0A2K5DRQ1|A0A2K5DRQ1_AOTNA, tr|A0A2K5BWB2|A0A2K5BWB2_AOTNA
OG0000047	sp|Q9Y5I4|PCDC2_HUMAN, sp|Q9H158|PCDC1_HUMAN, sp|Q9Y5H7|PCDA5_HUMAN, sp|Q9Y5I3|PCDA1_HUMAN, sp|Q9Y5H9|PCDA2_HUMAN, sp|Q9UN72|PCDA7_HUMAN, sp|Q9Y5H5|PCDA9_HUMAN, sp|Q9UN74|PCDA4_HUMAN, sp|Q9Y5H8|PCDA3_HUMAN, sp|Q9Y5I0|PCDAD_HUMAN, sp|Q9Y5H6|PCDA8_HUMAN, sp|Q9UN73|PCDA6_HUMAN, sp|Q9Y5I1|PCDAB_HUMAN, sp|Q9UN75|PCDAC_HUMAN, sp|Q9Y5I2|PCDAA_HUMAN	tr|A0A2K5EG31|A0A2K5EG31_AOTNA
OG0000048	sp|A0A087WSY4|HV432_HUMAN, sp|P0DP07|HV431_HUMAN, sp|P0DP06|HVD34_HUMAN, tr|A0A0J9YWU9|A0A0J9YWU9_HUMAN, sp|A0A0C4DH41|HV461_HUMAN, sp|P06331|HV434_HUMAN, sp|P01825|HV459_HUMAN, sp|P01824|HV439_HUMAN, sp|P0DP08|HVD82_HUMAN, sp|A0A0C4DH34|HV428_HUMAN, tr|A0A087WW49|A0A087WW49_HUMAN, tr|A0A075B7B6|A0A075B7B6_HUMAN, sp|A0A075B6R2|HV404_HUMAN, sp|A0A0B4J1U7|HV601_HUMAN	tr|A0A2K5DZX5|A0A2K5DZX5_AOTNA
OG0000049	sp|P02794|FRIH_HUMAN	tr|A0A2K5EB42|A0A2K5EB42_AOTNA, tr|A0A2K5E6S4|A0A2K5E6S4_AOTNA, tr|A0A2K5C0T8|A0A2K5C0T8_AOTNA, tr|A0A2K5D3V8|A0A2K5D3V8_AOTNA, tr|A0A2K5E536|A0A2K5E536_AOTNA, tr|A0A2K5CXX4|A0A2K5CXX4_AOTNA, tr|A0A2K5C7R2|A0A2K5C7R2_AOTNA, tr|A0A2K5EGF2|A0A2K5EGF2_AOTNA, tr|A0A2K5F5G7|A0A2K5F5G7_AOTNA
OG0000049	sp|Q8N4E7|FTMT_HUMAN, sp|P0C7X4|FHL19_HUMAN, sp|Q9BXU8|FHL17_HUMAN	tr|A0A2K5DVP2|A0A2K5DVP2_AOTNA, tr|A0A2K5E2F3|A0A2K5E2F3_AOTNA
OG0000050	sp|A0A0B4J2H0|HV69D_HUMAN, sp|P01742|HV169_HUMAN, sp|A0A0C4DH31|HV118_HUMAN, sp|A0A0C4DH39|HV158_HUMAN, sp|A0A0C4DH29|HV103_HUMAN, sp|P0DTW3|HV384_HUMAN, tr|A0A0J9YW62|A0A0J9YW62_HUMAN, sp|A0A0A0MS14|HV145_HUMAN, sp|P0DP01|HV108_HUMAN, sp|P23083|HV102_HUMAN, tr|A0A075B7D0|A0A075B7D0_HUMAN, sp|P01743|HV146_HUMAN, tr|A0A087WYE8|A0A087WYE8_HUMAN, tr|A0A0B4J2B8|A0A0B4J2B8_HUMAN	tr|A0A2K5C7C9|A0A2K5C7C9_AOTNA
OG0000051	sp|Q9H0U9|TSYL1_HUMAN, sp|Q8N831|TSYL6_HUMAN, sp|Q9UJ04|TSYL4_HUMAN, sp|Q9H489|TSY26_HUMAN, sp|Q86VY4|TSYL5_HUMAN, sp|P0DME0|SETLP_HUMAN, sp|Q01105|SET_HUMAN, sp|A0A494C1R9|TSPY9_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|A6NKD2|TSPY2_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN	tr|A0A2K5CJ27|A0A2K5CJ27_AOTNA
OG0000052	sp|P01569|IFNA5_HUMAN, sp|P01563|IFNA2_HUMAN, sp|P05013|IFNA6_HUMAN, sp|P01562|IFNA1_HUMAN, sp|P01570|IFN14_HUMAN, sp|P05014|IFNA4_HUMAN, sp|P01567|IFNA7_HUMAN, sp|P01571|IFN17_HUMAN, sp|P01566|IFN10_HUMAN, sp|P01568|IFN21_HUMAN, sp|P05015|IFN16_HUMAN, sp|P05000|IFNW1_HUMAN, sp|P01574|IFNB_HUMAN, sp|P32881|IFNA8_HUMAN	tr|A0A2K5E1K0|A0A2K5E1K0_AOTNA
OG0000053	sp|Q2M2D7|TBC28_HUMAN, sp|Q86UD7|TBC26_HUMAN, sp|P35125|UBP6_HUMAN, sp|A6NDS4|TBC3B_HUMAN, sp|Q6DHY5|TBC3G_HUMAN, sp|P0C7X1|TBC3H_HUMAN, sp|Q8IZP1|TBC3A_HUMAN, sp|Q6IPX1|TBC3C_HUMAN, sp|A0A087X179|TBC3E_HUMAN, sp|A6NER0|TBC3F_HUMAN, sp|A0A087X1G2|TBC3K_HUMAN, sp|B9A6J9|TBC3L_HUMAN, sp|A0A087WXS9|TBC3I_HUMAN, sp|A0A087WVF3|TBC3D_HUMAN	tr|A0A2K5F6J4|A0A2K5F6J4_AOTNA
OG0000054	sp|Q13461|FOXE3_HUMAN	tr|A0A2K5C4S2|A0A2K5C4S2_AOTNA
OG0000054	sp|Q9UJU5|FOXD3_HUMAN	tr|A0A2K5BV15|A0A2K5BV15_AOTNA
OG0000054	sp|O60548|FOXD2_HUMAN, sp|Q16676|FOXD1_HUMAN	tr|A0A2K5DP95|A0A2K5DP95_AOTNA
OG0000055	sp|A6NLW8|DUXA_HUMAN, sp|A0A1W2PPF3|DUXB_HUMAN, sp|Q96PT4|DUX3_HUMAN, sp|Q96PT3|DUX5_HUMAN, sp|O43812|DUX1_HUMAN, sp|Q6RFH8|DUX4C_HUMAN, sp|P0CJ87|DU4L4_HUMAN, tr|A0A1B0GW55|A0A1B0GW55_HUMAN, sp|P0CJ85|DU4L2_HUMAN, sp|P0CJ89|DU4L6_HUMAN, sp|P0CJ86|DU4L3_HUMAN, sp|Q9UBX2|DUX4_HUMAN, sp|P0CJ90|DU4L7_HUMAN, sp|P0CJ88|DU4L5_HUMAN	tr|A0A2K5E1E4|A0A2K5E1E4_AOTNA
OG0000056	sp|Q9H560|ANR19_HUMAN, sp|Q6NSI1|AR26L_HUMAN, sp|Q9BXX2|AN30B_HUMAN, sp|Q9BXX3|AN30A_HUMAN, sp|A7E2S9|A30BL_HUMAN, sp|A0PJZ0|A20A5_HUMAN, sp|A2A2Z9|AN18B_HUMAN, sp|Q8IVF6|AN18A_HUMAN, sp|Q8NF67|A2012_HUMAN, sp|Q5CZ79|AN20B_HUMAN, sp|Q5SQ80|A20A2_HUMAN, sp|Q5VUR7|A20A3_HUMAN, sp|Q5TYW2|A20A1_HUMAN, sp|Q4UJ75|A20A4_HUMAN	tr|A0A2K5DYW7|A0A2K5DYW7_AOTNA
OG0000057	sp|P62847|RS24_HUMAN	tr|A0A2K5DPA6|A0A2K5DPA6_AOTNA, tr|A0A2K5EX72|A0A2K5EX72_AOTNA, tr|A0A2K5C2U1|A0A2K5C2U1_AOTNA, tr|A0A2K5DJ56|A0A2K5DJ56_AOTNA, tr|A0A2K5E258|A0A2K5E258_AOTNA, tr|A0A2K5C497|A0A2K5C497_AOTNA, tr|A0A2K5C5N7|A0A2K5C5N7_AOTNA, tr|A0A2K5CBX6|A0A2K5CBX6_AOTNA, tr|A0A2K5E2A4|A0A2K5E2A4_AOTNA, tr|A0A2K5BVZ8|A0A2K5BVZ8_AOTNA, tr|A0A2K5BVS8|A0A2K5BVS8_AOTNA, tr|A0A2K5C4P8|A0A2K5C4P8_AOTNA, tr|A0A2K5C166|A0A2K5C166_AOTNA
OG0000059	sp|P02538|K2C6A_HUMAN	tr|A0A2K5BXA2|A0A2K5BXA2_AOTNA, tr|A0A2K5CZS8|A0A2K5CZS8_AOTNA
OG0000059	sp|Q01546|K22O_HUMAN	tr|A0A2K5EU58|A0A2K5EU58_AOTNA
OG0000059	sp|P12035|K2C3_HUMAN	tr|A0A2K5E5E5|A0A2K5E5E5_AOTNA
OG0000059	sp|P13647|K2C5_HUMAN	tr|A0A2K5CUV3|A0A2K5CUV3_AOTNA
OG0000059	sp|O95678|K2C75_HUMAN	tr|A0A2K5D516|A0A2K5D516_AOTNA
OG0000060	sp|P15880|RS2_HUMAN	tr|A0A2K5CJ02|A0A2K5CJ02_AOTNA, tr|A0A2K5CAC1|A0A2K5CAC1_AOTNA, tr|A0A2K5E3U4|A0A2K5E3U4_AOTNA, tr|A0A2K5EIL5|A0A2K5EIL5_AOTNA, tr|A0A2K5C1K7|A0A2K5C1K7_AOTNA, tr|A0A2K5CUP1|A0A2K5CUP1_AOTNA, tr|A0A2K5E3F5|A0A2K5E3F5_AOTNA, tr|A0A2K5E6D2|A0A2K5E6D2_AOTNA, tr|A0A2K5BXW0|A0A2K5BXW0_AOTNA, tr|A0A2K5F1P8|A0A2K5F1P8_AOTNA, tr|A0A2K5DQL0|A0A2K5DQL0_AOTNA, tr|A0A2K5E0A3|A0A2K5E0A3_AOTNA, tr|A0A2K5E2N7|A0A2K5E2N7_AOTNA
OG0000061	sp|Q8NGV6|OR5H6_HUMAN	tr|A0A2K5EA49|A0A2K5EA49_AOTNA
OG0000061	sp|A6NHG9|O5H14_HUMAN, sp|A6NDH6|O5H15_HUMAN, sp|A6NKK0|OR5H1_HUMAN, sp|P0DN80|OR5H8_HUMAN, sp|Q8NGV7|OR5H2_HUMAN, sp|Q9NZP5|O5AC2_HUMAN, sp|P0C628|O5AC1_HUMAN, sp|Q8NHB7|OR5K1_HUMAN, sp|Q8NHB8|OR5K2_HUMAN, sp|A6NET4|OR5K3_HUMAN, sp|A6NMS3|OR5K4_HUMAN	tr|A0A2K5C0P4|A0A2K5C0P4_AOTNA
OG0000062	sp|P16403|H12_HUMAN	tr|A0A2K5C654|A0A2K5C654_AOTNA
OG0000062	sp|P16401|H15_HUMAN	tr|A0A2K5E388|A0A2K5E388_AOTNA
OG0000062	sp|P16402|H13_HUMAN, sp|P10412|H14_HUMAN	tr|A0A2K5BW20|A0A2K5BW20_AOTNA
OG0000063	sp|P61247|RS3A_HUMAN	tr|A0A2K5C572|A0A2K5C572_AOTNA, tr|A0A2K5CMP2|A0A2K5CMP2_AOTNA, tr|A0A2K5BWY0|A0A2K5BWY0_AOTNA, tr|A0A2K5F786|A0A2K5F786_AOTNA, tr|A0A2K5BW33|A0A2K5BW33_AOTNA, tr|A0A2K5BVI8|A0A2K5BVI8_AOTNA, tr|A0A2K5DI81|A0A2K5DI81_AOTNA, tr|A0A2K5DYE4|A0A2K5DYE4_AOTNA, tr|A0A2K5EK20|A0A2K5EK20_AOTNA, tr|A0A2K5EL71|A0A2K5EL71_AOTNA, tr|A0A2K5CJ99|A0A2K5CJ99_AOTNA, tr|A0A2K5DUK9|A0A2K5DUK9_AOTNA
OG0000064	sp|A0A0C4DH26|KVD41_HUMAN, sp|A0A0A0MT36|KVD21_HUMAN, sp|A0A0C4DH24|KV621_HUMAN, sp|A0A0A0MRZ8|KVD11_HUMAN, sp|P04433|KV311_HUMAN, sp|A0A075B6H7|KV37_HUMAN, sp|A0A0C4DH55|KVD07_HUMAN, tr|A0A0C4DH90|A0A0C4DH90_HUMAN, sp|P01619|KV320_HUMAN, sp|A0A0C4DH25|KVD20_HUMAN, sp|A0A087WSY6|KVD15_HUMAN, sp|P01624|KV315_HUMAN	tr|A0A2K5DRX7|A0A2K5DRX7_AOTNA
OG0000065	sp|Q8TD57|DYH3_HUMAN	tr|A0A2K5ETG1|A0A2K5ETG1_AOTNA
OG0000065	sp|Q9P2D7|DYH1_HUMAN	tr|A0A2K5E351|A0A2K5E351_AOTNA
OG0000065	sp|Q0VDD8|DYH14_HUMAN	tr|A0A2K5F513|A0A2K5F513_AOTNA
OG0000065	sp|Q9C0G6|DYH6_HUMAN	tr|A0A2K5CFQ0|A0A2K5CFQ0_AOTNA
OG0000065	sp|Q6ZR08|DYH12_HUMAN	tr|A0A2K5C563|A0A2K5C563_AOTNA
OG0000065	sp|Q8WXX0|DYH7_HUMAN	tr|A0A2K5DBE5|A0A2K5DBE5_AOTNA
OG0000066	sp|Q13310|PABP4_HUMAN	tr|A0A2K5D0L6|A0A2K5D0L6_AOTNA
OG0000066	sp|Q4VXU2|PAP1L_HUMAN	tr|A0A2K5DAG0|A0A2K5DAG0_AOTNA
OG0000066	sp|P11940|PABP1_HUMAN	tr|A0A2K5C2F8|A0A2K5C2F8_AOTNA, tr|A0A2K5EDJ0|A0A2K5EDJ0_AOTNA
OG0000066	sp|Q9H361|PABP3_HUMAN	tr|A0A2K5DG66|A0A2K5DG66_AOTNA, tr|A0A2K5D9T6|A0A2K5D9T6_AOTNA, tr|A0A2K5ETV1|A0A2K5ETV1_AOTNA, tr|A0A2K5EX04|A0A2K5EX04_AOTNA
OG0000067	sp|Q9UKA9|PTBP2_HUMAN	tr|A0A2K5EFW2|A0A2K5EFW2_AOTNA
OG0000067	sp|O95758|PTBP3_HUMAN	tr|A0A2K5CIP8|A0A2K5CIP8_AOTNA
OG0000067	sp|P26599|PTBP1_HUMAN	tr|A0A2K5DS70|A0A2K5DS70_AOTNA, tr|A0A2K5EU48|A0A2K5EU48_AOTNA, tr|A0A2K5FA50|A0A2K5FA50_AOTNA, tr|A0A2K5CCI2|A0A2K5CCI2_AOTNA, tr|A0A2K5CAN4|A0A2K5CAN4_AOTNA, tr|A0A2K5C4M4|A0A2K5C4M4_AOTNA, tr|A0A2K5DLV6|A0A2K5DLV6_AOTNA
OG0000068	sp|Q6NXT2|H3C_HUMAN	tr|A0A2K5BZC2|A0A2K5BZC2_AOTNA
OG0000068	sp|Q16695|H31T_HUMAN	tr|A0A2K5BX63|A0A2K5BX63_AOTNA
OG0000068	sp|P68431|H31_HUMAN	tr|A0A2K5C6D3|A0A2K5C6D3_AOTNA
OG0000068	sp|Q71DI3|H32_HUMAN	tr|A0A2K5E1H1|A0A2K5E1H1_AOTNA
OG0000069	sp|A0A075B6P5|KV228_HUMAN, sp|P01615|KVD28_HUMAN, sp|P01614|KVD40_HUMAN, sp|A0A087WW87|KV240_HUMAN, sp|A0A075B6S2|KVD29_HUMAN, sp|A2NJV5|KV229_HUMAN, sp|A0A0A0MRZ7|KVD26_HUMAN, sp|P06310|KV230_HUMAN, sp|A0A075B6S6|KVD30_HUMAN, sp|A0A075B6R9|KVD24_HUMAN, sp|A0A0C4DH68|KV224_HUMAN	tr|A0A2K5D2S5|A0A2K5D2S5_AOTNA
OG0000071	sp|Q7RTS7|K2C74_HUMAN	tr|A0A2K5EL39|A0A2K5EL39_AOTNA
OG0000071	sp|Q14CN4|K2C72_HUMAN	tr|A0A2K5E3C5|A0A2K5E3C5_AOTNA
OG0000071	sp|P04264|K2C1_HUMAN	tr|A0A2K5E7G0|A0A2K5E7G0_AOTNA, tr|A0A2K5CVS4|A0A2K5CVS4_AOTNA
OG0000071	sp|Q3SY84|K2C71_HUMAN	tr|A0A2K5DBN4|A0A2K5DBN4_AOTNA
OG0000071	sp|Q86Y46|K2C73_HUMAN	tr|A0A2K5ECS4|A0A2K5ECS4_AOTNA
OG0000072	sp|Q6PF04|ZN613_HUMAN	tr|A0A2K5F3V5|A0A2K5F3V5_AOTNA
OG0000072	sp|O94892|ZN432_HUMAN	tr|A0A2K5DIH2|A0A2K5DIH2_AOTNA
OG0000072	sp|Q9GZX5|ZN350_HUMAN, sp|Q9BS31|ZN649_HUMAN, sp|Q8N8J6|ZN615_HUMAN	tr|A0A2K5BZE7|A0A2K5BZE7_AOTNA
OG0000072	sp|Q8N883|ZN614_HUMAN	tr|A0A2K5DD43|A0A2K5DD43_AOTNA, tr|A0A2K5E052|A0A2K5E052_AOTNA
OG0000073	sp|Q86YE8|ZN573_HUMAN	tr|A0A2K5E961|A0A2K5E961_AOTNA
OG0000073	sp|Q9HCG1|ZN160_HUMAN	tr|A0A2K5DDS6|A0A2K5DDS6_AOTNA
OG0000073	sp|Q86XU0|ZN677_HUMAN	tr|A0A2K5CC95|A0A2K5CC95_AOTNA, tr|A0A2K5CIP7|A0A2K5CIP7_AOTNA, tr|A0A2K5D245|A0A2K5D245_AOTNA, tr|A0A2K5CQQ7|A0A2K5CQQ7_AOTNA
OG0000074	sp|P46783|RS10_HUMAN	tr|A0A2K5E0B6|A0A2K5E0B6_AOTNA
OG0000074	sp|Q9NQ39|RS10L_HUMAN	tr|A0A2K5BVA2|A0A2K5BVA2_AOTNA, tr|A0A2K5DML3|A0A2K5DML3_AOTNA, tr|A0A2K5BXR8|A0A2K5BXR8_AOTNA, tr|A0A2K5EZQ8|A0A2K5EZQ8_AOTNA, tr|A0A2K5EPG0|A0A2K5EPG0_AOTNA, tr|A0A2K5F8W0|A0A2K5F8W0_AOTNA, tr|A0A2K5E1I7|A0A2K5E1I7_AOTNA, tr|A0A2K5CR30|A0A2K5CR30_AOTNA
OG0000075	sp|Q15365|PCBP1_HUMAN	tr|A0A2K5D643|A0A2K5D643_AOTNA
OG0000075	sp|Q15366|PCBP2_HUMAN	tr|A0A2K5DC80|A0A2K5DC80_AOTNA, tr|A0A2K5EDL0|A0A2K5EDL0_AOTNA, tr|A0A2K5CTI1|A0A2K5CTI1_AOTNA, tr|A0A2K5E3K5|A0A2K5E3K5_AOTNA, tr|A0A2K5C2S5|A0A2K5C2S5_AOTNA, tr|A0A2K5CJP4|A0A2K5CJP4_AOTNA, tr|A0A2K5DBH8|A0A2K5DBH8_AOTNA, tr|A0A2K5E788|A0A2K5E788_AOTNA
OG0000076	sp|O76009|KT33A_HUMAN	tr|A0A2K5DF47|A0A2K5DF47_AOTNA
